ObjectId,ID,PERMITNUMBER,PERMITTYPE,PERMITTYPEKEY,STATUS,CONTRACTOR,CATEGORYNAME,WORKTYPE,ZONING,SQUAREFEET,PERMITFEE,PROJECTCOSTS,ADDRESS,CITY,STATE,ZIPCODE,GPSX,GPSY,DISTRICT,NEIGHBORHOOD,ISSUEDATE,Latitude,Longitude
16661,411456,BL1060792,Building Permit,BUILDING,Issued,Leo Thieneman & Sons LLC,Single Family,New,R4,8406,630.45,800000,3007   GLENVIEW PARK WAY,LOUISVILLE,KY,40222-0000,1240185,292090,16,,2018-06-07 11:57:01,38.2937685051,-85.6445849588
16662,411457,BL1059676,Building Permit,BUILDING,Issued,"SULLIVAN & COZART, INC",Commercial,Renovation - Alter - Repair,R5,4495,629.3,469326,1609   POPLAR LEVEL RD,LOUISVILLE,KY,40217-0000,1216170,265287,10,POPLAR LEVEL,2018-05-17 08:18:42,38.2191484345,-85.7267526638
16663,411458,BL1063170,Building Permit,BUILDING,Issued,BLACKETER CO,Single Family,New,(R4),10163,1762.22,1100000,2821   EASTWOOD FISHERVILLE RD,LOUISVILLE,KY,40023-0000,1294889,255558,20,,2018-06-11 15:00:30,38.1955789146,-85.4523337332
16664,411459,BL1060547,Building Permit,BUILDING,Issued,QUANTUM BUILD & DESIGN DBA QUA,Single Family,Addition,R5,528,63.36,20000,1012   LYDIA ST,LOUISVILLE,KY,40217-0000,1212816,267395,10,SCHNITZELBURG,2018-05-23 14:48:08,38.2247880296,-85.7385440945
16665,411460,BL1058203,Building Permit,BUILDING,Issued,SCHULTENS CARPENTRY,Single Family,New,(C2),2400,180,125000,1050   BARDSTOWN RD,LOUISVILLE,KY,40204-0000,1217587,272445,8,CHEROKEE TRIANGLE,2018-04-26 14:11:16,38.2388641569,-85.7222193225
16666,411463,BL1060999,Building Permit,BUILDING,Issued,"IH OF KY, INC.",Single Family,New,R4,2631,1197.32,174106,1047   AUTUMN CREST LN,LOUISVILLE,KY,40245-0000,1293917,273236,19,,2018-05-30 10:05:33,38.2440839006,-85.4565213685
16667,411464,BL1059660,Building Permit,BUILDING,Issued,ICON ENERGY POWERS LLC DBA ICO,Single Family,Miscellaneous,R5,456,50,18000,4525   SOUTHERN PKY,LOUISVILLE,KY,40214-0000,1204562,253867,21,BEECHMONT,2018-05-10 12:36:28,38.1872751145,-85.7664970923
16668,411465,BL1056690,Building Permit,BUILDING,Issued,THE RAMAGE COMPANY,Single Family,Miscellaneous,PVD,528,63.36,300000,6418   PASSIONFLOWER DR,LOUISVILLE,KY,40059-0000,1263467,306868,16,,2018-04-12 14:48:14,38.3352843721,-85.5642061496
16669,411466,BL1063454,Building Permit,BUILDING,Issued,MAC CONSTRUCTION & EXCAVATING,"Misc (Tent, Foundation, Etc)",New,R6,640,100,20000,1827   DRESCHER BRIDGE AVE,LOUISVILLE,KY,40206-0000,1220508,280253,9,CLIFTON HEIGHTS,2018-06-18 12:39:13,38.2604300312,-85.7124822577
16670,411467,BL1061276,Building Permit,BUILDING,Issued,CDJ DEVELOPMENT,Single Family,New,PRD,2089,156.68,105000,1503   CLOVER TRACE PL,LOUISVILLE,KY,40216-0000,1195237,250115,15,CLOVERLEAF,2018-06-13 10:51:21,38.1765473924,-85.7987166239
16671,411471,BL1056701,Building Permit,BUILDING,Issued,xSELECT HOMES LLC,Multi Family,Renovation - Alter - Repair,TNZD,650,78,5000,608 W BRECKINRIDGE ST,LOUISVILLE,KY,40203-0000,1205922,273915,6,LIMERICK,2018-05-31 12:58:00,38.2423812018,-85.7629116806
16672,411473,BL1057128,Building Permit,BUILDING,Issued,KIEL THOMSON COMPANY,Commercial,Addition,RE,1788,134.1,400000,12005 E OSAGE RD,ANCHORAGE,KY,40223-0000,1272098,282843,17,,2018-04-30 10:27:54,38.2696526704,-85.5329521203
16673,411474,BL1057280,Building Permit,BUILDING,Issued,COKE GENERAL CONTRACTING,Single Family,Addition,R5,550,50,28000,511   BRIAR HILL RD,LOUISVILLE,KY,40206-0000,1231289,275264,9,ROCKCREEK LEXINGTON ROAD,2018-04-18 16:16:00,38.2471958732,-85.6746708873
16674,411475,BL1061597,Building Permit,BUILDING,Issued,SUPERIOR BUILDERS INC,Single Family,New,PRD,1816,136.2,170000,6628   CASEY SPRINGS WAY,LOUISVILLE,KY,40291-0000,1247350,240228,23,,2018-05-30 14:13:57,38.1516657322,-85.6169408902
16675,411476,BL1061763,Building Permit,BUILDING,Issued,BALL HOMES INC,Single Family,Foundation,R4,0,50,5500,542   WOODED FALLS RD,MIDDLETOWN,KY,40243-0000,1276619,269726,19,,2018-06-01 08:35:07,38.2338085847,-85.5165780088
16676,411477,BL1059419,Building Permit,BUILDING,Issued,SUPERIOR BUILDERS INC,Single Family,New,PRD,3682,276.15,200000,6432   VILLA SPRING DR,LOUISVILLE,KY,40291-0000,1247067,240961,23,,2018-05-14 16:13:35,38.1536668132,-85.617962772
16677,411198,BL1061593,Building Permit,BUILDING,Issued,RLM CONSTRUCTION CO INC,Commercial,Renovation - Alter - Repair,C1,15260,2136.4,100000,10350   ORMSBY PARK PL,LYNDON,KY,40223-0000,1262847,281013,18,,2018-06-22 14:53:05,38.2642697235,-85.5650804868
16678,412411,BL1023121,Building Permit,BUILDING,Issued,BRYCE BIERY CONSTRUCTION w,Single Family,New,R6,779,85.69,25000,1008 E KENTUCKY ST,LOUISVILLE,KY,40204-0000,1213523,271363,4,GERMANTOWN,2017-05-12 15:10:31,38.2357141334,-85.7363062303
16679,411200,BL1063602,Building Permit,BUILDING,Issued,HOWELLCO GARAGE BUILDERS,Single Family,Miscellaneous,R5,576,69.12,10000,2830   HOOCK AVE,LOUISVILLE,KY,40205-0000,1229614,263387,8,GARDINER LANE,2018-06-29 08:59:53,38.214514141,-85.679860662
16680,411201,BL1063127,Building Permit,BUILDING,Issued,BRYCE BIERY CONSTRUCTION w,Single Family,Renovation - Alter - Repair,R5,240,50,40000,2023   KENILWORTH PL,LOUISVILLE,KY,40205-0000,1224214,268516,8,HIGHLANDS DOUGLASS,2018-06-08 11:42:55,38.2283650005,-85.6989339119
16681,411206,BL1056782,Building Permit,BUILDING,Issued,JASON ORTHOBER BUILDER LLC,Single Family,New,R4,3986,298.95,450000,4120   SANCTUARY BLUFF LN,LOUISVILLE,KY,40241-0000,1245974,297001,16,,2018-10-10 13:25:22,38.3074915044,-85.6246719063
16682,411208,BL1058883,Building Permit,BUILDING,Issued,DOSTER CONSTRUCTION CO INC,Multi Family,New,R6,25570,3324.1,1250000,10620   MORAINE CIR,LYNDON,KY,40223-0000,1264301,282776,18,,2018-08-23 10:29:37,38.2691673294,-85.5601042057
16683,411209,BL1063326,Building Permit,BUILDING,Issued,SUPERIOR BUILDERS INC,Single Family,Foundation,R4,0,50,250000,6404   EL RANCHO RD,LOUISVILLE,KY,40291-0000,1260939,240099,22,,2018-06-19 10:52:51,38.1518557452,-85.5696835163
16684,411210,BL1055981,Building Permit,BUILDING,Issued,CHAMPION WINDOW CO OF LOUIS,Single Family,Addition,R4,144,50,16275,11215   FANTASY TRL,HERITAGE CREEK,KY,40229-0000,1246150,220067,23,,2018-04-05 10:40:35,38.0962600612,-85.6200705841
16685,411215,BL1059513,Building Permit,BUILDING,Issued,PROVENCE PROPERTIES LLC,Single Family,Addition,R4,602,50,180000,1201   CARDINAL DR,AUDUBON PARK,KY,40213-0000,1217140,259514,10,,2018-05-09 11:54:13,38.2033403654,-85.7230554277
16686,411216,BL1063875,Building Permit,BUILDING,Issued,MASTERCRAFT HOMES,"Misc (Tent, Foundation, Etc)",New,PVD,502,60.24,50000,6408   PASSIONFLOWER DR,LOUISVILLE,KY,40059-0000,1263323,306828,16,,2018-06-15 14:49:45,38.3351689012,-85.5647061359
16687,411220,BL1057043,Building Permit,BUILDING,Issued,BRYAN SMITH CONSTRUCTION INC,Single Family,Renovation - Alter - Repair,R6,1192,89.4,3000,1323 E MAIN ST,LOUISVILLE,KY,40206-0000,1216966,278041,9,BUTCHERTOWN,2018-04-17 10:29:37,38.2542015665,-85.7246931022
16688,411221,BL1064153,Building Permit,BUILDING,Issued,GYM & SWIM SUPPLY COMPANY,Single Family,Pool,R4,1147,172.05,52000,10702   HALL FARM CT,LOUISVILLE,KY,40291-0000,1262717,231022,22,,2018-06-27 16:36:38,38.1270023293,-85.5630511477
16689,411222,BL1063019,Building Permit,BUILDING,Issued,MR ROOF LOUISVILLE LLC,Commercial,Renovation - Alter - Repair,R6,350,50,64800,7400   BEECHVIEW WAY,LOUISVILLE,KY,40219-0000,1229582,237199,24,,2018-06-13 11:34:08,38.1426085525,-85.6785583791
16690,411223,BL1061936,Building Permit,BUILDING,Issued,CHAMPION WINDOW CO OF LOUIS,Single Family,Renovation - Alter - Repair,R5A,180,50,16000,10336   KEYSTONE TRCE,BLUE RIDGE MANOR,KY,40223-0000,1263144,274658,18,,2018-05-30 15:14:16,38.2468322813,-85.5637304809
16691,411224,BL1073008,Building Permit,BUILDING,Issued,xSELECT HOMES LLC,Multi Family,New,PRD,1484,126.14,175000,6104   GOALBY DR,LOUISVILLE,KY,40258-0000,1174909,237190,12,,2018-09-19 15:46:39,38.1401004622,-85.8686304857
16692,411225,BL1065525,Building Permit,BUILDING,Issued,ELDER REMODELING & RESTORATIO,Commercial,Renovation - Alter - Repair,RE,322,75,111515,11400   RIDGE RD,ANCHORAGE,KY,40223-0000,1269126,281333,17,,2018-08-08 12:01:02,38.2653924856,-85.5432291878
16693,411226,BL1070224,Building Permit,BUILDING,Issued,CLEARWATER FIBERGLASS POOLS,Single Family,Pool,R4,420,75,41879,4011   LANDHERR DR,LOUISVILLE,KY,40299-0000,1268173,253504,11,,2018-08-08 11:26:25,38.1889444885,-85.5451851697
16694,411228,BL1069811,Building Permit,BUILDING,Issued,CLEARWATER FIBERGLASS POOLS,Single Family,Pool,R5,300,75,35130,3332   AUDUBON RIDGE DR,LOUISVILLE,KY,40213-0000,1219842,263938,10,POPLAR LEVEL,2018-08-08 11:26:33,38.2156054914,-85.7138984003
16695,411229,BL1069314,Building Permit,BUILDING,Issued,TECTONICS INC,Single Family,Addition,R3,460,75,75000,2104   INDIAN CHUTE  ,INDIAN HILLS,KY,40207-0000,1236901,288061,7,,2018-07-27 12:11:25,38.2825690873,-85.6558118448
16696,411230,BL1071271,Building Permit,BUILDING,Issued,"PULTE HOMES,LLC",Single Family,New,R4,2997,1254.74,215600,8607   LONG BOW LN,LOUISVILLE,KY,40291-0000,1252728,226751,22,,2018-08-21 14:43:57,38.1148790645,-85.5975552213
16697,411231,BL1070294,Building Permit,BUILDING,Issued,CONSTRUCTIVE LLC DBA MICHAEL O'DEA,Single Family,Renovation - Alter - Repair,R5B,400,75,85000,2129   BARINGER AVE,LOUISVILLE,KY,40204-0000,1221936,271073,8,CHEROKEE TRIANGLE,2018-10-01 12:42:34,38.2352870016,-85.7070038391
16698,411232,BL1072549,Building Permit,BUILDING,Issued,COMMONWEALTH DESIGNS,Single Family,New,R5A,3019,1256.62,250000,1888   CARABINER WAY,LOUISVILLE,KY,40245-0000,1301912,280154,19,,2018-08-31 12:12:38,38.2633634679,-85.4289939643
16699,411234,BL1071248,Building Permit,BUILDING,Issued,PARAGON HOMES INC,Single Family,Renovation - Alter - Repair,R4,1480,125.8,48000,9906   FRINGE TREE CT,LOUISVILLE,KY,40241-0000,1261276,292259,17,,2018-08-14 13:55:11,38.2950863094,-85.571113349
16700,411235,BL1069622,Building Permit,BUILDING,Issued,BALL HOMES INC,Single Family,New,R4,2962,1251.77,92000,8807   TALON RIDGE DR,LOUISVILLE,KY,40229-0000,1250880,216661,22,,2018-08-01 14:47:02,38.0871000975,-85.6034623768
16701,411237,BL1069788,Building Permit,BUILDING,Issued,MESSER CONSTRUCTION,Commercial,New,EZ1,15050,2257.5,55000000,350   ADAMS ST,LOUISVILLE,KY,40206-0000,1214485,280233,4,BUTCHERTOWN,2018-12-14 09:10:16,38.2601106317,-85.7334547876
16702,411238,BL1072427,Building Permit,BUILDING,Issued,BAILEY REMODELING & CONSTRUCTI,Single Family,Renovation - Alter - Repair,R5,322,75,50000,582   SUNNYSIDE DR,LOUISVILLE,KY,40206-0000,1230955,274207,9,CHEROKEE GARDENS,2018-08-24 10:02:37,38.2442794996,-85.6757767896
16703,411239,BL1069353,Building Permit,BUILDING,Issued,HARRIS CONSTRUCTION SERV LLC,Single Family,Addition,R5A,528,75,135000,1915   IVANHOE CT,LOUISVILLE,KY,40205-0000,1223330,268342,8,DEER PARK,2018-07-27 15:33:19,38.2278490276,-85.7020013393
16704,411240,BL1067880,Building Permit,BUILDING,Issued,ELITE HOMES INC,Single Family,New,PRD,2256,191.76,118350,14210   HARKAWAY AVE,LOUISVILLE,KY,40299-0000,1281205,267224,20,,2018-07-19 15:08:26,38.2271107748,-85.5004953597
16705,411241,BL1072600,Building Permit,BUILDING,Issued,xSELECT HOMES LLC,Single Family,New,R4,2022,1171.87,158000,11926   WASHINGTON GREEN RD,LOUISVILLE,KY,40229-0000,1239596,217337,23,,2018-09-05 14:24:21,38.0884942975,-85.642698755
16706,411242,BL1072521,Building Permit,BUILDING,Issued,"PULTE HOMES,LLC",Single Family,New,R4,2692,1228.82,188685,12051   PARKVIEW TRACE DR,LOUISVILLE,KY,40229-0000,1242471,217331,23,,2018-09-11 09:15:34,38.0885967665,-85.6327104211
16707,411244,BL1073257,Building Permit,BUILDING,Issued,PETERS PAINTING REMODELING INC,Single Family,Miscellaneous,R3,560,75,200000,6007   TWO SPRINGS LN,WINDY HILLS,KY,40207-0000,1241674,284092,7,,2018-08-31 12:02:44,38.2718703187,-85.6389771748
16708,411246,BL1073160,Building Permit,BUILDING,Issued,SUPERIOR BUILDERS INC,Single Family,New,R4,3193,1271.4,250000,6404   EL RANCHO RD,LOUISVILLE,KY,40291-0000,1260939,240099,22,,2018-09-12 14:03:15,38.1518557452,-85.5696835163
16709,411247,BL1068046,Building Permit,BUILDING,Issued,ELITE HOMES INC,Single Family,New,R4,3883,1075,197200,2427   IRISH BEND CT,LOUISVILLE,KY,40023-0000,1300155,258899,20,,2018-07-19 09:34:55,38.2049399294,-85.434161109
16710,411248,BL1068254,Building Permit,BUILDING,Issued,BRYCE BIERY CONSTRUCTION w,Single Family,Miscellaneous,R5,1248,106.08,100000,2009   KENILWORTH PL,LOUISVILLE,KY,40205-0000,1224092,268347,8,HIGHLANDS DOUGLASS,2018-07-18 15:11:20,38.2278957112,-85.6993493054
16711,411249,BL1072045,Building Permit,BUILDING,Issued,AML INC,Commercial,Renovation - Alter - Repair,EZ1,3522,493.08,520000,907 E LIBERTY ST,LOUISVILLE,KY,40204-0000,1213727,276681,4,PHOENIX HILL,2018-09-25 12:42:27,38.2503245408,-85.7358947684
16712,411250,BL1069495,Building Permit,BUILDING,Issued,CBC CONSTRUCTION,Multi Family,New,R6,31125,2645.62,487000,5504   EIGHT BELLS LN,LOUISVILLE,KY,40258-0000,1177854,231313,14,,2019-01-18 11:42:08,38.1241061424,-85.8580356942
16713,411253,BL1065564,Building Permit,BUILDING,Issued,NTS DEVELOPMENT COMPANY,Multi Family,New,C1,0,5518.76,2974881,7737   UPTON OXMOOR LN,LOUISVILLE,KY,40222-0000,1248332,273338,18,REMAINDER OF CITY,2018-10-08 15:59:35,38.2426164389,-85.6152329592
16714,411256,BL1071335,Building Permit,BUILDING,Issued,HOWELLCO GARAGE BUILDERS,Single Family,New,R5,768,92.16,10000,1020   ARDMORE DR,LOUISVILLE,KY,40217-0000,1215364,264504,10,AUDUBON,2018-08-15 09:51:08,38.2169630639,-85.7295139955
16715,411257,BL1072438,Building Permit,BUILDING,Issued,KELLEY CONSTRUCTION INC,Commercial,Renovation - Alter - Repair,C1,3153,441.42,3153,4415   CANE RUN RD,LOUISVILLE,KY,40216-0000,1183882,257967,1,,2018-12-07 13:13:40,38.1975749968,-85.8386824297
16716,411258,BL1066157,Building Permit,BUILDING,Issued,PRIORITY HOMES INC,Single Family,New,R5A,1018,1086.53,80000,8128   ARBOR MEADOW WAY,LOUISVILLE,KY,40228-0000,1246123,229159,23,,2018-07-16 15:44:46,38.1212231754,-85.6206345234
16717,411259,BL1069631,Building Permit,BUILDING,Issued,ALLSTATE GARAGE BUILDERS,Single Family,Miscellaneous,R5,624,75,10000,4816   RED FERN RD,LOUISVILLE,KY,40219-0000,1231995,248352,2,,2018-07-31 12:03:21,38.1733338371,-85.6707673775
16718,411260,BL1072601,Building Permit,BUILDING,Issued,xSELECT HOMES LLC,Single Family,New,R4,2022,1171.87,158000,11924   WASHINGTON GREEN RD,LOUISVILLE,KY,40229-0000,1239627,217433,23,,2018-09-05 14:24:43,38.0887591745,-85.6425961012
16719,411261,BL1066253,Building Permit,BUILDING,Issued,LEHMANN HOMES,Single Family,New,R4,2748,1233.58,350000,17911   MEREMONT HEIGHTS WAY,LOUISVILLE,KY,40245-0000,1304802,276837,19,,2018-07-03 08:42:13,38.2543568559,-85.418782737
16720,411262,BL1072542,Building Permit,BUILDING,Issued,"PULTE HOMES,LLC",Single Family,New,R4,3069,1260.86,264340,9803   CREEK VIEW ESTATES DR,LOUISVILLE,KY,40291-0000,1250608,226406,22,,2018-09-05 11:20:00,38.113846381,-85.6049053655
16721,410835,BL1088402,Building Permit,BUILDING,Issued,TODD STENGEL CONSTRUCTION INC,Single Family,Renovation - Alter - Repair,R4,192,75,75000,4042   ORMOND RD,ST MATTHEWS,KY,40207-0000,1236820,281244,9,,2019-02-01 12:41:10,38.2638483977,-85.6557315515
16722,412414,BL1017784,Building Permit,BUILDING,Issued,WITTEN HOMES INC,Single Family,Foundation,R4,0,50,10000,507   STURBRIDGE PL,LOUISVILLE,KY,40245-0000,1305932,271539,19,,2017-03-23 09:59:31,38.2398489837,-85.4146146359
16723,412418,BL1023501,Building Permit,BUILDING,Issued,HOWELLCO GARAGE BUILDERS,"Misc (Tent, Foundation, Etc)",Foundation,R4,0,50,10000,8312   ENDE LN,LOUISVILLE,KY,40219-0000,1227466,232387,24,,2017-05-17 09:49:58,38.1293058941,-85.6856541794
16724,412422,BL1022453,Building Permit,BUILDING,Issued,ABEL CONSTRUCTION COMPANY INC,Commercial,Renovation - Alter - Repair,EZ1,499,64.87,63500,1860   OUTER LOOP,LOUISVILLE,KY,40219-0000,1212970,231497,13,,2017-05-10 12:53:40,38.1262309119,-85.7359921059
16725,412423,BL1022455,Building Permit,BUILDING,Issued,TUFF SHED INC,"Misc (Tent, Foundation, Etc)",New,R4,440,50,10000,10503   NANKA RD,LOUISVILLE,KY,40272-0000,1184674,223008,25,,2017-05-30 14:15:46,38.1016282115,-85.8338351922
16726,412424,BL1022646,Building Permit,BUILDING,Issued,CORBETT CONSTRUCTION CO INC,Commercial,Renovation - Alter - Repair,OR3,3397,441.61,37000,100   MALLARD CREEK RD,ST MATTHEWS,KY,40207-0000,1243943,272315,26,,2017-05-09 13:04:11,38.2396279505,-85.6304597321
16727,412426,BL1023109,Building Permit,BUILDING,Issued,ELITE HOMES INC,Single Family,New,PD,2451,183.82,120308,4216   CALGARY WAY,LOUISVILLE,KY,40241-0000,1257261,294493,17,,2017-05-22 15:25:52,38.3010612381,-85.5852144813
16728,412427,BL1018965,Building Permit,BUILDING,Issued,SCOTT LUND CONSTRUCTION INC,Single Family,Addition,R5B,286,50,40000,1839   ROANOKE AVE,LOUISVILLE,KY,40205-0000,1222607,267507,8,DEER PARK,2017-04-05 14:32:19,38.2255250688,-85.704471997
16729,412432,BL1017959,Building Permit,BUILDING,Issued,SEVILLE HOMES INC,Single Family,Renovation - Alter - Repair,R4,826,61.95,25000,10335   VENADO DR,LOUISVILLE,KY,40291-0000,1261686,239569,22,,2017-03-24 15:06:24,38.1504298587,-85.5670597257
16730,412435,BL1025324,Building Permit,BUILDING,Issued,XPERT DESIGN AND CONSTRUCTION,Multi Family,Foundation,R6,0,100,15000,3018   JEFFERSON GREEN DR,LOUISVILLE,KY,40219-0000,1228748,238009,24,,2018-07-03 12:47:30,38.1447970141,-85.6815016768
16731,412436,BL1019000,Building Permit,BUILDING,Issued,BROWNFIELD REMODELING,Single Family,Addition,R5B,320,50,20000,1286   WILLOW AVE,LOUISVILLE,KY,40204-0000,1220424,272069,8,CHEROKEE TRIANGLE,2017-04-05 15:49:02,38.2379558873,-85.7123222643
16732,412441,BL1025385,Building Permit,BUILDING,Issued,HARRIS CONSTRUCTION SERV LLC,Single Family,Addition,R4,288,50,27000,6918   SAMUEL LONG WAY,LOUISVILLE,KY,40229-0000,1237947,218013,23,,2017-06-06 15:15:51,38.0902817995,-85.6484631819
16733,412442,BL1022315,Building Permit,BUILDING,Issued,CUSTOM POOL CONTRACTORS INC,Single Family,Pool,R5,576,63.36,62777,480   LIGHTFOOT RD,LOUISVILLE,KY,40207-0000,1230685,282661,9,BROWNSBORO ZORN,2017-05-05 11:11:18,38.2674799528,-85.6771728967
16734,412444,BL1024596,Building Permit,BUILDING,Issued,MASTERCRAFT HOMES,Commercial,New,PVD,477,52.47,80000,6300   MOONSEED ST,LOUISVILLE,KY,40059-0000,1262739,305367,16,,2017-05-25 14:29:24,38.3311345283,-85.5666691168
16735,412446,BL1024530,Building Permit,BUILDING,Issued,MASTERCRAFT HOMES,Single Family,New,PVD,2817,211.28,225000,6410   MISTFLOWER CIR,LOUISVILLE,KY,40059-0000,1263727,305773,16,,2017-05-25 14:31:14,38.3322880141,-85.563245374
16736,412447,BL1022581,Building Permit,BUILDING,Issued,HOME MAKEOVER,Single Family,Addition,R6,96,50,5000,816   GOULLON CT,LOUISVILLE,KY,40204-0000,1214144,272807,4,PARISTOWN POINTE,2017-05-09 09:50:19,38.239706353,-85.7342254918
16737,412452,BL1019972,Building Permit,BUILDING,Issued,DESIGN INNOVATIONS INC,Single Family,Addition,R4,1170,87.75,200000,11201   BODLEY DR,LOUISVILLE,KY,40223-0000,1269619,289456,17,,2017-04-14 14:00:13,38.2877150284,-85.5419090849
16738,412459,BL1018687,Building Permit,BUILDING,Issued,ALL AMERICA POOL CO PAT OBRYAN,Single Family,Pool,R4,648,71.28,33000,11203   LOCHINVAR CT,DOUGLASS HILLS,KY,40243-0000,1268000,271834,19,,2017-05-08 15:22:49,38.2392672893,-85.546684843
16739,412462,BL1024532,Building Permit,BUILDING,Issued,MASTERCRAFT HOMES,Single Family,New,PVD,2817,211.28,225000,6416   MISTFLOWER CIR,LOUISVILLE,KY,40059-0000,1263814,305800,16,,2017-05-25 14:30:45,38.3323655537,-85.5629434505
16740,412465,BL1019086,Building Permit,BUILDING,Issued,ALLSTATE GARAGE BUILDERS,"Misc (Tent, Foundation, Etc)",Miscellaneous,R4,576,63.36,10000,8704   COTTINGHAM WAY,LOUISVILLE,KY,40258-0000,1173438,232796,14,,2017-04-06 10:24:22,38.1279651686,-85.8734750104
16741,412473,BL1020351,Building Permit,BUILDING,Issued,LANCASTER BUILT HOMES,Commercial,Renovation - Alter - Repair,PVD,2230,289.9,90000,10501   MEETING ST,LOUISVILLE,KY,40059-0000,1263192,302138,16,,2017-04-21 15:21:23,38.3222864293,-85.5649293736
16742,412474,BL1020445,Building Permit,BUILDING,Issued,BLAY CONSTRUCTION,Single Family,Addition,R4,160,50,25000,1012   FULHAM CT,HURSTBOURNE,KY,40222-0000,1255256,269221,18,,2017-04-19 12:58:41,38.2315916433,-85.5909184458
16743,412482,24493,Building Permit,BUILDING,Issued,ELDER CONSTRUCTION,Single Family,Renovation - Alter - Repair,R6,509,30.54,5000,2808   TAYLOR BLVD,LOUISVILLE,KY,40208-0000,1202950,262019,6,TAYLOR BERRY,2004-06-15 13:21:11,38.2095845951,-85.77257364
16744,412615,148139,Building Permit,BUILDING,Issued,RENAISSANCE DEVELOPMENT,Single Family,New,R5A,2724,663.44,100000,10003   VISTA SPRINGS WAY,LOUISVILLE,KY,40291-0000,1261511,219796,20,,2007-02-21 16:12:00,38.0961311742,-85.5666853043
16745,412651,BL1014805,Building Permit,BUILDING,Issued,WELCH BUILDERS INC,Single Family,New,R5A,4080,806,339000,125   PEMBRIDGE CT,LOUISVILLE,KY,40245-0000,1306975,269810,19,,2017-02-24 12:42:53,38.2351376677,-85.4109076118
16746,412652,BL1013172,Building Permit,BUILDING,Issued,PAUL DAVIS SYSTEMS OF LOUISVIL,Single Family,Renovation - Alter - Repair,R4,297,50,17500,3706   SOUTH PARK RD,LOUISVILLE,KY,40219-0000,1224695,227819,24,,2017-02-02 13:05:47,38.1166445472,-85.6950370588
16747,412655,BL1014896,Building Permit,BUILDING,Issued,CHRIS CAREY BUILDERS INC,Single Family,New,PVD,7094,532.05,750000,8911   BERGAMOT DR,LOUISVILLE,KY,40059-0000,1261437,304469,16,,2017-02-21 12:10:06,38.3286176962,-85.5711626567
16748,412658,BL1012524,Building Permit,BUILDING,Issued,STUART BAUER POOLS SPAS INC,Single Family,Pool,R4,709,77.99,10000,18430   BRIDGEMORE LN,LOUISVILLE,KY,40245-0000,1305991,273385,19,,2017-01-26 09:53:33,38.2449197579,-85.4144904884
16749,412663,BL1010451,Building Permit,BUILDING,Issued,CHAMPION WINDOW CO OF LOUIS,Single Family,Renovation - Alter - Repair,R5,192,50,28388,3316   ALLISON WAY,LOUISVILLE,KY,40220-0000,1240554,262533,26,BON AIR,2017-01-03 15:25:15,38.2126294524,-85.6417433051
16750,412664,BL1013294,Building Permit,BUILDING,Issued,THE RAMAGE COMPANY,Single Family,New,PVD,576,63.36,30000,6404   MISTFLOWER CIR,LOUISVILLE,KY,40059-0000,1263641,305748,16,,2017-02-03 11:47:59,38.3322160042,-85.5635439105
16751,412666,BL1009638,Building Permit,BUILDING,Issued,XPERT DESIGN AND CONSTRUCTION,Multi Family,New,R6,32233,10190.29,1100000,6001   BRISTOL BLUFFS CIR,LOUISVILLE,KY,40299-0000,1268675,240645,20,,2017-11-17 10:34:06,38.1536561909,-85.5428107785
16752,412667,BL1009648,Building Permit,BUILDING,Issued,XPERT DESIGN AND CONSTRUCTION,Multi Family,New,R6,32233,10190.29,1100000,6029   BRISTOL BLUFFS CIR,LOUISVILLE,KY,40299-0000,1268569,240151,20,,2017-11-17 10:36:02,38.1522956997,-85.5431552487
16753,412679,BL1012955,Building Permit,BUILDING,Issued,GOODKNIGHT CONSTRUCTION INC,Commercial,Renovation - Alter - Repair,(C3),100,50,20493,300 E MARKET ST,LOUISVILLE,KY,40202-0000,1210369,277992,4,CENTRAL BUSINESS DISTRICT,2017-01-31 12:58:03,38.2537747396,-85.7476607694
16754,412680,BL1015260,Building Permit,BUILDING,Issued,DALE'S POOLS,Single Family,Pool,R4,612,67.32,34500,4700   SADDLE BEND WAY,LOUISVILLE,KY,40299-0000,1273166,248053,20,,2017-02-24 11:09:13,38.1741688567,-85.5275517071
16755,412686,BL1016484,Building Permit,BUILDING,Issued,RELIANCE CONSTRUCTION LLC,Commercial,Renovation - Alter - Repair,M2,7460,1044.4,50000,13005   MIDDLETOWN INDUSTRIAL BLVD,MIDDLETOWN,KY,40223-0000,1277909,276340,19,,2017-04-05 15:14:31,38.2520176001,-85.5124029678
16756,410836,BL1086725,Building Permit,BUILDING,Issued,"PULTE HOMES,LLC",Single Family,New,R4,3053,1075,213767,6901   PENN CREEK CT,LOUISVILLE,KY,40229-0000,1241673,217288,23,,2019-01-31 12:50:04,38.0884457714,-85.6354805037
16757,410837,BL1087968,Building Permit,BUILDING,Issued,ELITE HOMES INC,Single Family,New,R5,3361,75,178400,11304   OASIS CT,DOUGLASS HILLS,KY,40223-0000,1265924,268100,19,,2019-02-04 15:27:35,38.2289342366,-85.5537281073
