EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
94642,2021/12/16 05:00:00+00,1643112,FOOD SERVICE,JOY LUCK ASIAN CUISINE,1285,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,43,Posted:  Permit/Inspection/Hand washing,No,No handwashing signage posted.,605,2548
92904,2022/03/08 05:00:00+00,1656754,FOOD SERVICE,DIXIE CHICKEN,3947,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,74,44,"In-use utensils, properly stored",No,Dispensing food with a bowl or other container without a handle. (sugar) *corrected  In-use food dispensing utensil(s) not properly stored. (scoop handles must not touch the product- flour),605,2549
108201,2021/09/30 04:00:00+00,1626665,FOOD SERVICE,BIG SPRING CONCESSON,5901,DUTCHMANS LN,LOUISVILLE,KY,40205,REGULAR,83,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Wiping cloth being used to line surface. (cutting board)  Equipment is not maintained in good repair. (condensate/ ice machine),605,2550
92904,2022/03/08 05:00:00+00,1656754,FOOD SERVICE,DIXIE CHICKEN,3947,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,74,46,"Single use/single service articles:  properly stored, used",No,Improper display/storage of single service items.  Single service not covered or inverted or upside down to avoid contamination. *corrected,605,2551
34786,2022/08/08 04:00:00+00,1692628,FOOD SERVICE,KINGFISH #2,3021,UPPER RIVER RD,LOUISVILLE,KY,40207,REGULAR,84,56,"Physical facilities installed, maintained and clean",No,Outer openings not protected against entry of pests (Weather stripping at door to seal opening).  Floors not clean.  Walls & Floors in disrepair.  Walls not clean.  ,605,2552
94642,2021/12/16 05:00:00+00,1643112,FOOD SERVICE,JOY LUCK ASIAN CUISINE,1285,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,41,Wiping cloths:  properly used and stored,No,Wiping cloth underneath cutting board.  Wiping cloths being airdried.,605,2553
95306,2022/04/15 04:00:00+00,1665567,SELF-CONTAINED MOBILE FOOD UNITS,TAQUERIA CABRERA,0,MOBILE UNIT,LOUISVILLE,KY,40202,REGULAR,82,41,Wiping cloths:  properly used and stored,No,Wiping cloths not stored in sanitizing solution between uses.,605,2554
73595,2022/08/12 04:00:00+00,1693953,FOOD SERVICE,COMFORT SUITES,6535,PARAMOUNT PARK DR,LOUISVILLE,KY,40213,REGULAR,94,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above.  - Cooked sausage holding at 117 degrees F,605,2555
115558,2022/06/28 04:00:00+00,1682930,FOOD SERVICE,SENOR PUPUSAS,8118,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,44,"In-use utensils, properly stored",No,Scoop with handle not provided.,605,2556
111257,2022/01/21 05:00:00+00,1647828,FOOD SERVICE,PIZZA HUT #036971,214,AMY AVE,LOUISVILLE,KY,40212,REGULAR,90,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not marked to indicate the date or day by which the food shall be consumed, sold or discarded. The day of preparation shall be counted as day 1 or the day the original container was opened shall be counted as day 1. ",605,2557
94642,2021/12/16 05:00:00+00,1643112,FOOD SERVICE,JOY LUCK ASIAN CUISINE,1285,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,37,Thermometers provided and accurate,No,Thermometer sensor not located in the warmest part of the refrigerator or coolest part of hot storage unit.  Thermometer not easily visible in cold or hot holding unit.  Thermometer not easily readable.  ,605,2558
84615,2022/08/17 04:00:00+00,1694966,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE SMILES LEARNING ACADEMY,1367,S 28TH ST,LOUISVILLE,KY,40211,REGULAR,92,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Expired Grade A dairy. (Milk cartons dated 08/14/22, and milk cartons without dates) *discarded",605,2559
108201,2021/09/30 04:00:00+00,1626665,FOOD SERVICE,BIG SPRING CONCESSON,5901,DUTCHMANS LN,LOUISVILLE,KY,40205,REGULAR,83,37,Thermometers provided and accurate,No,Thermometer not easily readable.  Thermometer sensor not located in the warmest part of the refrigerator or coolest part of hot storage unit.,605,2560
92904,2022/03/08 05:00:00+00,1656754,FOOD SERVICE,DIXIE CHICKEN,3947,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,74,47,GLOVES USED PROPERLY,Yes,Hands not washed when changing gloves.,605,2561
115558,2022/06/28 04:00:00+00,1682930,FOOD SERVICE,SENOR PUPUSAS,8118,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above. (Cooked beef holding at 95 degrees F.),605,2562
111257,2022/01/21 05:00:00+00,1647828,FOOD SERVICE,PIZZA HUT #036971,214,AMY AVE,LOUISVILLE,KY,40212,REGULAR,90,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of personal items at the food prep area. ,605,2563
94642,2021/12/16 05:00:00+00,1643112,FOOD SERVICE,JOY LUCK ASIAN CUISINE,1285,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,38,"Food properly labeled; original container",No,All foods not labelled with standard identity.,605,2564
84615,2022/08/17 04:00:00+00,1694966,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LITTLE SMILES LEARNING ACADEMY,1367,S 28TH ST,LOUISVILLE,KY,40211,REGULAR,92,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Poisonous and toxic materials not labeled. *discarded  ,605,2565
108201,2021/09/30 04:00:00+00,1626665,FOOD SERVICE,BIG SPRING CONCESSON,5901,DUTCHMANS LN,LOUISVILLE,KY,40205,REGULAR,83,56,"Physical facilities installed, maintained and clean",No,Employee clothing/possessions not stored properly.,605,2566
115558,2022/06/28 04:00:00+00,1682930,FOOD SERVICE,SENOR PUPUSAS,8118,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product. (Raw eggs improperly stored.),605,2567
111257,2022/01/21 05:00:00+00,1647828,FOOD SERVICE,PIZZA HUT #036971,214,AMY AVE,LOUISVILLE,KY,40212,REGULAR,90,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired diced tomatoes (exp 01/08)- Discarded.,605,2568
94642,2021/12/16 05:00:00+00,1643112,FOOD SERVICE,JOY LUCK ASIAN CUISINE,1285,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,56,"Physical facilities installed, maintained and clean",No,Ceiling unclean.,605,2569
92904,2022/03/08 05:00:00+00,1656754,FOOD SERVICE,DIXIE CHICKEN,3947,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,74,49,"Ware washing facilities:  installed, maintained, used, test strips",No,Ware washing facilities being used for food prep is unclean.,605,2570
112777,2022/09/07 04:00:00+00,1699698,FOOD SERVICE,LOUVINO,1606,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Items holding between 45-50 degrees). ,605,2571
96328,2022/01/31 05:00:00+00,1649576,FOOD SERVICE,EL NOPAL,10626,DIXIE HWY,LOUISVILLE,KY,40272,REGULAR,91,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,dishwasher not sanitizing properly,605,2572
92904,2022/03/08 05:00:00+00,1656754,FOOD SERVICE,DIXIE CHICKEN,3947,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,74,51,"Hot and cold water available; adequate pressure; plumbing maintained",No,Plumbing not maintained in good repair. (Front handsink drains slowly),605,2573
112777,2022/09/07 04:00:00+00,1699698,FOOD SERVICE,LOUVINO,1606,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,90,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemicals not properly labeled (Corrected). ,605,2574
94642,2021/12/16 05:00:00+00,1643112,FOOD SERVICE,JOY LUCK ASIAN CUISINE,1285,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Foil being used to line surface.  Food/nonfood-contact surface is not cleaned of condesate.,605,2575
42788,2022/03/07 05:00:00+00,1656277,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,OUR ANGELS CHILDCARE CENTER,4141,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,95,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (Reach-in cooler) All TCS products were discarded. ,605,2576
100654,2021/12/14 05:00:00+00,1642313,FOOD SERVICE,DUNKIN DONUTS #354642,9913,BROWNSBORO RD,LOUISVILLE,KY,40241,REGULAR,90,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Expired Grade A dairy (Chocolate milk expired 12/1, 12/5, 12/7, 12/13)",605,2577
115558,2022/06/28 04:00:00+00,1682930,FOOD SERVICE,SENOR PUPUSAS,8118,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. (Not washing hands after handling raw meat.),605,2578
92904,2022/03/08 05:00:00+00,1656754,FOOD SERVICE,DIXIE CHICKEN,3947,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,74,54,"Toilet facilities:  properly constructed, supplied, cleaned",No,Restroom lacks self-closing door.,605,2579
112777,2022/09/07 04:00:00+00,1699698,FOOD SERVICE,LOUVINO,1606,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,90,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,2580
46878,2021/12/16 05:00:00+00,1643113,FOOD SERVICE,RAMSI'S,1293,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,17,Food stored covered,No,Food stored uncovered.,605,2581
67024,2022/02/07 05:00:00+00,1650811,FOOD SERVICE,RESIDENCE INN BY MARRIOTT,120,N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,92,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Dishwasher is not properly sanitizing.,605,2582
100654,2021/12/14 05:00:00+00,1642313,FOOD SERVICE,DUNKIN DONUTS #354642,9913,BROWNSBORO RD,LOUISVILLE,KY,40241,REGULAR,90,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,2583
115558,2022/06/28 04:00:00+00,1682930,FOOD SERVICE,SENOR PUPUSAS,8118,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,56,"Physical facilities installed, maintained and clean",No,Outer openings not protected against entry of pests. (back door)  Employee personal items improperly stored. (purse),605,2584
35052,2022/09/12 04:00:00+00,1700713,FOOD SERVICE,BUCK'S,425,W ORMSBY AVE,LOUISVILLE,KY,40203,REGULAR,93,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,Presence of insects. Roach.,605,2585
34210,2021/11/24 05:00:00+00,1638263,FOOD SERVICE,TWIG AND LEAF,2122,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,86,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Expired Grade A dairy. (expired 11/14 and 11/18)  Unwholesome spoiled fruits, vegetables or other foods.",605,2586
46878,2021/12/16 05:00:00+00,1643113,FOOD SERVICE,RAMSI'S,1293,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (Raw fish, raw shrimp, raw squid, and cooked bananas above 41F, approx. 60F in cooler)",605,2587
92904,2022/03/08 05:00:00+00,1656754,FOOD SERVICE,DIXIE CHICKEN,3947,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,74,57,Adequate ventilation and lighting,No,"Unclean air ducts and filters. (big fan in the back, covered in dust)  Ventilation hood system covered in grease drippings. (owner stated company cleans in twice a month, will be coming soon to clean it)",605,2588
67024,2022/02/07 05:00:00+00,1650811,FOOD SERVICE,RESIDENCE INN BY MARRIOTT,120,N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,92,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage backup at three compartment sink.  Waste leak at three compartment sink.  Waste leak at hand sink in kitchen.  Orders issued to repair.  ,605,2589
115558,2022/06/28 04:00:00+00,1682930,FOOD SERVICE,SENOR PUPUSAS,8118,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Equipment is not maintained in good repair or does not allow for proper adjustment. (spoon broken),605,2590
92904,2022/03/08 05:00:00+00,1656754,FOOD SERVICE,DIXIE CHICKEN,3947,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,74,56,"Physical facilities installed, maintained and clean",No,"Outer openings not protected against entry of pests.  Floors and walls are not hard, smooth, easily cleanable, non-absorbant.",605,2591
34210,2021/11/24 05:00:00+00,1638263,FOOD SERVICE,TWIG AND LEAF,2122,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,86,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (food left out of fridgeration- Tater tots ~56F, raw eggs, batter containing TCS foods also left out temped above 41F)",605,2592
101126,2022/06/09 04:00:00+00,1678482,FOOD SERVICE,SUE'S TOUCH OF COUNTRY,2605,ROCKFORD LN,LOUISVILLE,KY,40216,REGULAR,86,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - Reach-in units by the grill area holding at 46-47 degrees F  - Whipped spread holding at 67 degrees F ,605,2593
71713,2022/08/04 04:00:00+00,1691738,FOOD SERVICE,PAPA MURPHY'S,5016,MUD LN,LOUISVILLE,KY,40229,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (Cooler holding pizza toppings at 70 degrees F.)(Separate cooler holding ham and sausage at 47 degrees F.),605,2594
46878,2021/12/16 05:00:00+00,1643113,FOOD SERVICE,RAMSI'S,1293,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above.  TCS foods on steam table not held at 135 degrees F or higher ,605,2595
97664,2022/09/09 04:00:00+00,1700359,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,SMILING FACES CHILD DEVELOPMENT CENTER,3719,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,90,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waster water not disposed of in an approved manner. (must dump mop water in mop sink),605,2596
114126,2021/12/22 05:00:00+00,1643980,FOOD SERVICE,HISSHO SUSHI AT MEIJER #166,9500,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,94,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (Shrimp, cream cheese, crab, salmon, and tuna holding at 60 degrees F) (corrected)",605,2597
34210,2021/11/24 05:00:00+00,1638263,FOOD SERVICE,TWIG AND LEAF,2122,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,86,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.  All foods if not used within 24hrs are required to be date marked.",605,2598
101126,2022/06/09 04:00:00+00,1678482,FOOD SERVICE,SUE'S TOUCH OF COUNTRY,2605,ROCKFORD LN,LOUISVILLE,KY,40216,REGULAR,86,23,PROPER COOLING TIME AND TEMPERATURE,Yes,"TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below.  - Roasted meat holding at 49 degrees F, cooked on 06/08  - Mac, spaghetti holding at 47 degrees F   - Cooked sausage holding at 46 degrees F ",605,2599
71713,2022/08/04 04:00:00+00,1691738,FOOD SERVICE,PAPA MURPHY'S,5016,MUD LN,LOUISVILLE,KY,40229,REGULAR,93,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks. (Personal drink improperly stored on food preparation table.),605,2600
97664,2022/09/09 04:00:00+00,1700359,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,SMILING FACES CHILD DEVELOPMENT CENTER,3719,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,90,52,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES",Yes,Critical plumbing leak. (hand sink in childcare area)  Missing green sticker on water heater.,605,2601
114126,2021/12/22 05:00:00+00,1643980,FOOD SERVICE,HISSHO SUSHI AT MEIJER #166,9500,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,94,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items improperly stored.  (chemical bottle stored next to single service items) (corrected)  Toxic items not labeled. (chemical bottle),605,2602
46878,2021/12/16 05:00:00+00,1643113,FOOD SERVICE,RAMSI'S,1293,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.  Potentially hazardous food prepared on site, Ready-to- Eat, and intended to be held more than 24 hours not date marked (exceptions- Reduced Oxygen Packaging).",605,2603
101126,2022/06/09 04:00:00+00,1678482,FOOD SERVICE,SUE'S TOUCH OF COUNTRY,2605,ROCKFORD LN,LOUISVILLE,KY,40216,REGULAR,86,25,PROPER DATE MARKING AND DISPOSITION,Yes,TCS products intended to be held more than 24 hours not date marked. ,605,2604
71713,2022/08/04 04:00:00+00,1691738,FOOD SERVICE,PAPA MURPHY'S,5016,MUD LN,LOUISVILLE,KY,40229,REGULAR,93,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items improperly stored.,605,2605
34396,2022/04/01 04:00:00+00,1662487,FOOD SERVICE,HUNTING CREEK COUNTRY CLUB,6807,FOXCROFT RD,PROSPECT,KY,40059,REGULAR,88,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of personal drinks.  Drinks without lids and straw. ,605,2606
46878,2021/12/16 05:00:00+00,1643113,FOOD SERVICE,RAMSI'S,1293,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemicals not all labelled.,605,2607
101126,2022/06/09 04:00:00+00,1678482,FOOD SERVICE,SUE'S TOUCH OF COUNTRY,2605,ROCKFORD LN,LOUISVILLE,KY,40216,REGULAR,86,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The concentration of the chlroine sanitizer solution at 10 ppm at dishwasher.  Mixing soap with bleach in the first compartment sink. ,605,2608
63221,2022/06/01 04:00:00+00,1676095,FOOD SERVICE,DAYS INN,4051,CANE RUN RD,LOUISVILLE,KY,40216,REGULAR,94,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below.  - butter, yogurt and milk holding at 45-49 degrees F (Discarded). ",605,2609
99021,2022/05/24 04:00:00+00,1674479,FOOD SERVICE,SAM'S FAST FOOD,2101,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,83,10,Adequate hand washing facilities supplied and accessible,No,Hand washing sink is not accessible.  Hand sink used for purposes other than hand washing.,605,2610
91685,2022/04/21 04:00:00+00,1666784,FOOD SERVICE,HEART SONG,9260,STONESTREET RD,LOUISVILLE,KY,40272,REGULAR,95,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,dishwasher not sanitizing / 3 compartment sink not set up to sanitize   approved kitchen sanitizer needed for spray sanitizing,605,2611
34396,2022/04/01 04:00:00+00,1662487,FOOD SERVICE,HUNTING CREEK COUNTRY CLUB,6807,FOXCROFT RD,PROSPECT,KY,40059,REGULAR,88,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized. (Quaternary dispenser at three-compartment sink not working)  Wiping cloths in buckets with no sanitizer. (Corrected)  The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,2612
46878,2021/12/16 05:00:00+00,1643113,FOOD SERVICE,RAMSI'S,1293,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,37,Thermometers provided and accurate,No,Lack of accurate thermometers in all refrigeration/freezer units storing TCS food.  Thermometer sensor not located in the warmest part of the refrigerator or coolest part of hot storage unit.  Thermometer not easily visible in cold or hot holding unit.  Thermometer not easily readable.  ,605,2613
81107,2022/05/26 04:00:00+00,1675038,FOOD SERVICE,BOMBAY GRILL,216,N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,80,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task.,605,2614
99021,2022/05/24 04:00:00+00,1674479,FOOD SERVICE,SAM'S FAST FOOD,2101,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,83,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (internal temperature of TCS foods 44-46F) (cooked chicken wings left out at room temperature),605,2615
67845,2022/09/01 04:00:00+00,1698750,FOOD SERVICE,CALIFORNIA PIZZA KITCHEN,7900,SHELBYVILLE RD,LOUISVILLE,KY,40222,REGULAR,91,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,2616
81107,2022/05/26 04:00:00+00,1675038,FOOD SERVICE,BOMBAY GRILL,216,N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,80,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,Bare hand contact with ready to eat foods.,605,2617
98334,2022/01/18 05:00:00+00,1646970,FOOD SERVICE,LE MOO,2300,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,85,14,"REQUIRED RECORDS, SHELLSTOCK TAGS, PARASITE DESTRUCTION",Yes,Molluscan shellfish missing tags/records indicating where they were harvested and by whom (discarded). ,605,2618
46878,2021/12/16 05:00:00+00,1643113,FOOD SERVICE,RAMSI'S,1293,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.  Chemical sanitizing solution containers placed on floor.,605,2619
34396,2022/04/01 04:00:00+00,1662487,FOOD SERVICE,HUNTING CREEK COUNTRY CLUB,6807,FOXCROFT RD,PROSPECT,KY,40059,REGULAR,88,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired Grade A dairy. (Two gallons of whole milk with expiration date of 3/30 and whole box of whipped heavy cream with expiration date of 3/30) (Both pulled from walk-in refrigerator) ,605,2620
98334,2022/01/18 05:00:00+00,1646970,FOOD SERVICE,LE MOO,2300,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,85,23,PROPER COOLING TIME AND TEMPERATURE,Yes,"TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below (Ground beef cooked at 8 AM, holding at 50 degrees at 2:30 PM). ",605,2621
67845,2022/09/01 04:00:00+00,1698750,FOOD SERVICE,CALIFORNIA PIZZA KITCHEN,7900,SHELBYVILLE RD,LOUISVILLE,KY,40222,REGULAR,91,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized.  The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,2622
99021,2022/05/24 04:00:00+00,1674479,FOOD SERVICE,SAM'S FAST FOOD,2101,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,83,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not date marked properly. (several food items dated with tomorrow's date, as the date of production/cooked)",605,2623
46878,2021/12/16 05:00:00+00,1643113,FOOD SERVICE,RAMSI'S,1293,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,82,43,Posted:  Permit/Inspection/Hand washing,No,Handwash signage not posted at all handsinks.  Permit not posted in a visible area for customers.,605,2624
81107,2022/05/26 04:00:00+00,1675038,FOOD SERVICE,BOMBAY GRILL,216,N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,80,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product.,605,2625
34396,2022/04/01 04:00:00+00,1662487,FOOD SERVICE,HUNTING CREEK COUNTRY CLUB,6807,FOXCROFT RD,PROSPECT,KY,40059,REGULAR,88,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Leak at waste pipe. (Hand sink by server station in pizza area) (Cardboard container used to catch waste water),605,2626
98334,2022/01/18 05:00:00+00,1646970,FOOD SERVICE,LE MOO,2300,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,85,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner.,605,2627
80096,2022/09/01 04:00:00+00,1698751,FOOD SERVICE,BJ'S RESTAURANT & BREWHOUSE,7900,SHELBYVILLE RD,LOUISVILLE,KY,40222,REGULAR,95,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,2628
99021,2022/05/24 04:00:00+00,1674479,FOOD SERVICE,SAM'S FAST FOOD,2101,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,83,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,"Chemicals not used properly. (sanitizer too strong, sanitizer mixed with soap)",605,2629
99021,2022/05/24 04:00:00+00,1674479,FOOD SERVICE,SAM'S FAST FOOD,2101,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,83,37,Thermometers provided and accurate,No,"Lack of (accurate) thermometers in all refrigeration/freezer units storing TCS food.  Thermometers not placed in the warmest spot of the TCS cold holding unit, by the door.  Thermometers not easily visible.",605,2630
99021,2022/05/24 04:00:00+00,1674479,FOOD SERVICE,SAM'S FAST FOOD,2101,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,83,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,2631
99021,2022/05/24 04:00:00+00,1674479,FOOD SERVICE,SAM'S FAST FOOD,2101,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,83,47,GLOVES USED PROPERLY,Yes,Gloves not used properly.  Hands not washed when changing/applying gloves.,605,2632
99021,2022/05/24 04:00:00+00,1674479,FOOD SERVICE,SAM'S FAST FOOD,2101,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,83,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,"Equipment is not maintained in good repair or does not allow for proper adjustment.  Food/nonfood-contact surface is not durable, corrosion resistant and nonabsorbent.  Food/nonfood-contact surface is not free of sharp internal angles, unnecessary ledges, projections and crevices.  Food/nonfood-contact surface is not designed and constructed to allow easy cleaning and/or facilitate maintenance.",605,2633
99021,2022/05/24 04:00:00+00,1674479,FOOD SERVICE,SAM'S FAST FOOD,2101,W BROADWAY,LOUISVILLE,KY,40211,REGULAR,83,55,"Garbage/refuse properly disposed; facilities maintained",No,Garbage/refuse containers not covered as required.,605,2634
