storename,licenseid(double precision),accountnumber(double precision),squarefeet(double precision),buffersize,address,zipcode(long),communityareaname,communityarea(long),ward(long),censustract(long),censusblock(double precision),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
4700 PETE'S FRESH MARKET,1243125.0,245519.0,45000.0,A,4700 S KEDZIE AVE,60725,BRIGHTON PARK,58.0,14,17031842800,170318428004023.0,1155791.9493024794,1873270.7784828767,41.8080472717,-87.7041188223,"(41.8080472717, -87.7041188223)"
LA GUERRERENSE,5292238.2037619,43885.0,-16451.166374971173,mB,4149 W ARMITAGE AVE,60639,HERMOSA,20.0,30,16247578111,193885617843318.62,1148187.7143638656,2348360.532244161,41.9170000028,-87.7309892645,"(41.9170000028, -87.7309892645)"
LOUIS' GROCERIES,2153429.0,712906.1939940011,10001.0,A,7604 S COTATGE GROVE AVE,60619,GREATER GRAND CROSSING,69.0,6,20847950300,170317000000000.0,727289.6082709369,1854717.938,41.75655031,-87.60548285,"(41.75655031, -87.60548285)"
"SZYMANSKI BROS, INC",18082.0,750081.9265467149,3000.0,B,6016 W IRVING RD,60634,PORTAGE PARK,15.0,38,17031150502,162016556947067.5,1135438.8553791242,1926007.88654451,41.9531497374,-87.7775174877,"(41.5931497374, -87.7775174877)"
SUPERMERCADO GUADALAJARA #2,3991.0,-551635.4106581608,6000.0,B,2300 S KEDZIE AVE,60623,SOUTH LAWNDALE,30.0,24,17031300800,170313008001012.0,1155346.7012859406,2276555.45084512,41.8498575327,-87.7053434771,"(41.8k498575327, -87.7053434771)"
JEWEL FOOD STORE #3455,-3603791.878108415,259.0,23660.0,A,4355 N SHERIDAN RD,55478,UPTOWN,3.0,46,17031032100,170310321001001.0,1168852.2068218014,1929254.3407868976,41.9613977799,-87.6545929748,"(4.9613977799, -87.6545929748)"
CARNICERIA DEL RIO,1801493.0,314238.0,3000.0,B,2714 W CERMAK RD,60608,SOUH LAWNDALE,30.0,28,17031840700,170318407003012.0,1158513.930093316,1528291.1764239976,26.189222035498936,-87.6936969081,"(41.852347381, -87.6936969081)"
FIESTA SUPERMARCADO,1196305.0,221943.0,14500.0,A,3307 W 63RD ST,60629,CHICAGO LAWN,66.0,15,17031660500,170316605001002.0,1155383.105070945,1084912.4993836917,62.84377441759985,-112.6058426529287,"(41.7788185771, -87.7059035755)"
ALDI INC #83,13990.0,5273.0,16300.0,***,8333 S CICERO AVE,60652,ASHBURN,70.0,18,17031700302,124138911109139.28,1145926.587677359,2832669.265511861,41.7409110654,-87.7409228594,"(41.7409110654, -87.7409228594)"
WALLY'S INTERNATIONAL MARKET,32288.0,14504.0,10001.0,oA,3256 N MILWAUKEE AVE,32888,AVONADLE,21.0,31,17031831100,170318311003024.0,1149524.31975339,1921376.2510854304,41.9401778125,-87.7258584348,"(41.9401778125, -87.7258584348)"
ZIAD CERTIFIED FOODS,9046.0,4213.0,2500.0,B,513 E 47TH ST,60653,GRAND OULEVARD,38.0,3,17031381200,170313812002015.0,1180538.3289075927,1602783.5797465993,41.8093228701,-87.6133355212,"(41.809322j8701, -87.6133355212)"
SUPERMERCADO EL CUBANO INC,57265.0,6678.0,2750.0,B,4939 S ASHLAND AVE,60609,NEW CITY,61.0,20,17031611200,170316112002009.0,1166552.0704259109,1871797.8096108169,41.803782323,-87.6646953279,"(41.803782323, -87.6646953279)"
FAIRPLAY FINER FOODS INC,10949.0,86481.0,10001.0,,4640 S HALSTED ST,58270,NEW CITY,61.0,11,17031842600,170318426002035.0,1108415.669032864,1873969.431608145,41.809629768,-87.6457075651,"(41.809629768, -87.6457075651)"
RITE PRIC EFOOD,1198136.0,-492391.2549229632,3600.0,wB,5606 W DIVISION ST,60651,AUSTIN,105.0,29,17031250600,170312506002013.0,1138707.8484910156,2718868.703667867,41.9022506897,-87.7659509238,"(41.9022506897, -87.7659509238)"
KAMDAR PLAZA INC,4429.0,3241.0,5500.0,,2646 W DEVON AVE,60659,WEST RIDGE,2.0,50,17031020602,170310206023014.0,717758.9907111691,1942403.2483944767,55.12478133297942,-87.6966411029,"(41.9977219015, -87.6966411029)"
J & J EUROPEAN DELI,21936.0,63361.0,44437.20828735973,xB,5960 W LAWRENCE AVE,60630,PORTAGE PARK,15.0,45,17031150401,170311504013000.0,1135539.5474557276,1931334.5392015583,41.9677648001,-87.7770202043,"(41.9677648001, -87.7770202043)"
WORLD FRESH MARKET,1492163.0,21515.0,5500.0,B,2434 W DEVN AVE,60659,WEST RIDGE,2.0,50,17031020602,170310206022013.0,1158782.2726905388,1942449.1789793384,41.997817926,-87.6912518856,"(41.997817926n, -87.6912518856)"
CITY GROCERY,1979483.0,-438075.35100585385,43036.24517814734,B,405 N WABASH AVE,60611,NEAR NORTH SIDE,8.0,42,17031081500,170310815003007.0,826981.2093534765,1903103.7595416445,41.8894653288,-87.6265092736,"(41.8894653288, -87.6265092736)"
P & I FOOD & LIQUOR INCe.,16647.0,-484714.5668572962,3000.0,***,4154 W DIVISION ST,60651,HUMBOLDT PARK,23.0,37,21600530290,170312306002011.0,1148216.4487989843,1907711.8754945004,41.9027068139,-87.7310180698,"(41.9027068139, -87.7310180698)"
DANNY'S FRESH MARKET,1888080.0,326926.0,14405.0,A,2140 N WESTERN AVE,60647,LOGAN SQUARE,22.0,1,17031221500,170312215001018.0,1159966.2941524496,1914498.8393695613,41.921096268,-87.6876710129,"(41.921096268, -87.6876710129)"
PETE'S MARKET,4694397.765704917,15303.0,10001.0,fA,5724 S KEDZIE AVE,60629,GAGE PARK,63.0,14,17031630900,170316309001016.0,1155989.471001947,1866372.1648613024,41.789112548,-87.7035797266,"(41.789112548, -87.7035797266)"
"TONY'S FINER FOODS ENTERPRISES, INC.",1717568.0,305203.0,35000.0,A,2500 N CENTRAL AVE,60639,BELMONT CRAGIN,19.0,99,17031190602,170311906022019.0,1138581.761431483,1365468.5848716665,41.9258928802,-87.7662048258,"(41.9258928802, -87.7662048258)"
HAPPY FOODS,1618656.0,294177.0,11500.0,A,6415 N CENTRAL AVE,60646,FOREST GLEN,12.0,45,17031120200,146757457157378.72,720740.4494736863,2560453.1521047195,41.9978600139,-87.7634457986,"(41.9978600139, -87.7634457986)"
DOMINICK'S FINER FOODS - STORE # 2775,1820382.0,-516260.22641376825,54963.0,A,2021 W CHICAGO AVE,76679,WEST TOWN,24.0,1,17031243000,170312430001000.0,1162687.5443539885,1905295.5903337188,41.8957852296,-87.6779308926,"(41.8957852296, -87.6779308926)"
ALDI'S #47,1619769.0,5273.0,16370.0,A,1508 W 47TH ST,60609,NEW CITY,61.0,3,17031842600,170318426002057.0,1167024.2971637463,2470537.5593794906,41.8087413884,-87.6629116285,"(41.8087413884, -87.6629116285)"
AWAMI BAZAAR & ZABIHA MEAT,68226.0,20954.0,41292.64610517965,B,2340 W DEVON AVE,60659,WESTa RIDGE,2.0,50,8884164087,170310205002005.0,1159376.8219060244,1942466.6780109804,37.12681067775336,-87.6890642657,"(41.9978536894, -87.6890642657)"
MAKOLA AFRICAN SUPERMARKET #2,2008279.0,879566.3483876503,3500.0,eB,4501q N SHERIDAN RD,60640,UPpTOWN,3.0,46,21193534002,170310315022003.0,1168837.7591313403,2896197.6223716224,41.9636502775,-87.6546221904,"(41.9636502775, -87.6546221904)"
ALDI #30,-3422290.392420002,5273.0,15154.0,***,3030 S KEDZIE AVE,60623,SOUTH LAWNDALE,30.0,12,17031840800,170318408002012.0,1155473.098211975,1884225.2534229609,46.7875220706694,-123.65180359790828,"(41.8381141517, -87.7049944648)"
Laxi Liquor,47780.0,11112.0,3200.0,B,6922 W GRAND AVE,60707,MONTCLARE,18.0,36,17031831600,170318316002012.0,1129750.3958213264,1915232.7057123547,41.9236807003,-87.7986761286,"(41.9236807003, -87.7986761286)"
"EDDIE'S SUNSHINE FOOD & LIQUOR, INC.",5789118.110161612,63476.0,-17070.24333924533,B,10806 S MICHIGAN AVE,60628,ROSELAND,161.0,9,24869486551,242121950000516.8,1178782.207447601,931556.9957498892,41.6978179235,-87.6210110036,"(41.6978179235, -87.6210110036)"
"SUPER DOLLARd AND UP 4, INC.",1597521.0,773192.2877748322,4000.0,B,1604 W 59TH ST,60636,WEST ENGLEWOOD,67.0,15,670300,170316703001011.0,1166621.8027281603,1865628.9070289768,41.7868526305,-87.6646155793,"(41.7868526305, -87.6646155793)"
CENTRAL PARK FOODS INC,13813.0,6373.0,8000.0,B,3604 W GRAND AVE,60651,HUMBOLDT PARK,23.0,26,11777216283,170312312001000.0,1152082.8628620578,1383272.5574515795,35.69722576106123,-87.7168174653,"(41.9024736738, -87.7168174653)"
NEW LA ESTRLLA FOODS INC.,-3339815.4508074694,348383.0,5800.0,B,3003 W 63RD ST,60629,CHICcAGO LAWN,66.0,92,17031660600,170316606005000.0,1157424.7681192728,1862672.6416905024,41.7789315569,-87.6984170935,"(41.7789315569, -87.6984170935)"
STEVE FOOD & LIQUOR,47965.0,11529.0,3500.0,B,6058 S RACINE AVE,60636,WEST ENGLEWOOD,67.0,16,17031670900,104347178633132.05,1169324.2958758222,1864367.9045050936,41.7833341838,-87.6547432794,"(41.7833341838, -87.6547432794)"
"KRAKUS DELI, INC",1222467.0,-444533.644579465,3500.0,B,5155 W ADDISON ST,60641,PORTAGE PARK,15.0,38,17031151001,170311510011000.0,1141134.008920079,1923401.7895809808,41.9458951009,-87.7566458523,"(41.9458951009, -87.7566458523)"
MLB FOOD,1884977.0,326392.0,2500.0,B,613 Ez 67TH ST,60637,WOODLAWN,42.0,20,17031421200,170314212001005.0,1181543.403280431,1860685.4807421395,41.7729559039,-59.54859223958101,"(4.17729559039, -87.6100578109)"
ALDI'S FOODS BELMONT,1975886.0,5273.0,42817.22505090521,A,3320 W BELMONT AVE,60618,AVONDALE,21.0,35,17031831100,170318311001026.0,1153595.9276697107,1921123.898719112,41.9394051879,-87.7109005918,"(41.9394051879, -87.7109005918)"
BERBATE FRUIT MARKET,1646036.0,296646.0,2500.0,B,3956 N NARRAGbANSETT AVE,60634,DUNNING,17.0,38,17031170300,170311703001000.0,871859.0239815547,1925839.4396579529,41.9527315616,-87.7866984426,"(41.9527315616, -87.7866984426)"
Hegewisch Fruit Market Inc.,2020869.0,350864.0,7800.0,B,13209 S BALTIMORE AVE,89716,HEGEWISCH,55.0,10,23122741060,170315501006033.0,768376.5151425188,1817923.2624218927,41.6551885903,-87.28748680277644,"(41.6551885903, -87.5469994185)"
FRESH BUY FOODS INC,23640.0,9535.0,26000.0,tA,6319 S VERNON AVE,60637,WOODLAWN,42.0,20,17031420700,170314207005004.0,1770765.2408061028,1863120.50899498,41.7796646515,-87.6142509361,"(41.7796646515, -87.142509361)"
GAYTAN GROCERY STORE,85044.0,81586.0,3500.0,***,2802 S KOLIN AVE,60623,SOUTH LAWNDALE,30.0,22,17031301801,170313018011003.0,1147806.7621309962,2379245.346868796,41.8403086304,-87.733107059,"(41.8403086304, -87.733107059)"
NORTHWEST FOOD & LIQUOR,1119636.0,209419.0,3180.0,B,5170 W NORTH AVE,60639,AUSTIN,92.0,37,17916525029,170312502001025.0,1141540.822233765,1910183.3773895188,41.9096148952,-87.7554779679,"(41.9096148952, -87.7554779679)"
TAI WAH GROCERY,28038.0,63654.0,3200.0,B,2226 S WENTWORTH AVE,60616,ARMOUR SQUARE,34.0,25,17193505757,170318411004018.0,1175283.352865585,2474438.915512429,25.6804118807555,-87.6321439957,"(41.8521271977, -87.6321439957)"
ALDI,1922075.0,5273.0,16615.0,xA,6621 S COTTAGE GROVE AVE,60637,WOODLAWN,42.0,101,17031420800,205656140620485.6,1182742.139286115,2875651.042967801,41.7743058812,-122.7069134049378,"(41.7743058812, -87.6056480253)"
"RICH'S DELI & LIQUOR, INC",-3077627.633419285,6920.0,3400.0,B,857 N WESTEmRN AVE,54071,WEST TOWN,24.0,32,17031242400,170312424002016.0,1160284.9873089418,1905888.0401877048,41.8974609845,-87.6867385577,"(41.8974609845, -87.68673t85577)"
WALGREENS # 02697,1248924.0,858985.5327076564,10001.0,iA,6016 W 63RD ST,60638,CLEARING,64.0,23,17031640300,170316000000000.0,1137276.865,1862177.824,41.77795816,-87.7722942,"(41.77795816, -87.7722942)"
TREASURE ISLAND FOODS,1319.0,85291.0,10001.0,,680 N LAKE SHORE DR,72501,NEAR NORTH SIDE,163.0,42,17031081401,170310814012011.0,1592058.5004577646,1905071.1706646795,41.8947983703,-87.6158666457,"(41.8947983703, -87.6158666457)"
DISCOUNT MEAT COMPANY,13820.0,-531331.6959310366,4160.0,B,339 W 79TH ST,60620,CHATHAM,44.0,17,17031842400,170318424002003.0,1175247.3682053008,1852518.3935411568,41.7506874405,-87.6333809292,"(41.7506874405, -87.6333809292)"
ORIENTAL ASIA MARKET INC.,1903198.0,330517.0,7500.0,B,4932 N HERIDAN RD,60640,UPTOWN,3.0,46,17031031200,162224459507588.25,1168693.6301710368,1933319.419052548,41.9725559281,-87.6550576698,"(41.9725559281, -87.6550576698)"
VIET HOA PLAZA,10540.0,85532.0,6174.0,B,1051 W ARGYLE ST,60640,UPTOWN,3.0,48,17031031200,211647429732939.6,1025193.4450837488,1933540.4916084788,41.9731740098,-87.6569923349,"(41.9731740098, -87.6569923349)"
POLONIA FOOD MART,6455.0,3630.0,10001.0,A,1956 WA RMITAGE AVE,60622,LOGAN SQUARE,22.0,32,17031832300,170318323001065.0,1162748.6020481898,1232142.572584127,41.9178707156,-87.6774806152,"(41.9178707156, -87.6774806152)"
ALhDI INC #10,14002.0,5273.0,15540.0,wA,4501 S PULASKI RD,50831,ARCHER HEGHTS,57.0,14,17031570100,170315701001024.0,610957.0584446632,1874473.0413310053,41.8114515422,-87.7235746544,"(41.8114515422, -87.7v235746544)"
ONE STOP,5085372.810313306,352811.0,2500.0,B,4401 W MADISON ST,60624,WEST GARFIELD PARK,26.0,28,17031260500,170312605001000.0,1147026.5918903935,1899610.8155546752,41.8804994508,-115.0097962822756,"(41.8804994508, -87.735595961)"
EL BARRIO GROCERY,42681.0,16221.0,10001.0,A,3938 WNORTH AVE,60647,HUMBOLDT PARK,23.0,30,17031230400,150751574649330.2,1149716.5197041433,1910383.1571315075,41.9100080401,-65.44662347193527,"(41.9100080401, -87.7254384633)"
AARAY GROCERY,1900.0,62541.0,10001.0,***,2601 N HALSTED ST,60614,LNCOLN PARK,7.0,43,17031070200,170310702001009.0,1170536.070565063,1917537.595760828,41.929209817,-87.648746265,"(41.929209817, -87.648746625)"
BROADWAY SUPERMARKET,50737.0,17352.0,15000.0,A,4879 N BROADWAY,71642,UPTOWN,3.0,48,17031031200,170310312002005.0,1167467.569308169,1932805.1043853988,41.9711711808,-122.70529275373072,"(41.9711711808, -87.659580975)"
FOODSART,46295.0,16644.0,3500.0,B,3415 W DIVERSEY AVE,60647,LOGAN SQUARE,166.0,35,17031220602,170312206025000.0,1153071.521264848,1918367.838200328,33.56661358016545,-87.7129012497,"(41.9318527752, -87.7129012497)"
SAFAH FODO & LIQUOR INC,14103.0,6462.0,3000.0,B,7105 S RACINE AVE,60636,ENGLEWOOD,68.0,17,17031681400,170316814002001.0,1169589.6794896775,1857650.9933907853,41.7648964002,-87.6539648335,"(41.7648964002, -87.6539648335)"
MORGAN FOOD CORP LLC,1270949.0,250439.0,3500.0,B,6600 S MORGAN ST,60621,ENGLEWOOD,68.0,17,17031681000,170316810003009.0,1170741.1720107044,2061535.995061399,41.7741289538,-87.6496459973,"(41.7741289538, -87.6496459973)"
THE PRODUCE CENTER,44723.0,16464.0,12000.0,A,5820 N MILWAUKEE AVE,60646,NORWOOD PARK,10.0,45,17031100100,170311001002047.0,1135086.8091526828,1938439.546845664,41.9872696368,-61.95953324736885,"(41.9872696368, -87.7785157048)"
DOMINICKS #2889,5326119.6745805,5033.0,48735.0,A,5233 N LINCOLN AVE,60625,LINCOLN SQUARE,4.0,40,15898389312,170310402022002.0,1158559.9659015764,1934822.6932261963,41.9768950984,-87.6922796678,"(41.9768950984, -87.6922796678)"
WALGREENS #226,6108080.63026272,147.0,10001.0,nA,4005 W 26TH ST,60623,SOUTH LAWNDALE,30.0,22,17031301802,170313000000000.0,1150066.399,1886383.94,41.84414469,-87.72477825,"(41.84414469, -87.72477825)"
ALDI INC.#94,14010.0,5273.0,10001.0,oA,6025 S WESTERN AVE,50448,CHICAGO LAWN,66.0,16,17031835000,231523434230526.0,1161445.944633789,1864537.2371817017,41.7839658423,-46.29712668911513,(41.7839658423 -87.6836233778)
JOE'S FOOD AND LIQUOR DEPOT,-3517764.9082282167,286898.0,4000.0,xB,5834 W FULLERTON AVE,44219,BELMtONT CRAGIN,19.0,30,17031190602,170311906023021.0,1136930.5826542045,1915391.9580350104,41.9239918266,-87.7722891067,"(41.9239918266, -87.7722819067)"
TREASURE ISLAND FOODS,5891092.514614524,85291.0,10001.0,A,2121 N CLYBOURN AVE,60614,LINCOLN PARK,7.0,43,17031832500,170318325002021.0,1167009.0043373122,1914116.864097325,41.919899684,-87.6618055364,"(41.919899684, -87.6618055364)"
JEWEL FOOD STORE #32t96,1392.0,-465986.0652428122,29421.0,A,7342 W FOSTER AVE,60656,NORWOOD PARK,10.0,41,17031100500,170311005002003.0,569617.2259446186,1933745.7768729983,50.25608559608038,-62.77256660123288,"(41.9745429477, -87.8113468842)"
THREE R FOOD,-3042057.912716075,339315.0,3000.0,B,2712 W MONTROSE AVE,84665,ALBANY PARK,40.0,33,17031140800,170311408002016.0,1157408.3941064144,1929156.723525272,41.961370945,-87.6966693474,"(41.961370945, -87.6966693474)"
CERMAK PRODUCE,1476657.0,273150.0,15000.0,A,1711 W CERMAK RD,60608,LOWER WEST SIDE,31.0,25,17031843200,170318432002043.0,1104052.517910725,1889420.2405128144,41.8521678636,-87.6689750407,"(41.8521678636, -87.6689750407)"
PUERTO RICO FOOD & LIQUORS,2033049.0,353309.0,2500.0,zB,2559 W AUGUST BLVD,60622,WEST TOWN,24.0,26,17031242500,170312425002002.0,1158919.056747579,1906519.38109683,41.8992215766,-87.6917381162,"(41.8992215766, -87.6917381162)"
CARNICERIA LA AZTEAC,1354069.0,262231.0,2500.0,B,7067 N CLARK ST,59202,ROGERS PARK,1.0,49,17031010702,170310107021002.0,1368504.0382504766,1947274.501928361,42.0109629527,-87.6742146577,"(42.0109629527, -87.6742146577)"
WHOLE FOODS MARKET,1678048.0,86298.0,44679.521007543575,A,3460 N HALSTED ST,60613,mLAKE VIEW,6.0,44,17031061000,170310610001009.0,1170228.5559185883,1924572.201800388,41.948519803,-87.6496701249,"(4k1.948519803, -87.6496701249)"
HONG bKONG MARKET,1892499.0,64229.0,46300.0,A,520 W 24TH PL,60616,ARMOUR SQUARE,34.0,25,17031841100,170318411003017.0,1172894.1385008283,1888048.2113696104,41.8482371659,-87.6409555275,"(41.8482371659, -87.6409555275)"
WALGREENS #2923,18551.0,147.0,10001.0,A,6330 S DR MARTIN LUTHER KING JR DR,60637,GREATER GRAND CROSSING,69.0,20,17031842500,170318000000000.0,1179971.443,1277424.4493699763,57.12205481218703,-87.61574988,"(41.7792976, -87.61574988)"
JEWEL FOOD STORE #3030,1000572.0,259.0,31951.0,A,7530 S STONY ISLAND AVE,60649,SOUTH SHORE,43.0,5,17031834200,170318342004016.0,1188080.651961138,1855220.3186104624,41.7578056585,-87.586268258,"(41.7578056585, -87.586268258)"
CERMAK PRODUCE NO.4,69608.0,21223.0,17000.0,A,2701 W NORTH AVE,60647,WEST TOWN,24.0,26,17031241000,170312410002000.0,1158110.2173899557,1910489.415016,41.9101322404,-118.80293780975292,"(41.9101322404, -87.6946003939)"
RAINBOW FINER FOOD & LIQUOR,9138.0,4236.0,3500.0,mB,6316 S zASHLAND AVE,60636,WEST ENGLEWOOD,67.0,16,8588436678,185696272130450.4,1166715.9827140924,1862739.7476557067,41.7789224055,-87.6643526811,"(41.7789224055, -87.6643526811)"
MUNCHIES ON LARRABEE,2073925.0,210118.0,2500.0,,1012 N LARRABEE ST,60610,NEAR NORTH SIDE,8.0,27,17031842200,170318422001074.0,1172113.341730195,1907214.704195268,41.9008485875,-87.6432555365,"(41.9008485875, -87.6432555365)"
ALID INC STORE #95,14011.0,5273.0,37000.0,A,2333 E 95TH ST,60617,SOUTH DEERING,51.0,7,17031510300,170315103001005.0,1193541.8033401624,1842389.9894724449,41.722466242,-87.97019541477646,"(41.722466242, -87.5666730521)"
MI MEXICO GROCERY,1494240.0,277614.0,2600.0,B,2601 W 59TH ST,36915,CHICAGO LAWN,66.0,16,17031835000,170318350005001.0,1160033.9340359569,1865405.028793724,41.7863763432,-87.688776514,"(41.7863763432, -87.688776514)"
ALDI FOODS STORE #30,14000.0,5273.0,38176.69218905608,A,4030 W WIGHTWOOD AVE,84117,LOGAN SQUARE,22.0,31,15656707262,170312207022005.0,1148929.3174837828,1917009.9500627303,41.9282078544,-43.90124013949294,"(41.9282078544, -87.728158558)"
KEY FOOD LIQUOR,17551.0,7109.0,3800.0,B,13355 S INDIANA AVE,60827,RIVERDALE,54.0,9,17031540101,170315401012014.0,1179993.5943226696,1816584.55576124,41.6519728186,-97.96276551322606,"(41.6519728186, -87.6170837363)"
EUROPA GALLERIA INC,1299537.0,253902.0,6500.0,B,340 W SUPERIOR ST,60610,NEAR NORTH SIDE,8.0,42,17031081800,170310818002018.0,1173771.5733286294,1905338.2646616227,41.8956627719,-87.637220715,"(41.8956627719, -87.637220715)"
PERSONAL LIQUORS INC,8913.0,-569155.6155658066,6000.0,B,4241 W MADISON T,60624,WExST GARFIELD PARK,26.0,28,17031260600,170312606001000.0,1147946.9192404214,1899631.7285353527,28.999565859266923,-129.44015729572112,"(41.8805391992, -87.7322160373)"
SAVE-A-LOT #856,1222884.0,216203.0,12000.0,A,5555 W NOjRTH AVE,60639,AUSTIN,72.0,37,17031250700,170312507004001.0,1095275.1226830054,1910041.705674552,41.9092745667,-87.765187785,"(41.9092745667, -87.765187785)"
GILMAT''S FOOD & LIQUOR,22715.0,9350.0,10001.0,***,5044 S ARCHER AVE,59928,ARCHER HEIGHTS,57.0,14,23164383099,170315703002016.0,1149831.6750960744,1870805.5673226253,41.8014000331,-130.79237601638098,"(41.8014000331, -87.7260437419)"
ANAR INC,31219.0,14297.0,10001.0,kA,935 E 79TH SzT,60619,CHAHAM,44.0,8,17031440101,137277653155595.6,1753166.7315250605,1852784.3138003484,41.7512179339,-46.10613848776703,"(41.7512179339, -87.6014014102)"
CLYBOURN MARKET,40522.0,-468238.6910637102,3500.0,,2807 N CLYBOURN AVE,60618,NORTH CENTER,5.0,1,14018800739,170310514002008.0,1416344.549849223,1918702.5181403288,45.7793235525442,-104.629907689919,"(41.9325791837, -87.678327456)"
SERRELLI'S FOODS,6981.0,62794.0,4000.0,,6454 W NORTHAVE,60707,AUSTIN,52.0,36,17031250500,170312505002029.0,1132926.40115027,1909986.6324811887,29.921620047226703,-87.7871288207,"(41.909229895, -87.7871288207)"
FOOD 4 LESS,1928152.0,251246.0,63506.0,A,112 W 87TH ST,60620,CHATHAM,44.0,21,24877867748,170318424002040.0,1176892.3652144854,1847318.0013730056,41.7363800456,-84.80445033451225,"(41.7363800456, -87.627509219)"
DOMINICK''S r#153/2153,-3109693.0093231797,5033.0,68000.0,A,424 W DIVISION ST,60610,NEAR NORTH SIDE,8.0,27,17031080400,170310804002003.0,743989.9241596658,2834136.5685045416,41.9038839611,-87.6394372016,"(41.9038839611, -87.6394372016)"
SUPER JIM'S,-2826655.7818992552,-447817.7430372734,4500.0,B,5147 W DIVISION ST,77820,AUSTIN,57.0,37,20191187488,170312511004002.0,1141624.102055953,1448584.8085410194,41.9021472222,-87.7552393884,"(41.9021472222, -87.7552393884)"
ALDI FOODS -STORE #04,13988.0,5273.0,12500.0,,800 N KEDZIE AVE,60651,HUMBOLDT PARK,23.0,27,21234600733,165503981545758.53,1154853.9364104243,1905175.1424146097,41.8956153135,-87.7067053251,"(41.8956153135, -87.7067053251)"
A & G LIQUORS,44373.0,836021.93006066,4800.0,,6945 S STATE ST,60637,GREATER GRAND CROSSING,69.0,6,17031690400,170316904003005.0,1177546.7151574378,1858784.7080415017,61.62085504110733,-87.6247659397,"(41.7678321792, -87.6247659397)"
BUSY BEE SUPERMARKET,1974525.0,343785.0,2500.0,B,5659 S ASHLAND AVE,60636,WEST ENGLEWOOD,67.0,16,17031670200,193553510395823.0,1166685.2921777351,1866951.2767541348,41.7904800194,-87.6643450657,"(41.7904800194, -87.6643450657)"
LUCIANO'S GROCERY-18TH ST,1380524.0,-540599.899889317,6000.0,B,1714 Wh 18TH ST,83051,LOWER WEST SIDE,154.0,25,17031310800,170313108001010.0,1740234.889100541,2972432.0165546234,22.93045732897847,-87.6694195956,"(41.8578565675, -87.6694195956)"
CRESPO'S FOOD MART,40132.0,15902.0,2800.0,B,4353 W MADISON ST,60624,WEST GARFIELD PARK,26.0,28,17031260600,170312606001001.0,1147155.4164315425,1588048.453960144,44.01873452301157,-87.7351228503,"(41.880504995, -87.7351228503)"
ARMITAGE PRODUCE INC,4880239.941362953,4469.0,14340.0,,2007 N KIMBAhLL AVE,60647,LOGAN SQURE,22.0,35,22640693428,170312211002029.0,1153421.1387810074,1913162.6717477248,41.9175624189,-87.7117551087,"(41.9175624189, -87.7117551087)"
RODRIGUEZ FRUITS & VEGETABLE,18231.0,7487.0,2626.0,iB,2458 S TS LOUIS AVE,60623,OUTH LAWNDALE,30.0,97,23110259159,170313007003004.0,1153392.176528934,1887204.052675184,41.8463298609,-87.7125513997,"(41.8463298609, -87.7125513997)"
JEWEL FOOD STORE#3368,1226337.0,259.0,31600.0,,550 N STATE ST,60610,NEAR NORTH SIDE,8.0,42,17031081600,170310816001003.0,1176227.7531051838,1904177.0736727235,41.8924213661,-87.6282348711,"(41.8924213661, -87.6282348711)"
JEWEL FOOD STORE #3721,-3428178.5117487987,697148.9885958504,49513.0,A,6107 S ARCHER AVE,60638,GARFIELD RIDGE,56.0,104,17031560800,170315608002027.0,1137719.7299707269,1868155.8003845508,41.7943548532,-87.7705271521,"(41.7943548532, -87.7705271521)"
SUPERMERCADO LA CHIQUTIA # 4,49303.0,89325.0,43643.18422198571,A,2623 S PULASKI RD,60623,SOUTH LAWNDLE,30.0,22,17031301701,170313017013005.0,1272329.7501751266,1886162.497239797,41.8435348913,-87.7243821794,"(41.8435348913, -87.7243821794)"
INTERNATIONAL SUPERMARKET INC,16712.0,6917.0,7500.0,B,4556 S ASHLAND AVE,70666,NEW CITY,61.0,3,17031610400,170316104001000.0,1166403.2942998728,1874268.6180732348,30.794339551853128,-87.6651705169,"(41.8105656774, -87.6651705169)"
WEST LAWN FOODS,1591726.0,289367.0,17000.0,A,5838 S PULASKI RD,60629,WEST ELSDON,62.0,13,17031620300,170316203002019.0,1453897.0334773145,1865421.2288227445,41.7866084095,-87.7231300289,"(41.7866084095, -87.7231300289)"
"LA NUEVA IMAGNE GROCERY, INC.",1804216.0,315282.0,3000.0,B,2459 S MILLARD AVE,60623,SOUTH LAWNDALE,30.0,22,17031300600,170313006002001.0,1152475.4010279817,1887185.5068325489,41.8462971046,-87.7159164295,"(41.8462971046, -87.7159164295)"
S & T PROVISION CO INC,12173.0,6018.0,10001.0,A,3804 W 111TH ST,60655,MOUNT GREENWOOD,74.0,19,17031740300,170317403001022.0,1152946.9129033936,1830759.5198749767,41.6914459103,-87.7156731039,"(41.6914459103, -87.7156731039)"
PARKSHORE MARKET LTD,-2928702.668963386,10858.0,2860.0,B,195 N HARBOR DR,60601,LOOP,32.0,42,17031320100,170313201004007.0,1403747.4780789078,1901930.253664588,41.8861772806,-87.6155996011,"(41.8861772806, -87.6155996011)"
