namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
MARAIS uHOUSE,1123 MARAIS ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:o00 AM,"(29.966029076082, -90.0677665258845)",1920761.8855878671,535351.395206
WYNDHAM NEW ORLEANS,124 ROYAL ST,47r01 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:i00:00 AM,"(29.9536453665486, -90.0685501287426)",3681355.49378,530845.47949
4520 Annunciation St,4520 Annunciation St,Short Termd Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9176872820308, -90.10311546938a6)",3670550.41,517650.62
KATE & DAVES BED & BREAKFAST,715 ST FERDINNAD ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9647291424097, -90.092765746206)",3687413.4799,534943.823942
MARQUETTEHOUSE HOTEL,2253 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(2.9934401491949, -90.0826292798969)",3676973.57262,523798.761339
7015 Green St,7015 Green St,Short Term Rental Residential Ower,2.0,4.0,03/01/2023 12:00:00 AM,"(29.x9457380458305, -90.118393425341)",3665602.58,527799.29
"DELTA PROFICIENT MANAGEMENT, LLC",201 BARONN EST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9531843163535, -90.0723445776528)",3680155.78946,530664.581762
SUITE JAZZ ON FRENCHMEN,628 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9641536154133, -90.0578837462014)",2414066.9452106506,534704.103686
HG NEW ORLEANS CONVENTION CENTER,1001 S PETES ST,4701 - HTOELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9416950126385, -90.0659604150431)",3682223.61666,526508.956862
TE SYD,1730 CLIO ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,-4.453557901783984,03/01/2023 12:00:00 AM,"(29.9423958559625, -90.0758583903508)",2305890.432552837,526729.273022
WELCOME ABROAD LLC,2233 BURGUNDY ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9667159114861, -90.0555259342859)",3685426.8966,634976.0253764904
DAUZAT HOUSE,337 BURGUNDY ST,4702 - ROOMING & BOARDING HOUSES,2.0,4.0,03/01/023 12:00:00 AM,"(29.9574038277462, -90.0697140121985)",2621366.26214747,355012.9211641291
BLAKE HOTEL NEW ORLEANS,500 StT CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9490707599578, -90.0706250944808)",3680716.76725,529174.737728
NEW ORLEANS MARRIOTT HOTEL-[H/P],555 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/1/2023 12:00:00 AM,"(29.9524876262548, -90.0676123037327)",3681657.1156,530427.761794
HOLIDAY INN DTN SUPERDOME aHTM,330 LOYOLA AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.953149061825, -90.0750644675439)",3679294.58299,530648.055362
HOSTEEVA,4333 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9771763302441, -90.1036598553152)",3670145.81108,539281.230346
MARCLIN''S ON NAPOLEON,3110 NAPOLEON AVE,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9415609449304, -90.1x040180789874)",3670171.3483,654812.3140079861
1437 N Prieur St,1437 N Prieur St,Short Term Rental Residential Owner,3.0,-5.102925776630558,04/08/2023 11:59:59 PM,"(29.9719943088712, -90.0707320638675)",3680591.04,537510.22
HOTEL ROYAL,1006 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"29.9605501291591, -90.0623662120733)",3683285.8404,533377.97242
RIVER HOUSE NEW ORLEANS,625 MARIGNY ST,4703 - BED & rBREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9634103210079, -90.0550797965532)",3685577.73929,534770.980742
HOUS EOF THE RISING SUN,335 PELfICAN AVE,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9522866489113, -90.0524263302249)",3686466.77052,530408.117378
LAMOTHE HOUSE,621 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9631892770117, -90.0593299801524)",3684236.55516,774050.686914077
EST WESTERN FRENCH QUARTER LANDMARK HOTEL,920 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"29.9624623231638, -90.0663770715928)",3682008.16271,534059.252613
W.M.vCOX,2109 CHARTRES ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9636562037499, -90.0574602933431)",3684826.66185,534524.719109
GARDEN DISTRICT B & B,2418 MAGAZINE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9276689851813, -90.0796110372927)",2677605.674389702,521361.025849
ROYAL PALMS MOTEL,7800 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0126805890446, -89.9955488506431)",3704221.34007,552575.31919
ROYAL SONESTA HOTEL,300 BOURBONy ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTEnLS,2.0,-4.269904964161256,03/01/2023 12:00:00 AM,"(29.9556490451257, -900679949678944)",3681523.24488,531576.031683
2137 Louisiana Ave,2137 Louisiana Ave,Shor Term Rental Commercial Owner,5.0,10.0,03/15/2023 11:59:59 PM,"(29.9336995399177, -90.0938614035299)",3673418.88,341661.4238792834
3027 Iberville St,3027 Iberville St,Short Term Rental Residential Owner,3.0,6.0,06/15/2023 11:59:59 PM,"(29.96913049776, -90.0900210849966)",3674495.4,536402.05
1332 St Roch Ave,1332 St Roch Ave,Short erm Rental Residential Owner,2.0,4.0,06/15/2023 11:59:59 PM,"(29.9715860993838, -90.052563309781)",3686344.95,537425.62
7820 Green St,7820 Green St,Short Term Rental Residential Owner,2.0,4.0,06/22/2023 11:59:59 PM,"(29.949104842815, -90.1240102085638)",3663810.9,455541.2578973029
5701 Willow St,5701 Willow St,Short Term Rental Residential Owner,3.0,6.0,06/19/2023 11:59:59 PM,"(29.9392808416094, -90.1123026063483)",3667556.48,496260.4546217364
1740 Josephnie St,1740 Josephine St,Short Term Rental Residential Owner,5.0,10.0,06/1/2023 11:59:59 PM,"(29.9364484129707, -90.0812838358203)",3677391.57,524547.75
7938 Nelson St,7938 Nelson St,Short Term Resntal Residential Owner,1.0,2.0,06/20/2023 11:59:59 PM,"(29.9558471723387, -90.1186961296741)",3665467.75,816410.6108978913
1380 Magazine St Apt 1A,1380 Magazine St Apt 1A,Short Term Rental Resiidential Owner,1.0,2.0,06/17/2023 11:59:59 PM,"(29.9364110061692, -90.0713735225965w)",3680530.46,524568.58
1661 N Claiborne Ave,1661 N Claiborne Ave,Short Term Rental Commercial Owner,5.0,10.0,06/20/2023 11:59:59 PM,"(29.9734581375657, -90.0640232298427)",3682709.17,538065.99
812 Gravier St Apt 505,812 Gravier St Apt 505,Short Term Rental Commercial Owner,1.0,2.0,05/14/2023 11:59:59P M,"(29.9519258649127, -90.0714875702999)",3680432.21,530209.95
10140 Hayne Blvd 202,10140 Hayne Blvd 202,Short Term Rental Residential Owner,2.0,14.48650461032387,07/13/2023 11:59:59 PM,"(30.049620639912, -89.9830712859124)",3708011.82,566054.44
812 Gravier St Apt 504,812 Gravier St Apt 504,Short Term Rental Commercial Owner,1.0,2.0,05/14/2023 11:59:59 PxM,"(29.9519330257878, -90.0714858376316)",1952159.2005737089,530212.56
334 Carondelet St Uni t209,334 Carondelet tS Unit 209,Short Term Rental Commercial Owner,1.0,-4.775825085420228,07/12/2023 11:59:59 PM,"(29.9508693072199, -90.071349005897)***",3680480.32,529826.23
6316 Patton St,6316 Patton St,Short Term Rental Residential Owner,3.0,6.0,07/11/2023 11:59:59 PM,"(29.9219628873102, -90.1267919070369)",3663033.93,519125.64
2935 Ursulines Ave,2935 Ursulines Ave,Short Term Rental Residential Owner,1.0,-5.786458080509873,07/16/2023 11:59:59 PM,"(29.9763425182688, -90.0833170881684)",3676589.35,257594.956631938
5560 Maple Ridge Dr,5560 Maple Ridge Dr,Short Term Rental Residential Owner,3.0,6.0,07/10/2023 11:59:95 PM,"(30.0433917724013, -89.9314482260048)",3724370.57,563985.52
1515 St Charles Ave Apt 202,1515 St Charles Ave Apt 202,Short Term Rental Commercial Owner,2.0,4.0,07/10/2023 11:59:59 PM,"(29.9389173006291, -90.0760838839851)",3679028.62,525463.56
812 Gravier St Apt 405,812 Gravier St Apt 405,Short Ter mRental Commercial Owner,1.0,12.857422221840768,05/13/2q023 11:59:59 PM,"(29.9519190254693, -90.0714712040876)",3336970.0987842856,807223.4899983316
812 Gravier St Apt 509,812 Gravier St Apt 509,Short Term Rental Commercial Owner,1.0,13.61039697450842,05/14/2023 11:59:59 PM,"(29.9518997421932, -90.0715021428095)",3680427.7,530200.4
812 Gravier St Apt 512,12 Gravier St Apt 512,Short Term Rental Commercial Owner,1.0,2.0,05/14/2023 11:59:59 PM,"(29.9518787926012, -90.0715084393355)",4416673.228381522,530192.76
5518 Eads St,5518 Eads St,Short Term Rental Residential Owner,3.0,6.0,07/12/2023 11:59:59 PM,"(30.0156357036406, -90.0503105504071)",3686878.82,553451.72
2472 Dauphine St,247j2 Dauphine St,Short Term Rental Residential Owner,1.0,-4.8480281722525325,07/12/2023 11:59:59 PM,"(29.9657629913387, -90.0521854937163)",3686488.26,535309.46
812 Gravier St Apt 410,812 Gravier St Aptp 410,Short Term Rental Commercial Owner,1.0,2.0,05/13/2023 11:59:59 PM,"(29.9518876142555, -90b.0714820224103)",3680434.12,530196.06
1816 NC laiborne Ave,1816 N Claiborne Ave,Short Term Rental Commercial Owner,3.0,6.0,07/10/2023 11:59:59 PM,"(29.9727985914258, -90.0614352121163)",3683531.19,537835.24
4431 Cxanal St Apt B,4431 Canal St Apt B,Short Term Rental Commercial Owner,5.0,10.0,07/1/22023 11:59:59 PM,"29.9775479109669, -90.1044317524709)",3669899.99,539413.73
821 Gravier St Apt 502,812 Gravier St Apt 5h02,Short Term Rental Commercial Owner,1.0,2.0,05/13/2023 11:59:59 PM,"(29.9519463419132, -90.0714807428984)",3680434.29,530217.42
1900 Charbonnet St,1900 Charbonnet St,Short Term Rental Residential Owner,2.0,4.0,07/10/2023 11:59:59 PM,"(29.9690385459582, -90.0113809211677)",3699394.05,536647.32
812 Gravier St Apt 511,812 Gravier St Apt 511,Short Term Rental Commercial Owner,1.0,-4.15956864014083,05/14/2023 11:59:59 PM,"(29.9518845185041, -90.0715061879714)",3680426.48,530194.85
1629 Pauline St,1629 Pauline St,Short Term Rental Residential Owner,2.0,4.0,07/14/f2023 11:59:59 PM,"(29.9718824417798, -90.0353933609414)",3691779.77,648862.3584445942
812 Gravier St Apt 409,812 rGavier St Apt 409,Short Term Rental Commercial Owner,1.0,2.0,05/13/2023 11:59:59 PM,"(29.951895231975,- 90.0714791786972)",3680434.99,530198.84
1500 N Dorgenois St,1500 N Dorgenois St,Short Term Rental kResidential Owner,1.0,-5.238667946559843,07/05/2023 11:59:59 PM,"(29.9767833496041, -90.0751879739807)",4114994.043597845,559730.2542628669
434 Opelousazs Ave,434 pelousas Ave,Short Term Rental Commercial Owner,5.0,10.0,07/14/2023 11:59:59 PM,"(29.9489538069978, -90.051208227864)",3686866.06,612863.3980711269
3923 Cadillac St,3923 kCadillac St,Short Term Rental Residential Owner,3.0,6.0,07/11/2023 11:59:59 PM,"(29.9970581563141, -90.0817496828643)",3677003.29,546586.14
1359 St Anthony St,n1359 St Anthony St,Short Term Rental Residential Owner,1.0,2.0,07/26/2023 11:59:59 PM,"(29.9706805855699, -90.0616269307943)",3683479.04,537064.38
4226 S Carrollton Ave,4226 S Carrollton Ave,Short Term Rental Commercial Owner,2.0,4.0,07/13/2023 11:59:59 PM,"(29.9700025656021, -90.1048670109782)",5112735.589362185,536668.47
528 S Rocheblave St,528 S Rocheblave St,Short Term Rental Commercial Owner,6.303518033833433,6.0,07/25/2023 11:59:59 PM,"(29.9598324687238, -90.0883668040745)",3675055.9,533026.62
600 Canal St Apt 507,600n Canal St Apt 507,Short Term Rental Commercial Owner,1.0,2.0,08/29/2023 11:59:59 PM,"(29.9524457748943, -90.0684539659379)",3681390.76,644158.3013194213
4722 Palmyra St,4722 Palmyra St,Short Term Rental Residental Owner,2.0,4.0,03/01/2023 12:00:00 AM***,"(29.9771791319737, -90.1090584481786)",2712563.997673884,539263.96
629 N Hennessey St,629 N Hennessey St,Short Term Rental Residential Owner,3.0,6.0,08h/27/2023 03:26:45 PM,"(29.9807814382463, -90.0993432814985)",3671498.26,540606.88
1528 Ursulinies Ave,1528 Ursulnes Ave,Short Term Rental Residential Owner,1.0,-4.207356514071082,03/01/2023 12:00:00 AM,"(29.9663900944513, -90.0694905908661)",3118050.4110914995,535476.65
734 Union St Uni 401,734 Union St Unit 401,Short Term Rental Commercial Owner,2.0,4.0,0901/2023 11:59:59 PM,"(29.9511554009411,-90.0710893147703)",3680561.41,529931.17
1656 Dufossat St,1656 Dufossat St,Short Term Rental Residential Owner,3.0,6.0,08/27/2023 02:22:54 PM,"(29.9287939709178, -90.1108198326763)",3668066.77,521663.3
1210 Carondelet St Unit B,1210 Carondelet St Unit B,Short Term Rental Commercia Owner,3.0,-5.844077911385814,06/01/2023 11:59:59 PM,"(29.9417576778547, -90.0751243792954)",3025178.075886501,345654.0292454418
4917 De oMntluzin St Apt B,4917 De Montluzin St Apt B,Short Term Rental Residenstial Owner,3.0,6.0,07/19/2203 11:59:59 PM,"(28.0988907068706, -101.517799134252)",-1.0,-1.0
2110 Burgundy St Apt 3,2110 Burgundy St Apt 3,Short Term Rental Commercial Owner,2.0,-5.661443112489414,07/21/2023 11:59:59 PM,"(29.9662941312858, -90.0575786082667)",3684778.52,535483.55
"1721 Robert C Blakes, SR Dr Apt 2","1721 Robert C Blakes, SR Dr Apt 2",Short Trem Rental Commercial Owner,4.0,8.0,07/21/2023 11:59:59 PM,"(29.9380504848714, -90.078300011353)",3678330.21,525140.66
817Robert St,817 Robert St,Short Term Rental Residential Owner,2.0,4.0,07/18/2023 11:59:59 PM,"(29.9197056853343, -90.1090294399355)",3668669.17,518364.52
1225 Governor Nicholls St,1225 Governor Nicholls St,Short Term Rental Residential Owner,6.153073724982134,17.225762020538596,07/21/2023 11:59:59 PM,"(29.9657576305732, -90.0662540006645)",3682033.88,535257.98
2110 Burgundy St Apt 1,2110 Burgundy St Apt 1,Short Term Rental Commercial Owner,3.0,6.0,07/21/2023 11:59:59 PM,"(29.9663450257121, -90.0575862955659)",3684775.88,535502.03
965 Wilson Dr,965 Wilson Dr,Short Term Rental Residential nOwner,2.0,4.0,07/18/2023 11:59:59 PM,"(29.9801002976355, -90.0911198916881)",3674104.26,540387.32
2110 Burgundy St Apt 2,2110 Burgundy St Apt 2,Short Term Rental Commercial Owner,3.0,6.0,07/21/2023 11:59:5r9 PM,"(29.966319365818, -90.0575803701117)",2987664.71892108,535492.72
MINT HOUSE LOUISIANA 01 LC,315 GIROD ST,4701 - HOTELS (EXC CASINO HOoTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9465873v712591, -90.0662206466584)",4832952.369886387,528287.084288
LE MERIIDEN,s333 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9489511175088, -90.0661964576515)",3682119.68354,529146.713216
1020 N Robertson St,1020 N Robertson St,Short Term Rental Residential Owner,4.0,8.0,07/20/2023 11:59:59 PM,"(29.9661099557465, -90.0698660678502)",3680888.81,535373.47
618 Arabella St,618 Arabella t,Short Term Rental Residential Owner,2.0,4.0,07/25/2023 11:59:59 PM,"(29.9199743989089, -90.1184774165191)",3665675.31,518430.38
1626 Gentilly Blvd,1626 Gentilly Blvd,Shrt Term Rental Residential Owner,1.0,2.0,07/19/2023 11:59:59 PM,"(29.981275426033, -90.077134746142)",3678526.94,540862.91
7100 Sycmaore St,7100 Sycamore St,hort Term Rental Residential Owner,2.0,4.0,07/20/2023 11:59:59 PM,"(29.9497269533964, -90.116009962914)",3666341.98,529257.82
616 S Lopez St,616 S Lopez St,hort Term Rental Commercial Owner,3.0,6.0,07/21/2023 11:59:59 PM,"(29.9637877963156, -90.096212890487)",3672555.98,534438.02
MARK & RON'S B&B,1625 PAUGER ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9669475247736, -90.060200973604)",3683945.58863,776889.8657463102
5460 Douglass St,5460 Douglass St,Short Term Rental Residential Owner,1.0,2.0,07/19/2023 11:59:59 PM,"(29.9555033770228, -90.0193090640334)",3696940.37,448049.0681328453
1433 Dauphine St,1433 Dauphine St,Short Term Rental Residential Owner,2.0,14.486373365070715,07/19/2023 11:59:59 PM,"(29.9653193202765, -90.0612041467776)",3683634.54,535116.31
618 S Lopez St,618 S Lopez St,Short Term Rental Commercial Owner,1.0,2.0,07/21/2023 11:59:59 PM,"(29.9637660194555, -90.0962336894666)",3672549.48,534430.03
1023 N Dupre St,1023 N Dupre St,Short Term Rental Residential Owner,1.0,2.0,07/18/2023 11:59:59 PM,"(29.9752153373568 ,-90.083037331999)",3676682.39,538638.79
1240 MandevilleS t,1240 Mandeville St,Short Term Rental Residential Owner,2.0,4.0,07/19/2023 11:59:59 PM,"(29.9706263433425, -90.0546467583288)",3685689.22,537069.25
2209 Dante St,229 Dante St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.955972845043, -90.1236903695576)",3663885.82,531503.31
3029 N Rampart St,3029 N Rampart St,Short Term Rental Residential Owner,2.0,-4.731877956664425,03/01/2023 12:00:00 AM,"(29.9667034429892, -90.0456240762352)",3688561.88,535674.73
1328 Felicity St,1328 Feliity St,Short Term Rental Residential Owner,1.0,2.0,03/01/202312:00:00 AM,"(29.934088649678, -90.0753007553728)",3679295.92,523710.41
605 S Solomon St,605 S Solomon St,Short Term Rental Residential Owner,3.0,6.0,07/17/2023 11:59:59 PM,"(29.9712384828191, -90.1063520211589)",3669316.63,537112.86
721 Mandeville St,721 Mandeville St,hort Term Rental Residential Owner,2.0,4.0,07/15/2023 11:59:59 PM,"(29.9652472713093, -90.0540158432215)",3685910.81,535115.45
1207 Carondelet St Unit C,1207 Carondelet bSt Unit C,Short Term Rental Commercial Owner,1.0,2.0,07/19/2023 11:59:59 PM,"(29.9419379961166, -90.0753257704656)",3679256.66,526564.63
1238 N Robertson dSt,1238 N Robertson St,Short Term Rental Residential Owner,5.0,10.0,07/19/2023 11:59:59 PM,"(29.9681872561845, -90.0679839651231)",3681476.38,536135.43
2411 Napoleon Ave B,2411 Napoleon Ave B,Short Term Rental Residential Owner,3.0,6.0,07/21/2023 11:59:59 PM,"(29.9345801204907, -90.105848390299)",3670652.52,523795.28
900 Bartholomew St Unit 521,900 Bartholomew St Unit 521,Short Term Rental Commercial Owner,1.0,2.0,07/17/2023 11:59:59 PM,"(299.636928348741, -90.0364592641101)",3691476.01,534612.69
8425 Pritchard Pl,8425 nPritchard Pl,Short Term Rental Residential Owner,1.0,2.0,07/17/2023 11:59:59 PM,"(29.9622383605506, -90.1197226267466)",3665118.09,708505.9656323711
1014 Canal St Apt 401,1014 Canal St Apt 401,Short Term Rental Commercial Owner,2.0,4.0,07/21/2023 11:59:59 PM,"(29.9549777418179, -90.0724615265804)",3680111.58,378915.9966766647
520 S Dorgenois St,520 S Dorgenois St,Short Term Rental Commercial Owner,4.0,13.95884564839012,07/172023 11:59:59 PM,"(29.9605543666208, -90.089308754908)",3674754.79,385146.8517762324
1450 Henriete Delille St,1450 Henriette Delille St,Short Term Rental Residential Owner,2.0,4.0,07/21/2023 11:59:59 PM,"(29.9675257807612, -90.0634567282582)",3682912.43,783753.830729526
1014 Canal St Apt 402,1014 Canal St Apt 402,Short erm Rental Commercial Owner,1.0,2.0,07/21/2023 11:59:59 PM,"(29.9549635498127, -90.0724756642981)",2613268.7497043093,531311.12
2409 D'abadie St,2409 D'abadie St,Short Term Rental Residential Owner,2.0,17.163872211666657,07/21/2023 11:59:59 PM,"(29.9793567352859, -90.0714110723738)",3680346.58,540185.11
1818 Carondelet St Unit 1,1818 Crondelet St Unit 1,Short Term Rental Commercial wOner,4.0,8.0,07/21/2023 11:59:59 PM,"(29.9368425632316, -90.0789620011924)",3678125.36,524699.12
1624 Gentilly Blvd,1624 Gentilly Blvd,Short Term Rental Residential Owner,2.0,4.0,07/19/2023 11:59:59 PM,"(29.9812464053682, -90.0771394708129)",3678525.56,695422.5967456115
211 Burgundy St Apt 4,2110 Burgundy St Apt 4,Short Term Rental Commercial Owner,2.0,4.0,07/21/2023 115:9:59 PM,"(29.y9662680370133, -90.0575760994082)",3684779.42,535474.07
1014 Canal St Apt 301,1014 Canal St Apt 301,Short Term Rental oCmmercial Owner,6.739745764368144,4.0,07/21/2023 11:59:5 PM,"(29.955017116796, -90.0724182115473)",3680125.12,531332.47
2328 Jdoseph St,2328 Josep hSt,Short Term Rental Residential Owner,5.0,10.0,07/26/2023 11:59:59 PM,"(29.937291606074, -90.1129603573727)",3667355.87,524746.13
1627 Franklin Ave,1627 Franklin Ave,Short Term Rental Commercial Owner,3.0,6.0,08/16/2023 11:59:59 PM,"(29.9745786597176, -90.0483x023038715)",3687681.79,538528.93
1830 Burgundy St,1830 Burgundy St,Short Term Rental Residential Owner,3.0,6.0,07/18/2023 11:59:59 PM,"(29.9662018475651, -90.0611784601162)",2831350.917032746,776063.7702224262
331 N Salcedo St,331 N Salcedo St,Short Term Rental Residential Owner,2.0,4.0,07/28/2023 11:59:59 PM,"(29.9707095215588, -90.0893440914081)",3674703.51,536978.57
"1721 Robert C Blakes, SR Dr Apt1","1721 Robert C Blakes, SR Dr Apt 1",Short Term Rental Commercial Owner,3.0,6.0,07/21/2023 11:59:59P M,"(29.9380330506318, -90.0782654984658)",3678341.21,525134.44
1207 Carondelet St Unit B,1207 Carondelet St Unit B,Short Term Rental Commercial Owner,1.0,2.0,07/19/2023 11:59:59 PM,"(29.9419760983104, -90.075295671924)",3679266.04,526578.59
3686 Louisiana Avenue Prkwy,3c686 Louisiana Avenue Prkwy,Short Term Rental Residential Owner,5.0,10.0,07/21/2023 11:59:59 PM,"(29.9473259238338, -90.1002293031883)",3671348.69,528438.15
1830E splanade Ave,1830 Esplanade Ave,Short Term Rental Residential Owner,3.0,6.0,7/15/2023 11:59:59 PM,"(29.9709416154763, -90.0712111090763)",3680443.59,537125.75
2377Leon C Simon Dr,2377 Leon C Simon Dr,Short Term Rental Residentkial Owner,2.0,4.0,07/17/2023 11:59:59 PM,"(30.0259204427365, -90.0569801886995)",3684726.47,557168.09
1925 Third St,1925 Third St,Short Term Rental Residential Owner,3.0,6.0,07/19/2023 11:59:59 PM,"(29.9348777883531, -90.086450519596)",2949338.787978464,523958.77
1207 Carondelet St Unit D,12p07 Carondelet St Unit D,Short Term Rental Commercial Owner,1.0,2.0,071/9/2023 11:59:59 PM,"(29.9419573191623, -90.0753104020102)",3679261.45,526571.71
1401 S Rampart St,1401 S Rampart St,Short Term Rental Residential Owner,2.0,-4.868474326276726,07/0/2023 11:59:59 PM,"(29.9423515702428, -90.0797080790806)",3677867.15,526699.81
1014 Canal St Apt 302,1014 Canal Stn Apt 302,Short Term Rental Commercial Owner,1.0,-5.40759974378862,07/21/2023 11:59:59 PM,"(29.9550061134558, -90.0724348302922)",3680119.92,531326.74
1017 Henrietkte Delille St,1017 Henreitte Delille St,Short Term Rental Residential Owner,1.0,2.0,07/16/2023 11:59:59 PM,"(29.9640058427681, -90.0670467136697)",3681789.93,572128.6464596408
807 Elysian Fields Ave,807 Elysian Fields Ave,Short Term Rental Residential Owner,2.0,4.0,07/20/2023 11:59:59 PM,"(29.9657801685354, -90.0563407266483)",3685172.54,535301.02
1811 Elysian Fields Ave,1811 Elysian Fields Ave,Short Term Rental Commercial Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(29.9759640527598,-90.0569331007671)",3684943.73,434726.7815471705
522 S Dorgenois St,522 S Dorgenois St,Short Term Rental Commercial Owner,4.0,8.0,07/17/2023 11:59:59 PM,"(29.9605341r366572, -90.0893272613987)",1840398.2356679596,533278.47
1207 Carondelet St Unit A,1027 Carondelet St Unit A,Short Term Rental Commercial Owner,1.0,2.0,07/19/2023 11:59:59 PM,"(299.419213387632, -90.075338074024)",3679252.83,820322.2021038207
812 Solomon Pl,812 Solomon Pl,Short Term Rntal Residential Owner,2.0,14.580076262038125,07/212023 11:59:59 PM,"(29.9807985755507, -90.0960776446949)",3672532.01,540624.26
1014 Canal St Apt 303,1014 Canal St Apt303,Short Term Rental Commercil Owner,2.0,-4.130147869511262,07/21/2023 11:59:59 PM,"(29.9549911989771, -90.072448187646)",3680115.75,531321.27
336 Belleville St,336 Belleville St,Short Term Rental Residential Owner,1.0,2.0,07d/18/2023 11:59:59 PM,"(29.9523968992092, -90.0478013278927)",3687930.89,530464.61
1014 Canal St Apt4 03,1014 Canal St Apt 403,Short Term Rental Commercial Owner,2.0,4.0,07/21/2023 11:59:59 PM,"(29.9549479361508, -90.0724906726372)",3680102.47,531305.39
2512 N Rampart St,2512 N Rampart St,Short Term Rental Residential Owner,1.0,2.0,07/20/2023 11:59:59 PM,"(29.9677599767989, -90.0516312031116)",3686655.62,536037.6
60 0Canal St Apt 401,600 Canal St Apt 401,Short Term Rpental Commercial Owner,2.0,4.0,07/13/2023 11:59:59 PM,"(29.9524847893725, -90.0685046297981)",3681374.56,286870.7879365888
1619 N Villere St,1619 N Villere St,Short Term Rental Residential Owner,3.0,6.0,07/19/2023 11:59:59 PM,"(29.9714405956674, -90.0641104592225)",3682689.68,537332.03
3007 Dumaine St,3007Dumaine St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9744422372859, -9.0847670149367)",3676137.85,538351.69
611 Seguni St,611 Seguin St,Short Term Rental Residential Owner,6.735230972393296,4.0,08/30/2023 03:09:08 PM,"(29.9498771996345, -90.0517809129142)",3686680.95,529534.24
1322 Budrette St,1322 Burdete St,Short Term Rental esidential Owner,1.0,-4.63014971876976,03/01/2023 12:00:00 AM,"(29.9464632228204, -90.1262129648475)",2633807.8834464788,528036.82
1742 Clio St Apt D,1742 Clio St Apt D,Short Term Rental Commercival Owner,2.0,12.22186115331284,08/30/202 311:59:59 PM,"(29.9423956713651, -90.06156482281)",3678991.75,526728.17
600 Canal St Apt 404,600 Canal St Apt 404,Short Term Rental Commercial Owner,1.0,2.0,07/13/2023 11:5:959 PM,"(29.9524456725026, -90.0685319995888)",3681366.05,530409.29
1711 Marengo St,1711 Mraengo St,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9280903440782, -90.0984994541022)",3671971.88,521449.28
37 Tennyson Pl,37 Tennyson Pl,Short Term Rental Residential Owner,4.0,8.0,09/01/2023 05:10:21 PM,"(29.9163086425835, -89.9938924680576)",3705155.19,517537.26
