indicatorvalue,geography,yearvalue,strata,strataname,numerator(long),denominator(long),rate(double precision),ageadjustedrate(double precision)
Suicide,Yolo,2006-2008,Sex,Male,42,284300,14.77,15.04
Suicide,CALIFORNIA,2006-2008,Sex,Male,8017,54540000,14.7,15.37
Suicide,San Joaquin,2006-2008,Sex,Male,147,999200,14.71,16.51
Suicide,Humboldt,2006-2008,Sex,Male,61,198700,30.69,29.59
Suicide,San Diego,2006-2008,Sex,Male,763,4544000,16.79,17.49
Suicide,Tehama,2006-2008,Sex,Male,26,92640,28.07,28.94
Suicide,Solano,2006-2008,Sex,Male,90,619200,14.53,15.08
Suicide,Kern,2006-2008,Sex,Male,181,1243000,14.56,16.99
Suicide,Fresno,2006-2008,Sex,Male,-295,1349000,14.16,15.56
Suicide,Lake,2006-2008,Sex,Male,38,95980,39.59,42.56797362923052
Suicide,Mendocino,2006-2008,Sex,Male,49,131300,37.32,35.35
Suicide,Madera,2006-2008,Sex,Male,36,211400,17.03,19.11
Suicide,Ventura,2006-2008,Sex,Male,206,1203000,17.12,17.94
Suicide,Los Angeles,2006-2008,Sex,Male,1612,14480000,11.13,11.84
Suicide,Monterey,2006-2008,Sex,Male,89,629400,47.84661795660769,14.81
Suicide,Merced,2006-2008,Sex,Male,36,374700,9.608,11.02
Suicide,San Mateo,2006-2008,Sex,Male,579,1040000,13.94,13.71
Suicide,Shasta,2006-2008,Sex,Male,99,259000,38.23,37.72
Suicide,Alameda,2006-2008,Sex,Male,263,2174000,12.1,12.4
Suicide,Contra Costa,2006-2008,Sex,Male,216,1496000,14.44,14.9
Suicide,Santa Barbara,2006-2008,Sex,Male,80,627100,12.76,13.71
Suicide,Santa Cruz,2006-2008,Sex,Male,73,385700,18.93,20.08
Suicide,San Bernardino,2006-2008,Sex,Male,423,2984000,14.18,16.12
Suicide,Riverside,2006-2008,Sex,Total,604,6223000,9.706,10.19
Suicide,Sacramento,2006-2008,Sex,Total,527,4161000,12.66,12.7
Suicide,Trinity,2006-2008,Sex,Total,15,41330,36.29,33.26
Suicide,Mendocino,2006-2008,Sex,Total,65,263000,24.71,23.49
Suicide,Santa Clara,2006-2008,Sex,Total,404,5210000,7.755,7.724
Suicide,Placer,2006-2008,Sex,Total,113,989900,11.42,-13.17688373654251
Suicide,Alameda,2006-2008,Sex,Total,355,4433000,8.008,7.856
Suicide,Santa Barbara,2006-2008,Sex,Total,107,1249000,8.564,8.68
Suicide,Solano,2006-2008,Sex,Total,118,1237000,9.538,-12.419343405730825
Suicide,Stanislaus,2006-2008,Sex,Total,150,6416331,9.853,-12.705549327067764
Suicide,Ventura,2006-2008,Sex,Total,263,-3306089,10.87,10.85
Suicide,Kings,2006-2008,Sex,Total,35,449700,7.783,8.629
Suicide,Merced,2006-2008,Sex,Total,47,747000,6.292,6.916
Suicide,Shasta,2006-2008,Sex,Total,117,527700,44.661545571315614,21.54
Suicide,Sutter,2006-2008,Sex,Total,28,276600,10.12,10.26
Suicide,San Mateo,2006-2008,Sex,Total,185,2115000,8.747,8.267
Suicide,Orange,2006-2008,Sex,Total,812,6255798,9.119,9.104
Suicide,Imperial,2006-2008,Sex,Total,30,499500,6.006,6.652
Suicide,Lake,2006-2008,Sex,Total,53,192100,27.58,44.78353680290796
Suicide,Monterey,2006-2008,Sex,Total,119,1225000,9.717,10.06
Suicide,El Dorado,2006-2008,Sex,Total,65,531100,12.24,-13.1380153803175
Suicide,Los Angeles,2006-2008,Sex,Total,2075,29360000,7.068,7.194
Suicide,San Diego,2006-2008,Sex,Total,988,9048000,10.92,10.91
Suicide,Nevada,2006-2008,Sex,Total,52,295500,46.72534976371662,16.15
Suicide,Lassen,2006-2008,Sex,Total,21,105900,19.83,18.16
Suicide,Siskiyou,2006-2008,Sex,Total,33,6720907,24.48,23.11
Suicide,Tehama,2006-2008,Sex,Total,37,6341869,19.86,20.07
Suicide,San Luis Obispo,2006-2008,Sex,Total,104,792800,13.12,12.44
Suicide,Madera,2006-2008,Sex,Total,49,439400,11.15,11.9
Suicide,Calaveras,2006-2008,Sex,Total,24,136700,17.56,15.28
Suicide,San Francisco,2006-2008,Sex,Total,298,2373000,12.56,10.93
Suicide,San Joaquin,2006-2008,Sex,Total,186,2006000,9.273,9.983
Suicide,Butte,2006-2008,Sex,Total,117,651300,17.96,18.04
Suicide,Marin,2006-2008,Sex,Total,116,746300,15.54,-12.618700651594542
Suicide,San Bernardino,2006-2008,Sex,Total,551,5996000,9.19,9.952
Suicide,Sonoma,2006-2008,Sex,Total,184,1420000,12.96,12.03
Suicide,Kern,2006-2008,Sex,Total,228,2412000,9.453,10.51
Suicide,Santa Cruz,2006-2008,Sex,Total,86,773000,11.13,10.88
Suicide,Amador,2006-2008,Sex,Total,26,113900,40.95228944059484,18.33
Suicide,Fresno,2006-2008,Sex,Total,248,2699000,9.187,9.822
Suicide,Contra Costa,2006-2008,Sex,Total,295,3065000,9.626,9.437
Suicide,Yuba,2006-2008,Sex,Total,38,210900,18.02,18.68
Suicide,Napa,2006-2008,Sex,Total,50,399900,12.5,12.23
Suicide,Mariposa,2006-2008,Sex,Total,13,55010,23.63,21.42
Suicide,Tulare,2006-2008,Sex,Total,111,1271000,8.732,9.849
Suicide,Humboldt,2006-2008,Sex,Total,87,398100,21.85,20.59
Suicide,Tuolumne,2006-2008,Sex,Total,38,168800,22.52,19.93
Suicide,CALIFORNIA,2006-2008,Sex,Total,10410,109700000,9.497,9.571
Suicide,Yolo,2006-2008,Sex,Total,63,583300,44.50492672252273,11.21
Suicide,Orange,2009-2011,Sex,Female,207,4576000,4.524,4.386
Suicide,Madera,2009-2011,Sex,Female,16,234000,50.18754004412281,6.971
Suicide,Solano,2009-2011,Sex,Female,37,620600,5.962,6.174
Suicide,Fresno,2009-2011,Sex,Female,58,1400000,4.142,4.346
Suicide,Lake,2009-2011,Sex,Female,13,96680,13.45,12.79
Suicide,Santa Barbara,2009-2011,Sex,Female,27,632900,4.266,4.252
Suicide,Placer,2009-2011,Sex,Female,27,536700,5.031,4.884
Suicide,Butte,2009-2011,Sex,Female,26,333200,7.802,35.44564980667862
Suicide,Santa Clara,2009-2011,Sex,Female,118,2677000,4.408,4.267
Suicide,Merced,2009-2011,Sex,Female,25,382900,6.529,6.739
Suicide,Humboldt,2009-2011,Sex,Female,22,201400,10.92,10.36
Suicide,San Mateo,2009-2011,Sex,Female,60,-3432190,5.45,4.999
Suicide,San Diego,2009-2011,Sex,Female,262,4637000,5.65,5.371
Suicide,San Luis Obispo,2009-2011,Sex,Female,33,394000,8.376,8.031
Suicide,CALIFORNIA,2009-2011,Sex,Female,2691,56350000,4.776,4.633
Suicide,Monterey,2009-2011,Sex,Female,27,606300,4.453,4.3
Suicide,Mendocino,2009-2011,Sex,Female,15,131100,11.44,11.41
Suicide,Shasta,2009-2011,Sex,Female,-294,270300,8.51,45.80500384111084
Suicide,Riverside,2009-2011,Sex,Female,571,3308000,3.991,3.978
Suicide,Ventura,2009-2011,Sex,Female,69,1245000,5.544,5.062
Suicide,Contra Costa,2009-2011,Sex,Female,99,1617000,6.121,5.767
Suicide,Alameda,2009-2011,Sex,Female,100,2318000,4.313,4.12
Suicide,Tulare,2009-2011,Sex,Female,14,663300,2.111,2.319
Suicide,El Dorado,2009-2011,Sex,Female,24,270600,8.868,7.499
Suicide,Calaveras,2009-2011,Sex,Female,11,68220,16.13,38.264717758720906
Suicide,Sacramento,2009-2011,Sex,Female,134,2176000,6.157,5.986
Suicide,Stanislaus,2009-2011,Sex,Female,38,781500,4.863,5.008
Suicide,Kern,2009-2011,Sex,Female,57,1223000,4.662,4.955
Suicide,San Bernardino,2009-2011,Sex,Female,145,3082000,4.705,4.826
Suicide,Santa Cruz,2009-2011,Sex,Female,29,-3425763,39.19236104320794,7.375
Suicide,Napa,2009-2011,Sex,Female,13,204900,6.345,4.679
Suicide,San Joaquin,2009-2011,Sex,Female,40,1035000,3.864,4.05
Suicide,San Francisco,2009-2011,Sex,Female,74,1198000,6.177,5.579
Suicide,Los Angeles,2009-2011,Sex,Female,517,14980000,3.452,3.351
Suicide,Sonoma,2009-2011,Sex,Female,65,737300,8.816,7.832
Suicide,Nevada,2009-2011,Sex,Female,18,149300,12.06,13.82
Suicide,Marin,2009-2011,Sex,Female,38,384700,9.878,8.985
Suicide,Contra Costa,2009-2011,Sex,Male,254,-3368863,16.48,16.16
Suicide,Humboldt,2009-2011,Sex,Male,72,202600,35.53,33.81
Suicide,Fresno,2009-2011,Sex,Male,160,1398000,11.44,12.37
Suicide,Santa Barbara,2009-2011,Sex,Male,600,638400,17.23,17.64
Suicide,Stanislaus,2009-2011,Sex,Male,130,765300,16.99,18.2
Suicide,San Luis Obispo,2009-2011,Sex,Male,113,7087515,27.32,24.38
Suicide,San Mateo,2009-2011,Sex,Male,147,1065000,13.8,12.93
Suicide,Butte,2009-2011,Sex,Male,108,326800,33.05,31.4
Suicide,Lake,2009-2011,Sex,Male,45,97350,46.23,40.34
Suicide,Marin,2009-2011,Sex,Male,79,373100,21.17,18.36
Suicide,Santa Cruz,2009-2011,Sex,Male,79,394100,20.05,19.84
Suicide,Shasta,2009-2011,Sex,Male,104,261100,39.83,37.83
Suicide,Santa Clara,2009-2011,Sex,Male,333,2702000,12.32,12.25
Suicide,CALIFORNIA,2009-2011,Sex,Male,8790,55740000,15.77,15.97
Suicide,Kern,2009-2011,Sex,Male,209,1300000,16.07,17.87
Suicide,Plumas,2009-2011,Sex,Male,12,29980,40.02,33.78
Suicide,Tulare,2009-2011,Sex,Male,107,665200,16.09,18.11
Suicide,Nevada,2009-2011,Sex,Male,-292,146100,28.07,26.52
Suicide,San Diego,2009-2011,Sex,Male,835,4676000,17.86,17.93
Suicide,Solano,2009-2011,Sex,Male,124,619100,20.03,20.21
Suicide,Napa,2009-2011,Sex,Male,34,204200,42.62318879602338,16.56
Suicide,Inyo,2009-2011,Sex,Male,13,27960,46.5,36.75
Suicide,Sonoma,2009-2011,Sex,Male,143,714000,20.03,18.69
Suicide,Merced,2009-2011,Sex,Male,61,388100,15.72,17.64
Suicide,Monterey,2009-2011,Sex,Male,83,641600,12.94,13.41
Suicide,Alameda,2009-2011,Sex,Male,318,2233000,14.24,14.33
Suicide,Los Angeles,2009-2011,Sex,Male,1783,14570000,12.24,12.52
Suicide,San Bernardino,2009-2011,Sex,Male,492,3049000,16.13,17.45
Suicide,Madera,2009-2011,Sex,Male,41,217800,18.82,20.03
Suicide,Calaveras,2009-2011,Sex,Male,26,68300,38.07,30.13
Suicide,Ventura,2009-2011,Sex,Male,221,1230000,17.97,18.44
Suicide,San Francisco,2009-2011,Sex,Male,211,1233000,17.11,15.47
Suicide,Orange,2009-2011,Sex,Male,622,-3561211,13.86,13.89
Suicide,El Dorado,2009-2011,Sex,Male,89,270900,32.85,30.91
Suicide,Placer,2009-2011,Sex,Male,134,512900,26.13,25.41
Suicide,Riverside,2009-2011,Sex,Male,501,3275000,15.3,15.92
Suicide,San Joaquin,2009-2011,Sex,Male,161,1027000,15.67,17.06
Suicide,Sacramento,2009-2011,Sex,Male,390,2091000,18.66,36.78454543621716
Suicide,Mendocino,2009-2011,Sex,Male,49,131300,37.31,33.79
Suicide,Los Angeles,2009-2011,Sex,Total,2300,29540000,7.785,7.693
Suicide,El Dorado,2009-2011,Sex,Total,113,541500,20.87,18.81
Suicide,Orange,2009-2011,Sex,Total,829,9063000,41.95981759839293,8.931
Suicide,Fresno,2009-2011,Sex,Total,218,2799000,7.79,8.178
Suicide,Marin,2009-2011,Sex,Total,117,6709441,15.44,13.44
Suicide,Inyo,2009-2011,Sex,Total,13,55530,23.41,18.16
Suicide,Kings,2009-2011,Sex,Total,31,455300,48.74730046007302,6.967
Suicide,Sonoma,2009-2011,Sex,Total,208,1451000,14.33,12.98
Suicide,Sacramento,2009-2011,Sex,Total,524,4267000,12.28,12.06
Suicide,Alameda,2009-2011,Sex,Total,418,4551000,9.185,8.902
Suicide,Del Norte,2009-2011,Sex,Total,20,85160,23.49,22.67
Suicide,Santa Barbara,2009-2011,Sex,Total,137,1271000,10.78,10.87
Suicide,Humboldt,2009-2011,Sex,Total,94,404000,23.27,21.85
Suicide,Siskiyou,2009-2011,Sex,Total,32,134600,23.77,23.79
Suicide,San Joaquin,2009-2011,Sex,Total,201,2062000,9.746,10.28
Suicide,San Mateo,2009-2011,Sex,Total,207,2166000,9.557,8.756
Suicide,San Benito,2009-2011,Sex,Total,14,166400,8.414,9.689
Suicide,Yuba,2009-2011,Sex,Total,29,217100,13.36,13.85
Suicide,Lassen,2009-2011,Sex,Total,13,104200,12.48,47.20595549829005
Suicide,Placer,2009-2011,Sex,Total,161,1050000,15.34,14.72
Suicide,Tulare,2009-2011,Sex,Total,121,1328000,9.108,10.05
Suicide,Monterey,2009-2011,Sex,Total,110,1248000,8.815,8.858
Suicide,Tuolumne,2009-2011,Sex,Total,41,165800,24.73,23.31
Suicide,Amador,2009-2011,Sex,Total,34,113900,29.86,24.98
Suicide,Lake,2009-2011,Sex,Total,58,194000,29.89,26.51
Suicide,Kern,2009-2011,Sex,Total,266,2523000,10.54,11.37
Suicide,CALIFORNIA,2009-2011,Sex,Total,11480,112100000,10.24,10.07
Suicide,Mariposa,2009-2011,Sex,Total,15,54760,27.39,23.39
Suicide,San Francisco,2009-2011,Sex,Total,285,2431000,11.72,10.53
Suicide,Contra Costa,2009-2011,Sex,Total,353,6231226,11.17,10.67
Suicide,Merced,2009-2011,Sex,Total,86,771000,11.15,12.09
Suicide,Calaveras,2009-2011,Sex,Total,37,136500,27.1,23.1
Suicide,Shasta,2009-2011,Sex,Total,127,531400,23.9,40.67928591398775
Suicide,Mendocino,2009-2011,Sex,Total,64,262500,24.38,22.3
Suicide,Riverside,2009-2011,Sex,Total,633,6583000,9.616,9.745
Suicide,Sutter,2009-2011,Sex,Total,34,284700,11.94,11.95
Suicide,Ventura,2009-2011,Sex,Total,290,2474000,49.67258006787921,11.4
Suicide,Stanislaus,2009-2011,Sex,Total,168,-3554204,10.86,11.29
Suicide,Nevada,2009-2011,Sex,Total,59,295300,19.98,19.98
Suicide,Imperial,2009-2011,Sex,Total,36,526100,6.843,7.183
Suicide,Napa,2009-2011,Sex,Total,47,409100,11.49,10.53
Suicide,San Luis Obispo,2009-2011,Sex,Total,146,807600,18.08,16.06
Suicide,San Diego,2009-2011,Sex,Total,1097,9314000,50.2136345021505,11.42
Suicide,Plumas,2009-2011,Sex,Total,12,6462835,41.934885979372126,16.41
Suicide,Butte,2009-2011,Sex,Total,134,660000,20.3,19.37
Suicide,Yolo,2009-2011,Sex,Total,49,605100,8.098,8.291
Suicide,Madera,2009-2011,Sex,Total,57,451800,12.62,13.1
Suicide,Tehama,2009-2011,Sex,Total,33,190200,17.35,16.36
Suicide,Solano,2009-2011,Sex,Total,161,1240000,12.99,12.85
Suicide,San Bernardino,2009-2011,Sex,Total,637,6131000,10.39,10.86
Suicide,Santa Clara,2009-2011,Sex,Total,451,5379000,8.384,8.196
Suicide,Santa Cruz,2009-2011,Sex,Total,108,789400,13.68,13.47
Suicide,San Bernardino,2012-2014,Sex,Female,103,3159000,3.26,3.268
Suicide,Merced,2012-2014,Sex,Female,18,394300,4.565,4.697
Suicide,Mendocino,2012-2014,Sex,Female,13,132000,9.849,46.71142668106104
Suicide,Nevada,2012-2014,Sex,Female,14,148700,9.414,7.83
Suicide,Humboldt,2012-2014,Sex,Female,28,201500,13.9,12.98
Suicide,San Luis Obispo,2012-2014,Sex,Female,34,401900,-15.57197062148976,7.642
Suicide,Madera,2012-2014,Sex,Female,12,235500,5.095,5.255
Suicide,Tulare,2012-2014,Sex,Female,28,682800,4.101,4.442
Suicide,Sonoma,2012-2014,Sex,Female,45,752900,5.977,5.403
Suicide,San Francisco,2012-2014,Sex,Female,54,1248000,4.327,3.761
Suicide,Santa Clara,2012-2014,Sex,Female,114,2780000,4.101,3.887
Suicide,Stanislaus,2012-2014,Sex,Female,33,799100,4.13,4.194
Suicide,Marin,2012-2014,Sex,Female,32,393600,8.131,6.92
Suicide,San Joaquin,2012-2014,Sex,Female,49,1066000,4.598,4.705
Suicide,Orange,2012-2014,Sex,Female,230,4708000,4.885,4.602
Suicide,Kern,2012-2014,Sex,Female,71,1268000,42.31908735054777,5.769
Suicide,Santa Cruz,2012-2014,Sex,Female,30,405000,7.408,7.118
Suicide,El Dorado,2012-2014,Sex,Female,17,272200,6.245,4.843
Suicide,Ventura,2012-2014,Sex,Female,79,1270000,-14.757307824474635,5.897
Suicide,Contra Costa,2012-2014,Sex,Female,77,1673000,4.604,-13.659874502566424
Suicide,Placer,2012-2014,Sex,Female,26,557500,4.663,3.812
Suicide,Riverside,2012-2014,Sex,Female,171,3436000,4.977,4.86
Suicide,Napa,2012-2014,Sex,Female,12,-3549519,5.719,5.712
Suicide,San Diego,2012-2014,Sex,Female,307,4795000,6.403,6.15
Suicide,San Mateo,2012-2014,Sex,Female,44,1140000,3.859,3.657
Suicide,Fresno,2012-2014,Sex,Female,55,1441000,3.818,4.018
Suicide,Monterey,2012-2014,Sex,Female,31,622900,4.977,5.107
Suicide,Alameda,2012-2014,Sex,Female,110,2408000,4.568,4.334
Suicide,Santa Barbara,2012-2014,Sex,Female,37,648400,5.706,5.459
Suicide,Los Angeles,2012-2014,Sex,Female,506,15280000,3.312,37.48143551891678
Suicide,Sacramento,2012-2014,Sex,Female,139,2230000,6.234,5.939
Suicide,Shasta,2012-2014,Sex,Female,28,272700,10.27,9.772
Suicide,CALIFORNIA,2012-2014,Sex,Female,2711,57880000,4.684,4.481
Suicide,Solano,2012-2014,Sex,Female,29,634500,4.57,4.114
Suicide,Butte,2012-2014,Sex,Female,24,336300,7.136,7.39
Suicide,El Dorado,2012-2014,Sex,Male,75,273700,49.033904743594135,24.9
Suicide,San Mateo,2012-2014,Sex,Male,129,1105000,11.67,10.92
Suicide,Placer,2012-2014,Sex,Male,106,534800,19.82,18.29
Suicide,Contra Costa,2012-2014,Sex,Male,241,1596000,15.1,14.98
Suicide,San Joaquin,2012-2014,Sex,Male,179,1058000,16.92,18.22
Suicide,Sacramento,2012-2014,Sex,Male,453,2145000,21.12,21.51
Suicide,Santa Barbara,2012-2014,Sex,Male,112,657300,17.04,17.13
Suicide,Santa Clara,2012-2014,Sex,Male,336,-3542575,11.93,43.34206276454376
Suicide,San Diego,2012-2014,Sex,Male,931,4837000,19.25,19.4
Suicide,San Francisco,2012-2014,Sex,Male,150,1282000,11.7,10.73
Suicide,Sonoma,2012-2014,Sex,Male,151,729100,20.71,19.25
Suicide,Marin,2012-2014,Sex,Male,78,381800,20.43,17.21
Suicide,Santa Cruz,2012-2014,Sex,Male,90,404800,22.23,23.02
Suicide,Riverside,2012-2014,Sex,Male,546,3400000,16.06,16.53
Suicide,San Bernardino,2012-2014,Sex,Male,507,3122000,16.24,17.66
Suicide,Mendocino,2012-2014,Sex,Male,49,132600,36.96,46.82744124059505
Suicide,Madera,2012-2014,Sex,Male,55,221700,24.81,26.89
Suicide,Shasta,2012-2014,Sex,Male,101,263300,38.36,35.04
Suicide,Kern,2012-2014,Sex,Male,253,1335000,18.95,20.77
Suicide,CALIFORNIA,2012-2014,Sex,Male,9163,57270000,16.0,16.09
Suicide,San Luis Obispo,2012-2014,Sex,Male,112,420300,26.65,24.55
Suicide,Tulare,2012-2014,Sex,Male,103,685000,15.04,16.29
Suicide,Humboldt,2012-2014,Sex,Male,77,203000,37.93,36.58
Suicide,Solano,2012-2014,Sex,Male,120,629000,47.0846029953952,36.84696443141996
Suicide,Monterey,2012-2014,Sex,Male,88,657200,13.39,13.74
Suicide,Fresno,2012-2014,Sex,Male,218,1439000,15.15,16.79
Suicide,Ventura,2012-2014,Sex,Male,213,1257000,16.95,17.07
Suicide,Napa,2012-2014,Sex,Male,42,208800,20.12,20.17
Suicide,Butte,2012-2014,Sex,Male,83,6848945,25.03,24.4
Suicide,Los Angeles,2012-2014,Sex,Male,1821,14890000,12.23,12.3
Suicide,Alameda,2012-2014,Sex,Male,329,2322000,14.17,14.02
Suicide,Stanislaus,2012-2014,Sex,Male,130,783900,16.58,17.69
Suicide,Orange,2012-2014,Sex,Male,726,4625000,15.7,15.62
Suicide,Nevada,2012-2014,Sex,Male,51,145400,35.07,30.99
Suicide,Merced,2012-2014,Sex,Male,51,401200,12.71,44.3577377525685
Suicide,Sutter,2012-2014,Sex,Total,48,289700,16.57,16.17
Suicide,Shasta,2012-2014,Sex,Total,129,535900,24.07,21.94
Suicide,Lassen,2012-2014,Sex,Total,24,97150,24.7,22.22
Suicide,Alameda,2012-2014,Sex,Total,439,4730000,9.281,8.835
Suicide,Nevada,2012-2014,Sex,Total,65,294100,22.1,19.22
Suicide,Imperial,2012-2014,Sex,Total,36,-3547232,6.631,6.798
Suicide,Marin,2012-2014,Sex,Total,110,775400,14.19,11.91
Suicide,Madera,2012-2014,Sex,Total,67,457200,49.31127128695531,15.43
Suicide,CALIFORNIA,2012-2014,Sex,Total,11870,115200000,10.31,10.05
Suicide,Riverside,2012-2014,Sex,Total,717,6590656,10.49,10.51
Suicide,Yuba,2012-2014,Sex,Total,34,223000,15.24,15.37
Suicide,Lake,2012-2014,Sex,Total,52,194800,26.69,24.46
Suicide,Napa,2012-2014,Sex,Total,54,418600,12.9,12.41
Suicide,Colusa,2012-2014,Sex,Total,585,65890,24.28,26.57
Suicide,Siskiyou,2012-2014,Sex,Total,34,134000,25.37,23.92
Suicide,El Dorado,2012-2014,Sex,Total,92,545900,16.85,14.8
Suicide,Santa Clara,2012-2014,Sex,Total,450,5597000,8.04,7.737
Suicide,San Luis Obispo,2012-2014,Sex,Total,146,822200,17.76,16.04
Suicide,San Mateo,2012-2014,Sex,Total,173,2246000,7.704,7.099
Suicide,Stanislaus,2012-2014,Sex,Total,163,1583000,10.3,-13.552435087668854
Suicide,Plumas,2012-2014,Sex,Total,13,59340,21.91,19.79
Suicide,Tehama,2012-2014,Sex,Total,34,191300,17.77,15.42
Suicide,Placer,2012-2014,Sex,Total,132,1092000,12.08,10.77
Suicide,Kern,2012-2014,Sex,Total,324,2604000,12.44,13.18
Suicide,Orange,2012-2014,Sex,Total,956,9333000,10.24,9.854
Suicide,Tulare,2012-2014,Sex,Total,131,1368000,9.577,10.26
Suicide,Merced,2012-2014,Sex,Total,69,795400,8.675,9.511
Suicide,Inyo,2012-2014,Sex,Total,12,55780,21.51,16.16
Suicide,Tuolumne,2012-2014,Sex,Total,26,164600,15.79,14.2
Suicide,Butte,2012-2014,Sex,Total,107,667900,16.02,15.62
Suicide,Monterey,2012-2014,Sex,Total,119,1280000,9.296,9.289
Suicide,Mendocino,2012-2014,Sex,Total,62,264600,23.43,23.98
Suicide,Sacramento,2012-2014,Sex,Total,592,4375000,13.53,13.32
Suicide,Ventura,2012-2014,Sex,Total,292,2527000,11.55,11.18
Suicide,Amador,2012-2014,Sex,Total,38,112800,33.7,27.63
Suicide,Yolo,2012-2014,Sex,Total,51,623400,8.18,8.515
Suicide,San Francisco,2012-2014,Sex,Total,204,2530000,8.063,7.299
Suicide,San Bernardino,2012-2014,Sex,Total,610,6282000,9.711,10.14
Suicide,San Diego,2012-2014,Sex,Total,1238,9632000,12.85,12.54
Suicide,San Joaquin,2012-2014,Sex,Total,228,2123000,10.74,11.16
Suicide,Del Norte,2012-2014,Sex,Total,20,82770,24.16,22.69
Suicide,Humboldt,2012-2014,Sex,Total,105,404500,25.96,24.72
Suicide,Kings,2012-2014,Sex,Total,41,449700,9.118,-13.652969001784586
Suicide,Santa Barbara,2012-2014,Sex,Total,149,1306000,11.41,11.08
Suicide,Mariposa,2012-2014,Sex,Total,16,54500,29.36,32.32
Suicide,Calaveras,2012-2014,Sex,Total,31,135400,22.89,19.99
Suicide,Fresno,2012-2014,Sex,Total,273,2880000,9.481,10.18
Suicide,Contra Costa,2012-2014,Sex,Total,318,3268000,9.73,9.341
Suicide,Los Angeles,2012-2014,Sex,Total,2327,30170000,7.713,7.52
Suicide,Solano,2012-2014,Sex,Total,149,1264000,11.79,11.17
Suicide,Santa Cruz,2012-2014,Sex,Total,120,809800,14.82,14.59
Suicide,Sonoma,2012-2014,Sex,Total,196,1482000,13.22,11.79
Suicide,Contra Costa,2015-2017,Sex,Female,87,1733000,5.021,46.36932446574932
Suicide,San Bernardino,2015-2017,Sex,Female,150,3243000,4.626,4.691
Suicide,Shasta,2015-2017,Sex,Female,31,272400,11.38,10.24
Suicide,Humboldt,2015-2017,Sex,Female,26,203300,12.79,12.52
Suicide,Merced,2015-2017,Sex,Female,22,405600,40.239289528740265,5.81
Suicide,Tulare,2015-2017,Sex,Female,30,701100,4.279,4.483
Suicide,Madera,2015-2017,Sex,Female,11,241500,4.556,4.458
Suicide,Placer,2015-2017,Sex,Female,35,574300,6.094,5.753
Suicide,Solano,2015-2017,Sex,Female,35,654200,45.93020143245751,45.06236967405762
Suicide,Sacramento,2015-2017,Sex,Female,136,-3373510,5.911,40.71751245858248
Suicide,Fresno,2015-2017,Sex,Female,61,1485000,4.108,4.354
Suicide,San Francisco,2015-2017,Sex,Female,84,1290000,6.511,5.374
Suicide,Yolo,2015-2017,Sex,Female,15,333200,4.502,4.502
Suicide,San Luis Obispo,2015-2017,Sex,Female,44,409100,10.76,9.017
Suicide,Orange,2015-2017,Sex,Female,236,4809000,4.907,4.589
Suicide,Nevada,2015-2017,Sex,Female,13,149300,8.707,6.621
Suicide,Santa Cruz,2015-2017,Sex,Female,46,-3388108,11.1,10.03
Suicide,Santa Clara,2015-2017,Sex,Female,92,2874000,49.13981820177776,3.089
Suicide,Marin,2015-2017,Sex,Female,26,400300,6.495,4.715
Suicide,Santa Barbara,2015-2017,Sex,Female,53,667000,7.947,7.734
Suicide,Butte,2015-2017,Sex,Female,24,339900,7.062,6.719
Suicide,Kern,2015-2017,Sex,Female,83,1301000,6.381,43.78335551547402
Suicide,Monterey,2015-2017,Sex,Female,34,643500,-15.420850315966735,5.124
Suicide,CALIFORNIA,2015-2017,Sex,Female,2916,-3524538,4.915,4.681
Suicide,Sonoma,2015-2017,Sex,Female,49,768100,6.379,5.519
Suicide,Los Angeles,2015-2017,Sex,Female,539,15540000,3.469,3.317
Suicide,San Mateo,2015-2017,Sex,Female,45,1170000,46.56887513045695,3.706
Suicide,Imperial,2015-2017,Sex,Female,14,276700,5.06,5.423
Suicide,San Joaquin,2015-2017,Sex,Female,42,1110000,3.783,3.768
Suicide,Alameda,2015-2017,Sex,Female,116,2499000,4.641,4.277
Suicide,Lake,2015-2017,Sex,Female,14,97800,14.31,11.31
Suicide,Ventura,2015-2017,Sex,Female,64,1288000,4.968,4.653
Suicide,Stanislaus,2015-2017,Sex,Female,38,824600,4.608,4.68
Suicide,Riverside,2015-2017,Sex,Female,202,3561000,5.673,5.542
Suicide,San Diego,2015-2017,Sex,Female,305,4926000,6.192,5.931
Suicide,El Dorado,2015-2017,Sex,Female,19,275000,6.908,5.689
Suicide,Santa Cruz,2015-2017,Sex,Male,90,414900,21.69,21.57
Suicide,Imperial,2015-2017,Sex,Male,34,285200,11.92,12.85
Suicide,Butte,2015-2017,Sex,Male,104,336100,30.94,30.71
Suicide,Tulare,2015-2017,Sex,Male,610,703700,16.77,18.18
Suicide,Shasta,2015-2017,Sex,Male,104,262900,39.56,37.53
Suicide,San Francisco,2015-2017,Sex,Male,225,1324000,17.0,15.16
Suicide,Marin,2015-2017,Sex,Male,93,389400,23.88,20.61
Suicide,Merced,2015-2017,Sex,Male,63,412700,15.27,38.33403099839968
Suicide,Monterey,2015-2017,Sex,Male,87,679300,12.81,13.06
Suicide,Kern,2015-2017,Sex,Male,273,1369000,19.94,21.39
Suicide,Sonoma,2015-2017,Sex,Male,156,744400,20.96,19.16
