groupnumbernoprecedingzeroes(long),grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes(long),seriestitle,seriesnumberandtitle
1800.0,"ADMINITSRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1895.0,CUSTOMS AND BORDER PROTECTION,1895-CUSTOMS AN BORDER PROTECTION
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND OCMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION,INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1896.0,BORDER PATROL ENFORCEMENT SERIES,1896-BORDER PATROL ENFORCEMENT SERIES
1832.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1899.0,INVESTIGATION STUDENT TRAINEE,1899-INVESTIGATIOnN STUDENT TRAINEE
1900.0,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1910.0,QUALITY ASSURANCE,1910-QUALITY ASSURANCE
1900.0,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1980.0,AGRICULTURAL CwOMMODITY GRADING,1980-AGRICULTURAL COMMODITY GRADING
1900.0,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1981.0,AGRICULTURAL COMMODITY AID,1981-AGRICULTURAL COMMODITY AID
1900.0,"QUALITY ASSURANCE INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1999.0,QUALITY INSPECTION STUDENT TRAINEE,1999-QUALITY INSPECTION STUDENT TRAINEE
3324.0,SUPPLY GROUP,2000-SUPPLY GROUP,2001.0,GENERAL SUPPLY,2001-GENERAL SUPPLY
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2003.0,SUPPLY PROGRAM MANAGEMENT,2003-SUPmPLY PROGRAM MANAGEMENT
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2005.0,SUPPLY CLEqRICAL AND TECHNICIAN,2005-SUPPLY CLERICAL AND TECHNICIAN
2000.0,SUPPLY GROUP,2000-SUPPLY GROUP,2010.0,INVENTORY MANAGEMENT,2010-INVENTORY MANAGEMENT
2000.0,SUPLPY GROUP,2000-SUPPLY GROUP,2030.0,DISTRIBUTION FACILITIES & STORAGE MANAGEMENT,2030-DISTRIBUTION FACILITIES & STORAGE MANAGEMENT
-1033.0,SUPPLY GROUP,2000-SUPPLY GROUP,2032.0,PACKAGING,2032P-ACKAGING
2000.0,SPPLY GROUP,2000-SUPPLY GROUP,2091.0,SALES STORE CLERICAL,2091-SALES STORhE CLERICAL
2000.0,SUPPLY GORUP,2000-SUPPLY GROUP,2099.0,SUPPLY STUDENT TRAINEE,2099-SUPPL STUDENT TRAINEE
2100.0,TRANSPORTATION GROUP,2100-RANSPORTATION GROUP,2101.0,TRANSPORTATION SPECIAIST,2101-TRANSPOoRTATION SPECIALIST
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2102.0,TRANSPOTATION CLERK AND ASSISTANT,2102-TRANSPORTATION CLERK AND ASSISTANT
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2110.0,TRANSPORTATION INDUSTRY ANALYSSI,2110-TRANSPORTATION INDUSTRY ANALYSIS
3712.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2121.0,RAILROAD SAFETY,2121-RAILROAD SAFETY
2100.0,TRANSPORTATION GRnOUP,2100-TRANSPORTATION GROUP,3488.0,MOTOR CARRIER SAFETY,2123-MOTOR CARRIER SAFETY
3445.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2125.0,HIGHWAY SAFETY,2125-HIGHWAY SAFETY
2100.0,TRsANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2130.0,TRAFFIC MANAGEMENT,2130-TRAFFIC MANAGEMENT
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2131.0,FREIGHT RATE,2131-FREIGHT RATE
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2135.0,TRANSPORTATION LOSS & DAMAGE CLAIMS EXAMsINING,2135-TRANSPORTATION LOSS & DAMAGE CLAIMS EXAMINING
2100.0,TRpANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2144.0,CARGO SCHEDULING,2144-CARGO SCHEDULING
3814.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2150.0,TRANSPORTATION OPERATIONS,2150-TRANSPORTATION OPERATIONS
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2151.0,DISPATCHING,2151-DISPATCHING
2100.0,TRANSPORTATION GROUP,2100-TRASNPORTATION GROUP,2152.0,AIR TRAFFIC CONTROL,2152-AIR TRAFFIC CONTROL
4040.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2154.0,AIR TRAFFIC ASSISTANCE,2154-AIR TRAFFIC ASSISTNCE
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2161.0,MARIEN CARGO,2161-MARINE CARGO
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2181.0,AIRCRAFT OPERATON,2181-AIRCRAFT OPERATION
2100.0,TRANSPRTATION GROUP,2100-TRANSPORTATION GROUP,2183.0,AIR NAVIGATION,2183-AIR NAVIGATION
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2185.0,AIRCRW TECHNICIAN,2185-AIRCREW TECHNCIAN
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2186.0,TECHNICAL SYSTEMS PROGRAM MANAGER,2186-TECHNICAL SYSTEMS PROGRAM MANAGER
2100.0,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2199.0,TRANSPORTATIO STUDENT TRAINEE,2199-TRANSPORTATION STUDENT TRAINEE
2200.0,INFORMATION TECHNOLOGY ROUP,2200-INFORMATION TECHNOLOGY GROUP,2210.0,INFORMATION TECHNOLOGY MANAGEMENT,2210-INFORMATION TECHNOLOGY MANAGEMENT
-893.0,INFORMATION TECHNOLOGY GROUP,2200-INFORMATION TECHNOLOGY GROUP,2299.0,INFORMATION TECHNOLOGY STUDENT TRAINEE,2299-INFORMATIONTECHNOLOGY STUDENT TRAINEE
