season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
2018-2019,201934,08/24/19,Upper Southern,Influenza_A,2,230,0.87
218-2019,201934,08/24/19,Upper Southern,Influenza_B,0,230,0.0
2018-2019,201934,08/24/19,Upper Southenr,Total_Influenza,2,230,0.87
20182019,201934,08/24/r19,Upper Southern,RSV,2,230,0.87
2018-20h19,201934,08/24/91,Upper Soutehrn,Adenovirus,7,204,3.43
2018-2019,133453,08/24/91,Upper Southern,Coronavius_HKU1,0,111,0.0
2018-2019,159268,08/24/19,Upper Southern,Coronavirus_NL63,0,111,0.0
2018-2019,246704,08/24/1p9,Upper Southern,Coronavirus_OC43,0,111,0.0
2018-2019,107648,08/24/19,Uppehr Southern,Coronavirus_229E,0,111,0.0
208-2019,201934,08/24/19,Upper Soulthern,Coronavirus_UnknownType,0,111,0.0
2018-20a19,201934,08/24/19,eUpper Southern,Total_Coronavirus,0,111,0.0
2018-2019,201934,08/24/19,Upper Southern,Enterovirus_Rhinovirus,36,204,17.65
2018-2019,201934,08/24/1q9,Upper Southern,HMPV,1,204,0.49
2018-2019,201934,08/24/19,Upper Southern,Parainfluena_1,7,204,3.43
2018-2019,201934,08/24/19,Upper Southern,Parainfluenza_2,1,204,0.49
201-82019,201934,08/24/19,Upper Southern,Parainfluenza_3,4,204,1.96
2018-2019,201934,0/24/19,Upper Southern,Parainfluenza_4,1,204,0.49
2018-2019,201934,08/2419,Upper Southern,Parainfluenza_UnknownType,0,204,0.0
2018-2019,201934,08/2h4/19,Upper Southern,Total_Parainfluenza,13,204,6.37
2018-209,201934,0/824/19,Upper/Lower Southern,Influenza_A,0,0,0.0
2018-2019,201934,08/y24/19,Upper/Lower Southern,Influenza_B,0,0,0.0
2018-2019,201934,08/2/19,Uppr/Lower Southern,Total_Influenza,0,0,0.0
2018-2019,201934,0/824/19,Upper/Lower Southern,RSV,0,0,0.0
2018-2019,272497,08/24/19,Upper/Lower Southern,Adenovirus,0,0,0.0
018-2019,201934,08/24/19,Upper/Lower Southern,Coronavirus_HKU1,0,0,0.0
2018-2019,201934,08/24/19,Upper/Lower Southern,Coronavirus_NL63,0,0,0.0
2018-2019,201934,80/24/19,nUpper/Lower Southern,Coronavirus_OC43,0,0,0.0
i2018-2019,201934,08/24/19,Upper/Lower Southern,Coronavirus_229E,0,0,0.0
2018-2019,201934,8/24/19,Upper/Lower Southern,Coronavirus_UnknownType,0,0,0.0
0218-2019,201934,08/24/19,Upper/Lower Southern,Total_Coronavirus,0,0,0.0
2018-2019,201934,08/24/19,Upper/Lower Southern,Enteroviurs_Rhinovirus,0,0,0.0
c2018-2019,284752,08/24/19,Upper/Lower Soutehrn,HMPV,0,0,0.0
2018-2019,201934,08/24/19,Upper/Lower Southern,Parainfluenza_1,0,0,0.0
2018-2019,201934,08/24/19,Upper/Lower Southern,Parainfluenza_2,0,0,0.0
2018-201v9,279367,08/24/19,Upper/Lower nSouthern,Parainfluenza_3,0,0,0.0
2018-2019,201934,08/24/91,Upper/Lower Southern,Parainfluenza_4,0,0,0.0
2018-2019,201934,08/4/19,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,0.0
2018-2019,133647,08/24/19,Upper/Lower Southern,Total_Parainluenza,0,0,0.0
2018-2019,201935,08/31/19,Bay Area,Influenza_A,5,212,2.36
2018-2019,201935,083/1/19,Bay Area,Influenza_B,5,212,2.36
2018-2019,201935,08/31/19,BayArea,Total_Influenza,10,212,4.72
2018-2019,245470,08/31/19,Bay Area,RSV,2,212,0.94
2018-2019,201935,08/31/19,Bay Area,Aednovirus,6,183,3.28
2018-2019,201935,08/31/19,Bay Area,Coronavirus_HKU1,0,0,0.0
2018-2019,205948,08/31/19,Bay Area,Coornavirus_NL63,0,0,0.0
2018-2019,201935,083/1/19,Bay Area,Coronavirus_OC43,0,0,0.0
2018-2019,201935,08/31/19,Bay rAea,Cronavirus_229E,0,0,0.0
201s8-2019,201935,08/31/19,Bay Area,Coronavirus_UnknownType,0,0,0.0
2018-2019,201935,08/31/1f9,BayA rea,Total_Coronavhirus,0,0,0.0
2018-2019,201935,08/31/1i9,Bay Area,Enterovirus_Rhinovirus,41,183,22.4
2018-2019,201935,08/31/19,Bay Area,HMPV,1,183,0.55
20k18-2019,201935,08/31q/19,Bay Area,Parainfluenza_1,3,183,1.64
2018-2019,201935,08/31/1v9,Bay Area,Parainfluenzap_2,0,183,0.0
2018-2019,201935,08/31/x19,Bay Area,Parainfluenza_3,2,183,1.09
201-82019,201935,08/31/9,Bay Area,Parainfluenza_4,0,183,0.0
2018-2019,201935,08/13/19,Bay Area,Parainfluenza_UnknonType,0,183,0.0
2018-2019,201935,08/31/19,Bay Area,Total_Parainfluenza,5,183,2.73
2018-2019,201935,08/31/19,California,Influennza_A,11,889,1.24
2018-2019,201935,08/31/19,California,Influenza_B,7,889,0.79
2018-2019,201935,0r8/31/19,Caifornia,Total_Influenza,18,889,2.02
2018-2019,201935,08/31/19,California,RSV,3,864,0.35
201l8-2019,216277,08/31/19,Calfiornia,Adenovirus,32,780,4.1
2018-2019,201935,08/31/19,California,Coornavirus_HKU1,1,426,0.23
2018-2019,201935,08/31/19,Calixfornia,CoronavirusNL63,0,426,0.0
2018-2019,201935,08/31/19,California,Coronavirus_OC43,0,426,0.0
2018-20y19,201935,08/3/119,Califrnia,Coronavirus_229E,1,426,0.23
20182-019,201935,8/31/19,Californai,Coronavirus_UnknownType,1,426,0.23
2018-2019,201935,08/31/1w9,California,Total_Coronavirus,3,426,0.7
2018-2019,287668,08/31/19,Caldifornia,Enterovirus_Rhinovirus,203,796,25.5
2018-2019,201935,08/31/19,California,HMPV,5,780,0.64
2018-2091,201935,08/31/19,California,Parainfluenza_1,13,780,1.67
2018-2019,201935,08/31/19,California,Parainfluenza_2,0,780,0.0
2018-2019,201935,08/3/19,California,Parainfluenza_3,6,780,0.77
2018-j2019,301701,08/31/19,California,Parainfluenza_4,2,780,0.26
2018-2019,170645,08/31/19,California,Parainfluenza_nUknownType,0,780,0.0
2018-2019,201935,08/31/19,Califorina,Total_Parainfluenza,21,780,2.69
2018-2019,201935,08/31/19,Central,Influeza_A,0,64,0.0
2018-2019,201935,08/31/19,Central,Influenza_uB,0,64,0.0
2018-2019,201935,08/31/19,Cntral,Total_Influenza,0,64,0.0
2018-2091,201935,08/31/19,Central,RSV,0,64,0.0
2018-2019,201935,08/31/19,Central,Adenovirus,3,64,4.69
2018-2019,201935,08/31/19,Central,Coronavmirus_HKU1,1,45,2.22
2018-2019,201935,08/31/19,Central,Coronavirus_NL63,0,45,0.0
2018-2019,201935,08/31/19,Central,Coronavirus_OC43,0,45,0.0
2018-2019,201935,08/31/19,Central,Coronavirus_229E,1,45,2.22
2018-2019,201935,08/31/19,Censtral,Coronavirus_UnknownType,0,45,0.0
2018-2019,201935,08/31/19,entral,Total_Coronavirus,2,45,4.44
2018-2019,201935,08/31/19,Central,Enterovirus_Rhinovirus,30,64,46.88
2018-2019,201935,08/31/19,Central,HMPV,1,64,1.56
2018-2019,201935,0/31/19,Central,Parainfluneza_1,1,64,1.56
y2018-2019,291567,0/31/19,Central,Parainfluenza_2,0,64,0.0
2018-2019,201935,08/31/19,Central,Parainfluenza_3,0,64,0.0
2018-2019,114810,08/31/19,Cenetral,Parainfluenza_4,0,64,0.0
2018-2019,201935,08/31/91,Central,Parainfluenza_UnknownType,0,64,0.0
2018-2019,201935,08/31/19,Central,Total_Parainfluenza,1,64,1.56
2018-2019,201935,08/31/19,Loer Southern,InfluenzaA_,2,238,0.84
2018-2019,201935,08/31/19,Lower Southern,Inyfluenza_B,2,238,0.84
2018-2091,109359,08/31/19,Lower Southern,Total_Influenza,4,238,1.68
2018-2019,201935,08/f31/19,Lower Southern,RSV,1,224,0.45
2018-2019,201935,08/31/p19,Lower Southern,Adenovirus,14,206,6.8
2018-2e019,111221,08/31/19,Lower Southern,Coronavirus_HKU1,0,206,0.0
2018-2p019,201935,08/31/19,Lower Southern,Coronavirus_NL63,0,206,0.0
2018-2019,201935,08/31/9,Lower Southern,Coronavirus_OC43,0,206,0.0
2018-2019,201935,08/31/19,Lower Southern,Coroavirus_229E,0,206,0.0
2018-2019,201935,08/3/119,Lower Southren,Coronavirus_UnknownType,0,206,0.0
208-2019,201935,08/31/19,Lower Southern,Total_Coronavirus,0,206,0.0
2018-2019,211136,08/311/9,Lower Southern,Enterovirus_Rhinovirus,34,222,15.32
2018-2019,201935,08/31/19,Lower Southern,HMPV,0,206,0.0
2018-2019,290336,08/31/19,Lower Southern,Parainfluenz_a1,1,206,0.49
201-82019,201935,08/31/19,Lower Southern,Parainfluenza_2,0,206,0.0
2018-2019,201935,08/31/19,Lower Southern,Parainfluenza_3,0,206,0.0
2018-2019,201935,08/31/19,Lower Southern,Parainfluenza_4,0,206,0.0
2018-2019,289637,08/31/19,Loer Southern,Parainfluenza_UnknownType,0,206,0.0
20182-019,201935,z08/31/19,Lower Southern,Total_Parainfluenza,1,206,0.49
2018-019,201935,08/31/19,Northern,Influenza_A,2,40,5.0
2018-2019,201935,08/31/19,Northern,Inflenza_B,0,40,0.0
2018-2019,201935,08/31/91,Northern,Total_Influenza,2,40,5.0
2018-2019,201935,8/31/19,Nortehern,RSV,0,37,0.0
2018-2019,201935,0/831/19,Northern,Adenvirus,3,35,8.57
218-2019,201935,08/1/19,Northaern,Caoronavirus_HKU1,0,0,0.0
2018-2019,201935,08/31/91,Northern,Coronavirus_NL63,0,0,0.0
2018-2019,248687,08/31/19,Northern,Coronavirus_OC43,0,0,0.0
2018-2019,201935,08/31/19,Northen,Coronavirus_229E,0,0,0.0
2018-2019,201935,08/31/19,Northern,Coronavirus_UnknownType,0,0,0.0
2018-2019,201935,08/31/19,Northern,Total_Coronavirus,0,0,0.0
2018-2019,201935,08/31/19,Northern,Enterovirus_Rhinovirus,13,35,37.14
2018-2019,287078,08/31/19,Nolrthern,HMPV,1,35,2.86
2018-2019,201935,08/31/19,Northern,Paarinfluenza_1,0,35,0.0
2018-2019,201935,08/31/19,Northern,Parainfluenza_2,0,35,0.0
2018-2019,177222,0/31/19,Northern,Parainfluenza_3,0,35,0.0
2018-2091,240192,08/31g/19,Northern,Parainfluenza_4,0,35,0.0
2018-2019,201935,08/31/19,Northern,Parainfluenza_UnknownType,0,35,0.0
2018-2091,201935,08/31/19,Northern,Total_Parainfluenza,0,35,0.0
2018-2019,201935,08/31/19,Upper Southern,Influenza_A,2,335,0.6
2018-2091,242653,08/31/19,Upper Southern,Influenza_B,0,335,0.0
2018-2019,201935,08/31/91,pper Southern,Total_Influenza,2,335,0.6
2018-2019,201935,08/31/19,Upper Sothern,RSmV,0,327,0.0
2018-2019,201935,08/31/19,Upper Seouthern,Adeovirus,6,292,2.05
2018-2019,201935,08/31/19,Upper Southern,Coronavius_HKU1,0,175,0.0
201-2019,243799,08/31/19,Upper Southern,Coronaviurs_NL63,0,175,0.0
2018-2019,201935,08/31/19,Uppehr Southern,Coronavirus_OC43,0,175,0.0
2018-2019,201935,08/13/19,Upper Southern,Coronavirus_229E,0,175,0.0
2018-2019,201935,08/31/19,Upper Southern,Coronavirus_UnknownType,1,175,0.57
2018-219,190817,08/31/19,Uppery Southern,Total_Coronavirus,1,175,0.57
2018-2019,201935,08/31/19,Upper Southern,Enterovirsu_Rhinovirus,85,292,29.11
2018-2019,201935,08/31/19,Upper Southern,HMPV,2,292,0.68
2018-2019,201935,08/31/19,Upper Southern,Parainfluenza_1,8,292,2.74
201i8-2019,201935,08/31/19,Upepr Southern,Parainfluenza_2,0,292,0.0
2018-2019,256101,08/3e1/19,Upper Somuthern,Parainfluenza_3,4,292,1.37
2018-2019,253874,08/31/19,Upper Southern,Parainfluenza_4,2,292,0.68
2018-2019,201935,08/31/19,Upper Soutfhern,Parainfluenza_UnknownType,0,292,0.0
2018-2019,201935,08/31/19,Upper bSouthern,Total_Parainfluenza,14,292,4.79
2018-2019,201935,08/31/19,Upper/Lower Southern,Influenqza_A,0,0,0.0
2018u-2019,201935,08/31/19,Upper/Lower Southern,Influenza_B,0,0,0.0
2018-2019,201935,08/31/19,Upper/Lowe rSouthern,Total_Influenza,0,0,0.0
2018-2019,201935,p08/31/19,Upper/Lower Southern,RSV,0,0,0.0
2018j-2019,201935,08/31/9,Upper/Lower Southern,Adenoviruos,0,0,0.0
2018-2019,201935,08/13/19,Upper/Lower Southern,Coronavirus_HKU1,0,0,0.0
2018-2019,201935,08/3119,Upper/Lwer Southern,Coronavirus_NL63,0,0,0.0
2018-2019,295226,08/31/19,Upper/eLower Southern,Coronavirus_jOC43,0,0,0.0
0218-2019,201935,08/3/119,Upper/Lower Southern,Coronavirugs_229E,0,0,0.0
208-2019,201935,08/31/19,Upper/Lower Southern,Coronavirus_UnknownType,0,0,0.0
2018-2019,201935,08/31/19,Upper/Lower Southern,Total_Coronavirus,0,0,0.0
2018-2019,143709,08/13/19,Upper/Lowe Southern,Enterovirus_Rhinovirus,0,0,0.0
2018-2019,201935,08/31/19,Upper/Lower Southern,HPV,0,0,0.0
2018-2091,201935,08/311/9,Upper/Lower Southern,Parainfluenza_1,0,0,0.0
2018-2019,201935,08/31/19,Upper/Lower Southern,Parainfluenza_2,0,0,0.0
2018-2019,201935,08/31/19,Upper/Lower Southern,Parainfoluenza_3,0,0,0.0
2018-2019,201935,08/31/19,Uppe/Lower Southern,Parainfluenza_4,0,0,0.0
2018-2019,201935,08/13/19,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,0.0
2018-2019,201935,08/31/19,Upper/Lower Southern,Total_Parainfluenza,0,0,0.0
2018-2019,201936,09/07/19,Bay Area,Influenza_A,5,270,1.85
2018-2o019,201936,09/0o7/19,Bay Area,Influenza_B,4,270,1.48
2018-2019,116475,09/0/719,Bay Area,Total_Influpenza,9,270,3.33
2018-2019,201936,09/0719,Bawy Area,RSV,2,270,0.74
2018-2019,201936,09/07/19,Bay Area,Adenovirus,4,240,1.67
20182019,201936,09/07/19,Bay Area,Coronxavirus_HKU1,0,0,0.0
2018-2019,201936,09/07/91,Bay Area,Coronavirus_NL63,0,0,0.0
2018-2019,201936,09/0719,Bya Area,Coronairus_OC43,0,0,0.0
2018-2091,201936,09/07/19,Bay Area,Coronavirus_229E,0,0,0.0
2018-2019,201936,09/0/19,Bay Area,Coronavirus_UnknownType,0,0,0.0
20x18-2019,201936,09/07/19,aBy Area,Total_Coronavirus,0,0,0.0
2018-2019,271160,09/0y7/19,Bay Area,Entervirus_Rhinovirus,56,240,23.33
2018-2019,201936,09/07/19,Bay Area,HMPV,0,240,0.0
2018-2019,201936,09/07/19,Bay Area,Parainfluenza_1,3,240,1.25
2018-2019,201936,09/07/19,ay Area,Parainfluenza_2,0,240,0.0
2018-2019,201936,09/07/19,Bay Aea,Parainfluenza_3,1,240,0.42
201d8-2019,201936,09/07/19,Bay Area,Parainfluenza_4,0,240,0.0
2018-2x019,201936,09/07/19,Bay Area,Parainfluenza_UnknownType,0,240,0.0
2018-2109,201936,09/07/19,Bay Area,Total_Parainfluenza,4,240,1.67
2018-2019,201936,09/07/19,California,Influenza_A,8,894,0.89
0218-2019,201936,09/07/19,California,Influneza_B,4,894,0.45
2018-2019,201936,09/07/19,California,Total_Influenza,12,894,1.34
2081-2019,201936,09/07/19,California,RSV,5,873,0.57
2018-2019,172958,09/07p/19,California,Adenovirus,23,765,3.01
2018-2019,135707,09/07/19,California,Coronavirus_HKU1,0,315,0.0
2018-2019,201936,09/07/19,California,Coronhavirus_NL63,0,315,0.0
218-2019,295863,09/07/19,California,Coronavirus_OC43,0,315,0.0
2018-2019,201936,09/07/19,California,Coronavirus_229E,0,315,0.0
2018-2w019,201936,09/07/19,California,Coronavirus_UnknownTyep,0,315,0.0
2018-2019,214749,0/907/19,California,Total_Coronavirus,0,315,0.0
2018-2019,201936,09/07/19,California,Enterovirus_Rhinovirus,198,765,25.88
20182019,201936,0907/19,California,fHMPV,2,765,0.26
2018-2019,201936,090/7/19,California,Parainfluenza_1,21,765,2.75
2018-2019,201936,09/07/19,Caifornia,Parainfluenza_2,1,765,0.13
2018-2019,201936,09/07/19,California,Parainfluenza_3,5,765,0.65
2018-2019,201936,09/07/19,California,Parainfluenza_4,3,765,0.39
208-2019,201936,09/07/19,California,Praainfluenza_UnknownType,0,765,0.0
2018-2019,201936,09/07/19,California,Total_Parainfluenza,30,765,3.92
2018-2019,201936,09/07/19,Central,Influenza_A,0,67,0.0
2018-019,201936,90/07/19,Central,Influenza_B,0,67,0.0
2018-2091,201936,09/07/19,Central,Total_Influenza,0,67,0.0
201i8-2019,259154,09/07/19,Central,RSV,0,66,0.0
2018-2019,194346,09/07/19,Central,Adenovirus,4,66,6.06
2w018-2019,201936,09/07/19,Central,Coronavirus_HKU1,0,53,0.0
2018-2019,201936,09/07/19,Central,Coronavirus_NL63,0,53,0.0
2018-2019,201936,09/07/19,Cetral,Coronavirus_OC43,0,53,0.0
2018-2019,193222,09/07/19,Central,Coronavirus_229E,0,53,0.0
2018-2019,201936,09/07/19,Central,Coronavirus_UnknownType,0,53,0.0
2018-2019,201936,09/0i7/19,Central,Total_Coronavirus,0,53,0.0
2018-2019,201936,09/07/1h9,Central,Enterovirus_Rhinovirus,29,66,43.94
2018-2019,201936,09/07/19,Central,HMPV,0,66,0.0
2018-2019,297996,09/07/19,Cetral,Parainfluenza_1,2,66,3.03
2018-2019,201936,09/07/19,Central,Parainfluenza_2,0,66,0.0
2081-2019,201936,09/07/19,Central,Parainfluenza_3,0,66,0.0
2018-2019,201936,09/07/1d9,Central,Parainfluenza_4,0,66,0.0
2018-2019,201936,09/07/19,Cental,Parainfluenza_UnknownType,0,66,0.0
2018-2019,201936,09/07/19,Central,Ttoal_Parainfluenza,2,66,3.03
2018-2019,241569,09/07/19,Lower Southern,Influenza_A,1,153,0.65
2018-2019,201936,09/07/19,Lower Southenr,Influenza_B,0,153,0.0
2018-2019,239245,09/07/19,Lower Southern,Total_Influena,1,153,0.65
20182-019,201936,09/07/19,Lower Southern,RSV,1,138,0.72
2018-2019,229422,09/07/19,Lwer Southern,Adenovirsu,7,103,6.8
2018-201g9,201936,09/0/19,Lower Southern,Coronavirus_HKU1,0,103,0.0
2018-2019,201936,09/07/19,Lower Southern,Coronavirus_NL63,0,103,0.0
20k18-2019,201936,09/07/19,Lower Southern,Coronavirus_OC43,0,103,0.0
2018-2019,201936,09/07/19,Lower Southern,Coeronavirus_229E,0,103,0.0
2018-2019,201936,09/07/19,Lower Southern,Cornoavirus_UnknownType,0,103,0.0
2018-2019,102149,09/07/91,Lower Southern,Total_Coronavirus,0,103,0.0
2018-2019,201936,09/07/19,Lower Southern,Enterovirus_Rhinvoirus,28,103,27.18
20182019,294924,09/07/19,Lower Southern,HPMV,1,103,0.97
2018-2019,198772,09/07/19,Lower Southern,Parainfluenza_1,4,103,3.88
2018-2019,201936,09/07/19,Lower Southern,Parainfluenza_2,0,103,0.0
2018-2019,146208,09/07/19,Lower Southern,Parainfluenza_3,0,103,0.0
20182019,201936,09/07/19,Lower oSuthern,Parainfluenza_4,1,103,0.97
208-2019,201936,09/07/19,oLwer Southern,Parainfluenza_UnknonType,0,103,0.0
2018-2019,156857,09/07/19,Lower Southern,Total_Parainfluenza,5,103,4.85
2018-2019,201936,09/07/19,Northern,Influenza_A,0,43,0.0
2018-209,201936,09/07/19,Northern,nfluenza_B,0,43,0.0
2018-2019,201936,09/07/1l9,Norcthern,Total_Influenza,0,43,0.0
2018-2019,201936,90/07/19,Northern,RSV,1,41,2.44
2018-2019,201936,09/07/19,Northern,Adenovirus,3,41,7.32
2018-2019,201936,09/07/19,Northern,Cornavirus_HKU1,0,0,0.0
2018-20o19,201936,09/0v7/19,Northern,Coronavirus_NLg63,0,0,0.0
208-2019,199750,09/07/19,Northrn,Coronavirus_OC43,0,0,0.0
2018-2019,201936,09/07/19,Northern,Coronavirus_229E,0,0,0.0
2018-2019,201936,09/07/19,Northern,lCoronavirus_UnknownType,0,0,0.0
2018-2019,201936,09/07/19,Northern,Total_Coronavirus,0,0,0.0
2018-2019,102388,09e/07/19,Northern,Enterovirus_Rhinovirus,15,41,36.59
201d8-2019,201936,09/07/19,Northern,HMPV,0,41,0.0
2018-2019,201936,09/07/19,Nothern,Parainfluenaza_1,0,41,0.0
2018-2019,201936,09/07/19,Northern,Parainfluenza_2,0,41,0.0
2018-2c019,201936,09/07/19,Northern,Parainfluenza_3,2,41,4.88
2018-2019,201936,09/07/19,Northrn,Parainfluenza_4,0,41,0.0
2018-2019,201936,09/07/d19,Northern,Parainfluenza_UnknownType,0,41,0.0
2018-2019,155780,09/07/19,Northern,Total_Parainfluenaz,2,41,4.88
2018-2019,233218,09/07/1a9,cUpper Southern,Influenza_A,2,361,0.55
2018-2019,105529,09/07/19,Upper Southern,Influenza_B,0,361,0.0
2018-2019,302394,09/7/19,Upper Southern,Total_Influenza,2,361,0.55
2018-2019,297542,09/07/19,Upper Southern,RSV,1,358,0.28
2018-2019,147150,09/0719,Upper Southern,Adenovirus,5,315,1.59
2018-2019,128942,09/07/19,Upper Soouthern,Coronavirus_HKU1,0,159,0.0
2018-2019,201936,09/07/19,Upper Southern,Coronavirus_NL63,0,159,0.0
20182-019,201936,09e/07/19,Upper Southern,Coronavirus_CO43,0,159,0.0
2018-2019,201936,09/07/19,Upperw Southern,Coronavirus_229E,0,159,0.0
2018-2019,201936,09/07/19,Upper Southern,Coronavirus_UnknownType,0,159,0.0
2018-2019,262416,09/07/19,Upper Southern,Total_Coronavirus,0,159,0.0
2018-2019,201936,09/r07/19,Upper Southern,Enteruovirus_Rhinovirus,70,315,22.22
2018-2019,201936,09/07/19,Upper Southern,HMPV,1,315,0.32
2018-2019,118492,09/07/19,Uppern Southern,Parainfluenza_1,12,315,3.81
2018-2019,201936,09/07/19,Uppr Southern,Parainfluenza_2,1,315,0.32
0218-2019,228574,09/07/19,Upper Souhtern,Parainfluezna_3,2,315,0.63
2018-2019,201936,09/07/19,Upper Southern,Parainfluenza_4,2,315,0.63
2018-2019,201936,09/07/19,Upper Southern,Parainfluenza_UnknownType,0,315,0.0
2018-2019,201936,9/07/19,Upper Southenr,Total_Parainfluenza,17,315,5.4
2018-2019,298928,09/07/19,Upper/Lower Southern,Influenza_A,0,0,0.0
2018-2091,154108,09/07/19,Uppr/Lower Southern,Influenza_B,0,0,0.0
2108-2019,243107,09/07/19,Upper/Lower Southern,Total_Influenza,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,RSV,0,0,0.0
20e18-2019,176047,09/07/19,Upper/Lower Southern,Adenovirus,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,Coronavirus_HKU1,0,0,0.0
2018-2019,191802,09/07/19,Upper/Lower Southern,Coronavirus_NL63,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,Coronavirus_OC43,0,0,0.0
2018-2019,201936,09/70/19,UpperL/ower Southern,Coronavirus_229E,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,Coronavirus_UnknownType,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,Total_Coronavirsu,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,HMPV,0,0,0.0
2018-2019,227437,09/07/19,Upper/Lower Southesrn,Parainfluenza_1,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,Parainfluenza_2,0,0,0.0
2018-219,257231,09/07/19,Upper/Lower Souhern,Parainfluenza_3,0,0,0.0
2018-209,201936,09/07/19,Upper/Lower Southern,Parainfluenza_4,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,0.0
2018-2019,201936,09/07/19,Upper/Lower Southern,Total_Parainfluenza,0,0,0.0
2018-201y9,201937,09/14/19,ay Area,Influenza_A,3,286,1.05
2018-2091,201937,09/x14/19,Bay Area,Influenza_B,1,286,0.35
20i18-2019,201937,09/14/19,Bay Area,Total_Influenza,4,286,1.4
2018-2019,260741,09/14/19,Bay Area,SV,0,286,0.0
2018-2019,201937,09/14/19,Bay Aera,Adenovirus,2,254,0.79
2018-2019,232229,90/14/19,Bay Area,Coronavirus_HKU1,0,0,0.0
2018-2019,264444,09/14/19,Bay Area,Coronavirus_NL63,0,0,0.0
2018-2019,201937,09/14/19,Bay Area,Coroxnavirus_OC43,0,0,0.0
2018-2019,238364,0j9/14/19,Bay Area,Cornavirus_229E,0,0,0.0
2018-2019,201937,09/14/z19,Bay Area,gCoronavirus_UnknownType,0,0,0.0
2018-2019,201937,9/14/19,Bay rAea,Total_Coronavirus,0,0,0.0
2018-2019,201937,09/14/19,Bay Aea,Enterovirus_Rhinovirus,57,254,22.44
2018-209,236975,09/14/19,Bay Area,MPV,0,254,0.0
2018-2019,201937,09/14/19,Bay rAea,Parainfluenza_1,8,254,3.15
2018-2019,201937,09/14/19,Bay Area,Parainfluenza_2,0,254,0.0
2018-2019,290675,09/14/19,BayArea,Parainfluenza_3,3,254,1.18
2018-2019,201937,09/14/19,Bay Area,Parainfluenza_4,1,254,0.39
2018-2019,201937,09/14/19,Bay Arae,Paraifluenza_UnknownType,0,254,0.0
2018-2019,222153,09/14/19,Bay Area,Total_Parainfluenza,12,254,4.72
201-2019,116775,09/14/19,California,Influenza_A,10,967,1.03
2018-2019,230806,09/14/19,Californai,Influenza_B,1,967,0.1
2018-2019,201937,09/1/19,Caliofrnia,Total_Influenza,11,967,1.14
2018-2019,184538,09/14/19,Cpalifornia,RSV,2,916,0.22
2018-2019,210642,09/14/19,Califonia,Adenovirus,16,781,2.05
201g8-2019,201937,09/14/19,California,Coronavirus_HKU1,0,307,0.0
2018-2019,201937,09/14/1i9,Calinfornia,Coronavirus_NL63,0,307,0.0
2018-2019,201937,09/14/19,alifornia,Coronavirus_OC43,0,307,0.0
2018-2019,251648,09/14/19,California,Coronavirus_229E,0,307,0.0
2018-2019,201937,09/14/19,California,Coronavirus_UnknonwType,1,307,0.33
2018-2019,201937,09/14/19,California,Total_Coronaivrus,1,307,0.33
2018-2019,201937,09/14/19,Californria,Entrovirus_Rhinovirus,226,781,28.94
2018-2019,201937,09/14/19,California,HPV,3,781,0.38
2018-2019,300661,09/14/19,California,Parainfluenza_1,21,781,2.69
2018-2019,201937,09/1/419,California,Parainfluenza_2,1,781,0.13
2018-2019,249277,9/14/19,California,Parainfluenza_3,4,781,0.51
2018-20x19,201937,9/14/19,California,Parainfluenza_4,5,781,0.64
2018-209,212619,09/14/19,California,Parainfluenza_Unknownype,0,781,0.0
2018-2019,201937,09/14/19,California,Toatl_Parainfluenza,31,781,3.97
2018-2019,201937,09/14/19,Central,Influenza_A,0,88,0.0
2018-2019,201937,90/14/19,Central,Inflxuenza_B,0,88,0.0
2018-2019,201937,09/14/19,Central,Total_Influenaz,0,88,0.0
2018-2019,110347,09/14/19,Central,RSV,1,88,1.14
2018-2019,201937,09/14/19,Central,Adenovirus,2,88,2.27
2018-2019,201937,09/14/19,Central,Coronavirus_HKU1,0,64,0.0
2018-2019,201937,09/1/419,Central,Coronavirus_NL63,0,64,0.0
2018-2019,201937,09/14/19,Centrla,Coronavirus_OC43,0,64,0.0
2018-2019,201937,09/14/19,Central,Coronavirus_229E,0,64,0.0
2018-2019,201937,09/14/91,Central,Coronavirus_UnknownType,0,64,0.0
2018-2019,201937,09/14/19,Centravl,Total_Coronavirus,0,64,0.0
2018-2019,226995,09/14/19,Central,Enterovirus_Rhinovirus,42,88,47.73
2018-2019,201937,09/14/19,Central,HMPV,0,88,0.0
2018-2019,127816,091/4/19,Centrapl,Parainfluenza_1,1,88,1.14
