obsid,studyid,studyname,studygroup,specid,specname,estid,estname,pubyear,pubtype,table,depvar_desc,depvar_assessed,funcform,logtype,wqintrx,distgradient,distbuf,distbuf_infer,spatial_fe,spatial_lag,spatial_auto,sampsize,sample_firstyr,sample_lastyr,geog,state,sampextent,hometypes,avgprice,avgprice_unit,census_yr,census_geog,census_geog_name,census_fips,census_inc,census_totpop,census_popcol,census_blk,census_hisp,census_tothh,census_totarea,northeast,midwest,south,west,waterbody,wbsize,wbsizeorig,wbsize_units,wbnum,wbtype,wqvar,avgwqvar,wqvar_units,wqvar_infer,avgwqrorig,avgwqrorig_units,wqvar_type,num_wqvars,other_wqvars,avghmin,avgcmax,avgprctchangepop,avgdist,avgdistorig,avgdistunits,avgwfdummy,avgtime,avgclearlow,wqdesc_var1,wqintx_var1,wqcoef_var1,wqcoef_se_var1,wqcoef_t_var1,wqcoef_sl_var1,wqcoef_desc_var1,wqdesc_var2,wqintx_var2,wqcoef_var2,wqcoef_se_var2,wqcoef_t_var2,wqcoef_sl_var2,wqcoef_desc_var2,wqdesc_var3,wqintx_var3,wqcoef_var3,wqcoef_se_var3,wqcoef_t_var3,wqcoef_sl_var3,wqcoef_desc_var3,wqdesc_var4,wqintx_var4,wqcoef_var4,wqcoef_se_var4,wqcoef_t_var4,wqcoef_sl_var4,wqcoef_desc_var4,wqdesc_var5,wqintx_var5,wqcoef_var5,wqcoef_se_var5,wqcoef_t_var5,wqcoef_sl_var5,wqcoef_desc_var5,wqelast,wqpctdp,elast_sim,elast_sim_se,semi_elast_sim,semi_elast_sim_se,wqelast_comments,wqsemi_comments,cov_assum0
609,32,Liu et al 2017,Liu et al 2017,6,WI Spatial 95,1,Chlorophyll - waterfront,2017,Journal,Table 4,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",1,1,Town fixed effects,1,1,10971,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0195199996232986,mg/L,1,19.52000045776367,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration-95th percentile of summer months across all years (µg/L),NA,.0003999999898952,.0002457000082359,1.628000020980835,,elasticity of chlorophyll concentration at 95th percentile,Interaction of dummy indicating homes within 100 meters of the waterfront and natural log of Chlorophyll Concentration-99th percentile in the Summer Months (µg/L),distance buffer 1,-.0010000000474975,.0004828590026591,-2.071000099182129,.0500000007450581,elasticity of chlorophyll concentration at 95th percentile for homes within 100 meters of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0117119997739792,-.6000000238418579,-.0117174917832017,.0099115371704102,-.6002813577651978,.0005077630048618,,,0
610,32,Liu et al 2017,Liu et al 2017,6,WI Spatial 95,2,Chlorophyll - non-waterfront,2017,Journal,Table 4,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",2,1,Town fixed effects,1,1,10971,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0195199996232986,mg/L,1,19.52000045776367,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration-95th percentile of summer months across all years (µg/L),NA,.0003999999898952,.0002457000082359,1.628000020980835,,elasticity of chlorophyll concentration at 95th percentile,Interaction of dummy indicating homes between 100-750 meters of the waterfront and natural log of Chlorophyll Concentration-95th percentile of summer months across all years (µg/L),distance buffer 2,-.0007999999797903,.0002861229877453,-2.796000003814697,.0099999997764826,elasticity of chlorophyll concentration at 95th percentile for homes 100-750 meters from the waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0078079998493195,-.3999999761581421,-.0077919331379235,.0044158990494907,-.3991768658161163,.0002262240013806,,,0
611,32,Liu et al 2017,Liu et al 2017,7,WI Spatial 90,1,Chlorophyll - waterfront,2017,Journal,Table 4,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",1,1,Town fixed effects,1,1,10971,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0156299993395805,mg/L,1,15.63000011444092,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration-90th percentile of summer months across all years (µg/L),NA,.0003999999898952,.0002830860030372,1.412999987602234,,elasticity of chlorophyll concentration at 90th percentile,Interaction of dummy indicating homes within 100 meters of the waterfront and natural log of Chlorophyll Concentration-99th percentile in the Summer Months (µg/L),distance buffer 1,-.001700000022538,.0008577189873904,-1.98199999332428,.0500000007450581,elasticity of chlorophyll concentration at 90th percentile for homes within 100 meters of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0203189998865128,-1.299999952316284,-.020350681617856,.0130338426679373,-1.302026987075806,.0008338990155607,,,0
612,32,Liu et al 2017,Liu et al 2017,7,WI Spatial 90,2,Chlorophyll - non-waterfront,2017,Journal,Table 4,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",2,1,Town fixed effects,1,1,10971,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0156299993395805,mg/L,1,15.63000011444092,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration-90th percentile of summer months across all years (µg/L),NA,.0003999999898952,.0002830860030372,1.412999987602234,,elasticity of chlorophyll concentration at 90th percentile,Interaction of dummy indicating homes between 100-750 meters of the waterfront and natural log of Chlorophyll Concentration-90th percentile of summer months across all years (µg/L),distance buffer 2,-.0010000000474975,.000450652994914,-2.219000101089478,.0500000007450581,elasticity of chlorophyll concentration at 90th percentile for homes 100-750 meters from the waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0093779992312193,-.6000000238418579,-.0093648731708527,.0054025040008128,-.5991601347923279,.0003456500126049,,,0
613,32,Liu et al 2017,Liu et al 2017,8,WI Spatial 50,1,Chlorophyll - waterfront,2017,Journal,Table 4,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",1,1,Town fixed effects,1,1,10971,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0075590000487864,mg/L,1,7.559000015258789,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration-50th percentile of summer months across all years (µg/L),NA,.0000999999974738,.0009174310253002,.1089999973773956,,elasticity of chlorophyll concentration at 50th percentile,Interaction of dummy indicating homes within 100 meters of the waterfront and natural log of Chlorophyll Concentration-99th percentile in the Summer Months (µg/L),distance buffer 1,-.0049000000581145,.0025063939392567,-1.955000042915344,.0500000007450581,elasticity of chlorophyll concentration at 50th percentile for homes within 100 meters of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0362832024693489,-4.800000190734863,-.036330159753561,.0181647483259439,-4.806212425231934,.0024030630011111,,,0
614,32,Liu et al 2017,Liu et al 2017,8,WI Spatial 50,2,Chlorophyll - non-waterfront,2017,Journal,Table 4,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",2,1,Town fixed effects,1,0,10971,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0075590000487864,mg/L,1,7.559000015258789,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration-50th percentile of summer months across all years (µg/L),NA,.0000999999974738,.0009174310253002,.1089999973773956,,elasticity of chlorophyll concentration at 50th percentile,Interaction of dummy indicating homes between 100-750 meters of the waterfront and natural log of Chlorophyll Concentration-50th percentile of summer months across all years (µg/L),distance buffer 2,-.00089999998454,.0011764710070565,-.7649999856948853,,elasticity of chlorophyll concentration at 50th percentile for homes 100-750 meters from the waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0060471999458969,-.7999999523162842,-.0060999230481684,.0073809488676488,-.8069747686386108,.0009764449787326,,,0
615,32,Liu et al 2017,Liu et al 2017,9,Myopic OLS 99,1,Chlorophyll - waterfront,2017,Journal,Table 6,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",1,1,Town fixed effects,0,0,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0558700002729893,mg/L,1,55.86999893188477,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 99th percentile in the Summer Months (µg/L),NA,.0001999999949476,.0000702246979927,2.848000049591064,.0099999997764826,elasticity of chlorophyll concentration at 99th percentile,Interaction of dummy indicating homes within 100 meters of the waterfront and natural log of Chlorophyll Concentration-99th in the transaction summer (µg/L),distance buffer 1,.0006000000284985,.001185770961456,.5059999823570251,,elasticity of chlorophyll concentration at 99th percentile for homes within 100 meters of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0446959994733334,.800000011920929,.0443564131855965,.0473881103098392,.7939218878746033,.0008481849799864,,,0
616,32,Liu et al 2017,Liu et al 2017,9,Myopic OLS 99,2,Chlorophyll - non-waterfront,2017,Journal,Table 6,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",2,1,Town fixed effects,0,0,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0558700002729893,mg/L,1,55.86999893188477,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 99th percentile in the Summer Months (µg/L),NA,.0001999999949476,.0000702246979927,2.848000049591064,.0099999997764826,elasticity of chlorophyll concentration at 99th percentile,Interaction of dummy indicating homes between 100-750 meters of the waterfront and natural log of Chlorophyll Concentration-99th in the transaction summer (µg/L),distance buffer 2,-.0001999999949476,.000235571002122,-.8489999771118164,,elasticity of chlorophyll concentration at 99th percentile for homes 100-750 meters from the waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,0,0,-5.80852019993e-06,.0126957762986422,-.0001039650014718,.0002272379933856,,,0
617,32,Liu et al 2017,Liu et al 2017,10,Myopic OLS 95,1,Chlorophyll - waterfront,2017,Journal,Table 6,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",1,1,Town fixed effects,0,0,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0431100018322468,mg/L,1,43.11000061035156,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 95th percentile in the Summer Months (µg/L),NA,.0179999992251396,.0064864861778915,2.775000095367432,.0099999997764826,elasticity of chlorophyll concentration at 95th percentile,Interaction of dummy indicating homes within 100 meters of the waterfront and natural log of Chlorophyll Concentration-95th in the transaction summer (µg/L),distance buffer 1,.1749999970197678,.169245645403862,1.034000039100647,,elasticity of chlorophyll concentration at 95th percentile for homes within 100 meters of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,8.320230484008789,192.9999847412109,8.340292930603027,4.892691612243652,193.4653778076172,.1134931966662407,,,0
618,32,Liu et al 2017,Liu et al 2017,10,Myopic OLS 95,2,Chlorophyll - non-waterfront,2017,Journal,Table 6,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",2,1,Town fixed effects,0,0,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0431100018322468,mg/L,1,43.11000061035156,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 95th percentile in the Summer Months (µg/L),NA,.0179999992251396,.0064864861778915,2.775000095367432,.0099999997764826,elasticity of chlorophyll concentration at 95th percentile,Interaction of dummy indicating homes between 100-750 meters of the waterfront and natural log of Chlorophyll Concentration-95th in the transaction summer (µg/L),distance buffer 2,-.0130000002682209,.0203442871570587,-.6389999985694885,,elasticity of chlorophyll concentration at 95th percentile for homes 100-750 meters from the waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.2155500054359436,4.999999046325684,.2147203683853149,1.050950050354004,4.98075532913208,.0243783369660378,,,0
619,32,Liu et al 2017,Liu et al 2017,11,Myopic OLS 90,1,Chlorophyll - waterfront,2017,Journal,Table 6,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",1,1,Town fixed effects,0,0,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.034060001373291,mg/L,1,34.06000137329102,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 90th percentile in the Summer Months (µg/L),NA,.0000999999974738,.0001067240009434,.9369999766349792,,elasticity of chlorophyll concentration at 90th percentile,Interaction of dummy indicating homes within 100 meters of the waterfront and natural log of Chlorophyll Concentration-90th in the transaction summer (µg/L),distance buffer 1,.003000000026077,.0027522940654308,1.090000033378601,,elasticity of chlorophyll concentration at 90th percentile for homes within 100 meters of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1055859997868538,3.100000143051147,.1056558787822723,.0532663241028786,3.102051734924316,.001563897007145,,,0
620,32,Liu et al 2017,Liu et al 2017,11,Myopic OLS 90,2,Chlorophyll - non-waterfront,2017,Journal,Table 6,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",2,1,Town fixed effects,0,0,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.034060001373291,mg/L,1,34.06000137329102,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 90th percentile in the Summer Months (µg/L),NA,.0000999999974738,.0001067240009434,.9369999766349792,,elasticity of chlorophyll concentration at 90th percentile,Interaction of dummy indicating homes between 100-750 meters of the waterfront and natural log of Chlorophyll Concentration-90th in the transaction summer (µg/L),distance buffer 2,-.0000999999974738,.0011494250502437,-.0869999974966049,,elasticity of chlorophyll concentration at 90th percentile for homes 100-750 meters from the waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,0,0,3.36375001098e-06,.0108696212992072,.0000987594976323,.0003191319992766,,,0
621,32,Liu et al 2017,Liu et al 2017,12,Myopic OLS 50,1,Chlorophyll - waterfront,2017,Journal,Table 6,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",1,1,Town fixed effects,0,0,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0125399995595217,mg/L,1,12.53999996185303,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 50th percentile in the Summer Months (µg/L),NA,.239999994635582,.1811320781707764,1.325000047683716,,elasticity of chlorophyll concentration at 50th percentile,Interaction of dummy indicating homes within 100 meters of the waterfront and natural log of Chlorophyll Concentration-50th in the transaction summer (µg/L),distance buffer 1,.164000004529953,.387706845998764,.4230000078678131,,elasticity of chlorophyll concentration at 50th percentile for homes within 100 meters of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,5.066160202026367,403.9999694824219,5.049298286437988,5.238736152648926,402.6553649902344,.4177620708942413,,,0
622,32,Liu et al 2017,Liu et al 2017,12,Myopic OLS 50,2,Chlorophyll - non-waterfront,2017,Journal,Table 6,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",2,1,Town fixed effects,0,0,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.0125399995595217,mg/L,1,12.53999996185303,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 50th percentile in the Summer Months (µg/L),NA,.239999994635582,.1811320781707764,1.325000047683716,,elasticity of chlorophyll concentration at 50th percentile,Interaction of dummy indicating homes between 100-750 meters of the waterfront and natural log of Chlorophyll Concentration-50th in the transaction summer (µg/L),distance buffer 2,-.2520000040531158,.3471074402332306,-.7260000109672546,,elasticity of chlorophyll concentration at 50th percentile for homes 100-750 meters from the waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.1504800319671631,-12.00000953674316,-.148800328373909,1.57297420501709,-11.86605548858643,.125436544418335,,,0
623,32,Liu et al 2017,Liu et al 2017,13,Myopic Spat 90,1,Chlorophyll - waterfront,2017,Journal,Table 7,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",1,1,Town fixed effects,1,1,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.034060001373291,mg/L,1,34.06000137329102,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 90th percentile in the Summer Months (µg/L),NA,.0000999999974738,.0001075269974535,.9300000071525574,,elasticity of chlorophyll concentration at 90th percentile,Interaction of dummy indicating homes between 100-750 meters of the waterfront and natural log of Chlorophyll Concentration-90th in the transaction summer (µg/L),distance buffer 1,.001300000003539,.0013598330551758,.9559999704360962,,elasticity of chlorophyll concentration at 90th percentile for homes within 100 meters of waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0476839989423752,1.399999976158142,.0479394644498825,.0504151023924351,1.407500386238098,.0014801849611104,,,0
624,32,Liu et al 2017,Liu et al 2017,13,Myopic Spat 90,2,Chlorophyll - non-waterfront,2017,Journal,Table 7,Adjusted property sale price,0,log-lin,e,NA,"Discrete buffers (0-100 m, 100-750m, 750-1,500m)",2,1,Town fixed effects,1,1,5495,1992,2013,Rhode Island,RI,Waterfront and non-waterfront homes,"Single-family residential properties sold for more than $40,000",348060,2013,2000,state,RI,44000,42090,1048319,177817,46908,90820,408424,2706.3486328125,1,0,0,0,"Narrangansett Bay, RI",384872224,148.6000061035156,sq miles,Single,Estuary,Chlorophyll a,.034060001373291,mg/L,1,34.06000137329102,µg/L,Quantitative,1,0,,,,,,NA,,,,Natural log of Chlorophyll Concentration 90th percentile in the Summer Months (µg/L),NA,.0000999999974738,.0001075269974535,.9300000071525574,,elasticity of chlorophyll concentration at 90th percentile,Interaction of dummy indicating homes within 100 meters of the waterfront and natural log of Chlorophyll Concentration-50th in the transaction summer (µg/L),distance buffer 2,-.0000999999974738,.0007299269782379,-.1369999945163727,,elasticity of chlorophyll concentration at 90th percentile for homes 100-750 meters from the waterfront,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,0,0,-5.46729006601e-06,.0102090425789356,-.0001605190045666,.0002997370029334,,,0
625,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,1,Avg effect,1,Algae - waterfront,2017,Journal,Table 4,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,1,1,Block group fixed effects,0,0,15886,2009,2015,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",148654,2009,2010,county,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH","39011, 39045, 39089, 39091, 39107, 39149",52759.85546875,494692,64668,20731,7179,188381,7554.6083984375,0,1,0,0,"Buckeye Lake, Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",22038188,5445.75,acres,Multiple,LakeRes,Algae,.625,NA,0,.625,NR,Dummy,1,0,,,,,.050000001,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0012000000569969,.0203000009059906,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0001999999949476,.0010000000474975,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1225000023841858,.0498999990522861,1.644949555397034,.0500000007450581,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.1142229586839676,,,-.1134635359048843,.0359704717993736,WQ variable is a dummy. ,,0
626,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,1,Avg effect,2,Algae - non-waterfront,2017,Journal,Table 4,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,2,1,Block group fixed effects,0,0,15886,2009,2015,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",148654,2009,2010,county,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH","39011, 39045, 39089, 39091, 39107, 39149",52759.85546875,494692,64668,20731,7179,188381,7554.6083984375,0,1,0,0,"Buckeye Lake, Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",22038188,5445.75,acres,Multiple,LakeRes,Algae,.625,NA,0,.625,NR,Dummy,1,0,,,,,.25,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0012000000569969,.0203000009059906,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0001999999949476,.0010000000474975,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1225000023841858,.0498999990522861,1.644949555397034,.0500000007450581,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.1141875237226486,,,-.1133895292878151,.0360599718987942,WQ variable is a dummy. ,,0
627,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,2,Spatial het,1,Algae - waterfront,2017,Journal,Table 4,Property sale price,0,log-lin,e,NA,"Discrete buffers(0-20m, 20-300m, and 300-600m) and linear distance",1,1,Block group fixed effects,0,0,15886,2009,2015,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",148654,2009,2010,county,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH","39011, 39045, 39089, 39091, 39107, 39149",52759.85546875,494692,64668,20731,7179,188381,7554.6083984375,0,1,0,0,"Buckeye Lake, Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",22038188,5445.75,acres,Multiple,LakeRes,Algae,.625,NA,0,.625,NR,Dummy,1,0,,,,,.050000001,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0019000000320375,.0206000003963709,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0000999999974738,.0010000000474975,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for homes within 0-20 meters of a lake,distance buffer 1,-.244499996304512,.0869000032544136,2.326582670211792,.0099999997764826,semi-elasticity of months with algae concentration above threshold for homes within 20 meters of lake,Interaction of algae indicator for WHO threshold and indicator for homes within 20-300 meters of a lake,distance buffer 2,-.1202,.066799998,1.2816049,.1,semi-elasticity of months with algae concentration above threshold for homes within 20-300 meters of lake,NA,NA,,,,,NA,,-.3042709529399872,,,-.2988242506980896,.0888941213488579,WQ variable is a dummy. ,,0
