region,region_code,period,tot_e_Rx,tot_e_Rx_thru_ehr,tot_e_Rx_thru_stand_alone,tot_primary_care_e_Rx,tot_non_primary_care_e_Rx,tot_nurse_prac_e_Rx,tot_phys_asst_e_Rx,pct_new_renewal_e_Rx,tot_med_hist_reqs,tot_med_hist_req_resps,pct_pharm_enabled,pct_pharm_e_Rx
Indiana,IN,2010-07,4291,3457,738,,,,,,,,,0.89
Indiana,IN,2010-08,4521,3644,780,,,,,,,,,0.9
Indiana,IN,2010-09,4751,3831,822,,,,,,,,,0.9
Indiana,IN,2010-10,4981,4018,864,,,,,,,,,0.9
Indiana,IN,2010-11,5211,4205,906,,,,,,,,,0.91
Indiana,IN,2010-12,5443,4396,952,2761,2633,826,110,,282487,255810,0.95,0.91
Indiana,IN,2011-01,5617,4546,977,2570,2637,822,132,,271239,245928,0.95,0.91
Indiana,IN,2011-02,5807,4697,1017,2859,2887,897,128,,268453,242951,0.95,0.91
Indiana,IN,2011-03,6130,4950,1085,2878,3191,942,139,,324837,293781,0.95,0.91
Indiana,IN,2011-04,6515,5334,1083,2969,3484,998,141,,304233,273022,0.96,0.91
Indiana,IN,2011-05,7012,5623,1290,3101,3844,1039,157,,349204,315947,0.96,0.92
Indiana,IN,2011-06,7790,5991,1707,3327,4382,1101,181,,399820,349858,0.96,0.93
Indiana,IN,2011-07,7642,6038,1515,3244,4247,1087,176,,393346,357467,0.97,0.94
Indiana,IN,2011-08,7791,6196,1502,3206,4229,1079,180,,507540,450827,0.97,0.96
Indiana,IN,2011-09,7890,6318,1472,3309,4408,1137,185,,488175,424302,0.97,0.96
Indiana,IN,2011-10,8108,6488,1517,3377,4534,1172,193,,493410,435848,0.97,0.96
Indiana,IN,2011-11,8271,6623,1550,3439,4622,1178,190,,490787,436863,0.96,0.96
Indiana,IN,2011-12,8413,6762,1543,3521,4678,1211,198,,557107,501810,0.96,0.96
Indiana,IN,2012-01,8488,6882,1502,3510,4748,1219,197,,605573,544833,0.96,0.96
Indiana,IN,2012-02,8445,6867,1471,3510,4714,1220,201,,587689,529403,0.96,0.96
Indiana,IN,2012-03,8655,7065,1482,3599,4812,1258,209,,591322,535509,0.96,0.96
Indiana,IN,2012-04,8794,7209,1482,3629,4914,1274,220,,680154,619763,0.96,0.95
Indiana,IN,2012-05,8965,7338,1513,3688,5023,1307,226,,748306,700922,0.96,0.95
Indiana,IN,2012-06,9117,7449,1519,3722,5127,1329,235,,745625,696109,0.98,0.98
Indiana,IN,2012-07,9162,7636,1405,3689,5095,1347,233,,850335,777592,0.96,0.98
Indiana,IN,2012-08,9426,7922,1389,3745,5255,1389,236,,908828,837403,0.98,0.98
Indiana,IN,2012-09,9563,8103,1336,3808,5312,1411,237,,774741,731155,0.98,0.98
Indiana,IN,2012-10,9830,8379,1324,3874,5467,1438,241,,1145007,1050223,0.98,0.98
Indiana,IN,2012-11,9917,8468,1313,3904,5505,1464,240,,981292,895105,0.98,0.98
Indiana,IN,2012-12,10015,8574,1308,3954,5532,1485,236,,936355,849554,0.98,0.97
Indiana,IN,2013-01,10098,8688,1287,3993,5557,1504,243,,1072667,976595,0.98,0.97
Indiana,IN,2013-02,10316,8883,1307,4063,5700,1535,271,,948679,844812,0.98,0.98
Indiana,IN,2013-03,10403,9014,1267,4071,5761,1546,281,,976619,891635,0.98,0.98
Indiana,IN,2013-04,10459,9097,1242,4094,5800,1565,281,,1002193,899795,0.98,0.98
Indiana,IN,2013-05,10518,9216,1179,4104,5844,1564,284,,957423,923715,0.98,0.98
Indiana,IN,2013-06,10621,9388,1102,4126,5900,1581,285,,1083314,1043457,0.98,0.97
Indiana,IN,2013-07,10750,9590,1036,4109,5923,1610,291,,1535314,1494276,0.98,0.97
Indiana,IN,2013-08,11006,9846,1021,4658,6322,1780,316,,1065073,1020106,0.98,0.97
Indiana,IN,2013-09,11115,10150,828,4677,6414,1805,332,,985656,942325,0.98,0.97
Indiana,IN,2013-10,11258,10269,841,4678,6535,1822,341,,1190327,1145889,0.97,0.97
Indiana,IN,2013-11,11343,10452,743,4723,6561,1868,333,,1173194,1132558,0.97,0.97
Indiana,IN,2013-12,11543,10714,672,4764,6709,1910,351,,1308054,1258480,0.97,0.97
Indiana,IN,2014-01,11597,10772,686,4773,6746,1925,357,,1250554,1194755,0.97,0.97
Indiana,IN,2014-02,11668,10886,635,4903,6752,1962,371,,1004247,937102,0.97,0.97
Indiana,IN,2014-03,11746,10892,660,4957,6772,2019,381,,1003070,914885,0.97,0.96
Indiana,IN,2014-04,11768,10988,616,4923,6820,2036,371,,1101457,1006109,0.98,0.97
Kansas,KS,2008,,,,,,,,0.03,,,,
Kansas,KS,2009,,,,,,,,0.11,,,,
Kansas,KS,2010,,,,,,,,0.2,,,,
Kansas,KS,2011,,,,,,,,0.34,,,,
Kansas,KS,2012,,,,,,,,0.49,,,,
Kansas,KS,2013,,,,,,,,0.6,,,,
Kansas,KS,2008-12,642,456,94,276,270,89,13,,,,0.63,0.6
Kansas,KS,2009-01,700,502,105,,,,,,,,,0.61
Kansas,KS,2009-02,758,548,116,,,,,,,,,0.63
Kansas,KS,2009-03,816,594,127,,,,,,,,,0.64
Kansas,KS,2009-04,874,640,138,,,,,,,,,0.65
Kansas,KS,2009-05,932,686,149,,,,,,,,,0.67
Kansas,KS,2009-06,990,732,160,,,,,,,,,0.68
Kansas,KS,2009-07,1048,778,171,,,,,,,,,0.69
Kansas,KS,2009-08,1106,824,182,,,,,,,,,0.7
Kansas,KS,2009-09,1164,870,193,,,,,,,,,0.72
Kansas,KS,2009-10,1222,916,204,,,,,,,,,0.73
Kansas,KS,2009-11,1280,962,215,,,,,,,,,0.74
Kansas,KS,2009-12,1340,1013,230,639,653,177,75,,,,0.78,0.76
Kansas,KS,2010-01,1407,1067,242,,,,,,,,,0.77
Kansas,KS,2010-02,1474,1121,254,,,,,,,,,0.77
Kansas,KS,2010-03,1541,1175,266,,,,,,,,,0.78
Kansas,KS,2010-04,1608,1229,278,,,,,,,,,0.78
Kansas,KS,2010-05,1675,1283,290,,,,,,,,,0.79
Kansas,KS,2010-06,1744,1339,304,847,882,253,117,,57251,48464,0.82,0.8
Kansas,KS,2010-07,1848,1428,318,,,,,,,,,0.81
Kansas,KS,2010-08,1952,1517,332,,,,,,,,,0.82
Kansas,KS,2010-09,2056,1606,346,,,,,,,,,0.82
Kansas,KS,2010-10,2160,1695,360,,,,,,,,,0.83
Kansas,KS,2010-11,2264,1784,374,,,,,,,,,0.84
Kansas,KS,2010-12,2368,1878,391,1132,1184,335,163,,130058,111389,0.86,0.85
Kansas,KS,2011-01,2415,1918,401,1055,1174,329,167,,243081,224367,0.86,0.85
Kansas,KS,2011-02,2476,1983,401,1187,1232,364,177,,183579,134780,0.86,0.85
Kansas,KS,2011-03,2620,2099,419,1265,1297,371,182,,167272,125378,0.87,0.85
Kansas,KS,2011-04,2776,2256,428,1342,1373,407,200,,132460,112184,0.87,0.86
Kansas,KS,2011-05,3019,2400,527,1428,1534,427,227,,142124,122582,0.88,0.87
Kansas,KS,2011-06,3396,2583,716,1569,1788,483,252,,163151,136474,0.88,0.87
Kansas,KS,2011-07,3390,2608,693,1567,1758,477,253,,166560,145963,0.88,0.87
Kansas,KS,2011-08,3503,2734,675,1533,1736,473,246,,187567,162521,0.89,0.88
Kansas,KS,2011-09,3554,2824,639,1634,1833,504,261,,202201,171619,0.9,0.89
Kansas,KS,2011-10,3628,2866,675,1636,1903,506,271,,188845,161098,0.9,0.89
Kansas,KS,2011-11,3714,2998,631,1686,1930,508,275,,188286,159913,0.9,0.89
Kansas,KS,2011-12,3816,3063,667,1722,1991,518,295,,731743,704974,0.9,0.89
Kansas,KS,2012-01,3841,3115,641,1736,2007,534,302,,232825,203624,0.9,0.89
Kansas,KS,2012-02,3900,3175,644,1760,2036,540,314,,217406,189498,0.91,0.91
Kansas,KS,2012-03,3910,3184,649,1766,2036,547,311,,217515,191089,0.92,0.91
Kansas,KS,2012-04,4028,3291,655,1807,2109,571,323,,232096,204878,0.92,0.91
Kansas,KS,2012-05,4182,3427,678,1900,2160,571,341,,242235,219127,0.92,0.91
Kansas,KS,2012-06,4291,3520,695,1914,2251,595,358,,254747,231798,0.92,0.92
Kansas,KS,2012-07,4292,3567,648,1875,2244,591,352,,262340,228901,0.93,0.92
Kansas,KS,2012-08,4383,3677,629,1910,2275,591,365,,312092,270474,0.93,0.92
Kansas,KS,2012-09,4478,3787,610,1914,2354,597,361,,264486,215924,0.93,0.92
Kansas,KS,2012-10,4539,3838,623,1943,2374,605,358,,475073,401241,0.93,0.92
Kansas,KS,2012-11,4607,3896,631,1945,2441,608,365,,324634,263801,0.93,0.92
Kansas,KS,2012-12,4637,3921,631,1967,2438,616,382,,337194,273896,0.93,0.92
Kansas,KS,2013-01,4643,3946,619,1962,2445,613,386,,536934,452843,0.93,0.93
Kansas,KS,2013-02,4666,3984,608,1959,2467,619,382,,430592,339379,0.93,0.93
Kansas,KS,2013-03,4741,4058,609,1976,2506,627,387,,448098,369741,0.93,0.92
Kansas,KS,2013-04,4779,4101,605,1996,2516,630,406,,402519,320819,0.94,0.93
Kansas,KS,2013-05,4800,4114,612,2003,2531,632,403,,367576,309309,0.94,0.93
Kansas,KS,2013-06,4840,4205,556,2026,2532,657,406,,437762,369961,0.93,0.92
Kansas,KS,2013-07,4918,4283,559,2014,2570,661,407,,491239,399376,0.93,0.93
Kansas,KS,2013-08,4993,4361,558,2296,2672,710,414,,561714,484537,0.93,0.93
Kansas,KS,2013-09,5121,4521,521,2356,2731,736,433,,424371,356368,0.93,0.93
Kansas,KS,2013-10,5146,4566,496,2358,2744,734,435,,1120362,1042674,0.93,0.94
Kansas,KS,2013-11,5212,4686,443,2378,2785,760,454,,782292,715404,0.94,0.94
Kansas,KS,2013-12,5250,4722,443,2393,2799,760,450,,754949,689710,0.94,0.93
Kansas,KS,2014-01,5293,4765,451,2422,2812,773,467,,381714,316208,0.94,0.94
Kansas,KS,2014-02,5320,4791,451,2485,2833,799,482,,312458,246861,0.94,0.93
Kansas,KS,2014-03,5329,4801,442,2480,2838,816,472,,327245,237864,0.94,0.93
Kansas,KS,2014-04,5383,4868,433,2494,2875,821,493,,382979,276866,0.94,0.94
Kentucky,KY,2008,,,,,,,,0.03,,,,
Kentucky,KY,2009,,,,,,,,0.08,,,,
Kentucky,KY,2010,,,,,,,,0.15,,,,
Kentucky,KY,2011,,,,,,,,0.28,,,,
Kentucky,KY,2012,,,,,,,,0.44,,,,
Kentucky,KY,2013,,,,,,,,0.59,,,,
Kentucky,KY,2008-12,742,566,146,338,308,96,27,,,,0.68,0.65
Kentucky,KY,2009-01,799,604,164,,,,,,,,,0.66
Kentucky,KY,2009-02,856,642,182,,,,,,,,,0.67
Kentucky,KY,2009-03,913,680,200,,,,,,,,,0.68
Kentucky,KY,2009-04,970,718,218,,,,,,,,,0.69
Kentucky,KY,2009-05,1027,756,236,,,,,,,,,0.7
Kentucky,KY,2009-06,1084,794,254,,,,,,,,,0.7
Kentucky,KY,2009-07,1141,832,272,,,,,,,,,0.71
Kentucky,KY,2009-08,1198,870,290,,,,,,,,,0.72
Kentucky,KY,2009-09,1255,908,308,,,,,,,,,0.73
Kentucky,KY,2009-10,1312,946,326,,,,,,,,,0.74
Kentucky,KY,2009-11,1369,984,344,,,,,,,,,0.75
Kentucky,KY,2009-12,1427,1028,367,645,713,192,77,,,,0.79,0.76
Kentucky,KY,2010-01,1495,1073,389,,,,,,,,,0.77
Kentucky,KY,2010-02,1563,1118,411,,,,,,,,,0.78
Kentucky,KY,2010-03,1631,1163,433,,,,,,,,,0.78
Kentucky,KY,2010-04,1699,1208,455,,,,,,,,,0.79
Kentucky,KY,2010-05,1767,1253,477,,,,,,,,,0.8
Kentucky,KY,2010-06,1836,1300,500,915,907,295,107,,157596,139868,0.83,0.81
Kentucky,KY,2010-07,1944,1376,532,,,,,,,,,0.82
Kentucky,KY,2010-08,2052,1452,564,,,,,,,,,0.82
Kentucky,KY,2010-09,2160,1528,596,,,,,,,,,0.83
Kentucky,KY,2010-10,2268,1604,628,,,,,,,,,0.83
Kentucky,KY,2010-11,2376,1680,660,,,,,,,,,0.84
Kentucky,KY,2010-12,2488,1757,692,1218,1255,447,142,,286477,248551,0.87,0.85
Kentucky,KY,2011-01,2584,1840,708,1096,1307,440,133,,283090,243634,0.88,0.86
Kentucky,KY,2011-02,2689,1907,745,1322,1343,500,154,,318942,273484,0.88,0.86
Kentucky,KY,2011-03,2802,1984,785,1342,1437,509,160,,343169,288103,0.89,0.86
Kentucky,KY,2011-04,2954,2089,834,1370,1560,555,175,,305779,263870,0.9,0.89
Kentucky,KY,2011-05,3360,2272,1058,1511,1823,592,191,,344234,301424,0.91,0.89
Kentucky,KY,2011-06,4319,2732,1557,1848,2437,752,243,,350759,293904,0.91,0.9
Kentucky,KY,2011-07,4086,2669,1389,1781,2271,725,239,,331792,290387,0.92,0.91
Kentucky,KY,2011-08,4244,2838,1381,1772,2254,712,236,,398998,339800,0.92,0.91
Kentucky,KY,2011-09,4334,3023,1283,1876,2404,750,251,,409498,345870,0.93,0.92
Kentucky,KY,2011-10,4489,3172,1286,1906,2517,773,259,,414941,357980,0.93,0.92
Kentucky,KY,2011-11,4653,3283,1337,1955,2624,812,256,,463011,401048,0.93,0.92
Kentucky,KY,2011-12,4755,3366,1356,1967,2703,826,255,,515615,454042,0.93,0.93
Kentucky,KY,2012-01,4756,3455,1277,1951,2710,813,256,,546089,479686,0.94,0.93
Kentucky,KY,2012-02,4833,3546,1264,1976,2760,843,259,,510818,452700,0.94,0.93
Kentucky,KY,2012-03,4995,3699,1269,2020,2882,876,266,,511546,456976,0.94,0.94
Kentucky,KY,2012-04,5218,3903,1285,2106,3021,912,278,,494178,443313,0.94,0.93
Kentucky,KY,2012-05,5487,4114,1344,2210,3167,933,292,,592596,549103,0.94,0.93
Kentucky,KY,2012-06,5678,4277,1371,2297,3256,977,299,,517124,471716,0.95,0.94
Kentucky,KY,2012-07,5740,4436,1276,2285,3301,995,311,,581507,521017,0.94,0.94
Kentucky,KY,2012-08,5923,4658,1234,2349,3375,1019,313,,749721,672432,0.95,0.94
Kentucky,KY,2012-09,6113,4911,1173,2411,3466,1042,320,,691990,625502,0.96,0.95
Kentucky,KY,2012-10,6390,5188,1171,2507,3616,1087,334,,960178,840947,0.96,0.95
Kentucky,KY,2012-11,6531,5346,1153,2562,3667,1114,342,,1129749,1004116,0.96,0.95
Kentucky,KY,2012-12,6648,5464,1155,2595,3729,1115,350,,1023879,911713,0.96,0.95
Kentucky,KY,2013-01,6753,5616,1109,2614,3812,1151,363,,1024637,891257,0.96,0.95
Kentucky,KY,2013-02,6834,5753,1054,2620,3865,1157,356,,1015207,863514,0.96,0.96
Kentucky,KY,2013-03,7054,6023,1004,2673,4009,1196,358,,982235,861158,0.96,0.95
Kentucky,KY,2013-04,7187,6161,999,2720,4088,1226,361,,919741,784956,0.97,0.96
Kentucky,KY,2013-05,7246,6226,992,2749,4111,1250,364,,933683,869805,0.96,0.96
Kentucky,KY,2013-06,7362,6365,960,2785,4173,1284,371,,906560,833347,0.96,0.95
Kentucky,KY,2013-07,7450,6512,907,2774,4166,1280,378,,894454,821218,0.96,0.95
Kentucky,KY,2013-08,7582,6683,870,3148,4420,1328,407,,1353498,1268833,0.96,0.95
Kentucky,KY,2013-09,7706,6895,776,3216,4474,1382,417,,1024995,938028,0.97,0.96
Kentucky,KY,2013-10,7781,6989,752,3242,4509,1406,420,,1108700,1020257,0.96,0.96
Kentucky,KY,2013-11,7793,7039,713,3260,4491,1433,409,,1016681,945399,0.97,0.96
Kentucky,KY,2013-12,7835,7092,693,3276,4502,1434,417,,1015078,944482,0.97,0.96
Kentucky,KY,2014-01,7861,7136,661,3282,4508,1482,426,,1106149,1030995,0.96,0.96
Kentucky,KY,2014-02,7962,7241,654,3407,4546,1519,441,,857593,767379,0.97,0.96
Kentucky,KY,2014-03,8029,7371,554,3437,4576,1536,445,,1266385,1116095,0.97,0.96
Kentucky,KY,2014-04,8080,7447,532,3437,4620,1560,437,,1147535,976256,0.97,0.97
Louisiana,LA,2008,,,,,,,,0.03,,,,
Louisiana,LA,2009,,,,,,,,0.07,,,,
Louisiana,LA,2010,,,,,,,,0.12,,,,
Louisiana,LA,2011,,,,,,,,0.19,,,,
Louisiana,LA,2012,,,,,,,,0.32,,,,
Louisiana,LA,2013,,,,,,,,0.45,,,,
Louisiana,LA,2008-12,744,383,355,277,331,48,2,,,,0.6,0.58
Louisiana,LA,2009-01,802,428,367,,,,,,,,,0.59
Louisiana,LA,2009-02,860,473,379,,,,,,,,,0.6
Louisiana,LA,2009-03,918,518,391,,,,,,,,,0.61
Louisiana,LA,2009-04,976,563,403,,,,,,,,,0.62
Louisiana,LA,2009-05,1034,608,415,,,,,,,,,0.63
Louisiana,LA,2009-06,1092,653,427,,,,,,,,,0.64
Louisiana,LA,2009-07,1150,698,439,,,,,,,,,0.65
Louisiana,LA,2009-08,1208,743,451,,,,,,,,,0.66
Louisiana,LA,2009-09,1266,788,463,,,,,,,,,0.67
Louisiana,LA,2009-10,1324,833,475,,,,,,,,,0.68
Louisiana,LA,2009-11,1382,878,487,,,,,,,,,0.69
Louisiana,LA,2009-12,1444,926,506,599,779,134,25,,,,0.71,0.71
Louisiana,LA,2010-01,1502,978,511,,,,,,,,,0.72
Louisiana,LA,2010-02,1560,1030,516,,,,,,,,,0.73
Louisiana,LA,2010-03,1618,1082,521,,,,,,,,,0.73
Louisiana,LA,2010-04,1676,1134,526,,,,,,,,,0.74
Louisiana,LA,2010-05,1734,1186,531,,,,,,,,,0.75
Louisiana,LA,2010-06,1793,1242,538,759,1024,176,40,,142042,128859,0.76,0.76
Louisiana,LA,2010-07,1862,1298,551,,,,,,,,,0.77
Louisiana,LA,2010-08,1931,1354,564,,,,,,,,,0.77
Louisiana,LA,2010-09,2000,1410,577,,,,,,,,,0.78
Louisiana,LA,2010-10,2069,1466,590,,,,,,,,,0.78
Louisiana,LA,2010-11,2138,1522,603,,,,,,,,,0.79
Louisiana,LA,2010-12,2211,1581,616,877,1316,250,54,,205646,182278,0.8,0.79
Louisiana,LA,2011-01,2259,1666,578,816,1327,255,57,,214247,188033,0.8,0.79
Louisiana,LA,2011-02,2326,1707,603,898,1409,284,60,,205403,178385,0.81,0.79
Louisiana,LA,2011-03,2410,1780,611,916,1474,290,60,,284220,254730,0.82,0.8
