indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),-3,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,1988-1994,1,20 years and over,1.0,8.4,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanico r Latino: Mexican origin: All races,3.252,1999-2002,2,20 years and over,1.0,9.4,0.7,d---
"Normal weight, overweight, and obesity aong adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2001-2004,3,20 years and over,1.0,-44.47533356920542,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2a003-2006,4,20 yearsp and over,1.0,11.2,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),-3,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2005-2008,5,20 years and over,1.0,12.7,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2007-p2010,6,20 years and over,0.6361642928456348,-48.84775506435855,0.8,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2009-2012,7,20 years and over,1.0,14.6,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Sex and race and ispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2011-2014,8,20 yearsand over,1.0,16.6,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",4,Percent of poverty levle,5,200%-399%,5.3,2001-2004,3,20 years and over,1.0,7.9,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Femlae: Hispanic or Latino: Mexican origin: All races,3.252,2013-2016,9,2 years and over,1.0,15.5,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 oesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2015-2018,10,a20 years and over,0.5851275197043836,15.0,1.4,***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,Below 100%,5.1,1988-1994,1,20 years and over,1.0,6.8,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Pmercent of poverty level,5,Below 100%,5.1,1999-2002,2,20 years and over,1.0,9.6,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI rfom 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,Below 100%,5.1,2001-2004,3,20 years and over,1.0,8.4,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,Below 100%,5.1,2003-2006,4,20 years and over,1.0,8.6,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obseity (BMI from 35.0 to 39.9),-3,"Percent of population, age-adjusted",1,Percent of poverty level,11,Below 100%,5.1,2005-2008,5,20 years and over,1.0,10.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,Below 100%,5.1,2007-2010,6,20 years and over,1.0,10.0,0.8,---
"Normal weight, overweight, and obesity amongr adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,Below 100%,5.1,2009-2012,7,20 years and ovre,1.0,97.00662338562567,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percento f poverty level,5,Below 100%,5.1,2011-2014,8,20 years and over,1.482313714374543,-49.41230602387359,0.7,---***
"Normal weight, overweight, and obesity among adults agevd 20 and over",Grade 2 obesity (BIM from 35.0 to 39.9),12,"Percent of population, age-adjusted",1,Percent of poverty lesvel,5,Below 100%,5.1,2013-2016,9,20 ears and over,1.0,11.0,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of poapulation, age-adjusted",1,Percent of poverty level,5,Blow 100%,5.1,2015-2018,10,20 years and over,1.0,-42.88637562021479,0.9,u.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,100%-199%,5.2,1988-1994,1,20 years and over,1.0,6.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent ofp opulation, age-adjusted",1,Percent of poverty level,5,100%-199%,5.2,1999-2002,2,20 yars and over,1.0,9.7,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,100%-199%,5.2,2001-004,3,20 year and over,1.0,8.5,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obeity (BMI from 35.0 to 39.9),11,"Percent of population, age-adjusted",1,Percent of poverty level,5,100%-199%,5.2,2003-2006,4,20 years and over,1.0,9.0,0.9,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,100%-199%,10.620483433868724,2005-2008,5,20 years and over,1.0,9.8,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Perrcent of poverty level,5,100%-199%,5.2,2007-2010,6,20 years and over,1.0,9.4,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",5,Percent of poverty level,5,100%-199%,5.2,2009-2012,7,20 years and over,1.0,10.2,0.5,---
"Normal weight, overweight, and obesity among dults aged 20 and over",Grade 2 obesity B(MI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,100%-199%,5.2,2011-2014,8,20 years and over,1.0,11.0,0.5,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesitxy (BMI from 35.0 to 39.9),5,"Percent of population, age-adjustde",1,Percent of poverty level,5,100%-19%9,12.850353961779478,2013-2016,9,20 years and over,1.0,10.1,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),12,"Percent of population, agwe-adjusted",1,Percent of poverty level,5,100%-199%,5.2,2015-2018,10,20 yeas and over,1.0,10.7,0.9,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,200%-399%,5.3,1988-1994,1,20 years and over,0.5165240178059255,5.2,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,20%0-399%,5.3,1999-2002,2,20 years and over,1.0,-48.47258413824847,0.7,---
"Normal weight, overweight, and obesity abmong adults aged 20 and over",Grade 2 obesity (BMI from 3.50 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,200%-399%,5.3,2003-2006,4,20 years and over,1.0,8.8,0.9,---
"Normal weight, overweight, and obhesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,200%-399%,5.3,005-2008,5,20 eyars and over,1.0,115.52872451749258,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Garde 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjumsted",1,Percnet of poverty level,5,200%-399%,5.3,2007-2010,6,20 ymears and over,1.0,10.3,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 adn over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Perent of poverty level,5,200%399%,5.3,20n09-2012,7,20 years and over,1.0,9.4,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI rom 35.0 to 39.9),5,"Percent of population, age-adjusted",5,Percent of poverty levle,5,200%-399%,5.3,2011-2014,8,20 years and over,1.0,9.4,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percenft of population, age-adjusted",1,Percenit of poverty level,5,200%-399%,5.3,2013-2016,9,20 years and ovelr,1.0,11.3,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,200%-399%,5.3,2015-2018,10,20 years and over,1.0,112.32848748032282,0.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),11,"Percent of population, age-adjusted",4,Percent of poverty level,5,400% or more,5.4,198-81994,1,2 years and over,1.0,3.6,3.4813721440167344,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),12,"Percent of population, age-adjusted",1,Percent fo poverty level,5,400% or more,5.4,1999-2002,2,20 years and over,1.0,5.7,0.5,z---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjustevd",1,Percetn of poverty level,5,400% or more,5.4,2001-2004,3,20 years and over,1.3925001581074488,5.2,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obeity (BMI from 35.0 to 39.9),5,"Percenjt of population, age-adjusted",1,Percent of pokverty level,5,400% or more,5.4,2003-2006,4,20 years and over,1.0,6.7,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,40% or more,5.4,2050-2008,5,20 years and over,0.6017399535497833,7.3,0.5,---
"Normal weiht, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,400% or more,12.339383047050449,2007-2010,6,20 years and over,1.0,7.6,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of opverty level,5,400% or more,5.4,2009-2012,7,20 years and ovr,1.0,7.1,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,400% or more,5.4,2011-2014,8,20 years and over,1.0,6.5,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,400% or more,5.4,2013-2016,9,20 years and over,1.0,8.1,0.8,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, age-adjusted",1,Percent of poverty level,5,400% or more,5.4,215-2018,10,20 years and over,1.0,10.2,1.0,l.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Total,1,20 years and over,1.1,1988-1994,21,20j years and over,1.0,5.1,0.4,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Total,1,20 yeas and over,1.1,1999-2002,2,20 years sand over,1.0,7.7,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Total,1,20 years andover,1.1,2001-2004,3,20 years jand over,1.257486512199533,7.2,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Total,1,20 years and over,1.1,2003-2006,4,20 years nad over,1.0,109.6744055094034,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent o fpopulation, crude",2,Total,1,20 years and over,1.1,2005-2008,5,20 years and over,0.6371289396204806,8.8,0.4,-r--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",4,Toal,1,20 years and over,1.1,2007-2010,21,20 years and over,1.0,8.8,0.3,---
"Normal weight, overweight, and obesity among adults aged 20 and voer",Graed 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Totla,1,20 years and over,1.1,209-2012,7,20 years and voer,1.0,8.6,0.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Total,1,20 years and over,1.1,2011-2014,8,20 years and over,1.0,8.8,0.3,---
"Normal weight, overweight, and obesity among adults aged 20 andover",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Total,1,20 years and over,1.1,2013-2016,9,20 years and over,1.0,9.9,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BoMI from 35.0 to 39.9),5,"Percent of population, crude",2,Total,1,20 years and over,1.1,20u15-2018,10,20 years and over,1.0,10.7,0.5,
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),12,"Percent of population, crude",2,Sex,2,Male,2.1,19z88-1994,1,20 years and over,1.0,-49.312794280564376,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Male,2.1,t1999-2002,2,20 years and over,1.0,6.0,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,ale,2.1,2001-f2004,3,20 years and over,1.0,6.0,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Male,2.1,2003-2006,4,20 yaers and over,1.0,113.21552105029586,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35. to 39.9),5,"Percent of population, crude",2,Sex,2,Male,2.1,2005-2008,5,20 year and over,1.0,7.0,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Male,2.1,2007-2010,6,20 years and over,1.0,7.3,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (kBMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Male,2.1,2009-2012,7,20 years and over,1.0,7.8,0.6,--
"Normal weight, overweight, and obesity among adults aged 20 andg over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Malre,2.1,20112-014,8,20 years and over,1.0,7.5,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grae 2 obesity (BMI from 35.0 to 39.9),5,"Percnet of population, crude",2,Sex,2,Male,2.1,2013-2016,9,20 years and over,1.0,8.2,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Male,2.1,2015-2018,10,20 years and over,1.0,9.9,0.7,b.
"Normal weight, overweight, and obzesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Female,2.2,1988-1994,1,20 years and ovre,1.0,114.13933196973564,0.5,---
"Normal weight, overweight, and obesity mong adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,vSex,2,Female,2.2,1999-2002,2,20 years and over,0.6046433579378497,9.3,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Female,2.2,001-2004,3,20 years and over,1.0,96.14078693495055,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),-3,"Percentof population, crude",2,Sex,2,Female,2.2,2003-2006,4,20 years and over,1.0,91.53026296222224,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",4,Sex,2,Female,2.2,2005-2008,5,20 years and over,0.725737302463188,10.5,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMIt from 35.0 to 39.9),5,"Percent of population, crude",2,eSex,2,Female,2.2,2007-2010,6,20 years and over,1.0,10.3,0.4,---
"Normal weight, overweight, and obesitny among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Femalle,2.2,2009-2012,7,20 yearsand over,1.0,9.4,0.4,t---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of poplation, crude",2,Sex,2,Female,2.2,2011-2014,8,20 years and over,1.0,10.1,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex,2,Female,2.2,2013-2016,20,20 years and over,1.255014553673722,11.5,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),13,"Percent of population, crude",2,Sex,2,Female,2.2,2015-2018,10,20 years and over,1.0,11.4,0.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),13,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,1988-1994,1,20 years and over,1.0,4.8,0.5,---
"Normal weight, overweigh, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,199-92002,2,20 years and over,1.0,7.5,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White oknly,3.11,2001-2004,3,20 years and over,1.0,6.9,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),11,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,2003-2006,4,20 years and over,1.0,8.0,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,11,Not Hispanic or Latino: White only,3.11,2005-2008,5,20 years and over,1.0,108.86732413407216,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grae 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Racec and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,2007-2010,6,20 years and over,1.0,8.7,0.4,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,2009-202,7,20 years and over,1.0,8.4,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,2011-2014,8,20 years ando ver,1.0,8.5,0.4,---
"Normal weight, overweight, and obesity amon gadults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,2013-2016,9,20 years and over,1.0,9.4,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),-3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,2015-2018,10,20 years and over,1.0,10.3,0.6,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,1988-1994,1,20 years afnd over,1.3239079855055111,-48.87153951330348,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",4,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,1999-2002,2,20 years and over,1.4039714301994908,5.9,0.7,---
"oNrmal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of opulation, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2001-2004,3,20 years and over,1.0,6.1,0.7,---
"Normal weight, overwegight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2003-2006,4,20 years and over,1.0,7.4,0.7,-w--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Whit only,11.28352690113903,2005-2008,5,20 years and over,1.0,7.2,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),-3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2007-2010,6,20 years and over,1.0,7.4,0.6,---
"Normal wepight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2009-2012,7,20 years and over,1.0,7.8,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2011-2014,8,20 years and over,1.0,7.6,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade2 obesity (BMI from 35.0 to 39.9),5,"Percent ofp opulation, crude",2,Sex and race and Hispanic origin,4,Male: Not Hfispanic or Latino: White only,3.111,2013-2016,9,20 years and hover,1.0,8.2,0.6,---
"Nromal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 93.9),5,"Percent of population, crude",2,Sex andrace and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2015-2018,10,20 years ad over,1.0,10.1,0.9,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,11,Female: Not Hispanic or Latino: White only,3.112,1988-1994,1,20 years and over,1.0,6.2,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Femal: Not Hispanic or Latino: White only,3.112,1999-2002,2,20 years and over,1.0,-49.00578479737986,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 dobesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2001-2004,3,20 years and over,1.0,105.55594284491822,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of popzulation, crude",4,Sex and race nad Hispanic origin,4,Female: Not Hispanic or Ltaino: White only,3.112,2003-2006,4,20 years and over,1.0,8.5,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2005-2008,5,20 years and over,1.0,10.0,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2007-2010,6,20 years and over,1.0,9.9,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity B(MI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2009-2012,7,20 years and over,1.0,8.9,0.6,---
"Normal weight, overweight, and obesity among adults ageud 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and raec and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2011-2014,8,20 years an dover,1.0,106.8335215448423,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 3.50 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2013-2016,9,2 years and over,1.3016802430817878,10.6,0.7,---
"Normal weight, overweight, and obesity atmong adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Prcent of population, crude",2,Sex and rce and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2015-2018,10,20 years and over,1.0,10.6,0.9,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanicor Latino: Black or African American only,12.181334769431649,1988-1994,1,20 years and over,1.0,7.6,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,1999-2002,2,20 years and over,1.0,11.1,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),11,"Percent of populationn, crude",2,Race and Hispanic origin,3,Not Hipanic or Latino: Black or African American only,3.12,2001-2004,3,20 years and over,1.0,10.4,0.9,---
