OBJECTID,ID305B,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,SHAPE_Length
608,CT6000-64_01,2010,Fourmile River (Seymour)-01,"From mouth at Housatonic River (Lake Housatonic) DS of Route 34 crossing, US to Great Hill Reservoir outlet dam (parallel with Route 188), Seymour.",1,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5299.26279314951
609,CT6009-00_01,2010,Carse Brook (Sharon)-01,"From mouth at confuence with Housatonic River (DS Route 7 crossing), US to headwaters (US of West Cornwall Road crossing), Sharon.",4.67,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,24647.3025307861
610,CT6012-00_01,2010,Kent Falls Brook (Kent)-01,"From mouth at confluence with Housatonic River (just DS of Route 7 crossing), US to Carter Road crossing, Kent. ",1.16,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6150.48425406617
611,CT6021-00_01,2010,Kettletown Brook (Southbury)-01,"From mouth at confluence with Housatonic River (Lake Zoar), US to confluence with unnammed tributary (just US of Kettletown State Park beach access road), Southbury.",0.39,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2082.23368427298
612,CT6024-00_01,2010,Means Brook (Shelton)-01,"From mouth at confluence with Farmill River (parallel with Huntington Street), US to Means Brook Reservoir outlet dam (US of Chamberlain Drive crossing), Shelton.",2.55,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13453.9207900098
613,CT6024-00_02,2010,Means Brook (Shelton)-02,"From inlet to Means Brook Reservoir (just DS of  Saw Mill City Road crossing), US to East Village Road crossing (NOTE: Aqueduct connects HW to Hurds Brook), Shelton.",3.2,01100005,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,16894.911280959
614,CT6302-01_01,2010,Bog Meadow Brook (Sharon)-01,"From mouth at confluence with Mill Brook (at Mitchell Town Road crossing), US to Ford Pond outlet dam (parallel to Route 4), Sharon.",1.13,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5975.40872436807
615,CT6700-27_01,2010,Fenn Brook (Roxbury)-01,"From mouth at confluence with Shepaug River (just DS of Route 67 crossing), US to HW (parallel to Painter Hill Road), Roxbury.",2.6,01100005,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,13739.7544023099
616,CT6903-00_01,2010,Nickelmine Brook (Torrington)-01,"From mouth at confluence with West Branch Naugatuck River-03 (just DS of Norfolk Road crossing, US to Allen Dam Reservoir INLET (US of University Drive crossing), Torrington.
",1.13,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5944.49218427988
617,CT6903-00_02,2010,Nickelmine Brook (Torrington)-02,"From Allen Dam Reservoir INLET (end of segment-01), Torrington, US to Hatchaluchi Reservoir INLET (beginning of segment-03), Goshen.  ",2.61,01100005,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,13797.6946405602
618,CT6903-00_03,2010,Nickelmine Brook (Goshen)-03,"From inlet to Hatchaluchi Reservoir, US to HW (parallel to East Street), Goshen.  ",1.71,01100005,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,9045.5293012532
619,CT6911-00_01,2010,Hancock Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (segment-04) DS of Huntingdon Avenue and RailRoad crossings, US to Hancock Pond outlet dam (between Sheffield Street and RailRoad), Waterbury.",1.06,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5605.08923867806
620,CT6911-00_02,2010,Hancock Brook (Waterbury)-02,"From Hancock Pond OUTLET dam (between Sheffield Street and RailRoad), Waterbury, US to Hancock Brook Lake outlet dam (US of Greystone Pond and Greystone Road crossing), Plymouth.",2.19,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11572.7001597766
621,CT6911-00_03,2010,Hancock Brook (Plymouth)-03,"From Hancock Brook Lake area INLET (DS of RailRoad crossing and Meyers Pond), Plymouth, US to HW above Allentown Road crossing, Bristol.",5.08,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,26846.9127040118
622,CT6915-00_01,2010,Fulling Mill Brook (Naugatuck)-01,"From mouth at confluence with Naugatuck River (segment-02) DS of Route 8 crossing, US to Maple Hill Road crossing, Naugatuck.",1.51,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7985.31995794197
623,CT6915-00_02,2010,Fulling Mill Brook (Prospect)-02,"From Maple Hill Road crossing, Naugatuck, US to HW at Salem Road Pond Dam on Brewster Pond (parallel to Salem Road), Prospect.",2.06,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10897.0437471496
624,CT6917-00_02,2010,Long Meadow Pond Brook-02,"From Thurston Pond outlet dam just US of Rubber Avenue crossing  (outlet of Naugatuck Ice Company Pond), US to Neumann Street crossing, Naugatuck.",0.91,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4804.4573024132
625,CT6917-00_03,2010,Long Meadow Pond Brook-03,"From Neumann Street crossing, US to Gunntown Road crossing, Naugatuck.",2,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10574.7039700893
626,CT6918-00_01,2010,Beacon Hill Brook (Naugatuck)-01,"From mouth at confluence with Naugatuck River, just DS of Route 8 crossing, US to confluence with Marks Brook, parallel with Margaret Circle, Naugatuck.",2.45,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12937.2727446095
627,CT6918-00_02,2010,Beacon Hill Brook (Bethany)-02,"From confluence with Marks Brook, parallel with Margaret Circle, Naugatuck, US to Long Hill Reservoir outlet dam (US of Route 63 and parallel to Edwards Road) Bethany.",1.57,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8308.93627356234
628,CT7000-16_01,2010,Muddy Brook (Westport)-01,"From mouth at confluence with Mill Creek (LIS Estuary segment) on DS side of I95 Exit 18 ramp, US to HW (just US of Route 15 crossing), Westport.",4.17,01100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,22023.2276713905
629,CT7301-00_02,2010,Comstock Brook (Wilton)-02,"From confluence with Barretts Brook (outlet for Popes Pond, parallel to Route 33, at intersection with Signal Hill Road), US to HW (just west and parallel with Grey Rocks Road), Wilton.",2.29,01100006,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,12077.6708013451
630,CT7411-09_01,2010,Pemberwick Brook (Greenwich)-01,"From mouth at confluence with Byram River (segment-01) just DS of Pemberwick Road crossing, US to Indian Spring Pond outlet dam (US of Glenville Road crossing), Greenwich.",0.97,01100006,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5145.27180575124
631,CT7411-09_02,2010,Pemberwick Brook (Greenwich)-02,"From Indian Spring Pond OUTLET dam (US of Glenville Road crossing), US to HW (just south of Lismore Lane and Round Hill Road intersection), Greenwich.",1.83,01100006,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9669.50457723164
632,CT5306-01_02,2010,Silver Brook (Orange)-02,"From confluence with Trout Brook (just US of Smith Farm Road crossing), US to HW (west side of Dogburn Road, near Woodbridge town line), Orange.",3.1,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,16368.5617568909
633,CT5302-00_01,2010,Mill River (Hamden)-01,"From Footbridge  off of Park Road (US extent of saltwater influence), US to Lake Whitney outlet dam, Hamden. (Segment is tidally affected, but not saltwater).",0.41,01100004,Fully Supporting,Fully Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2139.52011473113
634,CT6018-00_01,2010,Pond Brook (Newtown)-01,"From mouth at confluence with Lake Lillononah (just DS of Pond Brook Road crossing), US to confluence with Dingle Brook, Newtown.",0.17,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,913.555393734048
635,CT6900-37_01,2010,Kinneytown Brook (Seymour)-01,"From mouth at confluence with Naugatuck River (DS of Route 8 crossing), US to first Tributary on East, Seymour.",0.89,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4700.48032866209
636,CT4201-00_01,2010,Watchaug Brook (Somers)-01,"From mouth at confluence with Scantic River (DS of Watchaug Road crossing), US to CT/MA state border, Somers.",2.1,01080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,11072.1869053022
637,CT4205-00_01,2010,Buckhorn Brook (Enfield)-01,"From mouth at confluence with Scantic River, US to marsh (US of Town Farm Road crossing) near inlet from Tobacco Pond No 2, Enfield.",2.02,01080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10680.3845368741
638,CT4300-44_01,2010,Munnisunk Brook (Simsbury)-01,"From mouth at confluence with Farmington River, US to Lake Basile outlet dam (US of Wolcott Road and RailRoad crossings), Simsbury.",0.89,01080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4680.17839829066
639,CT4309-00_02,2010,Cherry Brook (Canton)-02,"From Barbourtown road crossing (segment-01), US to confluence with unnamed tributary (outlet stream for Linsey Pond), just US of Meadow Road crossing, Canton.",0.66,01080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3501.0813243764
640,CT4319-00_01a,2010,"Salmon Brook, West Branch (Granby)-01a","From mouth at confluence with East Branch Salmon Brook (part of Salmon Brook mainstem), DS of Route 10/202 crossing, just to West of Route 189, Granby, US to Bissell Brook (just US of Route 10/202 crossing), Granby.",1.4,01080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7404.36104466737
641,CT6601-00_01,2010,Miry Brook (Danbury)-01,"From mouth at confluence with Still River (just DS of Backus Avenue crossing), Danbury, US to HW at North Ridgebury Pond outlet dam (just US of Aarons Court crossing), Ridgefield.",3.42,01100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18049.6346059587
642,CT6602-00_01,2010,Kohanza Brook (Danbury)-01,"From mouth at confluence with Padanaram Brook (DS of North Street crossing), US to Ridgewood Country Culb Pond outlet dam (adjacent to Franklin Street), Danbury.",1.14,01100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6008.51611713365
643,CT6605-00_01,2010,East Swamp Brook (Bethel)-01,"From mouth at confluence with Limekiln Brook (DS of Shelter Rock Road crossing), US to confluence with Wolf Pit Brook (DS of Taylor Road crossing), Bethel.",2.34,01100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,12345.0325423507
644,CT7109-02_01,2010,"Unnamed Tributary, Sasco Brook (Fairfield)-01","From mouth at confluence with Sasco Brook (DS Route 15 crossing), US to confluence with unnamed tributary, just DS of Merwins Lane crossing, Fairfield.",0.61,01100006,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3230.6589746745
645,CT7200-21_01,2010,Jennings Brook (Weston)-01,"From mouth at confluence with Saugatuck River (DS Davis Hill Road crossing), US to 1st confluence with unnamed tributary adjacent to Treadwell Lane, Weston.",0.73,01100006,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3831.4995533549
646,CT6000-45_01,2010,Wewaka Brook (Bridgewater)-01,"From mouth at confluence with Housatonic River (Lake Lillinonah) just DS of Route 133 crossing, US along Route 133 to outlet of Cider Millpond (dam washed out), Bridgewater.",0.64,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3358.91958642542
647,CT1001-02_01,2010,Pendleton Hill Brook (North Stonington)-01,"Mouth at Spalding Pond portion of Wyassup brook, just DS of Route 49 crossing, US to HW, adjacent to route 49 at Wyassup Road intersection, North Stonington.",5.13,01090005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,27093.6673421123
648,CT2203-00_01,2010,Oil Mill Brook (East Lyme/Waterford)-01,"Mouth on Niantic River, parallel to Oil Mill Road, Waterford/East Lyme town line, US to Route I95 crossing, Waterford. ",0.26,01100003,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1397.45321037766
649,CT2204-03_01,2010,Stony Brook (Waterford)-01,"Mouth on Niantic River, DS of Oswegatchie Road crossing, US to ponded section on US side of Route 1 crossing, Waterford.",0.23,01100003,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1197.80565681871
650,CT3005-01_01,2010,Stony Brook (Montville)-01,"Mouth on Horton Cove portion of Thames River, just DS of Route 32 crossing, US to confluence with unnamed tributary (3005-02), DS of Fitch Hill Road crossing, parallel to Gallivan Lane, Montville.",2.97,01100003,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,15675.4834105967
651,CT3005-01_02,2010,Stony Brook (Montville)-02,"Confluence with unnamed tributary (3005-02), DS of Fitch Hill Road crossing, parallel to Gallivan Lane, US to Stony Brook reseervoir outlet, parallel to Noble Hill Road, Montville.",1.56,01100003,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8234.67160048912
652,CT3103-01_01,2010,Delphi Brook (Stafford)-01,"Mouth at inlet to Staffordville Reservoir, between Delphi Road and Route 19, US to Connecticut/Massachusetts state line, parallel to Route 19, Staffoed.",1.46,01100002,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7720.09032039692
653,CT3108-07_01,2010,Straddle Brook (Andover)-01,"Mouth on Hop River, just DS of Route 6 crossing, US to Cider Mill Pond outlet, just US of Route 316 crossing, Andover.",0.59,01100002,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3104.62106235206
654,CT3108-07_02,2010,Straddle Brook (Andover)-02,"Cider Mill Pond inlet, just US of Route 316 crossing, US to confluence with Massinger Brook, US of Townsend Road crossing, Andover.",1.2,01100002,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6354.66597472921
655,CT3203-10_01,2010,Branch Brook (Eastford)-01,"Confluence with Bigelow Brook, just DS of Westford Road crossing, US to confluence with unnamed Tributary, parallel to Kozy Corner Road, Eastford.",0.76,01100002,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4015.39001944558
656,CT3204-00_01,2010,Stonehouse Brook (Chaplin)-01,"Mouth on Natchaug River, DS of Bedlam Road crossing, US to confluence with East Branch Stonehouse Brook, just over 1 mile US of Tower Hill Road crossing, Chaplin.",3.87,01100002,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,20442.4493444673
657,CT3206-09_01,2010,Gardner Brook (Ashford)-01,"Mouth at Mount Hope River, just DS from Route 89 crossing, US to HW, just US of Fitts Road, Ashford. ",2.74,01100002,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,14482.8425877952
658,CT3404-06_01,2010,Slater Brook (Killingly)-01,"Mouth at Mashentuck Brook, just DS of Burlingame Road crossing, US to HW , US of Bailey Hill Road Crossing, Killingly.",2.6,01100001,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13717.0175841813
659,CT3802-01_01,2010,Unnamed Tributary to Beaver Brook (Scotland)-01,"Mouth on Beaver Brook, just US of Route 14, US to WH parallel to Ziegler Road, Scotland.",3.93,01100002,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,20742.9939900654
660,CT4003-00_05,2010,Freshwater Brook (Enfield)-05,"Confluence with Jawbuck Brook, US to Cresent Lake outlet, Enfield.",2.51,01080205,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13269.0264320576
661,CT4008-03_01,2010,Mott Hill Brook (Glastonbury)-01,"Mouth at confluence with Dark Hollow Brook, above Cold Brook, US to first Mott Hill Road crossing, Glastonbury.",0.56,01080205,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,2967.79663596904
662,CT4011-00_01,2010,Reservoir Brook (Portland)-01,"Mouth on Connecticut River, DS Route 17 crossing, US to Portland Reservoir outlet, parallel to Old Marlborough Turnpike, Portland.",2.81,01080205,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14845.1454313021
663,CT4014-03_01,2010,Ponsett Brook (Haddam)-01,"Mouth at Route 154 crossing, confluence with Candlewood Hill Brook, above Higganum Creek, US to Higganum Reservoir outlet, above Route 31 crossing, Haddam. ",0.38,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1982.5803756212
664,CT4014-03_02,2010,Ponsett Brook (Haddam)-02,"From inlet to Higganum Reservoir, between Route 9 and Route 81, near Nelson Place, US to confluence with Saltpeter Brook, between Route 81 and Dish Mill Road, Haddam.",1.28,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6737.9117532607
665,CT4016-01_01,2010,Roaring Brook No 2 (Lyme/East Haddam)-01,"Mouth at confluence with Hungerford Brook, above Whalebone Creek, just DS of Day Hill Road crossing, Lyme, US to HW at Martin Pond outlet, just US of Mount Parnassus Road crossing, East Haddam.",5.2,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,27454.6896149134
666,CT4016-10_01,2010,Hungerford Brook (East Haddam)-01,"Mouth at confluence with Roaring Brook no2, above Whalebone Creek, near Day Hill Road crossing, US to HW pond between Mill Road and Petticoat Lane, East Haddam.",1.59,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8388.68700803397
667,CT4016-11_01,2010,Hemlock Valley Brook (Lyme/East Haddam)-01,"Mouth on CT-E1_031-SB estuary portion of Connecticut River, just DS of Route 148 crossing, Lyme, US to HW, just US of Bogel Road crossing, parallel to Smith Road, East Haddam.  ",4.9,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,25886.7332533906
668,CT4203-00_01,2010,Gulf Stream (Somers)-01,"Mouth at Scantic River, US to Shady Lake outlet, just US of Route 83 crossing, Somers.",1.88,01080205,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,9929.84189707776
669,CT4203-00_02,2010,Gulf Stream (Somers)-02,"Shady Lake outlet, just US of Route 83 crossing, US to confluence with Lievre Brook, just US of Gulf Road crossing, Somers.",1.3,01080205,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,6844.79213192424
670,CT4300-09_01,2010,Unnamed Tributary to Farmington River (New Hartford)-01,"Mouth on Farmington River (West Branch), parallel to Route 44, US to HW between Johnycake Lane and Burgoyne Heights Road, New Hartford.",1.81,01080207,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9561.17563157721
671,CT4300-10_01,2010,East Mountain Brook (New Hartford)-01,"Confluecne with Farmington River, just DS of Route 44 crossing, US to confluence with Hallock Brook, New Hartford.",0.15,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,810.888796328798
672,CT4300-20_01,2010,Unionville Brook (Farmington)-01 ,"Mouth on Farmington River, DS of River Road crossing, US to Lake Garda outlet, just US of Burlington Road, Farmington.",1.11,01080207,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5871.86909615289
673,CT4300-32_01,2010,Minister Brook (Simsbury)-01,"Mouth on Farmington River, DS of Route 202/10 crossing, US to HW just east of Pine Glen Road, Simsbury.",1.82,01080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,9613.87883251671
674,CT4300-33_01,2010,Russell Brook (Simsbury)-01,"Mouth on Farmington River, DS of Route 10 (202) road crossing, US to HW at White Fondation Pond, parallel to Deer Park Road, Simsbury.",1.25,01080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6625.66563564713
675,CT4300-39_01,2010,Owens Brook (Simsbury)-01,"Mouth on Farmington River, DS of Route 10 (202) road crossing, US to HW parallel to Owens Brook Blvd, between Musket Trail and Winterset Lane intersections with Owens Brook Blvd, Simsbury.",1.05,01080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5553.0783880533
676,CT4300-54_01,2010,Phelps Brook (Windsor)-01,"Mouth at Farmington River, near Apple Tree Lane, US to Route 75 crossing, windsor.",0.39,01080207,Insufficient Information,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,2074.44577306608
677,CT4302-04_01,2010,Rugg Brook (Winchester)-01,"Mouth at inlet to Rugg Brook Reservoir, just DS from Old Waterbury Turnpike crossing, US to HW, US of Route 263 crossing, Winchester.",3.29,01080207,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,17359.3424771638
678,CT4302-05_01,2010,Mill brook (Winchester/Norfolk)-01,"Mouth at Mad River, just DS of Route 44 crossing, Winchester, US to HW, just US of Green Road crossing, Norfolk.",5.31,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,28037.6959715026
679,CT4302-10_01,2010,Colebrook Brook (Winchester/Colebrook)-01,"Confluence with Indian Meadow Brook, just DS of Route 183 crossing, Winchester, US to HW, Colebrook.",3.58,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,18892.498187766
680,CT4302-13_01,2010,Taylor Brook (Winchester)-01,"Mouth on Highland Lake, just DS of Wakefield Boulevard crossing, US to HW, US of Hollow Hill Road crossing, Winchester.",2.12,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11177.2029392651
681,CT4304-00_01a,2010,Sandy Brook (Barkhamsted/Colebrook)-01a,"From mouth at confluence with Farmington River, Barkhamsted, US to confluence with Still River, Colebrook. NOTE this portion was formerly called Still River-01 (CT4303-00_01).",1.35,01080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7129.59550985329
682,CT4308-01_01,2010,Hurricane Brook (Hartland)-01,"Mouth on Barkhamsted Reservoir, just DS of Route 20 crossing, US to HW at Emmons Pond, just US of Hurricane Brook Road crossing, Hartland.",2.24,01080207,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,11817.1524948956
683,CT4308-11_01,2010,Roaring Brook (Barkhamsted)-01,"Mouth at inlet to Barkhamsted Reservoir, parallel to Kettle Brook, US to HW near Pine Mountain road, Barkhamsted.",2.4,01080207,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,12681.0188407552
684,CT4308-13_01,2010,Kettle Brook (Barkhamsted)-01,"Mouth at inlet to Barkhamsted Reservoir, just DS of Ratlum Road crossing, US to HW just US of Route 219 crossing, Barkhamsted.",1.95,01080207,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,10316.8953165504
685,CT4308-15-trib_01,2010,Unnamed Tributary to Beaver Brook (Barkhamsted)-01,"Mouth on Beaver Brook, just DS of Beaver Brook Road crossing, US to HW, US of Beaver Brook Road crossing, Barkhamsted.",0.38,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2014.32396965316
686,CT4309-00_03,2010,Cherry Brook (Canton/Barkhamsted)-03,"Confluence with unnamed tributary, just US of Meadow Road crossing and parallel to Route 179, Canton, US to HW, just US of Route 219 crossing, Barkhamsted.",6.64,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,35047.1205883351
687,CT4309-02_01,2010,Unnamed Tributary to Cherry Brook (Canton)-01,"Mouth on Cherry Brook, just DS from Route 179 crossing, US to outlet of Tiltons Pond, just US of Route 179 crossing, Canton. ",0.38,01080207,Fully Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,2008.23039932779
688,CT4309-05_01,2010,Barbour Brook (Canton)-01,"Mouth on Cherry Brook, just DS from Barbourtown Road crossing, US to confluence with unnamed tributary, US of second Barbourtown Road crossing, Canton.",1.01,01080207,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5345.16095191155
689,CT4310-01_02,2010,Bakerville Brook (New Hartford)-02,"Confluence with Torrington Brook, parallel with Route 202, US to HW near Pearl Rd (above Rt 202 crossing), New Hartford.",3.2,01080207,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,16883.0557762794
690,CT4310-05_01,2010,North Brook (New Hartford)-01,"Mouth on North Nepaug Brook, between Route 219 and Maple Hollow Road, US to HW, between West Hill Road and Stub Hollow Road, New Hartford.",2.51,01080207,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,13271.230882744
691,CT4311-06_01,2010,Punch Brook (Burlington)-01,"Mouth on Burlington Brook at Route 4 crossing, US to Punch Brook Pond outlet, Burlington.",0.65,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3421.96589053102
692,CT4312-01_01,2010,Jim Brook (Canton)-01,"Mouth on Roaring Brook between Washburn Road and Lawton Road, US to HW parallel to Sextons Hollow Road, Canton.",2.23,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11771.5884485612
693,CT4313-00-trib_01,2010,Powder Brook (Harwinton)-01,"Mouth at inlet to Bristol Reservoir No4, Harwinton, US to HW, near Johnny Cake Mountain Road, Burlington.",1.35,01080207,Insufficient Information,Not Assessed,Fully Supporting,Not Assessed,7112.14440452882
694,CT4315-08_01,2010,South Mountain Brook (Bristol)-01,"Mouth on Pequabuck River, just DS of Memorial Boulevard crossing, US to Clayton Manufacturing Dam outlet, parallel to Union Street, Bristol.",0.92,01080207,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4878.67806594886
695,CT4315-08_02,2010,South Mountain Brook (Bristol)-02,"Clayton Manufacturing Dam inlet, parallel to Union Street, US to confluence with unnamed tributary, behind South Side School, near Tuttle Road, Bristol.",0.51,01080207,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2671.35100130744
696,CT4319-03_01,2010,Enders Brook (Granby/Barkhamsted)-01,"Confluence with West Branch Salmon River, adjacent to Route 219, Graby, US to HW, just US of Hayes Road crossing, Barkhamsted.",3.75,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,19801.5903127191
697,CT4319-09_01,2010,Unnamed Tributary to Salmon Brook (Granby)-01,"Mouth on West Branch Salmon Brook, just DS of Simsbury Road crossing, US to HW, west of Weed Hill Road, Granby.",2.23,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11759.8714038164
698,CT4320-01_01,2010,Unnamed Tributary to East Branch Salmon Brook (Granby)-01,"Mouth on East Branch Salmon River, just DS of Route 189 crossing, Granby, US to Connecticut State Border with Massachusetts, parallel with Peck Orchard Road, Hartland.",0.87,01080207,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4573.46753839489
699,CT4320-15_01,2010,Hungary Brook (Granby)-01,"Mouth on Salmon Brook, just DS of Griffin Road crossing, US to Notch Road crossing, Granby.",1.34,01080207,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7086.04300015078
700,CT4401-00_01,2010,Bass Brook (New Britain)-01,"Confluence with Piper Brook, parallel with Route 9, US to outlet of Lower Middle Pond, just US of Route 71 (Hartford Rd) crossing, New Britain.",2.27,01080205,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11996.6627737746
701,CT4403-07_01,2010,South Branch Trout Brook (West Hartford)-01,"Mouth at Trout Brook, under I84 exit 43 ramps, US to entrance of underground section at Park Road crossing, West Hartford.",0.22,01080205,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1173.9139295468
