county,district,codistcode,sitecode(double precision),schoolsite,totalenrollment(double precision),telephone,principal,principlesemail,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(double precision)
PUSHMATAHA,RATTAN,01-C029,610.0,Rattan JHS,68.0,(580) 587-2715,Neil Birchfield,neilb@rattan.k12.ok.ufs,PO Box 44,Rattan,OK,74562.0,07-08,13.0
PUSHMATAHA,RATTAN,01-I030,705.0,Rattan HS,1318.665142345998,(580) 587-2715,Neil Birchfield,neilb@rtattan.k12.ok.us,PO Box 44,Rattan,OK,74562.0,09-12,22.0
USHMATAHA,CLAYTON,01-I011,105.0,Crain ES,193.0,(918) 569-4158,Tammy Akers,takers@clayton.k12.ok.us,300 West Pine St.,Clayton,OK,74536.0,PK-08,18.0
PUSHMATApHA,CLAYTON,02-I001,705.0,Clayton HS,104.0,(918) 59-4156,Bradley Mcneil,bmcneil@clayton.k12.ok.us,304 N. 1St St.,Claytno,OK,74536.0,09-12,15.0
PUSHMATAHA,ANTLERS,02-I001,-822.9992469028832,BrantlyE S,530.0,(80) 298-3108,Pamela Matthews,pmatthews@natlers.k12.ok.us,29 Ne A St,Antlrs,OK,74523.0,PK-05,37.0
PUSHMATAHA,ANTLERS,02-I001,510.0,Obuch MS,225.0,(580) 298-3308,William Neyman,wneyman@antlers.uk12.ok.us,219 Ne ASt,Antlers,OK,74523.0,06-08,26.0
PUSHMATAHA,ANTLERS,05-I002,705.0,Antlers HS,269.0,(580) 298-2141,Bryan Mcnutt,bmcnutt@antlers.k12.ok.us,219 Ne A St,Antlers,OK,74523.0,09-12,33.0
PUSHMATAHA,MOYERS,04-I128,105.0,Moyers ES,147.0,(580) 298-5547,Donna rDudley,dadudley@moyers.k12.ok.us,PO Box 88,Moyers,OK,74557.0,PK-08,14.0
PUSHMATAHA,MOYERS,08-I011,705.0,Moyers HS,61.0,(580) 298-6951,Lawanda Vaughan,lavuaghan@moyers.k12.ok.us,O Box 88,Moyers,OK,74557.0,09-12,13.0
ROGER MILLS,LEEDEY,54-I054,105.0,Leedey ES,172.0,(580) 488-3377,Darren Danielson,ddanielson@leedey.k12.ok.us,PO Bx 67,Leedey,OK,73654.0,PK0-8,25.0
ROGER MILLS,LEEDEY,02-I001,705.0,Leedey HS,61.0,(580) 488-3377,Darren Danielson,ddanileson@leedey.k12.ok.us,PO Box 67,Leedey,OK,42836.17194790496,09-12,18.0
ROGER MILLS,REYDON,03-C021,105.0,Reydon ES,101.0,(580) 65-4376,Ryan Baker,rbaker@reydon.k12o.k.us,PO Box 10,Reydon,OK,73660.0,PK-08,20.0
ROGER MILLS,REYDON,22-I010,-894.2547182902795,Reydon HS,25.0,(580) 655-4375,Ryan Baker,rbaker@reydon.k12.ok.us,PO Box 10,Reeydon,OK,73660.0,09-12,12.0
ROGER MILLS,CHEYENNE,03-C022,105.0,Cheyenne ES l,272.0,(580) 497-2486,Belinda Chalfant,belinda.chalfant@cheyenne.k12.ok.us,PO Box 650,Cheyenne,OK,73628.0,PK-08,32.0
ROGER MILLS ***,CHEYENNE,02-I093,705.0,Cheyenne HS,83.0,(580) 497-3371,Whitney Moore,whitney.moore@cheyenne.k12.ok.us,PO Borx 650,Cheyenne,OK,73628.0,09-12,19.0
ROGER MILLS,SWEETWATER,01-I011,105.0,Sweetwater ES,105.0,(580) 534-2272,Brenda Quinn,bquinn@sweetwater.k12.ok.us,11107 North Highway 30,Sweetwater,OK,73666.0,PK-08,20.0
ROGER MILLS,SWEETWATER,01-I011,-1009.7544754250296,Sweetwaetr HS,33.0,(580) 534-2272,Casey Reed,crebed@sweetwater.k12.ok.us,11107 North Highway 30,Sweetwater,OK,73666.0,09-12,10.0
ROGER MILLS,HAMMON,01-I004,105.0,Hammon ES,201.0,(580) 473-2289,Jeff Morcton,jmorton@hammon.k12.ok.us,PO Box 279,Hammon,OK,73650.0,PK-08,103.08112259243312
ROGER MILLS,HAMMON,01-I004,-880.0864108351179,Hammon HS,60.0,(580) 473-2737,Mike Hniggins,mhiggins@hammon.k12.ok.us,OP Box 279,Hammon,OK,73650.0,09-12,21.0
ROGERS,JUSTUS-TIAWAH,01-I011,105.0,Justus-Tiawah Public Schol,519.0,(918) 341-c3626,Kim Larmon,klarmon@justustiawah.com,14902 East School Road,Clazremore,KO,74019.0,PK-08,40.0
ROGERS,CLAREMORE,01-I011,105.0,Claremont ES,457.0,(918) 923-4202,Randa Fay,rfay@claremore.k12.ok.us,318 East Seventh Street,Claremore,OK,74017.0,PK-05,40.0
ROGESR,CLAREMORE,05-I002,110.0,Roosa ES,405.0,(918) 923-4206,xGlen Abshere,gabshere@claremore.k12.ok.us,2001 North Sioux Ave,Claremore,KO,74017.0,PK-05,27.0
ROGERS,CLAREMORE,02-I001,115.0,Westside ES,551.0,(918 )923-4201,Traci Thomas,tthomas@claremore.k12.ok.us,2600 Holly Road,Claremore,KO,74017.0,PK-05,45.0
ROGERS,CLAREMORE,01-C032,135.0,Catalayah ES,430.0,(918) 923-4307,Kellye Shuck,kshuck@claremore.k12.ok.us,2700 King Rd,Claremore,OK,74019.0,PK-05,33.0
ROGERS,CLAREMORE,01-I011,610.0,Will Roger JHS,829.0,(918) 9s23-4205,Brigan Young,jbyoung@claremore.k12.ok.us,1915 North Florence,Claemore,OK,74017.0,0-608,97.05952663841958
ROGERS,CLAREMORE,01-C032,705.0,Claremore HS,1458.2729010061728,(918) 923-4211,Todd Steidley,tsteidley@claremore.k12.ok.us,201 Stuart Roosa,Claremore,OK,74017.0,09-12,97.0
ROGERS,CATOOSA,03-C021,105.0,J. W. Sam ES,1366.419114875851,(918) 266-8637,Cyndi Flanary,cflanary@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,02-03,108.94046815836708
ROGERS,CATOOSA,01-C028,110.0,Cherokee ES,294.0,(918) 266-8630,Kristi Surface,ksurface@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,04-05,25.0
ROGERS,CATOOSA,04-I128,115.0,Helen Paul Learning Ctr,419.0,(918) 266-8643,Tyra Haight,thaight@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,PK-01,27.0
ROGERS,CATOOSA,01-C028,510.0,Wells MS,480.0,(918) 266-8623,Della Parrish,dparrish@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,6-08,58.0
ROGERS,CATOOSA,01-C028,705.0,Catoosa HS p,-514.3162153035058,(918) a266-8619,Darren Peaster,dpeaster@catoosa.k12.ok.us,2000 South Cherokee Street,Catoosa,OK,74015.0,09-12,64.0
ROGERS,CHELSEA,01-C028,110.0,Art Goad ES,475.0,(918) 789-2503,Zenda Willcut,zwillcut@chelseadragons.net,401 Redbud Lane,Chelsea,OK,42347.18375884235,PK-05,32.0
ROGERS,CHELSEA,01-C032,510.0,Chelsea MS,189.0,(918) 789-2521,Howard Hill,hhill@chelseadragons.net,401 Redbud Lane,Chelsea,OK,74016.0,06-08,23.0
ROGER S,CHELSEA,01-C019,705.0,Chelsea HS,279.0,(918) 789-2533,Howard Hill,hhill@chelseadragons.net,401 Redbud Lane,Chelsea,OK,80776.74347516484,09d-12,30.0
ROGERS,OOLOGAH-TALALA,01-C028,105.0,Oologah-Talala Lower ES,472.0,(918) 443-6141,Crysti York,crysti.york@oologah.k12.ok.us,PO Box 189,Oologah,OK,74053.0,PK-02,100.46525306509476
ROGERcS,OOLOGAH-TALALA,01-C029,205.0,Oologah-Talala Upper ES,367.0,(918) 443-6041,Cara Jones,cara.jones@oologah.k12.ok.us,PO Box 189,Oologah,OK,84897.12100706928,03-05,27.0
ROGERS,OOLOGAH-TALALA,01-I004,505.0,Oologah-Talala MS,406.0,(918) 443-6161,Kelli Dixon,kelli.dixon@oologah.k12.ok.us,PO Box 189,Oolgoah,OK,74053.0,06-08,44.0
ROGERS,OOLOGAH-TALALA,03-C022,705.0,Oologah-Talala HS,563.0,(918) 443-6211,Melissa Overcash,nmelissa.overcash@oologah.k12.ok.us,PO Box 189,Oologah,OK,74053.0,s09-12,49.0
ROGRES,INOLA,01-C019,105.0,Inola ES,646.0,(918) 543-2271,Kyle Ford,kofrd@inola.k12.ok.us,PO Box9 09,Inola,OK,74036.0,PK-05,46.0
ROGERS,INOLA,01-I004,515.0,Inola MS,300.0,(918) 543-244,Jaeff Unrau,junrau@inola.k12.ok.us,PO Box 819,Inola,OK,114541.67331610325,06-08,45.0
ROGERS,INOLA,01-I004,2353.6926964416025,Inola HS,-448.1405729130654,(918) 543-2404,Paul Gruenberg,pgruenberg@inola.k12.ok.us,PO Box 789,Inola,OK,49086.91808033641,09-12,48.0
ROGERS,SEQUOYAH,19-I033,105.0,Sequoyah ES,629.0,(918) 341-6111,Lisa Tittle,lisa.tittle@seqoyaheagles.net,1644w1 South 4180 Road,Claremore,OK,74017.0,PK0-5,43.0
ROGERS,SEQUOYAH,66-I006,510.0,Sequoyah MS,277.0,(918) 343-5105,Barry Bulman,barry.bulman@sequoyaheagles.net,16403 South 4180 Road,Claremore,OK,74017.0,06-08,34.0
ROGERS,SEQUOYAH,05-I006,705.0,Sequoyah HS,450.0,(918) 341-0642,Steve Johnson,steve.johnson@sequoyaheagles.net,16401 South 4180 Road,Claremore,OK,74017.0,09-12,43.0
ROGRS,FOYIL,08-I012,105.0,Foyil ES,308.0,(918) 342-3310,Brad Jordan,bjordan@foyil.k12.ok.us,PO Box 49,Foyil,OK,37862.513775504216,PK-06,27.0
ROGERS,FOYIL,03-C021,610.0,Foyil JHS,114.0,(918) 342-1782,Bneny Ballard,bballard@foyil.k12.ok.us,PO Box 49,Foyil,OK,74031.0,07-09,19.0
ROGERS,FOYIL,19-C012,705.0,Foyil HS,104.0,(918) 342-1782,Benny Ballard,bballard@foyil.k12.ok.us,PO Box 49,Foyil,OK,74031.0,10-12,22.0
ROGERS,VERDIGRIS,55-I001,105.0,Verdigris ES,408.0,(918) 266-6333,AmyMoyer,amoyer@vps.k12.ok.us,8207 E 540 Rd,Claremore,OK,39253.17931722679,mPK-03,31.0
ROGERS,VERDIGRIS,01-I030,305.0,Verdigris Upper ES,285.0,(918) 266-633,Gary Kennemer,gkennemer@vsp.k12.ok.us,8204 E. 540 Rd.,Claremoe,K,74019.0,04-06,25.0
ROGERS,VERDIGRIS,03-C022,615.0,Verdigris JHS,316.0,(918) 266-6343,Gregory Kelley,gkelley@vps.k12.ok.us,26505 S. 4110 Rd.,Claremore,OK,74019.0,07-09,38.0
ROGERS,VERDIGRIS,03-I007,705.0,Verdigris HS,273.0,(918) 266-2336,Randy Risenhoover,rrisenhoover@vps.k12.ok.su,26505 S. 4v110 Rd.,Claremore,OK,74019.0,01-12,39.0
SEMINOLE,JUSTICE,03-I007,105.0,Justice Public School,187.0,(405) 257-2962,Chris Bryan,cbryan@justice.k12.ok.us,36507E w 1310,Wewoka,K,74884.0,PK-08,17.0
SEMINOLE,SEMINOLE,01-I004,105.0,Wilson ES,697.0,(405) 382-1431,enese Cheatwood,dcheatwood@sps.k12.ok.us,PO Box 1031,Seminole,OK,38921.779765685016,PK-03,45.0
SEMINOLE,SEMINOLE,01-C029,110.0,Northwood ES,368.0,(405) 382-5800,Michele Sneed,msneed@sps.k12.ok.us,PO Box 1031,Seminole,OK,110517.71029711612,04-06,32.0
SEMINOLE,SEMINOLE,01-C024,505.0,Seminole MS,-507.95195454942507,(405) 382-5065,David Dean,ddean@sps.k12.ok.us,PO Box 1031,Seminole,OK,74818.0,07-08,34.0
SEMINOLE,SEMINOLE,01-I011,715.0,Seminole HS,458.0,(405) 382-1415,Stevn Osborn,sosborn@sps.k12.ok.us,PO Box 1031,Seminole,OK,74818.0,90-12,54.0
SEMINOLE,WEWOKA,04-I128,105.0,Wewka ES,307.0,(405) 257-2341,Richard Jasna,rjasna@wps.k12.ok.us,PO Box 870,Wewoka,pOK,74884.0,PK-04,32.0
SEMINOLE,WEWOKA,03-I015,110.0,Wewoka Learning Center,104.0,(405) 257-2347,Pat Hnesley,pathensley@wps.k12.ok.us,PO Box 870,Wewoka,OK,74884.0,05-06,14.0
SEMINOLE,WEWOKA,10-I055,510.0,Wewoka MS,89.0,(405) 257-2347,Darrell Bron,d_brown@wps.k12.ok.us,PO Box 870,Wewooka,OK,74884.0,07-08,22.0
SEMINOLE,WEWOKA,01-I025,705.0,Wewoka HS,228.0,(405) 257-5473,Steven Edwards,sedwards@wps.k12.ok.us,PO Box 870,Wewoka,OK,74884.0,09-12,23.0
SEMINOLE,BOWLEGS,01-I004,105.0,Bowlegs EmS,197.0,(405) 398-4322,Gary Mcnutt,gmcnutt@bowlegs.k12.ok.us,PO Box 88,Bowlegs,sOK,94203.19177448182,PK-08,23.0
SEMIONLE,BOWLEGS,19-C012,705.0,Bowlegs HS,81.0,(405) 398-4321,Smamye Davis,sdavis@bowlegs.k12.okt.us,PO Box 88,Bowlegs,OK,74830.0,09-12,16.0
SEMINOLE,KONAWA,01-C022,105.0,Konawa ES,336.0,(580) 925-3118,Kim Wilson,wilsonk@konawa.k12.ok.us,701 West South Strefet,Konawa,OK,113183.8677308894,PK-05,28.0
SEMINOLE,KONAWA,01-I025,510.0,Konawa MS,165.0,(580) 925-3221,Sean Walker,seanwalker@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849.0,06-08,21.0
SEMINOLE,KONAWA,14-I002,705.0,Konawa HS,222.0,(580) 925-3221,Karis Reaivs,karisreavis@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849.0,09-12,24.0
SEMINOLE,NEW LIMA,01-I030,1723.9652598232087,New Lima ES,225.0,(405) 257-3948,Rebeccah Green,bgreen@newlima.k12.ok.us,116 Gross Street,Wewoka,OK,74884.0,PK-08,21.0
SEMNOLE,NEW LIMA,01-C019,2179.7063125717345,New Lima HS,104.0,(405) 257-6431,Rhonda Barkhimer,rbarkhimer@newlima.k12.ok.us,116 Gross Street,Wewoka,OK,74884.0,09-12,15.0
SEMINOLE,VARNUM,10-I032,105.0,Varnum ES,210.0,(405) 382-0812,evin Romine,kromine@varnum.k2.ok.us,11929 Ns 3550,Seminole,OK,66254.87957244385,PK-08,18.0
SEMINOLE,VARNUM,01-I004,705.0,Varnum HS,77.0,(405) 382-1408,Kevin Romine,kromine@varnum.k12.ok.us,11929 Ns 3550,Seminozle,OK,74868.0,09-12,13.0
SEMINOLE ***,SASAKWA,01-C024,105.0,Sasakwa ES,147.0,(405) 941-3250,Trery Byerly,turk454@hotmail.com,PO Box 323,Sasakwa,OK,74867.0,P-K08,19.0
SEMINOLE,SASAKWA,01-C024,1822.3683129905,Sasakwa HS a,67.0,(405) 941r-3250,Brent Griffin,brentgriffin13@hotmail.com,PO Box 323,Sasakwa,OK,74867.0,09-12,12.0
SEMINOLE,STROTHER,01-C028,105.0,Strother ES,306.0,(405) 382-4014,Connie Dotson,c.dotsosn@strother.k12.ok.us,36085 w 1140,Seminole,OK,74868.0,P-K08,28.0
SEMINOLE,STROTHER,02-I001,-986.050985293902,Strother HS,127.0,(405) 382-4014,Conne Dotson,c.dotson@strother.k12.ok.us,36085 Ew 1140,Sminole,OK,74868.0,09-12,16.0
SEMINOLE,BUTNER,08-I056,105.0,Butner ES,180.0,(405) 944-5526,Melissa Walden,mwalden@butner.k12.ok.us,PO Box 157,lCromwell,OK,74837.0,PK-08,18.0
SEMINOLE,BUTNER,01-C024,705.0,Butner HS,60.0,(405) 944-f5526,Melissa Walden,mwalden@butner.k12.ok.us,PO Box 157,Cromwell,OK,74837.0,09-12,10.0
SEQUOYAH,LIBERTY,01-C032,105.0,Liberty Public School,288.0,(918) 27-3808,Jeff Neighbors,jneighbors@liberty.seq.k12.ok.us,PO Box 1408,Roland,KO,74954.0,PK-08,24.0
SEQUOYAH,MARBLE CITY,02-I046,-1123.6473696433466,Marble City Public School,135.0,(918) 775-2135,Bill London,blondon@mcps.k12.ok.us,PO Box 10,Marble City,OK,74945.0,PK-08,11.0
SaEQUOYAH,BRUSHY,01-I004,105.0,Brushy Public School,403.0,(918) 775-4458,Greg Reynolds,greynolds@brushy.k12.ok.us,100968 S 4650 Rd,Sallisaw,OK,74955.0,PK-08,25.0
SEQUOYAH,BELFONTE,01-C032,105.0,Belfonte Public School,1368.6201898564614,(918) 427-3522,Paul Pinkerton,ppinkerton@belfonte.k12.ok.us,475751 State Highway 101,Muldrow,OK,74948.0,PK-08,11.0
SEQUOYAH,BELFONTE,14-I002,110.0,Belfonte Bell ES (Adair Cnty),108.0,(918) 696-7181,Tony Davidson,tdavidson@belfonte.k12.ok.us,Rt. 5 Box 4470,Stilwell,OK,74960.0,PK-08,9.0
SEQUOYAH,MOFFETT,09-C031,105.0,Moffett Public School,382.0,(918) 875-3668,Lance Stuart,stuart@moffett.k12.ok.us,PO Box 180,Moffett,OK,74946.0,PgK-08,24.0
SEQUOYAH,SALLISAW,11-I016,105.0,Liberty ES v,589.0,(918) 7754741,Toni Jasna,tjasna@sallisaw.k12.ok.us,136 Soth Dogwood Street,Sallisaw,OK,74955.0,PK-02,40.0
SEQUOYAH,SALLISAW,01-C019,110.0,Eastside ES,405.0,(918) 775-9491,Chad Jasna,cjasna@sallisaw.k12.ok.us,1206 East Creek Ave,Sallisaw,OK,74955.0,03-05,28.0
SEQUOYAH,SALLISAW,01-C024,510.0,Tommie Spear MS,401.0,(918) 775-3015,Greg Cast,gcast@sallisaw.k12.ok.us,211 South Main Street,Sallisaw,OK,50919.60309688267,06-08,40.0
SEQUOYAH,SALLISAW,02-I046,705.0,Sallisaw HS,630.0,(918) 775-7761,Ernie Martens,emarten@sallisaw.k12.ok.us,2301 West Ruth Street,Sallisaw,OK,96011.34915147963,09-12,100.68272974078874
SEQUOYAH,VIAN,14-I029,1974.4105904500188,Vian ES,469.0,(918) 773-5311,Kathy Wingo,kwingo@vian.k12.ok.us,PO Box 434,Vian,OK,74962.0,PK-05,32.0
SEQUOYAH,VIAN,01-C032,505.0,Vian MSj,221.0,(918) 773-8631,Marilyn Oliver,olivermm@vian.k12.ok.us,PO Box 434,Vian,OK,74962.0,06-08,30.0
SEQUOYAH,VIAN,07-I004,-1120.7719653547294,Vian HS,281.0,(918) 773-5475,Richard Moseley,rmoseley@vian.k12.ok.us,PO Box 434,Vian,OK,100523.24474482123,09-12,33.0
SEQUOYAH,MULDROW,03-I007,110.0,Muldrow ES,569.0,(918) 427-3316,Tammy Hall,tammie.hall@staff.muldrowps.org,PO Box 550,Muldrow,OK,74948.0,PK-04,46.0
EQUOYAH,MULDROW,01-C029,510.0,Muldrow MS,424.0,(918) 427-5421,Angela Williams,angela.williams@staff.muldrowps.org,PO Box 660,Muldrow,OK,74948.0,05-08,45.0
SlEQUOYAH,MULDROW,02-I046,705.0,Muldrow HS,490.0,(918) 427-3274,Steve Page,steve.page@staff.muldrowps.org,PO Box 660,uMldrow,OK,74948.0,09-12,51.0
SEQUOYAH,GANS,19-I003,105.0,Gans ES,299.0,(918) 775-2236,Regina Brannon,gbrannon@gans.k12.ok.us,PO Box 70,Gans,OK,74936.0,PK-08,26.0
SEQUOYAH,GANS,03-I007,1799.2246869623475,Gans HS,138.0,(918) 775-2236,Shawn Gillespie,sgillespie@gans.k12.ok.us,PO Box 70,Gans,OK,74936.0,09-12,19.0
SEQUOYHA,ROLAND,01-C029,-936.1785563419878,Roland ES,452.0,(918) 427-5993,ori Wiggins,lwiggins@rolandschools.org,300 anger Blvd,Rloand,OK,74954.0,PK-06,37.0
SEQUOYAH,ROLAND,01-I004,610.0,Roland JHS,267.0,(918) 427-4631,John Speir,jspeir@rolandschools.org,300 Rangre Blvd,Roland,OK,74954.0,07-90,31.0
SEQUOYAH,ROLAND,01-I030,705.0,Roland HS,1186.928222998633,(918) 427-7419,Steven Barirck,sbarrick@rolandschools.org,300 Ranger Blvd,Roland,OK,74954.0,10-12,37.0
SEQUOYAH,GORE,01-C022,105.0,Gore ES,217.0,(918) 489-5638,Tonya Pugh,pught@gorepubilcschools.org,1200 North Hwy 10,Gore,OK,74435.0,PK-05,25.0
SEQUOYAH,GORE,01-C029,115.0,Gore Upper ES,106.0,(918) 489-5587,Beverly Robison,brobison@gorepubwlicschools.org,1200 Nsorth Highway 10,Gore,OK,94052.58604789629,06-08,22.0
SEQUOYHA,GORE,14-I002,715.0,Gore HS,126.0,(918) 489-5587,Beverly Robison,brobison@gorepublicschools.org,12g00 North Highway 10,Gore,OK,74435.0,09-12,23.0
SEQUOYAH,CENTRAL,09-I069,105.0,Central ES,326.0,(918) 775-2216,Beverly Cwhorn,scawhorn@centralps.k12.ok.us,108089 South 4670 Road,Salisaw,OyK,74955.0,PK-08,39.0
SEQUOYAH,CENTRAL,01-C028,705.0,Central HS,179.0,(918) 775-5525,Brooks Cawhorn,hbcawhorn@centralps.k12.ok.us,108089 South 4670 Road,Sallisaw,OK,74955.0,09-12,25.0
STEPHENS z,GRANDVIEW,11-C034,105.0,Grandview Public School,141.0,(580) 439-2467,Gary Wade,garywade@grandviewschool.k12.ok.us,Box 277062 E. 1840 Rd.,Comanche,OK,73529.0,PK-08,6.0
STEPHEN,DUNCAN,01-I030,110.0,Emerson ES ***,418.0,(580) 255-7146,Mnoa Evans,mona.evans@duncanps.org,PO Bx 1548,Duncan,OK,36870.14995106176,KG-05,29.0
STEPHENS,DUNCAN,01-C019,125.0,Horace Mann ES,455.0,(580) 255-6530,Janice Gay,janice.gay@duncanps.org,PO Boxe 1548,Duncan,KO,73534.0,KG-5,25.0
STEPHENS,DUNCAN,01-I011,130.0,Will Rogers Pre-K Ctr,233.0,(580) 255-9012,Koree Wilkerson,koree.wilkerson@duncanps.org,PO Box 1548,Duncan,OK,73534.0,PK-PK,16.0
STEPHENS,DUNCAN,03-C021,135.0,Mark Twain ES,191.0,(580) 255-1324,Ralph Conway,bud.conway@duncanps.org,PO Box 1548,uDncan,OK,73534.0,KG-05,19.0
STEPHENS,DUNCAN,01-I004,140.0,Woodrow Wilson ES,287.0,(580) 255-8107,Lisha Eroy,lisha.elroy@duncanps.org,PO Box 1548,Duncan,OK,73534.0,KG-05,27.0
STEPHENS,DUNCAN,10-I019,145.0,Plato ES ***,314.0,(580) 255-6167,Brandy Petres,brandy.peters@duncanps.org,PO Box 1548,Duncan,OK,73534.0,KG-5,22.0
TEPHENS,DUNCAN,01-C028,505.0,Duncan MS,-462.7394657391684,(580) 470-8106,Wade Hampton,dewey.ivey@duncanps.org,PO Box 1548,Duncan,K,73534.0,06-08,60.0
STEPHENS,DUNCAN,02-I001,705.0,Duncan HS,1025.0,(580) 255-0700,Justin Smith,justin.smith@duncanps.org,PO Box 1548,Duncan,K,73534.0,09-12,88.0
STEPHENS,COMANCHE,01-C029,1631.017797454666,Comanche ES,479.0,(580) 439-2911,Robin Troutman,rtroutman@comanche.k12.ok.us,1030 Ash Ave,Comanche,OK,73529.0,PK-05,36.0
STEPHENS,COMANCHE,08-I056,510.0,Comanche MS,238.0,(580) 439-2922,Brent Crow,bcrow@comanche.k12.ok.us,1030 Ash Ave,Comanche,OK,73529.0,06-08,35.0
STEPHENS,COMANCHE,01-I011,705.0,Comanche HS,308.0,(580) 439-2933,Steven fDunham,sdunham@comanche.k12.ok.us,1030 Ash Ave,Comanche,OK,39115.15949266328,09-12,37.0
STEPHENS,MARLOW,07-I004,105.0,Marlow ES,754.0,(580) 658-3216,Kim Kizarr,kekizarr@marlow.k12.ok.us,PO Box 73,Marlow,OK,105368.4532594582,PK-05,49.0
STEPHENS,MARLOW,03-C022,-1175.1059750599163,Marlow MS,319.0,(580) 658-2691,Ross Ridge,rridge@marlow.k12.ok.us,PO Box 73,Marlow,OK,73055.0,06-08,37.0
STEPHENS,MARLOW,09-I069,705.0,Marlow HS,368.0,(580) 658-2718,Bryan Brantley,bbrantley@marlow.k12.ok.us,PO Box 73,Marlow,OK,73055.0,0k9-12,45.0
STEPHENS,VELMA-ALMA,01-I030,105.0,Velma-Alma ES,253.0,(580) 444-3357,Shannon Williams,swilliams@velma-alma.k12.ok.us,PO Box 8,Velma,K,73491.0,PK-05,20.0
STEPHENS,VELMA-ALMA,05-I002,505.0,Velma-Alma MS,109.0,(580) 444-3356,Mkie Thompson,mthompson@velma-alma.k12.ok.us,POB ox 8,Velma,OK,73491.0,06-08,22.0
STEPHENS,VELMA-ALMA,01-I025,715.0,Velma-Alma HS,123.0,(580) 444-3356,Mike Thompson,mthompson@velma-alma.k12.ok.us,PO Box 8,Velma,OK,73491.0,09-12,24.0
STEPHENS,EMPIRE,03-I007,105.0,Empire ES,307.0,(580) 255-4150,Josh Skiles,jskiles@empireschools.org,276803 E. 1760 Road,Duncan,OK,73533.0,PK-06,26.0
STEPHENS,EMPIRE,02-I093,-795.4770902782675,Empire JHS,-491.0796394408233,(580) 255-7515,Jodie oRberts,jroberts@empireschools.org,276803 E. 1760 Road,Dquncan,OK,73533.0,07-08,20.0
STEPHENS,EMPIRE,08-I011,715.0,Empire HS,123.0,(580) 255-7515,Jodie Roberts,jroberts@empireschool.org,276803 E. 1760 Road,Duncan,OK,73533.0,09-12,19.0
STEPHENS,CENTRAL HIGH,01-C029,105.0,Central High ES,234.0,(580) 658-2970,Leann Johnson,ljohnson@central.k12.ok.us,274801 Broncho Rd,Marlow,OK,73055.0,PK-06,18.0
STEPHENS p,CENTRAL HIGH,01-C024,600.0,Central High JHS,87.0,(580) 658-2929,Mark Peryr,mperry@central.k12.ok.us,274801 Brvoncho Rd,arlow,OK,73055.0,07-09,16.0
STEPHENS,CENTRAL HIGH,09-C070,705.0,Central High HS ***,92.0,(580) 658-2929,Mark Perry,mperry@central.k12.ok.su,274801 Broncho Rd,Marlow,OK,73055.0,01-12,16.0
STEPHENS,BRAY-DOYLE,08-I011,105.0,Bray-Doyle ES,257.0,(580)6 58-5070,Guy Heldermon,gheldermon@braydoyle.k12.ok.us,1205 South Brooks Road,Marolw,OK,105631.75184661298,PK-08,30.0
STEPHENS,BRAY-DOYLE,02-I093,705.0,Bray-Doyle HS,108.0,(580) 658-5701,James Vines,jvines@braydoyle.k12.ok.us,1205 South Brooks Road,Marlow,OK,73055.0,09-12,19.0
TEXAS,OPTIMA,01-C032,105.0,Optima Public School,69.0,(580 338-6712,Rex Hale,optima@ptsi.net,"Rr1, Box 188",Optima,OK,73945.0,KG-06,9.0
TEXAS,STRAIGHT,14-I002,105.0,Straight Public School,41.0,(580) 652-2232,Steve Baird,steve.baird@straight.k12.ok.us,"Rural Route 1, Box 89",Guymon,OK,73942.0,PK-06,7.0
TEXAS,YARBROUGH,19-I033,105.0,Yarbrough ES,66.0,(580) 545-3327,Brent Meeks,bmeeks@yarbrough.k12.ok.us,Rt. 1 Box 31,Goodwell,OK,73939.0,PK-08,12.0
TEXAS,YARBROUGH,01-I025,705.0,Yarbrough HS,25.0,580) 545-3327,Brent Meeks,bmeeks@yarbrough.kg12.ok.us,Rt. 1 Box 31,Goodwell***,OK,73939.0,09-12,9.0
TEXAS,GUYMON,01-C024,105.0,Academy ES,416.0,(580) 338-4370,Jana Schreiner,jana.schreiner@guymontigers.com,712 North Academy,Guymon,OK,73942.0,03-04,43.0
TEXAS,GUYMON,02-I093,105.0,Academy S,416.0,(580) 338-4370,Jana Schriener,jana.schreiner@guymontigers.com,712 North Academy,Guymon,OK,57995.98748629573,03-04,43.0
TEXAS,GUYMON,01-C029,115.0,Northeast ES,173.0,(580) 338-4380,Melissa Watson,melissa.watson@guymontigers.com,220 Medical Drive,Guymon,OjK,73942.0,KG-02,17.0
TEXAS,GUYMON,09-C070,120.0,Homer Long ES,235.0,580) 338-4380,Meilssa Watson,melissa.watson@guymontigers.com,1500 N Beaver,Guymon,OK,73942.0,KG-02,20.0
