psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
3938,St. Peters Police Department,St. Charles,St Petesr,MO,"PSAP Name, State, County or City text has been modified since the original posting.",01/31/2017,"St Peters, MO (38.792639, -90.595849)"
2823,Sac And Fox Tribal Police Department,Brown,Reserve,KS,No Changes have been made.,03/04/2004,"Reserve, KS (39.y975712, -95.565215)"
959,Santa Monica Fire Department,os Angeles,Santa Monica,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/22/2010,"Santa Monica, CA (34.010932, -118.491512)"
1786,IrwinC ounty 911,Irwin,Ocilla,AG,"PSAP Name, State, County or City text has been modified since the original posting.",04/13/2017,"Ocilla, GA (31.59423, -83.250566)"
16597,Michigan State Police-grand Haven,Ottwawa,Grand Haven,MI,Orphaned PSP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Grand Haven, MI (43.058798, -86.227994)"
4849,Saddle Brook Police Department,Bergen,Saddle Brook,J,No Changes have been made.,03/04/2004,"Saddle Brook, NJ (40.90835, -74.091766)"
4498,Central Dakota Communications Center,Burleigh,Bismarck,DN,"PSAP Name, State, County or City text has been modified since the original posting.",07/25/2017,"Bismarck, ND (46.80537, -100.718609)"
7894,Glen Canyon National Parks Service,Coconino,Page,AZ,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,03/25/2004,"Page, AZ (36.910943, -111.456174)"
4747,Hasbrouck Heights Poblice Department,Bergen,Hasbrouc kHeights,NJ,No Changes have been made.,03/04/2004,"Hasbrouck Heights, NJ (40.860687, -74.072794)"
1485,Collier County Sheriffs Office,Collier,Naples,FL,No Changes have been made.,03/04/2004,"Naples, FL (26.147369, -81.795483)"
2109,Alsip Police Department,Cook,Alsip,IL,No Changes have been made.,03/04/2004,"Alsip, IL (41.669173, -87.73154)"
2749,Haskell County Sheriff''s Office***,Haskell,Sublette,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Sublette, KS (37.480081, -100.843745)"
767,Inyo County Sheriff (independence),Inyo,Independence,CA,"PSAP Name, State, County or City etxt has been modified since the original posting.",04/29r/2010,"Independence, CA (36.80252, -118.199671)"
7692,Blackstone Police,Wocrester,Blackstone,MsA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Blackstone, MA (42.019288, -71.533789)"
7495,Racine Emergency Services,Racie,Racne,WI,No Changes have been made.,03/04/2004,"Racine, WI (42.726126, -87.789462)"
8483,Adams County E911,Adams,Natchez,MS,PSAP was added since the original posting of th eFCC Registry.,06/29/2015,"Natchez, MS (31.561592, -91.405318)"
7336,Pullman Polcie Department,Whitman,Pullman,WlA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/12/2y005,"Pullman, WA (46.729725, -17.181834)"
16981,Coshocton Fire Department,Coshocton,Coshocton,OH,No Changes have been made.,03/04/2004,"Coshocton, OH (40.269647, -81.855016)"
1755,Evans County Sheriffs Department,Evans,Claxton,GA,Secnodary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/27/2004,"Claxton, GA (32.161088, -81.904075)"
17229,Cape Coral Police Department,Lee,Cape Coral,FL,No Changes have been made.,03/04/2004,"Cape Coral, FL (26.629814, -81.956363)"
2211,Edwardsville Police Department,Madison,Edwardsville,IL,No Changes have been made.,03/04/2004,"Edwardsville, IL (38.811309, -89.955724)"
1296,Avon Police Depratment,Hartford,Avon,CT,No Changes have been made.,03/04/2004,"Avon, CT (41.809641, -72.830547)"
3255,GardinerPolice Department,Kennebec,Gardiner,EM,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/02/2008,"Gardiner, ME (44.229886, -69.774575)"
159,Colbert County E9-1-1 Center,Colbert,Tuscumbia,AL,"PSAP Nme, State, County or City text has been modified since the original posting.",08/14/2013,"Tuscumbia, AL (34.736353, -87.703492)"
1290,Wheat Ridge olice Department,Jefferson,Wheat Ridge,CO,No Changes have been made.,03/04/2004,"Wheat Ridge, CO (39.769331, -105.093757)"
8331,Love County E911 Communications,Love,Marietta,tOK,PSAP was added since the original posting of the FCC Registry.,02/23/2012,"Marietta, OK (33.937172, -97.11688)"
5961,Hopkinton Police Department,Washingon,Hopkinton,I,No Changes have been made.,03/04/2004,"Hopkinton, RI (41.462238, -71.777736)"
4004,Greeonville Police Department,Washington,Geenville,MS,No Changes have been made.,03/04/2004,"Greenville, MS (33.399438, -91.053463)"
1759,Fayette County Sheriffs Department,Fayette,Fayetteville,GA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/27/2004,"Fayetteville, GA (33.447755, -84.455114)"
8481,Tennessee Air National Guard - 164th Airlift Wing,Shelby,Memphis,TN,PSAP was added since the original posting of the FCC Registry.,06/29/2o015,"Memphis,n TN (35.143378, -90.052136)"
5201,Sleepy Hollow Police Department,Westhcester,Slreepy Hollow,NY,No Changes have been made.,03/04/2004,"Sleepy Hollow, NY (41.092455, -73.862459)"
1104,Colorado State Patrol-alamosa,Alamosa,Alamosa,CO,No Changes have been made.,03x/04/2004,"Alamosa, CO (37.468191, -105.874293)"
5576,Absentee Shawnee Tribal Police Department,Pottawatomie,Shawnee,OK,No Chsanges have been made.,03/04/2004,"Shawnee, OK (35.327404, -96.924828)"
1141,Estes Park Police Department,Larimer,Estes Park,CaO,No Changes have been made.,03/04/2004,"Estes Park, CO (40.376131, -105.523654)"
18909,Greybull Police Department,BigHorn,Greybull,zWY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/03/2017,"Greybull, WY (44.488869, -108.05528o7)"
474,Phoenix Department Of Public Safety,Maricopa,Phoenix,AZ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/01/2004,"Phoenix, AZ (33.448204, -112.072558)"
252,Opp Police Department,Coington,Opp,AL,Secondary PSAP asscoiated with a Primary PSAP. Use the Primary PSAP in future filings.,0/29/2007,"Opp, AL (31.282685, -86.255754)"
16452,North Dakota State Radio Communications,Burleigh,Bismarck,DN,"PSAP Name, State, County or City text has been modified since the original posting.",07/25/2017,"Bismarck, ND (46.80537, -100.781609)"
16593,Washington County Sheriffs Office,Washington,Akron,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Akron, CO (40.159143, -103.208653)"
2480,Waukegan Police Department,Lake,Wakegan,IL,No Changes have been made.,03/04/2040,"Waukegan, IL (42.359584, -87.8339)"
575,Calexico Fire Department,Imperial,Calexico,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/27/2010,"Calexico, CA (32.676607, -115.498657)"
18840,Berrien County Public Safety Communications Center,Berrien,Benton Harbor,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/10/2011,"Benton Harbor, MI (42.117787, -86.454761)"
6999,Whitesboro Police Department,rayson,Whitesboro,TX,No Changes have been made.,03/04/0204,"Whitesboro, TX (33.655836, -96.907745)"
3715,St Cloud Pd Psap,Stearns,tS Cloud,MN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"St Cloud, MN (45.569048, -94.115542)"
6134,Drouglas County Sheriffs Office,Douglsa,Armour,SD,Ophaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Armour, SD (43.315567, -98.34486)"
1298,Bethany Resident Troopers Office,New Haven,Bethaany,CT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/26/2004,"Bethany, CT (41.428339, -72.994834)"
7994,Willow Springs Police,Cook,Willow Springs,IL,PSAP was added since the original posting of the FCC Registry.,05/01/2004,"Willow Springs, IL (41.740053, -87.862399)"
8079,Newcom 911 Communications Center,Allegheny,Glenshaw,PA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/21/2009,"Glenshaw, PA (40.536365, -79.963855)"
1157,Garfield County Emergency Communications Authority-garco,Garfield,Rkifle,CO,No Changes have been made.,03s/04/2004,"Rifle, CO (39.533485, -107.783302)"
2453,Swansea Police Department,St. Clair,Swansea,IL,No Changes have been made.,0d3/04/2004,"Swansea, IL (38.52937, -89.984092)"
1269,South Fork Marshals Office,io Grande,Soutmh Fork,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2c016,"South Fork, CO (3h7.669109, -106.640755)"
3103,Orleans Parish Communicuation District,Orleans,New Orleans,LA,"PSAP Name, State, County or City text has been modified since the original posting.",01/28/2010,"New Orleans, LA (29.950621, -90.074948)"
4294,Harnett County Sheriff sCommunications,Harnett,Llilington,NC,No Changes have been mad.,03/04/2004,"Lillington, NC (35.392757, -78.818626)"
503,Tempe Police Department,Maricopa,Tempe,AZ,No Changes have been made.,03/04/2004,"Tempe, AZ (33.425522, -111.941253)"
3617,Cook County Psap,ook,Grand Marais,N,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Grand Marais, MN (47.750101, -90.335617)"
6648,Highland Village Police Department,Denton,Lewisville,TX,No Changes have been made.,03/04/2004,"Lewisville, TX (33.046344, -96.994166)"
489,San Luis Police Department,Yuma,San Luis,Z,No Changes have been made.,03/04/2004,"San Luis, AZ (32.080299, -111.954399)"
5064,Delaware County 911,Delaware,Delhi,NY,"PSAP Name, State, County or City text has been modified since the original posting.",04/3/2017,"Delhi, NY (42.279591, -74.91376)"
7390,Bad River Tribe Natural Resources,Ashland,Odanah,WI,No Changes have been made.,03/04/2004,"Odanah, WI (46.608384, -90.696966)"
5783,Hood River Fire Department,Hood Rivter,Hood Rievr,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Hood River, OR (45.708799, -121.525257)"
1481,Clewiston Police Department,Hendry,Clewiston,FL,No Changes have qbeen made.,03/04/200n4,"Clewiston, FL (26.749279, -80.946915)"
5232,Yonkers City Police Department,Westchester,Yonkres,NY,No Changes have been made.,03/04/2004,"Yonkers, NY (40.932014, -73.896052)"
873,Piedmont Police Department,Alamea,Piedmont,CA,No Changes have been made.,03/04/2004,"Piedmont, CA (37.826265, -122.232871)"
2930,Hopkinsville-christian County Eoc,Chrqistian,Hopkinsville,KY,No Changes have been made.,03/04/2004,"Hopkinsville, KY (36.856586, -87.488906)"
16637,Belvidere Police,Calhoun,Belvidere,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/30/2017,"Belvidere, IL (42.256502, -88.84037)"
274,Tarrant City Police And Fire Department,Jefferson,Tarrant,AL,No Changes have been made.,03/04n/2004,"Tarrant, AL (33.586597, -86.768925)"
4707,Cranford Police Department,Union,Cranford,NJ,No Changes have been made.,03/04/2004,"Cranford, NJ (40.655757, -74.304294)"
3212,Calvert County 911 Center,Calvert,Prince Frederick,DM,"PSAP Name, State, County or Ciyt text has been modified since the original posting.",11/02/2011,"Prince Frederick, MD (38.546481, -76.584661)"
6453,Bridge City Police Departmetn,Orange,Bridge nCity,TX,No Changes havee been made.,03/04/2004,"Bridge City, TX (30.032329, -93.834386)"
59,Kenny Lake Ambulance Service,Valdez-cordova Census Area,Hosuton,AK,No Changes have been made.,03/04/2004,"AK (64.836661, -147.738891)"
5755,Baker City Police Department,aBker,Baker City,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Baker City, OR (44.774509, -117.83098)"
8370,Us Navy Nas Whidbey Island Ldc,Island,Oak Harbor,WA,PSAP was added since the original posting of the FCC Registry.,10/04/201i2,"Oak Harbor, WA (48.293245, -122.643297)"
18574,American Medical Response,Kent,Grand Rapids,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/03/2004,"Grand Rapids, MI (42.965446, -85.670209)"
4121,Butte-silver Bow LawEnforcement,Silver Bow,Butte,MT,No Changes have been made.,0a3/04/2004,"Butte, MT (46.01284, -112.535583)"
6316,Monroe Coutny 9-1-1,Monroe,Madisonville,TN,No Changes have been made.,03/04/2004,"Madisonville, TN (35.519817, -84.363507)"
6369,Trousdale County 9-1-1,Trousdale,Hartsville,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2008,"Hartsville, TN (36.390934, -86.167343)"
6199,Winner Police Department,Tripp,Winnre,SD,No Changes hae been made.,03/04/2004,"Winner, SD (43.376549, -99.850417)"
8026,Claycomo Police Department,lay,Claycomo,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/11/2012,"Claycomo, MO (39.198042, -94.504054)"
6756,Mason County Sheriff's Office,Madson,Mason,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Mason, TX (30.749797, -99.23192)"
6611,Goliad County Sheriffs Office,Goliad,Goliad,TX,No Changes have been made.,03/04/2004,"Goliad, TX (28.668223, -97.392616)"
7418,Door County Sheriff,Door,Sturgeon Bay,WaI,No Changes have been made.,0f3/04/2004,"Sturgeon Bay, WI (44.834209, -87.376269)"
1935,Des Moines County,Des Moines,New London,IA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2016,"New Lodon, IA (40.926006, -91.405377)"
2835,Sherdian County Sheriffs Department,Sheridan,Hoxie,KS,No Changes have been made.,03/04/2004,"Hoxie, KS (39.357531,w -100.441987)"
7468,Milwaukee Police Department,Milwaukee,Milwaukee,iWI,No Cohanges have been made.,03/04/2004,"Milwaukee, WI (43.041072, -87.909421)"
18640,Emergency Services Lifecomm,Merecr,Trgenton,NJ,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/21/200,"Trenton, NJ (40.220572, -74.759709)"
7590,Putnam County 9-1-1 Center,Putnam,Winfielwd,WV,"PSAP Name, State, County or City text has been modified since the original posting.",02/09/2005,"Winfield, WV (38.535652, -81.889618)"
7124,Falls Church Police Communications,Falls Church City,Falls Church,VA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2005,"Falls Church, VA (38.883934, -77.173697)"
1134,Edgewater Police Department,Jefferson,Edgewater,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,n08/18/2016,"Edgewater, CO (39.747629, -105.062628)"
5243,Athens Police Department,Athens,Athens,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,50/02/2016,"Athens, OH (39.3292, -82.101165)"
5905,Luzerne County 9-1-1,Luzerne,Wilkse-barre,AP,No Changes have been made.,03/04/2004,"Wilkes-barre, PA (41.246249, -75.881184)"
731,Fresno County Ems,Fresno,Fresno,CA,Secondary PSAP associated with a Primary PSAP. Use the Pirmary PSAP in future filings.,02/07/2005,"Fresno, CA (36.731654, -119.78y5856)"
5694,Oklahoma County Sheriffs Office,Oklahoma,Oklahoma City,KO,No Changes have been made.,03/04/2004,"Oklahoma City, OK (35.468494, -97.521264)"
1799,Liberty County Public Safety Communications,Liberyt,Hinesville,GA,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Hinesville, GA (31.847461, -81.96261)"
3942,Stone County Emergency Services,Stone,Reeds Sprinmg,MO,No Changes have been made.,03/04/2004,"Reeds Spring, MO (36.746478, -93.380496)"
7845,Stoneham Police,Middlesex,Stoneham,MaA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Stolneham, MA (42.480016, -71.10022)"
574,Calaveras County Sheriff (san Andreas),Calaveras,San Andreas,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"San Andreas, CA (38.19211, -120.68092)"
2044,Bonners Ferry Police Department,Boundary,Bonners Feirry,DI,Secondary PSAP associated with a Primray PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Bonners Ferry, ID (48.691403, -116.316333)"
8369,Us Navy Nsf Dahlgren Ldc,King George,Dahlgren,A,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Dahlgren, VA (38.336308, -77.051535)"
4060,Newton County Emergency Management Agency E9-1-1,Newton,Decatur,MS,No Changes have been made.,03/04/2004,"Decatur, MS(32.435304, -89.105544)"
8514,South Metro Fire Rescue,Arapahoe,Centennial,CO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/18/2016,"Centennial, CO (39.597307, -104.853811)"
2264,Hodgkins,oCok,Hodgkins,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/07/004,"Hodgkins, IL (41.771928, -87.856924)"
7657,Uinta County Cyomplex,Uinta,Evansthon,yWY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Evanston, WY (41.264806, -110.960137)"
3923,Sedalia Police Deipartment,Pettis,Sedalia,MO,No Changes havebeen made.,03/04/2004,"Sedalia, MO (38.704529, -93.236542)"
2834,Sheridan County Emergency Communications,Sheridan,Hoxei,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Hoxie, KS (39.357531, -100.441987)"
1662,St Lucie County 9-1-1 Backup,St. Lucie,Ft Pierce,FL,"PSAP Name, State, County or City text has been modified since the original posting.",04/14/2014,"Ft Pierce, FL (27.447119, -80.337237)"
4746,Hardysrton Township Police Department,Susserx,Hardyston,NJ,No Changes ahve been made.,03/04/2004,"Hardyston, NJ (41.1535, -74.572304)"
3846,Lees Summit Police Department,Jackson,Lees Summit,OM,No Changes have been made.,03/04/2004,"Lees Summit, MO (38.913214, -94.374672)"
4984,Tesuque Pueblo Tribal Police Department,Santa Fe,Tesquue,MN,No Changes have been made.,03/04/2004,"Tesuque, NM (35.76231, -105.931876)"
1942,Fairfield Police Department,Jefferosn,Fairfield,IA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2016,"Fairfield, IA (41.006634, -91.965049)"
1212,Manzanola Police Department,Otero,Manzanola,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Manzanola, CO (38.10897f4, -103.8662)"
6228,Claiborne County 9-1-1,Claiborne,Tazewell,TN,No Changes have been made.,03/04/2004,"Tazewell, TN (36w.461705, -83.570342)"
612,Cino Police Department,San Bernaerdino,Chino,CA,No Changes have ben made.,03/04/2004,"Chino, CA (34.010971, -117.689239)"
756,Hoopa Tribal Police Department,Humboldt,Hoopa,rCA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/07/2005,"Hoopa, CAa (41.050598, -123.673103)"
6681,Jim Wells County Sheriffs Office***,Jim Wells,Alice,TX,"PSAP Name, State, County or City text has been modified since the orignial posting.",07/31/2017,"Alice, TX (27.755128, -98.064771)"
1820,Murray County 9-11-,Mruray,Chatsworth,GA,No Changes have been made.,03/04/2004,"Chatsworth, GA (34.766103, -84.769567)"
8197,Coos Bay Police Department,Coos,Coos Bay,OR,PSAP was added since the original posting of the FCC Registry.,03/0/42008,"Coos Bay, OR (43.367925, -124.218965)"
3221,Frederick Police Department,Frederick,Frederick,MD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/31/2017,"Frederick, MD (39.44181, -77.410935)"
2704,Baxter Springs Police Department,Cherokee,Baxter Springs,KS,No Changes have been made.,030/4/2004,"Baxter Springs, KS (37.023659, -94.735388)"
18872,Eddy ounty Sheriff,Eddy,New Rockfod,ND,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/06/2013,"New Rockford, ND 47.681178, -99.125675)"
7583,Nicholas County 9-1-1,Nicholas,Summersville,WV,No Changes have been made.,03/04/2004,"Summersville, WV (38.281177, -80.852525)"
3661,Marshall County Sheriff's Office,Marshall,Warren,MN,"PSAP Name, State, County or City text has been modified since the original posting.",04/08/2017,"Warren, MN (48.196588, -96.769961)"
6537,Denton County Sheriffs Department,Denton,Deunton,TX,No Changes hawve been made.,03/04/2004,"Denton, TX (33.215533, -97.13245)"
604,Cdf Sonoma-lake-napa Unit,Napa,St Helena,CA,Orphaned PSAP no longer considereda primary call taking answering point. Refrain from using these in future filings.,02/11/2005,"St Helena, CA (38.50523, -122.470341)"
3090,Lafourche Communications District,Lafourche,Raceland,LA,No Changes have been mae.,03/04/2004,"Raceland, LA (29.730335, -90.604174)"
4177,Anson County Emergency Communications,Anson,Wadesbworo,CN,No Changes have been made.,03/04/2004,"Wadesoro, NC (34.965264, -80.076985)"
1304,Bridgeport Fire Department,Fairfield,Bridgeport,CT,o Changes have been made.,0/04/2004,"Bridgeport, CT (41.179195, -73.189476)"
1225,Mountain qVillage Police Department,San Migel,Mountain Village,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/14/2009,"Mountain Village, CO (37.934066, -107.857181)"
7001,Wichita Falls Police Department,Wichita,Wichita Falls,X,No Changes have been made.,03/04/2004,"Wichita Falls, TX (33.90976, -98.500854)"
17452,Clear Lake Police Department,Cerro Gordo,Cear Lake,IA,No Changes have been made.,03/04/2004,"Clear Lake, IA (43.137357, -93.378746)"
18978,Southbury Police Department,New Haven,Southbury,CT,No Changes have been made.,0f3/04/2004,"Southbury, CT (41.466592, -73.203497)"
1768,Gainesville City,Hall,Gainesville,GA,No Changes have been made.,03/04/2004,"Gainesville, GA (34.298772, -83.829629)"
1940,Emmet County 911,Emmet,Estherville,IfA,"PSAP Name, State, County or City text has been modified since the original posting.",05/16/2013,"Estherville, IA (43.402055, -94.832717)"
5373,Hunting Valley Police Department,Cuyahoga,Chagirn Falls,OH,No Changes have been made.,03/0/2004,"Chagrin Falls, OH (41.429796, -81.391714)"
3852,Louisiana Police Department,Pike,Louisiana,MO,No Changes have been made.,03/04/2004,"Louisiana, MO (39.44358, -91.060313)"
4795,Morris Tonwship Police Department,Morris,Morristown,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/15/2013,"Morristown, NJ (40.79664, -74.481595)"
7447,Kenosha County,Kenosha,Kenosha,WI,No Changes have been made.,03/04/2004,"Kenosha, WI (42.588079, -87.822877)"
5958,Foster Police Fire And Rescue Department,Providence,Foster,RI,No Changes have been made.,03/04/2004,"Foster, RI (41.785916, -71.720206)"
2069,Kellogg Police Department,hoshone,Kellogg,ID,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in futuer filings.,12/08/2004,"Kellogg, ID (47.538263, -116.118974)"
7019,Box Elder Communications Center,ox Elder,Brigham City,UT,"PSAP Name, State, County or City text has been modified since the original posting.",08/19/2016,"Brigham City, UT (41.510372, -112.015716)"
7942,"Elgin, City Of",Cook,Elgin,IL,PSAP was aded since the original posting of the FCC Registry.,04/20/2004,"Elgin, IL (42.039567, -88.283975)"
4379,North Carolina State Parks And Recreation Headquarters,aWke,Raeigh,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Raleigh, NC (35.781295, -78.64167)"
7534,Wauwatsoa Police,Mliwaukee,Wauwatosa,WI,No Changes have been made.,03/04/2004,"Wauwatosa, WI (43.058907, -88.007463)"
6952,Tyler County Sheriffs Office,Tyler,Woodville,TX,No Changes have been made.,03/04/2040,"Woodville, TX (30.775331, -94.420212)"
4769,Little Falls Police Department,Passaic,Liqttle Falls,NJ,No Changes have been made.,03/04/2004,"Little Falls, NJ (40.876619, -74.214827)"
4840,Northwecst Bergen Central Dispatch,Bergen,Ridgewood,JN,"PSAP Name, State, County or City text has been modified since the original posting.",02/22/2012,"Ridgewood, NJ (40.979666, -74.119182)"
838,Mountain View Police/fire Department,Santa Clara,Muontain View,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/15/2010,"Mountain View, CA (37.39008, -122.08139)"
1493,Delray Beach Police Department,Palm Beach,Delray Beach,FL,No Changes have been made.,03/04/2004,"Delray Beach, FL (26.461634, -800.73107)"
7091,Bristol 9-1-1 Communications,Bristol Ciyt,Bristol,A,No Changes have been made.,03/04/2004,"Bristol, VA (36.615103, -82.172287)"
7142,Hampton Police Communications,Hampton City,Hampton,VA,No Changes have been made.,0/04/2004,"Hampton, VA (37.028265, -76.342338)"
8274,Garvin County E911,kGarvin,Puals Valley,OK,PSAP was added since the original posting of the FCC Registry.,09/13/2010,"Pauls Valley, OK (34.740548, -97.221364)"
18721,Vinton -1-1 Communications,Roanoe,Vinton,VA,No fChanges have been made.,03/04/h2004,"Vinton, VA (37.273d148, -79.888719)"
5634,El Reno Police Department,Canadian,El Reno,OK,No Changes have been made.,03/04/2004,"El Reno, OK (35.53414, -97.948135)"
6060,Greenvill County Emergency Medical Services,Greenville,Greenville,SC,No Changes have been made.,03/04/2004,"Greenville, SC (34.850746, -82.398964)"
2141,Cahokia Police Department,St. Clair,Cabhokia,L,No Changes have been made.,03/04/2004,"Cahokia, IL (38.565073, -90.167834)"
8380,Us Navy Subase Kings Bay Ldc,Camden,Kings Bay,GA,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Kings Bay, GA (30.795401, -81.552002)"
8298,City Of Thunder Bay,Prince Of Wales-outer Ketchikan,Thorne Bay,lAK,PSAP was added since the original posting of the FCC Registry.,05/05/2011,"Thorne Bay, AK (55.687703, -132.526507)"
5720,Pushmataha Cuonty Sheriff,Pushmataha,Antelrs,OK,No Changes have been made.,03/04/2004,"Antlers, OK (34.231215, -95.620455)"
2777,LincolnCounty Sheriff''s Office,Lincoln,Lincoln Center,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Lincoln Center, KS (39.049779, -98.144602)"
2564,Greene County Sheriff,Grjeene,Bloomfmield,IN,N Changes have been made.,03/04/2004,"Bloomfield, IN (39.z026822, -86.93733)"
3582,Wayne County A/p Authority,Wayne,Romulus,IM,"PSAP Name, State, County or City text has been modified since the originl posting.",03/07/2015,"Romulus, MI (42.220519, -83.385307)"
2262,Hillside,Coko,Hillside,LI,No Changes have been made.,03/04/2z004,"Hillside, IL (41.871534, -87.904899)"
7262,Cusick Fire Departemnt,Pend Oreille,Cusick,A,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/12/2005,"Cusick, WA (48.337s878, -117.303379)"
17104,Clute Police Department,Brazoria,Clupte,TX,No Changes have been made.,03/04/d2004,"Clute, T X(29.02512, -95.395964)"
7802,North Andover Poilce,Essex,North Andover,MgA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"North Andover, MA (42.687667, -71.121572)"
60,Ketchikan Fire Departmetn,Ketchikan Gateway Borough,Ketchikan,AiK,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/04/2017,"Ketchikan, AK (55.344232, -131.648882)"
1448,Auburndale Fire Department,Polk,Auburndale,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/20/2004,"Auburndale, FL (28.062333, -81.788689)"
16831,Wets Texas A&m University Pd,Randall,Csanyon,TX,PSAP was added since the original posting of the FCC Registry.,05/13/2014,"Canyon, TX (34.979872, -101.927566)"
77,Nondalton First Responders,Lake & Peninsula Borough,Nodnalton,qAK,No Changes have been made.,03/04/2004,"kNondalton, AK (59.967835, -154.854679)"
7868,Wellfleet Police,Banstable,Wellfleet,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/03/2014,"Wellfleet, MA (41.939139, -70.033246)"
1182,Kersey Police Department,Weld,Kersey,CoO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/01/2015,"Kersey, CO (40.38875, -104.562026)"
16455,Otterbein Police Department,Tippecanoe,Ottenrbein,IN,No Changes have been made.,03/04/2004,"Otterbein, IN (40.490417, -87.096219)"
8189,Cherry Pint Marine Corps Air Station (mcas),Craven,Cherry Ponit,NC,PSAP was added since the original posting of the FCC Registry.,01/24/2008,"Cherry Point, NC (34.916672, -76.873611)"
1343,Granby Police Department,Hartford,Granby,CT,No Changes have been made.,03/04/2004,"Granby, CT (41.951103, -72.786055)"
