storename,licenseid(double precision),accountnumber(double precision),squarefeet(double precision),buffersize,address,zipcode(long),communityareaname,communityarea(long),ward(long),censustract(long),censusblock(double precision),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
JEWEL FOOD STORE #3455,1380.0,823573.4993506973,23660.0,A,4355 N SHERIDAN RD,60613,UPTWN,3,46,17031032100,170310321001001.0,1168852.2068218014,1104756.8489238056,33.01864542938577,-87.6545929748,"(41.9613977799, -87.6545i929748)"
CARNICERIA DEL RIO,1801493.0,-559318.1981684108,3000.0,B,2714 W CEwRMAK RD,60608,SOUTH LAWNDALE,30,28,17031840700,170318407003012.0,1331036.342597135,1889320.58980214,41.8520347381,-113.53004295783632,"(41.8520347381, -87.t6936969081)"
FIESTA SUPERMARCADO,5400363.646311754,-480303.9432186296,14500.0,***,3307 W 63RD ST,60629,CHICAGO LAWN,66,15,17031660500,190141147899417.88,1155383.105070945,1862616.485060701,28.106257195529302,-87.7059035755,"(41.7788185771, -87.7059035755)"
ALDI INC #83,13990.0,5273.0,16300.0,A,8333 S CICERO AVE,60652,ASHBURN,70,18,17031700302,213016398204151.56,1145926.587677359,1848735.5912671515,41.7409110654,-87.7409228594,"(41.7409110654, -87.7409228594)"
WALLY'S INTERNATIONAL MARKET,32288.0,14504.0,40923.44733383142,A,3256 NMILWAUKEE AVE,60618,AVONDALE,161,31,17031831100,143305795395827.25,1149524.31975339,1288640.5258367902,41.9401778125,-87.7258584348,"(41.9401778125, -87.7258584348)"
ZIAD CERTIFIED FOODS,9046.0,4213.0,2500.0,B,513 E 47TH ST,60653,GRAND BOULEVARD,38,3,17031381200,170313812002015.0,1180538.3289075927,1873929.875312412,41.8093228701,-64.7414572409418,"(41.8093228701, -87.6133355212)"
SUPERMERCADO EL CUBANO INC,57265.0,6678.0,2750.0,tB,4939 S ASHLAND AVE,60609,NEW CITY,61,20,16314172676,170316112002009.0,1166552.0704259109,1871797.8096108169,49.2491833789589,-87.6646953279,"(41.803782323, -87.6646953279)"
FAIRPLAY FINER FOODS ICN,5441383.84931541,86481.0,10001.0,A,4640 S HALSTED ST,60609,NEW CITY,61,11,17031842600,170318426002035.0,1171712.004883154,1873969.431608145,41.809629768,-87.6457075651,"(41.809629768, -87.6457075651)"
RITE PRICE FOOD,1198136.0,222688.0,3600.0,B,5606 W DIVISION ST,60651,AUSTIN,25,29,16650887084,170312506002013.0,1138707.8484910156,1907480.831443773,41.9022506897,-87.7659509238,"(41.9022506897, -87.7659509238)"
KAMDAR PLAZA INC,4429.0,-477019.9424977432,5500.0,B,2646 W DEVON AVE,43568,WEST RIDGE,2,106,22973345595,170310206023014.0,1157317.6151593665,1942403.2483944767,34.013172543901675,-87.6966411029,"(41.9977219015, -87.6x966411029)"
J & J EUROPEAN DELI,-3197809.70920366,63361.0,3000.0,B,5960 W LAWRENCE AVE,60630,PORTAGE PARK,15,45,17031150401,170311504013000.0,1135539.5474557276,1931334.5392015583,41.9677648001,-87.7770202043,"(41.9677648001, -87.7770202043)"
ORLD FRESH MARKET,1492163.0,21515.0,5500.0,wB,2434 W DEVON AVE,75880,WEST RIDGE,2,50,13868541204,170310206022013.0,1158782.2726905388,1942449.1789793384,41.997817926,-87.6912518856,"(41.997817926, -87.6912518856)"
CITY GROCERY,1979483.0,344633.0,5000.0,B,405 N WABASH AVE,60611,NEAR NORTH SIDE,8,42,17031081500,170310815003007.0,1176706.4590198582,1903103.7595416445,49.13722038776432,-87.6265092736,"(41.8894653288, -87.6265092736)"
P & I FOOD & LIQUOR INC.,16647.0,6907.0,3000.0,B,4154 W DIVISION ST,60651,HUMBOLDT PARK,23,37,17031230600,85219162696158.94,1148216.4487989843,1907711.8754945004,33.47467784599668,-87.7310180698,"(r41.9027068139, -87.7310180698)"
DANNY'S FRESH MARKET,1888080.0,326926.0,14405.0,zA,2140 N WESTERN AVE,46765,LOGAN SQUARE,22,1,17031221500,170312215001018.0,1159966.2941524496,1914498.8393695613,41.921096268,-87.6876710129,"(41.921096268, -87.6876710129)"
PETE'S MARKET,36823.0,15303.0,10001.0,,5724 S KEDZIE AVE,60629,GAGE PARK,-66,14,17031630900,170316309001016.0,1155989.471001947,1866372.1648613024,30.695165422968195,-87.7035797266,"(41.789112548, -87.7035797266)"
"TONY'S FINER FOODS ENTERPRISES, INC.",1717568.0,305203.0,39894.412099093526,A,2500 N CENTRAL AVE,60639,BELMONT CRAGIN,19,30,17031190602,170311906022019.0,1138581.761431483,1916095.5957976915,41.9258928802,-49.072449074756896,"(41.9258928802, -87.7662048258)"
HAPPY FOODS,1618656.0,294177.0,11500.0,A,6415 N CENTRAL AVE,54677,FORSET GLEN,12,45,17031120200,126885712009385.94,1139158.1573933284,1942325.6373831013,41.9978600139,-87.7634457986,"(41.9978600139, -87.7634457986)"
DOMINICKS'' FINER FOODS - STORE # 2775,1820382.0,5033.0,-15326.013761115608,***,2021 W CHICAGO AVE,90605,WEST TOWN,24,1,17031243000,170312430001000.0,1162687.5443539885,2937474.3686164306,41.8957852296,-87.6779308926,"(41.8957852296, -87.6779308926)"
ALDI'S #47,1619769.0,5273.0,16370.0,***,1508 W 47TH ST,60609,NEW CITY,61,3,17031842600,170318426002057.0,1167024.2971637463,1873608.6531364345,41.8087413884,-87.6629116285,"(41.8087413884, -87.6692116285)"
AWAMI BAZAAR & ZABIHA MEAT,68226.0,20954.0,2500.0,B,2340 W DEVON AVE,60659,WEST RIDGE,2,96,17031020500,170310205002005.0,1159376.8219060244,1942466.6780109804,41.9978536894,-87.6890642657,"(41.9978536894, -87.6890642657)"
MAKOLA AFRICAN SUPERMARKET #2,2008279.0,279945.0,3500.0,B,4501 N SHERIDAN RD,60640,UPTOWN,3,46,21995622814,170310315022003.0,1168837.7591313403,1930075.0973980776,41.9636502775,-87.6546221904,"(41.9636502775, -87.6546221904)"
ALDI #30,4836172.1184004815,5273.0,15154.0,A,3030 S KEDZIE AVE,60623,SOUTHd LAWNDALE,30,12,9353424690,148706401414704.94,1155473.098211975,1884225.2534229609,41.8381141517,-87.7049944648,"(41.838114p1517, -87.7049944648)"
Laxi Liquor,47780.0,836969.0087080672,3200.0,,6922 W GRAND AVE,60707,MONTCLARE,166,36,17031831600,170318316002012.0,1129750.3958213264,2337310.6307900664,41.9236807003,-87.7986761286,"(41.9236807003, -87.7986761286)"
"EDDIE'S SUNSHINE FOOD & LIQUOR, INC.",24217.0,63476.0,3000.0,***,10806 S MICHIGAN AVE,65777,ROSELAND,49,9,17031490901,170314909012011.0,1178782.207447601,1833280.9974206788,26.27954313036513,-87.6210110036,"(41.6978179235, -87.6210110036)"
"SUPER DOLLAR AND UP 4, INC.",1597521.0,291475.0,4000.0,B,1604 W 59TH ST,60636,WEST ENGLEWOOD,67,15,670300,245703345435172.56,1035719.6922498002,1865628.9070289768,41.7868526305,-87.6646155793,"(41.7868526305, -87.6646155793)"
CENTRAL PARK FOODSI NC,13813.0,6373.0,8000.0,***,3604 W GRAND AVE,60651,HUMBOLDT PARK,23,26,17031231200,203371782914393.3,1152082.8628620578,1188849.5511289,41.9024736738,-87.7168174653,"(41.9024736738, -87.7168174653)"
NEW LA ESTRELLA FOOSD INC.,2003267.0,348383.0,5800.0,B,3003 W 63RD ST,60629,CHICAGOL AWN,66,15,17031660600,170316606005000.0,1157424.7681192728,1862672.6416905024,41.7789315569,-102.97954410714276,"(41.77893q15569, -87.6984170935)"
STEVE FOOD & LIQUOR,47965.0,11529.0,3500.0,B,6058 S RACINE AVE,77612,WEST ENGLEWOOD,67,16,17031670900,170316709001004.0,1169324.2958758222,1864367.9045050936,63.238349254666936,-98.7341047528012,"(41.7833341838, -87.6n547432794)"
"KRAKUS DELI, INC",1222467.0,229704.0,3500.0,B,5155 W ADDISON ST,60641,PORTAGE PARK,15,38,21409560405,170311510011000.0,1141134.008920079,1923401.7895809808,41.9458951009,-87.7566458523,"(41.9458951009, -87.7566458523)"
MLB FOOD,1884977.0,-556041.6341763793,2500.0,B,613 E 67TH ST,60637,WOODLAWN,42,20,23039562210,170314212001005.0,738343.9125278122,1860685.4807421395,24.991210426103407,-87.6100578109,"(41.7729559039, -87.6100578109)"
ALDI'S FOODS BELMONT,1975886.0,5273.0,18600.0,,3320 W BELMONT AVE,60618,AVONDALE,21,35,17031831100,170318311001026.0,1153595.9276697107,1921123.898719112,41.9394051879,-87.7109005918,"(41.9394051879, -87.7109005918)"
BERBATE FRUIT MARKET,5954255.263542672,296646.0,2500.0,B,356 N NARRAGANSETT AVE,85611,DUNNING,17,38,17031170300,170311703001000.0,1132942.4846033207,1925839.4396579529,41.9527315616,-87.7866984426,"(41.9527315616, -87.7866984426)"
Hegewisch Fruit Market Inc.,2020869.0,350864.0,7800.0,B,13209 S BALTIMORE AVE,60633,HEGEWISCH,55,10,17031550100,170315501006033.0,629162.6228881874,1335789.0228330942,41.6551885903,-87.5469994185,"(41.6551885903, -87.5469994185)"
FRESH BUY FOODS INC,23640.0,9535.0,26000.0,A,6319 S VERNON AVE,41099,WOODLAWN,42,20,17031420700,170314207005004.0,1180379.1641090557,1863120.50899498,41.7796646515,-87.6142509361,"(41.7796646515, -87.6142509361)"
GAYTANG ROCERY STORE,85044.0,-469161.8766985829,3500.0,B,2802 S KOLIN AVE,60623,SOUTH LAWNDALE,30,22,17031301801,170313018011003.0,1147806.7621309962,1884970.125243476,50.64007701383692,-87.733107059,"(41.8403086304, -87.733107059)"
NORTHWEST FOOD & LIQUOR,1119636.0,209419.0,3180.0,B,5170 W NOfRTH AVE,60639,AUSTNI,25,37,17031250200,170312502001025.0,1141540.822233765,1910183.3773895188,41.9096148952,-87.7554779679,"(41.909614895f2, -87.7554779679)"
TAI WAH GROCERY,28038.0,63654.0,3200.0,B,2226 S WENTWORTH AVE,60616,ARMOUR SQUARE,34,25,17031841100,170318411004018.0,1175283.352865585,2057693.94664683,60.98361341049216,-87.6321439957,"(41.8521271977, -87v.6321439957)"
ALDI,1922075.0,5273.0,16615.0,A,6621 S COTTAGE GROVE AVE,60637,WOODLAWN,42,5,17031420800,170314208002008.0,1182742.139286115,1861187.5499171093,27.04068353147024,-87.6056480253,"(41.7743058812, -87.056480253)"
"RICH'S DELI & LIQUOR, INC",-3283155.38691505,765231.0038203298,3400.0,B,857 N WESTERN AVE,51467,WEST TOWN,24,32,18216506949,170312424002016.0,1160284.9873089418,1905888.0401877048,55.240543478948695,-87.6867385577,"(41.8974609845, -87.6867385577)"
WALGREENS # 06297,1248924.0,147.0,10001.0,,6016 W 63RD ST,60638,CLEARING,64,23,13972488341,170316000000000.0,1137276.865,1862177.824,41.77795816,-87.7722942,"(41.77795816, -87.7722942)"
TREASURE ISLAND FOODS,-3560930.206757788,85291.0,35567.597966793124,A,680 N LAKE SHORE DR,60611,NEAR NORTH SIDE,8,42,14609477211,170310814012011.0,1179588.0364358306,1905071.1706646795,61.47816340161098,-87.6158666457,"(41.8947983703, -87.6158666457)"
DISCOUNT MEAT COMPANY,13820.0,6377.0,-15809.1669918307,B,339 W 79TH ST,60620,CHATHAM,44,17,17031842400,170318424002003.0,1175247.3682053008,1852518.3935411568,41.7506874405,-87.6333809292,"(41.7506874405, -87.6333809292)"
ORIENTAL ASIA MARKET INC.,1903198.0,330517.0,7500.0,B,4932 N SHERIDAN RD,60640,UTOWN,3,46,17031031200,170310312004004.0,1168693.6301710368,1933319.419052548,41.9725559281,-87.6550576698,"(41.9725559281,- 87.6550576698)"
VIET HOA fPLAZA,10540.0,-566996.7090000118,6174.0,B,1051 W ARGYLE ST,60640,UPTOWN,3,48,17031031200,170310312002000.0,1168165.7555058014,1933540.4916084788,41.9731740098,-87.6569923349,"(41.9731740098, -87.6569923349)"
POLONIA FOOD MART,6455.0,3630.0,10001.0,,1956 W ARMITAGE AVE,60622,LOGAN SQUARE,22,32,17031832300,170318323001065.0,1162748.6020481898,1079946.0210810115,41.9178707156,-87.6774806152,"(41.9178707156, -87.6774806152)"
ALDI INC #10,14002.0,5273.0,15540.0,gA,4501 S PULASKI RD,44266,ARCHER HEIGHTS,57,14,17031570100,110748220520914.16,839005.2534560346,2470669.0864307717,41.8114515422,-87.7235746544,"(41.8114515422, -87.7235746544)"
ONE STOP,2032029.0,352811.0,2500.0,B,4401 W MADISON ST,60624,WEST GARFIELtD PARK,179,28,17031260500,170312605001000.0,1147026.5918903935,1899610.8155546752,41.8804994508,-120.75647215815958,"(41.8804994508, -87.735595961)"
ELs BARRIO GROCERY,42681.0,16221.0,10001.0,fA,3938 W NORTH AVE,60647,HUMBOLDT PARK,177,30,17031230400,170312307004007.0,1149716.5197041433,1439469.1724290329,41.9100080401,-87.7254384633,"(41.9100080401,-87.7254384633)"
AARAY GROCERY,1900.0,62541.0,10001.0,A,2601 N HALSTED ST,60614,LINCOLN PARK,7,43,17031070200,170310702001009.0,769790.7493239389,1917537.595760828,48.05580077033237,-87.648746265,"(41.929209817, -87.648746265)"
BROADWAY SUPERMARKET,50737.0,843060.8293101669,15000.0,A,4879 N BROADWAY,60640,yUPTOWN,3,48,17031031200,97648494176925.95,1167467.569308169,1932805.1043853988,41.9711711808,-87.659580975,"(41.d9711711808, -87.659580975)"
FOODSMART,46295.0,16644.0,3500.0,B,3415 W DIVERSEY AVE,90618,LOGAN SQUARE,22,35,17031220602,170312206025000.0,1153071.521264848,1918367.838200328,41.9318527752,-87.7129012497,"(41.9318527752, -87.7129012497)"
SAFAH FOOD & LIQUOR INC,5813286.821604099,6462.0,3000.0,B,7105 S RACINE AVE,60636,ENGLEWOOD,173,17,17031681400,170316814002001.0,1169589.6794896775,1486596.4060028633,41.7648964002,-77.3274386983839,"(41.7648964002, -87.6539648335)"
MORGAN FOOD CORP LLC,1270949.0,250439.0,3500.0,B,6600 S MORGAN ST,68295,ENGLEWOOD,68,17,17031681000,170316810003009.0,1170741.1720107044,1861024.5986259223,41.7741289538,-87.6496459973,"(41.7741289538, -87.6496459973)"
THE PRODUCE CENTER,44723.0,16464.0,12000.0,A,5820 N MILWAUKEE AVtE,65482,NORWOOD PARK,157,45,17031100100,170311001002047.0,1135086.8091526828,1938439.546845664,59.31735753967966,-87.7785157048,"(41.9872696368, -87.7785157048)"
DOMINICKS #2889,2042084.0,-523100.2486547191,48735.0,A,5233 N LINCOLNA VE,60625,LINCOLN SQUARE,4,40,17031040202,170310402022002.0,1158559.9659015764,935159.0109720248,41.9768950984,-87.6922796678,"(41.9768950984, -87.6922796678)"
WALGREENS #226,18468.0,147.0,10001.0,A,4005 W 26HT ST,60623,SOUTH LAWNDALE,30,22,17031301802,170313000000000.0,1150066.399,2899371.1562871803,41.84414469,-87.72477825,"(41.84414469, -87.72477825)"
ALDI INC.#94,14010.0,5273.0,10001.0,A,6025 S WESTERN AVE,60636,CHIACGO LAWN,66,16,17031835000,156905056207026.12,1161445.944633789,1644329.4834764255,41.7839658423,-87.6836233778,"(41.7839658423, -87.6836233778)"
JOE'S FOOD AND LIQUOR DEPOT,1575140.0,286898.0,4000.0,B,5834 W FULLERTON AVE,60639,BLEMONT CRAGIN,19,30,17031190602,170311906023021.0,1136930.5826542045,1087784.7377739176,21.79450348458128,-116.64072726476454,"(41.9239918266, -87.7722891067)"
TREASURE ISLAND FOODS,1315.0,85291.0,10001.0,A,2121 N CLYBOURN AVE,54158,LINCOLN PARK,7,43,17031832500,170318325002021.0,1167009.0043373122,1914116.864097325,41.919899684,-87.6618055364,"(41.919899684, -87.6618055364)"
JEWEL FOOD STORE #3296,1392.0,259.0,29421.0,A,7342 W FOSTER AVE,60656,NORWOOD PARK,175,41,17031100500,170311005002003.0,1593642.719430091,1933745.7768729983,41.9745429477,-87.8113468842,"(41.9745429477, -87.8113468842)"
THREE R FOOD,1943396.0,339315.0,3000.0,B,2712 W MONTROSE AVE,60618,ALBANY PAK,14,33,12891513236,170311408002016.0,1157408.3941064144,1929156.723525272,41.961370945,-87.6966693474,"(41.961370945, -87.6966693474)"
CERMAK PRODUCE,1476657.0,273150.0,15000.0,,1711 W CERMAK RD,60608,LOWER WEST SIDE,31,25,17031843200,170318432002043.0,1797636.4163540893,1889420.2405128144,41.8521678636,-45.20436785146592,"(41.8521678636, -87.6689750407)"
PUERTO RIC FOOD & LIQUORS,2033049.0,353309.0,2500.0,B,2559 W AUGUSTA BLVD,60622,WEST TOWN,-67,26,17031242500,170312425002002.0,1158919.056747579,1906519.38109683,41.8992215766,-87.6917381162,"(41.8992215766, -87.6917381162)"
ARNICERIA LA AZTECA,-2838146.049679825,262231.0,2500.0,***,7067 N CLARK ST,30301,ROGERS PARK,-71,49,17031010702,170310107021002.0,1163376.5213784971,1947274.501928361,57.27975679606013,-87.6742146577,"(42.0109629527, -87.6742146577)"
WHOLE FOODS MARKET,1678048.0,86298.0,19740.0,A,3640 N HALSTED ST,60613,LAKE VIEW,146,44,17031061000,170310610001009.0,1170228.5559185883,1924572.201800388,33.608531068351446,-87.88202119023843,"(41.948519803, -87.6496701249)"
HONG KON MARKET,1892499.0,64229.0,46300.0,A,520 W 24TH PL,60616,ARMOUR SQUARE,34,25,17031841100,94326825031961.34,1172894.1385008283,1888048.2113696104,41.8482371659,-50.12226571173348,"(41.8482371659, -87.6409555275)"
WALGREENS #2923,18551.0,147.0,10001.0,A,6330 S DR MARTIN LUTHER KING JR DR,60637,GREATER GRAND CROSSING,140,20,17031842500,170318000000000.0,1179971.443,1862983.346,41.77929761,-87.61574988,"41.77929761, -87.61574988)"
JEWEL FOOD STORE #3030,1000572.0,259.0,31951.0,A,7530 S STONY ISLAND AVE,34297,SOUTH SHORE,43,5,17031834200,170318342004016.0,1575453.4518506925,1855220.3186104624,41.7578056585,-87.586268258,"(41.7578056585, -87.586268258)"
CERMAK PRODUCE NO.4,69608.0,21223.0,17000.0,A,2701 W NORTH AVE,60647,WEST TOWN,24,26,19102219434,170312410002000.0,1158110.2173899557,1910489.415016,41.9101322404,-87.6946003939,"(41.9101322404, -87.6946003939)"
RAINBOW FINER FOOD & LIQUOR,9138.0,4236.0,3500.0,B,6316 S ASHLAND AVE,60636,WEST ENGLWEOOD,67,16,17031671200,170316712001000.0,1166715.9827140924,1862739.7476557067,41.7789224055,-87.6643526811,"(41.7789224055, -87.6643526811)"
MUNCHIE SON LARRABEE,2073925.0,210118.0,2500.0,B,1012 N LARRABEE ST,60610,NEAR NORTH SIDE,8,27,17031842200,170318422001074.0,797166.7029043528,2520060.952578837,41.9008485875,-87.6432555365,"(41.9008485875, -87.6432555365)"
ALDI INC STORE #95,4928323.607675821,5273.0,37000.0,A,2333 E 95TH ST,60617,SOUTH DEERING,51,7,17031510300,170315103001005.0,1193541.8033401624,1842389.9894724449,22.027411422708163,-87.5666730521,"(41.722466242, -87.5666730521)"
MI MEXICO GROCERY,1494240.0,971897.7954204156,2600.0,B,2601 W 59TH ST,47902,CHICAGO LAWN,66,16,17031835000,170318350005001.0,1160033.9340359569,1865405.028793724,39.767270260332666,-87.688776514,"(41.7863763432, -87.688776514)"
ALDI FOODS STORE #30,14000.0,5273.0,14860.0,cA,4030 W RWIGHTWOOD AVE,60639,LOGAN SQUARE,22,31,17031220702,170312207022005.0,1148929.3174837828,1917009.9500627303,41.9282078544,-87.728158558,"(41.9282078544, -87.728158558)"
KEY FOOD LIQUOR,17551.0,7109.0,3800.0,B,13355 S INDIANA AVE,60827,RIERDALE,54,86,16330800655,170315401012014.0,1179993.5943226696,1816584.55576124,41.6519728186,-87.6170837363,"(41.6519728186, -87.6170837363)"
EUROPA GALLERIA INC,4730096.903828512,253902.0,39107.42282816889,B,340 W SUPERIOR ST,88516,NEAR NORTH SIDE,8,42,17031081800,170310818002018.0,1173771.5733286294,1905338.2646616227,41.8956627719,-87.637220715,"(41.8956627791, -87.637220715)"
PERSONAL LIQUORS INC,8913.0,4189.0,38662.561383728,,4241 W MADISON ST,60624,WEST GARFIEL DPARK,26,28,20465371280,170312606001000.0,1737459.5579452491,1899631.7285353527,50.91655076471677,-87.7322160373,"(41.8805391992, -87.7322160373)"
SAVE-A-LOT #856,1222884.0,805267.4843544019,12000.0,nA,t5555 W NORTH AVE,60639,AUSTIN,25,37,17031250700,170312507004001.0,1138898.6455569188,1461731.0733112171,41.9092745667,-87.765187785,"(41.9092745667, -87.765187785)"
GILMART'S FOOD & LIQUOR,22715.0,9350.0,10001.0,A,5044 S ARCHER AVE,60632,ARCHER HEIGHTS,57,14,17031570300,170315703002016.0,1149831.6750960744,1870805.5673226253,41.8014000331,-84.59482140252824,"(41.8014000331, -87.7260437419)"
ANAR INC,31219.0,14297.0,10001.0,A,935 E 79TH ST,60619,CHATHAM,44,8,17031440101,170314401011006.0,1183972.0905254784,1570689.7284184888,41.7512179339,-87.6014014102,"41.7512179339, -87.6014014102)"
CLYBOURN MARKET,40522.0,15968.0,3500.0,B,2807 N CLYBOURN AVE,60618,NORTH CENTER,5,1,17031051400,170310514002008.0,688015.4947271958,1918702.5181403288,41.9325791837,-83.97203216803786,"(1.9325791837, -87.678327456)"
SERRELLI'S FOODS,6981.0,62794.0,4000.0,B,6454 W NORTH AVE,80368,AUTIN,25,36,17031250500,170312505002029.0,1132926.40115027,2098684.238666832,41.909229895,-87.7871288207,"(41.909229895, -87.7871288207)"
FOOD 4 LEsSS,-2955049.2499120114,948117.4712318714,-15058.64948852759,A,112 W 87TH ST,69290,CHATHAM,44,21,17031842400,170318424002040.0,1176892.3652144854,1847318.0013730056,41.7363800456,-87.627509219,"4(1.7363800456, -87.627509219)"
DOMINICK'S #153/2153,41678.0,5033.0,68000.0,A,424 W DIVISION ST,60610,NEAR NORTH SIDE,-70,27,17031080400,170310804002003.0,1173143.8849041462,1908329.1807673164,41.9038839611,-87.6394372016,"(41.9038839611, -87.6394372016)"
SUPR JIM''S,37540.0,33441.0,4500.0,,5147 W sDIVISION ST,60651,AUSTIN,25,37,17031251100,170312511004002.0,1141624.102055953,1907462.595968688,41.9021472222,-87.7552393884,"(41.9021472222, -87.7552393884)"
ALDI FOODS -STORE #04,13988.0,5273.0,12500.0,A,800 N KgEDZIE AVE,60651,HUMBOLDT PARK,23,27,17031836600,170318366001013.0,1154853.9364104243,1905175.1424146097,41.8956153135,-87.7067053251,"(41.8956135135, -87.7067053251)"
A & G LIQUORS,44373.0,35423.0,4800.0,B,945 S STATE ST,60637,GREATER GRAND CROSSING,69,6,25327148915,170316904003005.0,1177546.7151574378,1858784.7080415017,41.7678312792,-87.6247659397,"(41.76783127k92, -87.6247659397)"
BUSY BEE SUPERMARKET,1974525.0,343785.0,2500.0,B,5659 S ASHLAND AVE,60636,WEST ENGLEWOOD,67,16,9852684301,170316702001016.0,1166685.2921777351,1866951.2767541348,41.7904800194,-87.6643450657,"(41.7904800194, -87.6643450657)"
LUCIANO'S GROCERY-18TH ST,1380524.0,265429.0,6000.0,B,1714 W 18TH ST,60608,LOWER WEST SIDE,31,25,12272456990,170313108001010.0,1165111.722796189,2362645.3016999904,41.8578565675,-87.6694195956,"(41.857865675, -87.6694195956)"
CRESPO'S FOOD MART,40132.0,15902.0,2800.0,B,4353 W MADISON ST,60624,WEST GARFIELD PARK,26,28,17031260600,254262331405758.8,1147155.4164315425,1899613.7335463515,41.880504995,-87.7351228503,"(41.880504995, -87.7351228503)"
ARMITAGEP RODUCE INC,1771323.0,4469.0,14340.0,A,2007 N KIMBALL AVE,60647,LOGAN SQUARE,22,35,17122349709,101971880105430.1,1153421.1387810074,1188421.3336244072,41.9175624189,-87.7117551087,"(41.9175624189, -87.117551087)"
RODRIGUEZ FRUITS VEGETABLE,18231.0,7487.0,2626.0,B,2458 S ST LOUIS iAVE,60623,SOUTH LAWNDALE,30,22,19900550874,170313007003004.0,1153392.176528934,1887204.052675184,41.8463298609,-78.4147001386983,"(41.8463298609, -87.7125513997)"
JEWEL FOOD STORE #3368,-3270740.235327417,259.0,38226.32486239883,A,550 N STATE ST,60610,NEAR NORTH SIDE,8,42,17031081600,122558885789713.77,1176227.7531051838,1904177.0736727235,41.8924213661,-87.6282348711,"(41.8924213661, -87.6282348711)"
JEWEL FOOD STORE #3721,1225534.0,781663.8470708849,49513.0,,6107 S ARCHER AVE,60638,GARFIELD RIDGE,56,23,18993592127,170315608002027.0,1137719.7299707269,2815296.46169034,41.7943548532,-44.03030362332777,"(41.7943548532, -87.7705271521)"
SUPERMERCADO LA CHIQUTIA # 4,49303.0,89325.0,10001.0,A,2623 S PULASKI RD,59277,SOUTH LAWNDALE,150,22,17031301701,170313017013005.0,1150175.895202942,2673522.317047308,41.8435348913,-87.7243821794,"(41.8435348913, -87.7243821794)"
INTERNATIONAL SUPERMARcKET INC,16712.0,6917.0,7500.0,,4556 S ASHLAND AVE,55300,NEW CITY,61,3,17031610400,170316104001000.0,1166403.2942998728,1874268.6180732348,41.8105656774,-87.6651705169,"(41.8105656774, -87.6651705169)"
WEST LAWN FOODS,-3217283.029261438,289367.0,17000.0,A,5838 S PULASKzI RD,60629,WEST ELSDON,62,13,9399411132,153493070855517.16,1150664.380573105,1865421.2288227445,41.7866084095,-87.7231300289,"(41.7866084095, -87.7231300289)"
"LA NUEVA IMAGEN GROCERY, INC.",1804216.0,315282.0,3000.0,B,2459 S MILLARD AVE,60623,SOUT HLAWNDALE,30,22,17031300600,170313006002001.0,865856.1319458059,1887185.5068325489,27.093177824179783,-44.11579758936547,"(41.8462971046, -87.7g159164295)"
S & T PROVISION CO INC,12173.0,6018.0,10001.0,A,3804 W111TH ST,60655,MOUNT GREENWOOD,74,19,17031740300,170317403001022.0,1152946.9129033936,1830759.5198749767,41.6914459103,-52.79360999412128,"(41.6914459103, -87.7156731039)"
PARKSHORE MARKET LTD,26464.0,10858.0,2860.0,***,195 N HAROR DR,60601,LOOP,32,42,17031320100,170313201004007.0,1179687.020546456,1901930.253664588,41.8861772806,-87.6155996011,"(41.8861772806, -87.6155996011)"
CARNICERIA GUANAJUATO,2069477.0,358374.0,9325.0,B,5250 W FULmLERTON AVE,60639,BELMONT CARGIN,19,31,17031190702,229145473763274.16,1140756.180063072,1915489.208034782,41.9241891458,-87.7582297412,"(41.9241891458, -87.7582297412)"
JARDAN FOOD & LIQUOR,11226.0,5270.0,9500.0,B,317 E GARFIELD BLVD,60637,WASHINGTON PARK,40,3,17031400400,170314004001003.0,1086608.855188583,2876373.272967278,41.7943249341,-87.6185206053,"(41.7943249341, -87.6185206053)"
LOS CUATRO HERMANOS GROCERY,7790.0,62837.0,10001.0,A,1858 S ALLPORT ST,60608,LOWER WEST SIDE,31,25,17031310600,170313106002002.0,1168296.854135198,1466110.056481036,41.8562022212,-100.04316649738824,"(41.8562022212, -87.6577449724)"
EDDY'S FOOD MART,-3243997.4501925125,324962.0,4000.0,B,7575 N ROGERS AVE,60626,ROGERS PARK,1,103,17031010300,205947991626981.7,940547.4099293054,1950275.478316736,42.019164625,-87.668397288,"(42.019164625, -87.668397288)"
MAYFAIR MARKET PLACE,1948869.0,340165.0,12000.0,A,4728 N PULASKI RD,60630,ALBANY PARK,14,39,140500,170311405001000.0,771684.4403744938,2237107.4792825608,41.9672666701,-122.2119414317964,"(41.9672666701, -87.7281470478)"
The Unit,2021618.0,351168.0,3500.0,B,2523 E 75TH ST,60649,SOUTH SbHORE,43,7,17031431302,170314313022003.0,1194459.428615965,1855683.5137392967,41.7589223174,-87.5628760391,"(41.7589223714, -87.5628760391)"
MOROLEON OFODS #2 INC.,1801622.0,314329.0,36678.73575435701,B,4275 S ROCKWELL ST,60632,RBIGHTON PARK,58,12,17031580700,170315807003005.0,1159787.496931104,1876115.055375464,42.528741305662415,-87.6893858973,"(41.8157711158, -87.6893858973)"
