OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,LIC_or_DAC,Shape__Area,Shape__Length
1083,06,037,185203,06037185203,1852.03,Census Tract 1852.03,G5020,S,547994,0,Both,801200.2421875,4404.33253641402
1084,06,097,152502,06097152502,1525.02,Census Tract 1525.02,G5020,S,1835982,0,LIC,3000421.78125,8112.34720044968
1085,06,097,153003,06097153003,1530.03,Census Tract 1530.03,G5020,S,1728005,0,LIC,2820516.62890625,10750.1924774236
1086,06,097,150603,06097150603,1506.03,Census Tract 1506.03,G5020,S,3464701,0,LIC,5627490.55859375,11871.9526292272
1087,06,097,153006,06097153006,1530.06,Census Tract 1530.06,G5020,S,3406973,0,LIC,5562422.81640625,11899.2216784358
1088,06,097,151402,06097151402,1514.02,Census Tract 1514.02,G5020,S,8793749,26110,LIC,14381797.4453125,21913.3922720253
1089,06,097,152202,06097152202,1522.02,Census Tract 1522.02,G5020,S,2773402,0,LIC,4530975.53515625,10792.6447228548
1090,06,097,153705,06097153705,1537.05,Census Tract 1537.05,G5020,S,46048166,522775,LIC,76175268.7734375,67670.8120512423
1091,06,097,153703,06097153703,1537.03,Census Tract 1537.03,G5020,S,74390862,817247,LIC,122893095.320313,78143.0060554307
1092,06,037,433200,06037433200,4332,Census Tract 4332,G5020,S,1774673,0,Both,2592709.5859375,8163.10529875105
1093,06,037,433302,06037433302,4333.02,Census Tract 4333.02,G5020,S,858411,0,Both,1253959.21484375,6258.38327946958
1094,06,037,433401,06037433401,4334.01,Census Tract 4334.01,G5020,S,504094,0,Both,736315.9921875,3738.54789372885
1095,06,037,433403,06037433403,4334.03,Census Tract 4334.03,G5020,S,706784,0,Both,1032452.71484375,4401.84471049393
1096,06,037,433501,06037433501,4335.01,Census Tract 4335.01,G5020,S,1171421,16621,Both,1735233.2421875,5344.30992763246
1097,06,037,211121,06037211121,2111.21,Census Tract 2111.21,G5020,S,213921,0,LIC,312567.1171875,2799.11704466722
1098,06,037,211202,06037211202,2112.02,Census Tract 2112.02,G5020,S,179169,0,Both,261796.44140625,2048.09209812055
1099,06,037,462700,06037462700,4627,Census Tract 4627,G5020,S,1675552,0,LIC,2452733.59765625,6540.48909453807
1100,06,037,462800,06037462800,4628,Census Tract 4628,G5020,S,1126292,1079,LIC,1650294.8046875,5648.99371872648
1101,06,055,200705,06055200705,2007.05,Census Tract 2007.05,G5020,S,1271605,0,LIC,2068274.2109375,6947.73449891146
1102,06,055,200804,06055200804,2008.04,Census Tract 2008.04,G5020,S,1228020,0,LIC,1996788.359375,6377.17145646172
1103,06,055,200704,06055200704,2007.04,Census Tract 2007.04,G5020,S,1549863,0,LIC,2521528.609375,7273.87703867293
1104,06,037,910505,06037910505,9105.05,Census Tract 9105.05,G5020,S,1608394,2252,LIC,2380678.67578125,8623.25288954074
1105,06,037,291120,06037291120,2911.20,Census Tract 2911.20,G5020,S,701467,0,Both,1021112.6328125,4043.06288975324
1106,06,013,329000,06013329000,3290,Census Tract 3290,G5020,S,2715166,0,LIC,4379063.44140625,11718.1017282025
1107,06,037,910208,06037910208,9102.08,Census Tract 9102.08,G5020,S,3305729,0,LIC,4890229.50390625,9892.14842536211
1108,06,037,269601,06037269601,2696.01,Census Tract 2696.01,G5020,S,333656,0,Both,487160.8515625,2790.6812085348
1109,06,037,269903,06037269903,2699.03,Census Tract 2699.03,G5020,S,283825,0,LIC,414201.85546875,2839.39753769772
1110,06,037,269904,06037269904,2699.04,Census Tract 2699.04,G5020,S,337354,0,LIC,492398.23828125,3322.24979678437
1111,06,037,271902,06037271902,2719.02,Census Tract 2719.02,G5020,S,924201,0,LIC,1348382.453125,4694.01009869736
1112,06,037,272201,06037272201,2722.01,Census Tract 2722.01,G5020,S,260003,0,LIC,379253.54296875,2466.54035492599
1113,06,037,272202,06037272202,2722.02,Census Tract 2722.02,G5020,S,309580,0,LIC,451540.984375,3233.40695390669
1114,06,037,535902,06037535902,5359.02,Census Tract 5359.02,G5020,S,1013032,0,Both,1475562.2578125,4979.19247127393
1115,06,037,601303,06037601303,6013.03,Census Tract 6013.03,G5020,S,438449,0,Both,639154.21875,3274.52607615325
1116,06,037,532606,06037532606,5326.06,Census Tract 5326.06,G5020,S,278787,0,Both,406496,2892.16229596722
1117,06,037,226700,06037226700,2267,Census Tract 2267,G5020,S,782727,0,Both,1142177.6171875,4473.16671858566
1118,06,037,271801,06037271801,2718.01,Census Tract 2718.01,G5020,S,479928,0,LIC,700316.93359375,3538.83558907612
1119,06,037,221810,06037221810,2218.10,Census Tract 2218.10,G5020,S,304336,0,Both,444234.484375,2751.66397920502
1120,06,037,203200,06037203200,2032,Census Tract 2032,G5020,S,515982,0,Both,753558.03125,3760.64737363791
1121,06,037,209402,06037209402,2094.02,Census Tract 2094.02,G5020,S,136235,0,Both,198970.40625,1786.62515507958
1122,06,037,212305,06037212305,2123.05,Census Tract 2123.05,G5020,S,108058,0,LIC,157825.3828125,1605.70795315336
1123,06,037,433602,06037433602,4336.02,Census Tract 4336.02,G5020,S,927111,34343,Both,1404339.90625,5997.28394514329
1124,06,037,406411,06037406411,4064.11,Census Tract 4064.11,G5020,S,731557,17816,Both,1094846.48828125,5313.40172729338
1125,06,037,480704,06037480704,4807.04,Census Tract 4807.04,G5020,S,1069409,0,LIC,1563746.87890625,6505.01222072534
1126,06,037,480802,06037480802,4808.02,Census Tract 4808.02,G5020,S,1713243,0,LIC,2503801.640625,7012.41172801041
1127,06,087,100500,06087100500,1005,Census Tract 1005,G5020,S,5426894,0,LIC,8517762.39453125,16582.5006771772
1128,06,087,110200,06087110200,1102,Census Tract 1102,G5020,S,2961315,0,LIC,4642726.30859375,9048.84179424221
1129,06,087,120600,06087120600,1206,Census Tract 1206,G5020,S,34475531,336609,LIC,54819106.7148438,51584.2789475174
1130,06,087,121700,06087121700,1217,Census Tract 1217,G5020,S,2640917,0,LIC,4145552.0703125,8191.12505466801
1131,06,087,110502,06087110502,1105.02,Census Tract 1105.02,G5020,S,1471425,0,LIC,2307056.62109375,8717.97625512979
1132,06,087,100400,06087100400,1004,Census Tract 1004,G5020,S,4857963,0,LIC,7628947.3671875,13376.4059856294
1133,06,087,122003,06087122003,1220.03,Census Tract 1220.03,G5020,S,5546406,0,LIC,8709158.30859375,22831.1163265489
1134,06,087,100200,06087100200,1002,Census Tract 1002,G5020,S,2439265,0,LIC,3829988.9296875,10068.188064501
1135,06,087,123100,06087123100,1231,Census Tract 1231,G5020,S,7677667,415940,LIC,12699294.0625,14940.7543754912
1136,06,087,122001,06087122001,1220.01,Census Tract 1220.01,G5020,S,31384843,0,LIC,49328752.4726563,37845.1526843251
1137,06,087,110700,06087110700,1107,Census Tract 1107,G5020,S,4383864,0,LIC,6874993.1796875,12121.1414723985
1138,06,087,121300,06087121300,1213,Census Tract 1213,G5020,S,3916485,0,LIC,6151367.43359375,11556.0080682617
1139,06,037,211804,06037211804,2118.04,Census Tract 2118.04,G5020,S,185958,0,Both,271673.48046875,2089.3795830655
1140,06,037,212101,06037212101,2121.01,Census Tract 2121.01,G5020,S,185780,0,LIC,271388.58984375,2088.52702049625
1141,06,087,100900,06087100900,1009,Census Tract 1009,G5020,S,1886029,718758,LIC,4088297.578125,11067.5570837986
1142,06,087,120301,06087120301,1203.01,Census Tract 1203.01,G5020,S,49747763,330392,LIC,78861664.34375,73449.0111776265
1143,06,087,110100,06087110100,1101,Census Tract 1101,G5020,S,2455441,0,LIC,3849141.43359375,9266.61467875198
1144,06,087,120302,06087120302,1203.02,Census Tract 1203.02,G5020,S,3455936,0,LIC,5439808.56640625,16322.0495737563
1145,06,087,121402,06087121402,1214.02,Census Tract 1214.02,G5020,S,1339458,0,LIC,2102662.83203125,6923.63568365898
1146,06,087,110501,06087110501,1105.01,Census Tract 1105.01,G5020,S,1841006,0,LIC,2885828.3984375,10447.120139004
1147,06,037,212102,06037212102,2121.02,Census Tract 2121.02,G5020,S,138654,0,LIC,202548.62890625,1806.45256471654
1148,06,037,214503,06037214503,2145.03,Census Tract 2145.03,G5020,S,232314,0,LIC,339391.3828125,2573.30282786952
1149,06,037,214901,06037214901,2149.01,Census Tract 2149.01,G5020,S,312677,0,LIC,456874.3046875,2725.57292033019
1150,06,037,234901,06037234901,2349.01,Census Tract 2349.01,G5020,S,325412,0,Both,474459.8515625,2922.59202703262
1151,06,037,239801,06037239801,2398.01,Census Tract 2398.01,G5020,S,370763,0,Both,540379.72265625,3660.2899399817
1152,06,037,553504,06037553504,5535.04,Census Tract 5535.04,G5020,S,638683,0,Both,929592.4765625,5070.2533661497
1153,06,037,554104,06037554104,5541.04,Census Tract 5541.04,G5020,S,364478,0,Both,530324.1171875,3088.67324152851
1154,06,037,554105,06037554105,5541.05,Census Tract 5541.05,G5020,S,337184,0,Both,490525.71484375,3714.15005764493
1155,06,037,554203,06037554203,5542.03,Census Tract 5542.03,G5020,S,684290,0,Both,995353.421875,5078.14589259948
1156,06,037,554204,06037554204,5542.04,Census Tract 5542.04,G5020,S,659358,0,Both,959187.7578125,4760.7293623742
1157,06,037,554301,06037554301,5543.01,Census Tract 5543.01,G5020,S,675594,0,Both,982751.01171875,5238.85634247108
1158,06,037,554302,06037554302,5543.02,Census Tract 5543.02,G5020,S,718131,0,Both,1044406.65625,4106.17356930527
1159,06,023,940000,06023940000,9400,Census Tract 9400,G5020,S,364418755,2369202,LIC,646497504.808594,101982.344950743
1160,06,061,020901,06061020901,209.01,Census Tract 209.01,G5020,S,1792709,0,LIC,2950821.5390625,12304.2864370462
1161,06,037,480901,06037480901,4809.01,Census Tract 4809.01,G5020,S,951406,0,LIC,1390585.94140625,4790.98699452614
1162,06,037,401704,06037401704,4017.04,Census Tract 4017.04,G5020,S,1811580,0,Both,2648640.6953125,7225.56591519861
1163,06,037,189800,06037189800,1898,Census Tract 1898,G5020,S,729738,0,LIC,1066876.44140625,4672.72989086732
1164,06,037,191204,06037191204,1912.04,Census Tract 1912.04,G5020,S,201087,0,Both,293953.42578125,2181.81025192933
1165,06,037,125320,06037125320,1253.20,Census Tract 1253.20,G5020,S,632474,0,Both,926152.9375,4840.40250650918
1166,06,037,123010,06037123010,1230.10,Census Tract 1230.10,G5020,S,1015849,0,Both,1488813.9921875,5034.67566848178
1167,06,037,134720,06037134720,1347.20,Census Tract 1347.20,G5020,S,989535,0,Both,1450309.9765625,4906.24216127186
1168,06,037,131800,06037131800,1318,Census Tract 1318,G5020,S,1315591,0,Both,1928190.24609375,5868.42124813244
1169,06,037,224310,06037224310,2243.10,Census Tract 2243.10,G5020,S,180792,0,Both,263987.60546875,2492.25179510958
1170,06,037,430901,06037430901,4309.01,Census Tract 4309.01,G5020,S,1164433,0,LIC,1704124.86328125,5504.26980360799
1171,06,037,301206,06037301206,3012.06,Census Tract 3012.06,G5020,S,828425,0,LIC,1212995.37109375,4927.49871483276
1172,06,037,542103,06037542103,5421.03,Census Tract 5421.03,G5020,S,571330,0,Both,831453.08203125,4184.73327091726
1173,06,037,293307,06037293307,2933.07,Census Tract 2933.07,G5020,S,338671,0,Both,491566.55859375,3363.58653691001
1174,06,083,001208,06083001208,12.08,Census Tract 12.08,G5020,S,1810409,227878,LIC,3001169.56640625,8844.00932066579
1175,06,083,001604,06083001604,16.04,Census Tract 16.04,G5020,S,2452105,167685,LIC,3857091.6171875,11691.0367191491
1176,06,083,002928,06083002928,29.28,Census Tract 29.28,G5020,S,1262746,42349,LIC,1922217.43359375,6186.18802739921
1177,06,079,012102,06079012102,121.02,Census Tract 121.02,G5020,S,3097792,126995,LIC,4831322.96484375,13240.7320206248
1178,06,037,533502,06037533502,5335.02,Census Tract 5335.02,G5020,S,234233,0,Both,341544.84765625,2375.61578939998
1179,06,037,402402,06037402402,4024.02,Census Tract 4024.02,G5020,S,5341363,7116,Both,7811306.40625,16109.8944936217
1180,06,037,209810,06037209810,2098.10,Census Tract 2098.10,G5020,S,149829,0,Both,218798.921875,1995.52120411633
1181,06,037,117404,06037117404,1174.04,Census Tract 1174.04,G5020,S,1765652,0,DAC,2589275.8515625,6536.27439982953
1182,06,037,123203,06037123203,1232.03,Census Tract 1232.03,G5020,S,583709,3900,Both,861056.06640625,4708.68305519964
1183,06,037,550000,06037550000,5500,Census Tract 5500,G5020,S,780448,0,DAC,1136383.19140625,5365.51362241051
1184,06,037,237600,06037237600,2376,Census Tract 2376,G5020,S,503742,0,Both,734411.45703125,3486.43090544061
1185,06,037,204410,06037204410,2044.10,Census Tract 2044.10,G5020,S,296877,0,Both,433502.97265625,2801.66617764408
1186,06,037,296220,06037296220,2962.20,Census Tract 2962.20,G5020,S,536366,0,Both,777677.8828125,3522.06720256464
1187,06,037,228500,06037228500,2285,Census Tract 2285,G5020,S,448896,0,Both,654831.6328125,3392.38402327337
1188,06,037,183810,06037183810,1838.10,Census Tract 1838.10,G5020,S,454934,0,Both,665247.94140625,3792.21246945878
1189,06,037,480101,06037480101,4801.01,Census Tract 4801.01,G5020,S,1136819,0,LIC,1662454.17578125,5396.03819633629
1190,06,037,575803,06037575803,5758.03,Census Tract 5758.03,G5020,S,199589,0,Both,289636.6328125,2538.38446074731
1191,06,037,131400,06037131400,1314,Census Tract 1314,G5020,S,1107141,0,Both,1623060.25,5283.41224344193
1192,06,037,131600,06037131600,1316,Census Tract 1316,G5020,S,2184453,6443,LIC,3211809.96484375,7171.68675098581
1193,06,087,100700,06087100700,1007,Census Tract 1007,G5020,S,936221,0,LIC,1469714.0859375,5331.7255303348
1194,06,037,554405,06037554405,5544.05,Census Tract 5544.05,G5020,S,765520,0,Both,1113340.91796875,4317.33362191589
1195,06,075,012302,06075012302,123.02,Census Tract 123.02,G5020,S,92649,0,LIC,148590.41015625,2019.86555945336
1196,06,075,011902,06075011902,119.02,Census Tract 119.02,G5020,S,93053,0,LIC,149256.66015625,1648.69998877878
1197,06,075,012201,06075012201,122.01,Census Tract 122.01,G5020,S,92048,0,LIC,147623.140625,1537.55254901837
1198,06,075,012202,06075012202,122.02,Census Tract 122.02,G5020,S,92823,0,LIC,148863.1171875,1557.57202819114
1199,06,075,012402,06075012402,124.02,Census Tract 124.02,G5020,S,358024,0,LIC,574098.12109375,3600.12469084965
1200,06,005,000200,06005000200,2,Census Tract 2,G5020,S,323145352,190299,LIC,528380093.761719,161563.697669009
1201,06,005,000401,06005000401,4.01,Census Tract 4.01,G5020,S,42399270,19726,LIC,69171103.5742188,54537.1230791001
1202,06,075,015801,06075015801,158.01,Census Tract 158.01,G5020,S,343931,0,LIC,551517.36328125,3423.48598370432
1203,06,041,102202,06041102202,1022.02,Census Tract 1022.02,G5020,S,3162535,0,LIC,5117457,10107.0670057537
1204,06,041,102203,06041102203,1022.03,Census Tract 1022.03,G5020,S,2721281,0,LIC,4402705.73828125,9952.81248963413
1205,06,041,109001,06041109001,1090.01,Census Tract 1090.01,G5020,S,2223111,0,LIC,3584188.19140625,8484.6990475252
1206,06,097,152203,06097152203,1522.03,Census Tract 1522.03,G5020,S,1320234,0,LIC,2155783.24609375,6815.10664795797
1207,06,061,020713,06061020713,207.13,Census Tract 207.13,G5020,S,1544809,0,LIC,2542419.01171875,11364.9772124619
1208,06,061,021040,06061021040,210.40,Census Tract 210.40,G5020,S,2938016,0,LIC,4841070.36328125,12023.372836117
1209,06,037,191410,06037191410,1914.10,Census Tract 1914.10,G5020,S,311385,0,Both,455143.4375,2740.09297270787
1210,06,037,541606,06037541606,5416.06,Census Tract 5416.06,G5020,S,340899,0,Both,496091.12890625,2979.1986265523
1211,06,037,234800,06037234800,2348,Census Tract 2348,G5020,S,654191,0,Both,953823.3984375,3906.51809809414
1212,06,037,500600,06037500600,5006,Census Tract 5006,G5020,S,1172912,2216,Both,1714409.5078125,5442.08675304544
1213,06,037,701100,06037701100,7011,Census Tract 7011,G5020,S,2530607,0,LIC,3696219.3515625,10408.3274891192
1214,06,037,302103,06037302103,3021.03,Census Tract 3021.03,G5020,S,550707,0,Both,805966.66796875,3525.70415723952
1215,06,037,570601,06037570601,5706.01,Census Tract 5706.01,G5020,S,780449,0,Both,1134610.23046875,4543.7223790256
1216,06,037,980021,06037980021,9800.21,Census Tract 9800.21,G5020,S,6380469,565373,LIC,10195022.3398438,18963.3197334808
1217,06,037,211802,06037211802,2118.02,Census Tract 2118.02,G5020,S,325416,0,LIC,475371.57421875,2922.30205037107
1218,06,037,191720,06037191720,1917.20,Census Tract 1917.20,G5020,S,264327,0,Both,386361.0546875,2558.92554689248
1219,06,037,122420,06037122420,1224.20,Census Tract 1224.20,G5020,S,862717,0,Both,1264416.14453125,4572.55388496225
1220,06,037,128220,06037128220,1282.20,Census Tract 1282.20,G5020,S,555594,0,Both,813900.4609375,3703.6368369343
1221,06,097,152802,06097152802,1528.02,Census Tract 1528.02,G5020,S,2053123,0,LIC,3354054.56640625,8690.28777703973
1222,06,097,152903,06097152903,1529.03,Census Tract 1529.03,G5020,S,1669654,0,LIC,2727025.03515625,7124.03740322167
1223,06,045,011102,06045011102,111.02,Census Tract 111.02,G5020,S,834001492,22658235,LIC,1416739686.36328,217174.590925738
1224,06,037,189903,06037189903,1899.03,Census Tract 1899.03,G5020,S,83969,0,LIC,122774.21484375,1528.00414165803
1225,06,037,111205,06037111205,1112.05,Census Tract 1112.05,G5020,S,1141319,17739,LIC,1700728.18359375,5430.26056067147
1226,06,037,115403,06037115403,1154.03,Census Tract 1154.03,G5020,S,703743,0,Both,1031927.59765625,4102.22456712044
1227,06,037,297201,06037297201,2972.01,Census Tract 2972.01,G5020,S,403962,0,Both,585484.421875,3038.63524531467
1228,06,037,603802,06037603802,6038.02,Census Tract 6038.02,G5020,S,630818,0,Both,917805.53125,3867.38238907023
1229,06,037,125502,06037125502,1255.02,Census Tract 1255.02,G5020,S,522913,0,LIC,765542.8671875,3548.85626547833
1230,06,037,127103,06037127103,1271.03,Census Tract 1271.03,G5020,S,280065,5980,Both,419241.07421875,2784.63119738456
1231,06,037,127603,06037127603,1276.03,Census Tract 1276.03,G5020,S,431404,0,Both,632154.05078125,3584.93499765712
1232,06,037,127711,06037127711,1277.11,Census Tract 1277.11,G5020,S,947643,0,Both,1388367.73828125,5000.71279283904
1233,06,037,127803,06037127803,1278.03,Census Tract 1278.03,G5020,S,640852,0,Both,939107.71875,3882.36082698498
1234,06,037,127806,06037127806,1278.06,Census Tract 1278.06,G5020,S,683182,0,Both,1000926.171875,4968.58069371718
1235,06,037,128101,06037128101,1281.01,Census Tract 1281.01,G5020,S,648896,0,Both,950731.08984375,3900.12652545681
1236,06,037,128601,06037128601,1286.01,Census Tract 1286.01,G5020,S,681877,0,Both,998768.18359375,5099.71093803599
1237,06,019,003400,06019003400,34,Census Tract 34,G5020,S,1917437,0,Both,2994098.66015625,7083.73535016752
1238,06,037,131702,06037131702,1317.02,Census Tract 1317.02,G5020,S,717311,4766,Both,1058307.23046875,4127.39940816896
1239,06,037,132002,06037132002,1320.02,Census Tract 1320.02,G5020,S,1600216,0,DAC,2344816.265625,7765.32788346692
1240,06,037,132101,06037132101,1321.01,Census Tract 1321.01,G5020,S,810523,0,Both,1187540.7734375,4384.9600242562
1241,06,037,275102,06037275102,2751.02,Census Tract 2751.02,G5020,S,610131,13718,LIC,909930.0625,4496.89390157646
1242,06,037,461502,06037461502,4615.02,Census Tract 4615.02,G5020,S,1172566,0,LIC,1717382.43359375,5401.27371879484
1243,06,037,461901,06037461901,4619.01,Census Tract 4619.01,G5020,S,878769,0,LIC,1286452.88671875,4948.72625689904
1244,06,037,461902,06037461902,4619.02,Census Tract 4619.02,G5020,S,835323,0,LIC,1222684.71484375,4560.50259401459
1245,06,037,462002,06037462002,4620.02,Census Tract 4620.02,G5020,S,511535,0,LIC,749002.6484375,3982.62156870281
1246,06,037,462201,06037462201,4622.01,Census Tract 4622.01,G5020,S,536846,0,LIC,785910.4140625,3571.88887014525
1247,06,037,462202,06037462202,4622.02,Census Tract 4622.02,G5020,S,568258,0,LIC,831776.58984375,3669.3989712323
