OBJECTID,SITENAME,DATA_S_YR,CREAT_YR,DATA_METH,DATA_ACCU,COWARDIN,COWAR_S_YR,HGM,HGM_S_YR,POLY_S_ID,FIELD_OBS_LWI,DATA_S_TYP,HYD_BAR,HYD_DRA,HYD_FLO,WET_MGT,COV_TYP,VEG_SPEC,VEG_COND,VEG_S_YR,LSW,GOAL_5_17,SAC,DEVELOP,DSL_WD,DSL_FILE,MOSAIC,Acres,Shape__Area,Shape__Length
7934,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEMf,,U,,SU-1Bf,onsite,2,,,,,,,,,N,,,,,,,0.591308558561503,4534.7109375,315.061862273513
7935,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PSS, PEM",,U,,SU-20B,visual,2,,,,,,,,,Y,,,,,,,0.851277047287861,6514.984375,1824.78322433029
7936,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-30,offsite,2,,,,,,,,,N,,,,,,,0.795574396467064,6100.09375,327.488620568101
7937,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PEM, PFO",,U,,SU-34,offsite,2,,,,,,,,,N,,,,,,,8.44114554690005,64725.4296875,1573.66590562022
7938,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-26,offsite,2,,,,,,,,,N,,,,,,,0.344431348637735,2641.3046875,291.259106218699
7939,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-26,offsite,2,,,,,,,,,N,,,,,,,0.257536684130372,1974.8984375,251.814387889774
7940,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-26,offsite,2,,,,,,,,,N,,,,,,,0.148755651130572,1140.7109375,252.73924371519
7941,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-26,offsite,2,,,,,,,,,N,,,,,,,1.32371014866779,10150.4453125,401.438386009522
7942,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-26,offsite,2,,,,,,,,,N,,,,,,,0.0510401746266029,391.3984375,141.645741880852
7943,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-43A,offsite,2,,,,,,,,,N,,,,,,,3.03088117965319,23230.5703125,1920.90127860177
7944,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PFO, PEM",,U,,SU-54D,offsite,2,,,,,,,,,Y,,,,,,,92.211323558335,705982.2109375,6879.80986859589
7945,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PSS, PEM",,U,,SU-20B,visual,2,,,,,,,,,Y,,,,,,,1.79342667813262,13722.7734375,2339.16738034353
7946,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PEM, PFO",,U,,SU-56,offsite,2,,,,,,,,,Y,,,,,,,18.9637310602348,145103.3984375,2039.08592409371
7947,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-57,onsite,2,,,,,,,,,Y,,,,,,,1.35481029099068,10366.4609375,900.690740947461
7948,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.241054674937729,1848.484375,241.276570556108
7949,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,1.24844563511295,9573.4375,396.156847520843
7950,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.12307916137069,943.8046875,152.594088229711
7951,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.151604219944062,1162.46875,334.756624753388
7952,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.0976298687074818,748.609375,120.24995108487
7953,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.218559359940146,1675.96875,176.447080805271
7954,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.00745271751266,57.1484375,37.7395482993447
7955,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.0351843167021196,269.796875,65.7609157068453
7956,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.0598265224639443,458.7578125,81.7109768158802
7957,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.0809792357593516,620.9453125,109.731775725515
7958,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"POW, PEM",,U,,SU-42A,offsite,2,,,,,,,,,Y,,,,,,,0.370652403611,2841.015625,269.864939871781
7959,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"POW, PEM",,U,,SU-42A,offsite,2,,,,,,,,,Y,,,,,,,4.21819734277011,32330.9140625,938.433156040698
7960,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"POW, PEM",,U,,SU-42A,offsite,2,,,,,,,,,Y,,,,,,,1.43877485440937,11028.34375,433.311990084454
7961,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PSS, PEM",,U,,SU-20A,visual,2,,,,,,,,,Y,,,,,,,1.11600421276189,8551.078125,988.59469394003
7962,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PSS,,U,,SU-53,offsite,2,,,,,,,,,N,,,,,,,1.21622561822966,9319.2578125,458.949765222617
7963,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-22,onsite,2,,,,,,,,,N,,,,,,,0.0473718395806338,363.2109375,86.8979183375109
7964,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-22,visual,2,,,,,,,,,N,,,,,,,0.0337571725705399,258.8125,75.3877045011914
7965,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PSS,,U,,CO-2B,offsite,2,,,,,,,,,N,,,,,,,2.98715979534097,22904.8984375,716.33875230995
7966,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,CO-16B,offsite,2,,,,,,,,,N,,,,,,,0.904612503121673,6938,375.128851345275
7967,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-60,visual,2,,,,,,,,,N,,,,,,,0.763658746409711,5856.1484375,871.466392992789
7968,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-45A,onsite,2,,,,,,,,,N,,,,,,,0.691003777136443,5297.2109375,473.447038912084
7969,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-45A,visual,2,,,,,,,,,N,,,,,,,0.314905301126203,2414.046875,215.447807260406
7970,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PSS,,U,,CA-2B,onsite,2,,,,,,,,,N,,,,,,,0.52419432188216,4021.59375,665.5509825823
7971,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PEM, PFO",,U,,CP-7C,offsite,2,,,,,,,,,N,,,,,,,5.67946905247256,43536.640625,874.331015539942
7972,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-64,offsite,2,,,,,,,,,N,,,,,,,1.33835891829917,10260.484375,586.554547042656
7973,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.0919225942906532,704.859375,151.931609159806
7974,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,1.82094958229762,13962.8671875,757.307245800637
7975,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-8,offsite,2,,,,,,,,,N,,,,,,,0.0685536992743623,525.65625,121.025829790847
7976,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEMf,,U,,SU-54Ff,offsite,2,,,,,,,,,N,,,,,,,65.5068410205332,501445.8671875,5149.70582578989
7977,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEMf,,U,,SU-54Ef,offsite,2,,,,,,,,,N,,,,,,,56.0510773605024,429258.4453125,2989.21254488253
7978,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-51A,offsite,2,,,,,,,,,N,,,,,,,1.94554170529331,14909.953125,626.564727684846
7979,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-43B,onsite,2,,,,,,,,,Y,,,,,,,5.06635203640998,38834.640625,1032.06944770515
7980,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-43A,offsite,2,,,,,,,,,N,,,,,,,0.890080711865498,6822.546875,977.090594495503
7981,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-43A,offsite,2,,,,,,,,,N,,,,,,,5.0550490688454,38745.7578125,1596.74609317862
7982,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,SU-49,onsite,2,,,,,,,,,Y,,,,,,Wetland-Upland Mosaic,15.8609377983812,121555.671875,1563.51240052875
7983,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PFO, PEM",,U,,SU-48C,onsite,2,,,,,,,,,Y,,,,,,,11.209815355629,85903.796875,2795.98427992307
7984,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-43A,offsite,2,,,,,,,,,N,,,,,,,6.86671275285362,52633.0703125,1664.65018242455
7985,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-28A,onsite,2,,,,,,,,,N,,,,,,,1.29509531204226,9932.4140625,617.298508354159
7986,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,SU-28C,onsite,2,,,,,,,,,N,,,,,,,0.357348979301035,2740.6328125,289.517175260763
7987,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEMf,,U,,SU-1Bf,onsite,2,,,,,,,,,N,,,,,,,1.24914631855433,9579.0078125,713.69640585002
7988,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,SU-40,visual,2,,,,,,,,,N,,,,,,,1.0313808641097,7905.5546875,1523.76141896442
7989,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PEM, PFO",,U,,CP-7A,visual,2,,,,,,,,,N,,,,,,,5.49770941220306,42139.765625,1044.88251238514
7990,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"PEM, PFO",,U,,CP-7A,visual,2,,,,,,,,,N,,,,,,,3.45144702643063,26456.34375,933.449245962758
7991,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,POW,,U,,SU-54C,offsite,2,,,,,,,,,N,,,,,,,1.20563634372627,9233.1875,372.522599054161
7992,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-19C,visual,2,,,,,,,,,N,,,,,,,2.19357662534304,16820.515625,631.487630277808
7993,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,"POW, PEM",,U,,SU-37A,offsite,2,,,,,,,,,Y,,,,,,,32.2270761414312,247068.8203125,3084.94708725465
7994,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,CO-20B,visual,2,,,,,,,,,Y,,,,,,,0.0398944462914966,305.9453125,458.499825218641
7995,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,CO-18,offsite,2,,,,,,,,,N,,,,,,,0.174795595807466,1340.2109375,148.189856884064
7996,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,CO-20A,offsite,2,,,,,,,,,Y,,,,,,,0.0934696874219563,716.6875,204.740552145267
7997,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PEM,,U,,CO-2A,offsite,2,,,,,,,,,N,,,,,,,0.194946629625968,1494.8125,1014.28866326084
7998,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,SU-51D,visual,2,,,,,,,,,Y,,,,,,Wetland-Upland Mosaic,0.843975020825267,6466.5234375,329.07109094411
7999,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,SU-31,onsite,2,,,,,,,,,N,,,,,,,0.289768577718696,2222.546875,851.595641093535
8000,Sutherlin,2000,"Pacific Habitat Services, Inc., March 2001",,,PFO,,U,,CO-13B,visual,2,,,,,,,,,N,,,,,,,1.39988348937458,10736.5078125,545.595183491839
8001,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PFO, PSS",,U,,SSR-18A,offsite,2,,,,,,POPTRI - ALNRUB / SPIDOU - CORSTO / PHAARU - ATHFIL,,,Y,,,,,,,1.66953317530359,13243.8125,772.5308993418
8002,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, PSS",,U,,CC-8,onsite,2,,,,,,SALLAS / SOLDUL / TYPLAT - BIDCER,,,N,,,,,,,0.243737215984262,1933.53125,425.40297640589
8003,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, PSS",,U,,SSR-49,onsite,2,,,,,,SALLAS - FRALAT / SOLDUL / TYPLAT - BIDCER,,,N,,,,,,,0.212327050658209,1684.390625,434.348373116811
8004,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, PFO",,U,,SSR-19A,offsite,2,,,,,,FRALAT - POPTRI / SALIX / TYPLAT - SCIMIC,,,Y,,,,DET #98-0478,,,0.993497924268151,7881.453125,973.504527411561
8005,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"POW, PEM",,U,,SSR-47B,onsite,2,,,,,,SPIDOU - SALLAS / TYPLAT - SPAEME,,,N,,,,,,,0.366605822209895,2908.34375,225.377054710052
8006,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"POW, PEM",,U,,SSR-47A,onsite,2,,,,,,TYPLAT - JUNEFF,,,N,,,,,,,7.49440473406694,59458.609375,1696.61981825549
8007,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,POWx,,U,,SSR-47C,visual,2,,,,,,JUNEFF,,,N,,,,,,,0.920001703188452,7299.0703125,416.992504581973
8008,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-46A,onsite,2,,,,,,SALLAS - POPTRI / TYPLAT - LEMMIN,,,N,,,,,,,0.705384487965438,5596.40625,783.406757273455
8009,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-46B,visual,2,,,,,,SALLAS / TYPLAT - LEMMIN,,,N,,,,,,,0.0660310807977813,523.859375,150.946693808648
8010,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-46C,visual,2,,,,,,SALLAS / TYPLAT - BIDCER,,,N,,,,,,,0.108756762487207,862.84375,191.657155904434
8011,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-25A,onsite,2,,,,,,SPIDOU / HOLLAN - JUNEFF,,,N,,,,,,,0.154901443696898,1228.9140625,165.15988551186
8012,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, PFO",,U,,CC-5F,offsite,2,,,,,,POPTRI - FRALAT / SALIX / POLLAP - JUNEFF,,,Y,,,,,,,1.26301927147418,10020.46875,1078.31205315664
8013,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PUBx,,U,,CC-6A,visual,2,,,,,,N,,,N,,,,,,,2.76816059535699,21960,748.502664625115
8014,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PSS,,U,,CC-3A,offsite,2,,,,,,SALIX - POPTRI / SALIX,,,Y,,,,DET #98-0501,,,0.108964165211112,864.3671875,144.273661483467
8015,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PFO, R3",,U,,CC-5C,onsite,2,,,,,,FRALAT / SOLDUL / CAROBN - VERAME,,,Y,,,,,,,0.133079122836684,1055.65625,199.790145515786
8016,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PSS, PEM",,U,,CC-4,offsite,2,,,,,,POPTRI - FRALAT / CORSTO - SPIDOU / SOLDUL / JUNEFF - PHAARU,,,Y,,,,,,,0.735257797541116,5832.2734375,486.214254250932
8017,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PSS, PEM",,U,,CC-3C,onsite,2,,,,,,SALSCO - SPIDOU / SOLDUL / LYSAME - MYOLAX,,,Y,,,,,,,0.33715764711134,2674.46875,280.761423194651
8018,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PUBx, PEM",,U,,AC-1B,onsite,2,,,,,,ALNRUB / AGRSTO - SPAEME,,,N,,,,,,,0.477774299415373,3788.1953125,225.444495792322
8019,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,AC-1C,onsite,2,,,,,,ALNRUB / AGRSTO - MENPIP,,,N,,,,,,,0.0714947868351012,566.8828125,95.7244287340388
8020,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, PSS",,U,,AC-8,onsite,2,,,,,,SALLAS - ALNRUB / CORSTO / POLLAP - ELEPAL,,,N,,,,,,,0.232291412790335,1842.0078125,316.295397300512
8021,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PFO,,U,,AC-9,onsite,2,,,,,,FRALAT / SPIDOU - CRADOU / RUBLAC / CAROBN - JUNEFF,,,N,,,,,,,0.201073882876342,1594.515625,214.281307762455
8022,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PSS, PEM",,U,,AC-4,onsite,2,,,,,,ALNRUB - POPTRI / SALLAS - SALSCO / POLYGO - BIDCER,,,Y,,,,,,,0.489716366813774,3883.609375,490.190610888507
8023,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PSS,,U,,AC-5,onsite,2,,,,,,ROSPIS - SALSCO / RUBURS / CAROBN,,,Y,,,,,,,0.345441882416902,2739.390625,230.808343718608
8024,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,AC-7,onsite,2,,,,,,ROSA / HOLLAN - ALOPRA,,,N,,,,,,,0.116447421956465,923.421875,140.756244783156
8025,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PFO, R3",,U,,AC-2B,offsite,2,,,,,,ALNRUB - FRALAT / AGRSTO - RANREP,,,Y,,,,DET #98-0046,,,2.69960179772847,21410.8671875,931.71099035908
8026,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,R3,,U,,AC-3E,offsite,2,,,,,,N,,,Y,,,,,,,0.115700972970599,917.7265625,300.039406028611
8027,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,AC-3G,offsite,2,,,,,,ALNRUB / SOLDUL / JUNEFF - HOLLAN,,,N,,,,DET #96-0032,,,0.681922091855708,5409.1640625,346.981425222204
8028,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PFO,,U,,CC-7,offsite,2,,,,,,SALIX - SPIDOU / CAROBN,,,N,,,,,,,0.147577501693233,1170.6640625,137.083093138293
8029,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SBC-2,onsite,2,,,,,,HOLLAN - FESARU,,,N,,,,DSL WD1997-0505,,,0.752793155097489,5971.0703125,368.336652962168
8030,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, R3",,U,,SBC-1C,onsite,2,,,,,,SOLDUL / HOLLAN - RUMCRI,,,Y,,,,,,,0.142937747671577,1133.859375,147.183178281776
8031,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PUBx,,U,,CC-6B,visual,2,,,,,,N,,,N,,,,,,,0.290291829687901,2302.90625,195.155506103485
8032,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEMx,,U,,SSR-30D,offsite,2,,,,,,N,,,N,,,,DET #97-0246,,,0.159771809710456,1267.9296875,321.200585838883
8033,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEMx, PAB",,U,,SSR-48B,visual,2,,,,,,SALSIT - ALNRUB / LOTCOR - SCIMIC,,,Y,,,,,,,0.438153339034813,3476.625,1064.75734194779
8034,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PSS,,U,,SSR-25B,offsite,2,,,,,,ALNRUB - FRALAT / SOLDUL / PHAARU,,,N,,,,,,,0.30526161757835,2421.7734375,311.397466753429
8035,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PFO,,U,,CC-1,onsite,2,,,,,,ALNRUB - FRALAT / FRALAT / SOLDUL - RUBLAC / STACOO - GLYCER,,,N,,,,,,,0.0755916935435692,599.5390625,91.5366071968852
8036,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-42,onsite,2,,,,,,PHAARU - AGRTEN,,,N,,,,,,,0.656575267365879,5209.828125,437.742278496246
8037,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-7B,offsite,2,,,,,,CARUNI - AGRTEN,,,N,,,,DET #96-0615,,,1.41735787339618,11243.7734375,603.825246326172
8038,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, PSS",,U,,SSR-48A,onsite,2,,,,,,SALSIT - SALLAS / SOLDUL / ELEOVA - SCIMIC,,,Y,,,,,,,1.23130139159946,9769.9140625,918.747477471317
8039,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"R3, PEM",,U,,AC-3B,onsite,2,,,,,,ALNRUB - FRALAT / PHYCAP - SALIX / SOLDUL / SCIMIC - EQUARV,,,Y,,,,,,,0.450998555132744,3576.4765625,804.868209848189
8040,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"R3, PEM",,U,,AC-3A,offsite,2,,,,,,ALNRUB - FRALAT / CORSTO - SALIX / SOLDUL / SCIMIC - EQUARV,,,Y,,,,,,,0.471752450368532,3740.9375,939.438270663567
8041,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PSS,,U,,AC-6,offsite,2,,,,,,SALLAS - SALSCO,,,N,,,,,,,0.10535918405044,835.53125,186.129327027327
8042,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PUBx,,U,,SSR-24D,offsite,2,,,,,,PHAARU,,,N,,,,,,,0.253128639478559,2008.2421875,164.876780804527
8043,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PFO,,U,,SSR-7A,offsite,2,,,,,,FRALAT / FRALAT / CARUNI - JUNEFF,,,N,,,,DET #97-0279,,,1.11775593062133,8867.1171875,515.263373549442
8044,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PUBx,,U,,SSR-26,offsite,2,,,,,,ALNRUB / ALOPRA - HOLLAN,,,N,,,,DSL WD1995-0160,,,0.755085864434683,5991.3515625,306.98319700611
8045,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-24B,onsite,2,,,,,,SPIDOU - ROSPIS / SOLDUL / CAROBN - LYSAME,,,N,,,,,,Wetland/Upland Mosaic,1.32723704850134,10530.625,700.202192480935
8046,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, PSS, R3",,U,,AC-3C,onsite,2,,,,,,SALLAS - SALSIT / SCIMIC - VERAME,,,Y,,,,,,,4.29123194754921,34033.5390625,1500.1961718512
8047,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PFO,,U,,SSR-16,onsite,2,,,,,,FRALAT / CORSTO - SALSIT / CAROBN - OENSAR,,,Y,,,,,,,1.12964260727612,8960.265625,900.111435192935
8048,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-29B,onsite,2,,,,,,SALSCO - POPTRI / CAROBN - PHAARU,,,N,,,,,,,0.182577116313634,1448.59375,225.3258982531
8049,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PFO, PSS, PEM",,U,,SSR-24C,offsite,2,,,,,,ALNRUB - FRALAT / SPIDOU - ROSPIS / SOLDUL / CAROBN - LYSAME,,,Y,,,,,,,6.34467322474813,50338.171875,2240.97289217732
8050,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, PFO",,U,,SSR-28,offsite,2,,,,,,POPTRI / CORSTO / JUNPAT - HOLLAN,,,N,,,,DSL WD1995-0160,,,0.241221071086773,1913.9140625,293.133237606345
8051,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-27,offsite,2,,,,,,ALOPRA - HOLLAN,,,N,,,,DSL WD1995-0160,,,0.242582313936995,1924.765625,194.426939522923
8052,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PFO, PEM",,U,,SSR-29A,onsite,2,,,,,,POPTRI / FRALAT - SALLAS / POLYGO - PHAARU,,,Y,,,,DSL WD1995-0160,,,4.17215277609181,33103.3515625,1265.69952405466
8053,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PFO, PSS, PEM",,U,,SSR-24A,onsite,2,,,,,,ALNRUB - FRALAT / SPIDOU - ROSPIS / SOLDUL / CAROBN - LYSAME,,,Y,,,,,,,5.34182696222435,42384.3046875,1794.59473841208
8054,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PFO, PEM",,U,,SSR-23,onsite,2,,,,,,FRALAT - POPTRI / FRALAT - SPIDOU / SOLDUL / VERSCU - JUNEFF,,,Y,,,,,,,2.18083491102627,17303.953125,1087.31260242194
8055,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"PEM, PSS",,U,,SSR-3F,offsite,2,,,,,,ROSA - FRALAT / SCIMIC - ALOPRA,,,Y,,,,,,,2.94124143585315,23328.5703125,693.925189174713
8056,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-3E,onsite,2,,,,,,JUNEFF - AGRTEN,,,N,,,,,,,1.17971974444304,9356.6796875,486.886387651575
8057,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,"R3, PEM",,U,,AC-3D,visual,2,,,,,,ALNRUB / SOLDUL / SCIMIC - EQUARV,,,Y,,,,,,,0.802077166734328,6361.5546875,1983.25391814477
8058,Sweet Home,1999 - 2000,"Pacific Habitat Services, Inc., June 2000",,,PEM,,U,,SSR-9D,visual,2,,,,,,ALOGEN - AGRTEN,,,N,,,,,,,0.0226873111416776,179.96875,56.1160013548584
