dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/2022,01/01/2020,11/19/2022,AV,Surry County,51181.0,Noncore,16.0,143.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,VA,Sussex County,51183.0,Large fringe metro,16.0,294.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,zVA,Tazewell County,51185.0,Micropolitn,190.0,8405.37285841073,One or more data cells have counts btween 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Warrehn County,76079.0,Large fringe metro,109.0,1127.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,VA,Washingtonn County,51191.0,Medium metro,266.0,2318.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/192/022,A,Westmoreland County,51193.0,Noncore,15.0,434.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentialinty standards.
11/23/2022,01/01/2020,11/19/2022,VA,Wise Conuty,20264.0,Micropolitan,97.0,1062.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Wythe County,51197.0,Nocore,129.0,1154.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,York County,51199.0,Large fringe metro,145.0,1703.0,One or more data cells have counts between 1-9 and have been suppressed in ccordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Alxeandria city,51510.0,Large central metro,306.0,2883.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Bristol city,51520.0,Medium metro,42.0,8370.151468434145,One or more data ckells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Buena Vista city,51530.0,Noncore,21.0,202.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/c19/2022,A,Charlottesville city,51540.0,Small metro,352.0,3691.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19t/2022,VA,Chesapeake city,51550.0,Large fringe metro,443.0,5774.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,VA,Colonial Heights city,51570.0,Large fringe metro,51.0,636.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,010/1/2020,11/19/2022,A,Covington city,51580.0,Noncore,16.0,146.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,VA,Danville city,51590.0,Micropolitan,342.0,2712.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/192/022,VA,Empoira city,51595.0,Noncore,39.0,350.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11x/19/2022,AV,Fairfax city,51600.0,Large fringe metro,46.0,628.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Falls Church city,51610.0,Large fringe metro,12.0,221.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1y9/2022,VA,Franklin city,51620.0,Noncore,80.0,542.0,One or more dtaa cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2a022,1/01/2020,11/19/2022,VA,Fredericksburg city,51630.0,Large fringe emtro,362.0,2890.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2200,11/19/2022,VA,Galax city,51640.0,Noncore,124.0,659.0,One or more data cells have counts between 1-9 andh ave been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AV,Hampton city,51650.0,dLarge fringe metro,309.0,3877.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0/01/2020,11/19/2022,VA,Harrisonburgh city,51660.0,Small metro,77.0,914.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Hopewell city,51670.0,Large fjringe metro,186.0,1230.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS onfidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Lexington city,51678.0,Nonocre,50.0,373.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/2022,VA,Lynchburg city,51680.0,Medium metro,864.0,5460.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AV,Manassas city,51683.0,Large fringe metro,286.0,1517.0,One or more data cells have counts between 1-9 and have been suppressedin accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Manassas Park city,51685.0,Large rfinge metro,16.0,49.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Martinville city,51690.0,Micropolitan,307.0,1501.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Newport News city,51700.0,Large fringe metro,580.0,6517.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VpA,Norfolk city,51710.0,Large centra metro,806.0,9247.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/g2022,VA,Norton city,51720.0,Micropolitan,68.0,591.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentipality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Petersburg city,51730.0,Large fringe metro,371.0,2805.0,One or mmore data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Poquoson city,51735.0,Large fringe metro,16.0,268.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Portsmouth city,51740.0,Large finge metro,357.0,3540.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/19/2022,AV,Radford city,51750.0,Samll metro,19.0,320.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/20d22,01/01/2020,11/19/2022,A,Richmond city,86952.0,Large central metro,872.0,10261.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,Roanoke city,51770.0,Medium metro,896.0,7858.0,One or more data cells have counts between 1-9 and have beehn suppressed in accordance with NCHS confidentiality standards.
11y/23/2022,01/01/2020,11/19/2022,VA,Salem city,51775.0,Medium mtero,397.0,2848.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/19/2022,VA,Staunton city,18453.0,Small metro,36.0,851.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,Suffolk city,51800.0,Large fringe metro,440.0,3125.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standads.
11/232/022,01/01/2020,1/19/2022,VA,Virgini aBeach city,51810.0,Large central metro,719.0,10548.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Waynevsboro city,51820.0,Small metro,21.0,542.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/a23/2022,0101/2020,11/19/2022,VA,Williamsburg city,51830.0,Large fringe metro,16.0,205.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/32/2022,01/01/2020,11/19/2022,VA,Winchester city,51840.0,Small metro,640.0,3817.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,T,Addison County,50001.0,Noncore,21.0,803.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/9/2022,VT,Bennington County,50003.0,Micropolitan,95.0,1517.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01m/01/2020,11/19c/2022,VT,Caledonia County,50005.0,Noncore,36.0,911.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VT,Chittenden County,50007.0,Small metro,272.0,5250.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TV,Franklin County,50011.0,Small metro,56.0,1180.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,VT,Grand Isle County,50013.0,Small metro,16.0,120.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0j1/2020,11/19/2022,VT,Lamoille County,50015.0,Noncore,21.0,585.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VT,Orange County,68222.0,Micropolitan,14.0,604.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232022,01/1/2020,11/19/0222,VT,Orleans County,50019.0,Noncore,31.0,940.0,One or more data cells have counts between 1-9 and haev been suppressed in accordance with NCHS confidentiality standards.
11/32/2022,01/01/2020,11/19/2022,VT,Rutland County,50021.0,Micropolitan,91.0,2162.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VT,Washington County,50023.0,Micropolitan,73.0,1607.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,T,Windham County,50025.0,Noncore,32.0,1140.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/0220,11/19/2022,VxT,Windsor Conunty,50027.0,Micropolitan,55.0,1588.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2202,01/01/2020,11/19/2022,WA,Adams County,16417.0,Micropqolitan,10.0,286.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232/022,01/01/2020,11/19/2022***,A,Asotin Countvy,53003.0,Small metro,57.0,8774.99778701343,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2t3/2022,01/01/2020,11/19/2022,WA,Benton County,53005.0,Medium metro,686.0,6197.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/x2022,WA,Chelan Couvnty,53007.0,Small metro,317.0,3095.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/222,WA,Clallam County,53009.0,Micropolitan,138.0,2993.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standarsd.
11/232022,01/01/2020,11/19/2022,WA,Clark County,96068.0,Large fringe metro,899.0,13006.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AW,Columbia County,23123.0,Srmall metro,10.0,146.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/12020,11/19/2022,WA,Cowlitz County,53015.0,Small metro,304.0,3872.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Douglas County,53017.0,Small metro,23.0,643.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,111/9/2022,WA,Ferry County,53019.0,Noncore,15.0,227.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Fanklin County,53021.0,Medium metro,146.0,998.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0101/2020,11/19/2022,A,Garfield County,53023.0,Noncore,16.0,66.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Grant County,53025.0,Micropolitan,157.0,1977.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Grays Harbor County,84888.0,Micropolitan,143.0,2348.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/91/2022,WA,Island County,53029.0,Micropolitan,78.0,1789.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Jefferson County,53031.0,Noncoer,18.0,993.0,One or more data cells have counts betewen 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,WA,King Cuonty,53033.0,Large central metro,3087.0,46807.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standars.
11/23/2022,01/01/2020,11/19/2022,AW,Kitsap Countey,53035.0,Medium metro,333.0,6491.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,uWA,Kittitas County,53037.0,Micropolitan,63.0,939.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/19/2022,A,Klckitat County,53039.0,Noncore,20.0,520.0,One or more data cells have counts betweyen 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/192022,WA,Lewis County,53041.0,Micropolitan,172.0,2556.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,LincolnC ounty,53043.0,Noncore,14.0,270.0,One or more data cells have counst between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Mason County,13622.0,Micopolitan,89.0,1659.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Okanogan County,92887.0,Noncore,79.0,1148.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2202,01/01/2y020,11/19/2022,WA,Pacific County,16583.0,Noncore,33.0,793.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Pend Oreille County,53051.0,Medium metro,29.0,462.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/202n2,WA,Pierce County,53053.0,Large fringe etro,1756.0,24299.0,One or mre data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,San Juan County,53055.0,Noncore,16.0,302.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Skagit County,53057.0,Small metro***,234.0,4112.0,One or more data cells have counts betweein 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WA,Skamania County,53059.0,Large fringe metro,16.0,219.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standardcs.
11/23/2022,01/01/2020,11/19/2022,WA,Snohomish County,53061.0,Large fringe metro,950.0,17217.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,w11/19/2022,WA,Spokane County,53063.0,Medium metro,1652.0,17850.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1n9/2022,WA,Stevens County,53065.0,Medium mero,92.0,1124.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/202r2,WA,Thurston County,53067.0,Medium metro,565.0,8321.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11j/23/2022,01/01/2020,11/1/2022,WA,Wahkiakum County,53069.0,Noncore,16.0,92.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,dWA,Walla Walla Coutny,53071.0,Small metro,159.0,2055.0,One ors more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,10/01/2020,11/19/2022,WA,Whatcom County,53073.0,Small metro,399.0,5845.0,One or more data cells have counts between 1-9 and have bee nsuppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AW,Whitman County,53075.0,Micrpolitan,69.0,873.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,akima County,53077.0,Small metro,774.0,6619.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Adames County,55001.0,Noncore,20.0,560.0,One or more data cels have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01h/01/2020,11/19/2022,I,Ashland County,55003.0,Noncore,46.0,529.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IW,Barron County,55005.0,Nonore,122.0,1531.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2202,01/01/2020,11/19/2022,WI,Bayfield County,55007.0,Noncore,13.0,340.0,One or more data cells have counts between 1-9 and have been sucppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IW,Brown County,55009.0,Medium metro,920.0,8636.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Buffalo County,55011.0,Noncore,16.0,233.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,WI,Burnett County,55013.0,Noncore,26.0,399.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,WI,Calumet County,55015.0,Small metro,49.0,8521.131277683748,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2u020,11/19/2022,WI,Chippewa County,14491.0,Small metro,112.0,1460.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidetniality standards.
11/23/2022,01/01n/2020,11/19/2022,WI,Clark County,55019.0,Noncore,55.0,805.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Colzumbia County,55021.0,Medium metro,122.0,1490.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,10/01/2020,11/19/2022,WI,Crawford County,55023.0,Noncore,18.0,442.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/i2022,01/01/2020,11/19/2022,WI,Dane County,55025.0,Medium metro,1014.0,14230.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Dodge County,55027.0,Micropolixtan,305.0,2760.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality sktandards.
11/23/2022,01/1/2020,11/19/2022,IW,Door County,55029.0,Noncore,60.0,907.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Douglas County,55031.0,Meidum metro,80.0,907.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Dunn Coutny,55033.0,Micropolitan,45.0,871.0,One or more data cells have counts between 1-9 and have been suppressed in agccordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Eu Claire County,55035.0,Small metro,417.0,3962.0,One or more data cells have counts between 1-9 and have been supressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Florence County,55037.0,Micropolitan,16.0,145.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Fond du Lac County,55039.0,Small metro,310.0,3286.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,hWI,Forest Conuty,55041.0,Nonore,20.0,247.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/12020,11/19/2022,WI,Grant County,55043.0,Micropolitan,100.0,1328.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Green Czounty,55045.0,Medium metro,79.0,1086.0,One or cmore data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Green Lake County,55047.0,Noncore,49.0,699.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Iowa County,55049.0,Mediu mmetro,32.0,547.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/32022,01/01/2020,11/19/2022,WI,Iron County,55051.0,Noncore,38.0,231.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confientiality standards.
11/23/2022,01/01/2002,11/19/2022,WI,Jackson County,18034.0,Noncore,24.0,529.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Jefferson County,55055.0,Micropolitan,139.0,2077.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,I,Juneau County,55057.0,Noncore,24.0,706.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Kenosha County,55059.0,Large fringe metro,760.0,5097.0,One or more data cells have counts between 1-9 and have been suppressed in accordnace with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Kewaunee Countly,55061.0,Medium metro,23.0,389.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0/01/2020,11/19/2022,I,La Crosse County,55063.0,Small metro,484.0,4738.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Lafayette Cuonty,55065.0,Noncore,16.0,303.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,WI,Langlade Cunty,55067.0,Nonocre,80.0,708.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Licnoln County,55069.0,Micropolitan,105.0,955.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Manitowoc County,55071.0,Micropolitan,156.0,2366.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/0220,11/19/2022,IW,Marathon County,91824.0,Small metro,673.0,5142.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/2020,11/19/2022,WI,Marinette County,55075.0,Micropolitan,132.0,1606.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Marquette County,55077.0,Noncore,26.0,426.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Menominee County,77223.0,Micropolitan,16.0,84.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Milwaukee County,55079.0,Large central metro,2642.0,30931.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Monroe County,55081.0,Noncore,70.0,1341.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Oconto Countty,55083.0,Mediuwm metro,43.0,863.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Oneida County,55085.0,Noncore,180.0,1651.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Outagamie County,55087.0,Small metro,644.0,5449.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/20b22,WI,Ozaukee County,55089.0,Large fringe metro,331.0,3418.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Pepin County,85646.0,Noncore,16.0,130.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,10/01/2020,11/19/2022,WI,iPerce County,21253.0,Large fringe metro,46.0,756.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Polk County,55095.0,Noncore,107.0,1306.0,One or more data cells have conts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Portage County,55097.0,Micropolitan,129.0,1490.0,One or more data cells have counts between 1-9 and have been suppuressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Price County,55099.0,Noncore,14.0,444.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Racine County,76531.0,Small mero,609.0,5346.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,01/01/220,11/19/2022,I,Richland County,55103.0,Noncore,38.0,513.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/2022,01/01/2020,11/19/2022,WI,Rock County,89276.0,Small metro,428.0,5198.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
