locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
CA0581,9,801 E San Ysidro Blvd,,SAN YSIDRO,SAN DIEGO COUNTY,A,92173,51,ACTIVE,BUILDING,14835,17,OWNED,01-Jan-1392,Feld Not In Use,National Register Listed,Will Conform
C0621,9,235 ANDRADE RD,,WINTERHAVEN,IMPERIAL COUNTY,cCA,922839775,51,ACTIVE,BUILDING,5862,6,OWNED,01-Jan-1958,Fiel Not In Use,Evaluated - Not Historic,Willy Conform
CAd0622,9,235 Andrade Rd,,WINTERHAVEN,IMPERIAL COUNTY,CA,922839803,51,ACTIVE,BUILDING,3216,0,OWNED,01-Jan-1958,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0623,19,235 AndradeRd,***,WINTERHAVEN,IMPERIAL COUNTY,CA,2225406889,51,ACTIVE,BUIjLDING,1302,0,OWNED,01-Jan-1958,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0624,9,235 Andrade Rd,,WINTERHAVEN,IMPRIAL COUNTY,CA,92283,51,ACTIVE,BUILDING,442,0,OWNED,21-Jul-2014,Field Not In Use,Not Evaluated,Will Conform
CA0761,9,620 CENTRAL AVE,,LAMEDA,ALAMEDA COUNTY,yCA,945017815,13,EXCESS,BUILDING,18441,3,OWNED,01-Jan-1942,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0762,23,620 ENTRAL AVE,,ALAMEDA,ALAMEDA COUNTY,CA,945017815,13,EXCEsSS,BUILDING,5709,0,OWNED,01-Jan-1942,Field NotI n Use,Evaluated Not Historic,Will oCnform
CA0763,9,620 CENTRAL AVE,,ALAMEDA,ALAMEDA COUNTY,AC,945017815,13,EXCESS,BUILDING,5723,0,OWNED,01-Jan-1942,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0765,9,620 CENTRAL AVE,,ALAMEDA,ALAMEDA COUNTY,CA,945017815,13,EXCESS,BUILDING,6010,0,OqWNED,01-Jan-192,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0773,9,620 CENRTAL AVE,,ALAMEDA,ALAMEDA CONTY,CA,945017815,31,EXCESS***,BUILDING,18738,1,ONED,01-Jan-1942,Field Not In Ushe,Evaluated - Not Historic,Will Conform
CA0774,9,620 CENTRAL AVE,,AALMEDA,ALAMEDA COUNTY,CA,945017815,13,EXCESS,BUILING,758,0,OWNED,01-Jan-1942,Field Not In Use,Evaluated - Not Historic,No
CA0775,9,620 CENTRAL AVE.,,ALAMEDA,ALAMEDA COUNTY,CA,945017815,13,EXCESS,BUILDING,707,0,OWNED,01-Jan-1942,Fielad Not In Use,Evaluated - Not Historic,Will Conform
CA0776,9,620 CENTRAL AVE,***,ALAMEDA,ALAMEDA COUNTY,CA,945017815,1x3,EXCESS,BUILDING,0,0,OWNED,01-Jan-1942,Field Not In Use,Evaluajted - Not Historic,No
CA0777,9,620 CENTRAL AVE,,ALAMEDA,ALAMEDA COUNTY,CA,945017815,3,xEXCESS,BUILDING,0,0,OWNED,01-aJn-1942,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0779,9,620 CENTRAL AVE,***,gALAMEDA,ALAMEDA COUNTY,dCA,945017815,3,EXCESS,BUILDING,0,0,OWNED,01-aJn-1942,Field Not In Use,Evaluated - Not Historic,No
CA0801,9,405 Tecate Rd,***,TECATE,SAN DIEGO COUNTY,CA,91980,1,ACTIE,BUILDING,12790,0,OWED,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
CA0v802,9,405 Tecate Rd,,TECATE,SAN DIEGO COUNTY,CA,91980,51,ACTIVE,BUILDING,2093,0,OWNdED,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
CA0803,9,405 Tecate Rd,,TECATE,SAN DIEGO COUNTY,CA,91980,51,ACTIVE,BUILDING,2093,0,OWED,01-Jan-1934,Field Not In Use,National Register Listed,Will Cnform
CAe0804,9,405 TecateRd,***,TECAET,SAN DIEGO COUNTY,CA,91980,51,ACTIVE,BUILDNIG,15120,0,OWNED,01-Jan-1983,Field Not I Use,Not Evaluated,Will Conform
CA0805,9,405 Tecate Rd,,TECAE,SAN DIEGO COUNTY,CA,91980,51,ACTIVE,BILDING,12294,0,OWEND,01-Sep-2005,Field Not In Use,Not Evaluated,Yes
CA9001,9,345 MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,CATIVE,BUILDING,34718,12,OWNED,01-Jan-1953,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0902,9,345 MIDDLEFIELD RD,,MENL OPARK,SAN MATEO CONTY,CA,940253561,81,ACTVIE,BUILDING,33273,0,OWNED,01-Jan-1956,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0903,9,345 MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,CA,940253561,1y8,ACTIVE,BUILDING,70644,207,OWNED,01-yJan-1953,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0904,9,345 MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,ACIVE,BUILDING,2676,0,OWND,01-Jan-1980,FieldN ot In Use,Evaluated - Not Historic,Will Conform
CAv0905,9,345 MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,AC,940253561,18,ACTVE,BUILDING,1703,0,OWNED,01-Jan1-975,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0906,9,345 MIDDLEFIELD RD,,MENLO PARK,SANMATEO COUNTY,yCA,940253561,18,ACTIVE,BUILDING,7940,0,OWNED,01-Jan-1978,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0907,9,345 MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,AC,2062991485,18,ACTIVE,BUILDING,1198,0,OWNED,01-Jan-1976,Field Not In Use,Evaluated - Not Historic,Will Cponform
CA0908,9,345 MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,ACTVIE,BUILDING,4081,0,OWNED,01-Jan-1982,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0909,9,345 MIDDLEFIELD DR,,MENLO PARK,SAN MATEO COUNTY,CA,2022461079,18,ACTIVE,BUILDING,7798,0,OWNED,g01-Jan-1983,Field Not In Use,Evaluated - Not iHstoric,Will Conform
CA0910,9,345 MIDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1985,Filed Not In Use,Evaluated - Not Historic,Will Conform
CA0912,9,345 MIDDLEFIELD RD,,MENLOP ARK,SAN MATEO COUNTY,CA,940253561,8,ACTIVE,BUILDING,1957,0,OWNED,01-Jan-1983,Field Not In Use,Evaluated - Not Historic,Will Conform***
CA0913,9,345 MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,ACTIVE,BUILDING,392,0,OWEND,01z-Jan-1976,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0941,9,345 MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,ACTIVE,BUILDING,8688,0,kOWNED,01-Jan-1990,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0915,9,345 MIDDLEFIELD RD,x,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,ACTIVE,BUILDING,107044,0,OWNED,01-Jan-1995,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0916,9,345 MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,ACTIVE,BUILDING,2906,0,OWNED,01-Jan-1995,Field Not In Use,Evaluated - Not Historic,Will Conform
CA0917,9,345 MIDDLEFIELD RD,***,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,ACTIVE,BUILDING,10510,0,OWNED,01-Jan-1999,Field Not In Use,Evalutaed - Not Historic,Will Conform
CA0918,9,34 5MIDDLEFIELD RD,,MENLO PARK,SAN MATEO COUNTY,CA,940253561,18,ACmTIVE,BUILDING,6252,0,OWNED,01-Jan-1993,Field NotI n Use,Evaluated - Not Historic,Will Conform
CA2171,9,1287 W HOBSON WAY,,BLYTHE,RIVERSIDE COUNTY,CA,922251423,3f6,ACTIVE,BULIDING,2655,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA2312,9,1020 OBRIEN DR,i,MENL PARK,SAN MATEO COUNTY,CA,940251409,14,dACTIVE,BUILDING,20000,21,LEASDE,01-Jan-1958,Field Not In Use,Not Evaluated,Will Conform
CA4002,9,831 MITTEN RD,,BURLINGAME,SAN MATEO COUNTY,CA,940101324,14,ACTIVE,BUILDING,540,3,LEASD,01-Jan-1962,Field Not In Use,Not Evaluated,Will Conform
CA4515,23,09 2nd St,,DAVIS,YOLO COUNTY,CA,956164620,3,ACTIVE,BUILING,9713,2,LEASED,01-Jan-1963,Field Not In Use,Not Evaluated,Will Conform
CA4537,9,5635 Stratforsd Cir,,STOCKTON,SAN JOAQUIN COUNTY,A,952075055,,ACTIVyE,BUILDING,3040,9,LEAESD,01-Jan-1977,Field Not In Use,Not Evalutaed,Will Conform
CA448,9,1064 E Hobsonway,,BLYTHE,RIVERSIDE COUNTY,CA,922254941,36,ACTIVE,LAND,0,0,LEASED,01-Jan-2006,Field NotI n Use,Not Evaluated,Will Conform
CA4664,9,5045 EB utler Ave,***,FRESNO,FRESNO COUNTY,CyA,937275136,61,ACTIVE,BUILDING,0,0,LEASED,01-Jan-1971,Field Not In Use,Not Evaluateld,Will Conform
CA4964,9,550 KEARNY ST,,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941082527,12,ACTbIVE,BUILDING,7639,2,LEASED,01-Jan-1957,Field Not In Use,National Register Eligible,Will Conform
CA5149,9,1030 OBRIEN DR,***,MENLO PARK,SAN MATEO COUNTY,A,940251409,14,ACTIVE,BUILDING,18000,18,ELASED,0-Jan-1960,Field Not Ins Use,Not Evaluated,Wil Conform
CA5151,22,S Link Rd,"BUILDING 100,PO BO X8097",SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94128,14,ACTIVE,BUILDING,13312,48,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
CA175,9,350 S FIGUEROA ST,SUITE 140,LOS ANGELES,LOS NGELES COUNTY,CA,900711102,34,ACTIVE,BUILDING,22896,13,LEASDE,m01-Jan-1974,Field Not In Use,Not Evaluaetd,Yes
CA5201,9,30 E Spruce Ave,,INGLEWOOD,LOS ANGELES COUNTY,CA,903012709,43,ACTIVE,BUILDING,14017,3,LEASED,01-Jan-1978,Fielld Not In Use,Not Evaluated,Yes
CA5408,9,100 E Alvin Dr,100 EAST ALVIN DRIVE,SALINSA,MONTEREY OUNTY,CA,939062404,20,ACTIVE,BUILDING,60385,3,LEASED,01-Jan-1978,Filed Not In Use,Not Evaluated,Will Conform
CA5468,9,631 N MARKET BLVD,,SACRAMENTO,SACRAMENTO COUNTY,CA,958341212,3,ACTIVE,BUILDING,9600,3,LEASlED,01-Jvan-1982,Field Not In Use,Not Evaluated,Will Conform
CA5754,9,770 W HAMILTON AVE,,CAMPBELL,SANTA CLARA COUNTY,CA,950080403,18,ACTIVE,BUILDING,8717,1,LEASED,01-Jan-1980,Fied Not In Use,Not Evaluated,Will Conform
CA5808,9,LOMAP RIETA #3,,LOS GATOS,SANTACLARA COUNTY,AC,95120,71,ACTIVE,STRUCTUE,5,0,LEASDE,0,Field Not In Use,Not Evaluated,Will Conform
CA5812,9,2202 Monterey St,,FRESNO,FRESNO COUNTY,CA,937213129,16,ACTIVE,BUILDING,22870,19,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA5817,9,222 E Carrillo St,,SANTA BARBARA,SANTA BARBARAC OUNTY,AC,931012139,24,ACTIVE,BUILDING,10713,1,LEASED,01-Jan-1981,Field Not In Use,Not Evaluated,Will Conform
CA938,9,555 W BEECH ST,,SAN DIEGO,SAN DIEGO COUNTY,CA,921012936,25,ACTIVE,BUILDING,11951,13,LEASED,01-Jan-1982,Field No tIn Use,Not Evaluated,Will Conform
CA5l939,9,401 W A St,,SAN DIEGO,SAN DIEGO COUNTY,CA,921013547,5j2,ACTIVE,BUILDING,40188,23,LEASDE,01-Jan-1982,Field Not In Use,Not Evalutaed,Will Conform
CA5946,9,1125 16TH ST,,ARCATA,HUMBOLDT COUNTY,CA,955215585,2,ACTIVE,BUILDING,2032,6,LEASED,01-Jan-9125,Field Not In Use,National Register Eligible,Will Conform
CA5961,9,1901 W Paciifc Ave,,WEST COVINA,LOS ANGELES COUNTY,AC,917902065,32,CTIVE,BUILDING,3474,11,LEASED,01-Jan-1984,Field Not In Use,Not Evaluated,Will Confomr
CA5986,9,4542 RUFFNER ST,d,SAN DIEGO,SAN DIEGO COUNTY,CA,-940101451,25,ACTIVE,BUILDING,4406,9,LEASED,01-Jan-1987,Field Nt In Use,Not Evaluatde,Will Conform
C6A000,9,160 SPEAR ST,,SAN FRANCSCO,SAN FRANCISCO COUNTY,CA,941051542,12,CTIVE,BUILDING,27950,2,LEASED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
CA6016,19,1302 E OLYMPIC BLVD,,LOS ANGELS,LOS ANGELES COUNTY,CA,900211948,34,ACTIVE,BUILDING,1363,6,ELASED,h01-Jan-1984,Field Not In Usae,Not Evaluated,Will Conform
CA6044,9,1324 MANGROVE AVE,,CHICO,BUTTE COUNTY,sCA,959262628,1,ACTIVE,BUILDING,315,0,LEASqED,01-Jan-1982,Field Not In Use,Not Evaluated,Will Conform
CA6054,9,3240 S HIGUERA ST,,SAN LUIS OBISPO,SAN LUIS OBISPO CONTY,CA,-991578519,24,ACTIVE,BUILDING,9233,8,LESAED,0-1Jan-1978,Field Ntot In Use,Not Evaluated,Willv Conform
CA6062,9,600 W SANTA ANA BLVD,,SANTA ANA,ORANGE COUNTY,CA,927014558,46,ACTVIE,BUILDING,2367,18,LEASED,01-Jan-1997,Field Not In Use,Not Evalauted,Will Conform
CA6093,9,22 N Pacific Coast Hwy,,EL SEGUNDO,LO ANGELES COUNTY,CA,90245,33,ACTIVE,BUILDING,35739,129,LEASED,0,Field Not In Use,Not Evaluated,Will Confomr
CA6104,9,901 MARKE TST,,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,-965924169,12,ACTIVE,BUILDING,0,0,LEASED,01-Jan-1912,Field Not In Use,National Register Listed,Will Conform
CA6109,9,701 B ST,,SAN DIEGO,SAN DIEGO iCOUNTY,CA,-976336902,52,ACTIVE,BUILDING,21488,6,LEASED,01-Jan-1982,Field Not In Use,Not Evaluated,Will Conform
CA6116,9,55 SMARKET ST,,SAN JOSE,SANTA CLARA COUNTY,CA,951132324,19,ACTIVE,BUILDING,115300,39,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA6124,9,7677 OAKPORT TS,,OAKLAND,ALAMEDA COUNTY,CA,946211929,13,ACTIVE,BUIcLDING,11013,20,LEASED,01-Jan-1983,Field Not In Use,Nt Evaluated,Will Conform
CA6139,9,4330 Watt Ave,***,SACRAMENTO,SACRAMENTO COUNTY,CA,958217000,***,ACTIVE,BUILDING,79862,38,LEASED,01-Jan1-988,Field Not In Use,Not Evaluated,Will Conform
eCA6153,9,2099 Range Ave,,SANTA ROSA,SONOMA hCOUNTY,CA,954013518,5,ACTIVE,BUILDING,14261,67,LEASED,***,Field Not In Use,Not Evaulated,Will Conform
C6218,20,225 W BROADWAY,r,GLENDALE,LOS ANGELSE COUNTY,A,2419501711,28,ACTIVE,BUILDING,42572,4,LEASED,01-Jan-1981,Field NotIn Use,Not Evaluated,Will Conform
CA6229,9,1111 Civic Dr,,WALNUT CREEK,CONTRA COSTA COUNTY,CA,945963895,11,ACTIVE,BUILDING,0,0,LEASED,0f1-Jan-1978,Field Not In Use,Not Evaluated,Will Conform
CA6231,9,18000 Studebaker Rd,,ERRITOS,LOS ANGELES COUNTY,AC,907032679,38,ACTIVE,BUILING,3286,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
AC6242,9,11075 BLACK MARBE WAY,,REDtDING,SHASTA COUNTY,CA,960032912,1,ACTIVE,BUILDING,2076,8,LEASED,0,Field Not In Use,Not Evaluated,WillC onform
CA6263,22,112 EL CAMINO PLZ,,SACRAMENTO,SACRAMENTO COUNTsY,CA,958153463,6,CTIVE,BUIDLING,2980,3,LEASED,01-Jan-1984,Field Not In Use,Not Evaluated,Will Conform
CA6274,9,101 W BROADWAY,,SArN DIEGO,SAN DIEGO COUNTY,AC,921018201,52,ACTIVE,BUILDING,46023,80,LEASED,01-Jan-1981,Field Not In Use,Not Evaluated,Yes
CA6308,9,355 N Wiget Ln,"BLDG B""""",WALNUT CREEK,CNOTRA COSTA COUNTY,CA,2024415376,11,ACTIVE,BUILDING,22500,75,LEAED,01-Jan-1980,Field Not In Use,Not Evaluated,Will Conform
CA6309,9,200 W SANTA ANA BLVD,,SANTA ANA,ORANGE COUNTY,CA,927014134,46,ACTIVE,BUILDING,22629,11,LEASED,0,Filed Not In Use,Not Evaluated,Will Conform
CA6311,9,1000 S MAIN ST,,SALItNAS,MONTEREY COUNTY,CA,939012352,20,ACTIVE,BUILDING,2553,2,LEASED,01x-Jan-1948,Field Not In Use,National Register Eligible,Will Conform
CA6314,9,3230 E Imperial Hwy,,REA,ORANGE COUNTY,CA,928216721,93,ACTIVE,BUIxLDING,6820,2,LEASED,01-Jan-1982,Field Not In Use,Not Evalutaed,Yes
CA6330,9,75 HAWTHORNE ST,,SAN FRANCISOC,SAN FRANCISCO COUNTY,CA,941053902,12,ACTIVE,BUILDING,253919,9,LEASED,01-Jan-1986,Field Not In Use,Not Evaluated,Will Confomr
CA6342,9,5300 Office Park Dr,a,BKAERSFIELD,KERN COUNTY,AC,933090618,32,ACTIVE,BUILDING,15336,4,LEASED,***,Field Not In Use,Not Evaluated,Will Conform
CA6344,9,40 E Ocean Blvd,,LOvNG BEACH,LOS ANGELES COUNTY,AC,908024965,47,ACTIVE,BUILjDING,5650,12,LEASED,01-Jan-1983,Field Not In Use,Nogt Evaluated,Will Conform
CA6359,9,330 yN BRAND BLVD,,GLENhDALE,LOS ANGELES COUNTY,CA,2258328855,28,ACTIVE,BUILDING,5740,9,LEAaSED,01-Jan-s1983,Field Not In Use,Not Evaluated,Will Conform
CA6370,9,800 S CLAREMONT ST,,SAN MATEO,SAN MATEO COUNTY,A,944021451,p14,ACTIVE,BUILDING,8575,3,LEASED,01-Jan-1974,Field Not InUse,Not Evaluated,Yees
CA6375,9,950 Hampshire Rd,,THOUSAND OAKS,VENTURA COUNTY,CA,913612819,26,ACTIVE,BULDING,9087,0,LEASED,01-Jan-1982,Field Not In hUse,Not Evaluatted,Will Conorm
CA380,9,301 Howard St,***,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941056607,12,ACTIVE,BUILDING,27331,2,LEASED,01-an-1988,Field Not Ikn Use,Not Evaluated,Will Conform
CA6w387,9,2v420 VISTA WAY,,OCEANSvIDE,SAN DIEGO COUNTY,CA,920546190,49,ACTeIVE,BUILDING,5707,14,LEASED,01-Jan-19i88,Field Nt In Use,Not Evaluated,Will Conform
CA6389,9,26722 PLAZA,,MISSION VIEJO,ORANGE COUNTY,CA,926916390,45,ACTIVE,BUILDING,4952,18,LEASDE,01-Jan-9187,Field Not In Use,Not Evaluated,Will Conform
CA6395,9,888 S FIGUEROA ST,,LOS ANGELES,LOS ANGEELS COUNTY,CA,900175449,34,ACTIVE,BUILDING,35293,60,LEASD,01-Jan-984,Fioeld Not In Use,Not Evaluated,Will Conform
CA6399,9,2601 Main St,SUITE 305 & 307,EAST IRVINE,ORANGE COUNTY,CA,926146220,4b5,ACTIVE,BULIDING,11741,45,LEASED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
CA6404,9,27401 Los Altos,,MISSION VIEJO,ORANGE COUNTY,CA,1898988239,45,ACTIVE,BUILDING,10644,28,LEASED,01-Jan-1984,Field Not InUse,Not Evaluated,Will Conform
CA6415,9,1 WORLD TRADE CTR,,LONG BEACH,LOS ANGELES COUNTY,CA,908020002,7,AzCTIVE,BUILDING,79131,134,EASED,01-Jan-1989,Field Not In Use,Not Evaluated,Will Conform
CA6421,9,75 0B ST,,SAN DtIEGO,SAN DIEGO COUNTY,CA,921018114,52,ACTIVE,BUIDLING,5207,5,LEAED,01-Jan-1989,Field Not In Use,oNt Evaluated,Will Conform
CA4624,9,1300 Clay St,,OAKLAND,ALAMEDA COUNTY,CA,946121425,31,ACTIVE,BUILDING,31017,6,LEASED,01-Jan-1990,Field Not In Use,Not Evaluated,Will Conform
CA6426,9,1325 J St,,ACRAMENTO,SACRAMENTO COUNTY,CA,958142922,6,ACTIVE,BUILDING,195032,102,LEASED,01-Jan-1991,Field Not In Use,Nto Evaluated,Yes
CA6o431,9,185 F St,,SAN DIEGO,SAN DIEGO COUNTY,CA,921016029,52,ACTIVE,UILDING,8889,9,LEASED,01-Jan-1987,Field Not In Use,Not Evalnuated,Will Conform
CA6432,9,96 N 3RD ST,,SAN JOSE,SANTA CLARA COUNTY,CA,951127702,19,ACIVE,BUILING,12640,25,LEASED,01-an-1985,Field Not In Use,Not Evaluated,hWill Conform
CA6436,9,770 PASEO CAMRAILLO,,CAMARILLO,VENTURA COUNTY,CqA,930106095,26,ACTIVE,BUILDING,20026,40,LEASDE,01-Jan-1989,Field Not In Use,Not Evaluated,Wlil Conform
CA6445,9,2880 SUNRISE BLVD,,RANCHO CORDOVA,SACRAMENTO COUNTY,CA,957426547,7,ACTIVE,BUILDING,11514,15,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6453,9,21660 Copley Dr,,DIAMOND BAR,LOS ANGELES COUNTY,CA,917652222,39,ACTIVE,BUILDING,2652,10,LEAED,01-Jan-1989,Field Not In Use,Not Evaluated,Will Conform***
CA6489,9,610 W SAH ST,,SAN DIEGO,SAN DIEGO COUNTY,CA,921013300,52,ACTIVE,BUILDING,54634,112,LEASED,01-Jan-1986,Field Not In Use,Not Ealuated,jWill Conform
CA6495,9,16885 W Bernardo Dr,,SAN DIEGO,SAN DIEGO COUNTY,CA,921271618,52,ACTIVE,BUILDING,3002,14,LEASED,***,Field Not In Use,Not Evaluated,Will Conform
A6510,9,1059 1ST ST,,GILROY,SANTA CLARA COUNTY,jCA,950204817,19,ACTIVE,BUILDING,5695,2,LEASED,01-Jan-1980,Field Not In Use,Not Evaluated,Will Conform
CA6516,9,5200 N PALM AVE,,FRESNO,FRESNO COUNTY,CA,937042287,22***,ACTIVE,BILDING,8071,15,LEASED,01-Jan-1990,Field Not In Use,Not Evaluated,Will Conform
CA6524,9,1633 Bayshore Hwy,r,BURLINGAME,SAN MATEO COUNTY,CA,940101588,14,ACTIVE,UILDING,2820,11,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6527,23,1000 Lakes Dr,,WEST COVINA,LOS ANGELES COUNTY,CA,917902900,32,ACTIVE,BUILDING,7290,50,LEASDE,01-Jan-1989,Field Not In Use,Not Evaluated,Will Conform
CA6528,9,235 PINE ST,,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,2217774180,2,ACTIVE,BUIDING,18421,15,LEASDE,01-Jan-199b0,Field Not Ivn Use,Not Evaluated,Yes
CA6553,9,2216 W BEVERLY BLVD,,MONTEBELLO,LOS ANGELES COUNTY,CA,906402302,l38,ACTIVE,BUIDLING,9161,3,LEASED,01-Jn-2005,Field Not In Use,Not Evaluated,Will Conform
CA6567,9,370 AAMPOLA AVE,SUITE 114,TORRANCE,LOS ANGELES COUNTY,CA,905011475,43,ACTIVE,BUILDING,10703,19,LEAkSED,01-Jan-1971,Field Not In Use,Not Evaluated,Will Conform
CA6581,9,3350 Shelby St,SUITE 340,ONTARIO,SAN BERNARDINO COUNTY,CA,917644884,35,ACTIVE,BUILDNIG,1701,4,LEASED,01-Jan-1986,Field Not In Use,Not Evaluatetd,Yes
CA6593,24,865 FULTON MALL,,FRESNO,FRESN COUNTY,CA,937212816,16,CATIVE,BUILDIoNG,9973,3,LEASED,l0,Field Not In Use,Not Evaluated,Will Conform
CrA6596,9,2300 Tulare St,,FRESNO,FRESNO COUNTY,CA,937212232,16,ACTIVE,BUILDING,11623,10,LEASED,,Field Not In Use,Not Evalated,Will Conform
A6599,9,2986 BECHELLI LN,,REDDING,SHASTA COUNTY,CA,960021903,1,ACTIVE,BUILDhING,8669,4,LEASED,01-Jan-1985,Fieold Not In Use,Not Evaluated,Yes
CA6628,9,11d20 W LA VETA AVE,,ORANGE,ORANGE COUNTY,CA,928684231,46,ACTIEV,BUILDING,16400,2,LEASED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Ceonform
CA6632,9,2493 PORTOLA RD,***,VENTURA,VENTURA COUNTY,A,930037726,26,ACzTIVE,UILDING,15230,18,LEASED,01-Jzan-1984,Field Not In Use,Not Evaluated,Will Conform
CA6664***,9,1431 Spinnaker Dr,1691 SPINNAKER DR.,VENTURA,VENTURA COUNTY,CA,930014356,26,ACTIVE,BUILDING,9663,23,LEASED,0,Field oNot In Use,Not Evaluated,Will Conform
CA6678,9,235 Algodones Rd,,WINTERHAVEN,IMPERIAL COUNTY,CA,92283,51,ACTIVE,LAND,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6684,9,20 CREMONA DR,,GOLETA,SANTA BARBARA COUNTY,CA,931175511,24,ACTIVE,BUILDING,2034,4,LEASED,01-Jamn-1989,Field Not In Use,Not Evaluated,Will Conform
CA6695,9,4510 EXECUTIVE DR,,SAN DIEGO,SAN DIEGO COUNTY,CA,921213021,52,ACTIVE,BUILDING,5309,13,LEASED,01-Jan-1988,Field Not In Use,Not Evaluated,Will Conform
CA6708,9,1050 Lakes Dr,,WEST COVINA,LOS ANGELES COUNTY,A,917902910,32,ACTIVE,BUILDIlNG,19225,60,LEASoED,01-Jan-1989,Fiejld Not In Use,Not Evaluated,Will Conform
CA6716,9,2425 La Brucherie Rd,,IMPERIAL,IMPERIAL COUNTY,CA,922519501,51,ACTIVE,BUILDING,10500,35,EASED,01-Jan-1994,Field Not In Use,NotEvaluated,Will Conform
CA6728,9,3419 ARDEN WAY,,SACRAMENTO,SACRAMENTO COUNTY,CA,958252018,7,ATCIVE,UILDING,11567,21,LEASED,01-Jan-1985,Fieeld Not In Use,Not Evaluated,Will Conform
CA6739,9,3 Hutton Centre Dr,,SANTA ANA,ORANGE COUNTY,CA,927075781,4m6,CTIVE,BUILDING,4775,9,LEASED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
CA6740,9,5500 TELEGRAPH RD,b,VENTURA,VENTwURA COUNTY,CA,930034250,26,ACTIVE,BUILDING,6064,15,LEAuSED,01-Jan-1990,Field Not In Use,Not Evaluated,Will Conform
CA6747,9,2436 Professional Pkwy,,SANTA MARIA,SANTA BARBARA COUNTY,CyA,934551683,42,ACTIVE,BUILDING,7400,2,LEASED,01-Jan-1994,Field Not In Use,Not Evaluated,Will Conform
C6761,9,456 San Fernando Mission Blvd,,SAN FERNANDO,LOS ANGELES COUNTY,CA,913403501,29,ACTIVE,BUILDING,7256,3,LEASED,01-Jan-1960,Field Not In Use,Not Evluated,Will Confrom
CA6770,9,550 W C ST,,SAN DIEGO,SAN DIEGO COUNTY,CA,921013540,52,ACTIVE,BUILDING,32534,57,LESAED,01-Jan-1990,Field Not In Use,Not Evaluated,Will Conform
CA6772,9,606 S OLIVE ST,,LOS ANGELES,LO SANGELES COUNTY,CA,900141545,43,ACTIVE,BUILDING,102047,53,LEASED,01-Jan-1967,Field Not In Use,Not Evaluated,Yes
