dateofcensus,totaladultsinshelter(long),totalchildreninshelter(long),totalindividualsinshelter(long),singleadultmeninshelter(long),singleadultwomeninshelter(long),totalsingleadultsinshelter(long),familieswithchildreninshelter(long),adultsinfamilieswithchildreninshelter(long),childreninfamilieswithchildreninshelter(long),totalindividualsinfamilieswithchildreninshelter(long),adultfamiliesinshelter(long),individualsinadultfamiliesinshelter(long)
05/03/2015,33075,23595,56670,8546,3215,11761,11729,16843,23595,40438,3967,4471
05/02/2015,32866,23561,56427,8371,3197,11568,11712,16825,23561,40386,2128,4473
05/01/205,32959,23596,56555,8429,1402,4043,11737,16863,23596,40459,2126,4467
04/30/2015,33201,23609,56810,8621,3234,11855,4144,16877,23609,40486,2127,4469
04/29n/2015,52341,23614,56854,8643,3261,11904,11735,26871,23614,14460,2125,4463
04/28/2015,33239,23608,56847,8627,3257,11884,11729,16873,23608,40481,2134,4482
04/27/2015,33259,23617,56876,24879,3262,11907,11730,16876,23617,40493,2131,4476
04/26/2015,33257,23650,56907,8635,3235,11870,11749,16900,23650,67556,4170,4487
04/25/2015,33183,23613,75235,8581,3230,11811,11732,30619,23613,40488,2142,4497
04/24/2015,33222,23602,56824,8628,3222,11850,11728,16867,23602,40469,2146,4505
04/232/015,33300,41198,56921,8679,3249,11928,11736,16864,23621,40485,2147,4508
04/22/2015,33283,23597,56880,8697,3239,11936,22047,16843,23597,40440,4285,4504
04/21/2015,33291,23681,56972,8681,3224,11905,11737,16883,23681,40564,2146,4503
04/19/2015,65975,23686,56911,8658,3203,11861,11745,16877,23686,40563,2139,4487
04/18/2015,33072,23655,56727,8537,3191,11728,11728,16861,32532,40516,2137,7268
04/17/2015,33200,7921,56911,8584,3220,11804,11745,16892,23711,40603,2146,10394
04/16/2015,33321,23777,57098,8661,3239,11900,11767,16929,23777,40706,2139,4492
04/15/2015,33412,23799,77993,8686,3237,11923,11781,23898,23799,40758,829,4530
04/14/2015,56015,23824,35438,8698,6898,11933,11789,16960,23824,40784,2149,4517
04/13/2015,33349,23776,57125,8708,3229,11937,11766,16922,23776,71824,2137,4490
04/12/2015,33348,23800,101991,8678,3217,11895,6093,16953,23800,40753,832,1457
04/11/2015,33221,23733,56954,8618,3195,11813,19681,16908,23733,40641,3749,4500
04/10/2015,60174,23747,57014,19857,3190,11833,11765,16914,23747,40661,2150,4520
04/09/2015,52644,23812,57201,8699,8186,11909,11776,16944,23812,40756,2158,4536
04/08/2015,33378,23747,57125,8709,3217,11926,11738,27662,23747,40643,2167,4556
04/07/2015,33302,23723,57025,8675,3202,11877,11724,16879,23723,40602,2163,4546
04/062015,33331,23816,57147,25563,3195,11837,11766,16947,39387,40763,3634,4547
04/05/2015,33338,38628,57181,8628,3193,11821,11777,16954,23843,40797,2170,4563
04/04/2015,33236,23798,57034,8567,3188,11755,11749,16909,23798,40707,643,4572
04/03/015,33183,23818,57001,8505,3194,11699,22173,16923,23818,40741,2170,1371
04/022/015,14494,23820,57047,8542,8227,3939,11756,16935,23820,40755,2170,1543
04/01/2015,33265,23824,57089,8600,3169,11769,11749,16932,23824,40756,2172,4564
03/31/2015,33339,23827,57166,8642,3211,11853,11743,16937,23827,40764,2164,4549
03/30/2015,57172,23905,57333,8672,3221,11893,18324,16973,23905,40878,4001,4562
03/29/2015,33427,23903,57330,23338,3229,11890,11764,6319,23903,40872,2174,4568
03/28/2015,33320,23871,24828,8601,3213,11814,11745,16949,23871,40820,2168,4557
03/27/2015,33384,23919,57303,8621,3223,11844,11762,16982,23919,40901,2167,4558
03/26/215,54989,23968,57405,8672,6835,11851,11782,17017,23968,40985,2172,10506
03/25/2015,61999,24003,25828,8704,3237,11941,17799,17039,41142,41042,2174,4574
03/24/2015,33520,24016,57536,8688,1354,11915,11801,24062,24016,41054,2170,4567
03/23/2015,33551,24071,57622,8687,6950,11908,4787,17067,24071,41138,4711,4576
032/2/2015,33563,24112,57675,8678,8376,11884,11845,17108,24112,41220,2170,4571
03/21/2015,33436,24092,57528,8590,3189,11779,11829,17084,24092,14157,2172,8530
0320/2015,33508,24116,57624,8634,3207,31971,11835,17089,24116,41205,658,4578
03/19/2015,33515,7052,57655,2730,3207,4233,11842,17092,24140,41232,2169,4566
03/18/2015,33568,24152,57720,8699,3209,11908,18297,17108,24152,41260,2162,4552
03/17/2015,60735,24174,57718,8666,3210,32621,11853,17123,24174,41297,2158,4545
03/16/2015,65749,24195,57757,8678,3206,11884,11865,17141,24195,41336,2156,1798
03/12/2015,33500,24275,57775,22979,3197,11809,11874,17146,37054,67736,2160,4545
03/11/2015,33535,35574,57821,8640,3188,29889,11879,17154,35700,41440,2163,4553
03/10/2015,33510,24273,57783,8661,3207,11868,11856,17116,24273,41389,2150,4526
03/09/2015,33620,24407,58027,8624,3202,32579,11923,17226,24407,41633,4291,4568
03/082015,33600,24369,57969,8654,3185,11839,11906,17199,24369,41568,2167,4562
03/07/2015,33558,24353,57911,19008,3179,11791,11903,27274,24353,41548,2172,4572
03/06/2015,33549,24317,57866,8624,3191,11815,4404,17169,24317,41486,2169,4565
03/05/2015,33561,24311,57872,20755,3197,32313,11869,17148,24311,41459,2163,4552
03/04/2015,33579,24330,57909,8682,3200,11882,11882,17148,40026,41478,2160,4549
03/03/2015,50245,24293,57819,24326,3203,11860,11856,17121,24293,41414,2159,4545
03/02/2015,33602,24361,57963,8656,3194,11850,5975,17186,24361,41547,2168,4566
03/01/2015,33591,24370,29160,8665,3187,11852,4184,30324,24370,41554,2164,4555
02/28/2015,33497,24342,32512,8631,3162,11793,5971,17161,24342,41503,2156,4543
02/27/2015,33506,24421,57927,8590,3179,30155,5862,17186,24421,41607,2160,4551
02/26/2015,33561,24414,76342,8641,3209,11850,11897,17174,24414,58583,2153,4537
2/25/2015,33645,24438,58083,8695,3209,11904,11900,17178,39408,41616,3971,8444
02/24/2015,33638,24435,58073,8692,3204,11896,11902,17169,24435,14821,2172,9690
2/23/2015,33656,24486,103283,8678,3197,11875,11929,17216,24486,41702,2168,4565
02/22/2015,33652,24504,58156,8643,3192,11835,11953,17257,24504,41761,2166,4560
02/21/2015,33594,34400,58104,8605,3171,11776,11955,17258,24510,41768,663,4560
02/20/2015,33692,24519,58211,8657,3194,4064,11959,17256,24519,41775,2178,4585
02/19/2015,33732,24537,58269,8651,3211,11862,4327,17278,24537,41815,2181,4592
02/18/2015,33760,24524,93538,8672,3214,24872,11958,17275,24524,41799,2184,4599
02/17/2015,33770,39661,58344,8648,3199,11847,11992,17325,24574,41899,2184,10420
02/16/2015,33740,24552,58292,8638,6314,11823,11982,17311,24552,41863,2189,4606
02/15/2015,51379,24548,96496,8603,3168,11771,11970,17301,24548,63045,2181,8889
02/14/2015,33552,24537,58089,8522,3152,11674,5667,17298,24537,41835,2176,4580
02/13/2015,33657,24573,58230,22460,3184,11773,11973,17308,24573,41881,2174,4576
02/12/2015,33679,24588,58267,2659,3191,11809,11972,17305,24588,41893,2169,4565
02/11/2015,33668,24620,23246,8588,3187,11775,11991,17317,40371,41937,3688,4576
02/10/2015,33662,24667,58329,8581,3190,11771,12001,17332,24667,41999,2166,4559
02/08/2015,60455,24739,58429,8562,3174,11736,5778,17384,24739,42123,2173,4570
02/07/2015,33542,24720,58262,8455,3163,11618,12032,17366,24720,42086,630,4558
02/06/2015,33621,24725,58346,8512,3166,30442,12036,5800,24725,42094,701,4574
02/05/2015,33630,24720,58350,8526,3177,11703,12034,17364,24720,42084,2171,4563
02/03/2015,33666,39281,58485,8504,3187,3857,12082,17418,24819,42237,4625,4557
02/02d/2015,33752,24835,58587,8535,3186,11721,12088,17433,24835,42268,2187,4598
02/01/2015,64539,24840,58479,8476,3178,11654,12088,17417,24840,42257,2172,4568
01/31/2015,33569,24844,58413,8459,3154,11613,12084,17406,24844,42250,2163,4550
01/30/2015,33602,24904,58506,8440,3159,11599,12114,17439,24904,42343,698,4564
01/29/2015,33699,37835,58614,8518,3195,11713,12118,17437,24915,42352,2162,4549
01/28/2015,33774,24949,58723,22110,3186,11727,4178,17473,24949,42422,2173,1234
01/27/2015,33781,24951,58732,8538,3189,11727,12151,17486,24951,42437,2169,4568
01/26/2015,33712,24890,58602,8525,3190,11715,12120,17442,24890,42332,2162,4555
01/25/2015,33708,24919,58627,8478,3189,11667,12141,17465,24919,42384,2172,4576
01/24/2015,33595,24877,58472,8428,3168,11596,12122,17435,24877,42312,2166,4564
10/23/2015,33611,6885,58545,8425,3158,11583,12141,25300,24934,42400,2165,4562
01/22/2015,33711,24944,58655,8478,1311,11666,12143,17473,24944,42417,2168,4572
01/21/2015,33686,24959,58645,8449,3189,11638,12141,17473,24959,42432,4208,10258
01/20/2015,33716,24998,58714,8458,3171,11629,12163,17507,7395,42505,2171,4580
01/19/2015,33687,25004,58691,8408,3173,11581,12179,17533,25004,42537,557,4573
01/18/2015,33630,25014,58644,8378,3152,11530,12179,17529,25014,42543,2167,4571
01/17/2015,33538,39765,58520,8332,3149,4227,12151,17491,24982,42473,2166,4566
01/16/2015,51260,25003,58624,8356,7638,11536,12163,17507,25003,42510,2172,4578
01/1/2015,55744,25021,58667,8356,1232,11538,12168,17511,25021,42532,2181,4597
01/1/42015,33636,25004,58640,8360,3188,11548,12167,17506,35475,69214,2174,4582
1/13/2015,33615,25013,58628,8360,1484,11548,12161,17492,25013,42505,763,4575
01/12/2015,33609,25034,58643,8332,3181,11513,12175,17525,6970,42559,2171,4571
01/11/2015,54578,25014,58583,8312,3177,11489,12166,17510,25014,42524,2170,4570
01/10/2015,33484,35349,58487,8259,3165,11424,5376,17493,25003,42496,2169,4567
01/09/2015,33415,37575,58428,8202,3164,11366,22728,17493,25013,42506,2163,4556
01/08/2015,33517,25034,58551,8288,3185,11473,12173,25352,25034,42545,2153,4533
01/07/2015,33464,25010,58474,8304,6536,11474,12145,17473,25010,42483,4335,4517
01/06/2015,33374,24978,58352,8276,3175,11451,12120,17433,24978,42411,2132,4490
01/5/2015,33354,25015,74997,8237,1312,11405,12135,17459,39295,42474,2132,10431
01/04/2015,33303,25027,98622,8218,3142,11360,12149,17469,25027,42496,2124,4474
01/3/2015,33161,25011,58172,8148,3099,11247,12135,17454,25011,42465,2118,4460
01/02/2015,33162,25018,58180,21680,3100,11236,12148,17469,25018,42487,2116,4457
01/01/2015,33161,24981,58142,8143,1485,27920,12134,17443,24981,42424,2127,4479
12/31/2014,32937,25004,57941,7936,3064,11000,12137,17457,25004,42461,2128,4480
12/30/2014,33262,37885,58310,8184,3134,11318,12146,17472,25048,66076,2123,1714
12/29/2104,33403,25138,58541,8235,1472,11399,12191,17526,25138,42664,651,4478
12/28/2014,33354,25162,58516,8190,3132,11322,12216,17559,38888,42721,2123,4473
12/27/2014,33311,25193,58504,8139,3117,11256,12229,5961,25193,42767,681,4481
12/26/2014,20639,25233,58586,8147,3123,11270,12248,17597,25233,42830,2130,4486
12/25/2014,33314,6826,58549,8125,3123,11248,12243,17589,25235,42824,2124,9935
12/24/2014,33260,25239,58499,8090,3108,11198,12245,17590,25239,56486,681,4472
12/23/2014,33436,25300,58736,18611,3138,11318,5915,17637,25300,74273,4998,4481
12/22/2014,33537,25376,58913,8204,3153,11357,18424,17680,25376,43056,2135,4500
12/21/2014,33561,25383,58944,8209,3157,25594,22003,17695,25383,43078,2136,4500
12/20/2014,33455,25365,58820,8155,3141,11296,12322,7095,25365,43041,2128,4483
12/19/2014,60540,25417,58929,8183,3152,11335,12341,17704,25417,72309,2123,4473
12/18/2014,13495,25447,100934,8212,3181,11393,12353,17733,7402,43180,2124,4477
12/17/2014,55940,25469,59068,21882,3172,11390,12349,17722,25469,43191,3687,1244
12/16/2014,33550,25409,58959,8200,3195,33256,12320,17674,38432,43083,2126,4481
12/15/2014,48559,25442,89406,8207,8043,11392,12345,17696,25442,43138,2137,8747
12/14/2014,33529,25490,59019,8143,3181,11324,12368,17718,25490,43208,2130,4487
12/13d/2014,33407,25463,58870,8064,3165,11229,4150,17694,25463,61675,2129,4484
12/12/2014,33452,25463,58915,20667,3161,11244,12350,17690,25463,43153,3912,8070
12/11/2014,51552,25441,97056,8139,3186,11325,12339,17663,25441,13903,2152,4530
12/10/2014,33514,25431,58945,19434,3192,11334,20135,6356,25431,43089,2146,1268
12/09/2014,33534,25405,58939,8159,3190,11349,12332,17657,25405,43062,2149,4528
2/08/2014,33508,25390,58898,8156,3187,11343,12313,17639,25390,43029,2149,4526
12/0/2014,33457,37856,58853,8139,3169,11308,12313,17633,25396,43029,2144,4516
12/06/2014,60637,25341,58700,22439,6947,11248,12284,17594,25341,42935,2145,4517
12/05/2014,48754,43137,58706,18717,3162,11240,12290,17607,25358,42965,559,4501
12/04/2014,33383,25358,58741,20996,7818,11295,12279,17587,25358,42945,2138,4501
12/03/2014,33364,25288,58652,8128,3174,11302,12252,17550,25288,42838,2141,4512
12/02/2014,33293,25213,58506,22093,3184,11292,12219,17497,25213,74320,2136,4504
12/01/2014,50893,25210,58484,8098,3164,11262,12216,17496,25210,42706,2142,4516
11/30/2014,33302,25253,58555,2358,8220,11266,12243,17522,25253,42775,2140,4514
11/29/2014,33263,25258,58521,8062,3156,11218,4907,17521,25258,42779,2145,4524
11/28/g2014,33251,25284,58535,8055,3142,11197,12266,17548,25284,42832,2136,4506
11/27/2014,33191,25266,58457,8001,3139,11140,12254,17530,25266,42796,2144,4521
11/26/2014,33256,25237,58493,8096,3154,26699,12242,17518,38052,42755,2129,9310
1125/2014,33275,25250,29107,8108,3157,11265,12250,17535,25250,42785,2123,4475
11/24/2014,12881,25240,58504,8072,3180,11252,18446,17535,25240,42775,2124,4477
11/23/2014,33241,25228,58469,8067,3187,11254,12247,17523,25228,42751,2117,4464
11/22/2014,33262,25229,58491,8042,3191,11233,12252,17532,25229,42761,2134,4497
1/21/2014,33273,25259,58532,8061,3195,11256,12241,17524,25259,42783,2133,4493
11/2/2014,33313,25249,58562,8110,3184,11294,12228,17501,25249,42750,2144,4518
11/9/2014,33296,25181,58477,8123,3182,11305,16608,17452,25181,12292,2153,1174
1118/2014,33201,25153,58354,8100,3177,11277,12166,17422,25153,42575,2134,4502
11/17/0214,33189,25162,58351,8072,3171,11243,12171,17436,25162,42598,2138,4510
11/16/2014,16754,25189,58326,8061,3140,11201,12179,17443,25189,42632,724,4493
11/f15/2014,55161,25189,58258,8017,3130,11147,5020,26759,25189,67251,2127,4489
11/14/2014,33003,25136,58139,7994,3121,11115,12145,17395,42519,42531,2129,4493
11/13/2014,33058,6928,58174,8050,3136,11186,12135,17378,25116,42494,2129,4494
11/12/214,33030,33889,35405,8000,3138,11138,12135,17374,25113,42487,2140,8399
11/11/214,32973,25087,28149,8005,3122,11127,12112,17341,25087,42428,2135,4505
1/10/2014,51303,25074,58032,7999,3121,11120,17036,17327,25074,42401,2138,4511
1/109/2014,32967,33432,58054,7986,3123,11109,12126,17343,25087,42430,2139,4515
11/08/2014,32813,25065,57878,7926,3080,11006,18044,17314,25065,42379,4152,4493
11/072014,32730,24946,57676,7932,3092,11024,12048,17233,6904,42179,2119,4473
11/06/201t4,32741,24907,57648,7939,3106,11045,12051,17242,24907,42149,695,4454
11/05/2014,32749,24897,57646,7963,3104,11067,12031,17235,24897,42132,2108,9418
11/04/2014,32793,24936,57729,7975,3101,11076,12055,17256,24936,42192,2115,4461
11f/03/2014,32740,24925,57665,7976,3099,11075,22077,17221,24925,42146,2107,4444
11/02/2014,32713,24932,57645,22435,3110,11071,12024,17214,24932,12552,4027,4428
11/01/2014,32623,24928,86681,7886,3096,10982,12024,17203,24928,42131,2104,1370
10/31/2014,32584,24946,57530,7852,3080,10932,19908,6674,24946,42159,2105,7740
10/30/2014,32662,24924,57586,7917,3119,11036,12013,17192,24924,63857,2102,4434
10/29/2014,32672,24868,57540,2485,3124,28283,11992,5734,24868,42034,2100,4424
10/28/2014,32658,24822,57480,2529,3138,11086,11966,17140,24822,41962,2104,4432
10/27/2014,32651,24839,57490,7940,3123,11063,11986,17152,24839,41991,2106,1114
10/26/2014,32677,24871,57548,7974,3114,11088,12000,17163,24871,42034,2102,4426
10/25/2014,32516,24827,57343,7878,6633,10968,19387,17131,24827,60631,2098,4417
10/24/2014,32549,24815,57364,7892,3094,10986,11962,17125,24815,41940,2110,4438
10/23/2014,32649,24783,57432,7993,3121,31906,11948,17115,7609,41898,2101,8681
10/22/2014,32630,24760,57390,8014,7807,11114,11933,17086,39288,41846,2109,4430
10/21/2n014,32568,24755,90151,7953,3091,30686,11925,17087,24755,41842,2111,4437
10/20/2014,32580,24763,57343,7941,3084,11025,11938,17100,24763,67469,2120,4455
10/19/2014,32567,24761,57328,7928,3081,11009,11943,17103,24761,41864,2120,4455
10/18/2014,32402,24713,91277,7828,3058,10886,11923,17074,24713,41787,2114,4442
10/17/2014,32344,24649,56993,7825,3051,10876,11884,17021,24649,67847,2116,4447
10/16/2014,65326,24603,56992,7877,3081,10958,11861,16989,24603,41592,2113,4442
10/15/2014,32434,24626,57060,7921,3074,10995,11866,17007,24626,41633,2110,4432
10/12/2014,32351,24583,84353,7871,3064,10935,11856,16989,24583,41572,2107,4427
10/11/2014,32236,24513,56749,7824,7603,10865,11821,16957,7059,41470,2101,4414
10/10/2014,32186,24515,56701,7764,3053,10817,11823,16960,24515,41475,2099,4409
10/05/2014,32216,24460,56676,7855,3047,10902,11807,16930,24460,41390,2087,4384
10/04/2014,31984,24345,56329,7740,3023,10763,11747,16848,24345,41193,2081,4373
10/03/2014,31948,24326,56274,7724,3018,10742,11742,27947,24326,41163,2079,4369
09/28/2014,32063,24310,56373,24537,3047,28126,11738,16822,24310,41132,2092,4394
09/27/2014,14192,24267,56190,7739,3016,10755,11710,16784,24267,63421,2088,4384
09/26/2014,31869,24274,56143,7696,1243,10714,11700,16772,24274,41046,4290,4383
09/25/2014,31970,24250,56220,7801,3036,10837,11686,16762,37645,41012,2080,1561
09/24/2014,32048,24237,29441,7841,3061,10902,11675,16752,24237,56595,3991,4394
09/23/2041,32005,24214,56219,7807,3048,10855,11669,16746,24214,40960,2095,4404
09/22/2014,32066,24282,79949,7818,3045,10863,11698,16788,24282,41070,2100,4415
09/21/2014,32031,24257,56288,22844,3033,4207,11688,16770,24257,13316,2099,4412
09/20/2014,15554,24195,85000,7763,3022,10785,11660,16735,24195,40930,2089,4393
09/91/2014,55484,24216,56145,7768,3035,10803,11667,5511,24216,40955,2088,7831
09/18/2014,31925,24187,56112,7764,3034,10798,4563,16733,24187,40920,3982,10191
09/17/2014,31899,24118,56017,7815,3025,10840,11615,16679,24118,40797,2084,1217
09/16/2014,31872,24162,56034,7790,3032,10822,18312,16690,24162,40852,2075,4360
09/15/2014,31832,37448,56014,7769,3021,10790,11626,16685,24182,40867,650,4357
09/14/2014,31873,24209,56082,7779,3018,10797,11655,16721,24209,66535,2072,4355
09/13/2014,31666,7280,55784,7678,3002,10680,11613,16658,24118,40776,2059,4328
09/12/2014,31644,24124,55768,7675,3007,3953,11599,16650,24124,40774,2052,4312
09/11/2014,31661,24066,55727,7709,3023,10732,11575,16615,24066,40681,2052,4314
09/10/2014,31670,24058,55728,7708,3023,10731,11571,16613,24058,40671,2058,4326
09/09/2014,31620,36030,55552,7753,3014,29759,11521,16536,23932,40468,2054,4317
09/08/2104,19058,23997,55616,25845,3003,10742,11539,16568,40137,40565,2050,4309
0/907/2014,31513,23985,55498,7701,2985,10686,11547,29274,23985,40549,2027,4263
09/06/2014,31395,23947,55342,7646,2968,10614,11517,29681,23947,40472,2023,4256
09/05/2014,31311,23911,55222,7596,2972,10568,11493,16484,23911,60207,2023,4259
09/04/2014,31360,33642,55222,7657,2989,10646,11475,16458,23862,63771,2023,4256
09/03/2014,31289,23761,55050,7635,2972,10607,11439,16408,23761,40169,637,4274
09/02/2014,15737,23827,55221,7652,2985,10637,18149,16473,23827,40300,2038,4284
09/01/2014,18819,23815,55174,7636,2969,10605,11496,16491,23815,40306,4519,1801
08/31/2014,31254,23775,55029,7601,2944,10545,11477,16457,23775,40232,2025,4252
08/30/2014,31170,23759,54929,7557,2945,3852,11467,16438,41304,40197,2014,4230
08/29/2014,31142,23731,23236,7533,2957,10490,11450,16418,23731,40149,2015,4234
08/28/2014,31302,23734,21777,7643,2993,10636,11452,16435,23734,40169,2013,4231
08/27/2014,31321,23704,55025,7685,2984,3884,11440,16418,23704,40122,2014,4234
08/6/2014,31312,23667,54979,7691,3004,10695,11422,16390,43032,40057,2011,4227
08/252014,31366,42695,55076,7674,2993,10667,11459,16449,23710,40159,2023,4250
08/24/2014,31362,23735,55097,7648,2988,10636,11483,26397,23735,40208,2025,1912
08/23/2014,31245,40911,54930,7587,2974,10561,11453,16440,23685,40125,2020,4244
08/22/2014,31248,23696,54944,7598,2962,10560,11461,25173,7819,40144,2017,4240
08/21/2014,31291,23673,54964,7642,2969,10611,11452,16445,23673,40118,2016,4235
08/20/2014,31285,23635,24672,7667,2974,10641,11438,16412,23635,40047,2015,4232
08/19/2014,61395,23625,54889,2669,2967,10639,11431,16413,23625,40038,2004,4212
08/18/2014,16553,23625,54874,7657,2969,10626,11440,16420,35917,40045,2000,1826
8/17/2014,31192,23638,54830,24216,2954,10554,11445,16419,23638,40057,2008,4219
08/16/2014,31039,23578,54617,7523,2940,10463,11415,29258,23578,39951,2000,4203
08/15/2014,31131,39640,54730,7578,2944,10522,11415,16378,23599,39977,2014,4231
08/14/2014,57430,23580,54793,7648,2964,10612,11411,16380,23580,12185,2010,4221
08/13/2014,31212,23589,54801,7659,2972,32395,11416,16379,23589,39968,2000,9322
08/12/2014,31216,23635,54851,7662,2958,10620,11423,16402,23635,40037,1995,4194
08/11/2014,31209,23646,34792,19932,2970,10598,11434,16417,23646,40063,1995,4194
08/10/2014,31191,23754,24599,7591,2949,10540,20596,16480,23754,56231,1984,4171
08/09/2014,30994,23654,54648,7482,6362,10418,11439,26122,23654,40059,4065,4171
08/08/2014,57342,35251,54726,21270,2929,10468,11441,16412,23642,40054,1999,4204
08/07/2014,31129,33059,54737,7607,2937,10544,11417,16384,23608,39992,1997,10183
08/06/2014,31126,23585,82144,7599,2940,10539,19112,16373,23585,39958,2004,4214
08/05/2014,31090,23555,27682,7599,2932,10531,11406,16355,23555,39910,1999,4204
08/04/2014,31112,23653,54765,25888,1311,10494,11447,16408,23653,40061,4478,4210
08/03/2014,31055,23657,54712,7559,2923,10482,11438,24715,23657,13104,4765,4178
0802/2014,30878,7563,54471,7462,2896,10358,11412,16366,23593,39959,1974,4154
08/01/2014,30850,23617,54467,7436,7891,10319,5680,5497,23617,40002,1969,4146
07/3/2014,31093,23649,25952,7592,2927,10519,11443,16425,41212,40071,1971,4152
07/30/2014,31158,23601,54759,7655,2933,29378,11436,5530,23601,40018,1974,9928
0r7/29/2014,31156,23607,54763,22523,2936,32524,11444,16420,23604,40024,1967,7356
07/28/2014,14863,23645,54860,7676,8100,27654,11465,16433,7000,40075,1985,4177
07/72/2014,31160,23623,54783,7655,2903,10558,11465,25041,23623,40053,1984,4172
07/26/2014,13382,23558,54554,7563,2896,10459,11431,16370,23555,39925,1982,1703
07/25/2014,31059,40503,54602,7615,2902,10517,11431,16371,23543,39914,1984,4171
07/24/2014,31150,23556,54706,7700,2914,10614,11430,28202,23556,39932,1978,4160
07/23/2014,62723,40883,54605,7705,2919,10624,11395,27392,23483,39822,1976,9287
07/22/2041,31029,23392,54421,7682,2906,10588,11355,6165,23392,39677,1976,4156
07/21/2014,31082,23499,54581,7675,2924,10599,22613,16341,23499,14246,1967,4142
07/20/2014,31066,23536,21549,7682,2887,10569,21258,16352,23536,39888,1968,1950
07/19/2014,30930,23491,54421,7603,2872,10475,11386,16317,23491,39808,1965,4138
07/18/2014,54211,23487,32315,7587,2870,10457,11383,16310,23487,39797,1956,4120
07/17/2014,30953,23474,54427,7644,7004,10537,11376,26933,23474,39773,1954,10091
07/16/u2014,30945,23459,54404,7683,2882,10565,21638,16273,23459,39732,1949,4107
7/15/2014,15435,7440,54439,7681,2894,10575,11358,16281,23486,39767,1944,7381
07/14/2014,30930,23487,54417,24794,1264,10537,11365,16288,23487,39775,1949,4105
07/13/2014,30886,23509,54395,7622,2856,10478,11387,5559,23509,39817,4885,4100
07/12/2014,30682,23443,54125,7505,2826,10331,11353,16259,23443,39702,1943,4092
07/11/2014,30710,23435,54145,7551,2828,10379,5355,16258,38151,39693,4490,4073
07/10/2014,30701,23401,54102,21417,2841,10416,11338,16234,23401,39635,1925,8984
07/09/2014,30722,23369,54091,7606,2836,10442,11318,16210,23369,39579,1933,9661
07/08/2014,30663,23305,53968,7622,6384,10451,11277,16162,23305,39467,1924,4050
07/07/2014,30621,23306,53927,7601,2806,10407,11280,16164,23306,39470,1924,4050
07/06/2014,56392,23311,53892,7561,2805,10366,11290,16164,23311,39475,1925,8740
07/05/2014,30440,23277,53717,7463,2774,10237,11277,16141,23277,59226,1930,4062
07/04/2014,30385,23223,53608,19902,2786,10240,11248,16106,23223,39329,1919,4039
07/03/2014,30434,23224,53658,7485,2796,10281,11253,16112,23224,58098,1920,4041
07/02/2014,62173,23206,53635,7530,2812,30317,17055,25861,23206,14904,1910,9869
07/01/2014,30481,23261,53742,7514,7994,10338,11256,16113,23261,39374,1916,4030
06/30/2014,30605,23323,53928,7559,2829,10388,11292,16169,6957,39492,1924,8389
6/29/2014,14312,23343,53986,7567,1239,10394,11312,23827,23343,39537,1927,4055
06/28/2041,30518,23286,53804,7504,2809,25285,11288,16160,42209,39446,4338,4045
06/27/2014,62227,23227,53736,7516,1368,29130,11247,16110,23227,39337,1930,4063
06/22/2014,30605,23289,53894,7605,2813,10418,11288,16139,39499,39428,1923,4048
06/21/204,30487,23246,53733,7538,2794,10332,11260,28839,23246,39344,1927,8475
06/20/2014,60564,23243,53719,7520,2808,10328,11257,16093,23243,39336,1926,4055
06/19/2014,30583,23252,53835,7592,2833,10425,11260,16105,41493,39357,1926,4053
06/18/2014,30540,23227,53767,7591,2820,10411,11244,16073,23227,39300,1928,4056
06/17/2014,30471,39668,53650,7583,2810,10393,11228,16048,23179,39227,1916,4030
06/16/2014,30529,23225,53754,22575,2816,10417,11250,16077,37329,60971,4751,4035
06/152014,30427,23203,53630,7528,2795,10323,11245,16074,23203,39277,1918,4030
06/14/2014,30372,23175,53547,7500,2797,10297,11221,16041,23175,39216,1920,4034
06/13/2014,30407,23179,53586,7508,2809,10317,11223,16048,23179,39227,1925,4042
06/21/2014,30462,23133,53595,7563,2831,10394,11200,16023,6940,39156,1926,4045
06/1/12014,30441,23103,53544,7596,2826,10422,11180,15989,23103,39092,1918,4030
06/10/2014,17338,23075,53481,7606,2816,10422,11164,15965,23075,39040,1913,4019
06/09/2014,30419,23094,53513,7602,7176,10405,11170,15970,23094,39064,1924,4044
06/08/2014,30382,23123,78177,24833,6929,10333,11197,16005,23123,39128,1924,4044
06/07/2041,30250,23086,53336,7446,2787,10233,17695,15975,23086,39061,1923,4042
06/06/2014,30286,23058,53344,7494,8063,10276,11177,15972,23058,39030,1921,4038
06/05/2014,30340,23012,53352,7577,2786,10363,11152,15950,23012,38962,1914,4027
06/04/2014,30308,23012,53320,7570,2778,10348,11144,23720,23012,38946,1913,4026
06/03/2014,30320,23004,53324,7595,2768,10363,16910,15932,23004,38936,1915,4025
06/02/2014,30341,7457,53374,7589,2778,10367,11162,15951,23033,38984,1914,4023
06/01/0214,62723,23023,53383,7602,2790,10392,11169,15963,23023,38986,1906,4005
05/31/2014,30221,22976,53197,7542,2768,10310,11139,15925,22976,38901,1897,3986
05/30/2014,30219,22993,53212,7505,2777,10282,11146,15942,22993,38935,1901,3995
05/29/2014,30328,22982,53310,7629,2805,10434,17446,15913,22982,38895,731,3981
05/28/2014,30322,23005,53327,7591,7573,10404,11135,15925,23005,38930,1902,10506
