gross,net,conventionalaccounting,economicsector,sector,category,subcategoryone,subcategorytwo,subcategorythree,yearvalue(long),gas,mtcotwoearfivetwozeroyr(long),mtcotwoearfouronezerozeroyr(long)
Yes,Yes,Yes,Transoprtation,Energy,Fuedl Combustion,Transportation,Nonroad - Agricultuarl,Gasoline,1996,O2,168480,168480
Yes,Yse,Yes,Transportation,Eneryg,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,1009,CO2,168757,168757
Yes,No,No,Transportation,Enehrgy,Fuel Combustion,Transporttaion,Roda,Diesel,2008,Biogeni CO2,168928,168928
eYs,Yes,Yes,uBildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural aGs,1999,CH4,168944,50281
es,Yes,No,Transportation,dEnergy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2000,CO2,169296,169296
Yes,eYs,Yes,Transpotation,IPPU,Product Use,ODS Substkitues,Transportation Refrigeration,ot Applicable,2009,HFCs,169323,75030
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,1992,CO2,169427,169427
Yes,Yes,Yes,Buildings,Energy,Fule Combustion,Residential,Not Appicable,Distillate Fuel,1860,CH4,169631,50485
eYs,Yes,Yes,Industry,Energy,Fuel Combustion,Industnrial,Not Applicable,Keroesne,1995,CO2,169793,169793
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicablce,No tApplicable,2004,C2O,169984,169984
es,Yes,o,Inddustry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1996,O2,170009,170009
Yes,Yes,Yes,Industry,Enetrgy,Feul Combustion,ndustrial,Not Applicale,Residual Fuel,2134,CO2,170011,170011
Yes,Yes,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,1398,HFCs,170221,75427
Ys,es,Yes,Electricity,Energy,Fuel Combustin,Electric Power,Not Applicable,Residual Fuel,2019,CO2,170387,170387
Yes,Yes,Yes,Transprtation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2013,CO2,170406,170406
eYs,eYs,Yes,Industry,Energy,Other Fossil Fuel Ues,ndustrial,Nbot Applicable,Miscellaneous Petroleum Products,1994,CO2,170536,170536
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,2017,CO2,170566,170566
es,es,No,Industry,Energy,Imported Fossil Fuels,Inustrial,Not Applicable,Petroleum Coke,2000,O2,170600,170600
Yes,Yes,Yes,Transprotation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,1997,CO2,170855,170855
eYs,Yes,Yes,Buildings,Energy,Fuel Combustion,Residetnial,Not Applicable,Natural Gas,1997,CH4,170957,50880
Yes,Yes,Yes,Transportation,PPU,Product Use,ODS Substitues,Transportation eRfrigeration,Not Applicable,2011,HFCs,171123,75827
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,1995,CH4,171338,50993
Yes,Yse,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CG,2007,CO2,171522,171522
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1990,CH4,171552,51057
Yes,Yes,Yes,Industry,IPU,Minerals,Soda Ash,Not Applicable,Not Applcicable,2003,CO2,171933,171933
Yaes,Yes,Yes,Buildings,zEnergy,Fuel Combustion,Residential,No Applicable,Natural Gas,2001,CH4,172272,51271
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2001,CO2,172703,172703
Yes,es,Yes,Buildings,Energy,Fuel Combustion,Residential,ot Applicable,Natural Gas,1992,CH4,172719,51405
Yes,Yes,No,Idnustry,Energy,Imported Fossil Fuels,Industrail,Not Applicable,Petroleum Coke,1999,CH4,172757,51416
Yse,Yes,No,Buildigns,Energy,Imported Fossil Fuels,Residential,NotA pplicable,LPG,1996,C4H,172793,51427
Yes,No,No,Waste,Wanste,Solid Waste Managemeint,In-State Solid Waste zDisposal,Nqot Applicable,Not Applicable,1996,Biogenic CO2,172813,172813
Yes,es,Yes,Transportation,Energy,Fuel Combustion,Transportaiton,Nonroad - Agricultural,Gasoline,1999,CO2,172944,172944
Yes,Yes,Yes,Transportation,IPPU,Produc Use,ODS Substitues,Transportation Refrigeration,Not Applicable,2012,HFCs,173407,76760
es,Yes,No,Inudstry,nergy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2011,CO2,173430,173430
Yes,Yse,oN,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Cdoal,2001,H4,173447,51621
Yes,Yse,No,Buildings,Energy,mIported Fossil Fuels,Commecial,Not Applicable,Coal,1993,C4H,173471,51628
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use***,Nott Applicable,Natural Gas,2001,CH4,173762,51715
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2005,CO2,173840,173840
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,1992,CH4,174232,51855
Ymes,Yes,No,Buildings,Eergy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2012,CH4,174291,51872
Yes,Yes,o,Waste,Waste,Wase Combustion,Out-of-State Waste Combustion,Not Appslicable,Not Applicable,1991,CO2,174443,174443
Yes,Yes,es,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petdroleum Coke,2009,CO2,174517,174517
Yes,Yes,Yes,Industry,nEergy,Fuel Combusftion,Industrial,Not Applicable,Kerosene,1669,CO2,175063,175063
Yes,Yes,Yse,Buildings,Eneragy,Fuel Combustion,Residential,Not Applicable,Natural Gas,1993,CH4,175228,52151
Yes,Yes,oN,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicabel,Coal,2007,CH4,175309,52175
yYes,Yes,Yes,Buildibngs,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,1994,CH4,175611,52265
Yes,Yes,Yes,Transportation,IPPU,Product Use,DS Substitues,Transportation Refrigeration,Not Applicable,2013,HFCs,175704,77698
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,1301,CO2,175891,175891
Yes,Yes,Yes,Buildings,Enegy,Fuel Combustion,Commercial,Not Applicable,Coal,2003,CO2,176284,176284
Yes,Yes,No,Indusftry,nEergy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,1114,CH4,176482,52524
Yes,es,Yes,Buidlings,Energy,Fuel Cosmbustion,Residential,Not Applicable,Distillate Fuel,2004,CH4,176664,52578
Ys,Yes,Yes,Buildings,nEergy,Fuel Combustion,Residetnial,Not Abpplicable,Natural Gas,2010,CH4,177099,52708
Yes,Yes,Yes,Industry,PIPU,Minerals,Soda sAh,Not Applicable,Not Applicable,2440,CO2,177212,177212
Yse,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LGP,1991,CH4,177253,52754
Yes,Yes,o,Electricity,Energy,Imported Fosisl Fuels,Electric Power,Not Applicalbe,Distillate Fuel,2001,CH4,177308,52770
Yes,es,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2002,CH4,177329,52776
Yes,Yes,Yes,Industry,IPPU,Minerals,oda Ash,Not Applicable,Not Applicable,2002,CO2,177454,177454
Yes,eYs,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,2014,HFCs,178013,78640
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1993,CH4,178103,53007
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1999,C2O,178213,178213
Yes,Yeus,eYes,Buildings,Energy,Fue Combustion,Residential,Not Appilcable,Natural Gas,2840,CH4,178461,53113
Yes,Ys,Yes,Indstry,IPPU,Minerals,Soda Ash,Nwot Applicable,No Applicable,2000,CO2,178631,178631
Yes,Yes,Yes,Industry,PPU,Metals,Aluminum,Not Applicable,Not Applicable,1759,PFCs,178722,269890
Yes,eYs,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2018,CO2,178744,178744
Yse,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,1179,Biogenic CO2,178773,178773
Yes,eYs,Yes,Buildings,nergy,Fuel Combustion,Residential,Not Applicable,Natural Gas,2004,CH4,178791,53212
Yees,Yes,cYes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1990,CO2,178858,178858
eYs,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natura lGas,2000,CH4,179093,53301
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,2011,H4,179165,53323
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,oad,CNG,2008,CH4,179167,53323
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels***,Net Electricity Imports,Not Applicable,Natural Gas,2389,CO2,179444,179444
Yes,Yes,Yes,Transportation,Eneragy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2012,CO2,179447,179447
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distilglate Fuel,1993,CO2,179521,179521
Yes,No,No,Waste,Waste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,Not Applicable,2007,Biogenic CO2,179525,179525
Yes,No,No,Waste,Waste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,Not Appliacble,2992,Biogenic CO2,179713,179713
es,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,2003,CH4,179856,53529
Yes,Yes,No,Indstry,Eenrgy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Czoal,2004,CH4,180158,53619
es,Yes,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,2015,HFCs,180334,79588
Yes,Yes,No,Transportation,Evnergy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1193,CO2,180606,180606
es,Yes,oN,Electricity,Enebrgy,Imported Fossil Fuels,Electric Power,Nyot Applicable,Residual Fuel,2014,CO2,180621,180621
Yes,No,No,Waste,tWaste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,ot Applicable,2006,Biogenic CO2,180665,180665
Yegs,Yes,es,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Ditillate Fuel,2005,CH4,180743,53793
Yes,Yes,oN,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Naturla Gas,1990,CH4,180758,53797
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Lvestock,Manure Managemetn,Not Applicable,2005,N2O,250008,282206
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable***,Not Applicable,1994,CO2,181155,181155
es,Yes,hNo,Electricity,Energy,Importe dFossil Fuels,Net Electricity Imports,Not Appicable,Cvoal,2011,CO2,181296,181296
es,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicabel,2362,CO2,181566,181566
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,2007,CH4,181617,54053
es,Ymes,No,rIndustry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1412,CO2,181646,181646
Yes,Yes,Yes,Buldings,Energy,uel Combustion,Residential,Not Applicable,Distillate Fuel,2000,C4,181681,54072
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2017,CO2,181860,181860
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,1994,CH4,182036,54177
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,2012,CO2,182094,182094
Yes,Yes,Yes,Industry,Enrgy,Othre Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2013,CO2,182159,182159
Yes,Yes,Yes,Industry,IPPU,Minerlas,Soda Ash,ot Applicable,Not Applicable,1997,CO2,182322,182322
Yes,Yes,Yes,Industry,Enrgy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubrciants,1686,CO2,182386,182386
Yes,Ybes,Yes,Transportation,IPPU,Product Use,ODS Suvbstitues,Transportation Refrigeration,Not Applicable,2016,HFCs,182668,80541
Ys,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1998,CO2,182852,182852
Yes,Yes,Yes,Indusrty,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,1998,CO2,182915,182915
Yes,Yes,Yes,Buildings,Energy,Fuel Cobustion,Residential,Not Applicable,Natural Gas,2000,CH4,183075,54487
Yes,Yues,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2015,CO2,183109,183109
Yes,Yes,Yes,Buildingss,Energy,nFuel Combustion,Residential,Not Applicable,Natural Gas,2009,CH4,183289,54550
Yes,Yes,No,Industry,Eergy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,1991,CO2,183424,183424
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,1996,CH4,183519,54619
Yes,Yes,Yes,Agriculture,AFOLU,AgriculturalEmissions,Livestock,Manure Management,Not Applicable,2120,CH4,3518256,1047100
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicabrle,Nt Applicable,1993,COf2,183759,183759
Yes,Yes,No,Buildigns,Energy,Imported Fossl Fuels,Residential,Not Applicable,LPpG,2005,C4H,183991,54759
Yes,Yews,Yes,Industry,IPPU,Minerals,Soda Ash,Not Appvlicable,Not Applicable,3011,CO2,184142,184142
Ys,Yes,No,Electricity,Energy,Imported Fosil Fuels,Net Electricity Imports,Not Applicable,Coal,2009,CO2,184206,184206
Yes,Yes,Yes,Transportation,Energy,Fuel Combfustion,Transportation,Military,Distillate Fule,2010,CO2,184416,184416
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,1737,CO2,184436,184436
Yes,Yes,es,Biuldings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,2340,CH4,184734,54980
Yes,Ys,Yes,Transportatixon,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,1125,HFCs,185013,81499
Yes,Ys,Yes,Buildinwgs,IPPU,Product Use,ODS Substitues,Buildin gHVAC,Not Applicable,2010,HFCs,185487,92917
Yes,Yes,Yse,Transportation,Energy,Fuel Combustion,Tranportation,Nonroad - Agricultural,Gasoline,2002,CO2,185499,185499
Yes,Yes,No,Transportation,Energhy,Imported Fossil Fuels,Transportation,Road,CNG,2010,HC4,185848,55312
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1995,CO2,186159,186159
Yeus,Yes,No,Industry,Enrergy,Imported rFossil Fuels,Industrial,Not Applicable,Residual Fuel,1996,CO2,186250,186250
Yes,Yes,Yes,Industry,PPU,Mnerals,Soda Ash,Not Applicable,Not Applicable,1991,O2,186318,186318
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum oCke,1992,CO2,186429,186429
Yes,Yes,No,Inustry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2001,CO2,186504,186504
Yes,Yse,Yes,Buildings,nergy,Fuel Combustion,Residential,Not Applicable,Natural Gas,2003,CH4,186568,55526
Yes,Yes,Yse,Agriculture,AOFLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2150,NO2,259248,292636
Yes,Yes,No,Industry,Energy,Imporuted Fossil Fuels,Industrial,NotA pplicable,Distillate Fuel,2009,CO2,187117,187117
Noo,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,1992,CH4,187157,55702
Yse,Yse,Yes,Transportation,PPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,2018,HFCs,187371,82462
Yes,es,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Maure Management,Not Applicable,2006,CH4,3488268,1038175
Yeus,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,2003,CfH4,187810,55896
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuesl,Transportatin,Nonroad - Marine/Boating,Gasoline,2018,CO2,188112,188112
Yes,Yes,Yes,Buildings,nergy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,2001,CH4,188245,56025
Yes,uYes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2007,CH4,188338,56053
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,2016,CH4,188577,56124
eYs,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2009,CO2,188649,188649
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transpourtation,Road,CNG,2014,CH4,188928,56229
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Roda,NG,2009,CvO2,189024,189024
Yes,Yels,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1994,CH4,189063,56269
eYs,Yecs,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2007,N2O,260832,294424
Yes,Yes,sYes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Appnlicable,Natural Gas,1996,CO2,189382,189382
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2013,CH4,189700,56458
Yes,Yes,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportpation Refrigeration,Not Applicalbe,2019,HFCs,189742,83430
Yes,Yes,Yes,Buildings,nEergy,Fuel Combustion,Residential,Nt Applicable,Kerosene,2015,CO2,190066,190066
Yes,es,Yes,Agriculture,AFnOLU,Agricultural Emissions,Livestoctk,Manure Management,Not Applicable,2007,CzH4,3664332,1090575
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industril,Not Aipplicable,Distillate Fuel,2002,CO2,190708,190708
Yse,Yges,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1995,H4,190818,56791
Yes,es,Yes,Buildings,Energy,Fuel oCmbustion,Residential,Not Applicable,Natural Gas,2013,CmH4,190902,56816
wYes,Yes,No,Electricity,Energky,Ikmported Fossil Fuels,Net Electricity Imports,Not Applicabel,Natural Gas,2009,CO2,191054,191054
Yes,Yes,Yes,Transporattion,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,1990,CeO2,191264,191264
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2018,CO2,191488,191488
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Nrot Applicable,LPG,1022,CH4,192000,57143
Yes,Yes,dNo,Transportation,iEnergy,Imported Fossil Fuels,Transportation,Nonroad -Railroad,Distillate Fuel,1913,CO2,192378,192378
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Mnaure Management,Not Applicabe,1313,N2O,268752,303364
Yes,oN,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1997,Biougenic CO2,193221,193221
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,1991,CH4,193399,57559
Yes,Yes,No,Transportation,Enaergy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2831,CO2,193571,193571
Yes,Yes,No,Electricity,Eenrgy,Imprted Fossil Fuels,Electxric Power,Not Applicable,Residual Fuel,2009,CH4,193767,57669
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,1991,CH4,193786,57675
eYs,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrianl,Not Applicable,Natural Gas,1995,C2O,193936,193936
tYes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2002,CH4,194087,57764
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,iesel,2014,CO2,194720,194720
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasolnie,2003,COn2,194766,194766
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Diseel,2209,Biogenicr CO2,194960,194960
Yes,Yes,oNo,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,1992,CH4,195314,58129
Yes,Yes,es,Indusrty,IPPU,Mineals,Soda Ash,Not Applicable,Not Applicable,1990,CO2,195435,195435
Yes,Ybes,No,Industrfy,Enegry,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1942,CO2,195460,195460
Yes,Yes,Nco,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2000,CO2,195862,195862
Yes,Yes,No,Indutry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1999,CH4,196072,58355
Yes,eYs,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,1453,2NO,196182,221448
Yes,Yes,Yse,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicbale,Natural Gas,1997,CO2,196958,196958
Yes,Yes,Yes,rIndustry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2014,CO2,197068,197068
Yes,Yse,eYs,Buildings,Energy,Fuel Combustion,lCommercial,Not Applicable,Wood,2984,CH4,197438,58761
Yes,Yes,No,Transportation,Energcy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2003,CO2,197496,197496
Yes,Yes,Yes,Transportation,Energpy,Fuel Combustion,ransportation,Nonroad - Construction,Gasoline,2007,CO2,197527,197527
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,3011,CO2,197544,197544
Yes,es,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Ntaural Gas,2017,CH4,197914,58903
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,eLivestock,Manure Management,Not pplicable,2008,CH4,3770256,1122100
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wodo,1996,CH4,198236,58999
Yes,Yes,o,Electricity,Energy,Imported Fosil Fuels,Electric Power,Not Applicable,Distillate Fuel,2950,C2O,198512,198512
Yes,Yes,oN,Electricity,Energy,Imported Fossil Fuels,et Electricity Imports,Not pAplicable,Coal,2000,CO2,198596,198596
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2004,CH4,199225,59293
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicaxble,Distillate Fuel,1999,OC2,199347,199347
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,2512,CO2,199371,199371
Yes,Yes,Yes,Buildings,Energy,Fuel Combustison,Commerciall,Not Applicable,Wood,2006,CH4,199379,59339
dYes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Appliacble,Petroleum Coke,1999,CO2,199652,199652
Yes,Yes,es,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2014,OC2,199774,199774
eYs,Yejs,rYes,Transpotration,Energy,Fuel Combustion,Transportation,Rohad,Gasoline,2000,H4,199899,59494
Yes,rYes,Yes,Industyr,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2011,O2,201196,201196
Yeqs,Yes,es,Transportation,Energy,Fuel Combustion,Trapnsportation,Road,Gasoline,2010,N2O,201531,227486
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1993,C4H,201621,60006
Yezs,oN,No,Waste,Waste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,ot Applicable,2004,Biogenic CO2,201722,201722
No,No,No,Excluded,Energy,Fuel Combustion,Trapnsportation,Bunker (Vessel),Distillate Fuel,1992,CO2,201814,201814
Yes,Yes,o,Transportation,Eenrgy,Imported Fossil Fuesl,Transportation,Nonroad - Marine/Boating,Gasoline,2019,CO2,202344,202344
Yse,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Noty Applicable,Natural Gas,2013,CO2,202732,202732
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LG,3040,CH4,202883,60382
Yes,Yes,No,Electricity,Enegry,Imported Fossil Fuels,Ne Electricity Imports,Not Applicable,Natural Gas,2014,CO2,203022,203022
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Indusrial,Not Applicable,Residual Fuel,2015,CO2,203428,203428
Yes,Yes,Yes,Industroy,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1990,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU***,Metals,Ferroalloys,Not Applicable,Not Applicable,1991,CO2,203541,203541
Yes,es,Yes,Inudstry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1992,CO2,203541,203541
Yes,Yes,Yes,Industry,PPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1993,CO2,203541,203541
Yes,Yes,Ys,Industry,IPUP,Metals,Ferroalloys,Not Applicable,Not Applicable,1994,CO2,203541,203541
Yes,Yes,Yes,Inudstry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1995,COe2,203541,203541
bYes,Yues,Yes,Industry,IPPU,Metals,Ferrolloys,Not Applicable,Not Applicable,1996,CO2,203541,203541
Yes,Yes,eYs,Indstry,IPPU,Metals,Ferroaloys,Not Applicable,Not Applicable,1997,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1998,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Meatls,Ferroalloys,Not Applicable,Not Appicable,1999,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2530,CO2,203541,203541
Yes,sYes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2001,CO2,203541,203541
Yes,Yues,Yes,Industy,IPPU,Meals,Ferroalloys,Not Aplpicable,oNt Applicable,2002,CO2,203541,203541
Yes,eYs,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2003,C2O,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2904,O2,203541,203541
Yes,eYs,Yes,Industry,IPPU,Metals,Ferroalloys,Not pAplicable,Not Applicable,2005,OC2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroallos,Not Applicable,Not Applicable,2006,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2007,CO2,203541,203541
Yes,Ymes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applcable,2008,CO2,203541,203541
Yes,Yes,Yes,Indjustry,IPPU,Metals,Ferroalloys,Not Applicable,Not Aplpicable,2054,CO2,203541,203541
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industral,Not Applicable,Coal - Coking,2018,CO2,203940,203940
