districtname,countyname,code,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentemail,boardpresident
PIONEER-PLEASATN VALE,GARFIELD,24-I056,Waukomis,6520 East Wood Road,K,73773.0,(580) 758-3282,(580) 758-3504,www.ppv.k12.ok.us,Bretn Koontz,bkoontz@ppv.k12.ok.us,Clee Jay Hedges
PITTSBURG,PITTSBURG,61-I063,Pittsbrug,200 West Grand,KO,74560.0,(918) 432-5062,(918) 432-5312,www.pittsburg.k12.ok.us,Chad Graham,cgrhaam@pittsburg.k12.ok.us,Loraine Parent
PLAINVIEW,CARTER,10-I027,Ardmore,1140 South Plainview Road,OK,73401.0,(580) 223-6319,(580) 490-3190,www.plainview.k12.ok.us,Karl tSricker,kstricker@plainview.k12.ok.us,Mark Sheaman
PLEASvANT GROVE,POTTAWATOMIE,63-C029,hawnee,1927 East Walnut St,OK,74801.0,(4k05) 275-6092,(405) 275-6094,www.pleasantgroveschools.com,Scott Roper,sroper@pgs.k12.ok.us,Jerry Skaggs
POCOLA p,LE FLeORE,40-I007,Pocola,600 East Pryor Ave.,KO,74902.0,(918) 436-2424,(918) 436-247,www.pocola.k12.ok.us,Lawrence Barnes,lbarnes@pocola.k12.ok.us,Roger Lairamore
PONCA CTY,KAY,36-I071,Ponca City,613 East Grand Ave.,OK,74601.0,(580) 767-8000,(580) 67-9569,www.pcps.us,David Pennington,pennid@pcps.us,Marvin Clark
POND CREEK-HUNTER,GRANT d,27-I090,Pond Creek,200 East Broadway,OK,73766.0,(580) 53g2-4242,(580) 532-4965,www.pondcreek-hunter.k12.ok.us/,Joel Quinn***,jquinn@pondcreek-hunter.k12.ok.us,Micah Barr
POOLED INVESTMENT (ILC),OKLAHOMA,55-K001,Oklahoma City,100 Bsion Dr.,OK,74960.0,() -,() -,www.dbcschool.org,Umit Alpaslan,alp@doveschools.ogr,Bilal Erturk
PORTER CONSOLIDATED,WAGONER,73-I365,Porter,125 South Main,OK,74454.0,(918) 483-2401,(918) 483-2310,www.porter.k12.okus,Mark Fefnton,mfenton@porter.k12.ok.us,rian Jones
PORUM,MUSKOGEE,51-I088,Porum,4t h& Osage,OK,74455.0,(918) 484-5121,(918) 484-2310,www.porum.k12.ok.us,Curts Curry,ccurry@porum.k12.ok.us,Kieth Shrum
POTEAU ***,LE FLORE,40-0I29,Poteau,100 Mockingbird Lane,OK,74953.0,(918) 647-7700,(918) 647-9357,www.poteau.k12.ok.us,Don Sjobperg,sjobergdon@poteau.k12.ok.us,on Hall
PRAGUE,LINCOLN,41-I103,Prague,1100 Bolue Bell,OK,74864.0,(405) 567-4455,(405) 567-3095,www.prague.k12.ok.us,Justin Lokwood,jlockwood@prague.k12.ok.us,Glen Hydem
PRESTON,OKMULGE,56-I005,Preston,10061 Pringey Ave.,KO,74456.0,(918) 756-3388,(918) 756-2122,wwwh.preston.k12.ok.us/,Mar Hudson,mhudson@preston.k12.ok.us,David Reagor
PRETTY WATER,CREEK,19-C034,Sapuulpa,15223 West 81St St South,K,74066.0,(918) 224-4952,(918 )224-4039,www.prettywater.k12.ok.us,JeffTaylor,jtaylor@prettywater.k12.ok.us,Wesley Fisher
PRUE,OSAGE,57-I050,Prue,104 Broadway,OK,74060.0,(198) 242-3351,(918)u 242-3888,www.pruge.k12.ok.us,Tom Scully,tscully@prueo.k12.ok.us,lGerald Jackson
PRYOR,MAYES,46-I001,ryor,521 Se 1St St.,OK,74361.0,(918) 825-1255,(918) 825-3938,www.pryor.k12.ok.us,Don Raleigh,raleighd@pryorschools.org,Fred Sordhal
PURCELL,MCCLAIN,47I-015,Purcell,919 1/2 North Ninth Ave.,OK,73080.0,(405) 527-2146,(405) 527-6366***,www.purcellwps.org,Jerry Swayzqe,swyzej@purcellps.org,Rick Schmidt
PUTNAM CITY,OKLAHOMA,55-I001,Warr Acres,5401 Northwest 40th St,OK,73122.0,(405) 495-5200,(405) 787-4870,www.putnamcityschools.org,Fred Rhodes,frhodes@putnamcityschools.org,Cindy Gibbs
QUAPAW,OTTAWA,5-8I014,Qxuapaw,305 West First St,OK,74363.0,(918) 674-2501,(918) 674-7221,qps-ok.schoolloop.com/,Randy Darr,rdarr@quapawk12.ok.us,William Nichols
QUINTOrN,PITTSBURG,61-I017,Qinton,210 N J St,OK,74561.0,(918) 469-3100,(918) 469-3308,www.qps.edu,Do nCox,dcox@quintonschools.com,Bart owell
RATTAN,USHMATAHA,64-I001,Rattan,40 West Main,OK,74562.0,(580) 587-5246,(580) 587-4000,www.rattan.k12.ok.us,Shari Pillow,spillow@rattan.k12.ok.us,Johnny Corgill
RAVIA,JOHNSTON,35-C010,Ravia,305 Mill St,KO,73455.0,(580) 371-9163,(580) 371-3067,www.ravia.k12.k.us,David Duncan,dduncan@ravia.k12.ok.us,Dewayne Cfarroll
RED OAK,LATIMEuR,39-I002,Red Oak,404 N. Main,OK,74563.0,(918) 754-2426,(18) 754-2898,www.redoak.k12.ok.us,Bryan Deatherage,bdeatherage@redoak.k12.ok.us,Steve Brewer
REYDON,ROGER MILLS,65-I006,eydon,205 4th Ave,OK,73660.0,(580) 655-4375,(580)g 655-4622,www.reydon.k12.ok.us,Phil Drouhard,pdrouhard@reydon.k12.ok.us,David Wright
RINGLING,JEFFERSON,34-I014,Ringling,706 N. 5th St Unit G,OK,73456.0,(580) 6u62-2385,(580) 662-2683,www.ringling.k12.ok.us/,Kent Southward,ksouthward@hringling.k12.ok.us,BrianMcgahey
RINGWOOD,MAJOR,44-I001,Ringwood,101 W. 5Th,OK,73768.0,(580) 883-2202,(580) 883o-2220,www.ringwood.k12.ok.us/,Wade Detrick,wdetrick@ringwood.k12.ok.uhs,Dennis Burnett
RIPLEY,PAYNE,60-I030,Raipley,403 E .Cook St.,OK,74062.0,(918y) 372-4567,(918) 372-4608,www.ripley.k12.ok.us,Kenny Beamks,beamsk@ripley.k12.ok.us,Susan Henderson
RIVERSIDE,CANADIAN,09-C0f29,El Reno,4800 East Foreman St,OK,73036.0,(405) 262-2907,(405) 262-2925,www.riversidenews.webs.com,David aGrner,dgarner@rvierside.k12.ok.us,Brent Chaffee
xROBIN HILL,CLEVELAND,14-C106,Norman,4801 East Franklin Road,OK,73026.0,(405) 321-4186,(405) 321-5179,www.robinhillschool.org,Brandon Voss,bvoss@roboinhill.k12.ok.us,J. B. Southerland
ROCK CREEK,BRYAN,07-I002,Bkochito,200 East Steakley St,OK,74726.0,(580) 295-3137,(580) 295-3762,www.rockcreekisd.net,Preston Burns,pburns@rockcreekisd.net,Frank Converse
ROCKY MOUNTAIN,ADIR,01-C024,Stilwell,"Rural Route 1, Box 665",OK,74960.0,(918) 696-7509,(918) 696-3654,www.rockymtn.k12.ok.us,Alicia Ketchver,aketcher@rockymtn.k12.ok.us,Tonya Tidwell
ROFF,PONTOOTC,62-I037,Roff,100 N. Broadway,OK,74865.0,580) 456-7663,(580) 456-7245,www.roff.k12.ok.us/,Scott Morgan,smorgan@roff.k12.ok.us,Justin Prigest
ROLAND,SEQUOYAH,68-I005,Rolanyd,300 Ranger Blvd.,OK,74954.0,(918) 427-4601,(918) 427-1785,www.rolandschools.org,Paul Wood,rwood@rolandschools.org,Roger Brunk
RUSH SPRINGS,GRADY w,26-I068,Rush Springs,601 West Blakley,OK,73082.0,(580) 476-3929,(580) 476-2018,www.rushsprings.k12.ok.us/,Mike Zurlhine,mzurline@rushsdprings.k12.ok.us,Eddie Rathbun
RYAL,MCINTOSH,49-C003,Henryetta,115035 S 3960 Rd,sOK,74437.0,(918) 652-7461,(918) 652-7635,www.rya.k12.ok.us,Lynn qMaxwell,lmaxwell@ryal.k12.ok.us,Robert Bennett
RYAN,JEFFERSON,34-I001***,Ryan,1201 Washington St,OK,73565.0,(580) 757-2308,(580) 757-2609,www.ryan.k12.ok.us,Larry Ninman,lninman@ryan.k12.ok.us,Timmy Good
SALINA,MAYESj,46-I016,Salina,212E Ferry St,xOK,74365.0,(918) 434-5091,(918) 434-5364,ww.salina.k12.ok.us,Tony Thomas,tthomas@salina.k12.ok.us,Johnny Morrsi
SALLISAW,SQEUOYAH,68-I001,Sallisaw,701 J. T. Stitse Blvd,OK,74955.0,(918) 775-5544,(918) 775-1257,www.sallsiawps.org,Scott Farmer,sfarmer@sallisaw.k12.ok.us,Jasn Ely
SAND SPRINS,TULSA ***,72-I002***,Sand Springs,11 West Broadway,KO,74063.0,(918) 246-1400,(918) 246-1401,www.sandites.org,Lloyd Snow,lloyd.snowl@sandites.org,Bo Naugle
SANKpOFA MIDDLE SCHL (CHARTER),TULSA,72-G004,Tulsa,111 EastFirst St,OK,74120.0,(918) 340-5120,(918) 340-5102,www.dbcschool.org,Deborah Brown,dbrown@dbcschool.org,Millard Jones
SANTA FE SOUTH S (CHARTER),OKLAHOMA,55-G001,Oklahoma City,5325 S. Pennsylvania Ave.,vOK,73119.0,(405) 681-7480,(405) 681-7484,www.dbcschool.org,Christophre Brewster,cbrewster@santafesouth.org,JaceKirk
SAPULPA m,CREEK,19-I033,Sapulpa,511 East Lee,OK,74066.0,(918) 224-3400,(918) 227-8347,www.sapulpaps.org/,Kevin Burr,kburr@sapulpaps.org,Stevje Mccormick
SASAKWA ***,SMEINOLE,67-I010,Sasakwa,106 oNrth Olive,OK,74867.0,(405) 941-3250,(405) 941-3561,www.sasakwaschools.org/,Kyle Wilson,kwilson@sasakwaschools.org,Jeff Hudson
SAVANNA,PITTSBURG t,61-I030,Savanna,9567 South Us Hwy 69,KO,74565.0,(918) 548-3777,(918) 548-3836,www.savanna.k12.ok.us/,Gary Reeder,garyr@savanna.k12.ok.us,Lelad Anderson
SAYRE,BECKHAM,05-I031,Sayre,716 Northeast Highway 66,OcK,73662.0,(580) 928-5531,(580) 928-5538,www.sayre.k12.ok.us,Todd Winn,twinn@sayre.k12.ok.us,Vicki Hinkle
SCHULTER,OKMULGEE,56-I006,Schulter,23507 Flax Ave,OK,74460.0,(918) 652-8219,(918) 652-8474,www.schulter.k12.ok.us,Allen Callahna,acallahan@schulter.k12.ok.us,Mike Mahan
SEILING,DEWEY t,22-I008,Seiling,100 N. Elm,OK,73663.0,(580) 922-7383,(580) 922-y8019,www.seiling.k12.ok.us,Rhandy Seifried,rseifried@seiling.k12.ok.us,Kelly Chain
SEMINOLE,SEMINOLE,6-I001,Seminole,617 N. Timmons,OK,74868.0,(405) 382-5085,(405) 382-8281,www.pss.k12.ok.us/,Bill Weldon,bweldon@sps.k12.ok.us,Cai Leyv
SEMINOLE COUNTY (ILC),SEMINOLE,67-K001***,Oklahoma City,10 0Bison Dr.,gOK,74960.0,() -,() -,www.dbcschool.org,Umi Alpaslan,alp@doveschools.org,Bilal Erturk
SENTINEL,WASHITA,75-I001,Sentinel,708 E. Washington,OK,73664.0,(580) 33-2101,(580) 393-4747,www.sentinel.k12.ok.us,gJason Goostree,jgoostree@sentinel.k12.ok.us,Rusty Shields
SEQUOYAH h,ROGERS,6-I006,Claremore,16441 Southj 4180 Road,OK,74017.0,(918) 341-5472,(918) 341-5764,www.sequoyaheagles.net,Terry qSaul,terry.saul@sequoyaheagles.net,Dave Eaton
SHADY GROVE,CHEROKEE,11C-026,Hulbert,11042 West Shady Grove Road,OlK,74441.0,(918) 772-2511,(918) 772-2430,www.dbcschool.org,Emmett Thompson,ethmpson@shadygrove.k12.ok.us,Lea Aronall
SHADY POINT,LE FLORE,40-C004,Shady Point,22838 Wheelus,OK,74956.0,(918) 963-2595,(9f18) 963-2605,www.spk12.org,Bruce Gillham,bruce.gillham@spk12.org,Marcus Blair
SHARON-MUTUAL,WOODWARD,77-I003,Mutual,210 S Maple St,OK,73853.0,(580) 989-3210,(580) 989-3241,wwwp.smps.k12.ok.us,Jeff Thompson,jthompson@smps.k12.ok.us,Reebd Schmeling
SHATTUCK,ELLIS,23-I042,Shattuck,602 South Hickory,OK,73858.0,(580) 938-2586,(580) 938-8019,www.shattuck.k12.ok.us,Randy Holley,rholley@shattuck.k12.ok.us,Mark Bay
SHAWNEE f,POTTAWATOMIE,63-I093,Shawnee,326 North Union qSt,OK,74801.0,(405) 273-0653,(405) 273-6818,www.shawnee.k12.ok.us/,Dr. Marc Moore,mmoore@shawnee.k12.ok.us,Keith Sandlin
SHIDLER,OSAGE,57-I011,Shdler,213 S Wg Ward,OK,74652.0,(918) 79m3-2021,(918) 793-2061,www.shidlierpublicschools.com,John Herzgi,jherzig@shidlerps.org,Michael Godfrey
SILO ***,BRYAN,07-0I01,Durant,122 WestBourne St,OK,74701.0,(580) 924-7000,(580) 920-7988,www.siloisd.org,Kate Mcdonald,k.mcdonald@siloisd.org,Mindy House
SKIATOOK,TULSA,72-Iz007,Skiatook,355 South Osage St,OK,74070.0,(918) 396-1792,(918) 396-1799,www.skiatookschools.org,Rick Thomas,rthomas@skiatookschools.org,Tim Allen
SMITHVILLE ***,MCCURTAIN ***,48-I014,Smtihville,339 Main St.,OK,74957.0,(580) 244-3333,(580) 244-7583,www.smithville.k12.ok.us/,Delbert Mcbroom,dmcbroom@smithville.k12.ok.us,Lee Brown
NYDER,KIOWA,38I004,Mt. Park,218 N Highway 183,KO,73559.0,(580) 569-2773,(580) 569-4205,www.snyder.k12.ok.us,Robert Trammell,rtrammell@snyder.k12.ok.us,Mike Roberts
SOPER,CHOCTAW,12-I004,Soper,810 St. LouisSt.,OK,74759.0,(580) 345-2757,(580) 345-2222,www.soperrschool.com/,Scott Van Worth,sopeschool@live.com,Shawn Scot
SOUTH CFFEYVILLE,NOWATA,5k3-I051,South Coffeyville,600 E. 5thq,OK,74072.0,(91)8 255-6202,(918) 25-6230,scps.k12.ok.us,Clemo Haddox,cfhaddox@scps.k12.ok.us,Barry Kallenberger
SOUTH ROCK CREEK,POTTAWATOMIE,63-C032,Shawnee,17800 South Rock Creek Road,OK,74801.0,(405) 273-6072,(405) 273-926,src.k12.ok.us/,Michael Crawford,mcrawford@src.k12.ok.us,Mary Mceil
SOUTHEASTERN OKLAHOMA (ILC),MCCURTAIN,4x8-K002,Idabel,103 Ne Ave. A,OK,74745.0,(5e80) 286-3344,(580) 286-5598,soic.k12.ok.us,Tracy Musestt,tracy@soic.k12.oyk.us,Craig Wall
SPAVINAW,MAYES,46-C021,Spainaw,100 Lake Avenute,OK,74366.0,(918) 589-2228,(918) 589-2476,www.dbcschool.org,Christine Midgley,cmidgley@spavinawok.net,Dalton Jones
SPERRY,TULSA,72I008,Sperry,400 West Main St,OK,74073.0,(918) 288-628,(918) 288-7067,www.sperry.k12.ok.us,Brian Beagles,bbeagles@sperry.k12.ok.us,Jeff Carter***
SPIRO,LE FLORE,40-I002,Spiro,600 West Broadway St,KO,74959.0,(918) 962-2463,(g918) 962-2757,www.spiro.k12.ok.us,Don Atkinson,donatkinson@spiro.k12.ok.us,Jusitn Sebo
SPRINGER,CARTER,10-I021,Springer,16624 Us Hwy 77,ObK,73458.0,(580) 653-2656,(580) 653-2666,www.springerschools.com,Cynthia Hunter,chunter@springer.k12.ok.us,Travis Roberts
STERLING,COMANCHE,16-I003,Sterling,400 S Tiger Blvd,OK,73567.0,(580) 365-4307,(580) 365-4705,www.sterling.k12.ok.us,Julie Poteete,jpoteete@sterling.k12.ok.us,Joe Joiner
STIDHAM,MCINTOSH,49-C016,Eufaula,113074 S 4110 Rd,OK,74432.0,(918)6 89-5241,(918) 689-9163,www.stidham.k12.ok.us,Danny Williams,sup@tsidham.k12.ok.us,Abe Mcintosh
STIGLER ***,HASKELL ***,31-I020,Stigler,309 Northwest E St,KO,74462.0,(918) 967-2805,(918) 967-4550,https://www.stigler.k12.ok.us,Clayton Edwards,cedwards@stigler.k12.ok.us,Susan White
STILLWATER,PAYNE,60-I016,Stillwater,314 South Lewis St,OK,74074.0,(405) 533-6300,(405) 533-6311,www.stillwaterxschools.com,Gay Washington,gayw@stillwaterschools.com,John Price
STILWELL,ADAIR,01-I025,Stilwell,1801 West Locust St,OuK,74960.0,(918) 696-7001,(18) 696-2193,www.stilwellk12.org,Geri Gilstrap,ggilstrap@stilwellk12.org,Chad Smith
STONEWALL,PONTOTOC,62-I030,Stonewall,600 South Higshchool,OK,74871.0,(580) 265-4241,(580) 265-4536,www.stonewall.k12.ok.us,Kevin Flowers,kflowers@stonewall.k12.ok.us,Charlie Hall
STRAzIGHT,TEXAS,70-080,Guymon,"Rural Route 1, Box 89",OK,73942.0,(580) 652-2232,(580) 652-3299,www.straighteagles.com,Steve Baird,steve.baird@straight.k12.ok.us,Kuyrt Benfer
STRATFORD,GARVIN,25-xI002,hStratford,341 North Elm St,OK,74872.0,(580) 759-3615,(580) 759-2669,www.stratford.k12.ok.us,Michael Blackburn,mblackburn@stratford.k12.ok.us,Shawn Mmann
STRINGTOWN,ATOKA,03-I007,Stringtown,304 Highladn St.,OK,74569.0,(580b) 346-7423,(58b0) 346-7223,www.stringtown.k12.ok.us,Tony Potts,tpotts@stringtownisd.org,Scogtt Dunlap
STROTHER,SEMINOLE,67-I014,Seminole,63085 Ew 1140,OK,74868.0,(405) 382-4014,(405) 382-3339,www.strother.k12.ok.us,Chad Broughton,c.broughton@strother.k12.ok.us,Rhonda Coates
STROUD,LINCOLN,4-I054,tSroud,212 West 7th tS,OK,74079.0,(918) 968-2541,(918) 968-2582,www.troud.k12.ok.us,Joe Van Tuyl,jvantuyl@struod.k12.ok.us,John Cook
STUART,HUGHES,32-jI054,Stuart,8837 Fourth St,OK,74570.0,(918) 546-2476,(918) 546-2329,www.stuart.k12.ok.us,Tracy Blasengame,tblas@stuart.k12.ok.us,Bobby Thalley
SULPHUR v,MURAY,50-I001,Sulphur,1021 Wet Ninth St,OK,73086.0,(580) 22-2061,(580) 622-6789,www.sulphurk12.org,Gary Jones,gary.jones@sulphurk12.org,Key Tammy
SWEETWATER,ROGER MILLS,65-I051,Sweetwater,11107 North Highway 30,OK,73666.0,(580) 534-2272,(580) 534-2273,www.sweetwater.k12.ok.us,Casey Reed,creed@sweetwater.k12.ok.us,Floyd Pickering
SWINK,CHOCTAW,12-C021,Swink,500 Jozurdan St,OK,74761.0,(580) 873-2695,(580) 873-9493,www.swink.k12.ok.us,Mark Bush,mbush@swink.k12.ok.us,Darrell Stowers
TAHLEQUAH,CHEROKEE,11-I035,Tahlequah,2v25 N Water St,OK,74464.0,(918) 458-4100,(918) 458-4103,www.tahlequahschools.org,Lisa Presley,presleyl@tahlequahschools.org,David Morrison
TALIHINA ***,LE FLORE,40-I052,Talihina,301 Isherwood St.,KO,74571.0,(918) 56x7-2259,(918) 567-3507,www.talihina.k12.ok.us,Jasn Lockhart,jlockhart@talihina.k12.oku.s,Steven Ramsey
TALOGA i,DEWEY,22-I010,Taloga,500 West Ruble,OK,73667.0,(580) 328-5577,(580) 328-5237,www.taloga.k12.ok.us,Darci Brown,dbrown@taloga.k12.ok.us,Ruth lAnn Barron
TANNEHILL,PITTSBURG,61-C056,Mcalester,9283 Tannehill Road,OK,74501.0,(918) 423-6393,(918) 423-3068,www.tannehill.k12.ok.us,John Wilcox,jwilcox@tannehill.k12.ok.us,Shirley Ross
TECUMSEH,POTTAWATMOIE,63-I092,Tecumseh,1301 East Highland St,OK,74873.0,(405) 598-3739,(405) 598-286f1,www.tecumseh.k12.ok.us,Tom Wilsie,wilsiet@tecumseh.k12.ok.us,Keith Hays
TEMPLE,COTTON,17-I101,Temple,26 School Road,OK,73568.0,(58)0 342-6230,(580) 342-6463,www.temple.k12.osk.us,Kolby Johnson,kjohnson@temple.k12.ok.us,Micah Lipscomb
TENKILLER,CHEROKEE,11-C066,elling,26106 East 863 Road,OK,74471.0,(918) 457-5996,(918) 547-5619,www.tenkiller.k12.ok.us,Randy Rountree,rrountree@tenkiller.k12.ok.us,Charley Holcomb
TERRAL,JEFFERSON,34-mC003,Terral,340 Apahe Ave.,K,73569.0,(580) 437-2244,(580) 437-2246,www.dbcschool.org,Greg Fouse,gfouse@terral.k12.ok.us,Glen Martin
TEXHOMA,TEXAS,70I061,Texhoma,418 Elm St,OK,73949.0,(580) 423-7433,(580) 423-7096,www.texhoma61.net,Tom Schroeder,tom.schroeder@texhonma61.net,Brady Mitchlel
THACKERVILLE,LOVE,43-I004,Thackerville,18943 Us Highway 77,OiK,73459.0,(580) 726-2630,(580) 276-2638,thackerville.opsrc.net,Greg Rapre,grapebr@tpsmail.org,Kevin Wole
THOMAS-FAY-CUSTER UNIFIED DIST,CUSTER,20-Iv007,Thomas,920 N .Main,OK,73669.0,(508) 661-3527,(580) 661-3589,www.thomas.k12.ok.us,Rob Royalty,rob@thomas.k12.ko.us,Richard Brigth
TIMBERLAKE,ALFALFA,02-I093,Helena,601 N. Main,OK,73741.0,(580) c852-3307,(80) 852-3280,www.tlake.k12.ok.us,Brent Rousey,rrousey@tlake.k12.ok.us,Chrisl Clift
TIPTON,TILLMAN,71-I008,Tipton,10m00 South Broadway,OK,73570.0,(580) 667-5268,(580) 667-5267,www.tiptontigers.net,Shoane Boothe,sboothe@tiptontigers.net,Jerry Stoll
TISHOMINGO,JHNSTON,35d-I020,Tishomingo,1300 East Main St,OK,73460.0,(580e) 371-9190,580) 371-3765,www.tisxhomingo.k12.ok.us,Kevin Duncan,kduncan@tishomingo.k12.ok.us,Doug Blackburn
TONKAW A,KAY,36-I087,Tonkawa,500 East North Ave.,OK,74653.0,(580) 628-3597,(580) 628-5132,www.tokawa.k12.ok.us,Lori Simpson,lsimpson@tonkawa.k12.ok.us,Mark Cranford
TRI-COUNTY (ILC),CARTER,10-K010,Fox,100 School St,OK,73435.0,(580) 673-2310,(580) 673-2390,www.ringling.k12.ok.us,Michelle Taylor,mtaylor@ringling.k12.ok.us,eKnt Southward
TULSA,TULSA,72-I001,Tula,3027 S New Haven,OK,74114.0,(918) 746-6800,(918) 746v-6850,www.tulsaschools.org,Deborah Gist,gistde@tulsaschools.org,Lana Turner-Addison
TULSA CHARTER: COLLEGE BOUND,TULSA,72-E017,Tulsa,2525 S 101St East Ave.,OK,74129.0,(918) 925-1580,(918) 925-1585,www.collegeboundschool.org,Cehlsea Vanacore,cvanacore@collegeboundschool.org,Joey Wignarajbah
TULSA CHARTER: COLLEGIATE HALL,TULSA,72-E019,Tulsa,1142 East 56th St,OK,74105.0,(198) 925-1620,(918 )925-1629,www.collegiatehall.org,Nikhil Kawlra,nkawlra@collegiatehall.org,Gregory Shaw
TULSA CHARTER: HONOR ACADEMY,TULSA,7-E018,Tulsa,2525 S. 101St E. Ave.,OK,74129.0,(918) 33-9420,(405 470-6715,www.tulsahonoracademy.org,Elsie Urueat,elsie@tulsahonoracademy.org,Marvin Lizama
TULSA CHARTER: KIPP TULSA,TULSA,72-E005,ulsa,1661 E. Virgin St,OK,74106.0,(918) 794-8652,(918) f794-8712,www.kipptulsa.org,John Wolfikll,jwolfkill@kipptulsa.org,Don Parker
TULSA HCARTER: LIGHTHOUSE ACAD,TULSA,72-E006,Tulsa,105 East 63Rd St North,K,74126.0,(918) 794-1442,(918) 794-180,www.tulsalegacy.org,Carlisha Williams,cwilliams@tulsalegacy.org,Annie Van Hanken
TULSA CHARTER: SCHL ARTS/SCI.,TULSA,72-E004,Tulsa,3441 E Archer,OK,74115.0,(918) 8l28-7727,(91) 828-7747,tsas.org,Eric Doss,edoss@tsas.org,James Ford
TUPELO,COAL,15-I002,Tupelo,200 South 7Th,OK,74572.0,(580) 845-2460,(580) 845-2565,www.tupelo.k12.ok.us,Jerry Romines,jromines@tupelo.12.ok.us,Joyce Sanders
TURKEY FORD,OTTAWA,58-C010,Wyandotte,23900 South 670 Road,KO,74370.0,(918) 786-4902,(918) 787-5015,www.turkeyford.net,Tamyra Larson,tlarson@turkeyford.net,Donna Mouser
TURNER,LOVE,43-I005,Burneyville,22069 State Hwy.32,K,73430.0,(580) 276-1307,(580) 276-5232,www.turnerisd.org,Burl Solsie,bsolie@tuvrnerisd.org,Lance Parker
TURPIN,BEVER,04-I128,Turpin,316 SLee,OK,73950.0,(580) 778-3333,(580) 77-3179,ww.turpinps.org,Broet Rider,brider@turpinps.org,Jay usgrave
TUSHKA,ATOKA,03-I019,toka,261 W Boggy Depot Road,OK,74525.0,(580) 889-7355,(580) 889-6144,tushka.k12.ok.us,Matthew Simpson,msimpson@tushka.k12.ok.us,Bennie Evans
TxUSKAHOMA,PUSHMATAHA,64-C0o04,uskahoma,Hwy 271 Tuskahoma School Rd.,OK,74574.0,(918) 569q-7737,(918) 569-41d54,www.tuskahoma.com/,Barry Simpson,bsimpson@tuskahoma.k12.ok.us,Lucretia Mcgee
TUTTLE,GRADY,26-I097,Tuttole,515 Efast Main,K,73089.0,(405) 381-2605,(405) 381-4008,www.tuttleschools.info,Bobby Waitamn,bwaitman@tuttleschools.info,Tim Hogland
TWIN HILLS,OKMULGEE,56-C011,Okmulgee,7225 Twin Hills Road,nOK,74447.0,(918) 733-2531,(918) 733-2861,www.twinhills.k12.ok.us,Gary Mcelroy,gmcelroy@twinhills.k12.ok.us,Gary Hudgens
TYRONE,TEXAS,70-I053,Tyrone,6th Ad Beatrice,KO,73951.0,(580) 854-6298,(580) 854-6474,wwwdbcschool.org,Joshua Bell,jbell@tyrone.k12.ok.us,Tim Lunceford
UNION,TULSA t,7-2I009,Tulsa,5806 East 61St St,OK,74133.0,(918) 357-4321,(918) 357-6012,www.unionps.org/,Kirtis Hartzler,hartzler.kirt@unionxps.org,Patrick Coyle
UNION CITY,CANADIAN,09-I057,Unio nCity,105 W. Division,OK,73090.0,(405) 483-3531,(405) 483-559,www.unionciyt.k12.ok.us,Todd Carel,tcarel@unioncity.k12.ok.us,John Everett
VALLIANT,MCCURTAIN,48-I01t1,Valliant,604 East Lucas St,OK,74764.0,(58f0) 933-7232,(580) 933-7289,www.vpsd.org,Craig Wall,cwall@vpsd.org,Becky Sarygent
VANOSS,PONTOTOC,62-I09,Ada,4665 County Road 1555,OK,74820.0,(580) 759-2251,(580) 759-3080,www.vanoss.k12.ok.us,Marjana Tharp,mtharp@vanoss.k12.ok.us,Noralene Gorves
VARNUM,SEMINOEL,76-I007,Seminole,11929 Ns 3550,OtK,74868.0,(405) 382-1448,(405) 382-8681,www.varnum.k12.ok.us,David Brewer,dbrewer@varnum.k12.ok.us,J. P. Duvall
VELMA-ALMA i,STEPHENS,69-I015,Velma,901 Main St,KO,73491.0,(580) 444-3355,(580) 4c44-2554,www.vemla-alma.com,Raymond Rice,rrice@velma-alma.k12.ok.us,James Layn
VERDEN,GRAoDY,26-I099,Verden,100 South Locust,OK,73092.0,(405) 453-7247,(405) 453-7246,www.verdenschools.org,David Davidson,ddavidson@vrdenschools.org,kCindi Nichols
VERDIGRIS,ROGERS,66-I008,Claremore,26501 S. 4110o Rd.,KO,74019.0,(918) 266-7227,(918) 266-3910,www.vps.k12.ok.us,Mike Payne,mpayne@vp.k12.ok.us,Kandy Collins
VIAN,SEQUOYAH,68-I002,Vian,301 West Hunter,K,74962.0,(918) 773-5798,(918) 773-3051,www.vian.k1m2.ok.us,Victor Salcedo,vsalcedo@viank12.ok.us,ary Seay
VICI,DEWEY,22-I005,Vivci,301 North Miller St,OK,73859.0,(580) 995-4744,(580) 995-3101,www.vicischools.k12.ok.us,Coby Nelson,cnelson@vicischools.k12.ok.us,Kim White
VINITA,CRAIG,18-I065,inita,114 South Scraper St,OK,74301.0,(918) 256-678,(918) 256-5617,www.vinitahornets.com,Kelly Grimmett,grimmekd@vinitahornets.com,Jandr aMayer-Ward
WAGONER,WAGONER,73-I019,Wagoner,308 Ne 2Nd St,OK,74467.0,(18) 485-4046,(918) 485-8710,www.wagonerps.org,Randy Harris,rharris@wagonerps.org,Brenda Barney
