ID,Q1a_Services_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Efforts_to_promote_diversity,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Ethical_employees_conduct_business,Q1l_Citys_sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_streets,Q2b_Condition_sidewalks,Q2c_Maintainence_of_private_property,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q3_1st_Choice,Q3_2nd,Q4_Rate_condition_of_your_neighborhood,Q6_Services/Facility_used_past_12_mo,Q6_2nd_,Q6_3rd_,Q6_4th_,Q6_5th_,Q6_6th_,Q6_7th_,Q6_8th_,Q6_9th_,Q6-10th_,Q6-11th_,Q6_12th_,Q6_13th_,Q6_14th_,Q6_15th_,Q7a_Quality_of_larger_City_parks,Q7b_Recreaction/multigen_centers,Q7c_Swimming_pools_and_programs,Q7d_Outdoor_athletic_fields,Q7e_Programs_for_youth,Q7f_Programs_for_adults,Q7g_City_golf_courses,Q7h_Tempe_Center_for_the_Arts,Q7i_Tempe_History_Museum,Q7j_Library_facilities,Q7k_Disability_access_to_City_programs,Q8_1st_Choice,Q8_2nd,Q9a_Library_services,Q9b_Condition_of_City_streets,Q9c_Condition_and_clarity_street_signs,Q9d_Local_transit_service,Q9e_Management_of_traffic_flow,Q9f_Walking/biking_paths,Q9g_Availability_of_information,Q9h_Enforces_property_maint_codes,Q9i_Landscape_maintenance_sreet/sidewalk,Q9j_Appearance_residental_property,Q9k_Appearance_commercial_property,Q9l_Cleanliness_city_streets,Q9m_Residential_trash_collection,Q9n_Recycling_services,Q9o_Bulky_item_pick_up/removal_services,Q9p_Water_service,Q9q_Local_police_services,Q9r_Enforcement_of_traffic_laws,Q9s_Local_fire_services,Q9t_Efforts_by_City_to_prevent_crime,Q9u_Recreation_programs/services,Q9v_Maintenance_city_parks,Q10_1st_Choice,Q10_2nd,Q10_3rd,Q11_Social/human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_1st_Choice,Q12_2nd,Q12_3rd,Q13_Get_information_do_you_use,Q13__2nd,Q13__3rd,Q13__4th,Q13__5th,Q13__6th,Q13__7th,Q13__8th,Q13__9th,Q13_10th,Q13_11th,Q13a_1st_Choice,Q13a_2nd,Q13a_3rd,Q14a_Contacted_the_city_past_12_mo,Q14b_How_easy_city_was_to_contact,Q14c_Way_you_were_treated,Q14d_Accuracy_of_information_given,Q14e_How_quickly_responded_to_request,Q14f_How_well_issue_was_handled,Q15_1st_Priority,Q15__2nd,Q15__3rd,Q15__4th,Q15__5th,Q15__6th,Q15__7th,Q15__8th,Q18a_How_many_years_lived_in_Tempe,Q18b_What_is_your_age,Q18c_Gender,Q18d_Used_public_transit_past_year,Q18e_Are_you_full-time_student,Q18f_Own_or_rent,Q18g_Does_home_have_alley,Q18h_Highest_level_of_education,Q18i_Describe_your_home,Q18j_Have_cable_TV,Q18j-Have_internet_access_home,Q1j-A_smart_phone,Q18k_Visited_downtown_during_past_year,Q18l_Race/ethnicity,Q18l_2nd,Q18l_3rd,Q18l_4th,Q18l_5th,Q18l_Other,Q1_Attend_events_downtownand_the_Lake,Q1a_How_many_times_attended_Downtown,Q1a-Town_Lake,Q2_Impact_special_events_have_community,Q5_How_satisfied_with_events,Q6_Long_range_planning,Q6__2nd,Q6__3rd,Q6__4th,Q6__5th,Q6__6th,Q6__7th,Q6__8th,Q6__9th,Q6_10th,Q6_11th,Q6_Other,Zip,OBJECTID
602,4,4,4,3,4,4,3,3,4,3,4,4,3,3,4,4,3,4,4,9,4,C,,3,14,,,,,,,,,,,,,,,4,9,9,9,9,9,9,9,9,9,9,Z,,9,4,4,4,3,9,4,9,9,3,3,4,4,4,4,4,4,4,3,4,9,9,Z,,,0,,,,,,,,,0,,,8,,,,,,,,,,,0,,,2,,,,,,0,,,,,,,,3,5,2,2,2,1,9,4,1,1,1,1,1,2,,,,,,2,,,3,3,8,,,,,,,,,,,,85281,601
603,4,4,4,3,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,C,E,4,2,3,4,8,11,,,,,,,,,,,3,3,9,9,9,9,3,9,4,4,9,I,A,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,Q,J,H,0,,,,,,,,,0,,,2,5,7,11,,,,,,,,5,2,7,2,,,,,,8,11,,,,,,,4,4,1,1,2,1,1,3,1,2,1,1,1,2,,,,,,1,1,2,5,5,1,2,10,,,,,,,,,,85282,602
604,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,A,E,3,3,,,,,,,,,,,,,,,5,9,9,9,9,4,9,9,9,5,9,Z,,5,3,3,9,9,9,3,9,4,3,3,3,4,4,4,4,4,4,4,4,4,4,Z,,,0,,,,,,,,,0,,,7,8,9,,,,,,,,,0,,,2,,,,,,0,,,,,,,,5,7,2,2,2,1,9,3,1,1,1,2,2,2,,,,,,2,,,5,3,1,2,6,,,,,,,,,,85283,603
605,4,4,5,4,4,2,4,4,4,3,4,4,4,5,5,5,2,2,2,3,4,E,D,4,2,3,4,6,7,11,14,,,,,,,,,5,9,9,9,9,4,3,5,5,5,9,Z,,5,5,5,5,4,5,5,3,5,2,4,5,5,5,4,5,4,4,4,2,9,4,T,J,H,0,,,,,,,,,0,,,4,5,7,8,9,,,,,,,8,6,5,1,5,5,4,4,4,2,6,,,,,,,5,4,1,1,2,1,1,3,1,1,1,1,1,2,,,,,,2,,,2,3,1,5,7,,,,,,,,,,85281,604
606,4,4,4,4,4,4,4,4,9,4,9,9,9,4,4,4,4,4,4,4,4,E,G,3,2,4,11,,,,,,,,,,,,,4,9,9,9,4,4,4,4,4,4,4,E,F,4,4,4,3,4,9,4,3,3,3,4,4,4,4,9,4,4,4,4,4,9,4,Z,,,1,2,3,,,,,,,3,7,9,1,5,,,,,,,,,,1,5,9,2,,,,,,1,11,,,,,,,3,5,2,1,2,1,1,2,1,1,1,2,1,2,,,,,,1,2,2,4,4,1,4,5,,,,,,,,,,85282,605
607,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,Z,,4,3,4,5,14,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,Z,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Z,,,0,,,,,,,,,0,,,0,,,,,,,,,,,0,,,9,,,,,,0,,,,,,,,9,9,1,9,9,9,9,9,9,9,9,9,9,0,,,,,,9,,,9,9,0,,,,,,,,,,,,85282,606
608,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,9,5,5,3,F,E,5,2,3,4,5,8,13,,,,,,,,,,5,9,9,5,5,9,5,9,9,5,9,A,J,5,4,4,9,5,5,5,5,5,5,4,5,5,5,5,5,9,5,9,9,5,5,Q,U,K,0,,,,,,,,,1,3,9,2,5,8,,,,,,,,,5,8,2,2,,,,,,4,7,,,,,,,5,2,2,2,2,1,2,4,1,1,1,1,1,2,,,,,,1,1,0,5,5,1,8,10,,,,,,,,,,85284,607
609,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,C,G,3,2,3,4,8,11,12,13,,,,,,,,,4,4,4,4,4,4,4,5,4,5,4,Z,,4,4,4,4,4,5,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,J,K,F,0,,,,,,,,,0,,,2,5,6,,,,,,,,,0,,,1,4,4,4,4,4,2,6,,,,,,,5,6,2,1,2,1,1,5,1,1,1,1,1,2,,,,,,1,10,10,5,5,1,2,5,,,,,,,,,,85282,608
610,9,3,4,9,4,4,3,9,9,9,9,4,3,4,4,4,4,2,4,4,4,D,C,3,2,3,4,10,11,12,14,,,,,,,,,5,9,9,9,9,9,9,3,3,4,5,Z,,3,4,5,5,5,4,5,3,4,3,4,4,5,5,4,9,4,9,4,4,4,4,J,A,,0,,,,,,,,,0,,,8,9,,,,,,,,,,8,9,1,1,4,5,4,4,5,2,6,,,,,,,1,4,1,1,2,1,1,3,1,2,1,1,1,2,,,,,,1,4,1,4,4,4,7,8,,,,,,,,,,85282,609
611,4,4,5,3,3,3,4,4,4,3,3,4,3,3,3,3,3,2,3,2,2,E,,2,3,6,11,14,15,,,,,,,,,,,5,4,9,9,9,3,9,3,3,3,9,Z,,4,3,3,3,2,9,3,1,1,2,1,3,4,9,4,4,3,3,3,3,3,3,H,L,E,0,,,,,,,,,0,,,1,2,5,7,9,,,,,,,5,9,1,1,3,4,3,9,9,6,8,,,,,,,5,7,2,1,2,1,1,3,1,1,1,2,1,2,5,,,,,1,0,3,3,4,2,6,,,,,,,,,,,85281,610
612,4,4,4,2,4,4,5,2,4,4,3,3,3,4,4,4,2,9,3,4,4,C,E,3,2,3,4,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,G,B,5,4,4,4,2,4,4,2,1,2,4,4,4,4,4,4,4,2,5,3,5,5,I,H,R,0,,,,,,,,,0,,,5,9,,,,,,,,,,0,,,2,,,,,,2,6,,,,,,,5,6,2,2,2,1,9,4,1,1,1,9,1,2,,,,,,2,,,4,4,2,4,10,,,,,,,,,,85283,611
613,2,3,2,1,2,3,9,1,1,1,9,3,9,2,4,4,4,4,3,1,4,F,,3,3,9,12,,,,,,,,,,,,,9,9,1,9,9,9,9,2,9,9,9,Z,,9,4,5,9,2,9,2,9,3,3,3,5,5,9,2,5,2,9,9,9,1,1,V,U,E,0,,,,,,,,,0,,,5,6,7,8,,,,,,,,0,,,1,5,5,5,5,5,6,7,,,,,,,5,5,1,2,2,1,1,5,1,2,1,1,1,2,,,,,,2,,,9,9,2,3,,,,,,,,,,,85281,612
614,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,E,F,4,2,3,4,5,7,9,11,13,14,,,,,,,5,5,5,5,4,5,5,5,5,5,5,Z,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,P,N,V,0,,,,,,,,,7,,,2,3,5,,,,,,,,,0,,,1,5,5,5,5,5,1,8,,,,,,,4,3,2,1,2,1,1,5,1,1,1,1,1,1,,,,,,1,1,2,5,5,1,2,8,,,,,,,,,,85282,613
615,4,4,5,4,4,3,4,4,4,4,5,4,2,5,4,4,2,9,5,5,4,C,B,4,2,3,4,7,12,14,,,,,,,,,,5,9,5,4,9,9,9,9,4,5,9,I,,5,4,5,4,4,5,4,2,4,3,4,4,5,4,4,4,5,4,5,4,4,4,H,O,T,0,,,,,,,,,8,,,2,5,7,8,11,,,,,,,8,5,7,1,5,5,5,5,4,6,11,,,,,,,4,6,1,2,2,1,2,5,2,1,1,2,1,2,,,,,,1,1,0,4,4,1,2,3,,,,,,,,,,85284,614
616,4,4,4,9,5,5,5,9,4,9,9,9,9,9,5,9,5,9,5,9,9,F,,4,2,3,4,6,7,12,14,15,,,,,,,,4,4,9,9,4,4,9,5,5,5,9,B,H,5,4,4,9,3,4,4,9,4,4,4,4,5,5,5,4,5,9,9,4,4,4,P,E,,2,4,,,,,,,,7,6,2,4,5,8,,,,,,,,,8,4,5,1,5,5,5,5,5,8,9,12,,,,,,5,5,2,2,2,1,2,5,1,1,1,1,1,2,,,,,,1,2,0,4,4,4,6,8,,,,,,,,,,85284,615
617,4,2,3,3,4,3,3,2,3,2,3,3,3,3,3,3,2,4,3,2,2,E,C,3,1,2,3,4,5,6,11,12,13,14,,,,,,4,4,3,4,4,4,3,4,4,3,4,A,J,4,3,1,4,4,4,4,2,3,2,2,3,4,4,4,4,4,1,4,3,3,3,R,C,H,0,,,,,,,,,9,7,1,2,4,5,7,,,,,,,,0,,,1,4,4,4,4,4,6,8,,,,,,,5,5,2,1,2,1,1,3,1,1,1,2,1,2,,,,,,1,4,3,4,4,2,11,,,,,,,,,,REQUIRE PARENTS TO ATTEND,85282,616
618,3,3,3,9,4,3,9,9,9,2,9,3,4,3,2,3,4,9,3,4,2,G,E,4,2,3,4,8,9,14,,,,,,,,,,4,4,4,9,3,3,2,9,9,4,9,G,A,5,3,2,9,2,3,3,3,4,4,4,2,5,5,5,5,3,3,3,2,3,3,C,L,B,0,,,,,,,,,0,,,5,7,9,,,,,,,,,5,9,7,2,,,,,,2,6,,,,,,,4,5,2,2,2,1,9,4,1,2,1,2,1,2,,,,,,1,1,2,4,3,2,5,8,,,,,,,,,,85284,617
619,5,5,5,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,5,4,5,F,C,5,2,3,4,6,12,13,,,,,,,,,,4,5,5,4,4,4,4,5,5,5,4,A,D,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,3,V,I,K,9,,,,,,,,,2,4,7,2,5,8,,,,,,,,,2,5,8,1,5,5,4,4,4,4,7,,,,,,,2,2,2,2,2,1,2,3,1,2,1,1,1,2,,,,,,1,2,5,5,5,6,8,10,,,,,,,,,,85283,618
620,4,5,4,4,4,4,9,3,3,9,4,3,3,3,4,4,3,4,4,5,4,E,C,4,3,4,8,14,,,,,,,,,,,,5,4,9,9,3,3,4,9,9,9,9,A,G,9,4,4,9,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,9,3,4,Q,H,T,0,,,,,,,,,0,,,2,5,9,,,,,,,,,5,9,2,1,2,9,9,2,1,6,8,,,,,,,5,6,1,2,2,1,1,5,1,1,1,2,2,2,,,,,,2,,,3,2,1,2,8,,,,,,,,,,85283,619
621,5,5,4,5,5,5,5,4,5,4,4,3,4,4,5,5,2,9,5,4,4,C,F,5,4,13,15,,,,,,,,,,,,,4,4,3,4,4,4,4,9,4,4,4,Z,,9,4,4,9,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,S,Q,F,0,,,,,,,,,3,2,9,9,11,,,,,,,,,,9,5,8,2,,,,,,2,3,,,,,,,5,5,1,1,2,1,2,5,1,1,1,2,1,2,,,,,,2,,,5,9,1,2,3,,,,,,,,,,85284,620
622,4,4,4,3,4,4,9,3,4,4,3,9,3,3,5,4,4,9,4,5,4,A,E,4,2,3,4,14,,,,,,,,,,,,5,9,9,4,9,9,9,9,9,5,9,A,J,5,4,4,9,4,4,3,4,4,4,4,4,4,4,4,4,9,4,9,2,9,4,T,B,I,9,,,,,,,,,9,,,5,7,8,,,,,,,,,0,,,2,,,,,,3,8,,,,,,,4,4,2,2,2,1,2,4,1,1,1,1,1,2,,,,,,2,,,4,9,1,8,10,,,,,,,,,,85284,621
623,4,5,5,4,2,5,5,5,9,5,5,5,5,5,4,4,2,4,2,4,4,E,C,3,2,3,4,6,11,,,,,,,,,,,5,5,5,5,5,5,9,9,5,5,5,F,J,4,2,4,5,4,5,4,5,4,2,4,2,5,5,5,1,4,5,4,4,4,4,Q,L,J,0,,,,,,,,,1,4,6,2,4,5,7,9,,,,,,,5,2,9,1,5,5,5,5,5,1,8,,,,,,,5,4,2,1,2,1,1,5,1,2,1,2,1,2,,,,,,1,1,22,5,5,6,8,10,,,,,,,,,,85281,622
624,4,3,4,3,3,3,3,3,3,2,4,4,3,4,4,4,3,4,3,4,4,C,E,4,2,3,4,12,13,14,,,,,,,,,,4,9,9,9,3,3,3,4,9,4,9,A,,4,4,3,3,3,3,3,2,4,3,2,3,4,4,4,3,4,4,4,3,9,3,E,K,J,0,,,,,,,,,0,,,1,5,7,8,9,,,,,,,3,6,,2,,,,,,1,11,,,,,,,4,4,1,1,2,1,1,4,1,1,1,1,1,2,,,,,,1,2,3,4,4,1,2,9,,,,,,,,,,85282,623
625,2,2,2,9,3,2,5,1,9,1,1,9,3,2,3,3,2,2,2,1,2,F,E,2,2,3,4,10,11,12,,,,,,,,,,3,3,9,3,3,4,9,4,4,4,3,A,B,3,2,3,5,4,4,2,1,1,2,2,2,4,9,3,2,4,2,2,2,1,1,T,V,B,0,,,,,,,,,7,8,2,2,7,9,11,,,,,,,,9,7,11,2,,,,,,2,7,,,,,,,4,6,2,1,2,1,2,5,1,1,1,1,1,2,,,,,,1,0,2,4,3,6,8,10,,,,,,,,,,85282,624
626,4,4,4,3,3,4,3,3,3,3,9,4,4,4,4,4,4,9,4,4,4,A,E,4,2,3,,,,,,,,,,,,,,4,9,9,4,9,9,9,9,9,4,9,Z,,4,4,5,9,4,9,9,9,4,4,4,5,4,5,5,9,4,9,9,9,4,4,Z,,,0,,,,,,,,,0,,,5,,,,,,,,,,,0,,,2,,,,,,0,,,,,,,,5,4,1,2,2,1,9,4,1,2,1,2,1,2,,,,,,2,,,9,3,1,8,10,,,,,,,,,,85283,625
627,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,3,4,9,4,4,3,G,F,5,2,3,4,10,12,13,15,,,,,,,,,5,4,9,3,4,4,4,4,9,4,4,Z,,5,4,3,4,3,4,4,4,9,4,4,4,4,4,4,5,4,4,4,4,4,5,Z,,,9,,,,,,,,,9,7,2,2,5,7,9,,,,,,,,9,7,10,2,,,,,,1,6,,,,,,,5,7,1,1,2,1,2,5,1,1,1,2,2,2,,,,,,1,3,3,4,4,2,3,9,,,,,,,,,,85283,626
628,4,4,4,3,4,2,2,2,2,4,3,2,3,2,4,4,2,4,2,4,4,C,E,2,2,3,6,11,14,,,,,,,,,,,4,4,3,3,3,2,3,3,3,4,4,Z,,3,4,4,2,4,4,4,2,4,2,4,4,2,2,4,4,3,3,3,2,2,4,Z,,,9,,,,,,,,,9,2,,1,2,5,7,,,,,,,,6,9,,1,1,2,1,1,5,6,9,,,,,,,5,7,1,1,2,1,1,5,1,1,2,2,1,5,,,,,,1,0,4,4,3,2,6,10,,,,,,,,,,85282,627
629,9,4,4,3,4,4,4,4,4,9,9,9,4,4,4,3,4,3,4,2,2,F,G,4,2,3,7,12,13,,,,,,,,,,,3,9,2,9,9,4,9,3,3,4,9,Z,,5,4,4,4,4,9,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,V,I,,0,,,,,,,,,0,,,2,5,9,,,,,,,,,9,5,11,1,4,5,5,5,5,6,7,,,,,,,4,7,2,1,2,1,1,3,1,1,1,1,1,2,,,,,,2,,,4,9,2,6,10,,,,,,,,,,85282,628
630,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,9,4,4,4,A,E,4,3,4,5,10,11,12,,,,,,,,,,4,9,9,9,9,9,4,9,9,9,9,Z,,9,9,9,4,9,4,9,9,9,9,9,9,4,4,4,4,9,9,9,4,9,9,D,M,N,0,,,,,,,,,0,,,5,9,,,,,,,,,,0,,,1,4,9,9,9,9,3,6,7,9,,,,,5,6,1,1,2,1,2,5,1,1,1,2,1,2,,,,,,2,,,4,9,2,5,,,,,,,,,,,85281,629
631,4,4,3,3,4,3,4,4,4,9,9,5,2,9,3,3,1,9,2,3,3,C,E,2,2,4,7,11,14,,,,,,,,,,,9,9,9,9,9,9,9,5,4,5,9,Z,,5,4,3,4,3,4,3,2,2,2,4,2,5,5,9,4,3,9,5,2,3,4,T,,,0,,,,,,,,,0,,,0,,,,,,,,,,,6,3,,2,,,,,,5,6,,,,,,,3,2,1,1,2,1,2,4,1,2,1,1,1,2,,,,,,1,0,1,5,4,1,4,6,,,,,,,,,,85281,630
632,3,2,4,2,3,4,4,2,3,3,4,3,4,3,3,3,1,2,4,3,3,C,D,2,6,11,14,,,,,,,,,,,,,9,4,9,9,9,9,9,9,9,3,9,J,H,3,3,4,3,3,3,3,2,1,2,3,4,4,4,3,3,9,4,3,3,3,3,J,H,K,0,,,,,,,,,7,9,1,1,4,5,10,,,,,,,,8,5,11,1,3,3,4,2,3,3,6,,,,,,,5,4,1,1,2,1,2,4,1,1,1,2,1,2,,,,,,2,,,5,4,2,3,4,5,6,8,9,10,,,,,85281,631
633,4,4,5,4,4,5,4,4,4,5,4,3,3,4,4,3,2,2,4,4,2,C,D,4,2,3,4,5,8,10,14,,,,,,,,,5,3,4,4,3,3,5,3,3,5,5,A,J,4,4,5,4,3,4,4,3,4,4,4,4,4,4,5,5,4,4,2,5,4,4,R,H,E,0,,,,,,,,,0,,,1,8,10,,,,,,,,,8,1,10,2,,,,,,6,11,,,,,,,4,4,1,2,2,1,1,4,1,1,1,2,1,2,,,,,,2,,,5,3,1,8,10,,,,,,,,,,85283,632
634,9,3,9,9,9,9,9,9,9,9,9,9,2,9,3,4,4,9,9,9,9,A,,4,2,3,4,5,6,11,14,,,,,,,,,9,9,3,9,9,9,9,9,9,3,9,D,J,9,4,9,2,9,9,4,4,4,9,4,4,4,2,4,9,1,9,9,9,4,9,R,E,,0,,,,,,,,,0,,,4,,,,,,,,,,,6,5,,2,,,,,,8,,,,,,,,4,5,1,2,2,1,2,4,1,2,1,1,2,2,,,,,,1,0,1,9,3,1,6,10,,,,,,,,,,85283,633
635,5,5,5,3,4,5,5,4,4,9,9,9,4,4,5,5,5,5,5,5,5,E,F,5,3,4,9,11,12,13,,,,,,,,,,4,9,4,4,9,9,9,9,9,9,9,Z,,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,T,E,,0,,,,,,,,,0,,,0,,,,,,,,,,,0,,,2,,,,,,0,,,,,,,,4,4,2,1,2,1,2,5,1,1,1,2,1,2,,,,,,2,,,4,4,0,,,,,,,,,,,,85284,634
636,4,3,3,2,4,4,3,3,9,9,4,4,4,9,4,4,4,9,4,4,4,C,A,4,3,4,10,11,,,,,,,,,,,,4,9,9,4,4,4,9,9,9,4,9,A,,2,3,4,4,2,2,4,2,2,2,3,3,5,5,4,4,4,4,4,4,4,4,I,F,J,0,,,,,,,,,9,,,5,,,,,,,,,,,5,,,2,,,,,,2,,,,,,,,2,4,2,1,2,1,2,4,1,1,1,1,1,2,,,,,,2,,,4,9,1,8,10,,,,,,,,,,85284,635
637,4,4,5,3,5,4,4,3,3,3,9,3,4,9,4,4,3,9,4,4,4,C,E,3,2,3,4,5,8,10,12,14,,,,,,,,5,9,9,4,4,9,4,5,4,5,9,Z,,4,4,4,9,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,Z,,,0,,,,,,,,,0,,,2,4,9,,,,,,,,,0,,,2,,,,,,4,8,,,,,,,5,4,2,2,2,1,2,3,1,1,1,1,1,2,,,,,,1,2,1,5,5,1,2,3,4,6,8,,,,,,,85283,636
638,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,E,A,4,2,3,11,13,14,,,,,,,,,,,5,4,4,4,4,4,9,4,4,4,4,E,F,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,B,D,F,0,,,,,,,,,4,2,3,2,5,7,8,9,,,,,,,5,8,7,2,,,,,,10,11,,,,,,,5,5,2,1,2,1,1,3,1,1,1,2,1,2,,,,,,1,1,2,4,4,1,2,8,,,,,,,,,,85281,637
639,4,4,5,4,5,5,4,4,4,4,3,4,5,5,5,4,4,9,4,5,4,A,B,2,2,6,8,,,,,,,,,,,,,3,3,3,3,3,3,4,3,3,5,3,Z,,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,N,B,K,5,9,,,,,,,,9,1,5,5,8,9,,,,,,,,,0,,,1,4,4,4,4,4,2,3,,,,,,,4,5,1,2,2,1,2,4,1,1,1,1,1,2,,,,,,1,1,1,5,5,1,2,4,,,,,,,,,,85283,638
640,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,E,C,4,2,3,4,9,11,13,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,K,B,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,3,9,,,,,,,,3,2,7,6,8,,,,,,,,,,0,,,1,5,5,5,5,5,1,4,,,,,,,2,4,2,1,2,1,2,5,1,2,1,1,1,2,,,,,,1,2,1,5,4,5,6,8,,,,,,,,,,85283,639
641,4,3,4,3,4,4,3,9,4,3,3,4,4,4,5,4,4,9,5,5,9,G,F,3,2,3,7,11,12,14,,,,,,,,,,4,9,9,9,4,9,4,3,4,4,4,B,F,5,4,4,5,4,3,4,3,3,3,3,4,4,4,4,4,4,5,4,3,3,4,Z,,,0,,,,,,,,,0,,,2,5,9,,,,,,,,,0,,,2,,,,,,1,11,,,,,,,5,7,2,1,2,1,2,1,1,2,2,2,1,2,,,,,,1,0,2,4,3,1,3,,,,,,,,,,,85281,640
642,4,5,5,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,G,E,3,2,3,4,12,15,,,,,,,,,,,4,4,9,9,9,4,9,5,9,5,9,J,B,5,5,4,4,2,9,3,9,4,3,4,4,4,9,4,4,2,9,9,4,4,4,T,H,R,0,,,,,,,,,7,1,9,5,11,,,,,,,,,,8,5,11,2,,,,,,8,9,,,,,,,2,3,2,1,2,1,2,5,1,2,1,1,1,2,,,,,,1,1,3,9,4,4,6,10,,,,,,,,,,85281,641
643,5,4,5,4,5,5,5,4,4,4,4,5,5,5,5,5,4,3,5,5,3,Z,,3,2,3,11,13,14,,,,,,,,,,,5,5,5,5,9,9,9,5,5,4,5,J,,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,A,,,0,,,,,,,,,0,,,2,4,5,7,8,9,,,,,,5,8,4,2,,,,,,8,11,,,,,,,4,5,1,1,2,1,1,4,1,1,1,2,1,2,,,,,,1,2,1,4,4,1,2,8,,,,,,,,,,85281,642
644,5,4,4,9,4,4,4,9,9,4,9,4,9,9,2,4,4,4,5,4,4,A,D,4,2,3,4,6,10,,,,,,,,,,,5,9,4,9,9,9,9,9,9,4,9,F,J,4,2,5,4,9,4,4,2,9,4,4,4,4,4,4,2,4,4,4,9,9,4,B,G,O,0,,,,,,,,,9,7,2,7,11,,,,,,,,,,3,6,7,2,,,,,,3,11,,,,,,,2,3,2,2,2,1,1,4,1,1,2,1,1,5,,,,,,2,,,5,9,1,4,9,,,,,,,,,,85283,643
645,2,2,2,9,4,4,9,2,2,3,3,3,3,2,4,4,1,1,4,4,4,C,D,2,3,4,6,11,12,,,,,,,,,,,4,9,9,9,9,4,9,4,4,4,9,C,J,3,4,4,4,4,4,3,1,1,1,1,4,4,4,4,4,4,2,3,4,3,4,H,J,I,0,,,,,,,,,2,7,9,5,6,8,,,,,,,,,6,5,8,1,5,4,2,2,2,6,11,,,,,,,4,4,2,1,2,1,1,5,1,1,1,2,1,2,,,,,,2,,,3,3,1,2,8,,,,,,,,,,85282,644
646,5,3,4,3,9,4,4,4,4,9,9,9,3,9,3,3,4,4,4,4,2,G,B,4,6,14,,,,,,,,,,,,,,4,9,9,9,9,9,9,9,9,9,9,Z,,9,3,3,9,3,9,4,9,4,3,3,3,4,4,4,4,2,9,4,9,9,9,R,C,J,0,,,,,,,,,0,,,4,5,,,,,,,,,,0,,,2,,,,,,5,,,,,,,,5,7,2,2,1,1,1,5,1,1,1,2,2,2,,,,,,2,,,9,9,2,,,,,,,,,,,,85283,645
647,9,3,3,2,3,9,3,3,2,1,2,2,1,2,4,4,2,9,3,4,3,C,G,2,0,,,,,,,,,,,,,,,4,9,9,9,9,9,9,9,9,9,9,Z,,9,3,4,9,2,9,2,3,4,3,2,3,4,9,1,4,4,3,4,3,9,3,N,E,D,0,,,,,,,,,0,,,7,11,,,,,,,,,,0,,,2,,,,,,3,6,,,,,,,4,6,2,2,2,1,2,2,1,1,1,1,2,2,,,,,,2,,,9,9,6,8,11,,,,,,,,,SAFETY                   ,85282,646
