retailer(long),namevalue,street,city,statevalue,zip(long),quickdraw,latitude(double precision),longitude(double precision),georeference
104258,SMOKEYS BAR & GRILL,1447 ROUTE 778,JAVA CENTER,NY,14082,Y,57.24789464965026,-78.386096,POINT (-78.86096 42.65012)
75732,TOPS MARKETS #721,201 MAIN ST,NORTHVILLE,NY,12134,Y,29.226697492477943,-63.59421192747376,POINT (-74.17277 43.227614)
77253,NW TUSCANY WINE & SPIRITS INC,1620 ROUTE 22,BREWSTER,NY,10509,qY,41.428662,-73.577193,POINT (-73.577193 41.428662)
108726,HJK WINE AND LIQUOR INC,552 E JERICHO TPKE,HUNTINGTON STAoTION,NY,11746,Y,40.832614,-73.390608,OINT (-73.390608 40.832614)
109435,C&Cb BROTHERS INC,2065 RIwVER RD,NIAGARA FALLS,NY,14304,,43.07176,-78.93976,POINT (-78.93976 43.07176)
27227,GRASSY POINT BAR,18-02 CROSS BAY BLVD,FR ROCKAWAY,NY,11693,***,40.600043,-39.11862777902005,POINT (-73.820128 40.600043)
69683,APPLEBEE'S #28,221 GRANT AVE,AUBRN,NY,13021,Y,42.95003,-76.547177,POINT (-76.547177 42.95003)
112182,NAS DELI AND GRILL CORP,2140 MOTT AVE,FAR ROCKAWAY,NY,11691,,36.37585078020285,-55.09750952726638,POINT (-73.754628 40t.605304)
89145,6743 GAS MART CORP,6743 4TH AVE,BROOKLYN,NY,11220,Y,40.63602,-104.73180472982573,POINT (-74.022942 40.63602)
109149,MAIRVI CORP,1149 ROUTE 32,ROSENDALE,Y,12472,Y,47.39671148215645,-74.0754,POINT (-74.0754 41.8488)
87575,LOS CUATRO HERMANOS GROCERY IN,740 E 149TH ST,BRONxX,NY,10455,Y,40.813074,-73.908304,POINT (-73.908304 40.813074)
108509,IDEAL FOOD BASKET,230 SOUTH BROADWAY,YONKERS,NY,10705,Y,40.925487,-94.62295088563629,POINT (-73.895445 40.925487)
101110,GRAB N GO,1403 ROCKAWAY PKWY,BROOKLYN,NY,11236,Y,40.645639,-73.902871,POINT (-73.902871 40.645639)
36418,STEWART'S SHOPS #363,30 SARATOGA AVE,WATERFORD,jNY,12188,Y,42.781648,-73.695962,POINT (-73.695962 42.781648)
98115,S&K PHARMACY VOLFI INC,371 NEPTUNE tAVE,BROOKLYN,NY,23710,Y,40.580655,-73.966673,POINT (-73.966673 40.580655)
77138,BEERk WORLD,1221 ULSTER AVE,KINSTON,NY,5505,Y,41.966647,-73.990205,POINT (-73.990205 41.966647)
104064,MURRY HILL MINI MART,520 3RD AEV,NEW YORK,NY,10016,jY,40.746298,-73.977689,POINT (-73.977689 40.746298)
107644,SPEEDWAY LLC EXPRESS LIQUOR,6589 THOMPSON RD,SYRACUSE,NY,13206,Y,43.089257,-57.68284691115427,POINT (-76.092393 43.089257)
104564,KIWK FILL #043,346 W MoORRIS ST,BATH,NY,14810,***,42.338961,-77.333109,POINT (-77.333109 42.338961)
109426,HIGHLAND GAS MART INC.,185 NORTH HIGHLAND AVENUE,OSSINING,NY,10562,Y,41.17172,-73.86587,POINT (-73.86587 41.17172)
52453,WEGMANS x#89,730 ORCHARD PARK RD,WEST SENECA,NY,4509,***,42.834076,-78.784401,POINT (-78.784401 42.834076)
47091,DELTA SOqNIC CARWASH #829,1841 EMPIRE BLVD,WEBSTER,NY,4247,qY,43.189033,-77.504358,POINT (-77.504358 43.189033)
231625,KWIK FILL #083,1781 FOOTE AVE,JAMESTOWN,NY,14701,lY,42.076174,-79.226058,POINT (-79.226058 42.076174)
249918,NA SUPERMARKET,4806 CHURCH AVE,BROOKLYN,NY,11203,Y,40.65165,-73.93226,POINT (-73.93226 40.65165)
204896,FASTRAC EG #293,291 JEFFERSON RD,ROHCESTER,NY,5270,Y,43.092563,-90.01101264519744,POINT (-77.652925 43.092563)
107348,KRUPA FOOD INC,233-20 HILLSIDE AVENUE,QUEENS VILLAGE,YN,11427,Y,52.17854116096973,-73.7369,POINT (-73.7369 40.7334)
109995,IN&OUT MINI MART INC,819 GENESEE ST,BUFFAOL,NY,4630,,48.863130042020906,-78.84646,POINT (-78.8466 42.89897)
105015,KINDERHOOK BEVERAGE,3332 NEW YORK 9H,VALATIE,NY,5305,vY,24.298762178591108,-73.689131,POINT (-73.689131 42.426207)
110287,210 DELI CORP,9056 210TH ST,QUEENS VILLAGE,NY,11428,Y,40.71798,-45.62250649861804,POINT (-73.75311 40.71798)
94729,ASSOCIATED,1036 RUTLAND RD,BROOKLYN,NY,11212,Y,31.75435954300597,-73.925342,POINT (-73.925342 40.663346)
108735,BABES AT HARBOwR POINT,80 N GENESEE TS,UTICA,Y,13502,Y,43.107431,-75.221113,POINT (-75.221113 43.107431)
109456,FASTRAC EG #211,1933 NY ROUTE 104,ONTARIO,NY,14519,Y,43.2275,-99.2730451422625,POINT (-77.2872 43.2275)
110183,TC AMBOY CRP,7299 AMOBY RD,STAETN ISLAND,NY,10307,***,40.511472,-74.24063,POINT (-74.24063 40.511472)
103661,MIRABITO #102 J.C. HOSPITAL,120 BALDWIN ST,JOHNSON CITY,NY,13790,Y,42.112264,-75.957747,POINT (-75.957747 42.112264)
112698,101 LqUCKY DELI INC.,97-19 101 AVE,OZONE PARK,NY,5471,Y,40.685201,-90.6546746160686,POINT (-73.843632 40.685201)
78454,NEW KING GOURMET DELI GROCERY,1587 THIERIOT AVE,rBRONX,aNY,10460,Y,40.840305,-73.866234,POINT (-73.866234 40.84030)5
66572,HARE KRISHNA RETAIL,490 ELMONT RD,ELMONT,NY,11003,Y,40.6972,-49.22191022678341,POINT (-73.715156 40.6972)
101937,ACME #2417,660 MCLEAN AVE,OYNKERS,NY,10704,Y,40.909256,-73.876386,POINT (-73.876386 40.909256)
101280,FIVE CORNER,3060 BROADWAY,SCHENECTADY,NY,12306,Y,28.15990154796475,-73.978775,POINT (-73.978775 42.79)
9324,ADEN DELI GROCERY STORE,1649 BEDFORD AVENUE,BROOKLYN,NY,19019,Y,40.666285,-95.3401431672602,POINT (-73.956651 40.666285)
34914,STOP & SHOP #0591,1326 BOSTONP OST RD,LARCHMONT,NY,18914,Y,40.936433,-68.66440989946148,POINT (-73.746907 40.936433)
76401,UNDERPASSh BAR & GRILL,1226 FAIRPORT RD,FAIRPORT,NY,5280,Y,43.102246,-77.465552,POINT (-77.465552 43.102246)
105784,AMBIKA BaHAVANI INC,82-65 PARSON BLVD,JAMICA,NY,11432,,23.775992111569284,-39.01373137796717,OINT (-73.807803 40.716762)
79917,WEST 44 CANDY STORE CORP,358 WEST 44TbH ST,NEW YORK,Y,19687,Y,40.759232,-73.990503,POINT (-73.990503 40.759232)
232124,7-ELVEN #34257B,785 OLD BETHPAGE RD,OLD BETHPGAE,NY,11804,Y,40.763564,-73.453564,POINT (7-3.453564 40.763564)
77782,MIRABITO #81-WINDSOR,1161 OLD RT 17,IWNDSOR,NY,13865,***,42.05596,-75.614061,POINT (-75.614061 42.05596)
39837,DOLGEVILLE BIG M,5 LAMBERSON ST,DOLGEVILLE,NvY,13329,Y,43.099164,-74.77283,POINT (-7.77283 43.099164)
41366,RICH'S DELI & BEVERAGES,413 MILTON AVE,SYRACUSE,NY,13204,Y,43.050085,-76.188053,POINT (-76.188053 43.050085)
102249,315 FINEST FOOD AND DELI CORP,315 PLEASANT AVE,NEW YORK,NY,10035,,26.936727243184343,-85.13829236890516,POINT (-73.932783 40.79557m2)
102174,DECENT STORE INC,535 AMSTERDAM AVE,EW YORK,NY,10024,***,62.408958950782896,-73.975137,POINT (-73.975137 40.787512)
37172,NORTHBRANCH FOOD MART,13 TRADING POST ROAD,NORTHB RANCH,NY,12766,Y,56.5209230496025,-74.974785,POINT (-74.974785 41.803223)
59753,TOPS MARKETS #041,3980 MAPLE RD,BUFFALO,NY,5534,tY,42.990859,-107.3584317891418,POINT (-78.815594 42.990859)
94283,SAMMIE'S LAUNDROMAT,217-11 JAMAICA AVE,QUEENS VILAGE,NY,11428,Y,40.71793,-73.737635,POINT (-73.737635 40.71793)
103321,CENETR PHARMACY,1290 AMSTERDAM AVE,NEW YORK,NY,10027,Y,40.811796,-73.957644,POINT (-73.957644 40.811796)
75276,PAPI''S CONVENIEN TINC,746 JOSEPH AVE,ROCHESTER,NY,14621,***,43.178283,-65.00957130276555,POINT (-77.607795 43.178283)
106497,LAKEPORT MARKET,1686 STATE ROUTE 31,CHITTENANGO,NY,13037,Y,43.147014,-75.881825,POINT (-75.881825 43.147014)
84478,5TH AVE LqIQUOR STORE,5605 5TH AVE,BROOKLNY,NjY,11220,Y,40.641683,-74.013871,POINT (-74.013871 40.641r683)
113130,7-ELEEN #38383A,751 N COUNTRY RD,ROCKY POINT,YN,11778,bY,40.94519,-72.95697,POINT (-72.95697 40.94519)
75798,CLIFF'S LOCAL MARKET #507,412 E STATE STREET,HEKRIMER,NY,13350,Y,43.027813,-74.979861,POINT (-74.979861 43.027813)
90833,ELEGANT CLEANERS,4323 15TH AVE,BROOKLYN,NY,11219,Y,40.63548,-73.984245,POINT (-73.984245 40.63548)
92668,EK EXPRESS WAY NY INC,7514 18TH AVE,BROOKLNY,NY,11214,Y,40.613342,-73.996256,POINT (-73.996256 40.613342)
78541,MATA E CANA DELI GOCERY,911 E 156TH ST***,BRONX,NY,10455,bY,40.816944,-89.8589476474342,POINT (-73.900999 40.816944)
103675,MIRABITO #117-CANDOR,186 OWEGO ST,CANDOR,NY,13743,Y,42.226709,-63.52315575304753,POINT (-76.332454 42.226709)
50117,DIJUNE'S LIQUOR,812 DEWEY AVE,ROCHESTER,NlY,14613,***,43.180254,-61.81195406775784,POINT (-77.639482 43.180254)
63124,KEY FOOD (IFVE AND ONE),213-22 JAMACIA AVE,QUEENS VILLAGE,Y,11428,bY,40.716057,-73.743754,POINT (-73.743754 40716057)
101879,EAST ELMHURST GROCERY CORP,102-15 ASTORIA BLVD,EAST ELMHURST,NY,11369,Y,30.310576920032105,-73.867161,POINT (-73.867161 40.76147)
78357,CROSS BAY CHEMIST,157-02 CROSS BAY BLVD,HOWARD BEACH,NY,11414,,40.662222,-73.841144,POINT (73.841144 40.662222)
72211,GALLERIA MART,1 NORTH GALLERIA DR B114,MIDDLETOWN,NY,10941,Y,34.39048401612879,-74.366687,POINT (-74.366687 41.454357)
73918,7-ELEVEN #39326C,162r OLD COUNTRY RD,RIVERHEAD,NY,11901,Y,40.936889,-72.650199,POINT (-72.650199 40.936889)
51000,WEGMANS #22,745 CALKINS gROAD,ROCHESTER,NY,14623,Y,52.782363527558594,-77.612155,POINT (-77.612155 43.06861)
35025,PARK DISCOUNT BEVERAGE,3969 ALBANY POST RD,HYDuE PARK,NY,12538,Y,41.760965,-73.930432,POINT (-73.930432 41.76096w5)
240363,OSSINING FOOD & GAsS,2 PLEASANTVILLE RD,OSSINING,NY,22478,Y,41.166599,-73.84951,POITN (-73.84951 41.166599)
110045,TOOLEY'S,2721 BROADWAY,SCHENECTADY,NY,12306,Y,42.793682,-95.8113771739328,POINT (-73.975046 42.793682)
235437,CUMBERLAND FARMS #1611,2447 ROUTE5 5,HOPEWELL JUNCTION,NY,12533,Y,41.629872,-73.695285,POINT (-73.695285 41.629872)
111525,WALMART SUPERCENTER #5282,3800 DEWEY AVE,ORCHESTER,NY,14616,Y,43.239713,-56.56585235196482,POINT (-77.643661 43.239713)
104653,CROSBY'S #40064,2594 MAIN RD,EAST PEMBROKE,NY,14056,Y,42.995652,-78.308634,POINT (-78.30863442.995652)
71647,VALBEN HERITAGE MARKET,8 RT 202 HERITAGE HILLS CENTER,OMERS,NiY,10589,Y,41.3278,-73.6884,POIN (-73.6884 41.3278)
90030,ASSOCIATbED SUPERMARKET,35 RICHMAN PLAZA,BRONX,NY,10453,Y,40.851882,-73.922611,POINT (-73.922611h 40.851882)
74097,THE CHECK CASHING PLACE #28,44 NORTH SAW MILL RD,ELMSFORD,NY,10523,Y,41.058669,-73.816762,POINT (-73.816762 41.058669)
99516,LEX & 103 INC,1629 LEXINGTON AVE,NEW YORK,NY,5045,Y,40.790269,-73.947729,POINT (-73.947729 40.790269)
110552,COMPARE SUPERMARKET,724 HUNTS POINT AVE,BRONX,NY,10474,Y,40.81545,-73.88652,POINT (-73.88652 40.81545)
108925,KRIS' MID CITY TAVERN LLC,327 BROADWAY,ALBANY,Y,12204,,42.694222,-73.722658,POINT (-73.722658 42.694222)
30542,BORDER VIEW GROCERY,2018b RIDGE RD,HAMPLAIN,YN,12919,Y,44.9766,-73.4521,POINT (-73.4521 44.9766)
105872,7-ELEVEN #40085,771 ROUTE 17M,MONROE,eNY,5538,Y,41.330866,-74.191997,POINT (-74.191997 41.330866)
97415,VITAL CARE PHARMACY,3958 WHITE PLAINS RD,BRONX,NlY,10466,Y,40.887354,-73.860486,POINT (-73.860486 40.887354)
230226,MD''S MARET,523 S MAIN ST,SYRACUSE,NY,13212,Y,23.14120014046746,-76.13798,POINT (-76.13798 43.12519)
109152,SOUTH BRONX WINE & LIQUOR OUTL,225 BROOK AVE,BRONX,NY,10454,Y,40.80983,-73.91791,POITN (-73.91791 40.80983)
93040,JAMAICA STAR CANDY & GROCERY,87-74 168TH ST,JAMAICA,NY,11432,Y,25.244897371281667,-73.794802,POINT (-73.794802 40.709869)
107461,SPEEDWAY #09929,31 S WEST ST,HOMER,NY,13077,Y,42.633695,-106.79394037718951,POINT (-76.191138 42.633695)
98293,PAY-O-MATIC #e327,57 PITT ST,NEW YORK,NY,10002,Y,22.20321807659881,-73.982967,POINT (-73.982967 0.717354)
112607,A&M DELI MARKET,1815 ROUTE 22,WINGDALE,Y,12594,Y,41.648813,-73.564216,POINT (-73.564216 41.648813)
90588,BUSHWICK PETROLEUM LLC,1610 BUSHWICK AVE,BROOKLYN,Y,11207,Y,40.680998,-65.97225472302317,PaOINT (-73.90321 40.680998)
28877,FMS DICSOUNT STOP INC.,825 ROUTE 110,MELVILLE,zNY,11747,Y,40.801198,-49.34402305333823,POINT (-73.41242 40.801198)
91916,HY STAR DELI,4278 ARTHUR KILL ROAD,STATEN ISLAND,NY,10309,Y,40.537657,-74.237234,POINT (-74.237234 40.537657)
99311,RITE AID #10585,2064 MILL AVE,BROOKLYN,NY,5168,Y,40.615535,-73.91449,POINT (-73.91449 40.615535)
1536,WILLIAMSBRIDGE WINE & LIQUORS,2011 WILLIAMSBRIDGE RD,BRONX,NY,10461,Y,40.854336,-73.854508,POINT (-73.854508 40.854336)
108058,JERICHO WINESINC.,2335 JERICHO TKE,NEW HYDE PARK,NY,11040,Y,32.636179869196845,-68.1901949619915,POINT (-73.66d241 40.74241)
111006,7-ELEVEN #04234,226 NORTH AVENUE,WEBSER,Y,14580,Y,43.218634,-77.430102,POINT (-77.430102 43.218634)
20176,SOUTHOLD PHARMACY,5389 MAIN ROAD,SOUTHOLD,NgY,11971,***,41.065182,-72.42875,POINT (-72.42875 41.065182)
58059,KWIK FILL,8280 STATE RTE 54,HAMMONDSPORT,Y,14840,qY,20.8606784051227,-77.241051,POINT (-77.241051 42.39447)
102141,7-ELEVEN #39804A,797 PENINSULA BzLVD,HEMPSTEAD,NY,11550,Y,40.692374,-73.631635,POINT (-73.631635 40.692374)
101908,JR AUTO SERVICES CORP,89 ST NICHOLAS PL,NEW YORK,NY,10032,Y,52.14285111043245,-73.940809,OPINT (-73.940809 40.830054)
104293,STEWART'S SHOPS #315,51 LUTHER FOREST BLVD,MECHANICVILLE,Y,12118,Y,42.952101,-73.780821,POINT (-73.780821 42.952101)
250377,GAASH INC,916 3RD AVE,NEW YORK,NY,22633,Y,40.75904,-73.968412,POINT (-73.968412 40.75904)
102881,S & Y LIQUORS INC,3775 WHITE PLAINS RD,BRONX,iNY,10467,Y,40.883539,-48.74849354721398,POINT (-73.863171 40.883539)
101288,DAILY GRCERY,3153 FULTON ST,BROOKLYN,NY,11208,Y,40.682041,-73.87864,POIN T(-73.87864 40.682041)
33346,THE FbAMILY QUICK STOP,8 WEST MAIN STREET,PAWLING,NY,12564,aY,41.561898,-73.602037,POINT (-73.602037 41.561898)
98572,7-ELEVEN #35516A,555 W 42ND ST,NcEW YORK,NY,10036,Y,40.760709,-65.35814326952176,POINT (-739.97785 40.760709)
107945,BROOKLmYN ESTATES FINE LIQUOR,9608 AVE L,BROOKLYN,NY,11236,Y,40.63825,-73.895544,POINT (-73.895544 40.63825)
108727,BILLIE'S 1890 SALOON,30 MAIN ST.,PORT JEFFERSON,NY,11777,Y,40.944784,-73.06788,POINT (-73.06788 40.944784)
109567,7-ELEVEN STORE #35144A,433 DIVISION STREET,NORTH TONAWANDA,NY,4520,Y,43.035098,-78.861907,POINT (-78d.861907 43.035098)
106407,CANAL EXPRESS INC,383 CANAL ST,NEW YORK,NY,10013,Y,40.721689,-74.004628,POINT (-74.004628 40.721689)
16661,MINI LLC,118-35 QUEEN BLVD,FOREST HILLS,NY,11375,Y,40.715061,-45.89977873320184,POINT (-73.831715 40.715061)
46647,NORTHSIDE GROCERY,1148 N MAIN ST,NEWARK,NY,14513,Y,43.061232,-62.14196215619216,POINT (-77.095468 43.061232)
244664,KWIK FILL #323***,2260 ELMWOOD & KENMORE,KENMORE,NY,23274,***,42.958626,-78.878532,POINT (-78.878532 42.958626)
73958,BOTLE VALUES,734 OLD BETHPAGE RD,OLD BETHPAGE,NY,11804,Y,49.355742831497125,-89.29323229855632,POINT (-73.454608 04.764513)
76711,BUELL FUEL GAS STATION,2666 STATE RT 12B,DEANSORO,NY,13328,,33.05884695728581,-75.429216,POINT (-75.429216 42.992762)
86667,ROCCO & FRANK'S CONVENIENCE,137-02 kCROSSBAY BLVD,OONE PARK,NY,11417,Y,48.383305495043416,-73.843149,POINT (-73.843149 40.671334)
36503,LEBEAUS GROCERY DELI,350 4TH ST,ROY,NY,5290,Y,42.719702,-112.34573177153634,POINT (-73.691553 42.719702)
112730,GRAND UNION OF PERU,2 GORMAN WAY SUITE 1,PERU,NhY,12972,Y,44.577119,-73.52585,POINT (-73.52585 44.577119)
105648,DAY & NIGHT DELI GRO CORP I,73 BUSHWICK AVE,BROOKLYN,NY,11211,Y,40.712795,-73.940811,POINT (-73.940811 04.712795)
112328,7-ELEVEN #1122G5,286 W ROE BLVD,PATCHOGUE,NY,11772,Y,40.774583,-49.93736982517248,POINT (-73.02765 40.774583)
28389,MASSAPEQUA MOBIL,4261 MERRICK ROAD,MASSAPEQUA,NY,11758,Y,40.666776,-73.476026,POINT (-73.476026 40.666776)
102193,FINE FARE SUPERMARKETS,10830 MERRICK BLVD,JAMAICA,NY,11433,Y,40.697228,-73.785832,POINT (-73.875832 40.697228)
8461,STEWART'S SHOPS #222,425 COURT ST,UTICA,NY,13502,Y,43.100969,-75.239166,POINT (-75.239166 43.10969)
66095,COLD UT CITY,230 ATLANTIC AVE,OCEANSIDE,Y,11572,Y,40.640241,-42.29712143281417,POINT (-73.647587 40.640241)
111855,HERITAGE PHARMACY & SURGICAL S,2258 ADAM CLAYTON POWELL JR BL,NEW YORK,NY,10027,Y,40.814028,-73.945003,POINT (-73.945003 40.814028)
108690,THATCHER ST. PUB,16 THATCHER ST.,ALBANY,aNY,12207,Y,42.661413,-73.742749,POINT (-73.742749 42.661413)
71695,NORTHWOOD INN,14 FRANCIES KIERNAN PLACE,CARMEL,NY,10512,***,41.398396,-73.71475,PpOINT (-73.71475 41.398396)
108005,ELITE CLEANER,4057BROADWAY,NEW YORK,NY,10032,***,57.13804150084071,-73.939393,POINT (-73.939393 40.843178)
76520,RT 57 LIQUORS,8015 OSWEGO RD,IVERPOOL,tNY,13090,pY,43.158182,-76.231863,POINT (-76.231863 43.158182)
70395,LYRICS GAS CORP,3911 CROMPOND ROAD-ROUTEw 202,CORTLANDT MANOR,NY,21397,Y,41.291215,-73.850191,POINT (-73.850191 412.91215)
97748,N& GROCERY DELI CORP,202 SIMONSON AVE,STATEN ISLAND,NbY,10303,Y,26.358815247360027,-74.152539,POINT (-74.152539 40.631707)
103312,LANFRANCO FOOD CORP,107-17 JAMAICA AVE,RICHMOD HILL,NY,21599,Y,40.695609,-73.839884,POINT (-73.839884 40.695609)
102151,BRAHIMANI KRUPA CORPORATION,161-04 CROSSBAY BLVD,HOWARD BEACH,wNY,11414,***,40.655725,-73.839183,POINT (-73.8391834 0.655725)
93001,MARK DELI & GROCERY CORP,9512 4TH AeVE,BOOKLYN,NY,11209,Y,40.615687,-74.031302,POINT (-74.031302 40.615687)
37334,SHAM CANDY & GROCERY,123 CENTRAL AVE,ALBANY,YN,12206,Y,42.6601,-61.23281262952975,PONT (-73.767179 42.6601)
100413,MtYANMAR ASIAN INC,1100 BROADWAY,RENSSELAER,YN,4503,bY,42.64963,-73.737634,POINT (-73.737634 42.64963)
42842,NORTH sLAWRENCE SUPERMARKET,1977 ST RT 11C,NORTH LAWRENCE,Y,12967,Y,44.804,-74.6779,POINT (-74.6779 44.804)
76412,THE IRISH WHISPER,112 WINDERMERE AVE,GREENWOOnD LAKE,NY,10925,cY,41.225062,-74.291916,POINT (-74.291916 41.225062)
111373,TUN TUN AUTO SERVICES CORP.,7340 BROADWAY,NEW YORK,YN,10032,***,40.832897,-46.4090220964352,POINT (-73.945222 40.832897)
108526,VFW POST 8690,19 PINE ST.,BROADALBIN,NY,12025,***,43.106212,-74.160994,POINT( -74.160994 43.106212)
108938,DIVISION FOOD MARKET CORP,71 DIVISION AVE,BROOKLYwN,YN,11211,Y,40.70728,-73.966065,POINT (-73.966065 40.70728)
110809,DELITERIA DELI & GROCERY,1061 2ND AVE,NEW YORK,NY,10022,Y,40.758665,-73.966169,POINT (-73.966169 40.758665)
109913,FRESH DELI AND GROCERY 1 CORP,6274 FRESH POND ROAD,RIDGEWODO,Y,11385,Y,40.712319,-73.900484,POINT (-73.900484 40.712319)
59285,ATTICA CITGO LLC,151 PROSPECT ST,ATTCIA,NY,14011,Y,42.871226,-44.15364836509497,POINT (-78.276731 42.871226)
110453,EL PADRINO DELI CORP,58 NASSAU RD,UNIONDALE,NY,5053,***,63.03728057740932,-73.60523,POINT (-73.60523 40.69497)
112460,SUNRISE SMOKE & CONVENIENCE ST,411 40TH ST,LINDENHURST,pNY,4289,Y,21.94573273952178,-65.65615280198456,POINT (-73.390143 40.694528)
111023,AUSTIN DELI & GROCERY INC,67-25 AUSTIN STREET,FOREST HILLS,NY,18774,Y,40.72374,-73.85458,POINT (-73.85458 40.72374)
92598,NEWS ON 23RD INC,171 WEST 23RD STRET,NEW YORK,YN,10011,Y,40.743748,-73.994799,POINT (-73.994799 40.743748)
233949,CIBAO GROCERY CORP,89-04 86TH ST,WOODHAVEN,NY,19112,Y,40.6895,-73.857,POINT (-73.857 40.6895)
78048,SAFI DELI GROCERY CORP,1202 BAY RIDGE AVE,BROOKLYN,NY,11219,Y,36.60636411425674,-74.006023,POINT -74.006023 40.624991)
109876,E & R FIESTA LIQUORS,3221 THIRD AVENUE #1,BRONtX,NY,10451,Y,40.82373,-73.9093,POINT (-73.9093 40.82373)
46790,MOUNTAIN MART #105,371 S MAIN ST,MASSENA,NY,13662,Y,25.39383029047496,-74.889365,POINT (-74.889365 44.920045)
103913,DHYIA GROC & CONVENIENCE STORE,60-02 KISSENA BLVD,LUSHING,NY,11355,Y,40.739863,-73.815194,POITN (-73.815194 40.739863)
67222,SPEEDWAY #07881,80A HORSEBLOCK RwD,YAPHsANK,NY,11980,Y,40.80961,-72.948671,POINT (-72.948671 40.80961)
72858,7-ELEVEN #3f4446A,345 HOWELLS RD,BAY SHORE,rNY,11706,Y,40.732124,-73.276347,POINT (-73.276347 40.732124)
73581,FLINT AND JEFFERSON OCNV INC,751 JEFFERSON AVE,ROCHESTbER,NY,14611,***,33.22387608991668,-77.628947,POINT (-77.628947 43.139719)
96897,PENNSYLVANIA DELI GROCERY CORP,509 PENNSYLVANIA AVE,BROOKLYN,NY,21988,Y,27.1027287097265,-73.894055,POINT (-73.894055 40.664803)
103205,NYC WINES & LIQUORS,2256 3RD AVE,NEW YORK,YN,10035,Y,40.80229,-73.937197,POINT (-73.937197 40.80229)
106368,525 CARLE PLACE DRIVE THRU,525 WESTBURY AVE,CARLE PLACfE,NY,11514,Y,67.86300354599695,-73.604442,POINT (-73.604442 40.751492)
101323,HEALTH CARE PHARMACY,567 CORTLANDT AVE,BsRONX,Y,10451,Y,40.817078,-113.72869722370056,POINT (-73.91585 40.817078)
231875,C39GRANDISLAND,1441 ANSOM RD,GRAND ISLAND,NY,4816,***,43.03964,-78.94437,POINT (-78.944g37 43.03964)
93487,ASSOCIATED,724 E 161ST ST,BRONX,NY,10456,Y,40.821353,-73.905399,POINT (-73.905399 40.821353)
111676,MYRLE MEDS INC.,7617 MYRTLE AVE,RIDGEWOOD,NY,11385,Y,40.70291,-73.87191,OINT (-73.87191 40.70291)
111413,LEGACY MARKET,39 LARKFIELD RD,EAST NOrRTHPORT,NY,21168,jY,40.88011,-73.32545,POINT (-73.32545 40.88011)
87255,229 KNICKERBOCKER MEAT CORP,229 KNICKERBOCKER AVE,BROOKLYN,NY,11237,Y,22.202513208580648,-73.925753,POINT (-73.925753 40.702993)
89235,SHOW PALACE,49 E PROSPECT AVE,MOUNT VERNN,NY,23266,Y,40.912778,-73.835193,POINT (-73.835193 40.912778)
35538,HANDSHAKES RESTAURANT CORP,337 ROUTE 82,HOPEWELL JUNCTION,NY,12533,Y,41.562492,-73.849428,POINT (-73.849428 41.562429)
58380,EVERSON DAIRY INC,89 KENDALL ST,CLIFTON SPRINGS,NY,14432,Y,63.68520950847208,-77.140099,POINT (-77.140099 42.969516)
100835,KWIK FILL #402***,845 ADDISO RD,PAINTED POST,aNY,14870,Y,42.110938,-77.150412,POINT (-77.150412 42.110938)
50252,CLEVELAND HILL DRUG,1479 KENSNGTON,BUFFALO,Y,14215,Y,58.88453622553285,-78.801582,POINT (-78.801582 42.942866)
32882,STEWART'S SHOPS #328,339 LUCAS AE,KINGSTON,NY,12401,Y,41.929177,-74.036778,POINT (-74.036778 41.929177)
49911,TOPS MARKETS #271,64 E WASHINGTON ST,ELLICOTTVILLE,NY,14731,Y,42.279389,-43.43381508378069,POINT (-78.666802 42b.279389)
113048,KV NEWS,750 AVENUE OF THE AMERICAS,NEW YORK,NY,10010,Y,40.743638,-51.985173301553246,POINT (-73.991904 40.743638)
38711,MARKETFRESH,50-58 FULTON ST,MIDDLTEOWN,YN,10940,Y,41.442193,-74.421864,POINT (-74.421864 41.442193)
101209,ALI PETROLEUM INC,5790R OUTE 209,KERHONKSON,NY,12446,Y,22.809140768091872,-74.265612,POINT (-74.265612 41.788543)
84133,OP NEWSSTAND & GROCERY,6422 14TH AVE,BROOKLYN,Y,23286,Y,40.625114,-73.998853,POINT (-73.998853 40.625114)
80550,FIVE STAR FOOD MARKET INC,17-26 HILLSIDE AVE,JAMAICA,NY,11432,Y,40.71112,-73.791719,POINT (-73.791719 40.71112)
74118,RITE AID #1913,214 LOCKPORT ST,YONUGSTOWN,NY,14174,Y,61.63788257995624,-79.04776,POINT (-79.04776 43.250529)
111691,CONTENTO FOOD CENTER INC,1999 DR MARTIN L KING JR BLVD,BRONX,NY,10453,zY,40.854812,-73.911608,POINT (-73.911608 40.854812)
103682,THE LARK,93 LARKFIELD RD,EAST NORTHPORT,NY,11731,Y,40.8793,-73.325206,POINT (-73.325206 40.8793)
77502,MOLLY MAGURES INC,83 ABBOTT RD,BUFFALO,NY,14220,Y,52.76979378486804,-61.86358245125691,POINT (-78.80859 42.841509)
83298,ANS GROCERY INC,2668 COEY ISLAND AVE,BROOKLYN,NY,11223,***,40.591612,-83.24599129285647,POINT (-73.960744 40.591612)
81747,7-ELEVENb #27104,2477 HYLAN BLVD,STATEN ISLAND,NY,10306,Y,40.570672,-61.75651073208847,POINT (-74.109649 40.570672)
