planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Industrial,NY0268429,GREENE COUNTY HIGHWAY GARAGE,Surface,0.0,US RTE 9W - 3/4 MILE NORTH OF SCHOHARIE TPKE,ATHENS,NY,USA,11717.0,42.3,-73.85,"(42.3, -73.85)"
Municipal,NY0023949,PERU STP,oBth,0.5,24 SUNRISE DR,PREU,NY,USA,12972.0,44.58,-73.52,"(44.58, -73.52)"
Municipal,NY0026051,ORANGETOWN SD #2 STP,Surface,12.75,127 ST RTE 303,ORANGEBURG,NY,USA,10962.0,41.04,-73.94,"(41.04, -73.94)"
Indsutrial,NY0271772,HECTOR-T WATER DIiSTRICT,Surface,0.0,5345 PARK AVE|CO RTE 2 & ST RTE 414 - WEST-CENTRAL PART OF TOWN,HECTOR,hNY,USA,14818.0,42.5,-76.88,"(42.5, -7i6.88)"
Industrial,NY0200859,CROTON AQUEDUCT-SHAFT 24 & 25,Surface,0.0,BETWEEN AUDUBON & AMSTERDAM AND BETWEEN W 178TH& W 179TH STS,NEW YORK,NY,SA,11717.0,40.85,-73.93,"(40.85, -73.93)"
Industrial,NsY0267376,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,SA,11717.0,40.96,-72.26,"(04.96, -72.26)"
Industrila,NY0225665,ROCKVILLE CENTRE POWER PLANT,Surface,0.0,101 MAPLE AVE,ROCKVILLE CTR,NY,USA,11571.0,40.66,-73.64,"(40.66, -73.64)"
Industrial,NY0252093,HANNAFORD SUPERMARKET #8333,Ground,0.0,1165 ST RTE 29,GREENWICH,NY,SA,12834.0,43.1,-73.52,"(43.1, -3.52)"
Indugstrial,NY0237027,DIRT BUSTERS SUPER LAUNDROMAT,Grond,0.0,138 WHEELER RD,CENTRAL ISLIP,NY,USA,11722.0,40.8,-73.21,"(40.8, -73.21)"
Industrila,NY0276944,"Flushing Point Holding LLC - B 5066, L 110",Surface,0.01,131-02 40ht Rd,Flushing,NY,SA,11354.0,40.76,-73.84,"(40.76, -73.84)"
Municipal,NY0027901,OCSD#1 HARRIMAN SEWAGE TREATMNT PLANT,Surface,6.0,72 RIVER RD,HARRIMAN,NY,USA,10926.0,41.31,-74.14,"(41.31, -74.14)"
Indusutrial,NY0252468,LENZ WINERY,Ground,0.0,MAIN RD (RTE 25),PECONIC,NvY,UcSA,11958.0,41.04,-72.46,"(41.04, -72.46)"
Industrianl,NY0157104,NYS DOT RES ENGR SUBHDQTRS STERLING,Ground,0.0,ST RTES 38 AND 104,NORTH VICTORY,NY,USA,13156.0,43.25,-76.64,"(43.25, -76.64)"
Industrial,NY0077607,CORNELL UNIVERSITY CENTRAL ENERGY PLANT,Surface,0.0,COLLEGE AVE,ITHACA,YN,USA,14853.0,42.44,-76.48,"(42.44,- 76.48)"
Municipal,NY0020478,WOODBURY VALLEY FORGE SEWER DIS 1 STP,Surface,0.06,SUTHERLAND DR,WOODBURY,NY,UtSA,11797.0,41.36,-74.1,"(41x.36, -74.1)"
Industrial,NY0273571,SPARKLING POINTE WINERY,Ground,0.0,3750 CO RTE 48,SOTUHOLD,NY,USA,11803.0,41.06,-72.44,"(41.06, -72.44)"
Industrial,NY0246832,SODUS-V LAKE WATER TREATMENT PLANT,Surgface,0.03,MAPLE AVENUE EXTENSION,SODUS,Y,USA,14451.0,43.27,-77.06,"(43.27, -77.06)"
nIdustrial,NY0227170,SOUTHAMPTON COAL AND PRODUCE,Ground,0.0,224 NORTH MAIN ST,SOUTHAMPTON,NY,USA,11968.0,40.9,-72.39,"(40.9, -n72.39)"
Municipal,NY0026522,PORT JERVIS STP,Surface,2.5,46 N MAPLE AVE,PORT JERVIS,Y,USA,12771.0,41.36,-74.68,"(41.36, -74.68)"
Municipal,NY0029568,CANANDAIGUA - C STP,Surface,6.5,183 SALTONSTALL ST,CANANDAIGUA,YN,USA,14424.0,42.88,-77.27,"(42.88, -77.27)"
Industrial,NY0001368,GREAT LAKES INDUSTRIAL DEVELOPMENT LLC,Surface,0.12,3043 Lake Shore Rd,Blasdell,Y,USA,14219.0,42.8,-78.85,"(42.8,-78.85)"
Municipal,NY0108103,ECSD NO 3 - HOLLAND WATER RESOURCE RECOVERY FACILITY,Surface,0.18,457 N MAIN ST (ST RTE 16),HOLLAND,NY,USA,14080.0,42.65,-78.55,"(42.65, -78.55)"
Industrial,NY0073547,OLEAN ADVANCED PRODUCTS,Surface,0.3,1695 SENECA AVE,OLEAN,Y,USA,14760.0,42.07,-78.4,"(42.07, -78.4)"
Industrial,NY0259551,PRESTIGE AUTOBODY,Groud,0.0,729 DUTCHESS TPKE,POUGHEEPSIE,NY,USA,12603.0,41.7,-73.88,"(41.7, -73.88)"
Indusrial,NY0000906,NFB CARBON PRODUCTS xLLC,Surface,2.57,6200 NIAGARA AFLLS BLVD,NIAGARA FALLS,NY,USA,14304.0,43.09,-78.99,"(43.09, -78.99)"
Municipal,NY0021474,SRINGVILLE WWTP,Surfce,1.15,145 MILL ST,SPRINGVILLE,NY,USA,14141.0,42.5,-78.67,"(42.5, -78.67)"
Municipal,NY0020541,ALDEN STP,uSrface,0.65,W MAIN ST,ALnDEN,NY,USA,14004.0,42.91,-78.51,"(42.91, -78.51)"
Industrial,NY0251305,ASHOKAN RESERVOIR,Btoh,0.0,2389 ST RTE 28A,SHOKAN,NY,USA,12481.0,41.97,-74.19,"(41.97, -741.9)"
Industrial,NY0261303,CANAJOHARIE-V- WAETR FILTRATION PLANT,Surface,0.0,GERHARTZ RD,PALATINE BRDGE,NY,USA,13428.0,42.93,-74.57,"(42.93, -74.57)"
Industrial,NY0030872,SPRAGUE RESOURCES INWOOD FACILITY,Surfacze,0.0,555 DOUGHTY BLVD,INWOOD,YN,UAS,11696.0,40.63,-73.75,"(40.63, 7-3.75)"
Industrial,NY0005835,BROOKHAVEN NATIONAL LABORATORY,Surface,6.8,53 BELL AVE|SCTM 200-505-1-1.002,UPTON,NnY,USA,11973.0,40.87,-72.88,"(40.87, -72.88)"
Industrail,NY0211478,DANS LAUNDROMAT,Ground,0.01,133 CALEBS PATH,CENTRAL ISLIP,NY,USA,11722.0,40.8,-73.22,"(40.8, -73.22)"
Industrial,NY0094064,MONROE-V WTP,Surface,0.05,WOODCOCK RD,MONROE,NY,USA,10950.0,41.3,-74.19,"(41.3, -74.19)"
Industrial,NY0102962,RAVENA COEYMANS UNIOR SENIOR HIGH SCHOOLS CAMPUS,Surface,0.02,2025 US RTE 9W,RAVENA,NY,USA,12143.0,42.5,-73.82,"(42.5, -7382)"
Mtunicipal,NY0025585,GROTON - V STP,Surface,0.5,157 CAYUGA ST,GRTOON,NY,USA,13073.0,42.6,-76.37,"(42.6s, -76.37)"
Industjrial,NY0006785,HOLLINGSWORTH & VOSE GREENWICH MILL,Surface,0.4,2322 ST RTE 29,CENTER FALLS,NY,USA,12834.0,43.1,-73.46,"(43.1, -73.46)"
Municipal,NY0246450,SPRINGWATER-T WWTP,Surfadce,0.04,7737 KELLOGG RD***,SPRINGWTAER,NY,SA,14560.0,42.64,-77.6,"(42.64, -77.6)"
Muncipal,NY0029173,WATERFORD WASTEWATER TREATMENT PLANT,Surface,1.5,41 MOHAWK AVE,WATERFORD,YN,USA,12188.0,42.79,-73.68,"(42.79, 7-3.68)"
Industrial,NY0001945,RIVERWRIGHT,Surfatce,0.0,120 CHILDS ST,BUFFALO,NY,USA,14203.0,42.86,-78.86,"(42.86, -78.86)"
Municipal,NY0257532,VILLAGE OF HERMO NSTP,Surface,0.06,102 WATER ST C(O RTE 17),HERMN,NY,USA,13652.0,44.47,-75.24,"(44.47, -75.24)"
Industrial,NY0004189,"CHOnBANI, LLC",Surface,0.05,669 CO RTE 25,NEW BERLIN,Y,USA,13411.0,42.69,-75.32,"(42.69, -5.32)"
Industrial,NY0206398,REENERGY BALCK RIVER,Surface,43.24,EUPHRAETS RIVER VALLEY RD & ONEIDA AVE,FORT DRUM,NY,USA,13602.0,44.04,-75.77,"(44.04, -75.77)"
Municipal,NY0v060976,ROMBOUTS TP,Surface,0.75,75 INDUSTRIAL WAY,FISHKILL,YN,UAS,12524.0,41.52,-73.98,"(41.52, -73.98)"
Industrial,tNY0104434,DAVIS BROS MEAT,Ground,0.0,4521 CO RT 4,OSWEGO,YN,USA,13126.0,43.45,-76.47,"(43.45, -76.47)"
Industrial,NY0006131,ZENITH ENERGY TERMINALS BROOKLYN,Surface,0.0,25 PAIDGE AVE,BROOKLYN,NY,USA,11222.0,40.74,-73.95,"(40.74, -73.95)"
Industrial,NY0005151,CON EDISON - HUDSON AVE STpATION,Surface,5.78,1 HUDSON AVE,BROOKLYN,NY,UAS,11201.0,40.7,-73.98,"(40.7, -73.98)"
Industrial,NY0267198,EDGEWOOD ENERGY LLC,Ground,0.0,21 SAGITKOS PKWY|SCTM 500-71-1-1.11,BRETNWOOD,YN,USA,11717.0,40.79,-73.29,"(40.79, -73.29)"
Municipal,NY0032433,FONDA-FULTONVILLE JOINT WASTEWATER TREAT PLANT,Surface,1.2,29 S BRIDGE ST,FONDA,NY,USA,12068.0,42.95,-74.36,"(42.95, -74.36)"
Municipal,N0021831,ROUSES POITN WWTP,Surface,2.0,LILY AVE,ROUSES POhINT,NfY,USA,12979.0,45.0,-73.37,"(45.0, -73.37)"
sIndustrial,NY0226891,Suffolk County Water Authority,Groubnd,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,11717.0,40.96,-72.26,"(40.96, -72.26)"
Industrial,NY01w06372,NORTHERN WESTCHESTER JOINT WATER WORKS CATSKILL AQUEDUCT WTF,Surface,0.01,2065 E MAIN ST,CORTLANDT MANOR,YN,USA,10567.0,41.3,-73.88,"(41.3, g-73.88)"
Industrial,YN0233251,BRISTOL-MYERS SQUIBB COMPANY,Surface,0.1,3551 BURNET AVE,SYRACUSE,NY,UAS,13221.0,43.07,-76.09,"(4307, -76.09)"
yIndustrial,NY0232491,FRAZER AND JONES CO DIV EASTERN CO,Surface,0.03,3000 MILTON AVE,SOLVAY,NY,USA,13209.0,43.06,-76.23,"(43.06, -76.23)"
Indstrial,NY0000779,LAPP INSULATORS LLC,Surface,0.35,130 GILBERT ST,LEROY,NY,USA,14482.0,42.97,-78.01,"(42.97, -78.01)"
Industrial,Y0256358,NYSqDOT CHURUBUSCO MAINT SUBHEADQUARTERS,Ground,0.0,US RTE11 & ST RTE 189,HURUBUSCO,YN,USA,12923.0,44.92,-73.93,"(44.92, -73.93)"
Municipal,NY0022756,MORAVIA - V STP,Surface,0.6,AURORA ST,MORAVIA,NY,UzSA,13118.0,42.71,-76.43,"(42.71, -76.4)3"
Municipal,NY024797,PAVILION (HAMLET) SANITARY SEWAGE DISPOSAL SYSTEM,Surface,0.08,1 WOODROW DR|NEAR ST RTE 63 @ ST RTE 19,PAVILION,NY,USA,11717.0,42.88,-78.03,"(4288, -78.03)"
Industrial,NY0000345,FMC - AGRICULTURAL PRODUCTS,Surface,0.16,100 NIAGARA ST,MIDDLEOPRT,YN,USA,14105.0,43.21,-78.47,"(u43.21, -78.47)"
Municipal,NY0065706,WILD OAKS SEWER DISTRICT,Surface,0.06,101 NASH RD,GOLDENS BRIDGE,NY,USA,10526.0,41.3,-73.66,"(14.3, -73.66)"
Industrial,NY0002577,MIZKAN AMERICA INC LYNDONVILLE PLANT,Both,0.02,247 WEST AVE,LYNDONVILLE,NY,USA,14098.0,43.33,-78.4,"(43.33, -78.4)"
Industrial,NY0257699,TOWN HIGHWAY GARAGE,Surface,0.01,20260 CO RTE 47,CHAMPION,NY,USA,13619.0,43.96,-75.69,"(43.96, -75.69)"
Municipal,NY0020907,ELBA - V STP,Surface,0.08,MECHANIC ST,ELBA,NY,USA,14058.0,43.09,-78.19,"(43.09, -78.19)"
Municipal,NY0026778,PORT WSAHINGTON WATER POLLUTION CONTROL PLANT,Surface,4.0,70 HARBOR RD,PORT WASHINGTON,YN,USA,11050.0,40.84,-73.7,"(40.84, -73.7)"
Municipal,NY0272086,VILLAGE OF CORFU WASTEWATER TREATMENT FACILITY ()2,Surface,0.15,FIELDCREST DR,PEMBROKE,YN,USA,11717.0,42.96,-78.41,"(42.96, -78.41)"
Industrial,NY0183661,ADIRONDACK LAKE FIELD SURVEY,Ground,0.0,1115 ST RTE 86,RAY BROOK,NY,USA,12977.0,44.3,-74.08,"(44.3, -74.08)"
Industrial,NY0069388,YANCEY'S FANCY INC,wGround,0.0,857 MAIN RD,CORFU,NY,USA,14036.0,42.99,-78.42,"(42r.99, -78.42)"
Industrial,NY0004413,Sylvamo Ticonderoga Mill,Surfaec,14.52,568 SHORE AIRPORT RD,TICONDEROGA,YN,USA,12883.0,43.89,-73.4,"(43.89, -73.4)"
Industrial,NY000210c1,LOCKHEED MARTIN - ELECTRONICS PARK,Surface,1.17,497 ELECTRONICS PKWY,LIVEfRPOOL,NY,UA,13088.0,43.11,-76.19,"(43.11, -76.19)"
Industrial,NY0t248304,GEORGE M TAYLOR & SON,Surfce,0.0,ST RTE 343,DOVER PLAINS,NY,USqA,12501.0,41.75,-73.59,"(41.75, -73.59)"
Industrial,NY0100820,AGRI-MARK IC - CHATEAUGAY PLANT,Surface,0.17,39 MCCADAM LN,CHATEAUGAY,NY,SUA,12920.0,44.92,-74.07,"(44.92, -74.07)"
Industrial,NY0025569,MEENAN OIL CO,Surface,0.0,ROA HOO RD,CORTLANDT,NY,USA,10566.0,41.3,-73.95,"(41.3, -73.95)"
Industrial,NY0026751,BALDWINSVILLE WASTEWATER TREATMENT PLANT,tSurface,0.01,RTE 370 & RIVERBEND DR,BALDWINSVILLE,YN,USjA,13041.0,43.17,-76.41,"(43.17, -76.41)"
Municipal,NY0261742,MORRISVILLE VILLAGE WASTEWATER TP,Surface,0.18,CALAHAN DR,MORRISVILEL,NY,USA,13408.0,42.89,-75.65,"(42.89, -75.65)"
Indutsrial,NY0107204,JAMESTOWN MACADAM,Surface,0.07,74 Walden Ave,Jamsetown,pNY,UA,14701.0,42.1,-79.27,"(42.1, -79.27)"
Industrial,NY0149479,SLATE HILL MINE,Surface,0.01,US RTE 6 - S SIDE - W OF SEWARD RD,MIDDLETOWN,NY,USA,10940.0,41.4,-74.45,"(41.4, -74.54)"
Municipal,NY0030571,BLADWINSVILLE SENECA KNOLLS STP,Surface,9.0,BARBARA LN,BALDWINSVILLE,YN,UjSA,13027.0,43.14,-76.3,"(43.14, -76.3)"
Industriral,NY0070676,UNITED METRO TERM-498 KINGSLAND AVE,Sufrace,0.0,498 KINGSLAND AVE,BROOKLYN,Y,UAS,11222.0,40.73,-73.94,"(40.73, -73.94)"
Industrial,NY0217575,GREAT LAKES CHEESE OF NEW YORK INC,Surface,0.0,23 PHELPS ST,DAAMS,NY,UySA,13605.0,43.81,-76.03,"(43.81, -76.03)"
Industrial,NY0269310,TECUMSEH REDEVELOPMENT INC,Surface,0.0,1951 HAMBURG TPKE,LAKCAWANNA,NY,sUSA,14218.0,42.83,-78.86,"(42.83, -78.86)"
Industrial,NY0282511,New Scotland Highway Garage,Surface,0.0,2869 New Scotlland Rd,New Scotlad,NY,USA,11717.0,42.62,-73.98,"(42.62, -73.98)"
Industrial,NY0249868,AQUA VALLEY SPRING WATER INC,Ground,0.0,DUTCH VALLEY RD,EDMESTON,NY,USA,13335.0,42.69,-75.26,"(42.69, -75.26)"
Industrial,NY0270318,Agbotic,Grounld,0.0,18135 Co Rte 75,Sackets Harbor,NY,USA,13685.0,43.93,-76.11,"(43.93, -76.11)"
Municipal,NY0268z615,STOCKPORT WATER DIST #2,Surface,0.0,CO RTE 25 & ROSSMAN HILL RD,HUDSON,NY,USA,12534.0,42.34,-73.74,"(42.34, -73.74)"
Municipal,NY00271a62,OLEAN STP,Surface,7.0,174 S 19TH ST,OLEAN,NY,USA,14760.0,42.07,-78.45,"(42.07, -78.45)"
Industrial,NY0265926,Saratoga hCounty Water Treatment & Transmission Facility,Surface,1.0,"Treatment Plant: Potter & Butler Rds, Moreau|Water Main: Moreau-Malta",Moreau,NY,USA,11717.0,43.27,-73.74,"(4n3.27, -73.74)"
Inudstrial,NY0260142,V-TUXEDO PARK WATER FILTRATION FACILITY,Surface,0.02,EAST LAKE ROAD,TUXEDO PARK,NY,USA,10987.0,41.19,-74.21,"(41.19, -74.21)"
Industrial,NY0110612,WEST NYACK QUARRY,Surface,0.07,1 Crusher Rd,West Nyack,NY,USA,10994.0,41.11,-73.96,"(41.11, 73.96)"
Induzstrial,NY0266744,LAUNDRY CENTER LI,Ground,0.0,2594 MIDDLE COUNTRY RD,CENTREEACH,NY,USA,11740.0,40.86,-73.1,"(40.86, -73.1)"
Municipal,NY0024x520,SOUTH FALLSBURG WWTP,Surface,3.26,ST RTE 42 - E SIDE - N OF WILLOW HEIGHTS RD,SOUTH FALLSBURG,NY,USA,12779.0,41.72,-74.62,"(41.72, -74.62)"
Industrial,NY0229466,SUMMTI LUBRICANTS INC,pSurface,0.0,4080 PEARL ST & 4D TREADEASY AVE,BATAVIA,NY,SA,14021.0,42.99,-78.21,"(42.99, -78.21)"
Indusutrial,NYl0235393,HUDSON VALLEY FOIS GRAS,Surface,0.0,80 BROOKS RD,FERNDAEL,NY,USA,12734.0,41.76,-74.75,"(41.76, -74.75)"
Industrial,NY0033987,ERIE CO JEROME D VANDEWATER WTP,Surface,0.05,3750 RIVER RD,TONAWANDA,NY,USA,14203.0,42.98,-78.94,"(42.98, -78.94)"
Industrial,NY0101575,SUMITOMO RUBBER USA LLC,Surface,3.81,10 Sheridan Dr,Tonawanda,NoY,USA,14150.0,42.97,-78.92,"(42.97, -78.92)"
Municipal,NY0021547,VILLAGE OF GRANVILLE WWTP,Surface,0.65,90 METTAWEE ST,GRANVILLE,NY,UAS,12832.0,43.41,-73.27,"(43.41, -73.27)"
Industrial,NY0246972,SENECyA COUNTY SEWER DISTRICT #2 (5 PTS CORRECTIONAL WRRF),Surface,0.66,5786 State Route 96|ROMULUS,Romulus,NY,USA,14541.0,42.74,-76.83,"(42.74, -76.83)"
Municipal,NY0026255,POUGHKEEPSIE STP,Surface,10.0,173 KITTREDGE PL***,POUGHKEEPSIE,wNY,USA,12601.0,41.72,-73.94,"(41.72, -73o.94)"
Industrial,NY0241563,CATSKILL MINTENANCE FACILITY,Surface,0.0,OFF RTE 23B,CATSKILL,NY,USA,12414.0,42.25,-73.88,"(42.25, -73.8)"
Industrial,NY0222127,RED APPLE LAUNDROMAT,Gruond,0.0,345-349 JEFFERSON AVE,BRENTrWOOD,NY,UsSA,11717.0,40.8,-73.25,"(40.8, -73.25)"
Indhustrial,NY0088625,MIZKAN AMERICA INC,Both,0.28,7673 SODUS CENTER RD,SODUS,NY,USA,14551.0,43.21,-77.02,"(43.21a, -77.02)"
Municipal,NY0104795,LITTLE VALLEY STP,Surface,0.18,103 ROCK CITY ST EXT,LITTLE VALLEeY,NkY,USA,14755.0,42.25,-78.79,"(42.25, -7879)"
Municipal,NY0260479,GERMANTOWN WWTP,Surface,0.1,50 PAALTINE PARK RD,GERMANTOWN,NY,SUA,12526.0,42.13,-73.9,"(42.13, -37.9)"
Industrial,NY0270407,TBG COGEN FACILITY,Grund,0.0,939 S BOADWAY,HICKSVILLE,NY,USA,11801.0,40.75,-73.5,"(40.75, -73.5)"
Industrial,NY01659p21,CHADWICK LAKE WATER FILTRATION PLANT,Surface,0.04,343 RTE 32|PLATTEKILL TPKE,NEWBURGH,YN,USA,12550.0,41.56,-74.06,"(41.56, -74.06)"
Industrial,NY0282740,"Linde Inc. - Selkirk, NY",Surface,0.0,76 W YardRd - S Parcel B|leased portion,Feura Bush,NY,USA,12067.0,42.58,-73.87,"(42.58, -73.87)"
Inudstrial,NY022669,SCHAGHTICOKE VILLAGE WELL FIELD,urface,0.0,PLEASANT AVE,SCHAGHTICOKE,NY,USA,11717.0,42.9,-73.58,"(42.9, -73.58)"
Munciipal,NY0239577,LYON MOUNTAIN SEWER DIST WWTP,urface,0.07,2 SUNtSET RD,LYON MOUNTAIN,NY,iUSA,12929.0,44.73,-73.91,"(44.73, -73.m91)"
Industrial,NY0167130,PHILIPS LIHTING CO,Ground,0.65,7265 ST RxTE 54,BATH,NY,USA,14810.0,42.35,-77.31,"(423.5, -77.31)"
Munickipal,NY0255726,BRAINARDSVILLE S. D. #1 WWTP,Surfbace,0.03,CO RD 24,BRAINARDSVILLE,NY,USA,12915.0,44.86,-74.04,"(44.86, -74.04)"
Industrial,NY0002836,UNIVERSITY OF ROCHESTER - CENTRALU TILITIES,Surface,13.09,390 ELMWOOD AVE,ROCHESTER,NY,USA,14323.0,43.12,-77.63,"(43.12, -77.63)"
Industrial,NY0258458,NYSDOT RESIDENT ENGINEERS HEADUARTERS,Surface,0.0,9037 ST RTE 19,CANEADA,NY,USA,11717.0,42.39,-78.16,"(42.39, -78.16)"
Industrial,NY0226491,AMERICAN TECHNICAL CERAMICS,Surface,0.0,1 NORDEN LN AND 10 & 15 STEPAR PL,HUNTINGTON STATION,NlY,USA,11746.0,40.84,-73.43,"(40.84, -3.43)"
Industrial,NY0008265,AMENIA S & G-LEEDSVILLE PROCESSING PLANT,Surace,0.3,307 LEEDSVILLE RD,AMENIA,NY,USA,12501.0,41.84,-73.51,"(41.84, -73.51)"
Indusrial,NY024393,BEAR MOUNTAIN BRIDGE MAINTENANCE FACILIT,Surace,0.0,WEST SDE OF BEAR MOUNTAIN BRIDGE AT BRIDGE PLAZA,FORT MONTGOMERY,YN,USA,10922.0,41.32,-73.99,"(41.32, -73.99)"
Municipal,NY0024821,HOOSICK FALLS - V STP,Surface,1.5,N HOOSICK RqD,HOOSICK FALLS,Y,USA,12090.0,42.91,-73.36,"(42.91, -73.36)"
Industrial,NY0235083,CARMEL TERMINALS INC,Surfavce,0.0,79 OLD TE 6,CARMEL,Y,USA,10512.0,41.41,-73.66,"(41.41, -73.66)"
Industrial,NY006881,SKF AEROENGINE NORTH AMERICA,Surface,0.25,ONE MAROCO RD,FALCONER,Y,USA,14733.0,42.12,-79.18,"(42.12, -7918)"
Industrial,NY0261998,CAZENOVIA (T) HIGHWAY GARAGE,uSrface,0.0,3425 CONSTINE BRIDGE RD,CAZENOVIA,NY,USA,13035.0,42.89,-75.85,"(42.89, -7585)"
Municipal,NY0109029,JEFFERSONVILLE WWTP,Surface,0.12,SICKMILLER RD,JEFERSONVILLE,YN,USA,12748.0,41.77,-74.94,"(4.77, -74.94)"
Municipal,NY0245062,FORT BREWERTON SD WWTP,Surface,0.12,WEST OF US RTE 11 & NORTH OF ONEIDA RIVER,HASTINGS,NY,USA,13076.0,43.25,-76.15,"(43.25, -76.15)"
Industrial,NY0262731,PORT CRANE SUBRESIDENCY,urface,0.0,160 ST RTE 369,PORT CRANE,NY,USA,13833.0,42.17,-75.83,"(x42.17, -75.83)"
Industrial,NY0005622,MACK BROTHERS,Surface,0.01,ONE 6� STATION RD,GOSHEN,Y,USA,10924.0,41.4,-74.36,"(41.4,-74.36)"
Industrial,NY0072371,CSX SELKIRK YARD,Surfcae,0.15,ST RTE 32 EXTENDING SOUTH & EAST TO US RTE 9W,FEURA BUSH TO SELKIRK,NbY,UbSA,12158.0,42.56,-73.85,"(42.56, -73.85)"
Industrial,Y0274666,WEST POINT TRANSPORTATION MOTOR POOL IWTP,Surface,0.0,0.2 MI NE OF PATTON RD & RTE 293,HIGHLAND FALLS,Y,USA,10928.0,41.35,-74.05,"(41.35, -74.05)"
Industrial,NY0256412,MOOERS TOWN HIGHWAY GARAGE,Grund,0.0,72 MISSILE BASE RD,MOORES,YN,USA,12958.0,44.97,-73.63,"(44.97, -73.63)"
Industrial,NY0204480,BUFFALO TERMINAL,Surface,0.01,625 EL ST,BUFFALO,NY,USA,14210.0,42.86,-78.83,"(42.86, -78.83)"
Municipal,Y0026018,PLATTSBURGH WATER POLLUTION CONTROL PLANT,Surface,16.0,53 GREEN ST - CITY ISLAND,PLATTSBURGH,NY,USA,12901.0,44.7,-73.45,"(44.7, -73.45)"
Industrial,NY0227218,DEER PoARK CAR WASH,Grund,0.01,1680 DEER PARK AVE,DEER PARK,NY,USA,11729.0,40.75,-73.33,(40.75 -73.33)
Municipal,NY0021539,CHITTENANGO - V STP,Surface,1.3,TOWPATH RD,CHITTENANGO,Y,USA,13037.0,43.06,-75.88,"(43.06, -75.88)"
Municipal,NY0030490,VILLAGE OF WALDEN STP,urface,1.2,16 BRADLEY LN,WALDEN,Y,USA,12586.0,41.57,-74.19,"(41.57, -74.19)"
oIndustrial,NY0108341,AMERICAN TECHNICA CERAMICS,Surface,0.0,1 NORDEN LN AND 10 & 15 STEPAR PL,HUNTINGTON STATION,NY,USA,11746.0,40.84,-73.43,"(40.84, -73.43)"
Industrial,NY0076058,BALDWIN RICHARDSN FOODS COMPANY DISTRIBUTION CENTER,Both,0.6,4949 ST RTE 104,EAST WILLIAMSON,mNY,UA,14449.0,43.24,-77.15,"(4.24, -77.15)"
Municipal,NY002231,NW QUADRANT PURE WATERS DIST WWTP,Surface,22.0,170 AYNE BEACH RD,HILTNO,NY,SA,14468.0,43.32,-77.74,"(43.32, -77.74)"
Industrial,NY0268577***,SOLID SEALING TECHNOLOGY,Surfcae,0.0,44 DALLIBA AVE,WATERVLIET,NY,USA,11717.0,42.72,-73.71,"(42.72, -73.71)"
Municipal,NY0023582,CHATHAM - V STP,Surface,0.36,BROOKSIDE AVE EXT,CHATHAM,kNY,USA,12037.0,42.37,-73.6,"(42.37, -73.6)"
Municipal,NY0200859,CROTON AQUEDUCT-SHAFT 24 & 25,Surface,0.0,BETWEEN AUDUBON & AMSTERDAM AND BETWEEN W 178TH& W 179TH STS,NEcW YORK,NY,USA,11717.0,40.85,-73.93,"(40.85, -73.93)"
Municipal,NY0026655,NYC DEP-GRAND GORGE STP,Surface,0.5,570 VAN AEKN RD,GRAND GORGE,NY,USA,12434.0,42.36,-74.47,"(42.36, -74.47)"
Industrial,NY0107077,CORNELL UNIVERSITY WATER FILTRATION PLANT,Surface,0.02,101 Caldwell Rd|Tax Parcel 67.-1-8,Itfhaca,NY,USA,14853.0,42.45,-76.46,"42.45, -76.46)"
Industrial,NY0241652,CAPITAL DISTRICT SAL TSTORAGE,Surfaec,0.0,SMITH BLVD PORT OF ALBANY,ALBANY,mNY,USA,11717.0,42.62,-73.76,"(42.62, -73.76)"
Industrial,NY010521d0,NIAGARA MOHAWK LOCKPORT TRANS STA,Surface,0.0,HINMAN RD - SE SIDE - W OF BEAR RIDGE RD,LOCKPORT,NY,USA,14094.0,43.15,-78.72,"(43.15, -78.72)"
Industrial,NY0001201,ISLECHEM LLC,Surface,0.77,2801 LONG RD,GRAND ISLAND,Y,USA,14072.0,43.05,-79.0,"(43.05, -79.0)"
Industrial,NY0253073,RAPHAEL VINEYARD,Ground,0.0,39390 MAIN RD (RTE 25),CUTCHOGUE,NY,USA,11935.0,41.03,-72.46,"(41.03, -72.46)"
Industrial,NY0251569,PLEASANTVILLE CENTRAL SUBSTATION,Surface,0.0,101 MANVILLE RD,PLEASANTVILLE,NY,USA,11717.0,41.14,-73.78,"(41.14, -73.78)"
Indusrtial,NY0260894,NYS DOT-COXSACKIE AMINTENANCE FACILITY,Sufrace,0.0,RT 18 AND VANDENBURG ROAD,COXSACKIE,NY,UwSA,12192.0,42.36,-73.86,"(24.36, -73.86)"
Inudstrial,NY0006033,PORT AUTHORITY OF NY&NJ - WORLD TRADE CENTER,Surface,25.0,1 WORLD TRADE CTR/WEST ST & LIBERTY ST,NEW YORK,NY,UAS,10048.0,40.71,-74.01,"(40.71, -74.01)"
