X,Y,OBJECTID,MAP,MAP_NUMBER,SITE_NAME,PUBLIC_PRI,BOATING_MA,CAMPING,FIELD_SPOR,COURT_SPOR,GOLF,SWIMMING,TRAIL,PICNIC_PLA,SKIING,FIPS_CODE,DATE_,ALT_NAME,S_ADDRESS,S_TOWN,S_PHONE,CONTACT,ORGANIZ,CO_ADDRESS,CO_TOWN,CO_STATE,CO_ZIP,CO_PHONE,CO_FAX,OPERATOR,A_ARCHTARG,B_BASESOFT,C_BICYCL,D_BOATMTR,E_BOATNMTR,F_CAMP,G_FISH,H_FTSOCLAC,I_GOLF,J_HIKING,K_HISTIMP,L_HORSRID,M_HUNT,N_ICESKAT,O_INSKAT,P_MTRCYL,Q_MTBIKE,R_NATATTR,S_NATOBSER,T_ORGEVENT,U_PICNIC,V_SKIDOWN,W_SKICROSS,X_SKINSCUB,Y_SLIDE,Z_SNOWMOB,AA_SNOWSHO,AB_SWIMPOO,AC_SWIMLAK,AD_SWIMRIV,AE_TENNIS,AF_VOLLEY,AG_WALKJOG,AH_O1_YN,AH_OTHR1,AI_O2_YN,AI_OTHR2,ENTERPRISE,ENT_OTHR,ACREAGE,N_PARKSUM,N_PARKWIN,Q_WATACC,WATER_NM,Q_AMUSE,Q_NATRCENT,N_CARLAUND,N_PAVERAMP,N_GRAVRAMP,N_BOATSLIP,N_MOORING,N_DRYDOCK,Q_TRANSIEN,Q_PUMPING,Q_BOATRENT,N_TENTS,N_SHELTER,N_WINCABIN,N_VEHICLE,Q_SEWERAGE,N_ELECTRY,N_WATER,N_BOTH,Q_GROUP,Q_PRIM,Q_WINCAMP,TOTALFLDS,Q_BASEB,Q_SOFTB,Q_LITLEA,Q_SOCCR,Q_FOOTB,OTHFLD,TOTALCRTS,Q_TENNIS,Q_BASKET,Q_VOLLEY,OTHCRTS,Q_PICNIC,Q_PICSHEL,PLYGND,N_REGHOLES,N_PAR3HOLE,Q_DRIVING,Q_MINATURE,F_BEACH,N_OUTPOOLS,SKITYPE,N_DOWNHILL,N_LIFTS,Q_SNOWMAKE,N_XCSKI,M_TRLTOTAL,Q_HIKING,Q_BIKING,MOUNTBIK,Q_ATV,Q_SNOWMOBL,Q_XSKI,Q_HORSEBK,CNTYCODE,NAME
454734.03,75748.1799999997,1987,0,180O,DANA THOMPSON RECREATION AREA,1, , ,Y,Y, ,Y, ,Y,Y, , , , , , ,STEVE GERRIAK, ,PO BOX 909,MANCHESTER CTR,VT,05255,802-362-1439,362-0200,4, ,X,X, , , , ,X, , ,X, , ,X,X, ,X, , ,X,X, ,X, , ,X,X,X, , ,X,X,X, , , , ,14, ,75,250,50, , ,Y, ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,8,Y,Y,Y,Y, , ,4,Y,Y,Y, ,Y,Y,Y,0,0, , ,0,1,2,0,0, ,0,0, , , , , , , ,3,BENNINGTON
453033.88,73898.4600000009,1988,0,180R,BURR BURTON SEMINARY,1, , , , , , , , , , , , , , , ,STEVE HOUGHTON, ,BOX 463,MANCHESTER,VT,05255, , ,8, ,H, , , , , ,H, , , , , , , , , , , , , , , , , , ,X, , , , , ,X, , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
453069.31,72548.5500000007,1989,0,180U,MANCHESTER ROD & GUN CLUB,2, , , , , , , , , , , , , , , ,STAN ZECHER, ,P.O. BOX 289,MANCHESTER CTR,VT,05255,802-362-1635, ,9,H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, ,2,40,40, , , ,Y,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
453376.22,82395.3699999992,1990,0,180K,BLACK ROCK CONSERVATION SITE,1, , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
454722.19,82655.1199999992,1991,0,180H,DORSET TOWN FOREST,1, , , , , , ,Y, , , , , , , , ,TOWN MANAGER, ,PO BOX 715,DORSET,VT,05251,802-362-4571, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , ,7, ,28,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,6, , , , , , , ,3,BENNINGTON
454084.63,80364.6099999994,1992,0,180G,DORSET ELEMENTARY SCHOOL,1, , ,Y,Y, , , , , , , , , , , ,TIM BEERS, ,RR1 BOX 290,DORSET,VT,05251,362-2606,802-362-0894,7, ,H, , , , , ,H, ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,15,37,37, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1,Y,Y,Y,Y,Y, ,0, ,Y, , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
450298.63,81151.7300000004,1993,0,180L,MOTHER MYRICK TRAILHEAD,1, , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
459513.69,82324.2400000002,1994,0,181J,MAD TOM BROOK TRAIL,1, , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
437382.88,33777.6899999995,1995,0,202A,NORTH POWNAL BALL FIELD,1, , ,Y, , , , , , , , , , , , ,TOWN CLERK, ,PO BOX 411,POWNAL,VT,05261,802-823-7757, ,4, ,X, , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1,Y, , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
441323.59,41059.9399999995,1996,0,203G,SOUTHERN VT COLLEGE,1, , ,Y, , , , ,Y,Y, , , , , , ,DR. WILLIAM A GLASSER, ,FOOT HILLS RD,BENNINGTON,VT,05201,442-5427, ,8, , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , ,11, ,200,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,3,Y,Y, ,Y, , ,0, , , , ,Y, , ,0,0, , ,0,0,2,0,0, ,0,0, , , , , , , ,3,BENNINGTON
444619.13,34820.9100000001,1997,0,203D,SOUTH STREAM WMA,1, , , , , , , , , , , , , , , , ,FPR-PITTSFORD, , , , , , ,1, , , , ,X, ,X, , , , , ,X, , , , ,X,X, , , , , , , , , , , , , , , , , , ,13, ,130,5,0, ,SOUTH STREAM, , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
442982.25,32461.0299999993,1998,0,203C,PINE HOLLOW CAMPGROUND,2, ,Y, , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,5,0,0,50, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
442129.03,34868.0299999993,1999,0,203B,SHADY ACRES CAMPGROUND,2, , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
441296.66,33640.2300000004,2000,0,203A,POWNAL ELEMENTARY SCHOOL,1, , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
438938.22,32877.1500000004,2001,0,203F,CEDAR HILL FARM,2, , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
439867.75,29478.2100000009,2002,0,203E,GREEN MTN RACE TRACK FIELD,2, , , , , , , , , , , , , , , ,JOHN TIETGENS, ,PO BOX 397,POWNAL,VT,05261, , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
445183.38,52321.1099999994,2003,0,195B,HOLYSMOKE CAMPS,1, , ,Y, , ,Y, , , , , , , , , ,TULIANNA GARCES, ,RR 2 BOX 112,SHAFTSBURY,VT,05262,442-7435, ,8, , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,60,30,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , ,Y, , ,0, , , , , , , ,0,0, , ,0,1,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
444061.72,51325.6300000008,2004,0,195I,ROD HALE MTN. GUN CLUB,1, , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
439581.38,52894.1899999995,2005,0,195G,SCHURINK STABLE,2, , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
439573.28,53031.5,2006,0,195H,DORNHOF FARM,2, , , ,Y, , ,Y, , , , , , , , ,HENDRICK SCHURINK, ,317C LA CLAIRE ROAD,SHAFTSBURY,VT,05262, , ,10, , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , ,12, ,9,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , ,RIDING STABLES, , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , ,Y,3,BENNINGTON
440195.25,51585.6699999999,2007,0,195F,KIMBERLY FARMS,2, , , , , , , ,Y,Y, , , , , , ,VALERIE SCHEMETH, ,"RR1 BOX 345, MYERS RD",SHAFTSBURY,VT,05262,442-4354,442-4675,10, , , , , , ,X, , ,X,X,H, , , , , , , , ,H, ,X, , , ,X, , , , , ,X, , , , ,12, ,24,30,10,Y, , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , ,Y, , ,0,0, , ,0,0,2,0,0, ,0,0, , , , , , , ,3,BENNINGTON
442061.13,49921.7599999998,2008,0,195C,SHAFTSBURY ELEMENTARY SCHOOL,1, , , , , , , , , , , , , , , ,NORMA MCSHAWE, ,EAST ST.,SHAFTSBURY,VT,05262,442-4373,442-3588,7, ,X, , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,7,50,50, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
442925.38,50083.3200000003,2009,0,195D,HOWARD PARK,1, , ,Y,Y, , ,Y,Y,Y, , , , , , ,LINDA WEBER,SHAFTSBURY RECREATION COMMITTEE,RR1 BOX 475,N.BENNINGTON,VT,05257,802-442-8042, ,4, ,H,X, , , ,H,X, ,X, , ,X,X, , , , ,H,H,H, ,X, ,X, ,X, , , ,X, ,X, , , , ,11, ,60,200,100, , ,Y, ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,5,Y,Y,Y,Y, , ,3,Y,Y, , ,Y, ,Y,0,0, , ,0,0,2,0,0, ,1,2,Y,Y, , , ,Y, ,3,BENNINGTON
441875.34,49315.9600000009,2010,0,195E,CLEVELAND AVE PARK,1, , , , , , , ,Y, , , , , , , ,LINDA WEBER,SHAFTSBURY RECREATION COMMITTEE,RR1 BOX 475,N.BENNINGTON,VT,05257,802-442-8042, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
439791.41,48338.5700000003,2011,0,195T,LAKE PARAN,1,Y, , , , ,Y, ,Y, , , , , , , ,NADINE WISHER,LAKE PARAN RECREATION,P.O. BOX 393,BENNINGTON,VT,05257,802-422-1043, ,8, , , , , , ,H, , , , , , ,H, , , , , , , , , , , , , , ,H, , , , , , , , ,3, ,6.5,100,0,Y,LAKE PARAN, , ,0,1,0,0,0,0, , ,Y,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , ,Y,Y, ,0,0, , ,500,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
439209.84,48031.6199999992,2012,0,195S,N. BENNINTON GRADED SCHOOL,1, , , ,Y, , , , , , , , , , , ,ERNEST LAFONTAINE, ,SCHOOL ST,N. BENNINGTON,VT,05257,442-5955, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0.78,14,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, ,Y, , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
439024.06,47886.2300000004,2013,0,195U,PARK MCCOULLOUGH HOUSE,1, , , , , , ,Y, , , , , , , , ,FUND OF N. BENNINGTON,FRIENDS OF THE WOODS,PO BOX,N BENNINGTON,VT,05257, , ,8, , , , , , , , , ,X,X, , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,2,20,20, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,1,Y, , , , , , ,3,BENNINGTON
439787.88,46800.6600000001,2014,0,195R,BENNINGTON COLLEGE,1, , ,Y,Y, , , , , , , , , , , ,ERIC MARCHESE, ,BENNINGTON COLLEGE,BENNINGTON,VT,05201,447-*4269, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1, , , ,Y, , ,3,Y,Y,Y, , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
442150.38,47440.5500000007,2015,0,195Z,SUNSET PLAYGROUND,1, , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
443475.84,44716.0099999998,2016,0,195X,WILLOW PARK,1, , ,Y,Y, , , ,Y, , , , , , , ,JULIE TRAHN, ,205 SOUTH ST,BENNINGTON,VT,05257,802-442-1043, ,4, ,X,X, , , , ,X, , , , , , , , ,X, , ,X,X, , , ,X, , , , , , ,X,X, , , , ,14, ,50,50,50, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,4,Y,Y, , , , ,3, , ,Y, ,Y,Y,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
442576.41,44418.7899999991,2017,0,195L,MOLLY STARK SCHOOL,1, , ,Y,Y, , ,Y,Y, , , , , , , ,SUE MAGUIRE, ,WILLOW RD.,BENNINGTON,VT,05201,442-2692, ,7, ,H, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,H, , , , , , ,11, ,12,100,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1, , , , , , ,2,Y, , , ,Y, ,Y,0,0, , ,0,0,0,0,0, ,0,600, , , , , , , ,3,BENNINGTON
443483.66,43589.75,2018,0,195Y,LITTLE LEAGUE FIELD,1, , ,Y, , , , , , , , , , , , ,JULIE TRAHN, ,205 SOUTH ST,BENNINGTON,VT,05257, , ,4, ,X, , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, ,10,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,2,Y,Y, , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
442889.25,43245.5999999996,2019,0,195W,DEER PARK,2, , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
443468.03,43143.9299999997,2020,0,195P,MT ANTHONY SR USHD #14,1, , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
443100.44,42588.6199999992,2021,0,195M,CATAMOUNT ELEMENTARY SCHOOL,1, , , , , , , , , , , , , , , ,TOM GALLAGHER, ,S STREAM RD,BENNINGTON,VT,05201,447-7543, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,70,70, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
443311.63,42784.1500000004,2022,0,195O,SACRED HEART SCHOOL,1, , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
443303.78,42549.5199999996,2023,0,195N,BENNINGTON ELEMENTARY SCHOOL,1, , ,Y,Y, , ,Y,Y, , , , , , , ,DAVE SPRAUGE,BSD,PARK STREET,BENNINGTON,VT,05201,442-5256, ,7, ,H,X, , , , ,H,H, , , , , , , ,H, , ,H, , , , , , , , , , ,H,H,H, ,PROJECT ADVENTURE, , ,0, ,7,30,30, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1,Y,Y,Y,Y,Y, ,0,Y,Y,Y, ,Y, ,Y,0,0, , ,0,0,0,0,0, ,0,0.25,Y,Y,Y, , , , ,3,BENNINGTON
443616.66,42267.9600000009,2024,0,195J,MT ANTHONY MIDDLE SCHOOL,1, , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
444046.81,42518.2400000002,2025,0,195V,BENNINGTON REC CENTER,1, , ,Y,Y, ,Y, ,Y, , , , , , , ,JULIE TRAEH, ,205 SOUTH ST,BENNINGTON,VT,05257,802-442-1043, ,4, ,X, , , , , ,X, , , , , , , , , , , , , , , , , , , ,X, , ,X, , , , , , ,14, ,5,50,50, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,2,Y,Y, ,Y, , ,4,Y, ,Y, ,Y, ,Y,0,0, , ,0,1,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
441927.25,42979.6600000001,2026,0,195K,MONUMENT SCHOOL,1, , ,Y,Y, , , ,Y, , , , , , , ,ROBERT MARCOUX,MONUMENT ELEMENTARY,W. MAIN ST.,BENNINGTON,VT,05201,447-7979,802-442-2822,7, ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PLAYGROUND, , ,6, ,3,30,30, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1, , ,Y, , , ,0, ,Y, , , , ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
447813.38,66637.4800000004,2027,0,187H,WAGON WHEEL AA,1,Y, , , , , , , , , , , , , , , ,FPR-PITTSFORD, , , , , , ,1, , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,05,0.6,3,0,Y, , , ,1,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
447578.5,67188.2899999991,2028,0,187J,FISHER PINES NATURAL AREA,1, , , , , , ,Y, , , , ,FISHER-SCOTT NATURAL AREA, , , , ,FPR-PITTSFORD, , , , , , ,1, , , , , , , , , ,X,X, , , , , , ,X,X, , , , , , , , , , , , , , , , , , ,13, ,22,2,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0.3,Y, , , , , , ,3,BENNINGTON
446922.41,64693.4700000007,2029,0,187I,ARLINGTON RECREATION & PARK,1, , ,Y,Y, , , ,Y, , , , , , , ,HENRY COLEY, ,RR 2 BOX 1855,ARLINGTON,VT,05252, , ,4, ,X, , , , , ,X,X, , , , ,X, , , , , , ,X, ,X, , , ,X, ,X, ,X,X,X, , , , ,98, ,27,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,6,Y,Y,Y,Y, , ,6,Y,Y,Y, ,Y,Y,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
446444.5,64199.3599999994,2030,0,187B,PUBLIC CANOE ACCESS,1, , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
445739.81,64239.8599999994,2031,0,187K,WALKER CANOE ACCESS,1, , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
445658.81,64458.5500000007,2032,0,187L,THE STATE TREE,2, , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
446039.5,63356.9499999993,2033,0,187D,HOWELL'S CAMPING AREA,2, ,Y, , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,10,0,0,78, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
446719.91,63105.8599999994,2034,0,187F,FISHER SCHOOL,1, , , ,Y, , , ,Y, , , , , , , ,THERESA MULHOLLAND,FISHER SCHOOL,EAST ARLINGTON ROAD,ARLINGTON,VT,05250,375-6409,375-1544,7, , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , ,11, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,1,Y, , , , , ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
446954.81,63016.7599999998,2035,0,187E,ARLINGTON MEMORIAL HIGH SCHOOL,1, , ,Y,Y, , , ,Y, , , , , , , ,JOHN WERNER, ,RD1 BOX1350,ARLINGTON,VT,05250,375-2589,375-2358,7,H,H, , , , , ,H, , , , , , , , , , , , , , , , , , , , , , ,H,H, , , , , ,11, ,5,100,100, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,3, ,Y, ,Y, , ,2,Y,Y, , , , ,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
443058.72,59501.3000000007,2036,0,187G,ARLINGTON SF,1, , , , , , , , , , , , , , , , ,FPR-PITTSFORD, , , , , , ,1, , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , ,13, ,225,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,3,BENNINGTON
444589.63,58245.8100000005,2037,0,187M,LAKE SHAFTSBURY STATE PARK,1, ,Y, ,Y, ,Y,Y,Y, , , , , , , , ,FPR-PITTSFORD, , , , , , ,1, , ,X, ,X, ,X, , ,X, , , , , , , , ,X, ,H, , , , , , , ,X, , ,X,X, , , , ,14, ,84,85,0,Y,LAKE SHAFTSBURY, ,Y,0,0,0,0,0,0, , , ,0,15,0,0, ,0,0,0,Y, , ,0, , , , , , ,1, , ,Y, ,Y,Y,Y,0,0, , ,300,0,0,0,0, ,0,0.8,Y, , , , , , ,3,BENNINGTON
