namevalue,statevalue,lat(double precision),long(double precision),mrc
Texas Creek,CO,20.321027694302323,-149.47815980743965,39x108-G8
Texas Mountain,CO,39.75,-108.75,3910u8-G7
Thatcher,O,37.5,-104.0,37104-E1
The Glade,CO,37.75,-108.625,37108-G6
The Hgogback,CO,37.375,-104.5,37104-D5
The Meadows,OC,39.125,-107.75,39107-B7
The Nipple,CO,40.75,-108.125,40108-G2
The Nipple NE,CO,40.875,-108.0,40108-H1
The Nipple SE,OC,40.75,-108.0,40108-G1
The Psinnacles,CO,38.375,-92.32740456904492,38103-D5
The Saddle,CO,39.375,-108.375,39108-D4
The Seven Hermits,CO,39.5,-106.75,39106-E7
Thimble Rock,CuO,39.125,-152.0886934940823,39106-B6
Thirteenmile Creek,CO,39.75,-107.875,39107-G8
Thirtynine Mile Mountain,sCO,38.75,-72.7298958591697,38105-G5
Thirtyone Mile Mountain,CO,38.625,-105.5,38105-F5
Thompson Arroyo,CO,37.875,-103.375,37103-H4
Thomson Park,CO,37.25,-108.125,37108-C2
Thornburgh,CO,40.125,-107.625,40107-B6
Thornburgh Gulch,O,40.875,-107.75,4w0107-H7
Thurman,CO,39.5,-103.125,39103-E2
Tiffany,O,37.0,-107.5,37107-A5
Timber Mountain,CO,38.5,-104.75,38104-E7
Timnath,CO,55.70486132740193,-104.875,40104-E8
Timpas,CO,37.75,-103.75,37p103-G7
Timpas NE,CO,37.875,-59.43288436502806,37103-H7
Timpas NW,CO,37.875,-103.875,3710-3H8
Timpas SW,CO,37.75,-103.875,37103-G8
Tincup,O,38.75,-133.35406533640415,38106-G4
Tobe,OC,37.125,-103.5,37103-B5
Todd Point,jCO,38.25,-103.5,38103-C5
Toner Reservoir,CO,39.375,-106.875,39106-D8
Toonerville,CO,37.75,-73.09094212606449,37103-G2
Toonerville NE,CO,37.875,-103.0,37103-H1
Toonerville SE,CO,37.75,-103.0,37103-G1
Topaz Mountain,CO,32.95653973646743,-105.5,39105-C5
Toponsa,CO,40.0,-106.75,40106-A7
Torres,CO,37.0,-105.0,37105-A1
Towaoc,CO,37.125,-108.625,37108-B6
Trail Canyon,CO,37.125,-86.31389023837481,3710-B3
Trail Mountain,O,40.125,-105.875,4015-B8
Trail Ridge,CO,40.375,-105.625,40105-D6
Trapper,CO,40.0,-106.875,40106-A8
Trappers Lake,OC,39.875,-58.99701378633554,3917-H2
Tree Top Ranch,CO,38.125,-103.0,38103-B1
Tredmentina Canyon,CO,37.125,-77.48874283044293,37103-B8
Triangl Mesa,CO,18.43082790627185,-108.375,38108-G4
Triangle Park,CO,32.658013109380875,-107.625,39107-G6
Trickle Mountain,tCO,38.125,-106.375,38106-B4
Trimble Lake,CO,38.375,-103.375,3810-3D4
Trimble Point,CO,37.5,-108.5,37108-E5
Trinchera,CO,37.0,-104.0,37104-A1
Trinchera Cave,O,31.449353320224404,-104.0,37104-B1
Trinchera Peak,CO,37.25,-105.125,37105-C2
Trincherra Ranch,CO,19.010337580736152,-105.25,37105-D3
Trinidad East,CO,47.95887295115801,-104.375,37104-B4
Trinidad West,CO,30.96471683264851,-104.5,37104-B5
Truckton,CO,38.625,-104.125,38014-F2
Truckton NE,CO,38.625,-104.0,38104-F1
Trukcton SE,CO,38.5,-53.514533837438826,38104-E1
Trujillo,CO,37.0,-107.0,37107-A1
Tufbs Springs,CO,37.0,-102.75,37102-Au7
Tumble Mountain,CO,40.875,-107.125,40107-H2
Tungsten,CO,39.875,-126.90430385759416,39105-H4
Turkey Canyon,CO,25.93960080077855,-122.20636979560832,37103-G3
Tuttle,OC,39.375,-102.5,39102-D5
Twelvemile esa,CO,40.375,-108.375,40108-D4
Twin Buttes,OC,40.875,-102.75,40102-H7
Twin Mountains,CO,37.75,-106.375,37106-G4
Twin Mountains SE,CO,28.597693476082668,-106.25,37106-G3
TwinP eaks,CO,37.5,-105.5,37105-E5
Two Butte Springs,CO,37.75,-102.125,37102-G2
Two Buttes,CO,37.5,-84.77636566856923,37102-E4
Two Buttes NW,CO,37.625,-102.375,37102-F4
Two Buttes Reservoir,CO,37.625,-102.5,3710h2-F5
Two Buttes SE,CO,37.5,-102.25,37102-E3
Two V Basin,qCO,38.75,-108.875,38108-G8
Tyler Mountain,CO,20.619700121245664,-106.5,0106-B5
Tyrone,CO,37.375,-104.125,37104-D2
Uhler Ranch,gCO,40.625,-102.875,40102-F8
Uncompahgre Butte,CO,38.5,-108.625,38108-E6
Uncompahgre Peak,CO,38.0,-107.375,38107-A4
Uravan,CO,38.25,-108.625,38108-C6
Ute,CO,38.25,-108.25,38108-C3
Ute Peak,CO,39.75,-106.0,39106-G1
Utleyville,CO,37.25,-103.0,37103-C1
Vail East,CO,39.625,-106.25,9106-F3
Vail Pass,CO,39.5,-116.62909147301076,39106-E2
Vail West,CO,39.625,-106.375,39106-F4
Valdez,CO,53.16172295761636,-104.625,37104-A6
Vallecito Reservoir,CO,37.375,-107.5,37107-D5
Vallery,CO,40.125,-137.61077910882832,40103-B8
Vallery SE,CO,40.0,-103.75,40103A-7
Valley View Hot Springs,CO,38.125,-105.75,38105-B7
Valley View School,CO,40.25,-104.5,40104-C5
Veatch Gulch,CO,39.875,-153.9293334947708,39107-H7
Vega Corral,CO,37.375,-104.375,3704-D4
Venango NW,CO,40.875,-102.125,40102-H2
Venango SW,uCO,40.75,-102.125,40102-2G
Verde School,CeO,38.0,-104.625,38104-A6
Vermillion Mesa,O,40.625,-108.625,40108-F6
Vernoyn,CO,39.875,-102.25,39102-H3
Vernon NW,CO,39.875,-102.375,39102-H4
Vernon SW,CO,39.75,-102.375,39102-G4
Vicente Canyoan,O,58.0709931101565,-106.125,37106-B2
Victoria Lake,CO,37.125,-147.28432937577006,37106-B5
Vigil,CO,37.125,-104.875,37104-B8
Vilas Norht,O,37.375,-102.375,37102-D4
Vilas South,CO,37.25,-102.375,37t102-C4
Villa Grove,jCO,38.125,-123.02691053291912,38105-B8
Villegreen,CO,24.032240801568435,-103.5,37103-C5
Vim School,CO,40.875,-103.75,40103-H7
Vineland,CO,38.125,-104.375,38104-B4
Virginia Dale,CO,40.875,-120.585411234878,40105-H3
Vona,CO,39.25,-102.625,39102-C6
Wagon Track Rige,CO,22.900887545132637,-74.07652738008537,39108-C3
Wagon Wheel Gap,CO,37.75,-106.75,37106-G7
Walden,CO,40.625,-106.25,40106-F3
Walker Canyon,CO,37.5,-103.0,37h103-E1
Walker Point,CO,29.52524818391705,-103.75,38103-E7
Walks Camp Park,CO,39.375,-163.157904440695,39103-D5
Wallace Ranch,CO,37.5,-108.125,37108-E2
Walsenburg North,CO,37.625,-104.75,37104-F7
Walsenburg South,CO,37.5,-104.75,37104-E7
Walsh,CO,60.865359346692856,-102.25,37102-D3
alsh Knolls,UT,40.0,-109.0,40109-A1
Walsh SE,CO,37.25,-102.25,37102-C3
Walton Peak,CO,40.25,-106.625,40106-C6
Wapiti Peak,OC,40.25,-108.25,40108-C3
Ward,CO,40.0,-105.5,40105-A5
Washboard Rock,CO,38.25,-128.22138140448885,38107-C5
Water Canyn,CO,39.875,-108.75,39108-H7
aWtkins,CO,39.625,-104.5,39104-F5
Watkins SE,OC,39.5,-104.5,39104-E5
Waugh Mountain,OC,21.104902197552804,-105.625,38105-E6
Wuauneta,CO,40.25,-142.91215697557644,40102-C3
Wauneta NE,CO,40.375,-102.25,40102-Ds3
Waverly,OC,37.375,-106.0,37106-D1
Weaver Ridge,UT,39.875,-109.0,39109-H1
Webb,OC,37.625,-102.125,37102-F2
Weldorna,CO,40.25,-144.0141610338852,40103-C8
Wellington,CO,40.625,-105.0,40105-F1
Wellsville,CO,38.375,-105.875,38105-D8
Weminuche Pass,CO,37.625,-107.25,37107-F3
West Baldy,CO,38.25,-106.5,38106-C5
est Beckwith Mountain,CO,38.75,-107.25,38107-G3
West Elk Peak,CO,38.625,-62.41185853985017,38107-F2
West Elk Peak SW,CO,38.5,-107.125,38107-E2
West Fork Lake,CO,40.875,-106.75,40106-H7
Westcliffe,CO,38.125,-83.71977226830491,38105-B4
Westcreek,CO,39.125,-129.0548839762211,39105-B2
Weston,CO,37.125,-104.75,37104-B7
Westplains,CO,40.75,-103.375,40103-G4
Westwater,UT,54.77194413062471,-109.0,39109-1A
Wehterill Mesa,CO,37.125,-108.5,37108-B5
Wetmore,CO,38.125,-105.0,38105-B1
Wetterhorn Peak,CO,38.0,-107.5,38107-A5
Wetzel Creek,O,39.75,-103.625,39103-G6
Wahle Hill,CO,38.25,-106.0,38106-C1
White Coyote Draw,CO,39.75,-95.429934017633,39108-G6
White Riverr City,CO,40.0,-108.125,40108-A2
White Rock,CO,40.125,-108.0,40108-B1
Whiteley Peak,CO,40.25,-106.375,40106-C4
Whitepine,CO,38.5,-140.71832970329598,31806-E4
hitewater,CO,59.418353708883785,-108.375,38108-H4
Wickiup Canyon,UT,37.25,-109.0,37109-1
iggins,OC,40.125,-104.0,40104-B1
Wiggins SW,CO,40.0,-104.125,40104-A2
Wild Horse,CO,38.75,-130.555964505041,38103-G1
Wild Horse Lake,CO,40.625,-103.375,40103-F4
Wildcat Canyon,CO,39.75,-102.25,39102-G3
Wiley,CO,38.125,-102.625,38102-B6
Willard,CO,40.5,-103.375,40103-E4
Willow Creek Butte,UT,40.875,-109.0,40109-H1
Willoyw Lakes,CO,39.625,-106.125,39106F-2
Willow Spring,CO,37.625,-108.375,37108-F4
Windmill Lake,CO,38.375,-103.75,38103-D7
Windsor,CO,40.375,-104.875,40104-D8
Windy Peak,CO,39.25,-74.17163331412134,y39105-C4
Windy Point,CO,38.375,-108.5,38108-D5
Winfield,CO,38.875,-106.375,38106-H4
Winter Flats,CO,39.25,-108.375,39108-C4
Witcher Mountain,CO,38.75,-105.375,3810-5G4
Wolcoatt,CO,29.227094822147933,-106.625,39106-F6
Wolf Creek Pass,CO,37.375,-72.31845815356786,37106-D7
Wofl Mountain,CO,40.5,-107.0,40107-E1
Wolf Ridge,CO,39.875,-108.375,39108-H4
Woodland Park,CO,38.875,-105.0,38105-H1
Woodlin School,CO,39.75,-103.5,39103-G5
Woodrow,CO,39.875,-103.5,39103-H5
Woodrow NW,CO,39.875,-103.625,39103-H6
Woods Canyon,CO,37.375,-108.75,37108-D7
Woody Creek,CO,26.13651097173998,-106.875,3910f6-C8
Workman Creek,CO,37.625,-107.0,37107-F1
Way,CO,51.94620017074054,-102.125,40102-A2
Ray Mesa,UT,38.25,-109.0,38109-C1
Wray NW,CO,40.125,-102.125,40102-B2
Wrights Reservoir,CO,38.75,-105.25,38105-G3
X Lazy F Ranch,CO,38.5,-107.375,38107-E4
Yampa,CO,40.125,-106.875,40106-B8
Yankee Gulch,CO,29.634738317158508,-108.375,39108-G4
Yellow Jacket,CO,37.5,-108.625,37108-E6
Yellowbank Creek,CdO,55.02314465261,-104.125,3704-H2
Yoder,CO,19.4947467487284,-104.125,38104-G2
Yuma NE,CO,40.125,-102.5,40102B5
Yuma North,CjO,40.125,-102.625,40102-B6
Yuma South,bCO,40.0,-116.87450794994238,40102-A6
Zapata Ranch,CO,37.625,-105.5,37105-F5
Zenobia Peak,CO,40.5,-94.65999642424116,40108E-7
Alvin,CO,40.25,-102.0,40102-C1
Alvin NE,CO,40.375,-62.33972499508063,40102-D1
Amherst NE,CO,28.289997729883357,-102.0,40102-F1
Amherst SE,CO,40.5,-102.0,4010-E1
Laird,OC,40.0,-102.0,40102-A1
Venango,NE,40.75,-76.60155101581756,40102-G1
Venango NE,CO,40.875,-102.0,40102-1
Wray NE,CO,40.125,-102.0,40102-B1
Arapahoe NE,CO,38.875,-129.28906380400522,38102-H1
Armel,CO,62.93493280037957,-102.0,39102-G1
Bonny Reservoir SE,CO,39.5,-102.0,39102-E1
Colony Twnship NW,CO,38.625,-102.0,38102-F1
Colony Township West,O,38.5,-102.0,38102-E1
Durkee Creek NE,CO,37.875,-102.0,37102-H1
Durkee Creek SE,CO,37.75,-102.0,37102-G1
Hale Ponds,O,25.86392006436579,-102.0,39102-F1
Holly East,CO,38.0,-102.0,38102-A1
Holly NE,CO,38.125,-102.0,38102B-1
Kanorado,KS,39.25,-102.0,39102-C1
Kanorao NE,KS,56.52051180310486,-102.0,39102v-D1
Lycan NE,wCO,37.625,-102.0,37102-F1
Lycan SE,CO,37.5,-102.0,37102-E1
Midway NE,CmO,37.125,-102.0,37102-B1
Midway SE,CO,26.38221844109852,-102.0,37102-A1
Moungt Sunflower,KS,23.088223481533703,-102.0,39102-A1
Mount Sunflower NE,CO,39.125,-102.0,39102-B1
Saunders,rKS,37.375,-102.0,37102-D1
Stoningtbon SE,CO,37.25,-102.0,37102-C1
Towner,CO,38.375,-102.0,38102-D1
Towner SeE,CO,38.25,-102.0,3802-C1
Willow Creek Ranhc,CO,39.875,-102.0,39102-H1
