OBJECTID,DEVELOPEDSITEID,CASENAME,LOCALCASEID,REGION,AREATYPE,AREANAME,FS_STATUS_METHOD,ACTIONDATE,EXPIRATIONDATE,BOUNDARYSTATUS,BLM_SERIALNO_EXT,OFFICIALACRES,GIS_ACRES,COMMENTS,SHAPEAREA,SHAPELEN
1669511,460524010667,"CACHE CREEK ADMINISTRATIVE SITE, PLO 2056",3,04,ADMINISTRATIVE SITE,"CACHE CREEK ADMINISTRATIVE SITE, PLO 2056",,1957/11/19 00:00:00+00,,,,80,77.419,"CACHE CREEK ADMINISTRATIVE SITE, PLO 2056",3.48538272032e-05,0.024029268577719
1669512,460482010667,ANTELOPE SPRINGS ADDITION ADMINISTRATIVE SITE,3,04,ADMINISTRATIVE SITE,ANTELOPE SPRINGS ADDITION ADMINISTRATIVE SITE,,1907/11/26 00:00:00+00,,,,40,41.225,ANTELOPE SPRINGS ADDITION ADMINISTRATIVE SITE,1.86289366216e-05,0.0248485299801022
1669513,219991010667,NONE,3,04,ADMINISTRATIVE SITE,UNKNOWN,,1908/10/30 00:00:00+00,,,,15,15.587,NONE,6.679725516e-06,0.0180149636239502
1669514,477268010667,RECREATION SITE  WITHDRAWAL,NONE,04,RECREATION SITE,"MORMON BEND FOREST CAMP RECREATION AREA, PLO 1228",,1954/07/26 00:00:00+00,,,,57.66,54.929,LOS CONVERSION WITHDRAWAL CASE,2.505303950925e-05,0.0275698264573075
1669515,477272010667,RECREATION SITE  WITHDRAWAL,NONE,04,RECREATION SITE,"SNYDER SPRINGS FOREST CAMP, PLO 1228",,1954/07/26 00:00:00+00,,,,30.95,31.03,LOS CONVERSION WITHDRAWAL CASE,1.41505160113e-05,0.0224354900650454
1669516,477306010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,BOULDER ADMINISTRATIVE SITE,,1908/03/03 00:00:00+00,,,,89,85.922,LOS CONVERSION WITHDRAWAL CASE,3.88796482029e-05,0.0278471466215635
1669517,436126010667,Public Land Order 2400,NONE,04,ADMINISTRATIVE SITE,"LEFT FORK BLACKSMITH FORK ADMINISTRATIVE SITE, PLO 2400",,1953/07/03 00:00:00+00,,,,0,315.116,LOS CONVERSION WITHDRAWAL CASE,0.0001382253165158,0.0586020401377603
1669518,363329010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"HORNET RANGER STATION ADMINISTRATIVE SITE, PLO 1374",,1953/07/16 00:00:00+00,,,,116.68,116.141,LOS CONVERSION WITHDRAWAL CASE,5.349269738485e-05,0.0368887371139296
1669519,477282010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"BIG BLUFF PICNIC RECREATION AREA, PLO 2712",,1970/08/18 00:00:00+00,,,,20,20.205,LOS CONVERSION WITHDRAWAL CASE,8.9281398029e-06,0.012170822594941
1669520,463662010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"LOLA CREEK FOREST CAMP RECREATION AREA, PLO 1228",,1954/07/26 00:00:00+00,,,,88.26,80.668,LOS CONVERSION WITHDRAWAL CASE,3.68818270164e-05,0.0274965666348964
1669521,460503010667,"CRYSTAL CREEK RECREATION AREA, PLO 1923",6,04,RECREATION SITE,"CRYSTAL CREEK RECREATION AREA, PLO 1923",,1965/06/16 00:00:00+00,,,,20,19.877,"CRYSTAL CREEK RECREATION AREA, PLO 1923",8.9681941019e-06,0.0134928895069819
1669522,447959010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"FRAZIER RESERVOIR RECREATION AREA, PLO 3396",,1964/05/18 00:00:00+00,,,,320,306.7,LOS CONVERSION WITHDRAWAL CASE,0.00014038788961965,0.0541455930366157
1669523,439902010667,PLO 1796,NONE,04,ADMINISTRATIVE SITE,"TERRACE ADMINISTRATIVE SITE, PLO 1796",,1959/02/19 00:00:00+00,,,,160,159.744,LOS CONVERSION WITHDRAWAL CASE,6.880799570615e-05,0.0432282402833514
1669524,439925010667,PLO 1796,NONE,04,ADMINISTRATIVE SITE,"ACKLER CREEK ADMINISTRATIVE SITE, PLO 1796",,1959/02/19 00:00:00+00,,,,10,9.992,LOS CONVERSION WITHDRAWAL CASE,4.328117269e-06,0.0083998876462816
1669525,460471010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"GROS VENTRE SLIDE CANYON RECREATION AREA, PLO 3884",,1965/06/16 00:00:00+00,,,,2115,2168.065,LOS CONVERSION WITHDRAWAL CASE,0.00097837247639395,0.159006849489704
1669526,536368010667,ATLANTA ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,ATLANTA ADMINISTRATIVE SITE,,1908/04/30 00:00:00+00,,,,2.9,3.071,ATLANTA ADMINISTRATIVE SITE,1.38992650045e-06,0.00544247336896347
1669527,363352010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"BIG HAZARD LAKE RECREATION AREA, PLO 1374",,1953/07/16 00:00:00+00,,,,160,164.043,LOS CONVERSION WITHDRAWAL CASE,7.603771458805e-05,0.0405581713635945
1669528,221356010667,"LITTLE BRUSH CREEK CAVE, PLO 5154",7,04,RECREATION SITE,"LITTLE BRUSH CREEK CAVE, PLO 5154",,1971/07/06 00:00:00+00,,,,3538.18,3533.885,"LITTLE BRUSH CREEK CAVE, PLO 5154",0.00152391926614795,0.191139838761234
1669529,460518010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"KOZY CAMPGROUND RECREATION AREA, PLO 3265",,1963/01/04 00:00:00+00,,,,30,29.429,LOS CONVERSION WITHDRAWAL CASE,1.320458834305e-05,0.0169928755308844
1669530,788220010667,"BORREGO ADMINISTRATIVE SITE, PLO 1515",NONE,03,ADMINISTRATIVE SITE,"BORREGO ADMINISTRATIVE SITE, PLO 1515",,1957/09/27 00:00:00+00,,,,160,149.741,"BORREGO ADMINISTRATIVE SITE, PLO 1515",6.05751009795e-05,0.031418841948859
1669531,17655010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,ADMINISTRATIVE SITE,"CHALENDER & WILLIAMS RANGER STATION AS, PLO 5030",,1971/03/16 00:00:00+00,,,,16,14.055,LOS CONVERSION WITHDRAWAL CASE,5.6337058145e-06,0.0134312396363461
1669532,679803010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"BARTLETT DAM RECREATION AREA, PLO 1161",,1955/06/06 00:00:00+00,,,,360,354.389,LOS CONVERSION WITHDRAWAL CASE,0.0001396455784416,0.0648093171912639
1669533,679815010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"SYCAMORE FOREST CAMP, PLO 1161",,1955/06/06 00:00:00+00,,,,100,94.645,LOS CONVERSION WITHDRAWAL CASE,3.75089484704e-05,0.0411098378577312
1669534,766996010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"GRANITE BASIN RECREATION AREA, PLO 725",,1951/06/04 00:00:00+00,,,,150,139.716,LOS CONVERSION WITHDRAWAL CASE,5.55732105604e-05,0.0431461550801387
1669535,696398010667,PLO 4643,NONE,03,RECREATION SITE,"LAKE ROBERTS RECREATION AREA, PLO 4643",,1969/04/18 00:00:00+00,,,,400,372.524,LOS CONVERSION WITHDRAWAL CASE,0.0001455144070131,0.0546770246460324
1669536,696440010667,"WILLOW CREEK RECREATION AREA, PLO 1119",NONE,03,RECREATION SITE,"WILLOW CREEK RECREATION AREA, PLO 1119",,1955/04/12 00:00:00+00,,,,100,100.251,"WILLOW CREEK RECREATION AREA, PLO 1119",3.932246037425e-05,0.0361523941339092
1669537,696403010667,PLO 4643,NONE,03,RECREATION SITE,"WHITEWATER RECREATION AREA, PLO 4643",,1969/04/18 00:00:00+00,,,,751.51,740.222,LOS CONVERSION WITHDRAWAL CASE,0.0002902321911961,0.105074105422164
1669538,594683010667,"ARCADIA RECREATION AREA, PLO 5228",NONE,03,RECREATION SITE,"ARCADIA RECREATION AREA, PLO 5228",,1972/07/14 00:00:00+00,,,,51,52.443,"ARCADIA RECREATION AREA, PLO 5228",2.039735510615e-05,0.0183428115394851
1669539,776141010667,"BUCK SPRINGS ADMINISTRATIVE SITE, PLO 1349",NONE,03,ADMINISTRATIVE SITE,"BUCK SPRINGS ADMINISTRATIVE SITE, PLO 1349",,1955/03/11 00:00:00+00,,,,240,239.702,"BUCK SPRINGS ADMINISTRATIVE SITE, PLO 1349",9.515393885365e-05,0.0392528799472751
1669540,17640010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"TEN X CAMPGROUND, PLO 4565",,1969/01/16 00:00:00+00,,,,440,439.94,LOS CONVERSION WITHDRAWAL CASE,0.0001778202829169,0.0557658799692154
1669541,788244010667,"LAS CONCHAS ADMINISTRATIVE SITE, PLO 1515",NONE,03,ADMINISTRATIVE SITE,"LAS CONCHAS ADMINISTRATIVE SITE, PLO 1515",,1957/09/27 00:00:00+00,,,,20,59.07,"LAS CONCHAS ADMINISTRATIVE SITE, PLO 1515",2.384040517955e-05,0.0246085974936143
1669542,921233010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,REDSTONE PICNIC GROUND  PLO 1378,,1957/01/03 00:00:00+00,,,,20,20.138,LOS CONVERSION WITHDRAWAL CASE,8.4978583942e-06,0.0119598747045273
1669543,921288010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,GORE CAMPGROUND  PLO 1378,,1957/01/03 00:00:00+00,,,,40,40.907,LOS CONVERSION WITHDRAWAL CASE,1.73663575832e-05,0.0167885141208443
1669544,283477010667,SECRETARY ORDER 5-27-1908,NONE,02,ADMINISTRATIVE SITE,HARDY RANGER STATION ADMINISTRATIVE SITE  SO 5-27-1908,,1908/05/27 00:00:00+00,,,,150,190.054,HARDY RANGER STATION ADMINISTRATIVE SITE  SO 5-27-1908,8.658749524315e-05,0.0492194649179435
1669545,201498010667,PUBLIC LAND ORDER 2286,NONE,02,RECREATION SITE,"DRY LAKE CAMPGROUND, PLO 2286",,1961/02/28 00:00:00+00,,,,160,158.188,,6.804481654215e-05,0.033267985085671
1669546,858325010667,PUBLIC LAND ORDER 2558,NONE,02,RECREATION SITE,YANKEE DOODLE LAKE CAMPGROUND  PLO 2558,,1961/12/11 00:00:00+00,,,,40,40.161,,1.712572565485e-05,0.0166759649913073
1669547,187725010667,PLO 1510,NONE,02,RECREATION SITE,RIVER HILL RECREATION AREA  PLO 1510,,1957/09/24 00:00:00+00,,,,320,321.873,,0.0001331271815931,0.058542431759398
1669548,283417010667,PUBLIC LAND ORDER 3072,NONE,02,RECREATION SITE,ROD & GUN CAMPGROUND RECREATION SITE  PLO 3072,,1963/05/07 00:00:00+00,,,,55,54.957,,2.509880125785e-05,0.0200416243020836
1669549,318230010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,EMERALD LAKE RECREATION AREA  PLO 2390,,1961/05/17 00:00:00+00,,,,160,155.159,LOS CONVERSION WITHDRAWAL CASE,6.542962139525e-05,0.0325637444274995
1669550,201470010667,PUBLIC LAND ORDER 1467,NONE,02,RECREATION SITE,"MORRISON CREEK CAMPGROUND, PLO 1467",,1957/08/09 00:00:00+00,,,,80,81.631,,3.49247849019e-05,0.026356677520328
1669551,283431010667,PUBLIC LAND ORDER 1744,NONE,02,ADMINISTRATIVE SITE,CUSTER PEAK LOOKOUT ADMINISTRATIVE SITE  PLO 1744,,1958/10/06 00:00:00+00,,,,60,59.803,,2.72669334489e-05,0.0222830368856158
1669552,329570010667,PLO 4928,NONE,02,RECREATION SITE,UTE CAMPGROUND  PLO 4928,,1970/10/20 00:00:00+00,,,,30,28.645,LOS CONVERSION WITHDRAWAL CASE,1.197415146165e-05,0.0160939433205061
1669553,313437010667,PLO 2553,NONE,02,RECREATION SITE,JUNCTION CREEK PICNICGROUND  PLO 2553,,1961/12/11 00:00:00+00,,,,60,73.946,,3.042794907305e-05,0.0224201721230726
1669554,921279010667,PLO 1800,NONE,02,RECREATION SITE,BAKERS TANK PICNIC GROUND  PLO 1800,,1959/02/19 00:00:00+00,,,,40,38.871,LOS CONVERSION WITHDRAWAL CASE,1.645952817305e-05,0.016367790388516
1669555,41669010667,PUBLIC LAND ORDER 3250,NONE,02,RECREATION SITE,"E-LA-KA-WEE ORGANIZATION CAMP, PLO 3250",,1963/10/10 00:00:00+00,,,,50,51.8,PLO 3250,2.3598858238e-05,0.0201652122095518
1669556,333799010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,FALLS CAMPGROUND  PLO 3841,,1965/10/08 00:00:00+00,,,,180,181.668,LOS CONVERSION WITHDRAWAL CASE,8.209390509675e-05,0.0605536631211003
1669557,333824010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,SLEEPING GIANT WINTER SPORTS AREA  PLO 3841,,1965/10/08 00:00:00+00,,,,130,133.444,LOS CONVERSION WITHDRAWAL CASE,6.10943673148e-05,0.0336784324781903
1669558,401832010667,SPRING GULCH RANGER STATION ADMINSTRATIVE SITE,1,04,ADMINISTRATIVE SITE,SPRING GULCH RANGER STATION ADMINSTRATIVE SITE,,1908/08/27 00:00:00+00,,,,26.75,28.077,SPRING GULCH RANGER STATION ADMINSTRATIVE SITE,1.29898359809e-05,0.022439577059462
1669559,1092231010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,PINE CAMP RANGER STATION,,1963/05/07 00:00:00+00,,,,7.5,9.727,LOS CONVERSION WITHDRAWAL CASE,4.52509218545e-06,0.00978745307018084
1669560,1120748010667,SULLIVAN LAKE,NONE,06,ADMINISTRATIVE SITE,SULLIVAN LAKE,,1908/01/21 00:00:00+00,,,,320,321.532,SULLIVAN LAKE,0.00015940834561705,0.0508204281020878
1669561,1001123010667,DIAMOND LAKE,NONE,06,RECREATION SITE,DIAMOND LAKE,,1954/08/11 00:00:00+00,,,,481.9,500.416,DIAMOND LAKE,0.000224212293774,0.0964131385614473
1669562,972949010667,ILLINOIS BAR,NONE,06,RECREATION SITE,ILLINOIS BAR,,1967/04/27 00:00:00+00,,,,7.61,26.968,ILLINOIS BAR,1.192674307605e-05,0.0189594673161075
1669563,1120692010667,CANYON CREEK,NONE,06,RECREATION SITE,CANYON CREEK,,1968/02/12 00:00:00+00,,,,60,62.964,CANYON CREEK,3.10541674575e-05,0.0224916364346841
1669564,964890010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,YELLOW JACKET CAMPGROUND & ADMINISTRATIVE SITE,,1970/05/15 00:00:00+00,,,,245,243.482,LOS CONVERSION WITHDRAWAL CASE,0.0001103422847349,0.0689406765516488
1669565,1092239010667,LOSTINE RIVER ROAD ADDITION,NONE,06,RECREATION SITE,LOSTINE RIVER ROAD ADDITION,,1965/10/18 00:00:00+00,,,,160,159.711,LOSTINE RIVER ROAD ADDITION,7.41134391745e-05,0.0617738242074132
1669566,1093378010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,MCBRIDE CAMPGROUND,,1963/05/07 00:00:00+00,,,,60,60.326,LOS CONVERSION WITHDRAWAL CASE,2.782945786585e-05,0.026219203432368
1669567,1001172010667,KELSEY MOUNTAIN LOOKOUT,NONE,06,ADMINISTRATIVE SITE,KELSEY MOUNTAIN LOOKOUT,,1965/06/10 00:00:00+00,,,,10,11.883,KELSEY MOUNTAIN LOOKOUT,5.33871985865e-06,0.00938819214675148
1669568,951828010667,GRAPHITE RANGER STATION,NONE,06,ADMINISTRATIVE SITE,GRAPHITE RANGER STATION,,1907/11/30 00:00:00+00,,,,10,10.192,GRAPHITE RANGER STATION,5.0647942594e-06,0.00919015350376674
1669569,1091126010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,BONE SPRINGS LOOKOUT SITE,,1964/05/07 00:00:00+00,,,,20,19.962,LOS CONVERSION WITHDRAWAL CASE,9.36179190245e-06,0.0139602048530132
1669570,463664010667,"ARCO PASS GUARD STATION ADMINISTRATIVE SITE, PLO 1228",1,04,ADMINISTRATIVE SITE,"ARCO PASS GUARD STATION ADMINISTRATIVE SITE, PLO 1228",,1955/03/29 00:00:00+00,,,,10,9.985,"ARCO PASS GUARD STATION ADMINISTRATIVE SITE, PLO 1228",4.5195622462e-06,0.00861369702765815
1669571,536376010667,IDAHO CITY RANGER STATION ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,IDAHO CITY RANGER STATION ADMINISTRATIVE SITE,,1908/09/26 00:00:00+00,,,,120,115.936,IDAHO CITY RANGER STATION ADMINISTRATIVE SITE,5.25031729094e-05,0.0354155183855833
1669572,477245010667,LANGFORD FLAT ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,LANGFORD FLAT ADMINISTRATIVE SITE,,1908/12/16 00:00:00+00,,,,0,134.431,LANGFORD FLAT ADMINISTRATIVE SITE,5.923152489105e-05,0.0385137798774659
1669573,448009010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"BROCKMAN ADMINISTRATIVE SITE, PLO 1228",,1954/05/21 00:00:00+00,,,,42.5,44.75,LOS CONVERSION WITHDRAWAL CASE,2.006675622215e-05,0.0217563655669184
1669574,652365010667,ADMINSTRATIVE AND RECREATION SITE WITHDRAWALS,NONE,04,ADMINISTRATIVE SITE,"UPPER CORRAL ADMINISTRATIVE SITE, PLO 1718",,1958/08/15 00:00:00+00,,,NVN 043897,160,157.637,LOS CONVERSION WITHDRAWAL CASE,6.614274205555e-05,0.0328099822501616
1669575,652338010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"TWIN CREEKS RECREATION AREA, PLO 4946",,1970/04/10 00:00:00+00,,,,69.38,71.812,LOS CONVERSION WITHDRAWAL CASE,3.00495934169e-05,0.0250505471381608
1669576,536373010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,GARDEN VALLEY RANGER STATION ADMINISTRATIVE SITE,,1908/01/11 00:00:00+00,,,,61.08,52.917,LOS CONVERSION WITHDRAWAL CASE,2.405474818365e-05,0.0248776499458548
1669577,221402010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,UINTA RIVER ADMINISTRATIVE SITE,,1906/12/21 00:00:00+00,,,,160,2324.618,LOS CONVERSION WITHDRAWAL CASE,0.00100068466177875,0.256192459886143
1669578,696384010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,ADMINISTRATIVE SITE,"SNOW CREEK ADMINISTRATIVE SITE, PLO 1119",,1955/04/12 00:00:00+00,,,,40,39.981,LOS CONVERSION WITHDRAWAL CASE,1.56110752712e-05,0.0158622826159094
1669579,696386010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,ADMINISTRATIVE SITE,"WILLOW CREEK ADMINISTRATIVE SITE, PLO 1119",,1955/04/12 00:00:00+00,,,,110,109.586,LOS CONVERSION WITHDRAWAL CASE,4.298348443855e-05,0.0281244183702846
1669580,754919010667,PLO 1120,NONE,03,RECREATION SITE,"LOWER HONDO FOREST CAMP, PLO 1120",,1955/04/12 00:00:00+00,,,,40,39.961,LOS CONVERSION WITHDRAWAL CASE,1.62764473802e-05,0.0162356049938203
1669581,754921010667,PLO 1120,NONE,03,RECREATION SITE,"SANTA BARBARA FOREST CAMP, PLO 1120",,1955/04/12 00:00:00+00,,,,60,59.418,LOS CONVERSION WITHDRAWAL CASE,2.40627468065e-05,0.0270469920205445
1669582,679812010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"LOWER CAMP CREEK RECREATION AREA, PLO 1161",,1955/06/06 00:00:00+00,,,,130,121.943,LOS CONVERSION WITHDRAWAL CASE,4.810155411645e-05,0.0513579680363152
1669583,766970010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"THUMB BUTTE RECREATION AREA, PLO 1556",,1957/11/19 00:00:00+00,,,,105,105.168,LOS CONVERSION WITHDRAWAL CASE,4.180026169135e-05,0.0282497783675621
1669584,776126010667,"SEDONA ADMINISTRATIVE SITE, PLO 4099 & 5200",NONE,03,ADMINISTRATIVE SITE,"SEDONA ADMINISTRATIVE SITE, PLO 4099 & 5200",,1908/07/10 00:00:00+00,,,,27.5,27.469,"SEDONA ADMINISTRATIVE SITE, PLO 4099 & 5200",1.09584928837e-05,0.0187650171373466
1669585,737653010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,ADMINISTRATIVE SITE,"MAGDALENA RANGER STATION PASTURE, PLO 725",,1951/06/04 00:00:00+00,,,,600,598.528,LOS CONVERSION WITHDRAWAL CASE,0.00023662383171835,0.0650859005783596
1669586,788194010667,PLO 1095,NONE,03,RECREATION SITE,"PENAS NEGRAS RECREATION AREA, PLO 1095",,1955/03/15 00:00:00+00,,,,160,158.591,LOS CONVERSION WITHDRAWAL CASE,6.413153865365e-05,0.0426017185194219
1669587,766997010667,LOS CONVERSION WITHDRAWAL CASE,NONE,03,RECREATION SITE,"INDIAN CREEK RECREATION AREA, PLO 1556",,1957/11/19 00:00:00+00,,,,442,440.331,LOS CONVERSION WITHDRAWAL CASE,0.00017487788084435,0.0656700345054626
1669588,766959010667,"PALACE STATION ADMINISTRATIVE SITE, PLO 4657",NONE,03,ADMINISTRATIVE SITE,"PALACE STATION ADMINISTRATIVE SITE, PLO 4657",,1969/05/12 00:00:00+00,,,,87,87.086,"PALACE STATION ADMINISTRATIVE SITE, PLO 4657",3.4542540855e-05,0.0263089821357073
1669589,754933010667,PLO 5128,NONE,03,RECREATION SITE,"SANTA BARBARA CAMPGROUND, PLO 5128",,1971/09/20 00:00:00+00,,,,110,146.363,LOS CONVERSION WITHDRAWAL CASE,5.926817663675e-05,0.0531681167432152
1669590,754891010667,"CABRESTO LAKE ADMINISTRATIVE SITE, S.O.",NONE,03,ADMINISTRATIVE SITE,"CABRESTO LAKE ADMINISTRATIVE SITE, S.O.",,1908/01/07 00:00:00+00,,,,40,39.543,"CABRESTO LAKE ADMINISTRATIVE SITE, S.O.",1.614733858765e-05,0.0162064350029435
1669591,737700010667,"LOBO CANYON PICNIC AREA, PLO 3952",NONE,03,ADMINISTRATIVE SITE,"LOBO CANYON PICNIC AREA, PLO 3952",,1907/11/19 00:00:00+00,,,,40,39.394,"LOBO CANYON PICNIC AREA, PLO 3952",1.57802744476e-05,0.0159782859752186
1669592,201480010667,"BUFFALO PASS ADMINISTRATIVE SITE, S.O. 11-10-1908",NONE,02,ADMINISTRATIVE SITE,"BUFFALO PASS ADMINISTRATIVE SITE, S.O. 11-10-1908",,1908/11/10 00:00:00+00,,,,60,60.02,"BUFFALO PASS ADMINISTRATIVE SITE, S.O. 11-10-1908",2.581749913015e-05,0.0203713070795722
1669593,41658010667,"BURGESS RANGER STATION, PLO 1529",NONE,02,ADMINISTRATIVE SITE,"BURGESS RANGER STATION, PLO 1529",,1957/10/18 00:00:00+00,,,,490,490.568,"BURGESS RANGER STATION, PLO 1529",0.0002257653636026,0.0667377405627512
1669594,318176010667,PLO 5573,NONE,02,RECREATION SITE,ELBERT CREEK CAMP AND PICNIC GROUND ADDITION  PLO 5573,,1976/02/26 00:00:00+00,,,,70,67.915,LOS CONVERSION WITHDRAWAL CASE,2.86406111094e-05,0.0298937770565632
1669595,858353010667,PLO 1493,NONE,02,RECREATION SITE,NARROWS PICNIC GROUND  PLO 1493,,1957/09/09 00:00:00+00,,,,20,19.8,,8.5361063566e-06,0.0119087300701161
1669596,921270010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,ESTIN HUT/LODGE  PLO 7156,,1995/08/29 00:00:00+00,,,,2.09,2.091,LOS CONVERSION WITHDRAWAL CASE,8.8551422435e-07,0.00379468634371406
1669597,1121656010667,FREE USE RANGER STATION,NONE,01,ADMINISTRATIVE SITE,FREE USE RANGER STATION,,1908/11/24 00:00:00+00,,,,156,156.311,FREE USE RANGER STATION,7.31487366197e-05,0.0478559392717229
1669598,41642010667,PUBLIC LAND ORDER 3250,NONE,02,RECREATION SITE,"SHELL CREEK CAMPGROUND, PLO 3250",,1963/10/10 00:00:00+00,,,,55.44,54.544,LOS CONVERSION WITHDRAWAL CASE,2.499828776685e-05,0.0245188980962467
1669599,193365010667,PLO 3250,NONE,02,RECREATION SITE,LIBBY FLATS OBSERVATION POINT  PLO 3250,,1963/10/10 00:00:00+00,,,,40,39.462,LOS CONVERSION WITHDRAWAL CASE,1.71797489524e-05,0.0167437189496159
1669600,318302010667,PLO 2390,NONE,02,RECREATION SITE,WINDSOR LAKE AREA CAMPGROUND  PLO 2390,,1961/05/17 00:00:00+00,,,,80,78.44,LOS CONVERSION WITHDRAWAL CASE,3.31193999255e-05,0.0236318811119376
1669601,858327010667,PLO 725,NONE,02,ADMINISTRATIVE SITE,CHAMBERS LAKE GUARD STATION  PLO 725,,1951/06/04 00:00:00+00,,,,10,9.776,LOS CONVERSION WITHDRAWAL CASE,4.20890082315e-06,0.00828381726602131
1669602,924963010667,PLO 1800,NONE,02,RECREATION SITE,DENVER CREEK CAMPGROUND  PLO 1800,,1959/02/19 00:00:00+00,,,,40,38.317,DENVER CREEK CAMPGROUND  PLO 1800,1.64143996084e-05,0.0163114268562913
1669603,283454010667,PUBLIC LAND ORDER 1346,NONE,02,RECREATION SITE,IOOF ORGANIZATION CAMP  PLO 1346,,1956/10/16 00:00:00+00,,,,40,40.025,,1.82368402983e-05,0.0173130119460153
1669604,924989010667,PUBLIC LAND ORDER 1825,NONE,02,RECREATION SITE,CUB CREEK RECREATION AREA  PLO 1825,,1959/03/26 00:00:00+00,,,,99,96.709,,4.10201904849e-05,0.0358942298304043
1669605,193370010667,PLO 2796,NONE,02,RECREATION SITE,PIKE POLE CAMPGROUND  PLO 2796,,1962/10/19 00:00:00+00,,,,50,48.814,,2.118421747965e-05,0.0213803617693825
1669606,201504010667,PUBLIC LAND ORDER 1381,NONE,02,RECREATION SITE,"WALTON CREEK CAMPGROUND, PLO 1381",,1957/01/14 00:00:00+00,,,,60,60.018,LOS CONVERSION WITHDRAWAL CASE,2.57579758699e-05,0.0214634041324843
1669607,924968010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,MEADOW CREEK CAMPGROUND  PLO 2302,,1961/03/14 00:00:00+00,,,,40,38.255,LOS CONVERSION WITHDRAWAL CASE,1.63308027094e-05,0.0163451829078727
1669608,924971010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,WESTERN BOX CAMPGROUND  PLO 2302,,1961/03/14 00:00:00+00,,,,70,67.193,,2.87001044974e-05,0.0256657815225232
1669609,187710010667,PLO 2302,NONE,02,RECREATION SITE,TRUJILLO MEADOWS CAMPGROUND  PLO 2302,,1961/03/14 00:00:00+00,,,,111,110.135,,4.514582287365e-05,0.0289338072401302
1669610,193379010667,PLO 1658,NONE,02,RECREATION SITE,LIBBY CREEK PICNIC GROUND  PLO 1658,,1958/06/17 00:00:00+00,,,,140,133.361,,5.803903925005e-05,0.038493577899471
1669611,187727010667,PLO 2282,NONE,02,RECREATION SITE,SPECTACLE LAKE CAMPGROUND  PLO 2282,,1961/02/28 00:00:00+00,,,,70,69.893,,2.869468329185e-05,0.0244617206418045
1669612,203c8d54-f8f8-4fde-9243-d4958f6641b8,ROUNDTOP ADMINISTRATIVE SITE,,01,RECREATION SITE,LITTLE NORTH FORK CAMPGROUND,,1987/03/02 00:00:00+00,,,,10,10.006,"Notation of BLM Land Office records as an appropriated use for a Campground, Picnic Area.",4.794881106e-06,0.00891755966832078
