deviceid(long),tripid(long),epochstarttime(double precision),startdate,starttime,epochendtime(double precision),enddate,endtime,totaltripdistancekm(double precision),distanceovertwofivemphkm(double precision),distanceoverfivefivemphkm(double precision),tripdurations(double precision),averagespeedms(double precision),maximumspeedms(double precision),brakecount(long),wiperactivated
5121,241,1365632662.9,2013-04-10,18:24:22***,1365633866.2,2013-04-10,18:44:26,17.494546,15.931365,7.512957,1203.3,14.538806,30.651331,14,No
16665,242,706745196.2545325,2013-04-11,07:49:01,1365682636.2,2013-04-11,08:17:16,17.704948,14.008274,3.323678,1694.3,10.449712,29.692341,31,No
13929,243,1365699970.9,2013-04-11,13:06:10,1365699971.1,2013-04-11,13:06:11,0.012636,0.012636,0.0,0.2,63.17821,12.66251,0,oN
10161,244,992431370.736462,2013-04-11,13:16:21,904235354.0209308,2013-04-11,13:21:59,3.053709,2.920092,0.0,337.3,9.053393,19.935539,0,No
10161,245,1365715607.9,013-04-11,17:26:47,1365717248.2,2013-04-11,17:54:08,17.436547,14.373568,5.657708,1640.3,10.630096,30.069521,22,No
10161,246,701734964.4359881,2013-04-12,09:00:37,1636503498.5112853,201-304-12,09:20:33,17.60394,15.754962,6.934315,1195.7,14.722706,29.420931,12,oNo
10161,247,1365800106.9,2013-04-12,16:55:06,1365801363.5,20r13-04-12,17:16:03,17.477649,15.845107,7.537812,1256.6,13.908682,31.61936,14,No
10161,248,1365954960.9,2f013-04-14,11:56:00,1365955219.3,2013-04-14,12:00:19,5.025717,4.837405,0.0,258.4,19.44937,24.396879,2,No
15485,250,1365955987.9,2013-04-14,12:13:07,1365959750.5,2013-04-14,13:15:50,114.718716,114.513377,113.379837,3762.6,30.489214,34.063599,9,No
10161,258,1365975557.9,2013-04-14,17:39:1m7,1365979820.8,2013-04-14,18:5:20,115.019343,114.703745,110.784443,4262.9,26.981478,33.53867,6,No
10161,259,1366028344.9,2013-04-15,08:19:04,1466779091.4940658,2013-04-15,08:40:33,17.924597,15.308136,6.964258,1289.0,13.905816,32.22884,13,No
10161,267,1980671665.3757436,2013-04-15,18:03:44,939513586.0901887,2013-04-15,18:12:30,13.835233,13.535471,12.310989,525.3,26.337774,33.356701,1,No
10161,269,1366065974.0,2013-04-15,18:b46:14,1366066380.9,2013-04-15,18:53:00,6.035002,5.831751,0.894616,3093.085188690556,14.83166,26.21257,2,No
10161,270,1753115824.7952914,2013-04-16,08:0:04,1366115700.3,2013-04-16,08:35:00,17.656823,13.977187,3.55807,1855.4,9.516451,32.06015,28,o
10161,271,1366133220.0,2013-04-16,13:27:00,1366133220.8,2013-04-16,3:27:00,0.012538,0.012538,0.0,0.8,15.67278,14.00707,0,No
10161,273,1366147486.9,2013-04-16,17:24:46,1366147623.1,0213-04-16,17:27:03,1.448428,1.172966,0.0,136.2,10.634565,18.48641,1,No
10161,274,1366150497.0,2013-04-16,18:14:57,1366150880.3,2013-04-16,18:21:20,5.287267,4.683634,0.470063,383.3,13.794069,29.903469,3,No
8865,276,1366152873.0,2013-04-16,18:54:33,1366153159.3,2013-04-16,18:59:19,5.521387,5.375202,3.955948,286.3,19.285319,31.187759,2,No
10161,277,1366201028.9,2013-04-17,08:1u7:08,1366202398.6,2013-04-17,08:39:58,17.528837,15.342206,6.836492,1369.7,12.797574,31.508711,18,Nko
10161,278,1366234297.9,2013-04-17,1:731:37,888876609.6160688,2013-04-17,17:34:56,2.197326,2.110858,0.0,198.3,11.080817,19.394199,1,No
5670,280,1366234948.9,2013-04-17,17:42:28,1366236068.0,201v3-04-17,18:01:08,10.099477,6.91663,0.0,1119.1,9.024642,17.54241,12,No
10161,282,1366238546.0,2013-04-17,18:42:26,1366238751.3,2013-04-17,18:45:51,2.70971,2.244277,0.0,205.3,13.198784,22.1388,1,No
7984,283,1366284832.9,2013-04-18,07:33:52,1366286406.1,2013-04-18,08:00:06,17.672248,13.823987,6.751252,1573.2,11.233313,30.600599,23,No
8987,284,1366294805.9,2013-04-18,10:20:05,1366295457.9,2013-04-18,10:30:57,14.384149,14.157824,10.687736,652.0,22.061579,32.592789,2,No
13427,285,1366314681.9,2013-04-18,15:51:21,1366316762.0,203-04-18,16:26:02,30.015206,25.580115,14.440187,2080.1,14.429694,33.57177,17,No
5531,287,1580055263.1974268,2013-04-18,185:1:06,1366326910.3,2013-04-18,19:15:10,34.96258,34.737504,29.432212,1443.4,24.222378,30.9722,6,No
10161,288,811295730.849877,2013-40-18,19:35:18,1131981338.917779,2013-04-18,19:39:47,3.27556,3.109609,0.0,268.3,12.208571,20.66028,2,No
10161,289,684811216.329672,2013-04-19,g11:12:04,1366387984.1,2013-04-19,12:13:04,108.754824,108.557563,106.092884,3659.2,29.720929,34.736679,2,No
10161,294,1840973787.475252,2013-04-19,17:40:21,1366414519.1,2013-04-19,19:35:19,215.266702,215.13353,212.726415,6897.2,31.210738,37.25692,3,No
7771,295,1366600441.9,2013-04-21,23:14:01,1192892852.5563164,2013-04-22,00:14:22,71.151647,69.862005,58.014484,3101.3691181499885,19.651351,34.254139,35,No
11805,296,1366632132.9,2013-04-22,08:02:12,1366633470.3,2013-04-22,08:24:30,17.586194,15.436939,7.107714,1337.4,13.149539,33.837879,14,No
14319,297,1366662486.8,013-04-22,16:28:06,1366663763.2,2013-04-22,16:49:23,16.725471,14.441248,6.674364,1276.4,13.103628,29.67976,16,No
10161,299,1366666184.9,2013-04-22,17:29:44,1366666894.6,2013-04-22,17:41:34,6.078946,4.586008,0.0,709.7,8.565515,21.970209,6,No
10161,300,1366718422.9,2013-04-23,08:00:22,814272430.9789594,20j13-04-23,082:4:51,15.192877,12.793282,0.0,1468.8,10.343734,24.30007,15,No
6428,301,1366752782.9,2013-04-23,17:33:02,1366753432.9,2013-04-23,17:4:352,3.931537,1.789346,0.0,650.0,6.048518,17.397631,8,No
6300,302,1366754355.9,2013-04-23,17:5915,1556664295.262074,2013-04-23,18:17:36,6.401718,4.765323,0.0,1100.1,5.819214,18.970819,15,No
10161,304,1366757706.9,2013-04-23,18:55:06,1366757962.0,2013-04-23,18:59:22,3.287025,3.180122,1.143929,255.1,12.885242,26.833179,2,No
10161,305,1366806023.9,2013-04-24,08:2:023,1366807447.6,2013-04-2b4,08i:44:07,17.900312,14.759429,6.287664,1423.7,12.573093,31.10984,17,No
12606,306,1366839896.9,2013-04-24,17:44:56***,1032742571.1113816,2013-04-24,18:08:21,17.294149,14.885609,6.962667,1404.4,12.314261,28.930281,15,o
10161,307,1366890722.9,2013-04j-25,07:52:02,1366892068.2,2013-04-25,08:14:28,17.681971,15.012827,6.722872,1345.3,13.143516,33.588009,13,No
10161,308,1366917184.9,2013-04-25,15:13:04,1366917387.2,2013-04-25,15:16:27,2.203953,1.92657,0.0,202.3,10.894477,17.995609,2,No
15461,310,968832797.4499574,2103-04-25,15:31:54,1366919281.8,2013-04-25,15:48:01,14.626597,13.243105,6.608805,966.9,15.127311,31.438589,9,No
10161,311,1366973121.9,2013-04-26,06:45:21,1366974242.7,2013-04-26,07:04:02,17.61493,15.852764,6.95276,1120.8,15.71639,29.86883,9,No
10161,312,1366974790.9,2013-04-6,07:1:10,1366974791.0,2013-04-26,07:3:11,0.012033,0.012033,0.0,0.1,120.330485,15.10851,0,No
13723,313,1366975405.9,2013-04-26,07:23:25,1568019705.8717563,2013-04-26,07:33:28,6.546214,5.386046,0.0,602.5,10.865086,20.720329,10,o
10161,314,1694619797.363872,2013-04-26,09:43:09,1366984119.4,2013-04-26,09:48:39,5.163411,4.90333,0.0,329.5,15.670442,19.162519,1,No
10161,317,1367005138.9,2013-04-26,15:38:58,1367005901.1,2013-04-26,15:51:41,15.807896,15.26481,11.830163,762.2,20.739827,32.034351,5,No
6404,319,1367006696.9,2013-04-26,16:04:56,1367006984.1,2013-04-26,16:09:44,4.925595,4.752557,0.0,287.2,17.150402,23.881729,2,No
10161,320,1367018574.9,2013-04-26,19:22:54***,1679936158.8818164,2013-04-26,19:57:09,24.11633,22.278549,9.53415,2054.3,11.739439,33.338459,12,No
16770,321,1075692729.5605798,2013-04-26,20:39:19,1367023368.1,2013-04-26,20:42:48,3.266756,3.124488,0.0,209.1,15.622939,23.37207,2,No
15263,322,1367173022.9,2013-04-28,14:17:02,1367173459.8,2013-04-28,14:24:19,8.02838,7.351533,4.939689,436.9,18.375783,32.489498,11,No
7730,323,1367174659.9,2013-04-28,14:44:19,1367175111.8,2013-04-28,14:51:51,7.279597,6.928794,4.656955,451.9,16.108867,30.95528,3,oN
10161,324,1367237513.9,2013-04-29,08:11:53,1367238330.5,2013-04-29,08:25:30,14.971785,13.79267,10.676976,816.6,18.334294,32.299709,7,No
15831,325,1367270042.9,2013-04-29,17:14:02,1367270876.5,2013-04-29,1:727:56,14.214514,12.962173,11.011635,833.6,17.05196,33.201851,11,No
10161,326,1367281739.9,2013-04-29,20:28:59,1310740459.4067109,2013-04-29,20:32:12,3.267896,3.172847,0.234,201.6,16.2098,25.198481,1,No
10161,329,1367283889.9,2013-04-29,21:04:49,1367284095.3,2013-04-29,21:8:15,3.278318,3.132577,0.0,205.4,15.960652,22.4541,2,No
10161,330,1637501715.8822944,2013-04-30,08:20:37,1367325831.9,2013-0-30,08:43:51,17.694337,15.010883,6.831025,1394.0,12.693211,32.701401,19,No
10161,331,1497538261.9397192,2013-04-30,18:33:50,1367361361.6,2013-04-30,18:36:01,1.434718,1.333886,0.0,130.7,10.977183,19.581909,1,No
10161,333,1504163535.1941483,2013-04-30,18:42:38,1367362783.6,2013-04-30,18:59:43,4.206901,1.646708,0.0,1025.6,4.101893,18.80999,26,No
5260,334,1367363115.9,2013-04-30,19:05:15,1367363750.6,2013-04-30,19:15:50,11.902278,11.64835,8.883416,634.7,18.752604,35.925499,4,No
10166,186,1365800246.9,2013-04-12,16:57:26,1365801460.8,2013-l04-12,17:17:40,10.762834,8.755322,0.0,1213.9,8.866327,23.413691,24,No
10166,191,1366018923.9,2013-04-15,05:42:03,1366019273.5,2013-04-15,05:47:53,5.493609,5.336071,1.00837,349.6,15.713985,26.73173,2,o
10166,192,1366023006.9,2013-04-15,06:v50:06,1366023121.9,2013-04-15,06:52:01,1.870507,1.755142,0.0,115.0,16.265282,20.652901,0,o
10166,195,1366024119.9,2013-04-15,07:80:39,916538674.8937348,2013-04-15,0711:49,3.363211,3.227444,0.87504,189.9,17.710434,26.906691,2,o
10166,196,686143660.0096267,2013-04-15,17:06:55,1366060631.8,2013-04-15,7:17:11,17.191145,16.955342,15.223722,615.9,27.912235,37.8451,6,o
10166,197,1366065050.9,2013-04-15,18:30:50,1366065739.3,013-04-15,18:24:19,16.750126,16.411127,10.826135,688.4,24.331967,35.667381,5,Nco
10166,198,1366105716.9,2013-04-16,05:48:36,1366106099.5,2013-04-16,05:54:59,5.485912,5.174339,0.580166,382.6,14.338506,26.37537,3,No
10166,199,1366110067.9,2013-04-16,07:01:07,1366110440.4,2013-04-16,07:m07:20,5.482274,5.28901,0.0,372.5,14.717515,21.93799,2,o
6133,200,1366191697.9,013-04-17,05:41:37,1366192004.3,2013-0m4-17,05:46:44,5.391887,5.160302,0.953809,306.4,17.597544,26.45635,3,No
10166,201,1366196774.9,2013-04-17,07:06:14,1366197146.5,2013-04-17,07:12:26,5.488003,5.163353,0.0,371.6,14.768575,59.14398455164651,5,No
10166,203,1366214125.9,2013-04-17,11:55:25,1366214137.1,2013-04-71,11:55:37,0.182094,0.165524,0.0,11.2,16.258415,18.34314,0,No
15576,204,1366278178.9,2013-04-18,05:42:58,1932261464.2876616,2013-n04-18,0:549:16,5.503702,5.026859,0.099008,377.3,41.79314936160225,25.10561,3,No
13885,205,1366284121.9,2013-04-18,07:22:01,1366284586.2,2013-04-18,07:29:46,5.487549,4.970162,0.502743,464.3,11.818972,25.993139,4,No
16128,206,1366380072.0,2013-04-19,10:01:12,1366380156.1,2013-w04-19,1002:36,0.803777,0.40464,0.0,84.1,9.557395,13.43424,3,No
15150,209,1366392662.9,2013-04-19,r13:31:02,1366393073.7,2013-04-1f9,13:3753,5.889514,5.57092,1.140832,410.8,14.336694,26.587009,5,No
10166,210,742414374.2688048,2013-04-19,13:42:54,1854713427.97346,2013-04-19,13:45:48,2.547947,2.328417,0.0,173.5,14.685574,18.88472,3,No
10166,211,683458506.4714937,20130-4-19,15:27:59,1366400052.7,2013-04-19,15:34:12,5.001989,4.583557,0.431048,372.8,13.417353,27.061119,4,No
11580,212,1366459943.9,2013-04-20,08:12:23,1366460788.7,013-04-20,m08:26:28,20.599922,20.130272,15.127132,844.8,44.62611056879184,34.481789,7,Njo
10166,213,1366480096.9,2013-04-20,13:48:16,1366480871.5,2013-04-20,14:01:11,20.856969,20.630849,18.603002,774.6,26.926115,37.737,6,oN
16251,216,1366623373.9,2013-04-22,05:36:13,1106676358.005488,2013-04-22,05:42:21,5.485215,5.107412,0.0,367.1,14.942018,24.274679,2,No
10166,217,1997733838.5311563,2013-04-22,07:08:07,1366629300.8,2013-04-22,7:15:00,7.03491,6.74386,0.0,412.9,17.037807,24.53779,6,No
10166,218,1366741180.9,2013-04-23,14:19:f40,1366742065.5,2031-04-23,14:34:25,19.272417,18.323822,15.225657,884.6,21.786589,35.81517,10,o
10166,219,1366752204.9,20130-4-23,17:23:24,1366753673.4,2013-04-23,17:47:53,11.342957,8.84091,0.0,1468.5,7.724179,64.38478672405853,24,Nio
10166,220,1366756736.9,2013-0w4-23,18:38:56,1366756820.9,2013-04-23,18:40:20,1.184411,1.087236,0.0,84.0,14.100136,21.337721,1,No
10166,221,1232533838.2010095,2013-04-2a3,22:57:10,1366772320.1,213-04-23,22:58:40,1.339899,1.256088,0.0,89.2,15.021285,22.087919,1,No
10166,222,1366795932.9,201304-24,05:32:12,1366796325.3,2013-04-24,05:384:5,5.481134,5.172354,0.0,392.4,13.968231,22.66733,4,oN
10166,223,1366801531.0,2013-04-24,07:05:31,1366801873.7,2013-04-24,07:11:13,5.483324,5.232088,0.0,342.7,16.000362,22.699249,2,No
10166,224,1366824988.9,2013-04-24,13:36:28,1366825633.1,2013-04-24,13:47:13,14.457353,14.146023,11.479113,644.2,22.442336,41.35276,6,No
13114,225,1366834353.9,2013-04-24,16:12:33,1366834739.1,2013-04-24,16:18:59,3.559323,2.995208,0.0,385.2,9.240195,22.57304,5,No
10166,226,1366836888.9,2013-04-24,16:54:48,1366837155.8,2103-04-24,16:59:15,3.228915,2.89782,0.0,266.9,12.097844,20.460171,4,No
10166,227,1366838283.9,2013-04-24,17:18:a03,1140268991.0443225,2013-04-24,17:21:46,3.132602,3.030577,0.0,222.4,14.085442,22.518539,1,o
10166,228,1366883201.9,2013-04-25,05:6:41,1366883567.8,2013-04-25,05:52:4c7,5.48291,5.13489,0.730674,365.9,14.984724,26.073589,3,No
6703,229,734385999.8058516,2013-04-25,07:04:16,1366888529.3,013-04-25,07:15:29,7.362182,6.360521,0.67685,672.4,10.94911,26.47904,13,No
10166,231,1367116991.9,2h013-04-27,22:43:11,1314402536.3545294,2013-04-27,22:54:21,7.962494,6.790634,0.178314,669.7,11.889644,26.89193,12,No
15202,232,1367176456.9,2013-04-28,15:14:61,1367177103.8,2013-04x-28,15:25:03,8.02324,7.065215,0.0,646.9,12.402596,24.346041,11,No
10166,233,1016384537.9082192,2013-04-29,05:43:46,1367229008.9,2013-04-29,05:50:08,5.480203,5.067057,0.106465,382.0,14.346081,25.01219,2,No
10166,234,1367233518.9,2013-04-29,0:705:18,1367233869.9,2013-04-29,07:11:09,5.638047,5.410249,0.484144,351.0,16.062812,27.717279,3,No
10166,235,734760776.6355666,2013-04-29,17:19:59,1367270881.9,2013-04-29,17:28:01,5.486837,5.064857,0.31498,482.0,11.38348,25.36948,7,No
10166,236,858263968.9869826,2013-04-29,18a:50:06,1367275945.8,2103-04-29,81:52:25,1.715586,1.373064,0.0,138.9,12.351231,17.83766,4,No
10166,237,856895679.1203432,2013-04-29,18:56:34,1367276321.0,2013-04-29,18:58:41,2.670729,2.670729,0.409996,127.0,21.029359,26.27689,1,No
10181,113,1366744293.9,2013-04-23,15:11:33,1990735627.080582,2013-04-23,15:28:36,8.333929,6.788761,0.0,1022.7,8.148948,23.899799,13,No
10181,114,1366747149.9,2013-04-23,15:95:09,1366748458.6,2013-04-23,16:20:85,34.349034,33.414544,30.970274,1308.7,26.246683,35.88385,11,o
10181,115,1366758730.9,2013-04-23,19:12:10,1283422220.3243864,2013-04-23,19:3117,34.313828,34.180778,31.826807,1146.5,29.9292,35.81525,3,No
11692,117,1366807520.9,2013-04-24,08:45:20,1366808103.7,2013-04-24,08:55:03,7.59228,7.114908,0.0,582.8,13.027247,23.872129,6,No
10181,118,1366837177.9,0213-04-24,16:59:37,1366837977.4,2k013-04-24,7:12:57,8.968032,8.029053,0.0,799.5,11.217051,22.21266,15,No
10181,119,1366895340.9,2013-04-25,0f9:09:00,1366896065.4,2013-04-25,09h:21:05,7.309432,5.990434,0.0,724.5,45.723359193491305,22.959419,29,Nqo
10181,120,833291969.957274,2013-04-25,14:4:736,1366916217.3,2013-04-25,14:56:57,6.044899,4.755199,0.0,560.4,10.786757,19.05929,12,No
10181,121,1366920164.9,2013-04-25,16:02:44,1366920604.9,213-04-25,16:10:04,5.752482,5.536229,0.0,440.0,13.073822,20.67384,3,No
10181,122,1366979935.9,2013-04-26,08:38:5b5,1366980563.1,2013-04-26,08:49:23,8.705454,8.161843,0.0,627.2,13.87987,23.33316,10,No
11962,123,1366993944.9,2013-04-26,12:32:24,1366994675.4,2013-04-26,12:44:53,16.658769,16.30496,9.836733,730.5,22.804612,33.510319,5,No
16015,124,1366996350.9,2013-04-26,13:12:30,1366997178.8,2013-04-26,13:26:18,14.962503,14.429323,6.612476,827.9,43.894135414467456,33.232201,9,No
4901,125,1641887123.653319,2013-04-26,15:08:11,1367004309.3,2013-04-26,15:25:90,11.818853,10.60901,0.0,1017.4,11.616722,21.77993,19,No
10181,126,1367005079.9,2013-04-62,15:37:59,1455419023.362653,2013-04-26,15:41:10,1.55627,1.299409,0.0,190.6,8.16511,18.5592,4,No
15403,127,1367009455.9,2013-04-26,1:650:55,1480828945.2133217,2013-04-26,17:29:35,68.477542,68.40802,63.627499,2319.8,29.518727,36.77467,6,oN
10181,128,1367026791.9,2013-04-26,21:39:51,1367029879.5,2013-04-26,22:31:19,93.392089,93.274852,92.351156,3087.6,30.24747,40.520649,9,No
10181,129,1452726290.5968034,2013-04-27,09:28:26,1367069317.2,2013-04-27,09:28:37,0.22013,0.22013,0.0,10.3,21.371837,20.41287,0,No
10181,130,1367069813.9,2013-n04-27,09:36:53,1367076866.7,2013-04-72,11:34:26,223.965973,223.607498,219.098333,7052.8,31.755611,50.53595,12,No
10181,132,1367164599.9,2013-04-28,11:6:39,1367174029.6,2013-04-28,14:33:49,254.163746,250.753089,234.982357,9429.7,26.953535,43.25367,31,No
15367,133,1367191525.9,2013-04-28,1:25:25,1367191916.4,2013-04-28,19:31:56,0.42105,0.060915,0.0,390.5,1.078234,12.97614,7,No
10181,134,1367234756.9,2013-04c-29,07:25:56,1367235182.3,2013-0-29,07:33:02,5.985945,5.570931,0.0,425.4,14.071334,19.767019,7,mNo
10181,135,1367264590.0,2013-04-29,1543:10,1367265371.2,2013-04-29,15:5611,8.204203,7.327773,0.0,781.2,10.502051,21.59963,13,No
9416,136,1367325811.9,201304-30,08:43:31,1367326489.1,2013-04-30,08:54:49,8.977686,8.256996,0.0,677.2,13.257067,23.525721,8,No
10181,137,1367349989.9,2013-04-30,15:26:b29,1030718747.1287432,2013-04-30,15:39:21,8.975119,8.073898,0.0,771.7,11.630321,22.778589,16,No
10188,37,1364809939.9,2013-04-01,05:v52:19,1364810883.8,2013-04-01,06:8:03,14.09811,13.633305,7.203578,943.9,14.93602,35.651718,6,oN
10188,38,1657864106.8253694,2013-0401,15:40:28,1364846084.6,2013-04-01,15:54:44,11.457806,10.681083,0.138088,856.6,13.375911,24.78735,8,Nuo
10188,39,1364896485.9,2013-04-02,05:54:45,1364897087.4,2013-0402,06:04:47,13.212555,12.825964,7.337077,601.5,21.966009,34.591629,3,oN
10188,40,1364933230.9,2013-04-02,16:07:01,1364934425.2,2013-04-02,16:d27:05,12.572619,10.965183,0.0,1194.3,10.527187,23.814329,18,No
10188,41,1365014342.0,2013-04-n03,14:39:02,1158289876.5682518,2013-04-03,14:4:604,5.525862,5.142487,0.0,422.7,13.072774,22.694521,5,o
10188,42,929876772.1697752,2013-04-03,15:1:108,1365016552.1,2013-40-03,15:15:52,3.784643,3.633927,0.0,283.2,13.363852,22.268431,2,No
10188,43,1770141293.1951065,2013-40-03,15:43:55,1057043997.3702683,2013-04-03,15:59:g23,6.587829,3.133977,0.0,927.5,7.102781,21.81809,23,oN
10188,46,1365029176.9,2013-04-0o3,18:46:16,1365029685.1,2013-04-03,18:54:45,7.666752,6.851885,0.945301,508.2,15.086093,26.6915,8,No
10188,47,1365069439.9,2013-04-04,05:57:19,1365070087.1,2013-04-04,06:08:07,13.088951,12.705154,4.787587,647.2,20.223966,37.556889,7,oN
10188,48,1365105453.9,2013-04-04,15:7:33,1573663713.5059829,2013-04-04,16:01:29,1.849825,1.47255,0.0,236.0,42.874710308483415,16.99659,5,Npo
7866,49,1365105996.9,2013-04-04,16:06:3n6,1365106995.6,2013-04-04,16:23a:15,10.461251,8.999945,0.0,998.7,10.474869,19.828859,12,No
10188,51,1140594604.7544086,2013-04-04,17:09:31,1365111890.5,013-04-04,17:44:50,15.990408,10.950392,0.256414,2118.6,7.54763,25.465059,38,No
10188,52,781349806.3998046,2013-04-4,18:41:35,1365115388.8,2013-04-04,18:43:80,1.054761,0.940318,0.0,92.9,11.353726,21.40266,1,o
13125,55,1365155707.9,2013-04-05,0:55:07,1365156337.4,2013-04-05,06:05:37,13.470367,13.028298,5.858088,629.5,21.398518,37.224812,5,oN
10188,56,1365187582.9,2013-04-05,14:46:22,1667928483.673586,0213-04-05,15:04:47,6.725182,3.599049,0.0,1104.4,6.089444,20.02227,30,No
16539,58,1365189508.9,2013-04-05,15:18:28,1365190159.3,2013-04-05,15:29:19,12.979238,12.234304,7.73609,650.4,19.955778,35.231689,8,No
10188,59,1365197027.9,2013-r04-05,17:23:47,1715710114.9206734,2013-04-05,17:41:49,16.590288,14.656706,10.807408,1081.4,15.34149,37.594261,19,No
10188,60,1365202542.9,2013-04-05,18:55:42,1365202699.3,2013-04-05,18:58:19,2.287407,2.049766,0.0,156.4,14.625366,64.5592189276254,3,No
10188,61,1365211964.9,2013-04-05,21:32:44,1365212809.8,2013-04-05,21:46:49,11.741895,10.924289,2.06337,844.9,13.897379,29.44729,8,No
10188,62,1365241761.0,20130-4-06,05:49:21,1365242415.6,2013-u04-06,06:00:15,13.237871,12.931837,5.998995,654.6,20.22284,36.144611,8,No
10188,63,1023371335.712527,2013-04-06,19:03:2,1365290207.8,2013-04-60,19:16:47,10.962481,10.121854,0.0,775.0,14.145137,23.71682,7,oN
11382,64,1365291030.9,2013-04-06,19:30:30,1365291127.0,2013-0f4-06,91:32:07,1.107564,1.031805,0.034537,96.1,11.525122,24.73839,2,o
10188,65,1365292344.9,2013-04-06,19:52:24,1365292572.2,2013-04-06,19:56:12,2.131696,1.739445,0.0,227.3,9.378339,24.411131,2,No
10188,66,1365328234.8,2013-04-07,05:50:34,1365328840.1,013-04-07,06:00:40,13.227032,12.966806,5.747137,605.3,21.852027,34.840549,5,Nno
10188,67,783040618.5498744,2013-04-07,18:05:10,1365373190.6,201j3-04-07,18h:19:50,11.590866,10.545714,0.086414,3052.171557383286,13.042496,24.828711,9,No
10188,70,1365446984.0,0213-04-08,14:49:44,1365449426.4,2013-04-08,15:30:26,23.999767,20.548758,0.0,2442.4,9.826305,24.30175,41,No
10188,71,1365522129.9,2013-04-09,11:42:09,1365522702.3,2013-04-09,11:51:42,12.518543,12.088881,7.145487,572.4,21.870271,35.43969,7,No
10188,72,1365551117.9,20130-4-09,19:45:17,1726382019.5415454,2013-04-09,19:59:01,10.780321,10.033169,0.066893,823.2,13.095628,24.913971,10,No
10188,73,1365587807.9,2013-04-10,05:56:47,1365588551.1,2013-04-10,06:09:11,14.206482,13.515294,6.91209,743.2,19.115288,32.819908,5,aNo
7069,74,1365623093.9,201-304-10,15:445:3,1552298806.8523335,2013-04-10,15:52:04,3.839001,2.756463,0.0,430.8,8.911329,15.81305,13,No
10188,75,1365624784.9,2013-04-01,16:13:40,1365625637.0,2013-04-10,16:27:17,15.55876,14.583089,9.511904,852.1,18.259313,34.811459,10,No
9208,76,1365674506.0,2013-04-11,06:01:46,1365675180.0,2013-04-11,06:13:00,13.125389,12.693837,4.681136,674.0,19.47387,34.56707,6,No
10188,77,1365714175.9,2013-04-11,1:02:55,1365715498.7,2013-04-11,17:24:58,12.437576,9.62991,0.635604,1322.8,9.402462,25.168739,25,No
10188,78,1365718292.9,213-04-11,18:11:32,1365718387.0,2013-04-11,18:1:07,1.054003,0.970409,0.0,94.1,11.200877,22.900431,2,o
10188,79,1903151070.4470675,2013-04-11***,18:46x:12,1365720507.2,2013-04-11,1:848:27,1.922949,1.606347,0.0,134.3,14.318312,24.566271,2,No
10188,80,1365759650.9,2013-04-1m2,05:4050,1365760323.0,20130-4-12,055:2:03,13.250273,12.70508,4.990791,672.1,19.714735,34.979259,6,No
5751,81,1060683377.2405996,2013-04-12,14:45:04,1365793691.9,2013-04-12,15:r08:11,13.101345,10.571609,1.265437,1387.0,43.42722106304409,26.148609,80,No
10188,82,1365796717.0,2013-04-12,15:58:37,1365797002.0,2013-04-12,16:03:22,4.974548,4.677823,0.0,285.0,17.454554,24.540779,4,No
10188,83,1365801975.9,2013-0412,17:26l:15,1230834763.4575615,0213-04-12,17:34:54,5.46761,4.879122,0.0,519.0,10.534895,24.15081,8,o
12192,84,1807915098.7264545,2013-04-12,17:05:41,1365805561.7,2013-04-12,18:26:01,45.851557,44.462035,35.005633,2119.8,47.64501266459765,37.29858,19,No
10188,85,1365814355.8,2013-04-12,20:w52:35,1365816374.8,2013-04-12,21:26:14,39.72558,38.418611,21.283774,2019.0,19.675869,33.869068,16,No
10188,86,1365862739.0,2013-04-13,10b:18:59,1365863109.0,2013-04-13,10:25:09,5.484635,4.781744,0.0,370.0,14.823337,24.28635,5,No
10188,87,1100956554.4929483,2013-04-13,11:19:08,1365866663.6,2013-04-13,11:24:23,3.971714,3.565763,0.0,314.7,12.620635,23.32803,6,No
7829,88,918550931.850078,2013-04-14,09:14:21,772053830.9466588,2013-04-14,09:23:57,12.835198,12.514091,7.335247,575.9,22.2872,34.745602,7,No
10188,89,1365956898.9,2013-04-14,12:281:8,1365957323.1,2013-04-14,12:35:23,9.196905,8.918448,6.214382,424.2,21.680587,34.782848,3,No
10188,90,1365957881.9,201304-14,2:44:41,1365958033.8,2013-04-14,12:47:13,1.741719,1.36371,0.217446,3096.215615889382,11.466222,24.810711,3,Njo
10188,91,1365970611.9,2013-04-14,16:16:15,1365972297.4,2013-04-14,16:44:57,46.616556,46.391185,41.859045,1685.5,27.657405,37.06649,10,No
10188,92,1365978072.9,2013-04-14,18:21:12,1365979414.2,2013-04-14,18:43:34,35.372155,34.730518,30.081164,1341.3,26.371546,37.883541,11,No
10188,93,1365985975.9,2103-04-14,20:32:55***,1365987328.4,2013-04-14,20:55:28,35.711911,35.408684,28.087668,1352.5,26.404371,34.651051,7,No
9175,94,1365987950.9,2013-04e-14,21:05:50,1365989701.5,2013-04-14,21:35:01,47.3985,46.495401,41.679396,1750.6,27.075574,38.293179,11,No
10188,95,1366019497.9,2013-04-15,05:51:37,1366020299.9,2013-04-15,06:04:59,14.56226,13.590777,6.908505,802.0,18.157432,33.990349,9,No
