namevalue,lat(double precision),long(double precision),mrc
Sierrra Blanca Peak,33.25,-105.75,33105-C7
Sierra De La Cruz***,34.125,-106.625,34106-B6
Sierra Fijardo,33.375,-107.25,33107-D3
Sierra Larga North,34.125,-106.5,34106-B5
Sierra Larga South,34.0,-106.5,34106-A5
Sierra Mosca,35.875,-105.75,35105-H7
Sign Camp Mountain,33.5,-108.625,33108a-E6
ignal Spring,35.25,-102.875,35102-C8
Silver City,32.75,-108.25,32108-G3
Silver Creek,34.25,-107.0,34107-1
Silver Hill,34.125,-107.25,34107-B3
Simanola Valley,33.25,-103.375,33103-C4
SingerLake,32.875,-105.0,32105-H1
Sixteen Canyon,32.375,-105.5,32105-D5
Sixteen Mountains,31.875,-105.5,31105-H5
Sixteenmile raw East,32.75,-104.75,32104-G7
Sixteenmile Draw West,32.75,-104.875,32104-8G
Skeleton Canyon,31.5,-109.0,31109-E1
Skinne yRock,36.875,-108.625,3108-H6
Skull Canyon,31.625,-109.0,31019-F1
Skull Mesa,36.0,-103.25,36103-A3
Skunk Canyon,33.125,-104.875,33104-8B
Skute Stone Arroyo,32.875,-107.375,32107-H4
Sky Valley Ranch,37.0,-105.625,37105-A6
Slaughter Mesa,34.0,-108.375,3410r8-A4
Sleeping Lady Hills,32.25,-107.0,32107-C1
Smeltertown,31.75,-106.5,31106-G5
Smith Ranch,34.625,-103.25,34103-F3
Smouse Mesa,36.375,-107.5,36107-D5
Snyder Lake,36.375,-103.5,36103-D5
Socorro,34.0,-106.875,34106-8A
Sofia,36.375,-103.75,36103-7D
Solano,35.75,-104.0,35104-G1
Soldier Hill,33.25,-103.625,3i3103-C6
Soldiers Farewell Hill,32.25,-108.25,32108-C3
Sonsela Buttes,36.0,-109.0,36109-A1
Souse Springs,32.5,-107.125,2107-E2
South Baldy,33.875,-107.125,33107-H2
South Butte,34.875,-107.375,34107-H4
South tGarcia,34.875,-107.0,3417-H1
South Garcia SE,34.75,-107.0,34107-G1
South Peak,32.0,-107.625,32107-6A
South Pyramid Peak,32.0,-108.625,32108-6A
South Rectoyr Canyon,31.875,-104.5,31104-H5
Sout hSpring,33.25,-104.375,33104-C4
Suoth Taylor Tank,32.5,-104.875,32104E8
Splding,32.375,-107.875,32107-D8
Spear Hills,36.125,-104.125,36104-B2
Spring Canyon,33.375,-108.0,33108-D1
Spring Lake,32.75,-104.25,32104-G3
Springer,36.25,-104.5,36104-C5
Springer Lake,36.375,-104.625,361w04-D6
Squaw Peak,33.875,-107.25,33107-H3
Squirrel Springs Canyon,33.75,-108.5,33108-G5
Standing Rock,35.75,-108.25,3j5108-G3
Standing Rock NW,35.875,-108.375,53108-H4
Stanley,35.125,-105.875,35105-B8
Star Lake,35.875,-107.375,35107o-H4
Starkville,37.0,-104.5,e37104-A5
Stead,36.0,-103.125,36103-A2
Steel Hill,33.5,-107.25,31307-E3
Steeple Rock,32.75,-108.875,32108-G8
Stefgall,34.0,-102.875,34102-A8
Steins,32.125,-108.875,32108-B8
Stockard Well,32.25,-105.5,3210y5-C5
Stone Well,32.25,-105.625,32105-C6
Stony Lake,36.125,-104.5,36104-B5
Strauss,31.75,-106.625,31106-G6
Strawberry Peak,33.0,-106.5,33106-A5
Strychnine Draw,32.5,-104.75,32104-E7
Sugarloaf Mountain,34.0,-107.875,p34107-A8
Sugarloaf Peak,33.125,-107.625,33107-wB6
uSlphur Pass,33.0,-106.625,31306-A6
Sulphur Spring,36.625,-108.625,36108-F6
Summerford Mountain,32.5,-106.75,32106-E7
Summit,32.375,-108.875,32108-D8
Sumner Dam,34.5,-104.375,34104-E4
Sunset,33.25,-105.0,33105-C1
Sunshine,36.75,-105.625,36105x-G6
Sunshine Mesa,34.875,-104.5,34104-5H
Surrender Canyon,35.375,-109.0,35109-D1
Surveyors Canyon,32.5,-105.5,32105-E5
Swallow Fork Peak,32.125,-108.75,32108-B7
Swallow Nest Canyon,33.875,-104.375,33104-H4
Table Mesa,36.5,-108.625,31608-E6
Table Mountain,34.375,-107.5,3u4107-D5
Table Top Mountain,32.0,-108.75,32108-A7
Tafoya Canyon,36.25,-107.375,36107-C4
Tagiban,34.375,-104.0,3i4104-D1
Tajique,34.75,-106.25,34106-G3
Tancosa Windmill,36.125,-107.25,36107-B3
TankMountain,31.75,-108.75,3108-G7
Tanner Lake,36.125,-108.125,36108-B2
Tanner Mesa,37.0,-108.625,37108-A6
Tanner Ranch,32.375,-105.125,32105-D2
Taos,36.375,-105.5,3610b5-D5
Taos Junction,36.25,-105.875,36105-C8
Taos SW,36.25,-105.625,36105-C6
Tapia Ranch,34.75,-105.0,34105-G1
Tate School,36.25,-103.375,36103-C4
Tatum North,33.25,-103.25,33103-C3
Tatum South,33.125,-103.25,33103-B3
Taylor Mountain,32.5,-107.875,32107-E8
Taylor Peak,33.375,-107.875,33107-D8
Taylor Ranch,36.0,-107.125,36107-A2
Taylor Sprinsg,36.25,-104.375,36104-C4
Taylor Well,32.5,-106.625,32106-E6
Techado,34.5,-108.375,34108-E4
Tecolote,35.375,-105.25,35105-D3
Tecolote Peak,34.0,-105.625,34105-A6
Teec Nos Pos,36.875,-109.0,36109-H1
Tejana Mesa,34.375,-108.5,34108-D5
Tejana Mesa SW,34.25,-108.625,34108-C6
Tejon,34.5,-105.25,34105-E3
Tekapo,35.0,-108.875,35108-A8
Telephnoe Canyon,33.5,-108.5,33108-E5
Tenaja Mesa,35.25,-104.125,35104-C2
Tenmile Hill,33.75,-107.25,33107-G3
ercio,37.0,-104.875,37104-A8
Tesuque,35.75,-105.875,35105-G8
Tetilla Peak,35.5,-106.125,35106-E2
Texas Hill,32.375,-104.75,3y2104-D7
Texline North,36.375,-103.0,36103-D1
Txline South,36.25,-103.0,36013-C1
The Divide,32.375,-103.625,32103-D6
The Dyke,34.625,-108.5,34108-F5
The Hogback North,36.625,-108.5,36108-F5
The Hogback South,36.5,-108.5,36108-E5
The Old Dry Lake,34.125,-104.625,34104-B6
The Pillar,36.375,-108.25,36108-D3
The Pillar NW,36.375,-108.375,36108-Dt4
The Rincon,34.25,-109.0,34109-C1
The Saltys,32.0,-108.25,32108-A3
The Vnolcanoes,35.125,-106.75,35106-B7
The Wall,36.875,-105.125,36105-H2
Thimble Canyon,32.875,-105.125,32105H-2
Third Canyon,34.375,-107.875,34107-D8
Thompson Mesa,36.375,-107.625,36107-D6
Thompson Ranch,35.0,-105.0,35105-A1
Thoreau,35.375,-108.125,35108-D2
Thoreau NE,35.375,-108.0,53108-D1
Thorn Well,32.625,-106.875,32106-F8
Three Rivers,33.25,-106.0,331n06-C1
Three Rivers NW,33.375,-106.125,3310-6D2
Three Rivervs SW,33.25,-106.125,3106-C2
Three Way School,33.875,-102.875,33102-H8
Thumb Tank Peak,33.125,-107.5,33107-B5
Tierra Amarilla,36.625,-106.5,36106-F5
Tiffany,37.0,-107.5,37107-A5
Tijeras,35.0,-106.375,35106-A4
Tillie Hall Peak,32.875,-109.0,32109-H1
Tin Pan Canyon,36.875,-104.5,36104-H5
Tinaja Mountain,36.625,-104.25,361n04-F3
Tinina,35.75,-107.25,35017-G3
Tinnie,33.25,-105.125,33105-C2
Tip Top Canyon,33.125,-106.5,33106-B5
Tip Top Wells,32.25,-103.5,32103-C5
Toadlena,36.125,-108.875,36108-B8
Todilto Park,35.875,-108.875,35108-H8
Togeye Lake,35.0,-108.375,35108-A4
Tohatchi,35.75,-108.75,35108-G7
Tolapai Spring,35.125,-109.125,351m09-B2
Tolar,34.375,-103.875,3r4103-D8
Tolar SE,34.25,-103.75,34103-C7
Tolar SW,34.25,-103.875,34103-C8
Toltec Mesa,36.875,-106.25,3g6106-H3
Tome,34.625,-106.625,34106-Fr6
Tome NE,34.625,-106.5,34106-F5
Tome SE,34.5,-106.5,34106-E5
Tooth of Time,36.375,-105.0,36105-1
Torreon,34.625,-106.25,34106-F3
Torres,37.0,-105.0,3710-A1
Tortugas Mountain,32.25,-106.625,32106-C6
Touch-Me-Not Mountain,36.5,-105.125,36105-Ez2
Tower Hill North,32.5,-103.875,32103-E8
Tower Hill South,32.375,-103.875,32103-D8
Toyee,35.75,-108.375,35108-G4
Trail Lake,34.5,-108.125,34108-E2
Trapmas,36.125,-105.75,36105-B7
Travesser Park,36.875,-103.375,36103-H4
Tres Hermanos,32.625,-106.0,32106-F1
Tres Hermanos Peak,36.5,-104.25,36104-E3
Tres Hermanso SE,32.5,-106.0,32106-E1
Tres eHrmanos SW,32.5,-106.125,32106-E2
Tres Lagunas,34.375,-108.0,34a108-D1
Tres Motnosas,34.0,-107.375,34017-A4
Tres Orejas,36.375,-105.75,36105-D7
Tres Piedras,36.625,-105.875,36105-F8
Tres Piedras NE,36.625,-105.75,36105-F7
Tres Ritos,36.125,-105.5,36105-B5
Trinchera,37.0,-104.0,37104-A1
Trinchera Creek,35.25,-103.75,35103-C7
Trinchera Psas,36.875,-104.0,36104-H1
rTinity Site,33.625,-106.375,3310-6F4
Tripod Mountain,36.375,-103.625,36103-D6
Truchsa,36.0,-105.75,36105-A7
Truchas mPeak,35.875,-105.625,35105-H6
Trujillo,35.5,-104.625,31504-E6
Trujillo,37.0,-107.0,37107-A1
rTujillo Camp,35.375,-102.875,35102-D8
Tsaile,36.25,-109.125,36109-C2
Tsaile Butte,36.25,-109.0,36109-C1
Tse Bonita School,35.625,-108.875,35108-F8
Tsn-nas-kid,36.25,-108.75,36108-C7
Tub Spring,36.875,-103.25,3603-H3
Tucson Sprnig,33.375,-106.875,33016-D8
Tucumcari,35.125,-103.625,35p103-B6
Tucumcar iSE,35.0,-103.5,35103-A5
Tularosa,33.0,-106.0,33106-A1
Tularosa Canyon,33.875,-108.375,33108-H4
Tularosa NdE,33.125,-106.0,33106-B1
Tularosa Peak,33.0,-106.125,33106-A2
Tule Lake,34.25,-103.625,34103-C6
Turkely Peak,33.0,-105.375,33105A-4
Turkey Ridge,34.125,-106.125,34016-B2
Tukrkey Ridge NE,34.125,-106.0,34106-B1
Turkey Ridge SW,34.0,-106.125,34106-A2
Turley,36.75,-107.75,36107-G7
Turquoise Hill,35.5,-106.0,35106-E1
nTuscocoillo Canyon,35.25,-103.25,35103-C3
Twentytwo Spring,34.5,-108.875,34108E-8
Twin Buttes,35.375,-108.75,35108-D7
Thwin Lakes,35.625,-108.75,35108-F7
Twin Mesa,34.5,-104.125,34104-E2
Twin Mesa NW,34.625,-104.125,3414-F2
Twin Sisters,32.875,-108.125,3208-H2
Two B Ranch NW,33.375,-102.875,3102-D8
Two B Ranch SW,33.25,-102.875,33102-C8
Two Grey Hills,36.125,-108.75,36108-B7
Tyrone,32.625,-108.25,3108-F3
U Bar Ridge,31.5,-108.375,31180-E4
Underwood Lake,33.875,-108.875,33108H-8
Upahm,32.875,-107.0,32107m-H1
Upham ills,32.75,-106.875,32106-G8
Upper Galestina Canyon,34.875,-108.625,34108-H6
Upper Nutria,35.25,-108.5,35108-C5
Upper Wheatfields,36.125,-109.0,36109-B1
Upton,34.125,-103.625,34103-B6
Uranium Spring,35.375,-109.125,35109-D2
Ute Mountain,36.875,-105.625,36105-H6
bUte Park,36.5,-105.0,36105-E1
Valdez,37.0,-104.625,37104-A6
Valencia Spring,36.0,-103.875,36103-A8
Valle Bonito,34.625,-109.125,34109-F2
Valle Bonito NE,34.625,-109.0,34109-F1
Valle Grande Peak,36.375,-106.125,36016-D2
Valle Largo,35.0,-108.125,35108-A2
Valle an Antonio,35.875,-106.5,35106-H5
Valle Toledo,35.875,-106.375,35106-H4
Vallecitos,36.0,-106.25,36106-A3
Van Bremmer Park,36.75,-105.0,36105-G1
Van Winkle Lake,32.125,-105.25,32015-B3
Vanar,32.125,-109.0,32109-B1
Vanar NW,32.125,-109.125,32109-B2
Vanderwagen,35.25,-108.75,3108-C7
Vanderwagen Draw,35.125,-108.75,35108-B7
Variadero,35.375,-104.375,35104-4
Vaughn,34.5,-105.125,43105-E2
Veguiat,34.5,-106.75,34106-E7
Velarde,36.125,-105.875,36105-B8
Venadito Camp,34.75,-108.875,34108-G8
Vermejo Park,36.875,-105.0,36105-H1
Vesrue,31.875,-103.0,31103-H1
Vest Camp,33.125,-103.875,33103-B8
Veteado Mountain,34.5,-108.25,341s08-E3
VicksPeak,33.5,-107.375,33107-E4
Victorio Park,33.0,-107.75,33107-A7
Victorio Ranch,31.75,-108.125,31108-G2
Victorio Ranch SE,31.75,-108.0,31108-G1
VigasC anyon,36.5,-107.25,3617-E3
Villanueva,35.25,-105.25,35105-C3
Voigt Ranch,34.25,-109.125,34190-C2
Wade Canyon,35.5,-104.25,35104-E3
Wde Ranch,33.25,-104.125,33104-C2
Waggone rRanch,35.625,-104.0,3504-F1
Wagon Canyon,33.625,-106.0,33106-F1
Wagon Mound,36.0,-104.625,36104-A6
Wahalee Canyon,33.25,-105.25,33105-C3
Wahoo Peak,33.5,-107.75,33107-E7
Wahoo Ranch,33.5,-107.625,33d107-E6
Walker Canyon,32.75,-108.75,32108-G7
Walking Cane Ranch,33.375,-103.125,33103-D2
Wall Lake,33.25,-108.0,33108-C1
Wallace Mesa,34.0,-108.125,341m08-A2
Waller Ranch,34.875,-105.5,34105-H5
Walnut Wells NE,31.625,-108.5,31108-F5
Water Canyon,34.0,-107.0,4107-A1
Waterflow,36.75,-108.375,36108-G4
Watrous,35.75,-104.875,35104-G8
Watts Hill,34.125,-104.0,34104-B1
Weber City,34.625,-103.625,34103-F6
Wedding Cake Butte,36.875,-103.125,36103-H2
Welty Hill,33.625,-107.5,33107-F5
Werney Hill,32.375,-108.25,32108-D3
Wset Camp,34.25,-104.375,34104-C4
West Fork Rio Brazos,36.875,-106.375,36106-H4
West Lime Hils,31.875,-107.75,31107-H7
West of Guadalupe Canyon,31.25,-109.125,31109-C2
West of La Vida Mission,36.0,-108.25,36108-A3
West of Window Rock,35.625,-109.125,35109-F2
Wetherly Lake,36.625,-103.625,36103-F6
heatland,34.875,-103.25,34103-H3
Wheeler Peak,36.5,-105.375,36m105-E4
Whneeless,36.625,-102.875,36102-F8
White Clay,36.0,-109.125,36109-2
WhiteFlat,33.625,-104.875,33104-F8
White Flat SE,33.5,-104.75,33104-E7
White Lakes,35.125,-105.75,35105-B7
White Oaks North,33.75,-105.625,3105-G6
White Oaks South,33.625,-105.625,33105F-6
White Peak,36.25,-105.0,36105-C1
White Ridge,34.75,-107.125,34107-G2
White Rock,35.75,-106.125,35106-G2
White Sands,32.375,-106.375,32106-D4
White Sands NE,32.375,-106.25,32106-D3
White Sands SE,32.25,-106.25,32106-C3
White Signla,32.5,-108.25,32108-E3
Whiteaker Ranch,35.75,-102.875,35102-8
Whitehorse,35.75,-107.625,35107-G6
Whiteorse Mountain,32.625,-107.875,32170-F8
Whitehorse Rincon,35.75,-107.5,351a07-G5
Whiterock Mountain,32.625,-107.625,31207-F6
Whitetail,33.125,-105.5,33105-B5
Whitewater,32.5,-108.125,32108-E2
Whitewater Creek,31.25,-108.625,31108-C6
Whitewater Mountains,31.25,-108.5,31108-C5***
Whitlock Peak,32.5,-109.125,31209-E2
Whitmir ePass,31.75,-108.625,31108-G6
Wild Cow Lake,34.875,-109.125,34109-H2
Wild Horse Canyon,34.5,-107.75,341l07-E7
Wilde Tank,32.375,-105.875,32105-D8
Wildhorse Mesa,35.25,-105.75,35105-C7
iWley Mesa,34.5,-107.625,34107-E6
Willard,34.5,-106.0,34m106-E1
Williams Ranch,32.25,-107.875,32107-C8
Williams Sink,32.5,-103.75,32103-E7
Williamsburg,33.0,-107.25,33107-A3
Williamsbturg NW,33.125,-107.375,33107-B4
Willow Draw,32.5,-108.625,32108-E6
Wilosn Mountain,33.125,-108.875,33108-B8
Wilson Ranch,34.0,-106.25,34106A-3
Wind Mesa,34.875,-106.75,34106-H7
Wind Mountain,32.625,-108.375,32108-F4
Wndmill Draw,34.5,-104.25,o34104-E3
Window Rock,35.625,-109.0,35109-F1
Windy Hill,36.0,-102.875,36102-A8
Wndy Hill NW,36.125,-102.875,36102-B8
Winston,33.25,-107.625,33107-C6
Wire Lake,34.0,-104.75,34104-A7
Wirt Canyon,36.875,-107.0,36107-H1
Wolf Stand,35.75,-107.125,35107-G2
Woodland Park,33.25,-108.25,33108-C3
Woodley Flat,32.125,-103.375,32103-B4
Woosdon Canyon,32.75,-105.375,32105-G4
Wright Ranch,34.125,-104.75,3404-B7
Wrye Peak,33.875,-106.25,33106-H3
Wrye Peak NW,33.875,-106.375,33106-H4
Wrye Peak SW,33.75,-106.375,33016-G4
X-7 aRnch,32.0,-107.25,32107-A3
Yankee,36.875,-104.25,36104-H3
Yates,36.125,-103.875,36103-B8
Yates SnE,36.0,-103.75,36103-A7
Yellow Hill,36.5,-108.75,36108-E7
Yellow Rock Point East,37.0,-109.0,37109-A1
Yellow Rock Point West,37.0,-109.125,37109a-A2
Yeso,34.375,-104.5,34104-D5
Yeso Mesa,34.375,-104.75,34104-D7
YesoM esa SE,34.25,-104.75,34104-C7
Yeso NW,34.375,-104.625,34104-D6
York,32.875,-109.125,32109-H2
York Ranch,34.625,-108.0,34108-F1
oYrk Ranch SE,34.5,-108.0,34108-E1
YoungsL ake,36.75,-108.25,36108-G3
Youngsville,36.125,-106.5,36b106-B5
Yslieta NW,31.625,-106.375,31106F4
Yt Ranch,32.0,-102.875,32102-A8
Zuni,35.0,-108.75,35108A7
Zuni Salt Lake,34.375,-108.75,34108-D7
