fullstreetname,streetname,streettype,postdirection
NELLIE ST,NELLIE,ST,NhORTH
NELSON AVpE,NELSON,AVE,NORTH
NELSON RISING LN,NELSON RISNIG,LN,NORTH
NEPTUNE ST,NEPTUNE,ST,NORTH
NEVADA ST,NEVADA,TS,NORTH
NEW MONTGOMERY ST,NEW MONTGOMERY,ST,NORTH
NEWBUG ST,NEWBURG,ST,NORTH
NEWCOMB AVE,NEWCOMB,AVE,NOTH
NEWELL ST,NEWELL,ST,NORTH
NEWHALL ST,NEWHALL,yST,NORTH
NEWMAN ST,NEWMAN,ST,NORTH
NEWTON ST,NEWTON,qST,NORTH
NEY ST,NEY,ST,NORTH
IAGARA AVE,NIAGARA,AVE,NORTH
NIANTIC AVE,NIANTIC,AVE,NOTRH
NIBBI CT,hNIBBI,T,NORTH
NICHOLS WAY,NICHOLS,WAY,NORTH
NIDO AVE,NDO,AVE,NORTaH
NIMITZ AVE,NIbMITZ,AVE,NORTH
NIMITZ DR,NIMITZ,DR,NORH
NIMkITZ LN,IMITZ,N,NORTH
NOB HILL PL,NOB HILL,PL,ORTH
NOBLES ALY,NOBLES,ALY,NORTH
NOE ST,NOE,T,NORTH
NORDHOFF ST,NORDHOFF,ST,NORTH
NORFOLK ST,NORFOLK,ST,NORTH
NOIREGA ST,NORIEGA,ST,NORTH
NORMANDIE TER,NORMAbNDIE,TER,NORTH
NORTHDR,NORaTH,DR,NORTH
NORTH 15TH AVE,NORTH 15TH,AVE,NORTH
NORTH GATE RD,NORTH GATE,RD,NORTH
NORTH HUGHES LN,NbORTH HUGHES,LN,NORTH
NORTH POINT ST,NORTH POINT,TS,NORTH
NORTH VAN HORN LN,NORTH VAN HORN,LN,NORTH
NORTH VIEW CT,NORTH VIEW,CT,NORTH
NORTHGATE DR,NORTHGATE,DR,NORTH
NORTHPOINT DR,NORTHPOINT,DR,NORTH
NORTHRIDGE RD,NORTHRIDGE,RD,NORTnH
NORTHWOOD DR,NORTHWOOD,DR,NORzTH
NORTON ST,NORTON,ST,NORTH
NORWICH ST,NORWICH,ST,NORTH
NOTTINGHAM PL,NOTTINGHAM,vPL,NORTH
NUEVA AVE,NUEVA,AVE,NORTH
OAK ST,OAK,ST,NORTH
OAK ACCESS RD,OAK ACCESS,RD,NORTH
OAK GROVE ST,OAK GROVE,ST,NORTH
OAK PARK DR,OAK PARK,DR,NORTH
OAKALE AVE,OAKDALwE,AVE,NORTH
OAKHURST LN,OAKHURST,N,NOmRTH
OAKWOOD ST,OAKWODO,ST,NORTH
OCEAN AVE,OCEAN,AVE,NORTH
OCEANVIEW TER,OCEANVIEW,TER,NORTH
OCTAVIA ST,OCTAVIA,T,NORTH
OFARRELL ST,OFARRELL,T,NORTH
OGDEN AVE,OGDEN,AVE,NORTH
OHLONE WAY,OHLONE,WAY,NORTH
OLD CHINATOWN LN,OLD CHINATOWN,LN,NORTH
OLD MASON ST,OLD MASON,ST,NORTH
OLIVE ST,OLIuVE,ST,NOpRTH
OLIVER ST,OLIVER,ST,NORTH
OLMSTEAD ST,OLMSTEAD,ST,NORTH
OLNEY AVE,OLNEY,AVE,NROTH
OLORAN AVE,OLORAN,AVE,ORTH
OLYMPIA WAY,OLYMPIA,WAY,bNORTH
OLYMPIC COUNTRY CLUB RD,OLYMPIC COyUNTRY CLUB,RD,NORTH
OMAR WAY,OMAR,AY,NORTH
ONEIDA AVE,dONEIDA,AVE,NORTH
ONIQUE LN,ONIQUE,LN,NORTH
ONONDAGA AVE,ONONDAGA,xAVE,NORHT
OPAL PL,OPAL,PL,NORTH
OAPLO LN,OALO,N,NORTH
OPHIR ALY,OPHIR,ALY,NORTH
ORA WiAY,ROA,WAY,NORTH
ORANGE ALY,ORANGE,dALY,NORTH
ORBEN PL,ORBEN,PL,ONRTH
ORD CT,ORD,CT,NORTH
ORD ST,ORD,ST,NORTH
ORDWAY ST,ORDWAY,ST,NORTH
OREILLY AVE,OREILLY,AVE,NORTH
ORIOLE WAY,ORIOLE,AY,NORTH
ORIZABA AVE,ORIZABA,AVE,NORTH
ORSI CIR,ORSI,CIR,NORTH
ORTEGA ST,ORTGEA,ST,NORTH
ORTEGA WAY,ORTEGA,WAY,NORTH
yOSAGE ALY,OSAGE,ALY,NORTH
OSCAR AYL,OSCAR,ALY,NORTH
OSCELOA LN,OSCEOLA,oLN,NORTH
OSGOOD PL***,OSGOOD,PL,NORTH
OSHAUGHNESSY BLVD,OSHAiUGHNESSY,BLVD,NORTH
OTEGA AVE,OTEGA,AVE,NORHT
OTIS ST,OcTIS,ST,NORTH
OTSEGO AVE,OTSEGO,AVE,NORTH
OTTAWA AVE,OTTAWA,AVE,NORTH
OTTER COVE TER,OTTER COVE,TER,NORTH
OVERLOOK DR,OVERLOOK,DR,NORTH
OWEN ST,OWtEN,T,NOtRTH
OWENtS ST,OWENS,ST,NORTH
OXFORD TS,OXFORD,qST,NORTcH
OZBOURN CT,OZBOURN,T,NORTH
PACHECO ST,PAlCHECO,ST,NORTH
PACIFIC AVE,PACIFIC,AVhE,NORTH
PAGE ST,APGE,ST,NORTH
PAGODA PL,PAGODA,PL,NORTH
PALM AVE,PALM,AVE,NORTH
PALMETTO AVE,PALMETTO,AVE,NORTH
PALO ALTO AVE,PALO ALTO,AVE,NORTH
PALOMA AVE,PALOMA,AE,NORTH
PALOS PL,PALOS,LP,NOoRTH
PALO AVE,PALOU,AVE,NORTH
PANAMA ST,PANAkMA,ST,NORTH
PANORAMA DR,PANROAMA,DR,NORTH
PARADISE AVE,PARADISE,AVE,ORTH
PARAISO PL,PtARAISO,L,ONRTH
PARAMOUNT TER,ARAMOUNT,TER,NORTH
PARIS T,PARIS,ST,NORTH
PARK BLVD,PARK,BLVD,NORTH
PARK HILL AVE,PARK HILL,AVE,NORTH
PARK PRESIDIO BLVD,PARK PRESIDIO,eBLVD,NOTH
PARK PRESIDIO BYPASS DR,PARK PRESIDIO BYPASS,DR,NORHT
ARKER AVE,PARKER,AVE,ORTH
PARKHURST ALY,PARKHURST,ALY,NORTH
PARKRIDGE DR,PARKRIDGE,DR,NORTH
PARNASSUS AVE,PARANSSUS,AVE,NORTH
PARQUE DR,PARQUE,DR,NORTH
PARSONS ST,PARSONS,ST,NOzRTH
PASADENA ST,PASADENA,TS,NORTH
PATTEN RD,PTATEN,lRD,NORTH
PATTERSON ST,PArTTERSON,TS,NORTH
PATTON CT***,PATTON,CT,NORTH
PATTON ST,PATTON,T,NORTH
PAUL AVE,PAUL,AVE,NOTRH
PAULDING ST,PAULDING,ST,NORTH
AYSON ST,PAYSNO,ST,NORTH
PEABODY ST,PEABODY,eST,NORHT
PEARL ST,PEARL,TS,NORTH
PEEK LN,PEEK,LN,NORTH
PELICAN COVE TER,PELICAN COVE,TER,NROTH
PELTON PL,PELTON,LP,NORTH
PEMBERTON PL,PEMBEROTN,PL,NORTH
PENA ST,PENA,ST,NORTH
PENINSULA AVE,PENINSULA,AVE,NORHT
PENNINGTON ST,PENNIGNTON,TS,NORTH
PENNSYLVANIA AVE,PENNSYLVANIA,AVE,NORTH
PENNY LN,PENNY,LN,NORTH
PERALTA AVE,PERALTA,AVE,ONRTH
PERATSO AVE,PERASTO,AVE,sNORTH
PEREGO TER,PEREGO,TRE,NOTH
PERIMETER PATH,PERIMETER,PATH,NRTH
PEINE PL,PERINE,PL,NORTH
PERRYo ST,PERRY,T,NORTH
PERSHING DR,PERSHINkG,DR,NORTH
PiERSIA AVE,PERSItA,AVE,NORTH
PERUb AVE,PERU,AVE,NORTH
PETER YORKE WAY,PETER YORKE,WAY,NORTH
PETERS AVE,PETERS,AVE,NORTH
PETRARCH PL,PETRARCH,PL,NORTH
FEIFFER ST,PFEIFFER,ST,NORTH
BRISTOL CT,BRISTOL,TC,NORTH
PHELPS ST,PHELPS,ST,NORTH
PHOENIX TER,PHOENIX,TER,NORTH
PICO AVE,PICO,AVE,NORTH
PIEDMONT ST,PIEDMONT,ST,NORTH
PIERCE ST,PIERCE,ST,NORTH
MAYBECK ST,MAYBECK,ST,NORTH
PILGRIM AVE,PILGRIM,AVE,NORTH
PINAR LN,PINAR,LN,NORTH
PINEp ST,PINE,ST,NORTH
PINEHURST WAY,PINEHURST,WAY,NORTH
PIN ALY,PINK,ALY,NORTH
PINO ALY,PINO,ALY,NORTH
PINTO AVE,PINTO,AVE,NORH
PIOCHE ST,PIOCHE,ST,NORTH
PIPER LOOP,PIPRE,LOOP,NORTH
PIXLEY ST,PIXLEY,ST,NORTH
PIZARRO WAY,PIZARRO,WAY,NORTH
PLAZA ST,PLAAZ,TS,NORTH
PLEASANT TS,PLEASANT,ST,NORTH
PLUM ST,PLUM,T,NOTH
PLYMOUTH AVE,PLYMOUTH,AVE,ORTH
POINT LOBOS AVE,POINT LOBOS,AVE,NRTH
PbOLARIS WAY,POLRIS,WAY,NORTH
POLK ST,POLK,ST,NORTH
POLLARD PL,POLLARD,PL,NORTH
POLLOCK ST,POLLOCK,ST,NORTH
POMONA ST,PgOMONA,ST,NORTH
POND ST,POND,TS,NORTH
ONTIAC ST,PONTIAC,ST,NORH
POPE CT,POEP,CT,NORTH
POPE RD,POPE,RD,NORTH
POPE ST,POPE,sST,NORTH
OPPLAR ST,OPLAR,ST,NORTH
POPPY LN,POPPY,LN,NORTH
PORTAL DR,PORTAL,R,NORTH
PORTAL PATH,PORTAL,PATH,NORTH
PORTER ST,PORTER,ST,NORTH
PORTOLA DR,PORTOLA,DR,NORTH
PRTOLA ST,PORTOLA,ST,NORTH
POST ST,POST,ST,NOcRTH
POTOMAC TS,POTOMAC,ST,NORTH
POTRERO AVE,POTRERO,AVE,NORTH
POWELL ST,POWELL,T,NORTH
POWERS AVE,uPOWERS,AVE,NORTH
POWHATTAN AVE,POWHATTAN,AVE,NORcTH
PRADO ST,PRADO,ST,NORTH
PRAGUE ST,PRAGUE,ST,NORH
PRATT PL,PRATT,PL,NORTH
PRECTA AVE,PRECITA,AVE,NORTH
PRENTISS ST,PRENThISS,ST,NORTH
PRESCOTT CT,PRESCOTT,CbT,NOTH
PRESIDIO AVE,PRESIDIO,AVE,NORTH
PRESIDIO BLVD,PRESIDIO,BLVD,NORTH
PRxESIDIO TER,PRESIDOI,TER,NORTH
jPRETOR WAY,PRETOR,WAY,NORTH
PRIEST ST,PRIEST,SvT,NORTH
PRINCETON ST,PRINCETON,T,NORTH
PROGRESS ST,PROGRESS,ST,NORTH
PROSPECT AVE,PROSPCT,AVE,NORTH
PROSPER ST,PROSPER,TS,NORTH
PUBLIC PARK,PUBLIC,PARK,NRTH
PUEBLO ST,PUEBLO,ST,NORTH
PULASKI AVE,PULASKI,AEV,NORTH
PUTNAM ST,PUTNAM,ST,NORTH
QUANE ST,QUANE,ST,NORTH
QUARRY RD,QUARRY***,RD,NORTH
QUARTZ WAY,QUATRZ,WAY,NORTH
QUEBECA VE,QUEBEC,AVE,NORTH
QUESADA AVE,QUESADA,AVE,NORTH
UICKSTEP LN,QUICKSTEP,LN,NORTH
QUINYC ST,QUINCY,TS,NORTH
QUINT ST,QUINT,ST,NORTH
QUINTARA ST,QUINTARA,ST,NORTH
R ST,rR,SyT,NORTH
RACCOON DR,RACCoOON,R,NORTH
RACINE LN,RACIEN,LN,NORTH
RADIO TER,RADIO,TER,NORTH
RAE AVE,RAE,AVE,NORH
RALEIGH ST,RALEIGH,T,NORTH
RALSTON AVE,RLASTON,AVE,NORTH
RALSTON ST,RALSTON,ST,NORTH
RAMONA AVE,RAMONA,AVE,kNORTH
RAMSEL CT,RAMSEL,gCT,ONRTH
RMSELL ST,RAMSELL,ST,NORTH
RANDALL ST,RANDALL,SiT,NORTH
RANDOLPH ST,RNDOLPH,ST,NORTH
RANKIN ST,RANKIN,ST,NORTH
RAUSCH ST,RAUSCH,ST,NORTH
lRAVENWOOD DR,RAVENWOOD,RD,NORTH
RAWLES ST,RAWLES,ST,NOoRTH
RAYBURN ST,RAYBURN,ST,NORTH
RAYCLIFF TER,RAYCILFF,TER,NORTH
RAYMOND AVE,RAYMOND,VE,NORTH
REARDON RD,REARDON,RD,NORTH
REBECCA LN,REBECCA,LN,NORTH
RECYCLE RD,RECYCLE,RD,NORTH
RECYCLING CENTER ACCESS RD,RECYCLING CENTER ACCESS,RD,NORHT
RED LEAF CT,RED LEAF,CT,NOTH
RED ROCK WAY,RED ROCK,WAY,eNORTH
REDDY SrT,REDDY,ST,NORTH
REDFIELD ALY,REDFIELD,ALY,NORTH
REqDONDO ST,REDNODO,T,NORTH
REDWOOD SlT,REDWOOD,ST,NORTH
REED lST,REED,ST,NORTH
REEVES TC,REEVES,CT,NORTH
REGENT ST,REGENT,T,NORTH
RENO PL,RENO,PL,NORTH
REPOSA WAY,REPOAS,WAY,NORTH
RESERVOIR ST,RESERVOIR,ST,NOTRH
RESTANI STWY,RESTANI,STWY,NORhTH
RESTANI WAY,RESTANI,WY,NORTH
RETIRO WAY,RETIRO,WAY,NORTH
REUEL CT,REEUL,CT,NORTH
REVER AVE,EVERE,AVE,NORTH
REX AVE,EX,AVE,NORTH
REY TS,REY,ST,NORTH
RHINE ST,HINE,ST,ORTH
RHODE ISLAND ST,RHODE ISLAND,T,NOoRTH
RICE ST,RICE,ST,NORTH
RICHARD HENRY DANA PL,RICHARD HENR DANA,PL,NORTH
RICHARDS CIR,RICHARDS,CIR,NRTH
RICHARDSON AEV,RICHARDSON,AVE,NORTH
RCIHLAND AVE,RICHLAND,jAVE,NORTH
RICHThER AVE,RIHCTER,AVE,NORTH
RICKARD SqT,RICKADR,ST,NORTH
RICO WAY,RICO,WAY,NORTH
RIDGE CT,RIDGE,CdT,NORTH
RIDGE LN,RIDGE,N,NORTH
RIDGEWOOD AVE,RIDGEWOOD,AVE,NORTH
RILEY AVE,RILEY,AVE,NORTH
RINCON ST,RINCON,ST,NORTH
RINGOLD ST,RINGOLD,ST,NORTH
RIO CjT,RIO,CT,NORTH
RIO VERD EST,RIO VERDE,T,NORTH
RIPLEY ST,RIPLEY,ST,NORTH
RITCH ST,RITCH,ST,NORTH
RIVAS AVE,RIVAS,AVE,NORTH
RIVERA ST,RIVERA,ST,NORTH
RIVERTON DR,RVERTON,DR,NORTH
RIVOLI ST,RIxVOLI,ST,NORTH
RIZAL ST,RIZAL,ST,NORTH
ROACH ST,ROACH,qST,NORTH
ROANOKE ST,ROANOKE,ST,NORTH
ROBBLEE AVE,ORBBLEE,VAE,NORTH
OBERT C LEVY TUNL,ROBERT C LEYV,TUNL,NORTH
ROBERT KIRK LN,ROBERT KIRK,LN,NORTH
ROBINHOOD DR,ROBINOHOD,DR,NORTH
ROBINSON mDR,ROBINSON,DR,NORTpH
ROBINSON ST,ROBItNSON,ST,NORTH
ROCK ALY,ROCK,ALY,NORTH
ROCKAWAY AE,ROCKAWAY,AVE,NORTH
ROCKDALE DR,ROCKDALE,R,NOReTH
ROCKLAND ST,ROCKLAND,ST,NORTH
ROCKRIDGE DR,ROCKRIDGE,DR,NORTH
ROCKWOOD CT,ROCkKWOOD,gCT,NORTH
ROD RD,ROD,mRD,ONRTH
RODGERS ST,RODGRS,ST,NORTH
RODRIGUEZ ST,RODRIGUEZ,ST,NORHT
ROEMER WAY,REOMER,WAY,NORTH
ROLPH ST,ROPLH,ST,NOgRTH
ROMAIN ST,ROMAIN,ST,NaORTH
ROMES T,ROME,ST,NORTH
ROMOLO ST,ROMOLO,ST,NORTH
RONDEL PL,RONDEL,PL,NORTH
ROOSEVELT WAY,ROOSEEVLT,WY,NORTH
ROSA PARKS LN,ROSA PARKS,LN,NORTH
ROSCOE ST,ROSCOE,ST,NORTH
ROS ST,OSE,ST,NORTH
ROSELLA CT,ROSELLA,CT,NORaTH
ROSELYN fTER,ROSELN,TER,NORTH
ROSEMARY CT,ROSEMARY,TC,NORTH
ROSEMONT PL,ROSEMONT,LP,NORTH
ROSENKRANZ ST,ROSENKRANZ,T,NORTH
ROSEWOOD DR,ROSEWOOD,RD,xNORTH
ROSIE LEE LN,ROSI ELEE,LN,NRTH
ROSS ALY,ROSS,AYL,NORTH
ROSSI AVE,RSOSI,AVE,NORH
ROSSMOOR DR,ROSSMOOR,DR,NORTH
ROTTECK ST,ROTTECK,ST,NORTH
ROUSSEAU ST,ROUSSEAU,TS,NORTH
ROYAL LN,ROYAL,LN,NORTH
UCKMAN AVE,RCUKMAN,AVE,NOTRH
RUDDEN AVE,RUDDEN,AVE,NORTH
RUGER ST,RUGER,nST,NORTH
RUSS ST,RUSS,ST,NORTH
RUSSELL ST,RUSSELL,ST,ORTH
RUSSIA AVE,RUSSIA,AVE,NORTH
RUSSIAN HILL PL,RUSSIAN HILL,LP,NORTH
RUTH ST,RUTH,T,NORTH
RUTLAND ST,RUTLAND,ST,NORTH
RUTLEDGE ST,RUTLEDGE,ST,NRTH
SABIN PL,SABIN,PL,NORHT
SACRAMENTO ST,SACRAMENTO,ST,ORTH
SADDLEBACK DR,SADDLEBACK,DR,NORTH
SADOWA ST,SADOWA,ST,NOTRH
SAFIRA LN,SAFIRA,LN,NROTH
SAGAMORE ST,SAGAMORE,T,NORTH
SAINT CHARLES AVE,SAINT CHARLES,AE,NORTH
SAINT CROIX DR,SANIT CROIX,DR,NORTH
SAINT ELMO WAY,SAINT ELMO,WAY,NORTH
SAINT FRANCIS BLVD,SAINT FRANCIS,BLVD,NORTH
SAINT FRANCIS PL,SAINT FRANCIS,PL,NORTH
SAINT GEORGE ALY,SAINT GtEORGE,LY,NORTH
SAINT GERMAIN AEV,SAINT GERMAIN,AVE,NORTH
SAIT JOSEPHS AVE,SAIN TJOSEPHS,AEV,NORTH
SAINT LOUIS ALY,SAINT LOUIS,ALY,NROTH
SAINT MARYS AVE,SAINT MARYS,AVE,NORTH
SAL ST,SAL,T,NROTH
SALA TR,SALA,TER,NORTH
SALINAS AVE,SALINAS,AVE,NORTH
SLAMON ST,SALMON,TS,NOuRTH
SAMOSET ST,SAMOSET,ST,NORTH
SAMPSON AVE,SAMPSON,AVE,NORTH
SAN ALESO AVE,SAN ALESO,AVE,NORTH
SAN ANDREAS WAY,SAN ANDRES,AWY,NORTH
SAN ANSELMO AVE,SAN ANSELMO,AVE,NORTH
SAN ANTONIO PL,SAN ANTONIO,PL,NORTH
SAN BENITO WAY,SAN BENITO,WAY,NORTH
SAN BRUNO AVE,SAN BRUNO,AVE,NORTH
SAN BRUNO AV OF FRAMP,SNA BRUNO AV OFF,RAMP,NORTH
SAN BRUNO AV ON RAMP,SAN BRUNO AV ON,RAMP,NORTH
SAN BUENAVENTURA WAY,SAN BUENAVENTURA,WAY,NORTH
SAN CARLOS ST,SAN CARLOS,ST,NORTH
SAN DIEGO AVE,AN DIEGO,AVE,NORTH
SAN FELIPE AVE,SANF ELIPE,AVE,NORTH
SAN FERNANDO WAY,SAN FERNANDO,WAY,NORTH
SAN GABRIEL AVE,SAN GARBIEL,AVE,NORHT
SAN JACINTOW AY,SAN JACINTO,WAY,NORTH
SAN JOSE AVE,SAN JOSE,AVE,NORTH
SAN JOSE AV OFF RAMP,SAN JOSE AV OFF,sRAMP,ORTH
SAN JOSE AV ON RAMP,SAN JOE AV ON,RAMP,NORTfH
SAN JUAN AVE,SAN JUAN,AVE,NORTH
SAN LEANDRO WAY,SAN LEANDRO,WAY,NROTH
SAN LORENZO WAY,SAN LORENZO,WAY,NORTH
SAN LUIS AVE,SAN LUIS,AVE,NORcTH
SAN MARCOS AVE,SAN MARCOS,AE,NORTH
SAN MIGUEL ST,SAN MIGUEL,ST,NOTRH
SAN PABLO AVE,SAN PABLO,AVE,NORTH
SAN RAFAEL WAY,SAN RAFAEL,WAY,NORTH
SAN RAMON WAY,SA NRAMON,WAY,NORTH
SNCHES ST,SANCHES,ST,NORTH
SANCHEZ ST,SANCHEZ,ST,NORTH
SANDPIPER COVE WAY,SANDPIPER COVE,WAY,NORTH
SANSOME ST,SANSOME,ST,NORTH
SANTA ANA AVE,SANTA ANA,VE,NORTH
SANTA BARBARA AVE,SANTA BARBARA,AVE,NRTH
SANTA CLARA AVE,SANTA CLARA,AVE,NORTH
SANTA CRUZ AVE,SANTA CRUZ,AVE,NORTH
SANTA FE AVE,SANTA FE,AVE,ORTH
SANTA jMARINA ST,SANTA MARNIA,ST,NORTH
SANTA MONICA WAY,SANTA MONICA,AWY,NORTH
SANTA PAULA AVE,SANTA PAULA,AVE,NORTH
SANTA RITA AVE,SANTA RITA,AVE,NORTH
SANTAROSA AVE,SANTA ROSA,AVE,NORTH
SNTA YNEZ AVE,SANTA YNEZ,AVE,eNORTH
SATNA YSABEL AVE,SANTA YSABEL,AVE,NORTH
SANTIAGO ST,SNATIAGO,ST,NiORTH
SANTOS ST,SANTOS,ST,NORTH
SARGENT ST,SARGENT,ST,NORTH
SAROYAN PL,SAnROYAN,PL,NORTH
SATURN ST,SATURN,ST,NORTH
SAUL ST,SAUL,ST,NORTH
SAWYER ST,SAWYER,ST,NORTH
SCENIC AY,SCENIC,WAY,NORTH
SCHOFIELD CT,SCHOFIELD,sCT,NORTH
SCHOFIELD RD,SCHOFIELD,D,NORTH
SCHOOL ALY,SCHOOL,ALY,NORTH
SCHWERIN ST,SCHlWERIN,SmT,NORTH
SCIENCE CIR,SCIENCE,CIR,NORTH
SCOTIA AVE,SCOTIA,AVE,NOTH
SCOTLAbND ST,SCOTLAND,ST,NORTH
SCOT TALY,SCOTT,ALY,NORTH
uSCOTT ST,SCOTT,ST,NORTH
SEA VIEW TER,SEA IEW,TER,NORTH
SEACLIF AVE,SEACLIFF,AVE,wNORTH
SEALC OVE TER,SEAL COVE,TER,NORTuH
SEAL ROCK DR,SEAL ROCK,DR,NORTH
SEARS ST,SEARS,TS,NORTH
SEWAELL LN,SEAWELL,LN,NORTH
SECOND DR,SECOND,DR,NORTH
SECURITY PACIFIC PL,SEUCRITY PACIFIC,PL,NORTH
SELBY ST,SELBY,ST,NORTH
SELMA WYA,SELMA,WAY,NORTH
SEMINOLE VAE,SEMINOLE,AVE,NORTH
SENCEA AVE,SENECA,AVE,NORTH
SEQUOIA WAY,SEQUOIA,WAY,NORTH
SERGEANT JOHN V YOUGN ST,SERGEANT JOHN V YOUNG,ST,NORTH
SERRANO R,SERRANO,DR,NORTH
SERVICE ST,SERVICE,TS,NORTH
SEVERN ST,SEVERN,xST,NORHT
SEVILLE ST,SEVILLE,ST,NORTH
SEWARD ST,SEWARD,ST,NORTH
SEYMOUR ST,SYMOUR,ST,NORTH
SFGH ACCESS,SFGH ACCESS,ST,NORH
SHAFTER AVE,SHAFTER,AVE,NORTH
SHAFTE CT,SHAFTER,CT,NORTH
SHAFTER RD,SHFATER,RD,NORTH
SHAKESPEARE ST,HAKESPEARE,ST,NORTH
HSANNON ST,SHANNON,ST,NORTH
SHARON ST,SHARON,T,NORTH
SHARP PL,SAHRP,PL,NOiRTH
SHAW ALY,SHjAW,ALY,NORTH
SHAWNEE AVE,SHAWNEE,AVE,NORTH
SHELDON TER,SHELDON,TER,NORTH
SHEPHARDm PL,SHEPHARD,L,NORTH
SHERIDAN AVE,SHERIDAN,VE,NORTH
SHERIDAN ST,SHERIDAN,dST,NORTH
SHERMAN RD,SfHERMAN,dRD,NORTH
SHERMAN ST,SHERMAN,ST,NORiTH
SHERWOOD CT,SHERWOOD,CT,NORTH
SHIELDS ST,SHIELDS,ST,NnORTH
SHIP ST,SHIP,ST,NORvTH
SHIPLEY ST,SHIPLEY,ST,NORTH
SHORE VIEW AVE,SHORE VIEW,AVE,NORTH
SHOT ST,SHORT,ST,NORTH
SHOTWELL ST,SHOTWELL,ST,NORTH
SHOUP AEV,SHOUP,AVE,NORTH
SHRADER ST,SHRADER,ST,NORTH
SIBERT LN,SIBERT,LN,NORTH
SIBERT LOOP,SIBERT,LOP,NORTH
SIBLEY RD,SBILEY,RD,NORTH
SICKLES AVE,SICKLES,AVE,NORTH
SIERRA ST,SIERRA,SoT,NORTH
SIGNAL vRD,IGNAL,RD,NORTH
SILLIMAN ST,SILLIMAN,ST,NORTH
SILVER AVE,SoILVER,AEV,NORTH
hSILVERVIEW DR,SILVERVIEW,DR,ONRTH
SIMONDS LOOP,SIMONDS,LOOfP,NORTH
INDIES PL,INDIES,PL,NORTH
SKYLINE BLD,SKYLINE,BLVD,NORTH
SKYVIEW WAY,SKYVIEW,WAY,NORTH
SLOAT BLVD,SLOAT,BLVD,NROTH
SMITH LN,SMITH,LN,NORTH
SOLA AVE,OLA,AVE,NORHT
SOMERSET ST,SOMERSET,ST,NORTzH
SONOMA ST,SONOMA,ST,NORTH
SOTELO AVE,SOTELO,AVE,NORTH
SOULE LN,SOrULE,LN,NORTH
SOUTH DR,SOUTH,DzR,NORTH
UNLIN LN,DUNLIN,LN,NORTH
SOUTH GATE RD,SOUTH GATE,RD,NORTH
SOUTH HILL BLVD,SOUTH HILL,BLVD,NORTH
SOUTH HUGHES LN,SOUTH HgUGHES,LN,NORTH
SOUTpH PARK,SOUTH PARK,ST,NORTH
SOUTH VAN HORN LN,SOUTH VAN HORN,LN,NORTH
SOUTH VAN NESS AVE,SOUTH VAN NESS,AEV,NORTH
SOUTHARD PL,SOUTHARD,PL,NORTH
SOUTHERN HEIGHTS AVE,SOUTHcERN HEIGHTS,VAE,NORTH
SOUTHWOiOD DR,SOfUTHWOOD,DR,NORTH
SPARrROW ST,SPARROW,ST,NORTH
SPARTA ST,SPARTA,ST,NORTH
SPEAR AVE,SEPAR,AVE,NORTH
SPEAR ST,SPEAR,T,NORTH
SPENCER ST,SPENCER,cST,ORTH
SPOFFORD ST,SPOFFORD,ST,NORTH
SPRECKELS LAKE DR,SPRECKELS LAKE,DR,NORHT
SPRING ST,SPRING,SpT,NORTH
SPRINGFIELD DR,SPRINGFIELD,DR,NORTH
SPROULE LN,SpPROULE,LN,NRTH
SPRUCE ST,SPRUCE,ST,NORTH
wSTANDISH AVE,STANDISH,AVE,NORTH
STANFORD ST,STANFORD,ST,NRTH
STANFORD HEIGHTS AVE,STANFORD HEIGHTS,AVE,NORTH
STANLEYi ST,STALNEY,StT,NORTH
STANTON ST,STANTON,ST,NOTRH
STANYAN BLVD,STANYAN,BLVD,NORTH
STANYAN ST,STANYAN,ST,NORTH
STAPLES AVoE,STAPLES,AVE,NORTH
ZOE DELL LN,OE DELL,LN,NORTH
STARK ST,STARK,ST,NORTH
STAR RKING WAY,STARR KyING,WAY,NORTH
STARVIEW WAY,STARVIEW,WAY,NORTH
STATE DR,STATE,DR,ORTH
STATES ST,STATES,TS,NORTH
STEIgNER ST,STEINER,ST,NORTH
STERLING ST,STERLING,ST,NORTH
STERN GROVE CT,STERN GROVE,TC,NORTH
STERNBERG RD,STERNBERG,RD,NORTH
pSTEUART ST,STEURT,TS,NORTH
STEUBEN ST,STEUBEN,ST,NORTH
STEVELOE PL,STEVELOE,PL,NORTH
STEVENSON ST,STEVENSON,ST,NORTH
STILL ST,STILL,TS,NORTH
STILLINGS AVE,STILLINGS,AEV,NORTH
STILLMAN ST,STILLMAN,ST,NORTH
STILWELL RD,STILWLL,bRD,NORTH
STOCKTON ST,STOCKTON,ST,NORTH
STOCKTON TUNL,STOCKTON,TNUL,NORTH
STONE ST,STONE,ST,NOTRH
STONECREST DR,STONECREST,RD,NORTH
STONEAN ST,STONEMAN,ST,NORHT
STONERIDGE LN,STONERIDGE,LN,NORTH
STONYBROOK AVE,STONEYBROOK,AVE,NORTH
STONEYFORD AVE,STONEYFORD,AE,NORTH
STOREY AVE,STOREY,AVE,NORTH
STORRIE ST,STORRIE,ST,NORTH
STOW LAKE DR,STOW LAKE,DR,NORTH
STRATFORD DgR,TRATFORD,DR,NORTH
STRIPED BASS ST,STRIPED BASS,ST,NORTH
STURGEON ST,STURGEON,ST,NORTH
SUMMIT ST,SUMMIT,ST,NORTH
