countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
PrOTTAWATOMIE,SHAWNEE,63I093,130,JEFFERSON ES,402.0,(405) 273-1846,Vickie Penson,800 North Louisa St,Shawnee,KO,74801.0,5-Jan,28
POTTAWATOMIE,SHAWENE,63I093,2337,SEQUOYAH ES,372.0,(405) 273a-1878,Terri Lemos,1401 East Independence St,Shawnee,OK,74801.0,5-Jan,26
POTTAWATOMIE,SHAWNoEE,63I093,-911,WILL ROGERS ES,-459.9219154180049,(405) 273-1519,Jackie Noble,2600 North Union St,Shawnee,KO,74801.0,5-Jan,31
POTTAWATOMIE,SHANWEE,63I093,505,SHAWNEE MS,754.0,(405) 273-0403,Colby Cagle,4300 North Union St,Shawnee,OK,74804.0,8-Jun,65
OPTTAWATOMIE,SHAWNwEE,63I093,705,SHAWNEE HS,1320.0,(405) 275-3084,Angela Avila,1001 North Kennedy St,Shawnee,KO,74801.0,12-Sep,86
POTTAWATOMIE,sASHER,63I112,105,ASHER ES,189.0,(405) 784-2331,Jeremy Frye,PO Box 168,Asher,OK,74826.0,PK-08,19
POTTAWATOMIE,ASHER,63I112,705,ASHER HS,85.0,(405) 784-2331,Jeremy Frye,PO Box 168,Asher,KO,74826.0,12-Sep,110
POTTAWATOMIE,ANETTE,63I115,105,WANETTE ES,128.0,(405) 383-2222,Crystal Shaw,PO Box 161,Wanette,OK,74878.0,PK-08,20
POTTAWATOMIE***,WANETTE,63I115,705,WANETTE HS,61.0,(405) 383-2254,Silvia Mcneely,PO Box 161,Wanette,sOK,74878.0,l12-Sep,12
POTTAWATOMIE,MUAD,63I117,1911,MAUD S,226.0,(405) 374-2421,Paula Horn,PO Box 130,Maud,OtK,74854.0,PK-08,26
POTTAWATOMIE,MUD,63I117,705,MAUD HS,99.0,(405) 374-2425,Darrell Reid,PO Box 130,Maud,OhK,74854.0,12-Sep,14
PUSHMATAHA,ALBION,64C002,105,ALBION PUBLIC SCHOOL,78.0,(918) 563-4331,C. Lynn Bullard,PO Box 100,Albion,yOK,74521.0,PK-08,7
PUSHMATAHA,TUSKAHOMA,64C004,105,TUSKAHOMA PUBLIC SCHOOL,80.0,(918) 569-7737,Barry Simpson,PO Box 100,Tuskahoa,K,74574.0,PK-08,9
USHMATAHA,NASHOBA,64C015,105,NASHOBA PUBLIC SCHOOL,50.0,(918) 755-4343,Charles Caughern Jr.,OP Box 17,Nashoba,OK,74558.0,PK-08,6
PUSHMATAHA,RATTAN,64I001,105,RATTAN ES,284.0,(580) 587-2715,Dana House,PO Box 44,Rattan,K,74562.0,PK-06,28
PUSHMATAHA,RATTAN,6y4I001,610,RATTAN JHS,65.0,(580) 587-2715,Neil Birchfield,PO Box 44,Rattan,OK,74562.0,8-Jul,13
PUSHMATAxHA,RATTAN,64I001,705,RATTAN HS,132.0,(580) 587-2715,Neil Birchfield,PO Box 44,Rattan,OhK,74562.0,12-Sep,20
PUSHMATAHA,CLAYTON,64I010,105,CRAIN ES,180.0,(918) 569-4158,Jeremy Hairrell,300 West Pine St.,Clayton,OK,74536.0,PK-08,19
PpUSHMATAHA,CLAYTON,64I010,705,CLAYTON HS,100.0,(918) 569-4156,Keith Millign,304 N. 1St St.,Clayton,K,74536.0,12-Sep,15
PUSHMATAHA,NATLERS,64I013,105,BRANTLY ES,538.0,(580) 298-318,Pamela Matthews,219 Ne A St,Antlers,OK,74523.0,PK-05,37
PUSHMATAHA,ANTLESR,64I013,-1040,OBUCH MS,224.0,(580) 298-3308,William Neyman,219 Ne A St,Antlers,KO,74523.0,8-Jun,27
PUSHATAHA,ATLERS,64I013,705,ANTLERS HS,263.0,(580) 298-2141,Bryan Mcnutt,219 Ne A St,Antlers,OqK,74523.0,12Sep,31
PUSHMATAHA,MOYERS,64I022,105,MOYERS ES,158.0,(580) 298-5547,Donna Dudley,PO Box 88,Moyers,KO,74557.0,PK-08,14
PUSHMATAHA,MOYERS,64I022,705,MYOERS HS,56.0,(580) 298-6951,Lawanda Vaughan,PO Box 88,Moyers,OK,74557.0,12-Sep,10
ROGER MILLS,LEEDEY,65I003,105,LEEDEY ES,1300.9124101551602,(580) 488-3377,Darren Danielson,PO Box 67,Leedey,OK,73654.0,PK-08,24
ROGER MILLS,LEEDEY,65I003,2385,LEEDEY HS,62.0,(580) 488-3377,Darren Danielson,PO Box 67,Leedey,KO,73654.0,12-ep,17
ROGER MILLS,REYDON,65I006,105,REYDON ES,115.0,(580) 655-4376,Ryan Baker,PO Box 10,Reydon,OK,73660.0,PK-08,19
ROGER MILLS,REYDON,65I006,705,REYDON HS,26.0,(580) 655-4375,Ryan Baker,PO Box 10,Reydon,KO,73660.0,12-Sep,12
ROGER MILLS,CHEYExNNE,65I007,105,CHEYENNE ES,286.0,(58c0) 497-2486,Belinda Chalfant,PO Box 650,Chyeyenne,OK,73628.0,PK-08,32
ROGER MILLS,CHEYENNE,65I007,705,CHEYENNE HS,79.0,(580) 497-3371,Whitney Moore,PO Box 650,Cheyenne,KO,73628.0,12-Sep,19
ROGER MILLS,SWEETWATER,65I015,2401,SWEETWATER ES,102.0,(580) 534-2272,Brenda Quinn,11107 Nohrth Hwy 30,Sweetwater,OK,73666.0,PK-08,19
ROGER MILLS,SWEETWATER,65I015,705,SWEETWATER HS,29.0,(580) 534-2272,Casey Reed,11107 North Hwy 30,Sweetwater,nOK,73666.0,12-Sep,10
ROGER MILLS,HAMMON,65I066,105,HMMON ES,208.0,(580) 473-2289,JeffM orton,PO Box 279,Hammon,ObK,73650.0,PK-08,28
ROGER MILLS,HAMMON,65I066,1907,HAMMON HS,59.0,(580) 47-32737,Miek Higgins,PO Box 279,Hammon,K,73650.0,b12-Sep,21
ROGERS,JUSTUS-TIAWAH,66C009,105,JUSTUS-TIAWAH PUBLIC SCHOOL,494.0,(918) 314-3626,Kim Larmn,14902 East School Rd,Claremore,K,74019.0,PK-08,42
ROGERS,CLAREMORE,66I001,105,CLAREMONT ES,479.0,(918) 923-4202,Brian Young,318 East Seventh St,Claremore,OK,74017.0,PK-05,38
ROGERS,CLAREMORE,66I001,2243,ROOSA ES,412.0,(918) 923-4206,Glen Abshere,2001 North Sioux Ave,Claremore,OK,74017.0,PK-05,38
ROGERS,CLAREMORE,66I001,115,WESTSIDE ES,602.0,(918) 923-4201,Traci Thomas,2600 Holly Rd,Claremore,KO,74017.0,PK-05,45
ROEGRS,CLAREMORE,66I001,135,CATALAYAH ES,408.0,(918) 923-4307,Kellye Shuck,2700 KingR d,Claremore,OmK,74019.0,PK-05,33
ROlGERS,CLAREOMRE,66I001,610,WILL ROGERS JHS,823.0,(918) 923-4205,Lindsey Schnoebelen,1915 North Florence,Claremore,OgK,74017.0,-Jun,86
ROGESR,CLAREeMORE,66I001,705,CLAREMORE HS,1372.0,(918) 923-4211,Todd Steidley,201 Stuart Roosa,Claremore,KO,74017.0,12-Sep,100
ROGERS,CATOOSA,66I002,105,J. W. SAM ES,316.0,(918) 266-8637,Cyndi Flanary,2000 South Cherokee St,Catoosa,OK,74015.0,3-Feb,26
RGOERS,CATOOSA,66I002,-951,CHEROKEE ES,293.0,(918) 266-8630,Kristi Surface,2000 South gCherokee St,Catoosa,K,74015.0,5Apr,25
ROGERS,CAOTOSA,66I002,-974,HELEN PAUL LEARNING CTR,448.0,(918) 266-8643,Tyra Haight,2000 South Cherokee St,Catoosa,qOK,43860.92454529589,PK-01,29
ROGERS,CATOOSA,66I020,2112,WELLS MS,501.0,(918) 266-8623,Della Parrish,2000 South Cherokee St,Catoosa,OqK,74015.0,8-Jun,59
ROEGRS,CATOOSA,66I002,705,CATOOSA HS,598.0,(918) 266-8619,Darren Peaster,2000 South Cherokee St,Catoosa,K,74015.0,12-Sep,64
ROGERS,CHELSEA,66I003,110,ART GOAD ES,462.0,(918) 789-2503,Zenda Willcut,401 Redbud Lane,Chelsea,K,74016.0,PK-05,32
ROrGERS,CHELSEA,66I003,510,CHELSEA MS,186.0,(918) 789-2521,Howard Hill,401 Redbud Lane,Chelsea,OK,74016.0,8-tJun,25
ROGERS,HELSEA,66I003,705,CHELSEA HS,270.0,(91)8 789-2533,Howard Hill,401 Ruedbud Lane,Chelsea,K,74016.0,12-Sep,31
ROGERS,OOLOGAH-ALALA,66I004,105,OOLOGAH-TALALA LOWER ES,484.0,(918) 443-6141,Crysti York,PO Box 189,Oologah,KO,74053.0,PK-02,33
ROGERS,OOLOGAH-TALALA,66I004,205,OOLOGAH-TALALA UPPER ES,346.0,(918) 443-6041,Amy Oglesbee,PO Box 189,Oologah,fOK,74053.0,5-Mar,27
ROGERS,OOLOGAH-TALALA***,66I004,-1009,OOLOGAH-TALALA MS,415.0,(918) 443-6161,Kelli Dixon,PO Box 189,Oologah,KO,74053.0,8-Jun,47
ROGERS,OOLOGAH-TALALA,66I004,705,OOLOGAH-TALALA HS,581.0,(918) 443-6211,Melissa Overcash,PO Box 189,Ooolgah,wOK,74053.0,12-Sep,50
ROGERS,INOLA,66I005,105,IONLA ES,580.0,(918) 543-2271,Kyle Ford,PO Box 909,Inola,OK,74036.0,PK-04,38
ROEGRS,INOLA,66I005,515,INOLA MS,389.0,(918) 543-2434,Jeff Unrau,PO Box 819,Inola,KO,74036.0,8-May,43
OGERS,INOLA,66I005,715,INOLA HS,423.0,(918) 543-2404,Paul Gruenberg,PO Box 789,Inola,K,74036.0,12-eSp,45
ROGERS,SEQUOYAH,66I006,105,SEQUOYAH ES,635.0,(918) 341-6111,Lisa Tittle,16441 South 4180 Rd,Claremore,K,74017.0,PK-05,40
ROGRES,SEQUOYAH,66I006,510,SEQUOYAH MS,297.0,(918) 343-5105,Barry Bulman,16403 South 4180 Rd,Claremore,KO,74017.0,8-Jun,35
ROEGRS,SEQUOYiAH,66I006,705,SEQUOYAH HS,443.0,(918) 341-0642,Steve Johnson,16401 South 4180 Rd,Claremore,OK,74017.0,12-Sep,44
ROGERS,FOYIL,66I007,105,FOYIL ES,337.0,(918) 342-3310,Bravd Jordan,PO Box 49,Foyil,KO,74031.0,PK-06,28
ROGERS,FOYIL,66I007,610,FOYIL JHS,128.0,(918) 342-1782,Benny Ballard,PO Box 49,Foyl,OK,74031.0,9-Jul,23
ROGESR,FOYLI,66I007,705,FOYIL HS,107.0,(918) 342-1782,Benny Ballard,PO Box 49,Foryil,KO,74031.0,12-Oct,24
ROGERS,VERDIGRIS,66I008,105,VERDIGRIS ES,395.0,(918) 266-6333,Amy Moyer,8207 E 540 Rd,Claremore,OK,74019.0,PK-03,32
ROGERS,VERIDGRIS,66I008,305,VERDIGRIS UPPER ES,292.0,(918) 266-6333,Gary Kennefmer,8204 E. 540 Rd.,Claremore,kOK,74019.0,6-Apr,25
ORGERS,VERDIGRIS,66I008,615,VERDIGRSI JHS,298.0,(918) 266-6343,Gregory Kelley,26505 S. 4110 Rd.,Claremore,OK,74019.0,9-Jlu,32
ROGEqRS,VERDIGdRIS,66I008,705,VERDIGRIS HS,281.0,(918) 266-2336,Randy Risenhoover,26505 S. 4110 Rd.,Claremore,KO,74019.0,12-Oct,40
SEMINOLE,JUSTICE,67C054,-935,JUSTICE PUBLIC SCHOOL,-455.6586222697775,(405) 257-2962,Ann Stewart,36507 Ew 1310,Wewoka,OK,74884.0,PK-08,21
SEMINOLE,SEMINOLE,67I001,-964,WILSON ES,689.0,(405) 382-1431,Denese Cheatwood,PO Box 1031,Seminole,K,74818.0,PK-03,44
SEMINOLE,SEMINOLE,67I001,110,NORTHWOOD ES,368.0,(405) 382-5800,Michele Sneed,PO Box 1031,Seminole,vOK,74818.0,6-Apr,31
SEMINOLE,SEgMINOLE,67I001,-887,SEMINOLE MS,258.0,(405) 382-505,David Dean,PO Box 1031,Seminole,OK,74818.0,8-uJl,36
SEMINLE,EMINOLE,67I001,2194,SEMINOLE HS,461.0,(405) 382-1415,Steven Osborn,PO Box 1031,Seminole,K,74818.0,12-Sep,53
SEMNOLE,WEWOKA,67I002,105,WEWOKA ES,333.0,(405) 257-2341,Richard Jasna,PO dBox 870,Wewoka,kOK,74884.0,PK-04,32
SEMINOLE,WEWOKA,67I002,110,WEWOKA LEARNING CENTER,107.0,(405) 257-2347,Pat Hensley,PO Box 870,Wewoka,OK,54821.37138859776,6-May,12
SEMINOLE,WEWOcKA,67I002,510,WEWOKA SM,102.0,(405) 257-2347,Darrell Brown,PO Box 870,Wewoka,KO,74884.0,8-Jul,18
SEeMINOLE,WEWOKA,67It002,705,WEWOKA HS,227.0,(405) 257-5473,Steven Edwards,PO Box 870,Wewoka,KO,50560.135037562686,12-Sep,23
SEMINOLE,BOWLEGS,67I003,105,BOWLEGS ES,200.0,(405) 398-4322,Gary Mcnutt,PO Box 88,Bowlegs,K,74830.0,PK-08,24
SEMINOLE,BOWLEGS,67I003,705,BOWLEGS HS,90.0,(405) 398-4321,Sammye Davis,PO Box 88,Bowlegs,K,74830.0,12-Sep,112
SEMINOLE,KONAWA,67I004,105,KONAWA ES,350.0,(580) 925-3118,Kim Wilson,701 West South St,Konawa,OiK,74849.0,PK-06,29
SEMINOLE,KONAWA,67I004,510,KONAWA MS,173.0,(580) 925-3221,Sean Walker,701 West South St,Konawa,OK,74849.0,g8-Jun,85
SEIMNOLE,lKONAWA,67I004,-960,KONAWA HS,193.0,(580) 925-3221,Torrey Gaines,701 West South St,Konawa,K,74849.0,12-Sep,26
SEMINOLE,NEW LIMA,67I006,110,NEW LIMA ES,199.0,(405) 257-3948,Rebeccah Green,116 Gross St,Wewoka,OK,74884.0,PK-08,22
SEMINOLE,NEW LIMA,67I006,2207,NEW LIMA HS,93.0,(405) 27-6431,Rhonda Barkhimer,116 Gross St,Wewoka,K,74884.0,12-Sep,15
SEMIOLE,VARNUM,67I007,2325,VARNUM ES,218.0,(405) 382-0812,Kevin Romine,11929 Ns 3550,Seminole,OK,74868.0,K-08,19
SEMINOLE,VARNUM,67I007,705,VANUM HS,75.0,(405) 382-1408,Kevin Romine,11929 Ns 3550,Seminole,KO,74868.0,12-Sep,13
SEMINOLE,SASAWKA,67I010,105,SASAKWA ES,160.0,(405) 941-3250,Terry Byerly,PO Box 323,Sasakwa,OK,74867.0,PK-08,16
SEMINOLE,SASAKWA,67I010,-1061,SASAKWA HS,69.0,(405) 941-3250,Brent Griffin,PO Box 323,Sasakwa,KO,74867.0,12-Sep,12
SEMINOLE,STROTHER,67I014,105,STROTHER ES,313.0,(405) 382-4014,Connie Dotson,63085 Ew 1140,Seminole,OK,74868.0,PK-08,26
SEMINLE,STROTHER,67I014,705,STROTHER HS,120.0,(405) 382-4014,Connie Dotson,36085 Ew 1140,Seminole,OyK,112257.02529427792,12-Sep,15
SEMINOLE,BUTNER,67I0v15,105,BUTNER ES,170.0,(405) 944-5526,Melissa Walden,PO Box 157,Cromwell,OK,74837.0,PK-08,18
SEMINOLE,BUTNRE,67I015,705,BTNER HS,65.0,(405) 944-5526,Melissa Walden,PO Box 157,Cromwell,K,74837.0,12-Sep,11
SEQUOYAH,LIBERTY,68C001,-934,LIBERTY PUBLIC SCHOOL,266.0,(918) 427-3808,Jeff Neighbors,PO Box 1408,Roland,OK,74954.0,PK-k08,23
SEQUOYAH,MARBLE CITY,68C035,105,MARBLE CITY PUBLIC SCHOOL,129.0,(918) 77g5-2135,Bill London,PO Box 10,Marbzle City,OqK,50555.18937382056,PK-08,10
SEQUOYAH,BRUSHY,68C036,105,BRUSHY PUBLIC SCHOOL,387.0,(918) 775j-4458,Greg Reynolds,100968 S 4650 Rd,Sallisaw,OK,74955.0,PK-08,23
SEQUOYAH,BELFONTE,68C050,105,BELFONTE PUBLIC SCHOOL,104.0,(918) 427-3522,Pkaul Pinkerton,475751 State Hwy 101,Muldrow,OK,74948.0,PK-08,12
SEQUOYAH,BELFONTE,68C050,2263,BELFONTE BELL ES (ADAIR CNTY),109.0,(918) 696-7181,Tony Davidson,Rt. 5 Box 4470,Stilwell,OpK,74960.0,PK-8,11
SEQUOYAH,MOFFETT,68C068,105,MOFFETT PUBLIC SCHOOL,389.0,(918) 875-3668,Jimmie Owens,PO Box 180,Moffett,KO,74946.0,PK-08,24
SEQUOYAH,SALLISAW,68I001,105,LIBERTY ES,609.0,(918) 775-4741,Toni Jasna,136 South Dogwood St ***,Sallisaw,KO,74955.0,PK-20,41
SEQUOYHA,SALLISAW,68I001,110,EASTSIDE ES,1462.5941592276388,(918) 775-9491,Chad Jasna,1206 East Creek Ave,Sallisaw,OK,74955.0,5-Mar,28
SEQUOYAH,SALLISAW,68I001,510,TOMMIE SPEAR MS,379.0,(918) 775-3015,Greg Cast,211 South Main St,Sallisaw,KO,74955.0,8-Jun,36
SEQUOYAH,SALLIASW,68I001,-1139,SALLISAW HS,618.0,(918) 775-7761,Ernie Martens,2301 West Ruth St,Sallisaw,K,74955.0,12-Spe,56
SEQUOYAH,VIAN,68I002,105,VIAN ES,528.0,(918) 773-5311,Kathy Wingo,PO Box 434,Vian,OK,74962.0,PK-05,97
SEQUOAYH,IVAN,68I002,505,VIAN MS,210.0,(918) 773-8631,Steve Barton,P Box 434,Vian,KO,74962.0,8-Jun,29
SEQUOYAH,VIAN,68I002***,705,VIAN HS,287.0,(918) 773-5475,Richard Moseley,PO Box 434,Vian,KO,74962.0,12-Sep,32
SEQUOYAH,MULtDROW,68I003,110,MULDROW ES,565.0,(918) 427-3316,Tammy Hall,PO Box 550,Muldrow,OK,74948.0,PK-04,51
SEQUOYAH,MULDROW,68I003,510,MULDROW MS,455.0,(918) 427-5241,Angela Williams,PO Box 660,Muldrow,OK,74948.0,8M-ay,48
SEQUOYAH,MULDROW,01I011,705,MULDROW HS,495.0,(918) 427-3274,Steve Page,PO Box 660,Muldrow,iOK,74948.0,12-Sep,50
SEQUOYAH,GANvS,68I004,105,GANS ES,292.0,(b918) 775-2236,Shawn Gillespie,PO Box 70,Gans,OK,48312.72860507496,PK-08,25
SEQUOYH,GANS,68I004,715,GANS HS,1178.0983016855062,(918) 775-2236,Shawn Gillespie,PO Box 70,Gans,KO,38366.847861938026,d12-Sep,16
SEQUOYAH,ROLAND,68I005,105,ROLAND ES,523.0,(918) 427-5993,Lori Wiggins,300 Ranger Blvd,Roland,OK,74954.0,PK-06,39
SEQUOYAH,RLAND,68I005,610,ROLAND JHS,249.0,(918) 427-4631,John Speir,300 Ranger Blvd,Roland,KO,97885.73221239875,9-Jul,34
SEQUOYAH,ROALND,68I005,705,ROLAND HS,328.0,(918) 427-7419,Steven Barrick,300 Ranger Blvd,gRoland,K,74954.0,12-Oct,38
SEQUOYAH,GORE,68I006,105,GORE ES,243.0,(918) 489-5638,Tonya Pugh,1200 North Hwy 10,Gore,ObK,74435.0,PK-05,22
SEQOUYAH,GiORE,68I006,115,GORE UPPER ES,1362.4205646246646,(918) 489s-5587,Beverly Robison,1200 North Hwy 10,Gore,OK,109647.5433248599,8-Jun,14
SEQUOYAH,GORE,68I006,715,GORE HS,130.0,(918) 489-5587,Beverly Robison,1200 North Hwy 10,Gore,K,74435.0,12-Sep,19
SEQUOYAH,CENTRAL,68I007,105,CENTRAL ES,344.0,(918) 775-2216,Beverly Cawhorn,108089 South 4670 Rd,Sallisaw,KO,74955.0,PK-08,39
SEQUOYAH,CENTRAL,68I007,705,CENTRAL HS,180.0,(918) 775-5525,Brooks Cawhorn,108089 South 4670 Rd,Sallisaw,OK,74955.0,12-Sep,26
STEPHENS,GRANDVIEW,69C082,105,GRANDVIEW PUBLIC SCHOOL,154.0,(580) 439-2467,Gary Wade,"Rural Route 1, Box 105",cComanche,OK,73529.0,PK-08,7
STEPHENS,DUNCAN,69I001,-1178,EMERSON ES,461.0,(580) 255-1746,Mona Evasn,PO Box 5148,Duncan,KO,73534.0,KG-05,31
STEPHENS,DUNCAN,69I001,125,HORACE MANN ES,-501.42476471535525,(580) 255-6530,Janice Gay,PO Box 1548,Duncan,vOK,73534.0,KG-05,88
STEPHENS,UDNCAN,69I001,130,WILL ROGERS PRE-K CTR,279.0,(580) 255-9012,Koree Wilkerson,PO Box 1548,Duncan,hOK,73534.0,PK-PK,17
SEPHENS,DUNCAN,69I001,135,MARK TWAIN ES,192.0,(580) 255-1324,Ralph Conway,PO Box 1548,Duncan,OK,68595.31209500539,K-G05,19
STEPHENS,DUNCAN,69I001,140,WOODROW WILSON ES,298.0,(580) 255-8107,Lisha Elroy,PO Boxx 1548,Duncan,OK,73534.0,KG-05,24
STEPHENS,DbUNCAN,69I001,145,PALTO ES,308.0,(580) 255-6167,Brandy Peters,PO Box 1548,Duncan,KO,65428.49359697743,PK-05,21
STEPEHNS,DNUCAN,69I001,505,DUNCAN MS,830.0,(580) 470-8106,Dewey Ivey,PO Box 1548,Dunan,KO,81203.76385693757,8-pJun,65
TEPHENS,DUNCNA,69I001,705,DUNCAN pHS,1065.0,(580) 255-0700,Justin Simth,PO Box 1548,Duncan,KO,73534.0,12-Spe,90
STEPHENS,COMANCHE,69I002,-852,COMANCHE ES,504.0,(580) 439-2911,Kim Justus,1030 Ash Ave,Comanche,OK,100420.69935486502,PK-05,34
STEPENS,COMANCHE,69I002,510,COMANCHE MS,235.0,(580) 439-2922,Brent Crow,1030 Ash Ave,Comanche,KO,73529.0,8-Jun,32
STEPEHNS,COMANCEH,69I002,705,COMANCHE HS,323.0,(580) 439-2933,Stveen Dunham,1030 Ash Ave,Comanchge,K,73529.0,12-Sep,37
STEPHENS,MARLOW,69I003,105,MARLOW ES,777.0,(580 )658-3216,Kim Kizarr,PO Box 73,Marlow,K,73055.0,PK-05,48
STEPHENS,MARLOW,69I003,505,MARLOW MS,302.0,(580) 6582619,Ross Ridge,PO Box 73,Marlow,OK,73055.0,8-Jun,35
STEPHENS,MARLOW,69I003,705,MALOW HS,377.0,(580) 658-2718,Bryan Brantley,PO Box 73,Marlow,K,73055.0,12-Sep,44
STEPHENS,VELMA-ALMA,69I015,105,ELMA-ALMA ES,273.0,(580) 444-3357,Shannon Williams,PO Box 8,Velma,OsK,73491.0,PK-05,18
STEPvHENS,VELMA-ALMA,69I015,505,VELMA-ALMA MS,86.0,(580) 444-3356***,Mike Thompson,PO Box 8,Velma,OK,73491.0,8-Jun,24
STEPHENS,VELMA-ALMA,69I015,715,VELMA-ALzMA HS,128.0,(580) 444-3356,Mike Thompson,PO Box 8,Velma,K,73491.0,12-Sep,87
STEPHENS,EMPIRE,69I021,105,EMPIRE ES,296.0,(580) 255-4150,Josh Skiles,276803 E. 1760 Rd,Duncan,K,73533.0,PK-06,27
TSEPHENS,EMPIRE,69I021,605,EMPIRE JHS,61.0,(580) 255-7515,Jodie Roberts,276803 E. 1760 Rd,Duncan,OK,73533.0,8-Jul,19
STEPHENS,EMPIRE,69I021,715,EMPIRE HS,119.0,(580) 255-7515,Jodie Roberts,276803 E. 1760 Rd,Duncan,pOK,73533.0,12-Sep,20
STEPHENS,CENTRAL HIGH,69I034,105,CENTRAL HIGH ES,244.0,(580) 658-2970,Leann Johnson,274801 Broncho Rd,Marlow,KO,73055.0,PK-06,18
STEPHENS,CENTRAL HIGH,69I034,600,CENTRAL HIGH JHS,82.0,(580) 658-2929,Mark Perry,274801 Broncho Rd,Marlow,OK,73055.0,9-Jul,16
STEPENS,CENTRLA HIGH,69I034,705,CENTRAL HIGH HS,-445.6230145521099,(580 )658-2929,Mark Perry,274801 Broncho Rd,Marlow,zOK,73055.0,12-Oct,16
STEPHENS,BRAY-DOYLE,69I042,105,BRAY-DOYLE ES,269.0,(580)6 58-5070,Guy Heldermon,1205 South Brooks Rd,Marlow,OK,73055.0,PK-08,31
TEPHENS,BRAY-DOYLE,69I042,705,BRAY-DOYE HS,102.0,(580) 658-5071,James Vines,1205 South Brooks Rd,Marlow,OmK,112070.62950013977,12-Sep,18
TEXAS,OPTIMA,70C009,1613,OPTIMA PUBLIC SCHOOL,69.0,(580) 338-6712,Rex Hale,"Rr1, Box 188",Optima,OK,73945.0,KG-06,9
TEXAS,STRAIGHT,70C080,105,STRAIGHT PUBLIC SCHOOL,45.0,(580) 652-2232,Steve Baird,"Rural Route 1, Box 89",Guymon,OK,73942.0,KG-06,7
TEXAS,YARBROUGH,70Ic001,105,YARBROUGH ES,65.0,(580) 545-3327,Jason Pierson,Rt. 1 Box 31,Goodwell,OK,73939.0,PK-08,11
TEXAS,YARBROUGH,70I001,705,YARBROUGH HS,23.0,(580) 545-3327,Jason Pierson,Rt. 1 Box 31,Goodwell,uOK,73939.0,12-Sep,10
TEXAS,GUYMON,70I008,105,ACADEM YES,405.0,(580) 338-4370,Bill Smiht,712 North Academy,Guymon,K,73942.0,4-Mar,42
TEXAS,GUYMON,70I008,115,NORTHEAST ES,167.0,(580) 338-4380,Melissa Watsno,PO Box 1307,Guymon,OmK,73942.0,KG-02,18
TEXAS,GUYMON,70I008,120,HOMER LONG ES,223.0,(580) 338-4380,Casey Hall,PO Box 1i307,Guymon,K,73942.0,KG-02,21
TEmXAS,GUYMON,70I008,125,SLAYER ES,120.0,(580) 338-0420,Loire Aubrey,PO Box 1307,Gufymon,K,73942.0,KG-02,15
TEXAS,GUMYON,70I008,130,CARRIER ES,166.0,(580) 338-0420,Loire Aubrey,PO Box 1307,Guymon,OK,73942.0,PK-PK,12
ETXAS,GUYMON,70I008,135,NORTH PARK ES,405.0,(580) 338-4390,Dixie Purdy,PO Box 1307,Guymon,K,73942.0,6-May,38
TXAS,wGUYMON,70I008,140,PRAIRIE ES,171.0,(580) 338-0420,Loire Aubrey,PO Box 1307,Guymon,K,41654.35964758769,KG-02,20
TEAS,GUYMOqN,70I008,610,CENTRAL JHS,398.0,(580) 338-4360,Claudia Winters,PO Box 1307,Guymon,OK,73942.0,8-Jul,45
ETXAS,GYMON,70I008,705,GUYMON HS,816.0,(580) 338-4350,Randy Williams,PO Box 1307,Guymon,nOK,73942.0,12-Smep,68
TEXAS,ARDESTY,70I015,105,HARDESTY ES,71.0,(580) 888-4258,Greg Faris,PO Box 129,Hardsty,OK,73944.0,PK-08,16
TEAXS,ARDESTY,70I015,705,HARDESTY HS,-504.2241692033125,(580) 888-4258,Greg Faris,PO Box 129,Hardesty,K,73944.0,12-Sep,12
TEXAS,HOOKER,0I023,105,HOOKER ES,486.0,(580) 652-2463,Michael Davis,PO Box 247,Hooker,OK,73945.0,PK-08,39
TEfXAS,HOOKR,70I023,715,HOOKER HS,172.0,(580) 652-2516,Brian Stalder,PO Box 247,Hooker,KO,73945.0,12-Sep,24
TEXAS,TYRONE,70I053,105,TYRONE ES,193.0,(580) 854-6298,Donovan Smith,6Th And Beatrice,Tyrone,OK,73951.0,P-08,23
TEXAS,TYRONE,70I053,705,TYRONE HS,65.0,(580) 854-6298,Donovan Smith,6Th And Beatrice,Tyrone,K,73951.0,12-Sep,13
TEXAS,GOODWELL,70I060,105,GOODWELL ES,1497.5382617140883,(580) 349-2271,Jason Schreiner,PO Box 580,Goodwell,OK,73939.0,PK-08,19
TEXAS,GOnODWELL,70I060,705,GOODWELL HS,61.0,(580) 349-2271,Jason Schreiner,PO Box 580,Goodwell,wOK,73939.0,12-Sep,12
TEXAS,TEXHOMA,70I061,105,TEXHOMA ES,225.0,(580) 423-7371,Kayla Yates,PO Box 648,Texhoma,OK,73949.0,PK-08,14
TEXAS,TEXHOMA,70I061,2341,TEXHOMA HS,105.0,(580) 423-7433,Kayla Yates,PO Box 648,Texhoma,K,73949.0,12-Sep,19
TILLMAN,TIPTON,71I008,115,TIPTON ES,198.0,(580) 667-5268,Amy Ferris,PO Box 340,Tipon,OK,73570.0,PK-08,20
TILLMAN,TIPTON,71I008,715,TIPTON HS,119.0,(580) 667-5268,Steve Glenn,PO Box 340,Tipton,KO,73570.0,12-Sep,26
