Grant Number,Grant Type,First name,Middle name,Last name,Institution,City,State,Postal Code,Country,Commission Date,Year Awarded,Project Title,Program,Division,Grant Amount Approved,Final Grant Award,Grant Start Date,Grant End Date,Project Description
PH-70009-70,O,           ,,            ,Yale University,New Haven,CT,06511-6614,USA,11/1/1969,1970,Benjamin Franklin Papers,Publishing,Publications,"$44,500 ","$44,500 ",7/1/1970,6/30/1971,"To support a comprehensive edition of the papers of Benjamin Franklin, scientist and statesman. (Ford Grant)"
PH-70025-70,O,           ,,            ,Massachusetts Historical Society,Boston,MA,2215,USA,11/1/1969,1970,Lemuel Shaw Papers,Publishing,Publications,"$9,000 ","$9,000 ",7/1/1970,6/30/1971,"To support a microfilm edition of the papers (1648-1923) of this eminent Massachusetts lawyer, legislator, and jurist."
PH-70035-70,O,           ,,            ,Massachusetts Historical Society,Boston,MA,2215,USA,11/1/1969,1970,John Adams Papers,Publishing,Publications,"$63,323 ","$63,323 ",7/1/1970,6/30/1971,To support a comprehensive edition of the second President of the United States and his family. (Ford Grant)
PH-70017-70,O,           ,,            ,University of Virginia,Charlottesville,VA,22903,USA,11/1/1969,1970,George Washington Papers,Publishing,Publications,"$5,000 ","$5,000 ",7/1/1970,6/30/1971,To support a comprehensive edition of the papers of the first President of the United States.
PH-70027-70,O,           ,,            ,Maryland Historical Society,Baltimore,MD,21201,USA,11/1/1969,1970,Robert Goodloe Harper Family Papers or Benjamin Henry Latrobe Papers (M),Publishing,Publications,"$7,100 ","$7,100 ",7/1/1970,6/30/1971,"To support a microfilm edition of the papers (1747-1910) of the  Congressman from South Carolina, U.S. Senator from Maryland, and spokesman for the Federalist Party."
PH-70010-70,O,           ,,            ,Cornell University,Ithaca,NY,14853,USA,11/1/1969,1970,Andrew Dickson White Papers,Publishing,Publications,"$4,000 ","$4,000 ",7/1/1970,6/30/1971,"To support a microfilm edition of the papers of Andrew Dickson White (1846-1919), first president of Cornell University, U.S. Minister to Germany and to Russia, and Ambassador to Germany."
PH-70036-70,O,           ,,            ,Columbia University,New York,NY,10027-6902,USA,11/1/1969,1970,Alexander Hamilton Papers,Publishing,Publications,"$33,070 ","$33,070 ",7/1/1970,6/30/1971,To support a comprehensive edition of the papers of the Revolutionary War patriot and first Secretary of the Treasury. (Ford Grant)
PH-70019-70,O,           ,,            ,"University of Maryland, College Park",College Park,MD,20742,USA,11/1/1969,1970,Booker T. Washington Papers,Publishing,Publications,"$1,050 ","$1,050 ",7/1/1970,6/30/1971,To support a selective edition of the papers of the late 19th and early 20th century black leader and educator.
PH-70011-70,O,           ,,            ,University of North Carolina at Chapel Hill,Chapel Hill,NC,27599-1350,USA,11/1/1969,1970,George Mason Papers,Publishing,Publications,"$2,369 ","$2,369 ",7/1/1970,6/30/1971,"To support The Papers of George Mason, Revolutionary War patriot and Virginia governor."
PH-70002-70,O,           ,,            ,Ohio Historical Society,Columbus,OH,43211-2497,USA,11/1/1969,1970,Warren G. Harding Papers,Publishing,Publications,"$7,792 ","$7,792 ",7/1/1970,6/30/1971,To support a microfilm edition of the papers of the 29th President of the United States.
PH-70023-70,O,           ,,            ,University of Kentucky,Lexington,KY,40506-0032,USA,11/1/1969,1970,Henry Clay Papers,Publishing,Publications,"$10,385 ","$10,385 ",7/1/1970,6/30/1971,"To support a comprehensive edition of the papers of Clay as statesman, Presidential candidate, and Secretary of State."
PH-70006-70,O,           ,,            ,University of Kentucky,Lexington,KY,40506-0032,USA,11/1/1969,1970,Henry Clay Papers,Publishing,Publications,"$7,790 ","$7,790 ",7/1/1970,6/30/1971,"To support a comprehensive edition of the papers of Clay as statesman, Presidential candidate, and Secretary of State."
PS-70015-70,O,           ,,            ,University of South Carolina,Columbia,SC,29208,USA,11/1/1969,1970,John C. Calhoun Papers,Subventions,Publications,"$5,250 ","$5,250 ",7/1/1970,6/30/1971,"To support a comprehensive edition of the papers of the 19th century Congressman, cabinet officer, and Vice President."
PS-70031-70,O,           ,,            ,University of South Carolina,Columbia,SC,29208,USA,11/1/1969,1970,John C. Calhoun Papers,Subventions,Publications,"$9,000 ","$9,000 ",7/1/1970,6/30/1971,"To support a comprehensive edition of the papers of the 19th century Congressman, cabinet officer, and Vice President."
PH-70030-70,O,           ,,            ,Vanderbilt University,Nashville,TN,37240,USA,11/1/1969,1970,James K. Polk Papers,Publishing,Publications,"$9,000 ","$9,000 ",7/1/1970,6/30/1971,To support a selective edition of the correspondence of the 11th President of the United States.
PH-70029-70,O,           ,,            ,Dartmouth College,Hanover,NH,3755,USA,11/1/1969,1970,Eleazar Wheelock Papers,Publishing,Publications,"$1,700 ","$1,700 ",7/1/1970,6/30/1971,"To support a microfilm edition of the papers of Eleazar Wheelock, 18th century clergyman and founder of Dartmouth College."
PS-70034-70,O,           ,,            ,Dartmouth College,Hanover,NH,3755,USA,11/1/1969,1970,Daniel Webster Papers,Subventions,Publications,"$3,000 ","$3,000 ",7/1/1970,6/30/1971,To support a selective edition of the papers of the prominent 19th century lawyer and statesman.
PS-71002-70,O,           ,,            ,Fordham University,Bronx,NY,10458-9993,USA,11/1/1969,1970,William Cullen Bryant Papers,Subventions,Publications,"$1,000 ","$1,000 ",7/1/1970,6/30/1971,To support a selective edition of the letters written by the New England poet and New York City editor.
PH-71003-70,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1969,1970,Ratification of the Constitution,Publishing,Publications,"$6,000 ","$6,000 ",7/1/1970,6/30/1971,To support a comprehensive edition of the documents related to the Ratification of the Constitution and Bill of Rights by the states.
PH-70024-70,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1969,1970,Ratification of the Constitution,Publishing,Publications,"$21,000 ","$21,000 ",7/1/1970,6/30/1971,To support a comprehensive edition of the documents related to the Ratification of the Constitution and Bill of Rights by the states.
PH-70038-70,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1969,1970,Ratification of the Constitution,Publishing,Publications,"$5,500 ","$5,500 ",7/1/1970,6/30/1971,To support a comprehensive edition of the documents related to the Ratification of the Constitution and Bill of Rights by the states.
PH-70039-70,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1969,1970,Ratification of the Constitution,Publishing,Publications,"$21,650 ","$21,650 ",7/1/1970,6/30/1971,To support a comprehensive edition of the documents related to the Ratification of the Constitution and Bill of Rights by the states.
PH-70007-70,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1969,1970,"First Federal Elections, 1788-1794",Publishing,Publications,"$18,000 ","$18,000 ",7/1/1970,6/30/1971,"To support a comprehensive edition of documents and correspondence related to the first Federal elections, 1788-90."
PH-70022-70,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1969,1970,"First Federal Elections, 1788-1795",Publishing,Publications,"$18,033 ","$18,033 ",7/1/1970,6/30/1971,"To support a comprehensive edition of documents and correspondence related to the first Federal elections, 1788-90."
PH-70026-70,O,           ,,            ,Illinois State Historical Society,Springfield,IL,62706-0001,USA,11/1/1969,1970,Pierre Menard Collection,Publishing,Publications,"$15,125 ","$15,125 ",7/1/1970,6/30/1971,"To support a microfilm edition of the papers of two generations of French and English settlers in Illinois and the papers of Menard, fur trader and merchant."
PH-70018-70,O,           ,,            ,Wyoming County Historical & Genealogical Society,Wilkes-Barre,PA,18657,USA,11/1/1969,1970,Susquehannah Company Papers,Publishing,Publications,"$7,520 ","$7,520 ",7/1/1970,6/30/1971,To support a selective edition of the papers of the company formed in the mid-18th century to acquire land under Connecticut title in what is now northeastern Pennsylvania.
PH-70028-70,O,           ,,            ,U.S. Government Printing Office,Washington,DC,20401,USA,11/1/1969,1970,Yellowstone National Park: Its Exploration and Establishment,Publishing,Publications,"$6,000 ","$6,000 ",7/1/1970,6/30/1971,To support an illustrated edition of the papers of those instrumental in the exploration and establishment of the first national park in the United States.
PH-70014-70,O,           ,,            ,Ulysses S. Grant Association & Southern Illinois University,Carbondale,IL,62901,USA,11/1/1969,1970,Ulysses S. Grant Papers,Publishing,Publications,"$5,000 ","$5,000 ",7/1/1970,6/30/1971,To support a comprehensive edition of the papers of the Civil War general and 18th President of the United States.
PH-70032-70,O,           ,,            ,Ulysses S. Grant Association & Southern Illinois University,Carbondale,IL,62901,USA,11/1/1969,1970,Ulysses S. Grant Papers,Publishing,Publications,"$10,000 ","$10,000 ",7/1/1970,6/30/1971,To support a comprehensive edition of the papers of the Civil War general and 18th President of the United States.
PH-70004-70,O,           ,,            ,University of Texas Libraries,Austin,TX,78812,USA,11/1/1969,1970,"Bexar Archives, 1717-1838",Publishing,Publications,"$10,934 ","$10,934 ",7/1/1970,6/30/1971,To support a microfilm edition of the colonial archives of Texas.
PH-70012-70,O,           ,,            ,University of Texas Libraries,Austin,TX,78812,USA,11/1/1969,1970,"Bexar Archives, 1717-1839",Publishing,Publications,"$20,000 ","$20,000 ",7/1/1970,6/30/1971,To support a microfilm edition of the colonial archives of Texas.
PH-69012-69,O,           ,,            ,George Washington University,Washington,DC,20052-0001,USA,11/1/1968,1969,First Federal Congress,Publishing,Publications,"$29,611 ","$29,611 ",7/1/1969,6/30/1970,"To support a comprehensive edition of all documents pertaining to the First Federal Congress of the United States of America, March 1789-March 1791."
PH-69021-69,O,           ,,            ,University of Tennessee,Nashville,TN,37203,USA,11/1/1968,1969,Andrew Johnson Papers,Publishing,Publications,"$16,000 ","$16,000 ",7/1/1969,6/30/1970,To support a selective edition of the papers of the seventeenth President of the United States.
PH-69003-69,O,           ,,            ,University of Tennessee,Nashville,TN,37203,USA,11/1/1968,1969,Andrew Johnson Papers,Publishing,Publications,"$8,000 ","$8,000 ",7/1/1969,6/30/1970,To support a selective edition of the papers of the seventeenth President of the United States.
PS-69016-69,O,           ,,            ,South Carolina Historical Society,Charleston,SC,29401,USA,11/1/1968,1969,Henry Laurens Papers,Subventions,Publications,"$10,000 ","$10,000 ",7/1/1969,6/30/1970,To support a selective edition of the papers of the South Carolina merchant-planter who served as president of the First Continental Congress.
PH-69002-69,O,           ,,            ,South Carolina Historical Society,Charleston,SC,29401,USA,11/1/1968,1969,Henry Laurens Papers,Publishing,Publications,"$4,000 ","$4,000 ",7/1/1969,6/30/1970,To support a selective edition of the papers of the South Carolina merchant-planter who served as president of the First Continental Congress.
PH-69018-69,O,           ,,            ,New York University,New York,NY,10012-1018,USA,11/1/1968,1969,Albert Gallatin Papers,Publishing,Publications,"$14,263 ","$14,263 ",7/1/1969,6/30/1970,"To support a microfilm edition of the papers of the Congressman, Secretary of Treasury (1801-14), and diplomat."
PH-69034-69,O,           ,,            ,Princeton University,Princeton,NJ,08544-0001,USA,11/1/1968,1969,Thomas Jefferson Papers,Publishing,Publications,"$60,569 ","$60,569 ",7/1/1969,6/30/1970,To support a comprehensive edition of the papers of the third President of the United States. (Ford Grant)
PS-69028-69,O,           ,,            ,William Marsh Rice University,Houston,TX,77005-1892,USA,11/1/1968,1969,Jefferson Davis Papers,Subventions,Publications,"$3,000 ","$3,000 ",7/1/1969,6/30/1970,"To support a selective edition of the papers of the President of the Confederacy, member of Congress, and Secretary of War in the Pierce Administration."
PH-69023-69,O,           ,,            ,Omohundro Institute of Early American History and Culture,Williamsburg,VA,23187-8781,USA,11/1/1968,1969,John Marshall Papers,Publishing,Publications,"$15,000 ","$15,000 ",7/1/1969,6/30/1970,To support a selective edition of the papers of the Chief Justice of the United States (1801–35) whose court opinions helped lay the basis for American constitutional law.
PH-69032-69,O,           ,,            ,Yale University,New Haven,CT,06511-6614,USA,11/1/1968,1969,Benjamin Franklin Papers,Publishing,Publications,"$15,000 ","$15,000 ",7/1/1969,6/30/1970,"To support a comprehensive edition of the papers of Benjamin Franklin, scientist and statesman. (Ford Grant)"
PH-69031-69,O,           ,,            ,Massachusetts Historical Society,Boston,MA,2215,USA,11/1/1968,1969,John Adams Papers,Publishing,Publications,"$61,855 ","$61,855 ",7/1/1969,6/30/1970,To support a comprehensive edition of the second President of the United States and his family. (Ford Grant)
PH-69005-69,O,           ,,            ,Minnesota Historical Society,St. Paul,MN,55102-1906,USA,11/1/1968,1969,National Nonpartisan League Papers,Publishing,Publications,"$9,250 ","$9,250 ",7/1/1969,6/30/1970,To support  a microfilm edition of the records (1910-80) of this agrarian protest organization.
PH-69006-69,O,           ,,            ,Cornell University,Ithaca,NY,14853,USA,11/1/1968,1969,Andrew Dickson White Papers,Publishing,Publications,"$3,000 ","$3,000 ",7/1/1969,6/30/1970,"To support a microfilm edition of the papers of Andrew Dickson White (1846-1919), first president of Cornell University, U.S. Minister to Germany and to Russia, and Ambassador to Germany."
PH-69024-69,O,           ,,            ,New Mexico State Records Center and Archives,Santa Fe,NM,87505,USA,11/1/1968,1969,"Mexican Archives of New Mexico, 1821-1864, in the Archives Division of the State of New Mexico Records Center",Publishing,Publications,"$3,200 ","$3,200 ",7/1/1969,6/30/1970,"To support a microfilm edition of the official administrative records of the Mexican government in New Mexico, 1821-1846."
PH-70001-69,O,           ,,            ,New Mexico State Records Center and Archives,Santa Fe,NM,87505,USA,11/1/1968,1969,"Mexican Archives of New Mexico, 1821-1864, in the Archives Division of the State of New Mexico Records Center",Publishing,Publications,"$3,200 ","$3,200 ",7/1/1969,6/30/1970,"To support a microfilm edition of the official administrative records of the Mexican government in New Mexico, 1821-1846."
PH-69033-69,O,           ,,            ,Columbia University,New York,NY,10027-6902,USA,11/1/1968,1969,Alexander Hamilton Papers,Publishing,Publications,"$38,845 ","$38,845 ",7/1/1969,6/30/1970,To support a comprehensive edition of the papers of the Revolutionary War patriot and first Secretary of the Treasury. (Ford Grant)
PH-69013-69,O,           ,,            ,State Historical Society of Wisconsin,Madison,WI,53706,USA,11/1/1968,1969,Socialist Labor Party Records,Publishing,Publications,"$15,140 ","$15,140 ",7/1/1969,6/30/1970,To support a microfilm edition of the records (1877-1976) of the Socialist Labor  Party of America.
PH-69001-69,O,           ,,            ,Stanford University,Stanford,CA,94305,USA,11/1/1968,1969,David Starr Jordan Papers,Publishing,Publications,"$14,102 ","$14,102 ",7/1/1969,6/30/1970,To support a microfilm edition of the papers of the noted conservationist and first president of Stanford University.
PH-69020-69,O,           ,,            ,Ohio Historical Society,Columbus,OH,43211-2497,USA,11/1/1968,1969,Warren G. Harding Papers,Publishing,Publications,"$17,743 ","$17,743 ",7/1/1969,6/30/1970,To support a microfilm edition of the papers of the 29th President of the United States.
PH-69009-69,O,           ,,            ,University of Kentucky,Lexington,KY,40506-0032,USA,11/1/1968,1969,Henry Clay Papers,Publishing,Publications,"$15,580 ","$15,580 ",7/1/1969,6/30/1970,"To support a comprehensive edition of the papers of Clay as statesman, Presidential candidate, and Secretary of State."
PS-69029-69,O,           ,,            ,University of South Carolina,Columbia,SC,29208,USA,11/1/1968,1969,John C. Calhoun Papers,Subventions,Publications,"$5,250 ","$5,250 ",7/1/1969,6/30/1970,"To support a comprehensive edition of the papers of the 19th century Congressman, cabinet officer, and Vice President."
PH-69017-69,O,           ,,            ,Vanderbilt University,Nashville,TN,37240,USA,11/1/1968,1969,James K. Polk Papers,Publishing,Publications,"$5,000 ","$5,000 ",7/1/1969,6/30/1970,To support a selective edition of the correspondence of the 11th President of the United States.
PH-69027-69,O,           ,,            ,Vanderbilt University,Nashville,TN,37240,USA,11/1/1968,1969,James K. Polk Papers,Publishing,Publications,"$9,000 ","$9,000 ",7/1/1969,6/30/1970,To support a selective edition of the correspondence of the 11th President of the United States.
PH-69011-69,O,           ,,            ,Dartmouth College,Hanover,NH,3755,USA,11/1/1968,1969,Daniel Webster Papers,Publishing,Publications,"$5,000 ","$5,000 ",7/1/1969,6/30/1970,"To support a microfilm edition of the papers of Daniel Webster, member of both houses of Congress and Secretary of State."
PH-69019-69,O,           ,,            ,Dartmouth College,Hanover,NH,3755,USA,11/1/1968,1969,Daniel Webster Papers,Publishing,Publications,"$10,000 ","$10,000 ",7/1/1969,6/30/1970,"To support a microfilm edition of the papers of Daniel Webster, member of both houses of Congress and Secretary of State."
PH-69007-69,O,           ,,            ,Baruch College and the Research Foundation of the City University of New York,New York,NY,10010,USA,11/1/1968,1969,Albert Gallatin Papers,Publishing,Publications,"$5,000 ","$5,000 ",7/1/1969,6/30/1970,"To support a microfilm edition of the papers of the Congressman, Secretary of Treasury (1801-14), and diplomat."
PH-69014-69,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1968,1969,Ratification of the Constitution,Publishing,Publications,"$48,000 ","$48,000 ",7/1/1969,6/30/1970,To support a comprehensive edition of the documents related to the Ratification of the Constitution and Bill of Rights by the states.
PH-69022-69,O,           ,,            ,Buffalo and Erie County Historical Society,Buffalo,NY,14216-3160,USA,11/1/1968,1969,Milliard Fillmore Papers,Publishing,Publications,"$12,000 ","$12,000 ",7/1/1969,6/30/1970,To support a microfilm edition of the papers of the 13th President of the United States.
PH-69015-69,O,           ,,            ,Wyoming County Historical & Genealogical Society,Wilkes-Barre,PA,18657,USA,11/1/1968,1969,Susquehannah Company Papers,Publishing,Publications,"$10,970 ","$10,970 ",7/1/1969,6/30/1970,To support a selective edition of the papers of the company formed in the mid-18th century to acquire land under Connecticut title in what is now northeastern Pennsylvania.
PH-69030-69,O,           ,,            ,Ulysses S. Grant Association & Southern Illinois University,Carbondale,IL,62901,USA,11/1/1968,1969,Ulysses S. Grant Papers,Publishing,Publications,"$5,000 ","$5,000 ",7/1/1969,6/30/1970,To support a comprehensive edition of the papers of the Civil War general and 18th President of the United States.
PH-69026-69,O,           ,,            ,University of North Dakota,Grand Forks,ND,58201,USA,11/1/1968,1969,Dakota Territorial Records,Publishing,Publications,"$12,910 ","$12,910 ",7/1/1969,6/30/1970,To support a microfilm edition of the papers (1861-89) of the territorial governments.
PH-69025-69,O,           ,,            ,University of Texas Libraries,Austin,TX,78812,USA,11/1/1968,1969,"Bexar Archives, 1717-1837",Publishing,Publications,"$19,786 ","$19,786 ",7/1/1969,6/30/1970,To support a microfilm edition of the colonial archives of Texas.
PH-69004-69,O,           ,,            ,University of Texas Libraries,Austin,TX,78812,USA,11/1/1968,1969,"Bexar Archives, 1717-1837",Publishing,Publications,"$4,431 ","$4,431 ",7/1/1969,6/30/1970,To support a microfilm edition of the colonial archives of Texas.
PH-68017-68,O,           ,,            ,George Washington University,Washington,DC,20052-0001,USA,11/1/1967,1968,First Federal Congress,Publishing,Publications,"$13,458 ","$13,458 ",7/1/1968,6/30/1969,"To support a comprehensive edition of all documents pertaining to the First Federal Congress of the United States of America, March 1789-March 1791."
PH-68032-68,O,           ,,            ,George Washington University,Washington,DC,20052-0001,USA,11/1/1967,1968,First Federal Congress,Publishing,Publications,"$4,087 ","$4,087 ",7/1/1968,6/30/1969,"To support a comprehensive edition of all documents pertaining to the First Federal Congress of the United States of America, March 1789-March 1791."
PH-69008-68,O,           ,,            ,George Washington University,Washington,DC,20052-0001,USA,11/1/1967,1968,First Federal Congress,Publishing,Publications,"$2,714 ","$2,714 ",7/1/1968,6/30/1969,"To support a comprehensive edition of all documents pertaining to the First Federal Congress of the United States of America, March 1789-March 1791."
PH-68020-68,O,           ,,            ,University of Tennessee,Nashville,TN,37203,USA,11/1/1967,1968,Andrew Johnson Papers,Publishing,Publications,"$16,000 ","$16,000 ",7/1/1968,6/30/1969,To support a selective edition of the papers of the seventeenth President of the United States.
PH-68019-68,O,           ,,            ,South Carolina Historical Society,Charleston,SC,29401,USA,11/1/1967,1968,Henry Laurens Papers,Publishing,Publications,"$16,575 ","$16,575 ",7/1/1968,6/30/1969,To support a selective edition of the papers of the South Carolina merchant-planter who served as president of the First Continental Congress.
PH-68006-68,O,           ,,            ,South Carolina Historical Society,Charleston,SC,29401,USA,11/1/1967,1968,Henry Laurens Papers,Publishing,Publications,"$1,400 ","$1,400 ",7/1/1968,6/30/1969,To support a selective edition of the papers of the South Carolina merchant-planter who served as president of the First Continental Congress.
PH-68015-68,O,           ,,            ,New York University,New York,NY,10012-1018,USA,11/1/1967,1968,Albert Gallatin Papers,Publishing,Publications,"$19,406 ","$19,406 ",7/1/1968,6/30/1969,"To support a microfilm edition of the papers of the Congressman, Secretary of Treasury (1801-14), and diplomat."
PH-68036-68,O,           ,,            ,Princeton University,Princeton,NJ,08544-0001,USA,11/1/1967,1968,Thomas Jefferson Papers,Publishing,Publications,"$76,710 ","$76,710 ",7/1/1968,6/30/1969,To support a comprehensive edition of the papers of the third President of the United States. (Ford Grant)
PS-68031-68,O,           ,,            ,William Marsh Rice University,Houston,TX,77005-1892,USA,11/1/1967,1968,Jefferson Davis Papers,Subventions,Publications,"$3,000 ","$3,000 ",7/1/1968,6/30/1969,"To support a selective edition of the papers of the President of the Confederacy, member of Congress, and Secretary of War in the Pierce Administration."
PH-68018-68,O,           ,,            ,Omohundro Institute of Early American History and Culture,Williamsburg,VA,23187-8781,USA,11/1/1967,1968,John Marshall Papers,Publishing,Publications,"$15,000 ","$15,000 ",7/1/1968,6/30/1969,To support a selective edition of the papers of the Chief Justice of the United States (1801–35) whose court opinions helped lay the basis for American constitutional law.
PH-68038-68,O,           ,,            ,Yale University,New Haven,CT,06511-6614,USA,11/1/1967,1968,Benjamin Franklin Papers,Publishing,Publications,"$20,000 ","$20,000 ",7/1/1968,6/30/1969,"To support a comprehensive edition of the papers of Benjamin Franklin, scientist and statesman. (Ford Grant)"
PH-68035-68,O,           ,,            ,Massachusetts Historical Society,Boston,MA,2215,USA,11/1/1967,1968,John Adams Papers,Publishing,Publications,"$59,895 ","$59,895 ",7/1/1968,6/30/1969,To support a comprehensive edition of the second President of the United States and his family. (Ford Grant)
PH-68002-68,O,           ,,            ,Massachusetts Historical Society,Boston,MA,2215,USA,11/1/1967,1968,Forbes Papers,Publishing,Publications,"$16,000 ","$16,000 ",7/1/1968,6/30/1969,To support a microfilm edition of the papers (primarily 19th century) of this prominent Boston family.
PH-68027-68,O,           ,,            ,University of Virginia,Charlottesville,VA,22903,USA,11/1/1967,1968,James Monroe Papers,Publishing,Publications,"$13,740 ","$13,740 ",7/1/1968,6/30/1969,To support a microfilm edition of the James Monroe papers in Virginia repositories.
PH-68039-68,O,           ,,            ,University of Virginia,Charlottesville,VA,22903,USA,11/1/1967,1968,George Washington Papers,Publishing,Publications,"$3,000 ","$3,000 ",7/1/1968,6/30/1969,To support a comprehensive edition of the papers of the first President of the United States.
PH-68023-68,O,           ,,            ,Minnesota Historical Society,St. Paul,MN,55102-1906,USA,11/1/1967,1968,Alexander Ramsey Papers,Publishing,Publications,"$9,250 ","$9,250 ",7/1/1968,6/30/1969,"To support a microfilm edition of the papers of the Alexander Ramsey (1829-1903), mayor of St. Paul, Governor and Senator from Minnesota, and Secretary of War in the Hayes Administration."
PH-68022-68,O,           ,,            ,Cornell University,Ithaca,NY,14853,USA,11/1/1967,1968,Andrew Dickson White Papers,Publishing,Publications,"$12,520 ","$12,520 ",7/1/1968,6/30/1969,"To support a microfilm edition of the papers of Andrew Dickson White (1846-1919), first president of Cornell University, U.S. Minister to Germany and to Russia, and Ambassador to Germany."
PH-68004-68,O,           ,,            ,New Mexico State Records Center and Archives,Santa Fe,NM,87505,USA,11/1/1967,1968,"Spanish Archives of New Mexico 1621-1821, in the Archives Division of the State of New Mexico Records Center",Publishing,Publications,"$16,852 ","$16,852 ",7/1/1968,6/30/1969,"To support a microfilm edition of the Spanish Archives of New Mexico, 1621-1821."
PH-68034-68,O,           ,,            ,Columbia University,New York,NY,10027-6902,USA,11/1/1967,1968,John Jay Papers,Publishing,Publications,"$1,875 ","$1,875 ",7/1/1968,6/30/1969,"To support a selective edition of the papers of John Jay, President of the Continental Congress, diplomat, Secretary for Foreign Affairs, and first Chief Justice of the Supreme Court."
PH-68037-68,O,           ,,            ,Columbia University,New York,NY,10027-6902,USA,11/1/1967,1968,Alexander Hamilton Papers,Publishing,Publications,"$37,715 ","$37,715 ",7/1/1968,6/30/1969,To support a comprehensive edition of the papers of the Revolutionary War patriot and first Secretary of the Treasury. (Ford Grant)
PH-68010-68,O,           ,,            ,Historical Society of Pennsylvania,Philadelphia,PA,19107,USA,11/1/1967,1968,Thomas Penn Papers,Publishing,Publications,"$3,325 ","$3,325 ",7/1/1968,6/30/1969,"To support a microfilm edition of the papers (1729-75) of Thomas Penn, the son of William Penn."
PH-68009-68,O,           ,,            ,State Historical Society of Wisconsin,Madison,WI,53706,USA,11/1/1967,1968,Morris Hillquit Papers,Publishing,Publications,"$14,445 ","$14,445 ",7/1/1968,6/30/1969,"To support a microfilm edition of the papers of Morris Hillquit (1895-1943), New York attorney and Socialist Party leader."
PH-68033-68,O,           ,,            ,"University of Maryland, College Park",College Park,MD,20742,USA,11/1/1967,1968,Booker T. Washington Papers,Publishing,Publications,$900 ,$900 ,7/1/1968,6/30/1969,To support a selective edition of the papers of the late 19th and early 20th century black leader and educator.
PH-68005-68,O,           ,,            ,Stanford University,Stanford,CA,94305,USA,11/1/1967,1968,David Starr Jordan Papers,Publishing,Publications,"$12,221 ","$12,221 ",7/1/1968,6/30/1969,To support a microfilm edition of the papers of the noted conservationist and first president of Stanford University.
PH-68016-68,O,           ,,            ,Ohio Historical Society,Columbus,OH,43211-2497,USA,11/1/1967,1968,Warren G. Harding Papers,Publishing,Publications,"$13,430 ","$13,430 ",7/1/1968,6/30/1969,To support a microfilm edition of the papers of the 29th President of the United States.
PH-68012-68,O,           ,,            ,University of Kentucky,Lexington,KY,40506-0032,USA,11/1/1967,1968,Henry Clay Papers,Publishing,Publications,"$9,000 ","$9,000 ",7/1/1968,6/30/1969,"To support a comprehensive edition of the papers of Clay as statesman, Presidential candidate, and Secretary of State."
PS-68024-68,O,           ,,            ,University of South Carolina,Columbia,SC,29208,USA,11/1/1967,1968,John C. Calhoun Papers,Subventions,Publications,"$11,400 ","$11,400 ",7/1/1968,6/30/1969,"To support a comprehensive edition of the papers of the 19th century Congressman, cabinet officer, and Vice President."
PH-68008-68,O,           ,,            ,Brown University,Providence,RI,2912,USA,11/1/1967,1968,Isaac Backus Papers,Publishing,Publications,"$12,943 ","$12,943 ",7/1/1968,6/30/1969,"To support an annotated edition of The Diary of Isaac Backus, 18th century Baptist clergyman and champion of religious liberty."
PH-68025-68,O,           ,,            ,Vanderbilt University,Nashville,TN,37240,USA,11/1/1967,1968,James K. Polk Papers,Publishing,Publications,"$4,750 ","$4,750 ",7/1/1968,6/30/1969,To support a selective edition of the correspondence of the 11th President of the United States.
PH-68030-68,O,           ,,            ,Vanderbilt University,Nashville,TN,37240,USA,11/1/1967,1968,James K. Polk Papers,Publishing,Publications,"$5,000 ","$5,000 ",7/1/1968,6/30/1969,To support a selective edition of the correspondence of the 11th President of the United States.
PH-68013-68,O,           ,,            ,Dartmouth College,Hanover,NH,3755,USA,11/1/1967,1968,Daniel Webster Papers,Publishing,Publications,"$13,662 ","$13,662 ",7/1/1968,6/30/1969,"To support a microfilm edition of the papers of Daniel Webster, member of both houses of Congress and Secretary of State."
PH-68026-68,O,           ,,            ,"North Carolina Department of Cultural Resources, Division of Archives and History",Raleigh,NC,27601,USA,11/1/1967,1968,James Iredell Papers,Publishing,Publications,"$2,000 ","$2,000 ",7/1/1968,6/30/1969,To support a selective edition of the papers of the Revolutionary War leader from North Carolina and Associate Justice of the U.S. Supreme Court.
PH-68000-68,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1967,1968,Ratification of the Constitution,Publishing,Publications,"$38,000 ","$38,000 ",7/1/1968,6/30/1969,To support a comprehensive edition of the documents related to the Ratification of the Constitution and Bill of Rights by the states.
PH-68011-68,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1967,1968,"First Federal Elections, 1788-1792",Publishing,Publications,"$14,080 ","$14,080 ",7/1/1968,6/30/1969,"To support a comprehensive edition of documents and correspondence related to the first Federal elections, 1788-90."
