OBJECTID,ID,NAME,START_DATE,END_DATE,AGENCY,AGENCY_TYPE,DESCRIPTION,PROJECT_TYPE,PROJECT_STATUS,PERMIT_NUMBER,EXTERNAL_ID,BUDGET_ID,PAVE_CURB_TO_CURB,SHAPE_Length,SHAPE_Area
119751,74122,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13877714 - MAINLINE GRIND MILL - COMBINED MAIN LINE - 025-306 025-305,Excavation,Active,,13877714,BC-SU-C370B,0,61.834466618185,304.203406196571
119752,71111,Spot Rehab Crews,,,SPU,Water/Sewer,13188037 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 061-152 061-151,Excavation,Active,,13188037,BC-SU-C370B,0,61.8354121348946,304.212716541522
119753,73289,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13648642 - MAINLINE GRIND MILL - COMBINED MAIN LINE - 019-208 019-207,Excavation,Active,,13648642,BC-SU-C370B,0,61.8344941648544,304.203683846103
119754,71154,SUUMP0000377 - 1200 NE 45TH ST,2023/06/15 00:00:00+00,2023/12/15 00:00:00+00,Private Development,Permitted Work,"Demolition of existing retail buildings and construction of 24-story mixed use residential building. Utility major improvements include new SCL, Lumen, and Comcast duct banks in the alley.",Other Construction,Active,SUUMP0000377,,,0,640.681591311315,6022.42305978936
119755,71560,Spot Rehab Crews,,,SPU,Water/Sewer,13284286 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 053-076 053-075,Excavation,Active,,13284286,BC-SU-C370B,0,61.8352407980325,304.211032201137
119756,74632,COMCAST JB0000899967,2023/04/24 00:00:00+00,2023/04/24 00:00:00+00,Comcast,Telecommunications,Aerial overlash,Aerial Work,Active,,,,0,61.8342448536848,304.201247797425
119757,71477,SUUMP0000553 - Pole removal @1706 NE 75th St,2022/09/06 00:00:00+00,2022/10/04 00:00:00+00,Lumen,Telecommunications,,Other Construction,Active,SUUMP0000553,N.908931,,0,61.8344231235217,304.20299065186
119760,74640,Spot Rehab Crews,,,SPU,Water/Sewer,14000448 - WW STRUCTURE REPAIR - WASTEWATER MAINTENANCE HOLE - 037-386,Excavation,Active,,14000448,BC-SU-C370B,0,61.8346557381911,304.205280770928
119762,69665,Spot Rehab Crews,,,SPU,Water/Sewer,13001858 - WW MAINLINE DIG SPOT 12 INCH - COMBINED MAIN LINE - 053-075 053-074,Excavation,Active,,13001858,BC-SU-C370B,0,61.8352407980325,304.211032201137
119765,58095,SUUMPX419261 - 2523 Eastlake AVE E - DuPont Replacement 109114546,2021/03/31 00:00:00+00,2022/03/01 00:00:00+00,Puget Sound Energy,Gas,"DuPont Main Replacement
Permit Submittal April 2020 
Construction Target FEB-March 2021
Restoration Target - AUG- DEC 2021 into 2022",Other Construction,Active,SUUMPX419261,109114546,,0,6913.87651876433,67719.879465851
119766,72253,Rehab Progr Mangmnt,,,SPU,Water/Sewer,13447947 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 058-321 058-163,Excavation,Active,,13447947,BC-SU-C370B,0,61.835238711514,304.211025217715
119767,73584,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13711994 - MAINLINE GRIND MILL - SANITARY MAIN LINE - 301-090 301-087,Excavation,Active,,13711994,BC-SU-C370B,0,61.8359446053932,304.217971810668
119772,74203,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13892583 - MAINLINE GRIND MILL - COMBINED MAIN LINE - 037-087 037-088,Excavation,Active,,13892583,BC-SU-C370B,0,61.8347265848035,304.205969769517
119774,73808,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13764156 - MAINLINE GRIND MILL - COMBINED MAIN LINE - 037-236 037-435,Excavation,Active,,13764156,BC-SU-C370B,0,61.8347036252243,304.205750614681
119775,73167,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13628272 - MAINLINE GRIND MILL - CULVERT - 10380 RAINIER AVE S,Excavation,Active,,13628272,BC-SU-C370B,0,61.8359109480623,304.217629241876
119776,74051,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13862405 - MAINLINE GRIND MILL - COMBINED MAIN LINE - 041-131 037-147,Excavation,Active,,13862405,BC-SU-C370B,0,61.834882492865,304.207511175493
119777,70519,2018 MOVE SEATTLE - RAINIER/JACKSON MULTIMODAL CORRIDOR,,,SPU,Water/Sewer,11862081 - CB OUTFALL/INLET LINE FULL REPLACEMENT - CATCH BASIN - 841 RAINIER AVE S,Excavation,Active,,11862081,BC-SU-C370B,0,61.8349845353243,304.208514290402
119778,74641,Spot Rehab Crews,,,SPU,Water/Sewer,13998286 - WW STRUCTURE REPAIR - WASTEWATER MAINTENANCE HOLE - 038-215,Excavation,Active,,13998286,BC-SU-C370B,0,61.8346393686237,304.205114515265
119779,74647,9th Ave SW and SW Kenyon St Marked Crossing,2023/03/31 00:00:00+00,2024/06/30 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,Add Marked Crossing to south leg,Surface Improvements Only,Active,,,,0,61.835678016316,304.215330075014
119780,74426,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13945645 - MAINLINE GRIND MILL - WASTEWATER MAINTENANCE HOLE - 048-173,Excavation,Active,,13945645,BC-SU-C370B,0,61.8352374353291,304.210999623063
119781,61342,3138  FAIRVIEW AVE E,2022/06/01 00:00:00+00,2023/09/30 00:00:00+00,Private Development,Permitted Work,,Other Construction,Active,SUSIPX411020,SUSIPX411020,,0,733.200567059113,6911.85455085532
119783,73144,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13621402 - MAINLINE GRIND MILL - SANITARY MAIN LINE - 025-238 025-239,Excavation,Active,,13621402,BC-SU-C370B,0,61.8344508724483,304.203267257583
119785,65601,Rehab Progr Mangmnt,,,SPU,Water/Sewer,12153225 - CNTRCTR MAINLINE REHAB DIG FULL - SANITARY MAIN LINE - 231-133 231-134,Excavation,Active,,12153225,BC-SU-C370B,0,61.8339980556009,304.1988160216
119786,71558,Rehab Progr Mangmnt,,,SPU,Water/Sewer,13285277 - CNTRCTR MAINLINE REHAB DIG FULL - COMBINED MAIN LINE - 025-107 025-108,Excavation,Active,,13285277,BC-SU-C370B,0,61.8344875588978,304.203626909028
119787,60638,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"10092686 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-N0168802-1",Excavation,Active,,10092686,BC-SU-C110B,0,61.8343092330205,304.20188039459
119788,66938,Rehab Progr Mangmnt,,,SPU,Water/Sewer,12153211 - CNTRCTR REMOVE & REPLACE MH - WASTEWATER MAINTENANCE HOLE - 231-133,Excavation,Active,,12153211,BC-SU-C370B,0,61.8339980556009,304.1988160216
119789,73181,Spot Rehab Crews,,,SPU,Water/Sewer,13632439 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 055-302 055-301,Excavation,Active,,13632439,BC-SU-C370B,0,61.8352984259669,304.211607383481
119790,74655,Cayton Corner Park Development,2023/09/01 00:00:00+00,2024/06/30 00:00:00+00,Seattle Parks and Recreation,City of Seattle,"Developing a new park on an existing landbank site. The design includes a small lawn area, an accessible pathway through the park, retaining walls to address grading challenges, stairway, picnic tables, handrails, and potentially adding lighting and an art panel wall as bid additives.",Other Construction,Active,,,,0,485.069241093817,11232.3733994955
119791,74106,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13875404 - MAINLINE GRIND MILL - COMBINED MAIN LINE - 011-117 011-116,Excavation,Active,,13875404,BC-SU-C370B,0,61.8343496646911,304.202268062899
119792,50828,825  EASTLAKE AVE E,2021/06/23 00:00:00+00,2023/06/30 00:00:00+00,Private Development,Permitted Work,"SEATTLE CANCER CARE ALLIANCE | New curb, sidewalk, and landscaping on South side of Aloha Street, West side of Yale Avenue North, and North side of Valley Street in project limits.",Other Construction,Active,SUSIPX334729,SUSIPX334729,,0,3085.24352332459,30123.4404601311
119793,70393,Drainage Rehab Program,,,SPU,Water/Sewer,12599064 - DRAINAGE FRAME & GRATE RING/COVER CASTING REPLACE EXISTING - CATCH BASIN - NWC 15TH AVE NE/NE 52ND ST,Excavation,Active,,12599064,BC-SU-C370B,0,61.8344350258852,304.203104093839
119795,63958,Lining Rehab Crew Programmatic,,,SPU,Water/Sewer,11159985 - CB OUTFALL LINE SPOT REPAIR - CATCH BASIN - SEC 26TH AVE SW/SW HUDSON ST,Excavation,Active,,11159985,BC-SU-C370B,0,61.835460290802,304.213200286284
119796,46663,Spot Rehab Crews,,,SPU,Water/Sewer,7496601 - DRAINAGE FRAME & GRATE RING/COVER CASTING REPLACE EXISTING - WASTEWATER MAINTENANCE HOLE - 051-008,Excavation,Active,,7496601,BC-SU-C370B,0,61.8351050702472,304.209700467715
119797,73227,Lining Rehab Crew Programmatic,2023/03/13 00:00:00+00,2023/03/26 00:00:00+00,SPU,Water/Sewer,13639354 - MAINLINE GRIND MILL - COMBINED MAIN LINE - 005-564 005-401,Excavation,Active,,13639354,BC-SU-C370B,0,61.8342038029292,304.200822145206
119798,65175,SPOT SEWER REHAB UNIT PRICE CONTRACT 2024-2025,,,SPU,Water/Sewer,11894750 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 015-408 015-407,Excavation,Active,,11894750,BC-SU-C370B,0,61.8344350258852,304.203104093839
119799,73178,Spot Rehab Crews,,,SPU,Water/Sewer,13633154 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 055-301 055-300,Excavation,Active,,13633154,BC-SU-C370B,0,61.8352984259669,304.211607383481
119800,61425,2310  FAIRVIEW AVE E,2022/07/01 00:00:00+00,2023/01/31 00:00:00+00,Private Development,Permitted Work,"Project Scope: The project involves the demolition of the existing building and the construction of 7 new townhosue units. A storm main extension will be cnstructed down Fairview Ave E. Street improvemetns include asphalt roadway restoration, installation of utility service connections, tree planting, and curb/sidewalk installation along Fairview Ave E.",Other Construction,Active,SUSIPX411364,SUSIPX411364,,0,423.9252157323,3867.95294634878
119801,72251,Rehab Progr Mangmnt,,,SPU,Water/Sewer,13447940 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 058-163 058-162,Excavation,Active,,13447940,BC-SU-C370B,0,61.835238711514,304.211025217715
119802,73184,Spot Rehab Crews,,,SPU,Water/Sewer,13633171 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 055-301 055-300,Excavation,Active,,13633171,BC-SU-C370B,0,61.8352984259669,304.211607383481
119803,74658,Spot Rehab Crews,,,SPU,Water/Sewer,14000816 - WW MAINLINE DIG SPOT 12 INCH - COMBINED MAIN LINE - 065-505 065-316,Excavation,Active,,14000816,BC-SU-C370B,0,61.8354109382954,304.212712626636
119806,74659,SUUMP0000459 - Comcast relocation,2023/03/17 00:00:00+00,2023/04/30 00:00:00+00,Washington State Department of Transportation,State,Relocation of comcast underground cable,Excavation,Active,SUUMP0000459,,,0,810.809456961454,7675.79143584928
119807,74662,JB0001178683-Comcast-Cannon,2023/07/03 00:00:00+00,2023/07/14 00:00:00+00,Comcast,Telecommunications,TRENCH,Excavation,Active,,,,0,496.189419099358,4579.2180390783
119808,74673,19th Ave SW and SW Genesee St Curb Ramps,2024/01/01 00:00:00+00,2024/12/31 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,Install curb ramps at the intersection of 19th Ave SW and SW Genesee St,Paving,Active,,,TBD,0,61.8352352769564,304.210981877665
120001,74679,3 min passenger load zone,2024/01/01 00:00:00+00,2025/01/01 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,Installation of 3 min 24/7 PLZ in cul-de-sac for medically fragile students attending Greenlake Elementary School,Mobility Impact Only,Active,,SDOT,TRC0856-U3541,0,61.8342148624236,304.200940730639
120002,70434,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"12323988 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-H0017754-1",Excavation,Active,,12323988,BC-SU-C110B,0,61.8342022344465,304.200808255513
120003,63959,Lining Rehab Crew Programmatic,,,SPU,Water/Sewer,11270477 - CB INLET LINE SPOT REPAIR - CATCH BASIN - SEC 26TH AVE SW/SW HUDSON ST,Excavation,Active,,11270477,BC-SU-C370B,0,61.8353728080117,304.212332305542
120004,72967,Spot Rehab Crews,,,SPU,Water/Sewer,13535049 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 025-117 025-116,Excavation,Active,,13535049,BC-SU-C370B,0,61.8344666105246,304.20343318183
120008,60601,METERING - GI PIPE RENEWAL,,,SPU,Water/Sewer,"10088626 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-K0025952-1",Excavation,Active,,10088626,BC-SU-C110B,0,61.8339091500862,304.197946170002
120009,60607,METERING - GI PIPE RENEWAL,,,SPU,Water/Sewer,"10088586 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-U0462242-1",Excavation,Active,,10088586,BC-SU-C110B,0,61.8339091500862,304.197946170002
120010,70417,"2"" Fire Service Taps",,2041/10/31 00:00:00+00,SPU,Water/Sewer,"12776161 - SERVICE RENEW - 3/4"" DOM - SERVICE - 2"" DC AMR / ZEN-31026773-1",Excavation,Active,,12776161,BC-SU-C110B,0,61.8342811602624,304.201600258258
120011,73179,Spot Rehab Crews,,,SPU,Water/Sewer,13633188 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 055-301 055-300,Excavation,Active,,13633188,BC-SU-C370B,0,61.8353473947717,304.212082549346
120012,70488,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"12632245 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-T0353077-1",Excavation,Active,,12632245,BC-SU-C110B,0,61.8343117015486,304.201887849938
120014,60830,SUUMP0000180 - 255 YALE AVE N - VZW Opra 8,2021/12/01 00:00:00+00,2021/12/20 00:00:00+00,Verizon,Telecommunications,Small cell telecom location on existing SCL light pole,Other Construction,Active,"394950; SUUMP0000180",SUUMP0000180,,0,297.95649111462,2628.15662147462
120016,74670,Spot Rehab Crews,,,SPU,Water/Sewer,14002907 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 038-345 038-215,Excavation,Active,,14002907,BC-SU-C370B,0,61.8348931777206,304.207615638194
120017,66990,Rehab Progr Mangmnt,,,SPU,Water/Sewer,12377669 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 040-358 040-357,Excavation,Active,,12377669,BC-SU-C370B,0,61.8349915858796,304.2085754424
120019,69987,Spot Rehab Crews,,,SPU,Water/Sewer,13047245 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 060-074 060-073,Excavation,Active,,13047245,BC-SU-C370B,0,61.8354553486238,304.213145449671
120020,63957,Lining Rehab Crew Programmatic,,,SPU,Water/Sewer,11270363 - CB INLET LINE SPOT REPAIR - CATCH BASIN - NEC 26TH AVE SW/SW HUDSON ST,Excavation,Active,,11270363,BC-SU-C370B,0,61.8353728080117,304.212332305542
120022,59174,SUUMP0000555 - DuPont Segment 1610,2023/09/18 00:00:00+00,2023/12/29 00:00:00+00,Puget Sound Energy,Gas,DuPont Main Replacement,Excavation,Active,SUUMP0000555,Segment 1610,,0,23329.0248407601,231090.475773968
120023,66991,Rehab Progr Mangmnt,,,SPU,Water/Sewer,12377687 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 040-358 040-357,Excavation,Active,,12377687,BC-SU-C370B,0,61.8349915858796,304.2085754424
120024,70486,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"12957445 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-J0081968-1",Excavation,Active,,12957445,BC-SU-C110B,0,61.8347989911599,304.206697336776
120025,71903,Drainage Rehab Program,,,SPU,Water/Sewer,13372311 - DRAINAGE STRUCTURE (SHALLOW) INSTALL - CULVERT - 11027 ARROYO BEACH PL SW,Excavation,Active,,13372311,BC-SU-C370B,0,61.8360058498625,304.218565339031
120030,72968,Spot Rehab Crews,,,SPU,Water/Sewer,13535440 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 025-115 025-114,Excavation,Active,,13535440,BC-SU-C370B,0,61.8344666105246,304.20343318183
120031,71110,Spot Rehab Crews,,,SPU,Water/Sewer,13188101 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 002-174 002-173,Excavation,Active,,13188101,BC-SU-C370B,0,61.8342022344465,304.200808255513
120032,63854,UMP 423361 - 1520 5th Ave,2023/11/06 00:00:00+00,2023/11/22 00:00:00+00,Puget Sound Energy,Gas,"2"" STW Gas Main Extension with Service",Excavation,Active,423361,,,0,582.511829342677,5428.80599149404
120033,45185,SCWQ-SPU Ballard Convey,2023/10/18 00:00:00+00,2026/11/19 00:00:00+00,SPU,Water/Sewer,Design and construction of SPU CSO basin 152 diversion and conveyance to the SCWQP storage tunnel in the Ballard neighborhood.,Other Construction,Active,,C315506,BC-SU-C360B,0,5422.80535861022,69164.8354090608
120034,73180,Spot Rehab Crews,,,SPU,Water/Sewer,13632406 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 055-302 055-301,Excavation,Active,,13632406,BC-SU-C370B,0,61.8353473947717,304.212082549346
120035,67066,Rehab Progr Mangmnt,,,SPU,Water/Sewer,12443083 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 025-133 025-131,Excavation,Active,,12443083,BC-SU-C370B,0,61.8344900871721,304.203658373177
120036,74483,SUUMP0000552 - 2 Bore Pits + New Riser @ 12353 8TH AVE NE,2023/09/07 00:00:00+00,2023/10/06 00:00:00+00,Lumen,Telecommunications,,Other Construction,Active,SUUMP0000552,N.937165,,0,215.828919530747,1819.7806200555
120037,62343,819 NE 71ST ST,,,Private Development,Permitted Work,"Isola Real Estate VII | Scope of work:  installation of new water main in 9th Ave NE, utility installation, ADA ramp installation, and associated pavement restoration.",Other Construction,Active,SUSIPX415952,SUSIPX415952,,0,763.30143240099,7291.38685561591
120038,63617,SPOT SEWER UNIT PRICE CONTRACT 5 - UPC 5,,,SPU,Water/Sewer,11190654 - CNTRCTR CB OUTFALL FULL DIG - DRAINAGE LATERAL,Excavation,Active,,11190654,BC-SU-C370B,0,61.8353728080117,304.212332305542
120039,70421,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"12957482 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-99128436-1",Excavation,Active,,12957482,BC-SU-C110B,0,61.8347989911599,304.206697336776
120040,74669,Spot Rehab Crews,,,SPU,Water/Sewer,14002256 - WW MAINLINE DIG SPOT 8 INCH - SANITARY MAIN LINE - 037-406 037-407,Excavation,Active,,14002256,BC-SU-C370B,0,61.8347892257069,304.206584394734
120041,70427,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"12632208 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-L0062791-1",Excavation,Active,,12632208,BC-SU-C110B,0,61.8343117015486,304.201887849938
120047,72253,Rehab Progr Mangmnt,,,SPU,Water/Sewer,13447947 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 058-321 058-163,Excavation,Active,,13447947,BC-SU-C370B,0,61.8352352430482,304.210975032948
120050,70453,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"12323970 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-F0885044-1",Excavation,Active,,12323970,BC-SU-C110B,0,61.8342022344465,304.200808255513
120051,74641,Spot Rehab Crews,,,SPU,Water/Sewer,13998286 - WW STRUCTURE REPAIR - WASTEWATER MAINTENANCE HOLE - 038-215,Excavation,Active,,13998286,BC-SU-C370B,0,61.8348931777206,304.207615638194
120052,74661,Replace damaged PED @ 7224 1st Ave S,2023/04/26 00:00:00+00,2023/04/26 00:00:00+00,Lumen,Telecommunications,Replace damaged PED with new HH,Other Construction,Active,,P.093575/STTLWADU,,0,61.835698697069,304.215534180487
120053,71558,Rehab Progr Mangmnt,,,SPU,Water/Sewer,13285277 - CNTRCTR MAINLINE REHAB DIG FULL - COMBINED MAIN LINE - 025-107 025-108,Excavation,Active,,13285277,BC-SU-C370B,0,61.8344666105246,304.20343318183
120054,60638,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"10092686 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-N0168802-1",Excavation,Active,,10092686,BC-SU-C110B,0,61.8343330832984,304.202107750197
120055,73181,Spot Rehab Crews,,,SPU,Water/Sewer,13632439 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 055-302 055-301,Excavation,Active,,13632439,BC-SU-C370B,0,61.8353473947717,304.212082549346
120056,72995,7210  ROOSEVELT WAY NE,,,Private Development,Permitted Work,"LMJ Enterprises | The project is located at 7210 Roosevelt Way NE. The project proposes to close an existing curb cut on 73rd St and construct a new driveway in its place. Replace existing curb ramps at SE corner of Roosevelt Way & 73rd St. Widen existing sidewalk along Roosevelt Way by 1 ft onto private property to provide a total of 6 ft of sidewalk, replace portion of existing sidewalk along Roosevelt Way. Replace existing curb ramp at NE corner of Roosevelt Way & 73rd St, construct new curb ramp at same corner leading west across Roosevelt Way. Construct a new driveway on 73rd St. Total new and/or replaced hard surfaces in ROW is approximately 979 SF. Intent is for this to be a SIP Lite process.",Other Construction,Active,SUSIP0000580,SUSIP0000580,,0,1031.47520261652,9889.10160331485
120057,63626,SUUMPX420405 - 2800 39th Ave W - 307421.MG04.6.UG,,,Comcast,Telecommunications,"PCO - installation of fiber/coax via directional bore in various landscape areas, Bishop Pl, W, 37th Ave W, 38th Ave W, W Armour St, 40th Ave W",Other Construction,Active,SUUMPX420405,420405,,0,2775.35597486242,26057.8826249813
120058,71598,Spot Rehab Crews,,,SPU,Water/Sewer,13312169 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 047-225 047-214,Excavation,Active,,13312169,BC-SU-C370B,0,61.8351308743902,304.209952928193
120059,72926,Spot Rehab Crews,,,SPU,Water/Sewer,13523528 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 025-410 025-132,Excavation,Active,,13523528,BC-SU-C370B,0,61.8344900871721,304.203658373177
120060,70393,Drainage Rehab Program,,,SPU,Water/Sewer,12599064 - DRAINAGE FRAME & GRATE RING/COVER CASTING REPLACE EXISTING - CATCH BASIN - NWC 15TH AVE NE/NE 52ND ST,Excavation,Active,,12599064,BC-SU-C370B,0,61.8342811602624,304.201600258258
120062,73264,Spot Rehab Crews,,,SPU,Water/Sewer,13642285 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 047-262 047-215,Excavation,Active,,13642285,BC-SU-C370B,0,61.8351308743902,304.209952928193
120065,63958,Lining Rehab Crew Programmatic,,,SPU,Water/Sewer,11159985 - CB OUTFALL LINE SPOT REPAIR - CATCH BASIN - SEC 26TH AVE SW/SW HUDSON ST,Excavation,Active,,11159985,BC-SU-C370B,0,61.8353728080117,304.212332305542
120067,70422,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"12957465 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-G0082019-1",Excavation,Active,,12957465,BC-SU-C110B,0,61.8347989911599,304.206697336776
120068,46663,Spot Rehab Crews,,,SPU,Water/Sewer,7496601 - DRAINAGE FRAME & GRATE RING/COVER CASTING REPLACE EXISTING - WASTEWATER MAINTENANCE HOLE - 051-008,Excavation,Active,,7496601,BC-SU-C370B,0,61.8351167539201,304.209815435347
120069,65175,SPOT SEWER REHAB UNIT PRICE CONTRACT 2024-2025,,,SPU,Water/Sewer,11894750 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 015-408 015-407,Excavation,Active,,11894750,BC-SU-C370B,0,61.8342811602624,304.201600258258
120070,73178,Spot Rehab Crews,,,SPU,Water/Sewer,13633154 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 055-301 055-300,Excavation,Active,,13633154,BC-SU-C370B,0,61.8353473947717,304.212082549346
120071,72251,Rehab Progr Mangmnt,,,SPU,Water/Sewer,13447940 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 058-163 058-162,Excavation,Active,,13447940,BC-SU-C370B,0,61.8352352430482,304.210975032948
120072,73184,Spot Rehab Crews,,,SPU,Water/Sewer,13633171 - WW MAINLINE DIG SPOT 8 INCH - COMBINED MAIN LINE - 055-301 055-300,Excavation,Active,,13633171,BC-SU-C370B,0,61.8353473947717,304.212082549346
120073,62343,819 NE 71ST ST,,,Private Development,Permitted Work,"Isola Real Estate VII | Scope of work:  installation of new water main in 9th Ave NE, utility installation, ADA ramp installation, and associated pavement restoration.",Other Construction,Active,SUSIPX415952,SUSIPX415952,,0,763.30143240099,7291.38685561591
120074,62343,819 NE 71ST ST,,,Private Development,Permitted Work,"Isola Real Estate VII | Scope of work:  installation of new water main in 9th Ave NE, utility installation, ADA ramp installation, and associated pavement restoration.",Other Construction,Active,SUSIPX415952,SUSIPX415952,,0,763.30143240099,7291.38685561591
120075,62343,819 NE 71ST ST,,,Private Development,Permitted Work,"Isola Real Estate VII | Scope of work:  installation of new water main in 9th Ave NE, utility installation, ADA ramp installation, and associated pavement restoration.",Other Construction,Active,SUSIPX415952,SUSIPX415952,,0,763.30143240099,7291.38685561591
120076,73693,4th Ave PBL Upgrade,2023/06/01 00:00:00+00,2024/06/01 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"(Dates only set for evaluating overlaps) Upgrade the existing two way bike lane on the Southwest side of 4th Ave to a protected bike lane with barrier separation. Barriers placed to not interfere with loading zones, driveways, and other areas which require street side access.",Surface Improvements Only,Active,,WP00000527,WP00000527,0,14590.2989831898,143297.378884886
120077,74659,SUUMP0000459 - Comcast relocation,2023/03/17 00:00:00+00,2023/04/30 00:00:00+00,Washington State Department of Transportation,State,Relocation of comcast underground cable,Excavation,Active,SUUMP0000459,,,0,807.748080412488,7640.58737397533
120078,74683,View Ridge edge lines,2023/06/01 00:00:00+00,2024/06/01 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,Traffic calming safety project to paint edge lines along NE 70th St from 35th Ave NE to Sand Point Way to create 10 foot travel lanes.,Mobility Impact Only,Active,,SDOT,TRC0857-U3537,0,13244.6852631512,130052.963066253
120079,74695,CMP - 4030 NE 109th St,2023/07/01 00:00:00+00,2025/09/30 00:00:00+00,Private Development,Permitted Work,"Please direct construction coordination to Cody Scott (425) 885-3314, (425) 583-2308 cscott@lydig.com
Project consists of the demolition of the existing John Rogers
Elementary School and construction of a new roughly 90,000 square foot elementary school with associated site amenities (play fields, parking, drop-off, etc.)",Other Construction,Active,,,,0,1159.09630902022,39340.3268460478
120080,74700,High Point Street Closure,2023/04/01 00:00:00+00,2023/04/01 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,Street closure for Healthy Street community event 9AM to 3PM April 1st,Mobility Impact Only,Active,,,SHS2301,0,3258.67895281734,31851.8832182785
120321,74704,csg 163010 MINOR,2023/04/05 00:00:00+00,2023/04/05 00:00:00+00,Comcast,Telecommunications,,Excavation,Active,,,,0,61.8349255923724,304.207931282653
