namevalue,statevalue,lat(double precision),long(double precision),mrc
Tanner Mesa,CO,37.0,-108.625,37108-A6
Tarryall,CO,39.0,-105.375,39105-A4
Taylor Park Reservoir,CO,38.75,-106.5,38106-G5
Taylor Ranch,CO,49.90951435406906,-105.25,37105-B3
Teal Lake,CO,40.5,-106.5,40106-E5
Telluride,CO,37.875,-107.75,37107-H7
Tercio,CO,37.0,-95.94478628502571,37104-A8
Terrace Reservoir,CO,37.25,-106.25,37106-C3
Texas Creek,CO,39.75,-108.875,39108-G8
Texas Mountain,CO,39.75,-108.75,39108-G7
Thatcher,CO,29.401794802586277,-104.0,37104-E1
The Glade,CO,37.75,-108.625,37108-G6
The Hogback,CO,37.375,-104.5,37104-D5
The Meadows,CO,39.125,-107.75,39107-B7
The Nipple,CO,40.75,-108.125,40108-G2
The Nipple NE,CO,40.875,-108.0,40108-H1
The Nipple SE,CO,40.75,-167.5585327026368,40108-G1
The Pinnacles,CO,38.375,-103.5,38103-D5
The Saddle,CO,31.72204625644551,-108.375,39108-D4
The Seven Hermits,CO,39.5,-50.54055257202799,39106-E7
Thimble Rock,CO,39.125,-106.625,39106-B6
Thirteenmile Creek,CO,39.75,-107.875,39107-G8
Thirtynine Mile Mountain,CO,38.75,-157.45067521353627,38105-G5
Thirtyone Mile Mountain,CO,38.625,-105.5,38105-F5
Thompson Arroyo,CO,37.875,-165.6629620205166,37103-H4
Thompson Park,CO,37.25,-108.125,37108-C2
Thornburgh,CO,40.125,-107.625,40107-B6
Thornburgh Gulch,CO,40.875,-107.75,40107-H7
Thurman,CO,63.71399277501472,-103.125,39103-E2
Tiffany,CO,37.0,-59.77681260193093,37107-A5
Timber Mountain,CO,38.5,-104.75,38104-E7
Timnath,CO,40.5,-104.875,40104-E8
Timpas,CO,37.75,-103.75,37103-G7
Timpas NE,CO,37.875,-103.75,37103-H7
Timpas NW,CO,37.875,-103.875,37103-H8
Timpas SW,CO,37.75,-103.875,37103-G8
Tincup,CO,38.75,-135.6689893480616,38106-G4
Tobe,CO,37.125,-103.5,37103-B5
Todd Point,CO,50.93983913395861,-103.5,38103-C5
Toner Reservoir,CO,39.375,-106.875,39106-D8
Toonerville,CO,37.75,-103.125,37103-G2
Toonerville NE,CO,37.875,-103.0,37103-H1
Toonerville SE,CO,37.75,-103.0,37103-G1
Topaz Mountain,CO,39.25,-131.05773395975828,39105-C5
Toponas,CO,54.5563891918058,-106.75,40106-A7
Torres,CO,37.0,-105.0,37105-A1
Towaoc,CO,37.125,-108.625,37108-B6
Trail Canyon,CO,37.125,-64.84786550735478,37108-B3
Trail Mountain,CO,40.125,-105.875,40105-B8
Trail Ridge,CO,40.375,-105.625,40105-D6
Trapper,CO,29.766330437066472,-69.5356954709761,40106-A8
Trappers Lake,CO,39.875,-107.125,39107-H2
Tree Top Ranch,CO,38.125,-103.0,38103-B1
Trementina Canyon,CO,37.125,-103.875,37103-B8
Triangle Mesa,CO,38.75,-108.375,38108-G4
Triangle Park,CO,44.696906811312594,-107.625,39107-G6
Trickle Mountain,CO,38.125,-117.07977078403388,38106-B4
Trimble Lake,CO,38.375,-140.037292082019,38103-D4
Trimble Point,CO,37.5,-108.5,37108-E5
Trinchera,CO,37.0,-104.0,37104-A1
Trinchera Cave,CO,37.125,-159.84061522690686,37104-B1
Trinchera Peak,CO,37.25,-105.125,37105-C2
Trinchera Ranch,CO,37.375,-105.25,37105-D3
Trinidad East,CO,37.125,-104.375,37104-B4
Trinidad West,CO,37.125,-104.5,37104-B5
Truckton,CO,38.625,-104.125,38104-F2
Truckton NE,CO,38.625,-104.0,38104-F1
Truckton SE,CO,38.5,-104.0,38104-E1
Trujillo,CO,37.0,-107.0,37107-A1
Tubs Springs,CO,62.26266304039218,-51.21386521675724,37102-A7
Tumble Mountain,CO,40.875,-107.125,40107-H2
Tungsten,CO,39.875,-105.375,39105-H4
Turkey Canyon,CO,37.75,-103.25,37103-G3
Tuttle,CO,39.375,-120.78204147134186,39102-D5
Twelvemile Mesa,CO,40.375,-108.375,40108-D4
Twin Buttes,CO,40.875,-159.3183058557861,40102-H7
Twin Mountains,CO,37.75,-106.375,37106-G4
Twin Mountains SE,CO,37.75,-106.25,37106-G3
Twin Peaks,CO,37.5,-105.5,37105-E5
Two Butte Springs,CO,37.75,-102.125,37102-G2
Two Buttes,CO,37.5,-102.375,37102-E4
Two Buttes NW,CO,37.625,-102.375,37102-F4
Two Buttes Reservoir,CO,37.625,-58.49927068835359,37102-F5
Two Buttes SE,CO,37.5,-102.25,37102-E3
Two V Basin,CO,38.75,-108.875,38108-G8
Tyler Mountain,CO,40.125,-106.5,40106-B5
Tyrone,CO,37.375,-104.125,37104-D2
Uhler Ranch,CO,19.50784061812285,-102.875,40102-F8
Uncompahgre Butte,CO,38.5,-108.625,38108-E6
Uncompahgre Peak,CO,38.0,-107.375,38107-A4
Uravan,CO,38.25,-108.625,38108-C6
Ute,CO,38.25,-108.25,38108-C3
Ute Peak,CO,39.75,-106.0,39106-G1
Utleyville,CO,37.25,-103.0,37103-C1
Vail East,CO,32.43492879109548,-106.25,39106-F3
Vail Pass,CO,39.5,-106.125,39106-E2
Vail West,CO,39.625,-106.375,39106-F4
Valdez,CO,37.0,-156.0778200313842,37104-A6
Vallecito Reservoir,CO,37.375,-107.5,37107-D5
Vallery,CO,56.595993419536526,-103.875,40103-B8
Vallery SE,CO,40.0,-103.75,40103-A7
Valley View Hot Springs,CO,20.34129188799834,-157.09699585580287,38105-B7
Valley View School,CO,40.25,-104.5,40104-C5
Veatch Gulch,CO,39.875,-107.75,39107-H7
Vega Corral,CO,37.375,-104.375,37104-D4
Venango NW,CO,26.035204742297903,-102.125,40102-H2
Venango SW,CO,17.758079495272078,-102.125,40102-G2
Verde School,CO,38.0,-104.625,38104-A6
Vermillion Mesa,CO,54.0425786325693,-108.625,40108-F6
Vernon,CO,39.875,-102.25,39102-H3
Vernon NW,CO,39.875,-102.375,39102-H4
Vernon SW,CO,39.75,-102.375,39102-G4
Vicente Canyon,CO,18.23283363523308,-106.125,37106-B2
Victoria Lake,CO,37.125,-106.5,37106-B5
Vigil,CO,37.125,-56.265463707977766,37104-B8
Vilas North,CO,37.375,-102.375,37102-D4
Vilas South,CO,37.25,-102.375,37102-C4
Villa Grove,CO,38.125,-105.875,38105-B8
Villegreen,CO,37.25,-103.5,37103-C5
Vim School,CO,40.875,-103.75,40103-H7
Vineland,CO,38.125,-104.375,38104-B4
Virginia Dale,CO,40.875,-105.25,40105-H3
Vona,CO,39.25,-102.625,39102-C6
Wagon Track Ridge,CO,39.25,-108.25,39108-C3
Wagon Wheel Gap,CO,37.75,-106.75,37106-G7
Walden,CO,40.625,-106.25,40106-F3
Walker Canyon,CO,37.5,-103.0,37103-E1
Walker Point,CO,38.5,-103.75,38103-E7
Walks Camp Park,CO,39.375,-103.5,39103-D5
Wallace Ranch,CO,37.5,-108.125,37108-E2
Walsenburg North,CO,37.625,-70.78618798082337,37104-F7
Walsenburg South,CO,54.08394683158914,-104.75,37104-E7
Walsh,CO,37.375,-102.25,37102-D3
Walsh Knolls,UT,40.0,-144.98160841097666,40109-A1
Walsh SE,CO,37.25,-102.25,37102-C3
Walton Peak,CO,40.25,-76.77565081569367,40106-C6
Wapiti Peak,CO,40.25,-108.25,40108-C3
Ward,CO,40.0,-105.5,40105-A5
Washboard Rock,CO,38.25,-107.5,38107-C5
Water Canyon,CO,39.875,-108.75,39108-H7
Watkins,CO,39.625,-76.29613119911272,39104-F5
Watkins SE,CO,39.5,-104.5,39104-E5
Waugh Mountain,CO,60.03499251469757,-105.625,38105-E6
Wauneta,CO,40.25,-102.25,40102-C3
Wauneta NE,CO,40.375,-102.25,40102-D3
Waverly,CO,37.375,-106.0,37106-D1
Weaver Ridge,UT,39.875,-109.0,39109-H1
Webb,CO,37.625,-102.125,37102-F2
Weldona,CO,40.25,-103.875,40103-C8
Wellington,CO,40.625,-105.0,40105-F1
Wellsville,CO,38.375,-105.875,38105-D8
Weminuche Pass,CO,37.625,-107.25,37107-F3
West Baldy,CO,38.25,-106.5,38106-C5
West Beckwith Mountain,CO,38.75,-107.25,38107-G3
West Elk Peak,CO,38.625,-107.125,38107-F2
West Elk Peak SW,CO,48.73251515331504,-107.125,38107-E2
West Fork Lake,CO,40.875,-106.75,40106-H7
Westcliffe,CO,38.125,-105.375,38105-B4
Westcreek,CO,39.125,-105.125,39105-B2
Weston,CO,37.125,-104.75,37104-B7
Westplains,CO,40.75,-103.375,40103-G4
Westwater,UT,39.0,-109.0,39109-A1
Wetherill Mesa,CO,37.125,-108.5,37108-B5
Wetmore,CO,30.191135057209404,-105.0,38105-B1
Wetterhorn Peak,CO,38.0,-117.92906697279702,38107-A5
Wetzel Creek,CO,39.75,-121.4416428606216,39103-G6
Whale Hill,CO,38.25,-106.0,38106-C1
White Coyote Draw,CO,39.75,-70.33381939867523,39108-G6
White River City,CO,40.0,-108.125,40108-A2
White Rock,CO,61.8125629281916,-108.0,40108-B1
Whiteley Peak,CO,40.25,-106.375,40106-C4
Whitepine,CO,38.5,-106.375,38106-E4
Whitewater,CO,38.875,-108.375,38108-H4
Wickiup Canyon,UT,37.25,-109.0,37109-C1
Wiggins,CO,40.125,-104.0,40104-B1
Wiggins SW,CO,40.0,-104.125,40104-A2
Wild Horse,CO,38.75,-103.0,38103-G1
Wild Horse Lake,CO,40.625,-103.375,40103-F4
Wildcat Canyon,CO,58.16444540014651,-102.25,39102-G3
Wiley,CO,38.125,-102.625,38102-B6
Willard,CO,40.5,-103.375,40103-E4
Willow Creek Butte,UT,40.875,-109.0,40109-H1
Willow Lakes,CO,39.625,-88.96784595117498,39106-F2
Willow Spring,CO,32.95455603937278,-108.375,37108-F4
Windmill Lake,CO,38.375,-103.75,38103-D7
Windsor,CO,40.375,-104.875,40104-D8
Windy Peak,CO,39.25,-50.47025854830837,39105-C4
Windy Point,CO,38.375,-108.5,38108-D5
Winfield,CO,38.875,-106.375,38106-H4
Winter Flats,CO,39.25,-108.375,39108-C4
Witcher Mountain,CO,38.75,-105.375,38105-G4
Wolcott,CO,39.625,-106.625,39106-F6
Wolf Creek Pass,CO,37.375,-132.65289480220488,37106-D7
Wolf Mountain,CO,31.48354029350029,-107.0,40107-E1
Wolf Ridge,CO,39.875,-108.375,39108-H4
Woodland Park,CO,38.875,-105.0,38105-H1
Woodlin School,CO,59.88796982899872,-103.5,39103-G5
Woodrow,CO,39.875,-103.5,39103-H5
Woodrow NW,CO,39.875,-103.625,39103-H6
Woods Canyon,CO,47.74492367858615,-108.75,37108-D7
Woody Creek,CO,49.17423590163433,-106.875,39106-C8
Workman Creek,CO,37.625,-161.26663781238676,37107-F1
Wray,CO,40.0,-102.125,40102-A2
Ray Mesa,UT,38.25,-109.0,38109-C1
Wray NW,CO,58.7089828807953,-102.125,40102-B2
Wrights Reservoir,CO,38.75,-105.25,38105-G3
X Lazy F Ranch,CO,25.66163732609373,-107.375,38107-E4
Yampa,CO,40.125,-106.875,40106-B8
Yankee Gulch,CO,39.75,-108.375,39108-G4
Yellow Jacket,CO,37.5,-108.625,37108-E6
Yellowbank Creek,CO,37.875,-165.82818528516808,37104-H2
Yoder,CO,38.75,-104.125,38104-G2
Yuma NE,CO,19.967722661547924,-102.5,40102-B5
Yuma North,CO,40.125,-102.625,40102-B6
Yuma South,CO,40.0,-102.625,40102-A6
Zapata Ranch,CO,37.625,-105.5,37105-F5
Zenobia Peak,CO,40.5,-63.81535675704121,40108-E7
Alvin,CO,40.25,-102.0,40102-C1
Alvin NE,CO,23.24892813250984,-154.84485258436752,40102-D1
Amherst NE,CO,40.625,-102.0,40102-F1
Amherst SE,CO,40.5,-102.0,40102-E1
Laird,CO,40.0,-102.0,40102-A1
Venango,NE,40.75,-102.0,40102-G1
Venango NE,CO,40.875,-102.0,40102-H1
Wray NE,CO,40.125,-102.0,40102-B1
Arapahoe NE,CO,38.875,-102.0,38102-H1
Armel,CO,39.75,-102.0,39102-G1
Bonny Reservoir SE,CO,39.5,-158.00209151006987,39102-E1
Colony Township NW,CO,38.625,-102.0,38102-F1
Colony Township West,CO,38.5,-102.0,38102-E1
Durkee Creek NE,CO,37.875,-102.0,37102-H1
Durkee Creek SE,CO,37.75,-102.0,37102-G1
Hale Ponds,CO,39.625,-151.79442248224225,39102-F1
Holly East,CO,59.78216675286456,-102.0,38102-A1
Holly NE,CO,38.125,-102.0,38102-B1
Kanorado,KS,39.25,-102.0,39102-C1
Kanorado NE,KS,39.375,-146.71324747900604,39102-D1
Lycan NE,CO,37.625,-102.0,37102-F1
Lycan SE,CO,37.5,-56.7449009674602,37102-E1
Midway NE,CO,30.31916920515137,-102.0,37102-B1
Midway SE,CO,37.0,-102.0,37102-A1
Mount Sunflower,KS,39.0,-102.0,39102-A1
Mount Sunflower NE,CO,39.125,-65.66399121778282,39102-B1
Saunders,KS,37.375,-128.669917807115,37102-D1
Stonington SE,CO,37.25,-153.247118610047,37102-C1
Towner,CO,38.375,-102.0,38102-D1
Towner SE,CO,38.25,-102.0,38102-C1
Willow Creek Ranch,CO,39.875,-102.0,39102-H1
