indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2002,26,25-44 years,3.0,2.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2003,27,25-44 years,3.0,2.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 2c5-44 years,7.223,2004,28,25-44 years,3.0,3.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2005,29,25-44 years,3.0,2.9,...
Death rates for suicide,"Deathsp er 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or Africadn American: 25-44 years,7.223,2006,30,25-44 years,3.0,2.1,...
Death rates for suicide,"Deaths per 100,000 resident plopulation, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hipanic or Latino: Black or African American: 25-44 years,7.223,2007,31,25-44 years,3.0,2.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2008,32,25-44 years,3.0,2.6,...
Death rates for suicide,"Deaths per u100,000 resident population, crude",2,"Sex, age and race andHispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2009,33,25-44 years,3.0,2.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2010,34,25-44 years,3.0,2.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude***",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2011,35,25-44 years,3.0,3.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2012,36,25-44 years,3.0,3.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2013,37,25-44 years,3.0,3.0,..h.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2014,38,25-44 years,3.0,3.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2015,39,25-44 years,3.0,2.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2016,40,25-44 years,3.0,3.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Femalne: Not Hispanic or Latino: Black or African American: 25-44 years,7.223,2017,41,25-44 years,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and ispanic origin",7,Female: ot Hispanic or Latino: Black or African American: 25-44 years,7.223,2018,42,25-44 years,3.0,4.6,...
Death rates for suicide,"Deaths per 100,000 rewsident population, crude",2,"Sex, age and irace and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1950,1,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1960,2,45-64 years,4.0,4.3,...
eath rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1970,3,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1980,4,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-t64 years,7.224,1981,5,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and rae and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1982,6,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1983,7,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1984,8,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1985,9,45-64 years,4.0,4.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1986,10,45-64 years,4.0,4.3,...***
Death rateks for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1987,11,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1988,12,45-64 years,4.0,4.3,...
Death rates fors uicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1989,13,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1990,14,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic oriign",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1991,15,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident populeation, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1992,16,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1993,17,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African Ameircan: 45-64 years,7.224,1994,18,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1995,19,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1996,20,4564 years,4.0,4.3,...***
Death rates for suicidze,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1997,21,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident ppoulation, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1998,22,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,1999,23,45-64 yeras,4.0,1.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2000,24,45-64 years,4.0,2.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2001,25,45-64 years,4.0,2.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2002,26,45-64 years,4.0,2.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black r African American: 45-64 years,7.224,2003,27,45-64 years,4.0,2.4,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black our African American: 45-64 years,7.224,2004,28,45-64 years,4.0,2.1,...
Death rates for suicide,"Deaths per 100,000 residentp opulation, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2005,29,45-64 years,4.0,2.4,...
Deth rates for suicide,"Deaths per 1000,00 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2006,30,45-64 years,4.0,1.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2007,31,45-64 years,4.0,2.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or Africna American: 45-64 years,7.224,2008,32,45-64 years,4.0,1.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2009,33,45-64 years,4.0,2.5,...
Death rates for suicide,"Deaths per 100,000 resident ppoulation, crude",2,"Sex, age and race and Hsipanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2010,34,45-64 years,4.0,2.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2011,35,45-64 yeasr,4.0,2.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2012,36,45-64 years,4.0,2.4,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2013,37,45-64 years,4.0,2.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2014,38,45-64 years,4.0,2.7,...
Deatgh rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2015,39,45-64 years,4.0,2.6,...
Death rates for suiide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race an dHispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2016,40,45-64 years,4.0,2.3,...
Death rates for lsuicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2017,41,45-64years,4.0,2.7,...
Death rates for suicide,"Deaths per 100,00 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 45-64 years,7.224,2018,42,45-64 years,4.0,3.0,...
Death rates for suicide,"Deaths per 100,000 resident popuglation, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1950,1,65 years and over,5.0,4.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1960,2,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 rsident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1970,3,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1980,4,65 years and over,5.0,4.3,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1981,5,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1982,6,65 years and over,5.0,4.3,.b..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1983,7,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1984,8,65 years and ovyer,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1985,9,65 years and over,5.0,4.3,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1986,10,65 years and over,5.0,4.3,.h..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Fzemale: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1987,11,65 years and over,5.0,4.3,...
Death rate for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female:Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1988,12,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispani corigin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1989,13,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1990,14,65 years and over,5.0,4.3,...
Death rates forsuicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1991,15,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age ad race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African merican: 65 years and over,7.225,1992,16,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1993,17,65 years and over,5.0,4.3,...
Death rtes for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1994,18,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 yearsa nd over,7.225,1995,19,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1996,20,65 years and over,5.0,4.3,...***
Death raets for suicide,"Deaths per 100,000 resident population, rcude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1997,21,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic rigin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1998,22,65 years and over,5.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,1999,23,65 yers and over,5.0,1.5,...
Death rates for suicide,"Deaths per 010,000 resident population, crude",2,Sex age and race and Hispanic origin,7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2000,24,65 years and over,5.0,1.3,...
Death rates for suicxide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2001,25,65 years and over,5.0,1.6,...
Death rates fro suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2002,26,65 years and oxver,5.0,1.2,...
Death rates for suicide,"Deaths per 100,000 resident population, cude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2003,27,65 years and over,5.0,1.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crde",2,"Sex, age and race and Hispanitc origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2004,28,65 years and over,5.0,4.3,*
Death rates for suicide,"Deaths pr 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2005,29,65 years and over,5.0,1.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2006,30,65 years and over,5.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2007,31,65 years and over,5.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years nad over,7.225,2008,32,65 years and over,5.0,1.2,...
Death rates for suicide,"Detahs per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2009,33,65 years and over,5.0,1.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race an dHispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2010,34,65 yars and over,5.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race nad Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2011,35,65 years and over,5.0,1.2,...
eDath rates for suicide,"Deaths per 100,000 resident popluation, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2012,36,65 years and over,5.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population ,crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2013,37,56 years and over,5.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2014,38,65 years and over,5.0,1.3,...
Death ratesf or suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2015,39,65 years and over,5.0,0.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2016,40,65 years and over,5.0,1.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2017,41,65 years and over,5.0,1.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Not Hispanic or Latino: Black or African American: 65 years and over,7.225,2018,42,65 years and over,5.0,1.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1950,1,15-24 years,2.0,4.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1960,2,15-24 yars,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1970,3,15-24 years,2.0,4.3,...
Death rates for suicide,"Deaths pe 100,000 resident population, crude",2,"Sex, age and rac and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1980,4,15-24 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and rac eand Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1981,5,15-24 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1982,6,15-24 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic o Latino: All races: 15-24 years,7.232,1983,7,15-24 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1984,8,15-24 years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 5-24 years,7.232,1985,9,15-24 years,2.0,2.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age ad race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1986,10,15-24 years,2.0,3.1,...
Death raets for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1987,11,15-24 years,2.0,2.4,...
Death rates fr suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1988,12,15-24 ears,2.0,2.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1989,13,15-24 years,2.0,3.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic oriin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1990,14,15-24 years,2.0,3.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1991,15,15-24 years,2.0,3.2,...
Death rates fr suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origni",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1992,16,15-24 years,2.0,2.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1993,17,15-24 years,2.0,2.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1994,18,15-24 yeras,2.0,2.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1995,19,5-24 years,2.0,2.4,..
Death rates for suicide,"Deaths per 100,000 resixdent population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1996,20,15-24 years,2.0,3.0,...
Deathrates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All racse: 15-24 years,7.232,1997,21,15-24 years,2.0,2.2,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1998,22,15-24 years,2.0,2.6,...
Death rates for suicyide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,1999,23,15-24 years,2.0,1.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2000,24,15-24 years,2.0,2.0,..o.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 yers,7.232,2001,25,15-24 years,2.0,2.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2002,26,15-24 years,2.0,2.1,...
Death rates fo suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2003,27,15-24 yars,2.0,2.1,...
Death rates for suicide,"Depaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latio: All races: 15-24 years,7.232,2004,28,1524 years,2.0,2.4,..
Death rates for suiide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2005,29,15-24 years,2.0,2.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2006,30,15-2 4years,2.0,2.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2007,31,1524 years,2.0,2.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2008,32,15-24 years,2.0,2.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Laino: All races: 15-24 years,7.232,2009,33,15-24 years,2.0,2.3,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2010,34,15-24 years,2.0,3.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanico rigin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2011,35,15-24 years,2.0,2.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic orgiin",7,Female: Hispanic o rLatino: All races: 15-24 years,7.232,2012,36,15-24 years,2.0,2.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Huispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2013,37,15-24 years,2.0,3.3,...
