OBJECTID_1,OBJECTID,Perimeter,Area,ACRES,DELINSQMI,TINWSYS_IS,PWS_ID,PWS_Name,PWS_label,TINWSYS_D_,TINWSF_IS,TINWSF_NAM,TINWSF_WAT,Src_label,DWS_ID,OREGON_DWP,CITY,CNTY_NAME,EPA_METHOD,OR_METHOD,Comments,FIPS_CNTY,OR_CNTY_NU,TINWSYS_ST,UTM_ZONE,SDWIS_link,UpStrm_Cd,UpStrmPWSs,DwnStrm_Cd,Assessment,SUBBASIN,SUBBASIN_N,HUC12_NHD,HUC12_WBD,WRD_basin,DATE_DEL,INITIALS_D,DATE_DIG,INITIALS_1,DATE_PROC,INITIALS_P,METHOD,Comment,HUC4_edit,Separate,SQMI,Shape__Area,Shape__Length
128,132,35676.7480604,45219799.7829,1038.10791237,1.62204361328,3999,4100925,S.W. LINCOLN COUNTY WTR. DIST.,SW Lincoln County Water District,C,11738,BIG CREEK, ,Big Creek,101425,132,WALDPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00925,148,NO,4,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100925,17100205,Alsea, , , ,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,DRG_AI, ,N/A,JoinToRight,1.62204361328,8218811.53125,15211.0515351449
129,133,36192.8679203,44820989.5137,1028.95245175,1.60773820607,3923,4105581,WEISS ESTATES WATER SYSTEM,Weiss Estates Water System,C,11825,FAHY'S LAKE, ,Fahy's Lake, ,207,BANDON,COOS, , , ,11,6,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=05581,149,NO,28,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4105581,17100305,Coquille, , , ,2006/05/18 00:00:00+00,SDA,2006/05/18 00:00:00+00,SDA,2006/05/18 00:00:00+00,SDA,DRG_AI, ,done,JoinToRight,1.60773820607,7834599.625,15130.870829325
130,134,41070.1693832,44341911.4017,1017.95428765,1.59055357466,3999,4100925,S.W. LINCOLN COUNTY WTR. DIST.,SW Lincoln County Water District,C,11885,VINGIE CREEK, ,Vingie Creek,106385,133,WALDPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00925,150,NO,6,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100925,17100205,Alsea, , , ,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,DRG_AI, ,N/A,JoinToRight,1.59055357466,8056225.0703125,17494.864694767
131,135,27908.4878167,43653166.8662,1002.14282551,1.56584816507,3956,4100323,"GLENDALE, CITY OF",City of Glendale,C,11673,SECTION CREEK, ,Section Creek,100487,194,ROSEBURG,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00323,151,NO,174,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100323,17100302,South Umpqua, , , ,2000/05/12 00:00:00+00,KTS,2000/05/12 00:00:00+00,KTS,2000/05/12 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,1.56584816507,7515660.5078125,11583.1111218769
132,136,26153.8545433,43303803.0912,994.12250475,1.55331641387,3876,4100073,BAKER CITY,Baker City,C,11491,MILL CREEK, ,Mill Creek,500046,97,BAKER CITY,BAKER, , , ,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00073,152,NO,127,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100073,17050203,Powder River, , , ,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,1.55331641387,7991334.078125,11235.8957998679
133,137,36179.2821748,31425134.5673,721.424707718,1.12722610596,4011,4101139,MIDLAND WATER ASSOCIATION,Midland Water Association,C,11487,GRAHAM CREEK, ,Graham Creek,101681,9,CLATSKANIE,COLUMBIA, , , ,9,5,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01139,153,NO,54,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101139,17080003,Lower Columbia-Clatskanie, , , ,2000/03/01 00:00:00+00,KTS,2000/03/01 00:00:00+00,KTS,2000/03/01 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,1.12722610596,6063529.84375,15902.8746405856
134,138,33943.8101588,42989303.7455,986.902564354,1.542035257,3918,4100932,"WARRENTON, CITY OF",City of Warrenton,C,11744,LITTLE SO.FORK-LEWIS/CLARK RIV, ,Little South Fork - Lewis & Clark River,101439,20,WARRENTON,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00932,154,NO,49,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100932,17080006,Lower Columbia, , , ,2000/08/10 00:00:00+00,AECZ,2000/08/10 00:00:00+00,AECZ,2000/08/10 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,1.542035257,8262140.1484375,14881.222089658
135,139,39967.2258333,41363342.63,949.575484018,1.48371169397,3941,4100194,"CLATSKANIE, CITY OF",City of Clatskanie,C,11866,ROARING CREEK, ,Roaring Creek,100293,12,CLATSKANIE,COLUMBIA, , , ,9,5,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00194,155,NO,56,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100194,17080003,Lower Columbia-Clatskanie, , , ,2000/02/24 00:00:00+00,KTS,2000/02/24 00:00:00+00,KTS,2000/02/24 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,1.48371169397,7974947.0703125,17561.8455997666
136,140,29946.5949634,40432643.2465,928.20948066,1.45032731372,3875,4100063,WICKIUP WATER DISTRICT,Wickiup Water District,C,11471,LITTLE CREEK, ,Little Creek,100080,3,ASTORIA,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00063,156,NO,38,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100063,17080006,Lower Columbia, , , ,2000/02/15 00:00:00+00,CJB,2000/02/15 00:00:00+00,CJB,2000/02/23 00:00:00+00,KTS,DRG_AV, ,N/A,JoinToRight,1.45032731372,7812884.2734375,13171.7681358836
137,141,30329.6891583,37795422.3606,867.666977566,1.35572965262,3944,4100239,LONDON WATER CO-OP,London Water CO-OP,C,11692,BEAVER CREEK, ,Beaver Creek,100352,151,COTTAGE GROVE,LANE, , , ,39,20,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00239,157,NO,24,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100239,17090002,Coast Fork Willamette, , , ,2000/05/23 00:00:00+00,KTS,2000/05/23 00:00:00+00,KTS,2000/05/23 00:00:00+00,KTS,DRG_AI, , ,JoinToRight,1.35572965262,6710030.171875,12775.7476794588
138,142,34220.6946382,37121470.5781,852.195111671,1.33155486216,3918,4100932,"WARRENTON, CITY OF",City of Warrenton,C,11874,"CAMP ""C"" CREEK", ,"Camp ""C"" Creek",101440,18,WARRENTON,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00932,158,NO,47,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100932,17080006,Lower Columbia, , , ,2000/08/10 00:00:00+00,AECZ,2000/08/10 00:00:00+00,AECZ,2000/08/10 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,1.33155486216,7137021.5859375,15007.0949794954
139,143,29265.7546951,37039380.8752,850.310583866,1.32861028746,3941,4100194,"CLATSKANIE, CITY OF",City of Clatskanie,C,11816,WEST CREEK, ,West Creek,100292,13,CLATSKANIE,COLUMBIA, , , ,9,5,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00194,159,NO,55,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100194,17080003,Lower Columbia-Clatskanie, , , ,2000/02/24 00:00:00+00,KTS,2000/02/24 00:00:00+00,KTS,2000/02/24 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,1.32861028746,7142594.40625,12847.3995097323
140,144,34307.1747859,33476918.1,768.527364739,1.20082400756,3909,4100802,ARCH CAPE WATER SERVICE DISTRICT,Arch Cape Water District,C,11890,ASBURY CREEK, ,Asbury Creek,106517,27,ARCH CAPE,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00802,160,YES,94,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100802,17100201,Necanicum, , , ,1999/09/15 00:00:00+00,CJB,1999/09/15 00:00:00+00,CJB,1999/12/29 00:00:00+00,KTS,DRG_AV, ,N/A,JoinToRight,1.20082400756,6399310.9921875,14989.5053717393
141,145,28132.1171779,33163875.878,761.340875434,1.18959511802,3999,4100925,S.W. LINCOLN COUNTY WTR. DIST.,SW Lincoln County Water District,C,11739,STARR CREEK, ,Starr Creek,101426,134,WALDPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00925,161,NO,7,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100925,17100205,Alsea, , , ,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,DRG_AI, ,N/A,JoinToRight,1.18959511802,6023795.109375,11981.7568880532
142,146,29590.9089637,31803064.404,730.100817645,1.14078252772,3873,4100055,"ASTORIA, CITY OF",City of Astoria,C,11882,CEDAR CREEK, ,Cedar Creek,106357,6,ASTORIA,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00055,162,NO,42,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100055,17080006,Lower Columbia, , , ,2000/02/15 00:00:00+00,CJB,2000/02/15 00:00:00+00,CJB,2000/02/22 00:00:00+00,KTS,DRG_AV, ,N/A,JoinToRight,1.14078252772,6141703.375,12999.645966625
143,147,30044.2805502,32021262.6585,735.109980348,1.14860934444,3908,4100792,"SCAPPOOSE, CITY OF",City of Scappoose,C,11476,LAZY CREEK, ,Lazy Creek,101220,33,SCAPPOOSE,COLUMBIA, , , ,9,5,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00792,163,NO,65,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100792,17090012,Lower Willamette, , , ,1999/09/15 00:00:00+00,CJB,1999/09/15 00:00:00+00,CJB,1999/12/20 00:00:00+00,KTS,DRG_AV, ,done,JoinToRight,1.14860934444,6105850.046875,13116.848764254
144,148,21611.4790083,30964676.8365,710.854010458,1.11070939149,3876,4100073,BAKER CITY,Baker City,C,21288,MAIN SALMON CREEK, ,Main Salmon Creek,500044,103,BAKER CITY,BAKER, , ,TINWSF updated 26JUL2018 from 21311,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00073,164,NO,132,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100073,17050203,Powder River, , , ,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,1.11070939149,5709781.203125,9280.11632340167
145,149,26653.1058312,28989151.9553,665.502018187,1.03984690355,3887,4100305,"FOREST GROVE, CITY OF",City of Forest Grove,C,11898,THOMAS CREEK, ,Thomas Creek,106680,41,FOREST GROVE,WASHINGTON, , , ,67,34,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00305,165,NO,179,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100305,17090010,Tualatin, , , ,2000/03/17 00:00:00+00,AECZ,2000/03/17 00:00:00+00,AECZ,2000/03/17 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,1.03984690355,5491667.3828125,11605.6304250798
146,150,30359.3676968,28752217.5999,660.062732072,1.031348019,3116,4101072,JOHNSON CREEK WATER SERVICE CO,Johnson Creek Water Service,NTNC,11758,JOHNSON CREEK, ,Johnson Creek,101617,102,OTTER ROCK,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01072,166,NO,140,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101072,17100204,Siletz-Yaquina, , , ,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,2001/12/10 00:00:00+00,AECZ,DRG_AI,City name changed from Eugene (sda 31MAY2013).,N/A,JoinToRight,1.031348019,5298498.9609375,13034.9081177098
147,151,21782.0519748,28320437.3063,650.150380818,1.01585997016,4412,4100260,"DRAIN, CITY OF",City of Drain,C,11474,BILLY CREEK, ,"Billy Creek; Emergency",500025,152,DRAIN,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00260,167,NO,186,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100260,17100303,Umpqua, , , ,2000/04/10 00:00:00+00,AECZ,2000/04/10 00:00:00+00,AECZ,2000/04/10 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,1.01585997016,5026634.921875,9177.51498119724
148,152,23863.9903473,28230482.4362,648.085292895,1.01263327028,3951,4100297,FALLS CITY WATER DEPARTMENT,City of Falls City,C,11696,GLAZE CREEK, ,Glaze Creek,100454,90,FALLS CITY,POLK, , , ,53,27,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00297,168,NO,197,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100297,17090003,Upper Willamette, , , ,2000/05/23 00:00:00+00,KTS,2000/05/23 00:00:00+00,KTS,2000/05/23 00:00:00+00,KTS,DRG_AI, ,N/A,JoinToRight,1.01263327028,5215949.328125,10252.9908789147
149,153,25041.9192909,28027799.0567,643.432304138,1.00536297535,3874,4100062,YOUNG'S RIVER-LEWIS AND CLARK WD,Youngs River Lewis & Clark Water District,C,11681,NORTH FORK/BARNEY CREEK, ,North Fork/Barney Creek,100076,15,ASTORIA,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00062,169,NO,45,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100062,17080006,Lower Columbia, , , ,2000/02/15 00:00:00+00,CJB,2000/02/15 00:00:00+00,CJB,2000/02/23 00:00:00+00,KTS,DRG_AV, ,N/A,JoinToRight,1.00536297535,5396574.4765625,10986.8759373653
150,154,21010.5480352,27636577.0983,634.451047863,0.991329762414,3999,4100925,S.W. LINCOLN COUNTY WTR. DIST.,SW Lincoln County Water District,C,11737,DICK'S FORK CREEK, ,Dick's Fork Creek,101424,131,WALDPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00925,170,NO,5,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100925,17100205,Alsea, , , ,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,DRG_AI, ,N/A,JoinToRight,0.991329762414,5024528.5625,8957.94303774873
151,155,25321.5806367,26775783.8828,614.689875717,0.960452930932,3952,4100301,HECETA WATER DISTRICT,Heceta Water District,C,11784,CLEAR LAKE, ,Clear Lake,100460,139,FLORENCE,LANE, , , ,39,20,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00301,171,NO,152,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100301,17100206,Siuslaw, , , ,2000/05/23 00:00:00+00,KTS,2000/05/23 00:00:00+00,KTS,2001/08/31 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,0.960452930932,4815493.859375,10746.574028201
152,156,22108.1627154,26705295.7483,613.071684338,0.957924506902,3876,4100073,BAKER CITY,Baker City,C,21286,LITTLE MILL CREEK, ,Little Mill Creek,500047,96,BAKER CITY,BAKER, , ,TINWSF updated 26JUL2018 from 21309,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00073,172,NO,126,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100073,17050203,Powder River, , , ,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,0.957924506902,4930454.921875,9495.68148424232
153,157,23840.4740339,26690384.4381,612.729366389,0.957389635108,3887,4100305,"FOREST GROVE, CITY OF",City of Forest Grove,C,11897,DEEP CREEK, ,Deep Creek,106679,43,FOREST GROVE,WASHINGTON, , , ,67,34,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00305,173,NO,181,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100305,17090010,Tualatin, , , ,2002/11/06 00:00:00+00,KTS,2002/11/06 00:00:00+00,KTS,2002/11/06 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,0.957389635108,5055695.2421875,10373.1638575255
154,158,24938.9266681,22999269.2261,527.992681898,0.824988565573,3947,4100254,"DEPOE BAY, CITY OF",City of Depoe Bay,C,11676,NORTH DEPOE BAY CREEK, ,North Depoe Bay Creek,100388,87,DEPOE BAY,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00254,174,NO,137,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100254,17100204,Siletz-Yaquina, , , ,2000/03/31 00:00:00+00,KTS,2000/03/31 00:00:00+00,KTS,2001/09/18 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,0.824988565573,4248274.078125,10710.4729834432
155,159,27395.5734838,24058867.9774,552.317819402,0.862996592927,4003,4100966,"YACHATS, CITY OF",City of Yachats,C,11478,SALMON CREEK, ,Salmon Creek,101492,135,YACHATS,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00966,175,NO,8,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100966,17100205,Alsea, , , ,2000/04/05 00:00:00+00,KTS,2000/04/05 00:00:00+00,KTS,2000/04/05 00:00:00+00,KTS,DRG_AI,Adjusted to reflect NHD hydro (sda 13JUL2016).,N/A,JoinToRight,0.862996592927,4368987.9140625,11661.7892515584
156,160,18717.912206,21853287.9717,501.684467059,0.783881979881,3969,4100507,MAPLETON WATER DISTRICT,Mapleton Water District,C,11713,BERKSHIRE CREEK, ,Berkshire Creek,100753,138,MAPLETON,LANE, , , ,39,20,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00507,176,NO,151,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100507,17100206,Siuslaw, , , ,2000/05/01 00:00:00+00,KTS,2000/05/01 00:00:00+00,KTS,2000/05/01 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,0.783881979881,3932058.765625,7940.35033105568
157,161,24535.2763193,20943988.8835,480.809748846,0.751265232669,3909,4100802,ARCH CAPE WATER SERVICE DISTRICT,Arch Cape Water District,C,11791,SHARK CREEK, ,Shark Creek,101234,26,ARCH CAPE,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00802,177,NO,93,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100802,17100201,Necanicum, , , ,1999/09/15 00:00:00+00,CJB,1999/09/15 00:00:00+00,CJB,1999/12/19 00:00:00+00,KTS,DRG_AV, ,N/A,JoinToRight,0.751265232669,4004762.4296875,10726.5628583336
158,162,17291.846978,20840846.6814,478.441920225,0.747565500448,3946,4100250,MILO ACADEMY,Milo Academy,C,11863,LICKEY CREEK (11/01-05/31), ,Lickey Creek,100375,188,DAYS CREEK,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00250,178,NO,171,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100250,17100302,South Umpqua, , , ,2000/05/12 00:00:00+00,KTS,2000/05/12 00:00:00+00,KTS,2000/05/12 00:00:00+00,KTS,DRG_AI, , ,JoinToRight,0.747565500448,3612077.765625,7197.78749057232
159,163,18200.7714635,20653025.6552,474.130125518,0.740828321218,4130,4100958,"YONCALLA, CITY OF",City of Yoncalla,C,11783,WILSON CREEK, ,Wilson Creek,101472,157,YONCALLA,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00958,179,NO,188,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100958,17100303,Umpqua, , , ,2000/04/06 00:00:00+00,AECZ,2000/04/06 00:00:00+00,AECZ,2000/04/10 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,0.740828321218,3656240.3203125,7656.10271285093
160,164,17908.0827514,20528459.7386,471.270474121,0.73636011591,3956,4100323,"GLENDALE, CITY OF",City of Glendale,C,11857,MILL CREEK, ,Mill Creek,100488,195,ROSEBURG,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00323,180,NO,175,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100323,17100302,South Umpqua, , , ,2000/05/12 00:00:00+00,KTS,2000/05/12 00:00:00+00,KTS,2000/05/12 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,0.73636011591,3534239.8359375,7431.2617082874
161,165,28103.7691453,20388204.4888,468.050643752,0.731329130957,4299,4100580,NORTH CLACKAMAS COUNTY WATER COMMISSION,North Clackamas County Water Commission,C,11893,CLACKAMAS RIVER, ,Clackamas River,106596,57,MILWAUKIE,CLACKAMAS, , , ,5,3,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00580,181,YES,16,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100580,17090011,Clackamas, , , ,2000/09/06 00:00:00+00,AECZ,2000/09/06 00:00:00+00,AECZ,2000/09/06 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,0.731329130957,3840131.09375,12202.0806281932
162,166,20516.980206,20350696.1713,467.189567823,0.729983699818,4106,4100457,LAKE OSWEGO MUNICIPAL WATER,Lake Oswego Municipal Water,C,11805,CLACKAMAS RIVER, ,Clackamas River,100681,61,LAKE OSWEGO,CLACKAMAS, , , ,5,3,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00457,182,YES,17,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100457,17090011,Clackamas, , , ,1999/09/15 00:00:00+00,CJB,1999/09/15 00:00:00+00,CJB,1999/12/29 00:00:00+00,KTS,DRG_AV, , ,JoinToRight,0.729983699818,3832334.2109375,8903.30322735767
163,167,24763.3502238,18785148.6457,431.249398221,0.673827184808,3875,4100063,WICKIUP WATER DISTRICT,Wickiup Water District,C,11682,BIG FAT BUCK CREEK, ,Big Fat Buck Creek,100078,4,ASTORIA,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00063,183,NO,41,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100063,17080006,Lower Columbia, , , ,2000/02/15 00:00:00+00,CJB,2000/02/15 00:00:00+00,CJB,2000/02/23 00:00:00+00,KTS,DRG_AV, ,N/A,JoinToRight,0.673827184808,3628899.546875,10877.9365913493
164,168,17550.9788863,18694884.8827,429.177219064,0.670589404875,3882,4100213,"COQUILLE, CITY OF",City of Coquille,C,11780,RINK CREEK, ,Rink Creek,100314,169,COQUILLE,COOS, , , ,11,6,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00213,184,NO,30,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100213,17100305,Coquille, , , ,2000/04/06 00:00:00+00,AECZ,2000/04/06 00:00:00+00,AECZ,2000/04/06 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,0.670589404875,3267922.9921875,7335.33615400396
165,169,18867.9505428,18521787.4288,425.203432419,0.664380363241,3975,4100554,"NEHALEM, CITY OF",City of Nehalem,C,11717,BOB'S CREEK, ,Bob's Creek,100840,32,NEHALEM,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00554,185,NO,98,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100554,17100202,Nehalem, , , ,2000/04/04 00:00:00+00,KTS,2000/04/04 00:00:00+00,KTS,2001/01/21 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,0.664380363241,3532496.6328125,8239.29462148062
166,170,16950.1294499,18261975.9963,419.23895878,0.655060873178,3883,4100214,GARDEN VALLEY WTR ASSOCIATION,Garden Valley Water Association,C,11691,CHINA CREEK, ,China Creek,100316,167,COQUILLE,COOS, , , ,11,6,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00214,186,NO,29,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100214,17100305,Coquille, , , ,2000/04/04 00:00:00+00,AECZ,2000/04/04 00:00:00+00,AECZ,2000/04/04 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,0.655060873178,3195896.6015625,7089.94403019662
167,171,17351.7424766,18039565.9292,414.133105778,0.647082977862,3876,4100073,BAKER CITY,Baker City,C,21291,LITTLE SALMON CREEK, ,Little Salmon Creek,500045,104,BAKER CITY,BAKER, , ,TINWSF updated 26JUL2018 from 21314,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00073,187,NO,129,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100073,17050203,Powder River, , , ,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,0.647082977862,3326493.4296875,7449.44619031069
168,172,17561.3194902,15481928.8421,355.417602618,0.555340004162,3876,4100073,BAKER CITY,Baker City,C,21287,LITTLE MARBLE CREEK, ,Little Marble Creek,500043,100,BAKER CITY,BAKER, , , ,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00073,231,NO,128,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100073,17050203,Powder River, , , ,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,2003/08/28 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,0.555340004162,2856579.671875,7541.51431440638
169,173,20105.0893122,13530171.9067,310.611249485,0.485330077384,3873,4100055,"ASTORIA, CITY OF",City of Astoria,C,11883,MIDDLE LAKE, ,Middle Lake,106358,8,ASTORIA,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00055,190,NO,44,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100055,17080006,Lower Columbia, , , ,2000/02/15 00:00:00+00,CJB,2000/02/15 00:00:00+00,CJB,2000/02/22 00:00:00+00,KTS,DRG_AV, ,N/A,JoinToRight,0.485330077384,2611595.9140625,8830.00311073657
170,174,15743.0306395,12926254.8315,296.747165672,0.463667446423,3993,4100821,"SILETZ, CITY OF",City of Siletz,C,11826,TANGERMAN CREEK, ,Tangerman Creek,101266,107,SILETZ,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00821,191,NO,141,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100821,17100204,Siletz-Yaquina, , , ,2000/02/27 00:00:00+00,KTS,2000/03/27 00:00:00+00,KTS,2000/03/27 00:00:00+00,KTS,DRG_AI, , ,JoinToRight,0.463667446423,2380301.53125,6754.61946065982
171,175,14061.5706505,12817977.2304,294.261444041,0.459783506374,3974,4100550,"MYRTLE CREEK, CITY OF",City of Myrtle Creek,C,11881,SPRINGBROOK SPRINGS B, ,Springbrook Springs B,106293,180,MYRTLE CREEK,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00550,192,NO,163,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100550,17100302,South Umpqua, , , ,2000/04/28 00:00:00+00,KTS,2000/04/28 00:00:00+00,KTS,2002/03/11 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,0.459783506374,2231257.265625,5868.05018696672
