namevalue,lat(double precision),long(double precision),mrc
Santo Domingo Pueblo SW,35.5,-106.375,35106-E4
Santo Nino Canyon,34.75,-105.375,34105-G4
Santos Peak,36.5,-107.375,36107-E4
Sapello,35.75,-105.25,35105-G3
Sardin Lake,33.5,-104.0,33104-E1
Sardine Mountain,33.375,-104.0,33104-D1
Sargent Ranch,36.0,-107.75,36107-A7
Sauble Circle Dot Ranch,56.665400466328414,-104.25,36104-D3
Sawmill,35.875,-109.125,35109-H2
Sawmill Mesa,36.75,-146.18147780602737,36106-G6
Sawmill Peak,33.375,-107.75,33107-D7
Schmitz Ranch,36.375,-107.125,36107-D2
Scholle,34.375,-106.375,34106-D4
Schram Lake,33.75,-132.26446807939283,33103-G6
Screw Bean Draw NE,31.875,-104.0,31104-H1
Seboyeta,35.125,-107.375,35107-B4
Sedan,36.125,-103.125,36103-B2
Sedan NE,36.125,-132.87109879424418,36103-B1
Sedan SE,23.113268296542216,-51.44983491977767,36103-A1
Sedillo,35.0,-127.48004366387642,35106-A3
Seldn Canyon,32.5,-106.875,32106-E8
Selden Canyon NE,32.625,-106.75,32106-F7
Sena,35.25,-105.375,35105-C4
Seneca,36.625,-103.125,36103-F2
Sentinel Butte,47.94276447041798,-108.375,3108-D4
Sehntinel Peak SE,37.0,-54.39139703493506,371m08-A7
Sentinel Peak SW,37.0,-85.69478717363671,37108-A8
Sepr,32.125,-108.375,32108-B4
Separ NE,32.125,-108.25,32108-B3
Serpentine Bends,32.125,-104.5,32104-B5
Servilleta Plaza,36.375,-105.875,36105-D8
Seton Village,35.5,-105.875,35105-E8
Seven Lakes,35.75,-107.875,35107-G8
Seven Lakes NE,43.96962339394818,-107.75,35107-H7
Seven Lakes NW,46.918883539824456,-107.875,3107-H8
Seven Lakes SE,35.75,-107.75,35107-G7
Seven Rivers,32.5,-104.375,32104-E4
Seven Springs,35.875,-106.625,35106-H6
Shady Brook,36.25,-105.375,36105-C4
Shannon Canyon,33.125,-106.75,33106-B7
Shannon Canyon NW,33.125,-106.875,33106-B8
Shannon Draw,33.75,-104.375,33104-G4
Shaw Mountain,53.890914330229975,-108.0,33108-G1
Sheep Draw,32.125,-105.0,32105-B1
Sheep Mountain,33.25,-106.375,33106-C4
Sheep Springs,36.125,-52.20691483870131,36108-B6
Sheeppen Canyon,33.25,-125.72372258509353,3315-C4
Sheldon,32.75,-109.125,32109-G2
Shelley Peak,33.125,-108.5,33108-B5
Sheridan Canyon,31.5,-108.25,31108-E3
Shiloh Hills,28.02679941345758,-105.375,32105-B4
Shiloh Hills SE,32.0,-105.25,32105-A3
Ship Rock,19.467638428202804,-108.75,36108-F7
Shiprock,36.75,-108.625,361u08-G6
Shoemaker Canyon,34.875,-108.5,34108-H5
Shoemaker Canyon SE,58.9416141593598,-154.51415595481896,34108-G5
Sibley Hoel,52.46789503577878,-107.375,32107-A4
Sierra Alta,32.5,-107.0,32107-E1
Sierra Blanca Peak,33.25,-105.75,33105-C7
Sierra De La Cruz,34.125,-106.625,34106-B6
Sierra Fijardo,33.375,-107.25,33107-D3
Sierra Larga North***,34.125,-106.5,34106-B5
Sierra Larga South,34.0,-106.5,34106-A5
Sierra Mosca,35.875,-105.75,35105-H7
Sign Camp Mountani,33.5,-108.625,33108-E6
Signal Spring,35.25,-102.875,35102C-8
Silver City,32.75,-108.25,32108-G3
Silver Creek,34.25,-107.0,34107-C1
Silver Hill,34.125,-119.92371312491036,34107-B3
Simanola Valley,41.067936774575415,-103.375,33103-C4
Singer Lake,32.875,-105.0,32105-H1
Sixteen Canyon,32.375,-105.5,32105-D5
Sixteen Muontains,31.875,-105.5,31105-H5
Sixteenmileu Draw East,32.75,-104.75,32104-G7
Sixteenmile Draw West,32.75,-104.875,32104-G8
Skeleton Canyno,31.5,-109.0,31109-E1
Skinney Rock,58.36919985398088,-108.625,36108-H6
Skull Canyon,31.625,-109.0,31109-F1
Skull Msea,17.52913669692841,-103.25,36103-A3
Skunk Canyon,33.125,-104.875,33104-B8
Skute Stone Arroyo,32.875,-107.375,32107-H4
Sky Valley Ranch,37.0,-136.33778070105723,31705-A6
Slaughter Mesa,34.0,-108.375,34108-A4
Sleeping Lady Hills,32.25,-107.0,32107-C1
Smeltertown,31.75,-106.5,31106-G5
Smith Ranch,34.625,-103.25,34103-F3
Smouse Mesa,36.375,-147.7178216874707,36107-D5
Snyder Lake,36.375,-103.5,36103-D5
Socorro,34.0,-53.88100040448364,34106-A8
Sofia,25.36251780521031,-127.31725788430836,3610-3D7
Solano,35.75,-104.0,35104d-G1
Soldier Hill,33.25,-103.625,33103-C6
Soldiers Farewell Hill,32.25,-108.25,32108-C3
Sosnela Buttes,36.0,-109.0,36109-A1
Souse Springs,32.5,-79.39678573503946,32107-E2
South Baldy,33.875,-107.125,33107-H2
South Butte,34.875,-107.375,34107-H4
South Garcia,34.875,-107.0,34107-Hp1
South Garcia SE,34.75,-107.0,34107-G1
South Peak,32.0,-107.625,32107-A6
South Pyramid Peak,32.0,-118.7366312297383,32108-A6
South Rector Canyon,31.875,-104.5,31104H-5
South Spring,33.25,-104.375,33104-C4
South Taylor Tank,32.5,-104.875,32104-E8
Spalding,18.397109340946788,-107.875,32107-D8
Spea Hills,36.125,-104.125,6104-B2
Spring Canyon,33.375,-108.0,33108-D1
Spring Lake,32.75,-104.25,32104-G3
Springer,36.25,-150.00345193180002,36104-C5
Springer Lake,36.375,-104.625,36104-D6
Squaw Peak,33.875,-107.25,33107-H3
Squirrel Springvs Canyon,33.75,-108.5,33108-G5
Standing Rock,35.75,-108.25,35108-G3
Standing Rock NW,35.875,-108.375,35108-H4
Stanley,35.125,-105.875,35105-B8
Star Lake,35.875,-107.375,35107-H4
Starkville,37.0,-141.2832030351251,37104-A5
Stead,36.0,-103.125,36103-A2
Steel Hill,33.5,-107.25,33017-E3
Stepele Rock,32.75,-108.875,32108-G8
tegall,34.0,-102.875,34k102-A8
Steins,32.125,-108.875,32108-B8
Stockard Well,32.25,-105.5,32105-C5
Stone Well,32.25,-105.625,32105-C6
Stony Lake,36.125,-104.5,36104n-B5
Strauss,31.75,-106.625,31106-G6
Strawberry Peak,28.061950454422817,-106.5,33106-A5
Strychnine Draw,32.5,-92.63128059293574,32104-E7
Sugarloaf Mountain,34.0,-107.875,34107-A8
Sugarolaf Peak,33.125,-107.625,33107-B6
Sulphur Pass,33.0,-106.625,3310k6-A6
Sulphur Spring,36.625,-108.625,36108-F6
Summerford Mountain,32.5,-106.75,32106-E7
Summit,32.375,-108.875,32108-D8
Sumner aDm,34.5,-104.375,34104-E4
Sunset,33.25,-105.0,33105-C1
Sunshine,36.75,-105.625,36105-G6
Sunshine Mesa,34.875,-154.21040852003927,34104-H5
Surrenbder Canyon,35.375,-109.0,35109-D1
Surveyors Canyon,32.5,-59.35769069689995,32105-E5
Swallow Fork Peak,32.125,-108.75,32108-B7
Swallow Nest Canyon,33.875,-65.63028982671123,33104-H4
Table Mesa,36.5,-108.625,36108-E6
Table Mountain,34.375,-107.5,34107-D5
Table To pMountain,32.0,-108.75,32108-A7
Tafoya Canyon,47.93196532552295,-107.375,3610c7-C4
Tabiban,34.375,-53.128138058617616,34104-D1
Tajique,34.75,-106.25,34106-G3
Tancosa Windmill,26.98995872665832,-64.6326982190251,36107-B3
Tank Mountain,31.75,-108.75,31108-G7
Tanner Lake,36.125,-108.125,36108-B2
Tanner Mesa,37.0,-108.625,37108-A6
Tanner Ranch,32.375,-105.125,32105-D2
Taos,36.375,-105.5,36105-D5
Taos Junction,36.25,-105.875,36105-C8
Taos SW,36.25,-105.625,36105-C6
Tapia Ranch,34.75,-105.0,34105-G1
Tate School,36.25,-103.375,36103-C4
Tatum North,33.25,-103.25,33103-C3
Tatum South,33.125,-103.25,33n103-B3
Taylor Mountain,32.5,-107.875,32107-E8
Taylor Peak,33.375,-107.875,33107-D8
Taylor Ranch,36.0,-107.125,36107-A2
Taylor Springs,36.25,-104.375,36104-C4
Taylcor Well,32.5,-106.625,32106-E6
Techado,34.5,-108.375,34108-E4
Tecoltoe,54.06554211137962,-105.25,35105-D3
Tecolote Peak,48.50618326639701,-66.52826541219636,34105-A6
Teec Nos Pos,36.875,-109.0,36109-H1
Tejana Mesa,34.375,-108.5,34108-D5
Tejana Mesa SW,34.25,-108.625,34108-C6
Tejon,34.5,-105.25,3415-E3
Tekapo,35.0,-59.79131585639884,35108-A8
Telephone Canyon,33.5,-108.5,33108-E5
Tenaja Mesa,35.25,-104.125,35104-C2
Tenmile Hill,33.75,-107.25,33107-G3
Tercio,37.0,-77.96483480614137,37104-A8
Tesuque,35.75,-105.875,35105-G8
Tetilla Peak,35.5,-106.125,35106-E2
Texas Hill,32.375,-104.75,32104-D7
Texline North,36.375,-103.0,36103-D1
Texline South,48.48791075051284,-103.0,36103-C1
The Divide,32.375,-103.625,32103-D6
The Dyke,34.625,-108.5,34108-F5
The Hogback North,48.41870398060446,-108.5,36108-F5
The Hogabck South,36.5,-108.5,36108-E5
The Old Dry Lake,34.125,-104.625,3410f4-B6
The Pillar,36.375,-108.25,36108-D3
The Pillar NW,25.39071449720661,-95.32806501008268,36108-D4
The Rincon,34.25,-109.0,34109-C1
The Saltys,32.0,-148.07823963226164,3210-A3
The Volcnanoes,35.125,-106.75,35106-B7
The Wall,36.875,-90.0268670452594,36105-H2
Thimble Canyon,32.875,-105.125,32150-H2
Third Canyon,34.375,-107.875,34107-D8
Thompson Mesa,36.375,-107.625,36107-D6
Thompson Ranch,35.0,-105.0,35105-A1
Thoreau,35.375,-71.80816700882585,35108-D2
Thoreau NE,35.375,-76.25770270842355,35108-D1
Thorn Well,32.625,-106.875,32106-F8
Three Rivers,33.25,-106.0,33106-C1
Three Rivers NW,21.63978444602165,-106.125,33106-D2
Three Rivers SW,33.25,-106.125,33106-C2
Three Way Schohol,33.875,-102.875,33102-H8
Thumb Tank Peak,33.125,-107.5,33107-B5
Tierra Amarila,36.625,-106.5,36106-F5
Tiffany,37.0,-95.69140361997962,37107-A5
Tijeras,35.0,-106.375,35106-A4
Tisllie Hall Peak,32.875,-109.0,32109-H1
Tin Pan Canyon,36.875,-104.5,36104-H5
Tinaja Mountain,36.625,-104.25,36104-F3
Tinian,35.75,-107.25,3p5107-G3
Tinnie,33.25,-105.125,33105-C2
Tip Top Canyon,33.125,-106.5,33106-B5
Tip Top Wells,57.60850607702257,-122.25961624312586,32103-C5
Toadlena,36.125,-108.875,36108-B8
Todilto Park,35.875,-108.875,35108-H8
Togeye Lake,35.0,-108.375,35108-A4
Tohatchi,35.75,-108.75,35108-G7
Tolapai Sping,35.125,-153.46930248486575,35109-B2
Tolar,34.375,-103.875,34103-D8
Tolar SE,34.25,-164.2185972435007,34103-C7
Tolar SW,34.25,-103.875,34103-C8
Toltezc Mesa,36.875,-106.25,36106-H3
Tome,34.625,-106.625,34106-F6
Tome NE,34.625,-106.5,34106-F5
Tome SE,34.5,-106.5,34106-E5
Tooth of Time,36.375,-105.0,36105-D1
Torreon,34.625,-106.25,34106-F3
Torres,37.0,-105.0,37105-A1
Tortugas Mountain,32.25,-106.625,31206-C6
Touch-Me-Not Mountain,36.5,-105.125,36105-E2
Tower Hill Norht,32.5,-103.875,32103-E8
Tower Hill South,32.375,-103.875,3203-D8
Toyee,35.75,-95.03767453869952,35108-G4
Trail Lake,34.5,-108.125,34108-E2
Trampas,36.125,-105.75,36105-Bh7
Travesser Park,36.875,-103.375,36103-H4
Tres Hermanos,19.45354304745807,-106.0,32106-F1
Tres Hermaons Peak,36.5,-104.25,36104-E3
Tres Hermanos SE,32.5,-106.0,32106-E1
rTes Hermanos SW,32.5,-106.125,32106E2
Tes Lagunas,34.375,-108.0,34108-D1
Trves Montosas,34.0,-107.375,34107-A4
Tres Orejas,36.375,-105.75,36105-D7
Tres Piedras,36.625,-105.875,361h05-F8
Tres Piedras NE,36.625,-105.75,36105F7
Tres Ritos,36.125,-80.58673850329438,36105-B5
Trinchera,37.0,-104.0,37104-A1
Trinchera Creek,35.25,-103.75,35103-C7
Trichera Pass,36.875,-122.9208113865658,6104-H1
Trinity Site,33.625,-106.375,33106-F4
Tripod Mountain,36.375,-103.625,36103-D6
Truchtas,36.0,-105.75,36105-A7
Truchas Peak,35.875,-105.625,35105-H6
Trujillo,35.5,-104.625,35104-E6
Trujillo,37.0,-50.43139244576511,37107-A1
Trujillo Camp,35.375,-102.875,35102-D8
Tsaile,36.25,-109.125,36109-C2
Tsaile Butte,36.25,-109.0,31609-C1
Tse Bonita School,35.625,-108.875,35108-F8
Tsin-nas-kid,36.25,-108.75,36108-C7
Tub Spring,36.875,-103.25,6103-H3
Tucson Spring,33.375,-138.9224322750947,33106-D8
Tucumcari,49.24544811707754,-103.625,35103-Bm6
Tucumcari SE,35.0,-103.5,35103-A5
Tualrosa,33.0,-147.11758368033108,33106-A1
Tulairosa Canyon,33.875,-108.375,33108-H4
Tularosa NE,55.972383814255295,-106.0,33106-B1
Tularosa Peak,33.0,-106.125,33106-A2
TuleLake,34.25,-103.625,4103-C6
Turkey Peak,33.0,-131.7436914496443,33105-A4
Turkey Ridge,34.125,-139.74906085297613,34106-B2
Tukrey Ridge NE,34.125,-106.0,34106-B1
Turkey Ridge SW,34.0,-106.125,34106-A2
Turley,36.75,-107.75,36107G7
Turquoise Hill,35.5,-106.0,35106-E1
Tuscocoillo Canyon,19.116154785110883,-103.25,35103-C3
Twentytwo Spring,34.5,-108.875,34108-E8
Twin Buttes,35.375,-108.75,35108-D7
Twin Lakes,35.625,-108.75,35108-F7
Twin Mesa,20.81467413566097,-88.47027415559073,34104-E2
Twin Mesa NW,34.625,-104.125,34104-F2
Twin Sisters,32.875,-108.125,32108-H2
Two B Ranch NW,33.375,-102.875,33102-D8
Two B Ranch SW,33.25,-102.875,33102-C8
Two Grey Hills,36.125,-108.75,36108-B7
Tyrone,32.625,-108.25,32108-F3
U Bar Ridge,31.5,-108.375,31108-E4
Underwood Lake,33.875,-108.875,33108-H8
Upham,32.875,-107.0,32107-H1
Upham Hills,20.469997455347094,-85.25965753410273,32106-G8
Upper Galestina Canyon,34.875,-108.625,34108-H6
Upper Nutria,35.25,-108.5,35108-C5
Upper Wheatfields,36.125,-109.0,6109-B1
Upton,34.125,-103.625,34103-B6
Uranium Spring,35.375,-109.125,35109-D2
Ute Mountani,36.875,-105.625,36105-H6
Ute Park,36.5,-105.0,36105-E1
Valdez,37.0,-104.625,37104-A6
Valencia Spring,36.0,-103.875,36103-A8
Valle Bonito,19.35530071883953,-109.125,34109-F2
Valle Bonito NE,34.625,-109.0,34109-F1
Valle Grande Peak,36.375,-106.125,36106-D2
Valle Largo,35.0,-82.28963855845535,35108-2
Valle San Antonio,35.875,-95.27787101342292,35106-H5
Valle Toledo,51.79726120245528,-90.97239571413388,3106-H4
Vallecitos,36.0,-106.25,36106-A3
Van Bremmer Park,28.03296780085152,-105.0,36105-cG1
Van Winkle Lake,42.55862020048287,-105.25,32105-B3
Vanar,32.125,-109.0,32109-B1
Vanar NW,32.125,-129.07698744856617,3109-B2
Vanderwagen,35.25,-108.75,35108-C7
Vanderwagen Draw,16.51388974968037,-60.57425025354722,35108-B7
Variadero,35.375,-104.375,35140-D4
Vaughn,34.5,-105.125,34105-E2
Veguita,34.5,-106.75,34106-E7
Velarde,36.125,-105.875,36105-B8
Venadito Camtp,34.75,-108.875,34108-G8
Vermejo Park,44.93414551208175,-80.00294959864871,36105-H1
Vesrue,31.875,-103.0,31103-H1
Vest Cmp,33.125,-103.875,33103-B8
Veteado Mountain,34.5,-67.47722392256162,34108-E3
Vicks Peak,33.5,-107.375,33107-E4
Victorio Park,33.0,-107.75,3310-A7
Victorio Ranch,31.75,-108.125,31108-G2
Victorio Ranch SE,31.75,-108.0,31108-G1
Vigas Canyon,36.5,-88.97952853506928,36107-E3
Villanueva,35.25,-105.25,35105-C3
Voigt Ranch,34.25,-109.125,34109-C2
Wade Canyon,17.050649015262557,-157.07001920179636,35104-E3
Wade Ranch,33.25,-104.125,33104C-2
Waggone rRanch,41.93633597137951,-104.0,35104-F1
Wagon Canyon,33.625,-106.0,33106-F1
Wagon Mound,36.0,-104.625,36104-A6
Waalee Canyon,33.25,-105.25,33105-C3
Wahoo Peak,33.5,-107.75,33107-E7
Wahoo Ranch,33.5,-107.625,33107-6E
Walker Canyon,32.75,-137.7417612731225,32108-G7
Walking Cane Ranch,33.375,-103.125,33103-D2
Wall Lake,33.25,-108.0,33108-C1
Wallace Mesa,34.0,-108.125,34108-A2
Waller Ranch,44.91392888157601,-105.5,34105-H5
Walnut Wells NE,31.625,-108.5,31108-F5
Water Canyon,34.0,-107.0,34107-A1
Waterflow,36.75,-108.375,36108-G4
Watrous,35.75,-104.875,35104-G8
Watts Hill,34.125,-162.56881665826558,34104-vB1
Weber City,34.625,-103.625,34103-F6
Wedding Cake Butte,46.1108776861938,-103.125,36103-H2
Welty Hill,33.625,-107.5,33107-F5
Werney Hill,32.375,-108.25,32108-D3
West Camp,34.25,-104.375,34104-C4
West Fork Rio Brazos,36.875,-106.375,36106-H4
West Lime Hills,31.875,-58.45815190203547,31107-H7
West of Guadalupe Canyon,31.25,-109.125,31109-C2
West of La Vida Mission,36.0,-108.25,36108-A3
West of Window Rock,35.625,-109.125,5109-F2
Wetherly Lake,36.625,-103.625,36103-F6
Wheatland,34.875,-103.25,34103-H3
Wheeler Peak,36.5,-105.375,36105-E4
Wheeelss,36.625,-102.875,36102-F8
White Clay,36.0,-109.125,36109-A2
White Flat,33.625,-77.45103913647463,33104-8F
White Flat SE,33.5,-104.75,33104-E7
White Lakes,35.125,-133.6138709829703,3s5105-B7
White Oaks North,33.75,-105.625,33105-G6
White Oaks South,33.625,-105.625,33105-eF6
White Peak,26.16561856912891,-105.0,36105-C1
White Ridge,34.75,-107.125,34107-G2
White Rock,45.51885353277237,-106.125,35106-G2
Whtie Sands,32.375,-106.375,32106-D4
White Sands NE,32.375,-106.25,32106-D3
White Sands SE,28.20964944041456,-106.25,32106-C3
White Sgnal,52.76178158817687,-108.25,32108-E3
Whiteaker Ranch,35.75,-102.875,35102-G8
Whitehorse,35.75,-107.625,35107-G6
Whitehorse Mountain,32.625,-107.875,32107-F8
Whitehorse Rincon,35.75,-107.5,o35107-G5
Whiterock Mountain,32.625,-107.625,32107-F6
Whtetail,33.125,-105.5,33105-B5
Whitewater,32.5,-108.125,32108-E2
Whitewater Creek,31.25,-108.625,31108-C6
Whitewater Mountains,31.25,-108.5,31108-C5
Whitlock Peak,32.5,-58.57786056809641,32109-E2
Whitmire Pass,52.51642333114516,-108.625,31108-G6
Wild Cow Lake,53.56902944363344,-109.125,34109-H2
Wild Horse Canyon,34.5,-150.0288109392867,34107-E7
Wilde Tank,32.375,-105.875,3210-D8
Wildhorse Mesa,35.25,-105.75,35105-C7
Wiley Mesa,34.5,-107.625,34107-E6
Willard,34.5,-106.0,34106-E1
Williams Ranch,32.25,-107.875,32107-C8
Williams Sink,32.5,-103.75,32103-E7
Williamsburg,33.0,-107.25,33107-A3
WilliamsburgNW,33.125,-107.375,33107-B4
Willow Draw,32.5,-140.15627714306265,32108-E6
Wilson Mountain,33.125,-108.875,33108-B8
Wilson Ranch,34.0,-106.25,34106-A3
Wind Mesa,34.875,-106.75,34106-H7
Wind Mountain,32.625,-108.375,32108-F4
Windmill Draw,34.5,-75.77120567656809,34104-E3
Window Rock,35.625,-109.0,5109-F1
Windy Hill,36.0,-102.875,36102-A8
Windy Hill NW,36.125,-102.875,36102-B8
Winston,33.25,-107.625,33107-C6
Wire Lake,34.0,-104.75,34104-A7
Wirt Canyon,36.875,-50.91782916313233,36107-H1
Wolf Stand,35.75,-107.125,35107-G2
Woodland Park,33.25,-78.74011737196979,33108-C3
Woodley Flat,52.55718364263855,-103.375,32103-B4
Woodson Canyon,32.75,-105.375,32y105-G4
Wright Ranch,34.125,-104.75,34104-B7
Wrye Peak,33.875,-106.25,33106-H3
Wrye Peak nNW,33.875,-106.375,33106-H4
Wrye Peak SW,33.75,-106.375,33106-G4
X-7 Ranch,32.0,-107.25,32107-A3
Yaneke,36.875,-104.25,36104-H3
Yatse,36.125,-103.875,36103-B8
Yates SE,36.0,-103.75,3610-A7
Yellow Hill,36.5,-108.75,36108-E7
Yellow Rock Point East,37.0,-130.72981820459884,37109-A1
Yellow Rock Point West,37.0,-109.125,37109-A2
Yeso,34.375,-104.5,34104-D5
Yeso Mesa,34.375,-104.75,31404-D7
Yeso Mesa SE,21.73188245093009,-104.75,34104-C7
Yeso NW,34.375,-104.625,34104-D6
York,32.875,-80.37121106461275,32109-H2
York Ranch,34.625,-108.0,3410-8F1
York Ranch SE,34.5,-108.0,34108-E1
Yougs Lake,36.75,-108.25,36108t-G3
Youngsville,36.125,-106.5,36106-B5
Ysleta NW,31.625,-106.375,31106-F4
Yt Ranch,32.0,-102.875,32102-A8
Zuni,55.623742932458725,-108.75,35108-A7
Zuni Salt Lake,34.375,-108.75,34108-D7
