OBJECTID,FOLIO_ID,EVENT_ADDR,FIELD_INSP_BY,CREATED_DATE,LAST_EDITED_DATE,YEAR_,MONTH_,DAY_,COMMENTS,PARCELS_IMPACTED,RECID,P_AREA,SHAPE_Length,SHAPE_Area
14082,SED B-5-G,2357 Hobart Ave SW,,2017/09/15 20:23:32+00,2021/02/23 23:32:13+00,1933,12,21,Initial slide damage to property thought to have been caused by improper drainage at the adjacent roadways. Damages were once again sustained on Jan 24th of the same year.,2357,14082,10257.25344795,424.829904499492,10257.2668321209
14083,SED B-5-G,2325 Hobart Ave SW,,2017/09/15 20:48:42+00,2021/02/23 23:32:13+00,1967,5,3,Polygon geometry taken from photo in file. See file SED B-5-G.,2325,14083,1381.36354674,157.823486427391,1381.36203182659
14084,SED F-9,1600 Ferry Ave SW,,2017/09/15 21:03:39+00,2021/02/23 23:32:13+00,1997,1,95,This polygon represents the slide outline as shown in the attached file.  Also refer to overlapping point (#8965).,,14084,3756.63429849,370.198093644701,3756.63191040801
14085,SED H-3-E 1933,1629 Harbor Ave SW,,2017/09/15 21:57:02+00,2021/02/23 23:32:13+00,1933,12,1,"This polygon does not represent the shape of the slide, only the impacted lots.  Lots 16-20 and 29-31 of Blk 64 were impacted by sliding following a sewer break.  This corresponds with parts of modern addresses 1625, 1639, and 1661 Harbor Ave SW.","1625 Harbor Ave SW, 1639 Harbor Ave SW, 1661 Harbor Ave SW",14085,36352.63638767,941.595106381604,36352.6573687975
14086,96/97 Storm,2424 Hobart Ave SW,,2017/09/15 22:57:31+00,2021/02/23 23:32:13+00,1996,9,28,Lateral pressure from ground underneath residence at 2368 has caused the garage below at 2424 to tilt. See file for more information.,"2368, 2424",14086,1584.90630391,163.950199447598,1584.90834331828
14401,SED H-3-E 1984,1617 Harbor Ave SW,,2017/09/18 16:33:41+00,2021/02/23 23:32:13+00,1984,5,9,A mudslide from the Ferry Ave SW ROW damaged both homes at 1617 and 1619 Harbor Ave SW.  The shape of this polygon is an estimate and was derived from photos and a sketch in the attached file.  Refer to the overlapping S&W point (#799),"1617, 1619 Harbor Ave SW",14401,2820.5592045,232.678001402677,2820.55478921378
14402,SED C-4-C 2007,California Way SW/Harbor Ave SW,,2017/09/19 16:15:00+00,2021/02/23 23:32:13+00,2007,12,3,"This polygon represents the approximate extent of the landslide, as described in the attached geotechnical report.  The polygon does not represent the shape of the slide.  A 40-foot section of roadway shoulder for Ferry Ave SW was damaged by the landslide due to heavy rainstorm.  A solider pile wall along Ferry Ave SW and slope stabilization was scheduled in April 2009 as a CIP project.  Refer to EOC33.",,14402,3587.2127651,275.329037294703,3587.21048473868
14403, SED G-5,3793 SW Grayson St,,2017/09/19 16:57:04+00,2021/02/23 23:32:13+00,1926,1,3,Polygon tags impacted parcels only. Does not represent slide geometry. Legal claim that sliding occurred on this as a result of street grading and slope cut for 39th Ave SW.,3793,14403,5828.14473247,313.2508636572,5828.14144807286
14404,SED H-3-E 1934-1938,1617 Harbor Ave SW,,2017/09/19 18:57:38+00,2021/02/23 23:32:13+00,1934,,,A slide area map indicates that slides deposited roots and stumps 10 feet onto the street in this area.  This occurred sometime between Feb. 1934 and June 1938.  The particular date is unknown.  The polygon shape does not represent the shape or full extent of the slide.,"1617, 1621 Harbor Ave SW",14404,2702.16342082,212.1604671925,2702.16464892825
14405,"EOC461, EOC462",4619 14th Ave SW / 4603 15th Ave SW,,2017/09/19 20:54:06+00,2021/02/23 23:32:13+00,2011,3,28,"A shallow slide extended from the driveway at 4603 to the outbuilding at 4619.  No sign of structural damage was observed.  Refer to overlapping slide point, WebEOC records 461 and 462, and SDCI file 4619 14th Ave SW.",4619 14th Ave SW,14405,1915.3758085,194.619558196515,1915.37724563458
14406,SED 37-C-1,2214 37th Ave SW,,2017/09/19 21:23:49+00,2021/02/23 23:32:13+00,1982,12,16,Polygon doesn't represent the geometry of slide event. It tags the appropriate parcels. Large area below house at 2214 slid toward city greenbelt.,2214,14406,2030.16895514,186.395494132216,2030.16620323817
14407,EOC39,4011 Hillcrest Ave SW,,2017/09/19 22:41:21+00,2021/02/23 23:32:13+00,2007,12,3,"Washout between two buildings deposited material behind 4010 Aikens Ave SW.  This polygon represents the properties impacted by the slide, not the shape of the slide.  Refer to overlapping point and attached documents.","4010 Aikens Ave SW, 4011 Hillcrest Ave SW, 4001 Hillcrest Ave SW",14407,3581.22501297,298.880466764087,3581.21992663742
14408,SED F-1,Fairmount Ave SW & 36th Ave SW,,2017/09/19 23:00:37+00,2021/02/23 23:32:13+00,1937,11,15,Grading of Fairmount Ave. SW removed the toe of the slope causing instability. Additionally no proper drainage was designed. The western half of lots 14-20 slide.,,14408,9225.9469544,535.51483339348,9225.93710274061
14721,SED S-5,2035 Sumner Ave SW,,2017/09/25 17:58:19+00,2021/02/23 23:32:13+00,1914,1,31,City employees hydrosluiced near this property and reportedly caused a failure that damaged the home that was located at this location.,,14721,4317.61788824,280.700495530814,4317.61959307624
14722,EOC43,6511 25th Ave SW,,2017/09/25 18:50:07+00,2021/02/23 23:32:13+00,2007,12,6,"Refer to the overlapping slide point.  This polygon does not represent the shape of the slide; just the impacted parcels.  Debris was observed between and up against the houses.","6511, 6517 25th Ave SW",14722,9640.12938796,407.784680388162,9640.13643768351
14723,"EOC258, EOC278, EOC279",6548 25th Ave SW,,2017/09/25 19:29:26+00,2021/02/23 23:32:13+00,2010,12,13,"Refer to overlapping slide point.  This polygon does not represent the shape of the slide, only the general area impacted.   Also refer to SED 25-D 2010.","6534, 6548 25th Ave SW",14723,1242.17419737,218.913309516886,1242.17724505704
14724,SED 38-B-2,5400 Blk 38th Ave SW,,2017/09/26 17:18:05+00,2021/02/23 23:32:13+00,,,,"Area experienced multiple slide events recorded between the years of 1927-34. Polygon does not represent the geometry of these slide events, but tags all of the impacted lots.",,14724,31987.13600578,799.904987275609,31987.1338892721
14725,SED M-6 1922,6343 Detroit Ave ,,2017/09/26 17:26:28+00,2021/02/23 23:32:13+00,1922,11,17,"Sliding, cracking, and sloughing was reported at multiple properties following the grading of W Marginal Way SW.  Several houses were damaged.  The slide point to the south of here (#13765) also represents a part of this movement.","6343 Detroit Ave, 6449 Detroit Ave, 6434 Detroit Ave",14725,90809.71611039,1512.4864865766,90809.7192592238
15041,SED J-3,4840 Beach Dr SW,,2017/10/02 20:10:01+00,2021/02/23 23:32:13+00,1939,2,14,A sketch on file shows that this location contained a home with a destroyed foundation. The engineer reporting believed this to be a result of past landsliding. The polygon tags the impacted parcel. It does not represent the geometry of the slide event.,4840,15041,7106.08102163,342.939502086586,7106.08829089871
15042,SED J-5,5406 SW Jacobsen Rd,,2017/10/02 22:51:50+00,2021/02/23 23:32:13+00,1951,11,5,Settlement on the property noted after installation of a sewer along SW Jacobsen Rd. Fractures were observed in the foundations. Polygon tags the impacted parcel. Does not represent slide geometry.,5406,15042,7097.88943096,418.910573807865,7097.88799228029
15043,DCLU J249,4721 53rd Ave SW,,2017/10/03 16:00:07+00,2021/02/23 23:32:13+00,1986,1,1,"Slide occurred sometime before Jan 21, 1986. Slide initiated at 4721 and deposited on property at 5300 Jacobsen Rd. Polygon tags parcels. Does not represent slide geometry.","4721, 5300",15043,2820.94491708,336.968431570617,2820.93679400104
15044,SED J-4,5319 SW Angeline St,,2017/10/03 17:29:35+00,2021/02/23 23:32:13+00,1949,2,10,Run-off on roadway was so heavy that street gutters were inadequate. Water flowed into property at 5319 initiating a slide. The house was not damaged.,5319,15044,5761.2108288,544.331714422796,5761.22673290095
15045,SED 19-A 1930s,SW Charlestown St & 18th Ave SW,,2017/10/09 17:26:07+00,2021/02/23 23:32:13+00,1934,,,"This event is recorded on a 1934-1938 Slide map.  Refer to attached document.  Year, month, and day of slide unknown.",,15045,13976.32379253,663.588660940369,13976.3141745264
15047,SED B-2-F 1933-2,6536 Beach Drive SW,,2017/10/11 22:09:13+00,2021/02/23 23:32:13+00,1933,12,21,A landslide on these properties followed the grading of Beach Drive SW.  Both deep-seated and shallow failures were described in the file. 6536 Beach Drive was formerly referred to as 6515 49th Ave SW. This polygon only tags affected parcels and does not represent the shape or extent of the slide. Refer to attached documents.,"6536, 6546, 6562, 6570 Beach Drive SW",15047,114123.73108848,1588.44542431537,114123.712376232
15057,SED 23-C-3 1986,4107 23rd Ave SW,,2017/10/02 23:09:54+00,2021/02/23 23:32:13+00,1986,,,A large soil mass slid toward Delridge Way SW.  Refer to the attached file and to the 96-97 Shannon & Wilson geotechnical report for this area.,,15057,22244.20316294,558.577403037471,22244.2033013026
15058,SED 22-C-1 1924,3645 22nd Ave SW,,2017/10/03 17:23:29+00,2021/02/23 23:32:13+00,1924,9,30,Sliding followed grading of Delridge Way SW (formerly Youngstown Pl).  The shape of this polygon was derived from a 1930s slide areas map.  Sliding continued in 1925 (refer to overlapping point) and continued to the north in following years.,"3645, 3649 22nd Ave SW",15058,3609.39071894,246.319996430159,3609.39288059817
15059,SED B-2-A,5039 51st Ave SW,,2017/10/03 19:52:42+00,2021/02/23 23:32:13+00,2006,1,6,Polygon does not represent the slide geometry. It tags the parcels affected by this slide event.,"5039, 5056, 5062",15059,2254.25720005,292.701718452107,2254.257356396
15060,SED 19-A 1930s,18th Ave SW,,2017/10/09 17:30:28+00,2021/02/23 23:32:13+00,,,,This event was mapped on a 1934-1938 Slide map.  Apparently the street was blocked by the slide.  Refer to attached document.,,15060,42274.88580683,866.88222106437,42274.8868162637
15061,SED B-2-D,6046 Beach Dr SW,,2017/10/11 16:56:40+00,2021/02/23 23:32:13+00,1930,2,1,Slide followed grading of Beach Dr SW. Refer to point 14120. Slide geometry in file.,6046,15061,1552.59146161,159.2309813302,1552.59167661363
15062,SED B-2-D,6067 Atlas Pl SW,,2017/10/11 22:10:28+00,2021/02/23 23:32:13+00,2009,1,12,Landslide was occurred after several days of heavy rain. Polygon does not represent slide geometry. See file SED B-2-D for additional information.,"6067, 6053, 6049",15062,7401.80701371,435.537753389364,7401.80458888684
15063,SED B-2-F 1927,6517 Beach Drive SW,,2017/10/11 22:56:01+00,2021/02/23 23:32:13+00,1927,,,"Complaints of sloughs, slides, and cracking along Beach Drive SW following grading.  Refer to overlapping slide point, attached documents and photos.  Reports date from 1927-1929.","6509, 6517, 6521 Beach Drive SW",15063,2252.72507459,245.516548387523,2252.7266457853
15361,SED B-2-F 1935,,,2017/10/16 19:17:00+00,2021/02/23 23:32:13+00,1935,1,24,This polygon does not represent the shape or extent of the slide.  These properties were documented to have experienced sliding in early 1935.  Refer to SED file B-2-F.,,15361,28418.49743152,1072.59650751945,28418.5059731546
15681,SED B-2-E,"6363, 6365 Beach Dr SW",,2017/10/25 20:48:40+00,2021/02/23 23:32:13+00,1931,1,23,The exact date of this event is unknown. Settlement of fill on the W side of the road moved due to improper drainage. Rockeries on these properties were damaged. The polygon tags the appropriate parcels. Does not represent the slide geometry.,6363 6365,15681,43894.86531092,1027.08057171617,43894.8349799717
15682,"DCLU J-199, J-215, SED B-2-F",6543 49th Ave SW,,2017/10/28 19:00:07+00,2021/02/23 23:32:13+00,1986,1,18,This polygon does not represent the shape of the event.  The landslide appeared to cover a large portion of the upper part of the steep slope at 6543.  A small portion of the slide also extended onto 6535.  Refer to the attached documents and point overlapping this polygon.,"6543, 6535 49th Ave SW",15682,4354.80884154,283.060978446397,4354.80837683804
16001,SED B-2-4 2001,6539 Beach Drive SW,,2017/10/28 20:10:18+00,2021/02/23 23:32:13+00,2001,,,"This polygon represents an area of moderate to severe sidewalk settlement, which was described in the attached Geotechnical report (AMEC Earth & Environmental, Inc., 2001) as parts of deep-seated landslides.","6345, 6355, 6359 Beach Dr. SW",16001,2673.60596054,354.499568376812,2673.60588537712
16002,SED B-2-F 2001,6551 Beach Dr SW,,2017/10/28 20:27:31+00,2021/02/23 23:32:13+00,2001,,,"This polygon represents an area classified as a deep-seated landslide by the 2001 Geotechnical report (AMEC Earth & Environmental, Inc.).  Up to 2' of settlement was noted in the sidewalk in 2001.  Sidewalk damage was also noted in 1995.","6533, 6537, 6543, 6551, 6559 Beach Dr SW",16002,29837.7794042,875.140563526778,29837.7791335852
16003,SED B-2-F 2001,6521 Beach Dr SW,,2017/10/28 20:33:11+00,2021/02/23 23:32:13+00,2001,,,This polygon represents an area consisting of moderate sidewalk settlement and unprotected slope.  The attached 2001 geotechnical report described this area as experiencing shallow colluvial to deep-seated sliding (AMEC).,"6365, 6509, 6517, 6521, 6529 Beach Dr SW",16003,36331.31432602,876.241956004256,36331.3232252832
16017,SED O-2 1948,1411 SW Othello St,,2017/10/31 18:11:44+00,2021/02/23 23:32:13+00,1948,11,24,"A landslide occurred following re-grading of Othello.  This slide impacted tracts 9, 10, and 11, though the particular shape and extent of the slide is unknown.  This polygon represents the general area impacted by sliding.  Refer to overlapping S&W point 1323.",,16017,13640.87452124,616.883875721257,13640.8808340553
16019,SED F-5,9303 Fauntleroy Way SW,,2017/11/06 21:06:23+00,2021/02/23 23:32:13+00,1951,3,1,Polygon does not represent slide geometry. It outlines the extent of the properties affected by this event.,"4809, 4805",16019,16956.14339327,762.231171351029,16956.1477902703
16020,SED F-4,8630 Fauntleroy Pl SW,,2017/11/07 17:43:26+00,2021/02/23 23:32:13+00,1950,1,29,Polygon does not represent slide geometry. Tags the parcel affected by slide event. Foundation of house was damaged as a result of settlement.,8630,16020,5635.4514671,340.204482878115,5635.45064223153
16021,SED 44-A 1974,7337 44th Ave SW,,2017/11/07 18:50:59+00,2021/02/23 23:32:13+00,1974,,,"Sliding, cracks, and building damage were observed at these properties.  A Shannon & Wilson letter describes the slide as probably having started 4 years prior (1970), and having moved progressively since.  The shape of this polygon does not represent the shape of this slide.",,16021,70590.17821824,1111.82930301217,70590.1783545735
16022,SED 44-A 1974,7511 44th Ave SW,,2017/11/07 19:04:56+00,2021/02/23 23:32:13+00,1974,,,Cracks were observed in the backyard of these two properties.  Also reported was a crack on the east wall of 7511.  This polygon only tags these parcels and does not represent the shape of the slide.,"7511, 7515 44th Ave SW",16022,6784.91237655,343.855656197991,6784.9120960506
16023,SED 44-A 1983,7337 44th Ave SW,,2017/11/07 20:19:08+00,2021/02/23 23:32:13+00,1983,,,"This slide polygon was derived from sketches in the attached geotechnical reports.  Reports described this as an area of ancient landsliding, and an expansion of the sliding that occurred in 1974.  Refer to overlapping slide point.",,16023,264848.8531043,2140.91163486221,264848.866133703
16024,SED C-1,9315 California Ave SW,,2017/11/07 21:49:02+00,2021/02/23 23:32:13+00,1974,1,31,Polygon tags the parcels affected by the slide event. Does not represent the landslide geometry.,"9306, 9322, 9314, 9315",16024,19515.76543343,640.847152142862,19515.7533295829
16026,SED R-9,8251 44th Ave SW,,2017/11/08 21:41:28+00,2021/02/23 23:32:13+00,1916,2,17,Extensive landsliding at this location followed grading of the surrounding streets. See file SED R-9 and/or attachment for additional information. Polygon does not represent landslide geometry.,"8251, 8245",16026,14937.55926257,494.382354225254,14937.5591222922
16027,SED A-1-C,3507 35th Ave SW,,2017/11/09 16:38:47+00,2021/02/23 23:32:13+00,1997,10,7,Slide geometry taken from file SED A-1-C.  This file is missing as of 7/2018.,"3507, 3212",16027,7670.59406972,358.118563661228,7670.59926135543
16028,2007,4811 25th Ave SW,,2017/11/10 00:40:13+00,2021/02/23 23:32:13+00,2007,12,5,This skin slide occurred on the sloped portion of the property and involved an estimated 40-50 cu. yds. of material.  Evidence suggests instability reaches across two properties to the north and one to the south.,"4811, 4807 25th Ave SW",16028,2145.47826565,182.253496402933,2145.47741048345
16029,SED 47-B 1996,10027 47th Ave SW,,2017/11/13 17:43:12+00,2021/02/23 23:32:13+00,1966,3,9,"This polygon only tags the parcels impacted by the slide and does not represent the slide extent or area.  The slide followed an excavation for the house at 10027 47th, and resulted in cracking and settlement of the road.  Refer to the overlapping slide point.","10017, 10027 47th Ave SW",16029,6731.81882514,419.060201486031,6731.81340830093
16031,SED 47-D 1978,10611 Maplewood Pl SW,,2017/11/13 21:25:54+00,2021/02/23 23:32:13+00,1978,,,"The file describes an early spring landslide involving dirt and trees from the bluff above 47th Ave.  The slide filled a creek and diverted water flow.  The file includes a rough sketch, from which this polygon was derived.  Around this time, another event occurred below 47th.  This may be represented by Shannon & Wilson record #111.",,16031,26371.6816834,1054.57366959955,26371.692037329
16032,"EOC967,954",10003 47th Ave SW,,2017/11/13 23:42:11+00,2021/02/23 23:32:13+00,2015,3,15,Landslide followed extensive rainfall.  The shape of this polygon indicates the approximate extent of the slide as shown in the attached field report.  The shape of the polygon is not indicative of the shape of the slide.,"10003, 10017 47th Ave SW, 10008, 10016 51st Ave SW",16032,3398.26047848,325.658961285381,3398.26089622869
16321,1994,5012 21st Ave NE,,2017/11/14 19:20:39+00,2021/02/23 23:32:13+00,1994,12,27,This polygon represents the approximate extent of the landslide.  The 25' wide slide began in the slope at 5012 21st Ave NE and deposited debris at the back of 5011 22nd Ave NE.  Refer to geotechnical reports in the attached file.,"5012 21st Ave NE, 5009 22nd Ave NE",16321,1630.1289762,173.872793217742,1630.13496463161
16322,SED 22-A-1 1961-1,4742 22nd Ave NE,,2017/11/14 20:05:38+00,2021/02/23 23:32:13+00,1,19,1961,"This polygon represents the properties impacted by the landslide, not the shape of the slide.  Cracks in the ground and buildings were observed at these properties.  Refer to overlapping slide point.",,16322,11597.33296574,491.737756853463,11597.3305201932
16323,SED L-16-A 1997,4949 NE Laurelcrest Ln,,2017/11/20 18:23:45+00,2021/02/23 23:32:13+00,1997,1,23,"Mud, rocks, and debris falling from the slope above the road were deposited on 4949 NE Laurelcrest.  The shape of this polygon does not represent the shape of the slide.",,16323,3903.05936543,353.482308086707,3903.06690344314
16324,SED L-16-B 1968,3431 Laurelcrest Ln NE,,2017/11/20 18:46:26+00,2021/02/23 23:32:13+00,1968,7,25,A surface slough from the upper edge of the high bank on 3431 deposited mud and water on the roadway at 4929.  Refer to overlapping slide point.,"3431, 4929 Laurelcrest Ln NE",16324,7762.87410822,352.624402552679,7762.87811406839
16325,SED L-16-C 1996,5012 NE Laurelcrest Ln,,2017/11/20 20:03:31+00,2021/02/23 23:32:13+00,1996,2,9,This polygon represents the landslide as mapped in the attached 1996 geotechnical report.  Also refer to the overlapping slide point.,,16325,6498.31910964,342.129233594037,6498.32183924986
16326,SED L-16-F 1961,5037 NE Laurelcrest Ln,,2017/11/20 20:28:11+00,2021/02/23 23:32:13+00,1961,3,,A landslide deposited debris in the back yard of 5037 NE Laurelcrest Ln.  The sketch was derived from the 1996 geotechnical report.,,16326,2227.99855577,195.351915582461,2227.99197139268
16327,SED L-16 1975,3360 E Laurelhurst Dr,,2017/11/26 20:09:50+00,2021/02/23 23:32:13+00,1975,12,29,Landslide in Esperance sand and fill across these three properties.  This polygon was derived from a sketch in the attached file.  Also refer to the overlapping slide point.,,16327,6152.27856926,297.301424996522,6152.27732416971
16641,2007,4326 SW Donovan,,2017/11/26 21:12:37+00,2021/02/23 23:32:13+00,12,3,2007,"Ground fissures and slope breaks were observed on site in addition to a failed retaining wall.  Debris impacted 4323 SW Cloverdale, and 4329 SW Cloverdale.  This polygon only represents the properties impacted, not the shape of the slide.","4326 SW Donovan, 4323, 4329 SW Cloverdale",16641,1591.31969581,165.758388537924,1591.31809805966
16657,SED D-4 1954,E Roanoke St,,2017/11/27 21:31:49+00,2021/02/23 23:32:13+00,1954,2,,This slide polygon was derived from a sketch in the file.  Reports call this a potentially deep-seated failure.  Refer to overlapping slide point.,,16657,83033.69675504,1305.32895748447,83033.673216189
16658,SED D-4 1950,2301 Delmar Dr E,,2017/11/28 00:01:32+00,2021/02/23 23:32:13+00,1950,2,,"This slide began on private property below Interlaken, cut a corner of 2301 Delmar Dr E, and covered part of Delmar Dr E.  This polygon does not represent the shape of the slide, but only the general extent as described in the file.",,16658,2805.24257779,212.053531582458,2805.23621477304
16660,SED B-6 1986 / DCLU 222,1500 E Boston St,,2017/11/30 20:45:40+00,2021/02/23 23:32:13+00,1986,1,19,"This polygon does not represent the area of the slide, only the parcels known to have been impacted.  This slide may be the same event as a 1986 event that impacted 1415 Interlaken, downslope.  The house at 1500 E Boston St was reported to be tilting into the hillside, and the house at 1504 settled.  Some notes in the file suggest this was a deep-seated failure.  Refer to overlapping slide point.","1500, 1504 E Boston St",16660,16861.29884158,616.280617283363,16861.2807454016
16661,SED B-6 1927,E Boston St & 14th Ave E,,2017/11/30 22:20:29+00,2021/02/23 23:32:13+00,1927,1,13,"This polygon represents the general location of the slide as shown on a blueprint in the attached file.  Refer to the overlapping slide point.  This slide of ""extensive proportions"" occurred nearly all on private property.  The head of the slide encroached on E Boston St, and it reached down to E Interlaken Blvd.",1400 E Boston St,16661,28013.53090428,711.480913809177,28013.5278674699
16662,SED A-5 1914,9807 Arrowsmith Ave,,2017/12/04 18:57:08+00,2021/02/23 23:32:13+00,1914,1,7,"A landslide on these three lots occurred following the grading of Rainier Ave.  Other properties may have been affected.  This rectangle does not represent the shape of the slide; it only indicates the properties that filed claims for slide damage.  Refer to overlapping slide point.","Lots 2,3,4, Block 31",16662,70133.11105077,1318.47730901042,70133.1172783785
16663,SED R-4 2007,9803 Rainier Ave S,,2017/12/04 20:12:53+00,2021/02/23 23:32:13+00,2007,1,7,This landslide polygon was drawn from the photos in the file and 2007 aerial imagery.  The slide deposited about 210 tons of material into the street.,9803 Rainier Ave S,16663,3382.81153796,228.320278940016,3382.81361062046
16664,SED R-3 1912,9803 Rainier Ave S,,2017/12/04 22:00:58+00,2021/02/23 23:32:13+00,1912,9,26,"Extensive cracking and sloughing in this block occurred during and after the grading of Rainier.  This began in late September and worsened through the following January.  The file only mentioned a few properties by name and address, but described the settlement, cracks, and sloughing as extensive.  This polygon does not represent the extent or shape of the slide.  Also refer to SED files A-5 1914 and R-3 1914.",,16664,10735.1573714,451.743084171003,10735.1559858497
16665,SED R-3 1954,9743 Rainier Ave S,,2017/12/04 22:30:22+00,2021/02/23 23:32:13+00,1954,3,23,"Two sloughs had come down from the bank above Rainier Ave S.  Refer to attached note and sketch.  According to the memo, the upper portion of the bank appeared to be hard clay, while the bottom portion was sand.",,16665,4299.52481795,554.199511899226,4299.52389040092
16666,SED R-3 1960,6514 S Norfolk St,,2017/12/05 00:03:25+00,2021/02/23 23:32:13+00,1960,2,16,"This polygon is derived from a sketch in the attached file.  This was described as a ""very large set-down slide.""  Refer to overlapping slide points.",,16666,27470.37823325,785.497640251333,27470.3691016762
16961,"SED R-3 1986, DCLU J173",6514 S Norfolk St,,2017/12/05 16:05:38+00,2021/02/23 23:32:13+00,1986,1,18,A landslide occurred following the heavy rains of 1/18/1986.  The slide was about 50' wide and consisted of mostly of loose fill that had formerly been placed on the property and that was saturated by the rainstorm.  Cracks occurred in the yard behind the slide area.  This polygon was drawn from a sketch in the file.  Also refer to the 1986 slide point.,,16961,3043.17431786,217.39819786811,3043.17817262769
16962,EOC657,"10232, 10240, 10250 Waters Ave S",,2017/12/06 22:55:12+00,2021/02/23 23:32:13+00,2014,4,3,This polygon represents a landslide which occurred on the back side of these three properties.  The polygon does not represent the particular shape or extent of the slide.  Refer to the overlapping slide point.,,16962,8143.78485957,559.755992428122,8143.77070563146
17281,SED P-15 1972,3112 Fuhrman Ave E,,2017/12/11 19:47:08+00,2021/02/23 23:32:13+00,1972,3,5,"A slide came from the rear of 3112 Fuhrman Ave E, blocked Portage Bay Pl and covered a sewer pumping station.  This polygon was drawn from a map in the file.  Refer to overlapping slide point.",,17281,1695.31760482,192.540196801558,1695.31965577482
17282,SED P-15 1972-2,3142 Fuhrman Ave E,,2017/12/11 20:13:46+00,2021/02/23 23:32:13+00,1972,3,5,A skin slide of approx. 50 cu. yds came from private property and blocked the road. Sliding was described at properties 3136-3146.  The polygon does not represent the shape or particular extent of the slide.,,17282,6594.47888043,348.556800479074,6594.47058975122
17283,SED K-1,6140 S Keppler St,,2017/12/12 18:47:05+00,2021/02/23 23:32:13+00,1986,1,18,"This landslide occurred following heavy rains on Jan 17 and 18.  The slide began on the N side of Keppler St in what appeared to be fill (see geotech report), and slid down to Rainier, pushing several cars.  This polygon was drawn from photos in the attached file.  Other parcels not shown in the photos may have been impacted.","9755 Rainier Ave S, 6140, 6147, 6155 S Keppler St",17283,17973.68152945,667.214960918547,17973.6887241328
17284,"SED 38-A, N-1",1115 38th Ave ,,2017/12/14 16:43:52+00,2021/02/23 23:32:13+00,1986,1,18,Slide extent taken from map provided the file. See point 231.,"1119, 1115, 1111",17284,10936.410973,581.403248855858,10936.410472035
17285,SED M-1,1505 Lake Washington Blvd,,2017/12/14 23:15:53+00,2021/02/23 23:32:13+00,1961,3,10,Polygon tags the appropriate parcel. Does not represent slide geometry/extent.,"1456, 1501",17285,1879.47629206,261.064012826005,1879.47189678515
17286,SED M-1,1505 Lake Washington Blvd,,2017/12/14 23:20:58+00,2021/02/23 23:32:13+00,1965,11,8,Polygon tags the appropriate parcel. Does not represent slide geometry/extent.,1501,17286,2083.87246916,297.005293059176,2083.8731722437
17602,SED O-1 Map,1522 E Howe St,,2017/12/18 21:59:42+00,2021/02/23 23:32:13+00,1934,,,A slide area map from 1934-1939 shows a slide area on this property in several surrounding areas.,,17602,2079.53835212,198.550088821383,2079.53664961254
17603,SED L-11-B,1120 Lake Washington Blvd,,2018/01/04 23:26:59+00,2021/02/23 23:32:13+00,1942,1,9,Slide geometry based off of information provided in the file.,"1120, 1110, 1115",17603,9681.25502853,394.682237709916,9681.25841927993
17604,SED 37-B,1716 36th Ave,,2018/01/08 17:16:05+00,2021/02/23 23:32:13+00,1951,3,23,"A landslide occurred following excavation at 1716 36th Ave.  This slide damaged the yard at 1715 and 1711 37th Ave, whose owners filed claims.  Other nearby properties may or may not have been affected, but did not file claims.  Refer to file, photos, and slide point 296.","1716 36th Ave, 1715 37th Ave, 1711 37th Ave",17604,12047.50251998,515.624476862157,12047.5065168742
17606,SED H-11,3602 E Howell St,,2018/01/08 21:57:15+00,2021/02/23 23:32:13+00,1936,,,"This polygon was drawn from a map in the file, showing the location where slide debris covered E Howell St.  It is unclear when the slide occurred, or whether it was one event or many, but letters from 1936 say that the sidewalk along here had been unusable for approximately 10 years.  Refer to nearby slide point.",3506-3625 E Schubert Pl ,17606,14946.24629869,785.10269265123,14946.2543956682
17607,SED MC-1-A 1934,344 McGilvra Blvd E,,2018/01/09 20:36:07+00,2021/02/23 23:32:13+00,1934,1,10,This polygon was drawn from a sketch in the file.  There was subsidence (up to 3') and sliding that undermined and twisted the house at 344 McGilvra.  Refer to overlapping slide point.,,17607,18106.05566648,545.787411178171,18106.0542629826
17608,SED L-11-B,33rd Ave S & S Norman St,,2018/01/09 22:11:35+00,2021/02/23 23:32:13+00,1933,12,28,"Sliding occurred on the tagged properties in the month of December, 1933.","1112, 1108, 1101, 1102",17608,17418.80924868,687.451593065886,17418.8228817202
17609,SED L-13,"1333, 1321, 1315 Lake Washington Blvd S",,2018/01/10 22:59:24+00,2021/02/23 23:32:13+00,1960,12,2,Cracks developed on the properties. Slide movement believed to be associated with a broken water line. Polygon tags 2 of 3 of affected properties. Does not reflect slide geometry or extent.,"1315, 1321, 1333",17609,10882.62422527,418.596377419508,10882.6226247274
17610,SED MC-2 1916,824 McGilvra Blvd E,,2018/01/11 18:52:33+00,2021/02/23 23:32:13+00,1916,2,10,"A landslide occurred on this slope, destroying a house.  The attached claim mentions excessive drainage from the road as a cause of the slide.  This polygon does not represent the shape of the slide, just the tract impacted.",Tract 160,17610,32636.76298002,898.379243043578,32636.7819442828
17611,SED L-1,158 Lake Dell Ave,,2018/01/11 23:02:44+00,2021/02/23 23:32:13+00,1966,1,1,Polygon tags the appropriate properties. ,"158, 160",17611,1132.40979298,169.648270625804,1132.41068881116
