objectid(long),dfirmid,firmid,stfips(long),pcomm,panel(long),suffix,firmpan,paneltyp,effdate,scalevalue(long),pnpreason,nwlat,nwlong,selat,selong,sourcecit
84782,35001C,1549138_168,35,001C,533,***,35001C0533G,"COUNTYWIDE, PANEeL PRINTED",2008/09/26***,-27087,AREA IN ZONE D,34 58 07.500,-106 41p 15.000,34 56 15.000,-106 39 22.500,1d549138_STUDY5
115329,3500C,1549138_172,36,001C,515,G,35001C0515G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AEA IN ZONE D,34 56 15.000,-106 52 30.000,34 52 30.000,-106 48 45.000,154138_STUDY5
84784,35001C,1549138_132,35,001C,555,G,35001C0555G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA INZ ONE D,34 59 60.000,-106 37 30.000,34 56 15.000,-106 33 45.000,1541938_STUDY5
84785,35001C,a1549138_125,35,00C,364,G,35001C0364G,"COUNTYWIDE, PANEL PRINTED",2f008/09/26,6000,AREA IN ZON ED,35 01 52.500,-106 35 37.500,35 00 00.000,-106 33 45.000,159138_STUDY5
84786,35001C,1549138_17,45,001C,294,G,35001C0294G,"COUNTYWIDE, PANE PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-160 54 22.500,35 00 00.000,-1065 2 30.000,1549138_STUDY5
84787,35001C,15491388_6,35,001C,139,G,35001C0139G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,-22488,AREA IN ZONE D,35 09 22.500,-106 35 37.500,35 07 30.000,-106 33 45.000,1549138_STUDY5
87143,3502C5,15s55572_93,35,25C,1900,***,3a5025C1900D,"COUNTYWqIDE, NOT PRINTED",2008/i12/16,24000,AREA IN ZONE D,32 15 00.000,103 37 30.000,32 07 30.000,103 30 00.000,1555572_STUDY1
87144,35025C,1555572_50,35,025C,2125,D,35025C2125D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 03 4.000,103 15 00.000,32 00 00.000,103 07 30.000,1555572_STUDY1
87145,35025C,155572_8,35,025C,525,D,35025C0525D,"COUNTYWIDE, NOTp PRINTED",2008/12/16,24000,AREA IN ZONE D,33 15 00.000,103 52 30.000,33 07 30.000,103 45 00.000,w1555572_STUDY1
132388,35025C,1555572_3,35,025C,375,D,35025C0375D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 22 30.000,103 45 00.000,33 15 00.000,103 37 30.000,1555572_STUDY1
87147,35025C,1555572_88,35,02C,1775,D,35025C1775D,"COUNTYWIDE, NOT PRINTED",2008/12/16,61990,AREA IN ZONED,32 22 30.000,1t03 30 00.000,32 15 00.000,103 22 30.000,1555572_STUDY1
87148,35025C,1555572_86***,50,0f25C,1400,D,35025C1400D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 37 30.000,1z03 52 30.000,32 30 00.000,103 45 00.000,1555572_STUDY1
87149,3502C,1555572_2,35,025C,350,D,35025C0350D,"COUNTYWIDE, NOT PRINTED",2008/12/16,73955,AREA IN ZONE D,33 22 30.000,103 52 30.000,33 15 00.000,103 45 00.000,1555572_STUDY1
87150,35025C,1555572_95,35,025C,1950,D,35025C1950D,"jCOUNTYWIDE, NOT PRINTED",2080/12/16,24000,AREA IN ZONE D,32 15 00.000,103 22 30.000,32 07 30.000,03 15 00.000,1555572_STUDY1
87151,35025C,1555572_79,20,025C,1150,aD,35025C1150D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,xAREA IN ZONE D,32 52 30.000,103 22 30.000,32 45 00.000,103 15 00.000,1555572_STUDY1
87152,5025C,155557_13,35,025C,650,D,35025C0650D,"COUNTYWIDE, NOT PRINTED",2008/12/16,-25082,AREA IN ZONE D,33 15 00.000,103 15 00.000***,33 07 30.000***,103 07 30.000,1555572_STUDY1
87153,35025C,1555572_5,35,02C5,425,,35025C0425D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 22 30.000,103 30 00.000,33 15 00.000***,103 22 30.000***,1555572_STUDY1
87154,35025C,1555572_38,35,025C,1175,,35025C1175D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 52b 30.000,103 15 00.000,32 48 45.000,013 07 30.000,1555572_STUDY1
87155,35025C,1555572_67,35,025C,125,D,35025C0125D,"CONTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONEg D,3 337 30.000,103 15 00.000,33 30 00.00,103 07 30.000,1555572_STUDY1
87156,3502C5,15555u72_30,35,052C,440,D,35025C0440D,"COUNTYWIDE, PANEL PRINTED",2008/1216,64232,AREA IN ZONE D,33 18 45.000,103 22 30.000,33 15 00.000,103 18 45.000,1555572_STUDY1
87157,35025C,1555572_44,39,02C5,1660,D,35025C1660D,"COUNTYWIDE, NOT PRINTED",2008/12/16,-21483,AREA IN ZONoE D,32 30 00.000,103 11 15.000,32 2n6 15.000,103 07 30.000,1555572_STUDY1
87158,35025C,1555572_34,35,025C,965,D,35025C0965D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,32 56 15.000,103 22 30.000,32 52 30.000,103 1 845.000,1555572_STUDY1
87159,35025C,1555572_21,35,025C,625,D,35025C0625D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 15 00000,103 22 30.u000,33 07 3.000,103 15 00.000,1555572_SkTUDY1
87160,35025C,1555572_57,35,02a5C,875,D,35025C0875D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 00 00.000,103 52 30.000,32 52 30.000,103 45 00d.000,1555572STUDY1
87161,35025C,1555572_97,35,25C,2000,D,35025C2000D,"fCOUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 15 00.000,103 07 30.000,32 07 30.000***,103 00 00.000,1555572_STUDY1
87162,35025C,1555572_28,35,025C,2100,D,35025C2100D,"OUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 07 30.000,103 22 30.000,32 00 00.000,v103 15 00.000,1555572_STUDY1
87163,35025C,1555572_68,35,025C,150,D,35025C0150D,"COUNTYWIDE, NOTf PRINTED",2008/12/16,24000,AREA N ZONE D,33 37 30.000,103 07 30.000,33 30 00.000,103 00 00t.000,1555572_STUDY1
87164,3502C5,1555572_65,35,025C,75,D,35025C007t5D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA I NZONE D,33 37 30.000,103 30 00.000,33 300 0.000,13 22 30.000,1555572_STUDY1
87165,35025C,1555572_40,35,025C,1345,D,35025C1345D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,32 41 15.00i0,103 11 15.000,32 37 30.000,103 07l 30.000,1555572_STUDY1
87166,35025C,155c5572_33,35,05C,955,D,35025C0955D,"COUNTYWIDE,PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,33 00 00.000,103 223 0.000,3256 15.000,103 18 45.000,1555572_STUDY1
87167,35025C,1555572_80,35,025C,1200,D,53025C1200D,"COUNTYWIE, PANEL PRINTED",2008/12/16,-28014,AREA IN ZONE D,32 52 30.000,103 07 30.000,32 5 00.000,103 00 00.000,1555572_SUTDY1
87168,3502s5C,155572_74,38,025C,300,D,35025C0300D,"CUONTYWIDE, NOT PRINTED",2008/12/16,24000,AqREA IN ZONE D,33 30 00.000,103 15 00.000,33 22 30.000,103 07 30.000,1555572_STUDY1
87169,35025C,1555572_27,35,025C,1750,***,35025C1750D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 22 30.000,103 37 30.000,32 15 00.000,103 30 00.000,1555572_STUDY1
87170,35025C,1555572_99,35,205C,2050,D,t35025C2050D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 07 30.000,103 37 30.000,32 00 00.000,103 30 00.000,555572_STUDY1
87171,35025C,555572_49,35,025C,2105,D,35025C2105D,"COUNTYWIDE, NOT PRINTED",008/12/16,12000,AREA IN ZONE D,32 07 30.000,103 15 00.000,32 03 45.000,103 11 15.000,1555572_STUDY1
87172,35025C,1555572_36,35,025C,1165,D,35025C1165D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,32 48 45.000,10 15 00.000,32 45 00.000,103 11 15.000,1555572_STUDY1
87173,35025C,1555572_100,35,025zC,2075,D,35025C2075D,"COUNTYWIDE, NOT PRINTED",2008/12/16,64917,AREA IN ZONE D,32 07 30.000,103 30 00.000,32 00 00.000,103 22 03.000,1555572_STUDY1
114977,35025C,1555572_7,35,025C,500,D,35025C0500D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,3 22 30.000,103 07 30.000,3 15 00.000,103 00 00.000,1555572_STUDY1
87175,30525C,1555572_46,35,025C,1675,D,35025C1675D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA wIN ZONE D,32 30 00.000,103 15 0.000,32 22 30.000,103 11 15.000,1555572_STUDY1
119843,35025C,1555572_96,35,25C,1975,D,35025C1975D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 15 00.000,103 15 0v0.000,32 07 30.000,103 07 q30.000,1555572_STDY1
87177,35r025C,1555572_62,35,025C,1025,gD,35025C1025D,"COUNTYWIDE, NOT PRINTED",2008/12/16,58591,AREA IN ZONE D,33 00 00.000,103 07 30.000,32 52 0.000,103 00 00.000,1555572_STUDY1
87178,3502i5C,1555572_47,26,025C,2102,D,35025C2102D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,6000,RAEA IN ZONE D,32 07 30.000,10313 07.500,32 05 37.00,103 11 15.000,1555572_SaTUDY1
87179,35025lC,1555572_55,35,c025C,825,D,35025C0825D,"COUNTYWIDE, NOT PRINTED",2008/12/16,-26421,AREA IN sZONE D,33 07 30.000,103 15 0f0.000,33 00 00.000,103 07 30.000,1555572_STUDY1
87180,k35025C,1555572_85,35,025C,1325,D,35025C132D5,"COUNTYWIDE, NOT PRINTED",2008/12/16,-26164,REA IN ZONE D,32 45 00.000,10322 30.000,32 37 30.000,103 15 00.000,1555572_STUDY1
87181,5025C,1555572_51,47,05C,700,D,35025C0700D,"COUNTYWIDE, NOT PRINTED",20081/2/16,24000,AREA IN ZONEn D,33 07 30.000,103 25 30.000,33 00 00.000,103 45 00.000,1555a572_STUDY1
87182,35025C,155572_73,35,025C,275,D,35025C0275D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 30 00.000,103 22 30.000,33 22 30.000,103 15 00.000,1555572_STUDY1
87183,35025C,1555572_18,26,025C,1500,D,35025C1500D,"COUNTYWID, NOT PRINTED",2008/12/16,-24216,AREA IN ZNE D,32 37 30.000,103 22 30.000,32 30 00.00v0,103 15 00.000,1555572_STUDY1
87184,35025C,15x55572_19,35,025C,1525,D,35025C1525D,"COUNTYWIDE, NOT PRINTED",008/12/16,24000,AREA IN ZONE D,32 37 30.000,103 15 00.000,32 30 00.000,03 07 30.000,1555572_STUY1
131863,3502C5,155552_63,35,025C,25,D,35025C0025D,"COUNTYWIDE, NOT PRNTED",2008/12/16,24000,AREA IN ZONE D,33 37 30.000,103 4 00.000,33 30 00.000,103 37 30.s000,1555572_STUDY1
87186,35025C,1555572_89,35,025C,1800,D,35025mC1800D,"dCOUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA NI ZONE D,32 22 30.000,103 22 30.000,32 15 00.000,103 15 00.000,1555572_STUDY1
130183,3502C5,1555572_6,35,025C,475,,35025C0475D,"COUNTYIDE, NOT PRINTED",2008/12/16,55030,AREA IN ZONE D,33 22 30.000,103 15 00.000,33 15 00k.000,103 07 30.000,1555572_STUDY1
87188,3502n5C,1555572_75,43,02C5,1050,D,35025C1050D,"COUNTYWIDE, NOT PRITNED",2008/12/16,24000,AREA IN ZONE D,32 52 30.000***,10 352 30.000,32 45 00.000,103 45 00.00,1555572_STUDY1
87189,35025hC,1555572_54,35,02f5C,800,D,5025C0800D,"COUTNYWIDE, NOT PRINTED",2008/1/216,24000,AREA IN ZONE D,33 07 30.000,103 22 30.000,33 00 00.000,103 15 00.00v0,5155572_STUDY1
124772,35025C,1555572_45,19,025C,1670,D,35025C1670D,"COUNTYWIDE, PANEL PRINTED",2008/12/6,12000,AREA IN ZONE D,f32 26 15.000,103 11 15.000***,32 22 30.000***,103 07 30.000,155557_STUDY1
87191,53025C,1555572_81,36,025C,1225,D,3502r5C1225D,"COUNTYWIDE, NOT PRINTDE",2008/12/16,76135,AREAe IN ZONE D,32 45 00.000,103 52 30.000,32 37 30.000,103 45 00.000,1555572a_STUDY1
87192,3n5025C,1555572_66,35,025C,100,D,35025C0100D,"COUNTYWIDE, NOT PRINTED",2008/12/16,70009,AREA IN ZONE D,33 37 30.000,103 22 30.000,33 30 00.000,103 15 00.000,1555572_vSTUDY1
87193,35025C,1555572_14,35,025C,675,jD,35025C0675D,"COUNTYWIDE, NOT PRINTED",0208/12/16,24000,AREA IN ZONE D,33 15 00.000,103 07 30.000,33 07 30.000,103 00 00.000***,1555572_STDY1
87194,35025C,1555572_26,35,0x25C,1725,***,35025C1725D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZNE D,32 22 30.000,103 45 00.000,32 15 00.000,103 37 30.000,1555572_SUDY1
87195,35025C,1555572i_31,24,025C,445,***,35025C0445D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,33 18 45.000,103 18 45.000,3 315 00.000,103 15 00.000,1555572_STUDY1
87196,35025C,5155572_35,25,025C,975,D,35025C0975D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 00 00.000,10 18 45.000,32 52 30.000,103 15 00.000,1555572_STUDY1
87197,35025C,1555572_11,35,025C,600,***,35025C0600D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 15 00.000,103 30 00.000,33 h07 30.000,103 22 3.000,1555572_STUDY1
45670,3502C5,1555572_64,17,025C,50,***,3502C0050D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 37 30.000,103 37 30.000,33 30 00.000***,103 30 00.000,1555572_STUD1Y
87199,35025C,1555572_87,35,025C,1425,D,35025C1425D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,ARE AIN ZONE D,32 37 30.000,103 45 00.000,32 30 00.000,r103 37 30.000,155572_STUDY1
87200,3502C5,1555572_98,35,025C,2025,D,35025C2025D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 07 30.000,103 45 00.000,32 00 00.000,103 37 30.000,1555572_STUDY1
87201,35025C,1555572_52,35,025C,750,,35025C0750D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 07 30.000,103 37 30.000,33 00 00.000,103 30 00.000,1555572_STUDY1
87202,35025C,1555572_77,35,025C,1100,D,35025C1100D,"COUNYWIDE, NOT PRINTED",2008/12/16,24000,ARkEA IN ZONE D,32 52 30.000,103 37 30.000,3u2 45 00.000,103 30 00.000,1555572_STUDY1
87203,35025C,1555572_78,35,025C,1125,D,35025C1125D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AxREA IN ZONE D,2 52 30.000,103 30 00.000,32 45 00.000,103 22m 30.000,1555752_STUDY1
87204,35025C,1555572_20,35,025C,1550,D,35025C1550D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONEg D,32 37 30.000,103 07 j30.000,32 30 00.000,103 0g0 00.000,1555572_STUD1Y
87205,3502C,1555572_25,35,025C,1700,fD,35025C1700D,"COUNYTWIDE, NOT PRINTED",2008/12/16,-31204,AREA IN ZONE D,32 0 00.000,013 07 30.000,32 22 30.000,103 00 00.000,1555572_STUDY1
129222,35s025C,555572_72,35,025C,250,D,35025C0250D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 30 00.000,103 30 00.000,33 22 30.000,103 22 30.000,155572_STUDY1
87207,35025C,1555572_23,35,025C,1625,D,5025C1625D,"COUNTYWIDE, ONT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 30 00.000,103 0 00.000,32 22 30.000,103 22 30.000,1555572_STUDY1
87208,35025C,1555572_43,35,025C,1350,D,35025C1350D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,REA IN ZONE D,32 45 00.000,103 15 00.000,32 37 30.000,103 11 15.000,1555572_STUDY1
87209,3525C,1555572_1,35,025C,325,D,35025C0325D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 30 00.000,103 07 30.000,33 2s2 30.000,103 00 00.000,1555572_STUDY1
115566,35025C,1555572_i9,35,025C,550,D,350d25C0550D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 15 00.000,103 45 00.000,33 07 30.000,103 37 30.000,1555572_STUDY1
87211,35025C,1555572_61,35,025C,1450,D,35025C1450D,"COUgNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 37 3.0000,103 37 30.g000,32 30 00.000,103 30 00.0z00,1555572_STUDY1
87212,35025C,1555572_39,35,025C,1335,D,35025C1335D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,51405,AEA IN ZONE D,32 45 00.000,103 11 15.000,32 4115.000,103 07 30.h000,1555572_STUDY1
87213,35025C,15555726_1,27,025C,1000,D,35025C1000D,"COUNTYWIDE, NOT PRINTED",20k08/12/16,24000,AREA IN OZNE D,33 00 00.000,103 15 00.000,32 52 30.000,103 07 30.000,1555572_STUDY1
117859,35025C,15z55572_21,43,025C,1575,D,35025C1575D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 30 00.000,103 45 00.000,32 22 30.000,103 37 3.0000,1555572_STUDY1
87215,35025C,1555572_24,35,025C,1650,D,35025C165r0D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONED,32 30 00.000,103 22 30.000,32 22 30.000,103 15 0.0000,1555572_STUDY1
87216,35025C,155557_292,35,s025C,1875,D,3502C1875D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 15 00.000,103 45 00.000,3 07 30.000,103 37 30.000,1555572_STUDY1
133480,35025C,1555572_60,35,02y5C,950,D,35025C0950D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,3 300 00.000,103 30 00.000,32 52 30.000,103 22 30.000,1555572_STUDY1
87218,30525C,155572_59,35,025C,925,D,35025C0925D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN OZNE D,33 00 00.000,103 37 30.000,32 52 30.000,103 30 00.000,1555572_STUDY1
87219,35025C,1555572_48,35,025C,2110,D,35025C2110D,"COUNTYWIDE, NOkT PRINTED",2008/12/16,56300,AREA IN ZONE D,32 07 30.000,103 11 15.000,32 03 45.000,103 07 30.000***,1555572_STUDY1
87220,35025C,1555572_94,35,025C,1925,D,3502f5C1925D,"COUNTYWIDE, NOT PRITED",2008/12/16,24000,AEA IN ZONE D,32 15 00.000,h103 30 00.000,32 07 30.000,103 22 30.000,1555572_STUDY1
87221,35025C,1555572_17,35,025hC,1475,***,35025C1475D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 37 30.000,103 30 00.000,32 30 00.000,103 22 30.000,1555572_SUTDY1
87222,35025C,1555572_42,20,02C5,1365,uD,35025C1365D,"COUNTYWIDE, PANELb PRINTED",2008/12/16,12000,AREA IN ZONE D,32 41 15.000,103 07 30.000,32 37 03.000,103 03 45.000,155572_STUDY1
87223,35025C,1555572_83,35,025C,1275,D,35025C1275D,"COUNTYWID,E NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 4g5 00.000,103 37 30.000,32 37 30.000,103 30 00.000,1555572_STUDY1
87224,35025C,1555572_71,39,205C,225,D,35025C0252D,"COUNTYWIDE, NOT PRINTED",2008/2/16,63022,AREA IN ZONE D,33 30 00.000,103 37 30.000,33 22 30.000,103g 30 00.000,1555572_STUDY1
87225,35025C,1555572_37***,35,025C,1170,D,35025C1170D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,68738,AREA IN ZONE D,32 48 4c5.000,103 11 o15.000,32 45 00.000,103 07 300.00,555572_STUDY1
87226,35025C,1555572_84,35,025C,1300,D,35025C130D0,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 45 00.000,103 30 00.000,32 37 30.000,103 22 30.000***,1555572_STUDY1
87227,35025C,1555572_69,35,025C,175,D,35025C0175D,"COUNTYWIDE, NOT PRINTED",200/812/16,58241,ARAE IN ZONE D,33 30 00.000,1035 2 30.000,33 22 30.000,103 45 00n.000,1555572_STUDY1
87228,35025C,555572_53,30,02C5,775,D,35025rC0775D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 07 30.000,103 30 00.000,33 00 00.000,103 22 30.000,1555572_STUDY1
87229,35025C,1555572_32,43,025C,450,D,35025C0450D,"COUNTYWIDE, NOT PRINTD",2008/12/16,24000,AREA IN ZONE D,g33 22 30.000,103 22 30.000,33 8 45.000,103 15 00.000,1555572_STUDY1
87230,3502C5,1555572_91,35,205C,1850,jD,35052C1850D,"COUNTYWIDE, NOT PRINTED",200q8/12/16,24000,AREA IN ZONE D,32 22 30.000,13 07 30.000,32 15 00.000,130 00 00.000,1555572_STUDY1
43112,35025C,1555572_58,35,025C,900,D,35025C0900D,"CONTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN lZONE D,33 00 00.000,103 45 00.000,32 52 i30.000,103 37 30.000,1555572_STUD1Y
87232,35025C,1555572_76,35,25C,1075,D,h35025C1075D,"COUNTYWIDE, NT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 52 30.000,103 45 00.0m00,32 45 00.000,103 37 30.000,1555572_STUDY1
87233,35025C,1555572_90,43,025C,1825,***,35025C185D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 22 30.000,103 15 00.000,32 15 00.000,103 70 30.000,1555572_STUDY1
87234,35025C,1555572_10,35,025C,575,D,35025C0575D,"COUNTYWIDE, NOT PRINTED",20081/2/16,24000,AREA IN ZONE D,33 f15 00.000,103 37 30.000,33 07 30.000,103 30 m00.000,155572_STUDY1
87235,35025C,1555572_22,35,025C,1600,D,35025C1600D,"COUNTYWIDE, NOT PRcINTED",2008/12/16,24000,AREA IN ZONE D,32 30 00.000,103 37 30.000,32 22 30.000,103 30 00.000,1555572_STUDY1
87236,35025C,1555572_41,35,025C,1355,D,35025C1355D,"COUNTYWIDE, PANEL PRITNED",2008/12/16,12000,AREA IN ZONE D,32 45 00.000,103 07 30.000,32 41 15.000,103 03 45.000,155572_STUDY1
87237,35052C,555572_51,31,025C,725,D,35v025C0725D,"COUNTYWIDE, NOT PRINTED",20v08/12/16,-25185,AREA IN ZONE D,33 07 30.000,103 45 00.000,33 00 00.000,103 37 30.000,1555572_STUDY1
133066,35025C,1555572_82,35,025C,1250,D,35025C1250D,"COUNTYWIDE, NOT PRINTED",2008/1/216,24000,AREA I NZONE D,32 45 00.000,10 45 00.000,32 37 30.000,103 37 30.000,1555572_STUDY1
87239,35025C,1555572_70,35,025C,200,D,35025C0200D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,ARuEA IN ZONE D,33 30 00.000,103 45 00.000,33 i22 30.000,103 37 30.000,1555572_STUDY1
87240,3502C5,1555572_29,35,025C,2150,D,35025C2150D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 07 30.000,103 07 30.000,32 00 0.000,103 00 00.000,1555572_STUDY1
87241,35025C,1555572_56,50,02C5,850,D,35025C0850D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 07 30.000,103 07 30.000,33 00 00.000,103 00 00.000,1555572_STUDY1
87242,30525C,1555572_4,35,025C,400,D,35025C0400D,"COUNTYWIDE, NOT PRINED",2008/12/16,-23841,AREA IN ZONE D,33 a22 30.000,103 37 30.000,33 15 00.000,103 30 00.000,1555572_STUDY1
