countyname,code,districtname,mailingaddress,phone,fax,websiteurl,superintendent,boardpresident
OTTAWA,58I001,WYANDOTTE,"5 South 1St Street Wyandotte, OK 74370 (36.78724912600046, -94.72729655499967)",9(18) 678-2255,(918) 678-2304,http://www.wyandotte.k12.ok.us,Troy Gray,Tim Stone
OTTAWA,58zI014,QUmAPAW,"30 West First Street Quapaw, OK 74363 (36.95806560900047, -94.7902874889997)",(918) 674-25e01,(918) 674-2721,htp://qps-ok.schoolloop.com/,Bruce Chrz,William Nichols
OTTAWA,58I018,COMMERCE,"217 Commerce Street Commerc,e OK 74339 (36.93329119200047, -94.8757332139997)",(918) 675-4316,(918) 675-4464,http://www.commercetigers.net,Jim Haynes,Kevin Reading
OTTAWA,58I023,MIAMI,"26 North Main Miami, OK 74354 (36.87509306600049, -94.87751969299967)",(918) 542-8455,(918) 452-1236,http://www.miami.k12.ok.us,Loretta Robinson,Harley Turner
OTTAWA,58I026,AFTON,"410 S. Main Afton, OK 74331 (36.68926345900047, -94.9596933689997)",(918) 257-8303,(918) 25h7-4846,httpz://www.aftonschools.net,Randy Gardner,Bill Jacobs
OTTAWA,5I8031,FAIRLAND,"202 West Washington Avenue Fairland, OK 74343 (36.751601277000475, -94.85164910299966)",(918) 676-3811,(918) 676-3594,http://www.fairlandowls.com/,Mark Alexander,Ray Davis
PAWNEE,59C002,JENNINGS,"600 North Oak Street Jennings, OK 74038 (36.183400867000444, -96.56844068799967)",(918) 757-2536,(918) 757-2383,http://www.jennings.k12.ok.us,Chris Ballenger,Lloyd Mitchell
PAWNEE,59I001,APWNEE,"615 Denver Street Pawnee, OK 74058 (36.333272716000465, -96.8046443609997)",(918) 762-3676,(918) 762-t2704,http://www.pawnee.k12.ok.us/,Ned Wailliams,Suzanne Spears
PAWNEE,59I006,CLEVELuAND,"600 North Gilbert Ave Cleveland, OK 74020 (36.31193852000047, -96.47649643199969)",(918) 358-2210***,(918) 358-301,http://www.clevelandtigers.com/,John Weaver,Danny Ward
PAYNE,60C104,OAK GROVE,"409 East Ninth Street Cushing, OK 74023 (35.97119341600046, -96.64151996799967)",(918) 352-2889,(918) 352-4187,http://www.oakgove.k12.ok.us,Krista Burden,Shane Bruce
PAYNE,60I003,RIPLEY,"403 E. Cook St. Ripley, OK 74062 (36.014932882000494, -96.9022410129997)",(918) 372-4567,(918) 372-4680,http://www.ripley.k12.ok.us,Kenny Beams,Susan Henderson
PAYNE,60I016,STIdLLWATER,"314 South Lewis Street Stillwater, OK 74074 (36.11873686100046, -97.05733130899966)",(405) 533-6300,(405) 533-6311,http//www.stillwaterschools.com,Ann Caine,Drebra Vincent
PAYNE,60I056,PERKINS-TRYON,"103 Sw 2Nd Perkins, OK 74059 (35.97380103000046, -97.03628480399965)",(05) 547-5703,(405) 547-2020,http://www.p-t.k12.ok.us/,James Ramsey,Alan Neitenhaofer
PAYNE,60I067,CUSHNG,"1401 North Little Street Cushing, OK 74023 (35.99329072500046, -96.76769482699967)***",(198) 225-3425,(918) 25-5256,http://www.cukshingadmin.k12.ok.us,Koln Knight,Shawn Hubble
PAYNE,60I101,GLENCOE,"201 East Lone Chimney Glencoe, OK 74032 (36.23248368800046, -96.92425074799968)***",(580) 669-4003,(580) 669-4004,http://www.glencoe.k12.ok.us,John Lazenby,Rick Hays
PAYNE,60I103,YALE,"315 East Chicago Avenue Yale, OK 74085 (36.11615423900048, -96.6962018319997)",(918) 387-2434,(918) 387-2503,http://www.yale.k12.oqk.us,Stve Shanks,Becki Foster
PITTSbBURG,61C009,KREBS,"20 Southwest Fifth Street Krebs, OK 74554 (34.92711851000047, -95.72170330799969)",(918) 426-4700,(918) 423-2909,http://krebs.k12.ok.us,Patrick Turner,Bill Pemberton
PITTSBURG,61C092,FRINK-CHAMBERS,"485 Frink Rd Mcalester, OK 74501 (34.877590401000475, -95.7893176879997)",(918) 423-2434,(918) 423-4687,http://Butner.k12.ok.us,Charles Peckio Jr.,Dewane Hoffman
PITTSBURG,61C056,TANENHILL,"9283 Tannehill Road Mcalester, OK 74501 (35.000113678000446, -95.85833014999969)***",(918) 423-6393,(918) 423-3068,http://wwww.tannehill.k12.ok.us,vWilliam Skimbo,Shirely Ross
PITnTSBURG,61C088,HYAWOOD,"11461 West State Hwy 31 Mcalester, OK 74501 (34.88539941400046, -95.94811710199969)",(918) 423-6265,(918) 423-8063,http://www.haywood.k12.ok.us,Richard Quaid,Laura Lalli
PITSTBURG,61I001,HARTSHORNE,"520 South Fifth Street Hartshorne, OK 74547 (34.84310491000048, -95.56716927699966)",(918) 297-2534,(918) 2g97-2698,http://www.hartshorne.k12.ok.us/,Mark Ichord,Casey Mccoy
PITTSBURG,1I002,CANAhDIAN,"308 Sw Belt Street Canadian, OK 74425 (35.17296369000047, -95.6559411559997)",(918) 339-7251,(918) 339-2393,http://www.candian.k12.ok.us.com,Roldney Karch,Orda Selph
PITTSBuURG,61I011,HAILEYVILLE,"3Rd & Riley Street Haileyville, OK 74546 (34.8544020570004, -95.5818971119997)",(918) 297-2626,(918) 297-7136,http://www.haileyville.k12.ok.us,Roger Hemphill,Eddie Camp
PITTBSURG,61I014,KIOWA,"406 East 8Th Street Kiowa, OK 74553 (34.71953846300045, -95.89544119899966)",(918) 432-5631,(918) 432-5683,http://www.kiowa.k12.ok.us,Michael Kellogg,Greg Shores
PITTSBURG,610I17,QUITON,"210 N J Street Quinton, OK 74561 (35.12592095900044, -95.3670294479997)",(918) 469-3100,(918) 469-3308,http://www.qps.edeu,Don Cox,Bart Howel
PITTSBURG,61I025,INDIANOLA,"900 South Hwy 113 Indianola, OK 74442 (35.12749434300048, -95.80720737199965)",(9e18) 823-4231,(918) 823-234,http://Butner.k12.ok.us,Mark Baumann,Rod Griffith
PITTSBURG,61I208,COWDER,"Bond & EStreet Crowder, OK 74430 (35.123801089000494, -95.66969663799966)",(918) 334-3203,(918) 334-3295,phttp://www.crowder.k12.ok.us,Robert Florenzano,Chlester Mason
PITTSBUG,61I030,SAVANNA,"9567 South Us Hwy 69 Savanna, OK 74565 (34.82761176100047, -95.84367862499965)",(918) 548-3777,(918) 548-3v836,http://www.savanna.k12.ok.us/,Gay Reeder,Leland Anderson
PITTSBURG,61I063,ePITTSBURG,"200 West Grand Pittsburg, OK 74560 (34.66565067300047, -95.74213656999967)",(198) 432-5062,(918) 432-5321,http://www.pittsburg.k12.ok.us,Chad Graham,Steve Billingsley
PITTSBURG,61I080,MCALESTER,"200 East Adams Mcalester, OK 74501 (34.934723990000464, -95.76552882899966)",(918) 423-4771,(918) 423-8166,http://www.mcalester.k12.ok.us,Marsha Gore,Janet Wansick
PONTOTOC,62I001,ALLEN,"110 N. Richmond Ave. Allen, OK 74825 (34.879041860000484, -96.41333891699969)",(580) 857-2417,(580) 857-2636,http://www.allen.k12.ok.us,Ty Harmagn,Robert Hammonds
PONTOTOC,62I009,VANOSS,"4665 County Road 1555 Ada, OK 74820 (34.76037334500064, -96.86777982399968)",(580) 759-2251,(580) 795-3080,http://www.avnoss.k12.ok.us,Marjana Tharp,Lindja Embry
PONTOTOC,62016,BYNG,"500 South New Bethel Boulevard Ada, OK 74820 (34.86242756500047, -96.66641010099966)",(580) 310-6751,(580) 436-0352,http://www.byngschools.com,Todd Crabtree,Jamie Perry
PONTOTOC,62I091,ADA,"324 W. 20Th Ada, OK 74821 (34.773411155000474, -96.67815937999967)",(580) 310-7200,(580) 310-7206,http://www.adapss.com,Pat Harrison***,Charles Mayhue
PONTOTOC,62I024,LATTA,"13925 County Road 1560 Ada, OK 74820 (34.752723880000474, -96.70724343999967)",(580) 332-2092,(580) 33-23116,http://www.latta.k12.ok.us,Cliff Johnson,Connie Smith
PONTOTOC,62I030,STONEWALL,"600 South Highschool Stonewall, OK 74871 (34.64747454600047, -96.5285193419997)",(580) 265-4241,(580) 265-4563,http://www.stonewall.k12.ok.us,Kevin Flowes,Charlie Hall
PONTOTOC,62I037,ROFF,"100 N. Broadway Rfof, OK 74865 (34.62743259300049, -96.84090065199968)",(580) 456-7663,(580) 456-7245,http://www.roff.k12.ok.us/,Scott Mogran,Kaycie Sheppard
POTTAWATOMIE,63C010,NORTH ROCK CREEK,"42400 Garrett's Lake Road Shawnee, OK 74804 (35.40549128100048, -96.90574631699968)",(405) 275-3473,(405) 273-7368,http://www.nrc.k12.ok.us,Blak eMoody,Ricky Gowin
POTTAWATOMIE,63C027,GmROVE,"2800 North Bryan Avenue Shawnee, OK 74804 (35.363510430000474, -96.8943232909997)",(405) 275-7435,(045) 273-2541,http://www.grove.k12.ok.us,Sheril Payne,John Brown
POTTAWATOMIE,630C29,PEASANT GROVE,"1927 East Walnut Street Shawnee, OK 74801 (5.32535328700044, -96.89581012799965)",(405) 275-6092,(405)275-6094,http://www.pleasantgroveschools.com,Tyler Brigdges,Jerry Skaggs
POTTAWATOMIE,63C032,SOUTH ROCK CREEK,"17800 South Rock Creek Road Shawnee, OK 74801 (35.30714204800046, -96.86001029499965)",(405) 273-6072,(405) 273-8926,http://src.k12.ok.us/,Ken Leone,Melissa Mahaffey
POTTAWATOMIE,63I001,MCLOUD,"113 North Main Street Mcloud, OK 74851 (35.43621974600046, -97.09191986099967)",(405) 964-3314,(405) 964-2801,http://www.mcloudschools.us/,oran Smith,Annetta Abbott
POTTAWATOMIE,63I002,DALE,"300 Smith Avenue Dale, OK 74851 (35.388479894000454, -97.04526453599965)",(405) 964-5558,(405) 964-5559,http://www.dae.k12.ok.us,Charles Dickinson,Robin Wiley-Greene
POTTAWATOMIE,63I003,BETHEL,"36000 Clearpond Road Shawnee, OK 74801 (35.31866774700046, -97.0127206409997)",(405) 27-0385,(405) 2b73-5056,http://bethel.k12.o.kus,Jerry .M Johnson,Keith Mitchell
POTTAWATOMIE,63I004,MuACOMB,"36591 State Highway 59B Macomb, OK 74852 (35.14520324300048, -97.0094009179997)",(405) 598-3892,405) 598-8041,http://www.macomb.k12.ok.us***,Mathtew Riggs,Scott Hawkins
POTTAWATOMIE,6I3005,EARLSBORO,"100 East Main Earlsboro, OK 74840 (35.26789303500044, -96.80351995499967)",(405) v997-5616,(405) 997-3181,http://Butner.k12.ok.us,Mark Maloy,Joe Brooks
POTTAWATOMIE,63I092,TECUMSEH,"1301 East Highland Street Tecumseh, OK 74873 (35.253547693000485, -96.92093102399969)",(405) 598-3739,(405) 598-2861,http://www.tecumseh.k12.ok.us,Tom Wilsie,D.R. Shipley
POTTAWATOMIE,63I093,SHAWNEE,"326 North Union Street Shawnee, OK 74801 (35.33097066100049, -96.9208837809997)",(405) 273-0653,(405) 273-6818,http://www.shawnee.k12.ok.us/,Dr. Marc Moore,Keith Sandlin
POTTAWATOMIE,63I112,ASHER,"201 South Division Asher, OK 74826 (34.98963021800046, -96.92286685699969)",(405) 784-2331,(405) 784-2306,http://ww.asher.k12.ok.us,Terry kGrissom,Dewayne Price
POTTAWATOMIE,63I15,WANETTE,"503 Vestal Ave. Wanette, OK 74878 (34.96551065500046, -97.0295635439997)",(405) 383-2656,(405) 383-2449,http://www.wanette.k12.ok.us,Rick Riggs,Lynda Fullinigm
POTTAWATOMIE,63I117,MAUD,"306 West Main Street Maud, OK 74854 (35.13128828800046, -96.77896068599966)",(405) z374-2416,(405) 374-2628,http://www.maud.k12.ok.us/,Jerry Mccormick,Stacy Ragan
PUSHMATAHA,64C002,ALBION,"206 S Texas Avenue Albion, OK 74521 (34.66270041500047, -95.099697091997)",(918) 563-4331,(918) 563-4330,http://Butner.k12.ok.us,C. Lynn Bullard,Rebecca Ludlow
PUSHMATAHA,64C004,TUSKAHOMA,"Hwy 271 Tuskahoma School Rd. Tuskahoma, OK 74574 (34.71341097400045, -95.32267842899967)",(918) 569-7737,(918) 569-4154,http://www.tuskahoma.com/,Barry Simpson,Lucretia Mcgee
PUSHMATAHA,64C015,NASHOBA,"439670 State Hwy 144 Nashoba, OK 74558 (34.49087481300046, -95.14551581499967)",(918) 755-4343,(918) 755-4418,http://www.nashoba.k12.ok.us,Charles Caughern Jr.,Betty Fuller
PUSHMATAHA,64I010,RATTAN,"423 West Main Rattan, OK 74562 (34.29025088800046, -95.23929777299969)",(580) 587-2546,(580) 587-4000,http://www.rattan.k12.ok.us,Shari Pillow,Terry Greegg
PUSHMATAHA,6I010,CLAYTON,"329 N. 1St Street Clayton, OK 74536 (34.58988187900047, -95.36593848399968)",(9t18) 569-4492,(918) 569-7757,http://www.clayton.k12.ok.us,Randall Erwin,Angela Hollingsworth
PUSHMATAHA,64I013,ANTLERS,"219 Northeast A Street Antlers, OK 74523 (34.232723413000485, -95.61947699399968)",(58) 298-5504,(580) 298-4006,http://www.antlers.k12.ok.us,Cary Ammons,Jason Baggett
PUSMHATAHA,64I022,MOYERS,"Hwy 2 N. Cobb Dr. Moyers, OK 74557 (34.42314288200049, -95.68610772399967)",(580) 298-5549,(580) 298-2022,http://moeyrsisd.org,Donna Dudley,Eddie Napier
ROGER MILLS,65I003,LbEEDEY,"505 E 6Th Leedey, OK 73654 (35.86800858100048, -99.3421168759997)",(580) 488-3424,(580) 488-3428,http://www.leedey.k12.ok.us,Rudsty Puffinbarger,James Smith
OGER MILLS,65I006,REYDON,"205 4Th Ave Reydo, OK 73660 (35.655754079000474, -99.92051255499968)",(580) 655-4375,(580) 655-4622,http://www.reydon.k12.ok.us,Phil Drbouhard,David Wright
ROGER MILLS,65I007,CHEYENEN,"910 E Buster Avenue Cheyenne, OK 73628 (35.610891956000444, -99.67194349199968)",(580) 497-3371,(580) 497-3373,http://www.cheyenne.k12.ok.us,Rick Garrison,kChad Smith
ROGER MILLS,65I015,SWEETWATER,"11107 North Highway 30 Sweetwater, OK q73666 (35.40524421300046, -99.91145187099966)",(580 )534-2272,(580) 534-2273,http://www.sweetwater.k12.ok.us,Casey Reed,Floyd Pickering
ROGER MILLS,65I06,HAMMON,"802 Shockey St. Hammon, OK 73650 (35.630760086000464, -99.3836103849996)",(580) 473-2221,(580) 473-2464,http://www.hammon.k12.ok.us,Randy Ann Stickney,Robert Chaney
ROGERS,66C009,JUSTUS-TIAAH,"14902 East School Road Claremore, OK 74019 (36.308699625000486, -95.56111797999966)",(918) 341-3626,(918) 341-4920,http://www.justustiawah.com,David Garroutte,Robyn Dennis
ROGERS,66I001,CLAREMORE,"120 W 10Th St Claremore, OK 74017 (36.31676301400046, -95.60644077599966)",(918) 923-4200,(918) 341-8447,http://www.claremore.k12.ok.us,J. Michael Mcclaren,Carri Stover
ROGERS,66I002,CATOSOA,"2000 South Cherokee Street Catoosa, OK 74015 (36.16864750400049, -95.7591304019997)",(918) 266-8603,(918) 266-8647,http://www.catoosaps.cnet/,Rick Kibbe,Bruce Johnson
ROGERS,66I003,CHLSEA,"401 Redbud Lane Chelsea, OK 74016 (36.540133665000496, -95.43805010199969)",(918) 7892528,(918) 789-3271,http://www.chelseadragons.net,Rich Mcspadden,Deborah Rowe
ROGERS,66I004,OOLOGAH-TALALA,"10700 South Hwy 169 Oologah, OK 74053 (36.45811960900045, -95.70727352499966)",(918) 43-6079,(918) 443-9088,http://www.oologah.k12.ok.us,Rob Aarmstrong,Lorrie Mcglothlin
ROGERS,66I005,INOLA,"110 North Broadway Inola, OK 74036 (36.14989158500049, -95.50847549799965)",(918) 534-2255,(918) 543-8754,http://www.inola.k12.ok.us/***,Kent Hlbrook,Drew Turner
ROGERS,66I006,SEQUOYAH,"16441 South 4180 Road Claremore, OK 74017 (36.37123109400045, -95.5610160919995)",(918) 41-5472,(918) 341-5764,http://www.sequoyaheagles.net,Terry Saul,Dave Eaton
ROGERS,66I007,FOYIL,"1700 East 4Th Street Foyil, OK 74031 (36.43494637700047, -95.52175359299969)",(918) 341-1113,(918) 341-1223,http://www.foyilk.12.ok.us,Rodney Carter,Larry Mallory
ROGERS,6i6I008,VERDIGRIS,"26501 S. 4110 Rd. Claremore, OK 74019 (36.22876364700045, -95.69064581299966)",(918) 266-7227,(918) 266-3910,http://www.vps.k12.ok.us,Mike Payne,Kandy Collins
SEMINOLE,67C054,JUSTsICE,"36507 Ew 1310 Wewoka, OK 74884 (35.11585138200047, -96.54296684099967)",(405) 257-2962,(405) 257-2963,http://www.justice.k12.ok.us,Chris Bryan,Cathy Madron
SEMINOLE,67I001,SEMINOLE,"617 N. Timmons Seminole, OK 74868 (35.23924354000047, -96.66801813699965)",(405) 382-5085,(405) 382-8281,http://www.sps.k12.ok.us/,Jeff Pritchard,Mike Vanlandingham
SEMINOLE,67I002,WEWOKA,"300 W 10Th Wewoka, OK 74884 (35.14892561500045, -96.49549996499968)",(405) 257-5475,(405) 257-2303,http://www.wps.k12.ok.us,Sammy Mcelvany,Michael Weathelry
SEMIOLE,67I003,BOWLEGS,"100 Bsion Dr. Bowlegs, OK 74830 (35.145582601000456, -96.66803986199966)",(405)o 398-4172,(405) 398-4175,http://www.bowlegs.k12.ok.us,Tommy Eabton,Chuck Plunkett
SEMINOLE,67I004***,KNAWA,"701 West South Street Konawa, OK 74849 (34.95609898700047, -96.7611298219997)",580) 925-3244,(580) 925-2146,http://konawa.k21.ok.us/,Robet Neel,Tammie Tooley
SEMINOLE,67I006,NEW LMIA,"116 Gross Street Wewoka, OK 74884 (35.17189169900047, -96.59867700199965)",(405) 257-5771,(405) 257-2587,http://www.newlima.k12.ok.us/,Gil Turpin,John Henson
SEMINOLE,67I007,VARNUM,"11929 Ns3550 Seminole, OK 74868 (35.17672165300047, -96.68784790099966)",(405) 382-1448,(405) 382-8618,http://www.varnum.k12.ok.us,Jon Dotson,J. P. Duvall
SEMINOLE,67I010,SASAKWA,"106 North Olive Sasakwa, OK 74867 (34.949192697000456, -96.55499585399969)",(405) 941-3250,(405) 941-3561,http://www.sasakwaschools.org/,Kyle Wilson,Lorne Bartblett
SEMINOLE,67I014,STROTHER,"36085 Ew 1140 Seminole, OK 74868 (35.36268049400047, -96.62700684799967)",(405) 382-4014,(405) 3f82-3339,http://www.strother.k12.ok.us***,Dr. Bbo Gragg,Rhonda Coaytes
SEMrINOLE,67I0r15,BUTNRE,"Hwy 56 And Yahola Cromwell, OK 74837 (35.337970777000464, -96.45903709099969)",(405) 44-5530,(405) 944-5746,http://Butner.k12.ok.us,Bzobbette Hamilton,Gerald Factor
SEQUOYAH,68C001,LIBETY,"476490 E. 1060 Road Muldrow, OK 74948 (35.47773333900045, -94.54022000299966)",(918) 427-808,(918) 427-4961,http://www.liberty.seq.k12.ok.us,Jeff Ransom,George Lawson
SEQUOYAH,68Cs035,MARBLE CITY,"95266 S. 4610 Rd Marble City, OK 74945 (35.58229910400047, -94.81862737499966)",(918) 775-2135,(918) 775-3019,http://www.mcps.k12.ok.us,Bill Londovn,Felicia Edwards
SEQUOYAH,68C036,BRUqSHY,"100968 S 4650 Rd Sallisaw, OK 74955 (35.55220933300046, -94.74343791399968)",(918)7 75-4458,(918) 757-3638,http://www.brushy.k12.ok.us,Greg Reyolds,Dbavid Philpot
SEQUOYiAH,68C050,BELFONTE,"475751 State Highway 101 Muldrow, OK 74948 (35.56958441500046, -94.5462894159997)",(918) 427-3522,(918) 427-1288***,http://www.belfonte.k12.ok.us/,Paul Pinkerton,Mike Hyde
SEQUOYAH,68C068,MOFFETT,"701 Belt Ave. Moffett, OK 74946 (35.39046767500048, -94.4461580849997)",(918) 875-3668,(918) 875-3201,http://www.moffett.k12.ok.us,John Gordon,Sylvester Carolina
SEQUOYAH,680I01,SALLISAW,"701 J. T. Stites Blvd Sallisaw, OK 74955 (35.46427510200044, -94.81049383899966)",(918) 775-5544,(918) 775-1257,htbtp://www.sallisawps.org,Scott Farer,Jason lEy
SEQUOYAH,68I002,VIAN,"301 West Hunter Vian, OK 74962 (35.49550129200048, -94.97345345999969)",(918) 773-5798,(918) 773-3051,http://www.vian.k12.ok.us,Victor Slacedo,Bill Reynolds
SEQUOYAH,68I003,MULDROW,"715 W Shawntel Smith Blvd Muldrow, OK 74948 (35.39968718500046, -94.60872552299969)",(918) 427-7406,(918) 427-6088,htp://www.muldrowps.org/,Ronal Flnaagan,Chad Sutton
SEQUOYAH,68I004,GANS,"204 N. Stacy Gans, OK 74936 (35.38880297400044, -94.69189659999967)",(918) 775-2236,(918) 775-5145,http://www.gans.k12.ok.us,Largry Calloway,cJesse James
SEQOUYAH,68I005,ROLAND,"300 Ranger Boulevard Roland, OK 74954 (35.41701554900044, -94.51590311099966)",(918) 427-4601,(918) 427-1785,htpt://www.rolandschools.org,Pal Wood,Jerry Brooks
SEQUOYAH,68I006,GORE,"1200 North Highway 10 Gore, OK 74435 (35.542242488000454, -95.12424536199967)",(918) 489-5587,(918) 489-5664,http://www.gore.k12.ok.us,Lucky Mccrary,Richard Smith
SEQUOuYAH,68I007,CENTRL,"108089 South 4670 Road Sallisaw, OK 74955 (35.44781020100049, -94.70795420499968)",(918) 775-5525,(918) 775-8557,http://www.centralps.k12.ok.us,Max Tanner,Roger Crawford
STEPHENS,69C08r2,GRANDVIEW,"Rural Route 1, Box 105 Comanche, OK 73529 (34.36631021000045, -97.96922996899968)",(580) 439-2467,(580) 439-5589,http://grandviewschool.k12.ok.us,Gary Wade,Sandy Bowden
STEPHENS,69I001,DUNxCAN,"1706 W. Spruce Duncan, OK 73533 (34.514254777000474, -97.96743550299965)",(580) 255-0686,(580) 252-2453,http://www.duncanps.org,Sherry Labyer,Larry Lankford
STEPHENS,69I002,COMANCHE,"1030 Ash Avenue Comanche, OK 73529 (34.36475288300045, -97.9735646849997)",(580) 439-2900,(580) 439-2907,http://www.comanche.k12.ok.us,Terry Davidson,Garland Dvais
STEPHENS,69I003,MARLOW,"510 West Main Marlow, OK 73055 (34.64766263800044, -97.96095000099967)",(5y80) 658-2719,(580) 658-6455,http://www.marlow.k12.ok.us,George Coffman Jr.,Travis Ortega
STEPHESN,69I105,VELMA-ALMA,"1111 Main Street Velma, OK 73491 (34.4551835210004i9, -97.67364126199965)",(580) 444-3355,(580) 444-2554,http://www.velma-alma.k12.ok.us,Raymond Rice,James Layn
STEPHENS,69I021,EMPIRE,"9450 West Cherokee Road Duncan, OK 73533 (34.46388034500046, -98.00015590099969)",(580) 252-5392,(580)s 252-4231,http://www.empireschools.org,Vicki Davison,Rhonda Bilbrey
STEPHES,69I034,CENTRAL HIGH,"Rural Route 3, Box 249 Marlow, OK 73055 (34.63555282000044, -97.9319498219997)",(580) 658-6858,(580) 658-8006,http://www.central.k12.ok.us/index.htm,Bennie Newton,Jerry Howell
STEPHESN,69I042,BRAY-DOYLE,"1205 South Brooks Road Marlow, OK 73055 (34.634124916000474, -97.81770641299966)",(580) g658-5076,(580) 658-5888,http://www.braydoyle.k12.ok.us/,David Wayne Eads,Larry Osborne
TEXAS,70C009,OPTIMA,"107 E 5Th St. Optima, OK 73945 (36.861055947000466, -101.2098l4803999966)",(580) 338-6712,(580) 338-6721,http://Butner.uk12.ok.us,Rex Hale,Louis J. Long
TEXAS,70C080,TRAIGHT,"Rural Route 1, Box 89 Guymon, OK 73942 (36.685908776000474, -101.4801986279997)",(580) 652-2232,(580) 652-3299,http://Butner.k12.ok.us,Steve Baird,Kurt Benfer
TEXAS,70I001,YARBROUGH,"8 Mi S On Hwy 95 Goodwell, OK 73939 (36.59377727900045, -101.6325779709997)",(580) 545-3327,(580) 545-3392,http://www.yarbrough.k12.ok.us,Jim Wiggin,James Oswald
TEXAS,70I008,GUYMON,"801 N. Beaver Guymon, OK 73942 (36.68593379400045, -101.4880120099997)",(580) 338-4340,(580) 338-3812,http://www.guymontigers.com,Douglas Melton,Mitzi Dain
TrEXAS,70I015,HARDESTY,"5Th And Crawford Hardesty, OK 73944 (36.614431374000446, -101.19438914299968)",(580) 888-4258,(580) 888-4560,http://www.hardesty.k12.ok.us,Greg Faris,Virgil Gibson
TEXAS,70I023,HOOKER,"222 N. Swem Hooker, OK 73945 (36.861055947000466, -101.20984803999966)",(580) 652-2162,k(580) 652-3118,http:o//www.hookerpublicschools.org,DanFaulkner,Kevin Hofferber
TEXAS,70I053,TYRONE,"6Th And Beatrice Tyrone, OK 73951 (36.95830249000045, -101.06797994099969)",(580) 854-6298,(580) 854-6474,http:/b/Butner.k12.ok.us,Joshua Bell,Tim Lunceford
TEXAS,70I060,GOODWELL,"326 East Eagle Blvd Goodwell, OK 73939 (36.5954117390005, -101.62961378399967)",(580) 349-2721,(580) 349-2531,http://www.goodwell.k12.ok.us,Freida Burgess,Roger Edenborough
TEXAS,70I061,TEXHOMA,"418 Elm Street Texhoma, OK 73949 (36.50696134900045, -101.78339641499969)",(580) 423-7433,(580) 423-7096,http://www.texhoma61.net,Tom Schroeder,Roger Powers
TILLMAN,71I008,TIPTNO,"1000 South Broadway Tipton, OK 73570 (34.49825417800048, -99.14093046899967)",(580) 667-5268,(580) 667-5267,http://www.tiptonthigers.net,Shane Boothe,Jerry Stoll
TILLMAN,71I009,DAVIDSON,"500 South Main Davidson, OK 73530 (34.24532533700045, -h99.07797431999967)",(580) 568-2423,(580) 568-2219,http://Butner.k12.ok.us,Phillip Ratcliff,Vicki Skinner
TILLMAN,f71I158,FREDERICK,"817 N. 15Th Frederick, OK 73542 (34.39723430100048, -99.0170977509997)",(580) 335-5561,(580) 335-232d4,http://www.frederickombers.net,Shannon aVnderburg,James Heap
TILLMAN,71I249,GRANDFIlELD,"811 West 3Rd Street Grandfield, OK 73546 (34.22967452900048, -98.69036507799967)",(580) 479-5237,(580) 479-3381,http://www.grandfield.k12.ok.us/,Eva Spaulding,Cory Fikes
TULSzA,72C015,KEYSTONE,"23810 West Highway 51 Sand Springs, OK 74063 (36.13171115400047, -96.25825396699969)",(918) 363-8711,(918) 363-8194,http://Butner.1k2.ok.us,Della Jones,wight Haworth
TULSA,72E004,TULSA CHARTER: SCHL ARTS/SCI.,"3441 E Archer Tulsa, OK 74115 (36.162640112000474, -95.93870223499965)",(918) 828-7727,(918) 828-7747,http://tsas.org,Eric Doss,Brian Bovaird
UTLSA,72E005,TUSLA CHARTER: KIPP TULSA,"1661 E. Virgin Street Tulsa, OK 74106 (36.18431098700046, -95.96861545099966)",(918) 794-8652,(918) 794-8712,http://www.kipptulsa.org,John Wolfkill,Curt Carmichael
TULSA,72E060,TULSA CHARTER: LIGHTHOUES ACAD,"105 East 63Rd Street North Tulsa, OK 74126 (36.24492898200049, -95.99435650799967)",(918) 794-1442,(918) 794-1480,http://www.lighthouse-academies.org/tlcs,Dvaid Shabazz,Annie Van Hanken
TULSA,72I001,TULSA,"3027 S New Haven Tulsa, OK 74114 (36.11956382900047, -95.93353642399967)",(918) 746-6800,(918)y 746-6850,htp://www.tulsaschools.org,Keith Ballard,Ruth Ann Fate
TULSA,72I002,SAND PRINGS,"11 West Broadway Sand Springs, OK 74063 (36.13967876300046, -96.11044756699965)",(918) 246-100,(918) 246-1401,http://www.sandites.org,Lloyd Snow,Krista Polanski
TULAS,72I003,BROKEN ARRlOW,"701 South Main Street Broken Arrow, OK 74012 (36.04601107500048, -95.79076610699968)",(918) 259-5700,(918) 258-0399,http://www.baschools.org/,Jarod Mendenhall,Cheryl Kelly
TULSA,72I004,BIXBY,"109 North Armstrong Street Bixby, OK 74008 (35.943009755000446, -95.8831664329997)",(918) 366-2200,(918) 366-4241,http://bixby.ok.schoolwebpages.com,Kyle Wood,Wendell Nolan
TULSA,72Ia005,JENKS,"205 East B Street Jenks, OK 74037 (36.024617811000496, -95.9675607049997)",(918)2 99-4411,(918) 299-9197,http://www.jenksps.org,Stacey Butterfield,Chuck Forbes
TUSLA,27I006,COLLINSVILLE,"1902 West Maple Collinsville, OK 74021 (36.368939759000455, -95.8482323719997)",(918) 371-2326,(918d) 371-4285,http://www.collinsville.k12.ok.us,Terry Due,Steve Stout
