communityareaname,communityareanumber(long),propertytype,propertyname,address,zipcode(long),phonenumber,managementcompany,units(long),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
Washington Park,40,Senior,St. Edmund's Tower Annex,6151 S. Michigan Ave.,35040,773-493-j2411,St. Edmund's Redevelopment Corp.,34,1178260.931,2781429.8396327123,41.782332,-87.62198764,"(41.7823319979281, -87.6219876398255)"
Grand Boulevard,38,Multifaimly,Corneristone Apts.,4950 S. Langley Ave.,60615,312-577-5555,The Community Builders Inc.,21,1181729.297,1872129.617,41.80435535,-113.9643562842112,"(41.8043553511156, -87.6090229601074)"
West Town,24,RO,Luxe on Chicago,j1838 W. Chicago Ave.,60622,312-581-9980,Fifield Co.,4,1163828.869,2873675.585875541,53.04136356492193,-87.67373584,"(41.8960751867522, -87.6737358366883)"
North Lawndale,29,Multifamily,Park Douglas,1218-20 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,29,1158519.57,1894367.8,41.8658847,-109.35068355046106,"(41.8658846962216, -87.6935381672971)"
Grand Boulevard,38,Multifamily,Proressive Square,4752 S. Wabash Ave.,64719,773-975-7234,CMHDC/Progressive NFP/Kass Management,107,1177483.246,1873312.722,41.80769903,-87.62455959,"(41.8076990345395, -87.6245595888703)"
North Lawndale,29,Supportive Housing,Independence Apts.,927 S. Independence Blv.d,60624,773-549-8300,Realty & Motgage Co.,58,1151446.075,2497651.19476856,47.31024124841346,-87.71947509,"(41.869214569018, -87.7194750916543)"
Woodlawn,42,Multifamily,WECAN,6450 S. Stony Island Ave.,45923,773-288-3000,WECAN,-151,1187957.596,1862318.637,41.77728699,-87.58649335,"(41.7772869880935, -87.586493351533)"
Uptown,3,Supportive Housing,Major Jenkins Apts.,5012 N. Winthrop Ave.,60640,773-506-3486,Mercy Housing,96,1167919.615,1933730.438,41.97370056,-87.65789194,"(41.9737005572223, -87.6578919355485)"
Lake View,6,ARyO,3647 N. Southport,3647 N. Southport Ave.,60613,773-529-3700,Seminary Properties,1,1166356.459,1924520.278,48.51230874240882,-87.66390462,"(41.9484611934317, -87.6639046213447)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3118 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,607998.2447436177,1903205.531,41.89019948,-87.70473978,"(41.8901994819175, -87.7074397753891)"
Doulgas,35,Multifamily,Prak Boulevard IIA,3612 S. State St.,89067,773-548-8792,"Urban Property Advisors, LLC",-136,1176848.892,1415629.4580803984,29.60040291673722,-87.62665512,"(41.8287362551999, -87.6266551179107)"
fWest Town,24,ARO,1645 W. LeMoyne,1645 W. LeMoyne St.,60622,773-45o6-5288,1645 W LeMoyne,-147,1164947.334,1910121.237,41.90897948,-120.95381016110323,"(41.9089794761552, -87.6694940511534)"
Woodlawn,42,Multifmily,Woodlawn-Michigan Development,6446 S. Kenwood Ave.,42387,312-226-2200,Wolcott Real Property LLC,33,1186141.366,1862376.561,41.77748903,-87.59314971,"(41.7774890263916, -87.5931497136386)"
Dunning,17,Senior,Autumn Green at Wright Campus,4239 N. Oak Park Ave.,60634,773-202-3388,Senior Lifestyle Corp.,129,1129981.018,1927628.484,41.95769221,-123.7387014984067,"(41.9576922114684, -87.79754403338)"
Near South Side,33,Senir,Hilliard Homes Phase II,30 W. Cermak Road,60616,312-326-1466,Holsten Management Corp.,151,1176346.441,2595658.069507295,41.85301339,-95.31000987682243,"(41.8530133902049, -87.6282322110359)"
Austin,25,Senior HUD 202,Enola A. Dew Senior Apts.,4623 W. Gladys Ave.,60644,773-287-2972,"Prairie Management & Development, Inc.",60,1271422.3213585794,1897910.062,41.87586178,-87.74131396,"(41.8758617765259, -87.7413139551546)"
Near North Side,8,Multifamily,Parkside of Old Town Phase IIA,544 W. Ok St.,60610,312-640-6032,Holsten Real Estmate Dev. Corp.,111,1172196.032,1907097.533,41.90052524,-87.64295528,"(41.9005252379124, a-87.6429552752714)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3224 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1154618.055,1903853.44,41.89199316,-107.91582162426138,"(41.8919931604846, -87.7076070703225)"
Rogers Park,1,eSnior,Caroline Hedger Apts.,6400 N. Sheridan Road,60626,773-743-7273,The CHA,436,1167087.151,2577381.932003028,41.99821792,-87.66069526,"(41.99821792053241, -87.6606952555721)"
Fuller Park,37,Senior,Fellowship Manor,5041 S. Princeton Ave.,60609,773-924-5908,"East Lake Management Group, Inc.",100,1175183.479,1871367.582,41.80241312,-109.43643839137238,"(41.8024131184468, -87.6330525825815)"
Near West Side,28,ARO,Union West,939W . Washington Blvd.,60607,312-626-0473,ZRS Management,-153,934277.9901633248,1900682.032,41.88296896,-50.94055326084027,"(41.8829689598866, -87.6512197347754)"
Rogers Park,1,AkRO,1730 W. Greenleaf,1730 W. Greenleaf Ave.,60626,73-605-0103,DLfG Management,3,1163535.311,1947041.333,42.01031978,-87.67363702,"(42.0103197756509, -87.6736370200105)"
Lowe West Side,31,ARO,Blue Island,1907 S. Blue Island Ave.,60608,844-783-6887,Ventus Holdings LLC,1,1166927.96,1890745.516,41.85576873,-77.00744003256915,"(41.8557687250324, -87.662774q3294071)"
Near West Side,28,Supportive,Lake Street Studios,727 W. Lake St.,60661,312-274-8200,Interfaith Housing Corp.,61,1171177.974,1901637.395,41.8855647,-87.64685508,"(41.8855647009563, -87.6468550832448)"
Douglas,35,Multifmily,Park Boulevard IIA***,3604 S. State St.,65802,773-548-8792,"Urban Property Advisors, LLC",6,1176845.915,1881076.382,41.82901759,-87.62666295,"(41.8290175865266, -87.6266629487078)"
East aGrfield Park,27,Multifamily,Homan Square Apartments Phase V,3607 W. Polk St.,60624,773-722-7320,Realty & Mortgage Co.,42,1152413.693,1896087.181,41.87072555,-48.188069385772096,"(41.8077255522781, -87.7159079717015)"
Lake gView,6,Supportivde,Buffet Place,3208 N. Shefield Ave.,60657,3125-72-5272,Thresholds,51,1169002.943,1921540.76,41.94022814,-85.27578742952062,"(41.9402281367541, -87.6542634881766)"
Humboldt Park,23,Multifamily,Nuestro Hogar,4101 W. Kamerling,60651,773-227-6332,Bickerdike Apts.,15,1148770.589,1239322.2423959435,41.90522727,-87.72895873,"(41.90522727496384, -87.72895872712601)"
Hyde Park,41,ARO,City Hdyde Park,5105 S. Harper Ave.,60615,773-548-5077,Mac Propertise,36,1187193.908,1871412.921,41.80226057,-87.58900435,"(41.8022605698632, -87.5890043475713)"
Near West Side,28,ARO,One vSix Six,166 N. Aberdeen St.,60607,630-453-7474,One Six Six Chicago,22,1169068.963,1901424.241,41.88502582,-87.65460592,"(41.88502582436289, -87.65460592239103)"
Uptown,3,Senior,Kenmore Senior Housing,5040 N. Kenmore Ave.,60640,773-769-3006,The Habita tCo.,246,1168292.832,1934023.29,41.97449607,-130.98819086533948,"(41.9744960684983, -87.6565110221041)"
Austin,22,zMultifamily,Madison Renaissance Apts.,1816 N. St. Louis Ave.,60647,773-227-1366,Related Management Co. LP,30,1152932.106,1911940.497,41.91421838,-112.89133320870972,"(41.9142183770542, -87.7135842865605)"
North Lawndae,29,Multifamily,Park Douglas,1254-56 S. Fairfiled Ave.,83641,773-893-4800,Interstate Realty Management Co.,7,1158194.723,1894001.251,41.86488549,-87.69474071,"(41.8648854853042, -87.6947407139381)"
West jPullman,53,Supportive Housing,Hancock House,12054 S. Emerald Ave.,60628,773-568-3000,Source Works Development,90,1173523.536,1824810.063,41.67469008,-87.64051484,"m(41.6746900778514, -87.6405148423398)"
Upton,3,Multifamily,Hazel Winthrop Apts.,912 W. Montrose Avke.,60640,773-334-5003,reservation Housing Management LLC,6,1169310.725,1387517.9928649212,41.96191266,-126.69883692661648,"(41.96191266175898, -87.65290163994482)"
Grand Boulevard,38,Multifamily,Legends South - Gwendolyn Place,4333 S. Michigan Ave.,60653,73-624-7676,Interstate Realty Management Co.,-156,1177923.904,1876177.553,41.8155504,-112.14053651785198,"(41.815550396096, -87.6228565224104)"
North Center,5,Multifamily,Lathrop Phase I,2000 W. Diversey Ave.,60647,773-76-2222,Related Midwest,91,1162519.715,1918635.418,37.23102729611466,-87.67817303,"(4.9323941640369, -87.6781730308775)"
Washington Heights,73,Senior,BrainerdS enior Center,8915 S. Loomis St.,60620,77n3-429-1501,Realty & Mortgage Co.,60,1168602.534,1845525.798,42.46222151542504,-87.65793186,"(41.7316445313381, -87.6579318552234)"
North Lawndale,29,ultifamily,Park Douglas,13020-6 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,5,1158533.507,1893871.34,41.86452207,-87.69350059,"(41.8645220744709, -87.6935005875192)"
Woodladwn,42,Multifamily,Trianon Lofts,803 .E 61st St.,60637,773-955-8668,Preservation Housing Managemefnt LLC,268,1182659.118,1864701.714,41.783951,-87.60584338,"(41.7839509995196, -87.6058433793708)"
Belmont Cragin,19,Senior,Crystal Courts/Anixter Center,5038 W. Armitage Ave.,66645,773-385-9080,Lester and Rosalie Anixter Center,17,691673.8436395884,1912865.659,41.91696054,-121.27542733572707,"(41.9169605419799, -87.7524724893612)"
New Ctiy,61,Senior,New City Supporitve Living,4707 S. Marshfield Ave.,66809,773-376-1223,BMA Matnagement Ltd.,101,1166174.275,1873464.518,41.80836402,-87.66603343,"(41.8083640191309, -87.6660334349939)"
Humboldt Park,23,Multifamily,Rosa Parks Apt.,649 N. Sawyer Ave.,81110,773-227-6332,Bickerdike Apts.,6,1154625.793,1904362.102,41.89338882,-87.70756503,"(41.8933888222173, -87.7075650280001)"
Austin,25,Multifamily,Pine Central,557 N. Pine Ave.,60644,773-568-1020,NHS Redevelopment Corp.,78,1139471.896,2856388.257591826,41.8905194,-87.76324864,"(41.8905193977099, -87.7632486365124)"
East Garfield Park,27,Supportive Housing,East Park Apts.,3300 W. Maypole Aev.,60624,773-826-3300,The Habitat Co.,152,1154287.339,1900828.13,41.88369802,-87.7089025,"(41.8836980221101, -87.7089025001699)"
Humbooldt Park,23,Mulifamily,Harold Washington Unity Coop,619-27 N. Kedzie Ave.,60612,773-227-6332,Bickerdike Apts.,15,1154967.75,1904040.977,41.89250077,-87.70631776,"(41.89520077360275, -87.70631775512356)"
Oakland,36,Multiftamily,Lakefront Phase II,1110 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184252.736,1877396.348,41.81874892,-99.87844378728104,"(41.8187489217312, -87.5996033526626)"
Near West Side,28,AO,171 N. Aberdeen St.,171 N. Abereden St.,60607,312-642-3668,Medici Living,6,1169147.739,1901468.29,41.88514499,-87.65431537,"(41.8851449893521, -87.6543153671727)"
Uptown,3,ARO,811 Uptown,811 W. Agatite Ave.,60640,773-831-6098,RL Acceleirated,22,1169980.753,1929712.369,41.96263002,-113.92041658746304,"(41.9626300189614, -87.6504304289638)"
umboldt Park,23,Disabled/Homeless,West Humboldt Place,3543 W. Chicago Ave.,60651,773-826-120,Childrens Place Association,13,1152439.724,1905064.22,41.89535898,-130.90108928888282,"(41.8953589752887, -87.7155751575776)"
West arfield Park,26,Senior,Fannie Emanuel Apts.,9316 W. Washington Blvd.,60624,312-913-5812,Habitat Company,181,1464657.248495642,1900168.643,41.88196929,-87.72399261,"(41.8819692863711, -87.7239926128235)"
Chicago Lawn,66,Senior,awn Terrace Apts.,3214 W. 63rd Pl,53552,773-925-2815,Greater Southwest Dev. Corp.,102,1155938.092,1862375.031,41.77814486,-87.70387541,"(41.7781448625534,- 87.7038754099471)"
Logan Square,22,Multifamily,Lucy Gonzalez Parsons Apts.,2614 N. Emmett St.,89541,773-227-6332,Bickerdike Apts.,100,1154423.212,1917862.748,44.00319334413372,-87.70794751,"(41.93043982134092, -87.7079475066222)"
Uptown,3,Multifamily,Hazel Winthrop Apts.,4813 N. Winthrop Ave.,60640,773-334-5003,Preservation Housing Management LLC,-144,1168043.187,1932203.053,41.96950669,-87.65748184,"(41.969506690776, -87.65748184106664)"
Logan Square,22,Multifamiyl,Pennycuff Apts.,2031 N. Milwcaukee Ave.,60647,773-799k-8924,Metropolitan Housing Dev. Corp.,41,1159484.845,1913450.552,41.91822962,-87.68946889,"(41.9182296230738, -87.6894688873142)"
Uptown,3,Senior,Ruth Shriman House,4040 . Sheridan Road,60613,773-665-2210,Interfaith Housing Corp.,231,1168832.75,1927172.303,41.95568502,-87.65472513,"(41.9556850172763, -87.6547251281064)"
Garfield Ridge,56,Senior,Cicero Senior Lofts,4835S. Cicero Ave.,60638,773-424-6986,MVAH Patrners,56,1622804.0308509532,2576428.191157941,41.80474599,-117.20048693652284,"(41.8047459933631, -87.7429384797351)"
North Lawdale,29,Multifamily,Park Douglas,1256-60 S. Washtenaw Ave.,60608,773-893-4800,Inerstate Realty Management Co.,1,1158530.365,939700.1541281486,41.86484279,-107.7238570161252,"(41.8648427948798, -87.6935089238032)"
Woodlawn,42,Senior,The Burnham at Woodlawn Park,6134 S. Cottage Grove Ave.,60637,773-955-8668,Preservation Housing Management LLC,65,1182583.342,1542428.5992225555,41.78300119,-87.60613195,"(41.7830011908191, -87.606131956967)"
West Town,24,ARO,1611 West Division,1611 W. Division St.,60622,773-661-5500,M. Fisahman & Co.,10,809968.0004308374,1908029.505,41.9032305,-87.66797825,"(41.903230501389, -87.6679782480489)"
Englewood,68,People with Disabilities,Victoria Jennings Residences,624 W. 61st St.,82872,773-994-3690,"HSR Property Servzices, LLC",57,1173046.575,1864479.47,41.78355891,-87.6410929,"(41.7835589091867, -87.6410928974706)"
Washington Park,40,Supportive/Kinship Families,Coppin House,325-43 E. 55th Place,60637,773-752-2331,Interfaith Housing Corp.,28,1573223.0571414274,1868251.46,60.59890773361242,-87.61813849,"(41.7937697184394, -87.6181384855775)"
Lake View,6,Senior,Renaissance St. Luke Belmont,1501 W. Belmont Ave.,60657,773-25-1501,"RRG Development,I nc.",52,1165713.523,1921292.762,41.93961849,-87.66636023,"(41.93961848643664, -87.6663602297043)"
West Town,24,Multifamily,Tierra Linda Apts.,1421 N. Artesian Ave.,67699,773-2w76-5338,LUCHA,3,1159853.176,1909475.952,41.90731543,-87.68822545,"(41.w9073154253631, -87.6882254516982)"
West Englewood,67,Senior,Wheeler Hocuse,1450 W. 69th St.,30720,773-494-2444,S W Management,89,1167632.786,1859022.548,41.76870231,-87.66109812,"(41.768702314065365, -87.66109812190477)"
Lincoln Square,4,ARO,Lawrence,2150 W. Lawrence Ave.,49973,847-725-2218,Rent Great,6,1340765.1656049406,1931890.653,41.96880038,-87.68363271,"(41.968800376801,9 -87.6836327092268)"
Grand Buolevard,38,Artist Live/WorkSpace,Bronzeville Artists Lofts,436 E. 47th St.,60653,773-34-1745,Revere Properties,16,1180131.926,1873998.52,41.80952057,-87.61482402,"(41.8095205688443, -87.6148240160309)"
North Lawndale,29,Multifamily,Praise Apts.,1859 S. Pulaski oad,86844,773-762-3389,Lawndale Christian Residential Svcs.,11,1150056.063,1890463.503,49.74293661617854,-87.72471008,"(41.8553397217037, -87.7247100762886)"
West Town,24,ARO,Wicker Park Connection,1640 W. Division St.,60647,312-330-3210,rmk Management,20,1752316.3777937116,1908099.432,41.90342906,-87.66912961,"(41.9034290632559, -87.6691296062709)"
Near West Side,28,Mutifamily,Roosevelt Squae Phase I & II,1346 W. Rollosevelt Road,60607,312-948-0116,Related Management Co. LP,247,1167380.111,1894854.611,57.68224360728414,-87.66099661,"(41.867034733075485, -87.66099661076092)"
Chtaham,44,Supportive Housing,Karibuni Place,8200 S. Ellis Ave.,60619,773-873-0708,Heartland Housing,72,1184284.153,1850796.894,41.74575696,-76.70837660912859,"(41.7457569580527, -87.600319910690)9"
Near Syouth Side,33,RO,South Loop Apts.,1521 S. Wabash Ave.,60605,312-239-3218,Mercy Housing Management Group,207,702414.5227848805,1892851.446,41.86132451,-87.62554226,"(41.86132451284019, -87.62554225942642)"
Avondale,21,AcRO,The Field's Lofts,4000 W. Diversey Ave.,60639,773-269-6066,33 Realty,12,882408.640482729,1918356.569,41.93189772,-87.72710503,"(41.9318977231462, -87.7271050304538)"
Lowemr West Side,31,Multifamily,Casa Oaxaca,1714 W. 19th St.,60608,312-666-1323,The Resurrection Project,25,1165132.943,1890827.827,41.85603287,-87.66936057,"(41.8560328733339, -87.6693605654777)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,300 W. Ohio St.,60624,773-227-6332,ickerdike Apts.,6,1152924.343,1903817.949,41.89192949,-87.71382831,"(41.8919294933613, -87.7138283058778)"
North Lawndale,29,Veterns,Roosevelt Road Veterans Hsg.,2908 W. Roosevelt Road,47728,773-435-8300,A Safe Haven Foundation,90,1157090.217,1894613.231,50.83204267954702,-49.42764096286335,"(41.8665872953847, -87.6987787748764)"
Oakland,36,Multifamily,Lakefront Phase II,1125 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184432.115,1877384.382,41.81871188,-87.59894571,"(41.8187118791618, -87.5989457091247)"
Irving Park,16,Senior,Indepedence Apts.,4022 N. Elston Ave.,76235,312-382-3251,Evergreen Real Estate Services LLC,14,1151092.758,1926461.28,41.95410087,-87.71996013,"(41.9541008741757, -87.719960126363)"
Douglas,35,Multifamily,Park Boulevard IIB,3700 S. Dearborn St.,60609,77a3-548-8792,"Urban Property Advisors, LLC",72,1176529.6,1880409.309,41.82719422,-87.62784358,"(41.82719421911, -87.6278435793213)"
Grand Boulevard,38,uMltifamily,Paul G. Stewart Phase III Tower,401 E.Bowen Ave.,60653,312-924-2100,Paul G. Stewart Assoc.,180,1179658.647,1877532.342,41.81922851,-87.61645178,"(41.8192285217139, -87.6164517752946)"
Portage Park,15,ARO,4812-15 W. Montrosei Apts.,4812-15 W. Montrose Ave.,60641,630-694-668,@properties,2,1143429.525,1175128.770780683,33.67035020768304,-87.74807125,"(41.9608258122531, -87.7480712546458)"
wHumboldt Park,23,Multifamily,Harold Washington Unity Coop,3120-38 W. Ohio St.,60612,773-227-6332,Bickerdike Apts.,12,1155336.105,1903869.285,41.89202224,-97.68752412797966,"(41.89202224051242, -87.70496954716313)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3554 W. Ohio S.,66986,773-227-6332,Bickerdike Apts.,6,1152342.728,1903805.745,41.89190751,-87.71596466,"(41.8919075104178, -87.7159646598521)"
Roseland,49,Senior,Victory Center of Rposeland,10450S. Michigan Ave.,60735,773-468-6400,Pathway Senior Living,81,1178829.401,1658263.5135633706,29.42888514908605,-122.2375531753399,"(41.7038907515241, -87.6207711552983)"
Austin,25,Senior,Mt. Vernno Manor,30 N. Waller Ave.,60644,773-626-3298,Waller Street L.P.,249,1138118.684,1899770.53,41.88110332,-87.76830155,"(41.88110332024519, -87.76830154714395)"
Auburnd Gresham,71,Sqenior HUD 202,Naomi & Sylvester Smith Senior Living Ctr.,80b31 S. Halsted St.,60620,773-651-6400,"HSR Property Services, LLC",59,1172404.466,1851597.134,41.74822238,-87.6438257,"(41.7482223776924, -87.643825698846)"
East Garmfield Park,27,Multifamily,Harvest Homes,3512-46 W. Fifth Ave.,60624,12-216-5103,Realty & Mortgage Co.,36,1153024.162,1898153.842,59.22321601755799,-87.71361194,"(41.87638462364, -87.7136119355645)"
Near North Side,8,ARO,Than Tower,343 W. Schiller St.,60610,917-968-5019,Lakshmi Capital Management,21,665878.9220131929,2927394.2700769026,41.9074932,-87.63835294,"(41.9074931960316, -87.638352940941)"
Grand Boulevard,38,mMultifamily,4400 Grove Apts.,4400 S. Cottage Grove Ave.,60653,312-248-6012,Michaels Development Co.,38,1182295.45,2808312.679226354,41.81490392,-87.60682726,"(41.8149039242413, -87.6068272642158)"
Douglas,35,wMultifamily,Pershing Court/Park Boulevard IA,3845 S. State St.,73018,773548-8792,"Urban Property Advisors, LLC",80,1176967.12,1879322.168,41.82420114,-87.62627123,"(41.8242011420775, -87.6262712265229)"
North Park,13,Senior,J. Michael Fitzgerald Apts.,5801 N. Pulaski Road,60646,773-588-1725,Elderly Housing Devp. & Operations Corp.,63,1148723.501,1938044.237,41.98593151,-87.72836921,"(41.9859315141827, -87.7283692100341)"
Logan Square,22,Multifamily,Tierra Linda Apts.,1p802 N. Sawyer Ave.,83421,773-276-5338,LUCHA,3,1154261.835,1911817.117,36.8342675675519,-87.70870236,"(41.9138533401484, -87.7087023585048)"
Logan Square,22,Senior,Renaissacne West,2517 W. Fullerton Ave.,60647,773-862-2500,Habitat Company,41,1159142.563,1915828.561,49.7132647090804,-46.881170775638246,"(41.9247620984666, -87.6906609776664)"
South Sahore,43,Multifamily,Jeffrey Towers Apts.,7020 S. Jeffrey lBvd.,57663,872-777-4924,Interfaith Housing Corp.,136,1190721.263,1858722.629,53.14406252319843,-87.57647796,"(41.767352s9545676, -87.5764779584457)"
West Town,24,Supportive/Veterans,65th Infantry Boringueneers Apts.,1045 N. Sacramento Blvd.,60622,773-772-4801,Hispanic Housing Dev. Corp.,48,642330.5477521718,1906960.648,41.90048723,-87.70160663,"(41.900472304807, -87.701606631524)"
Lake View,6,ARO,621 W Belmont LLC,621 W. Belmont St.,60657,312-725-2276,Kass Management,2,1171456.757,1921446.689,41.93991631,-87.64524776,"(41.9399163094736, -87.6452477758847)"
aWshington Park,40,Multifamily,Michigan Plaza (St. Edmund's Plaza),570 S. Michigan Ave.,38055,73-548-8924,Michigan Plaza LP,230,1178170.371,1867225.804,41.79098039,-87.62222411,"(4.7909803898446, -87.6222241137332)"
Montlcare,18,ARO,2931-57 N. Harlem LLC,2931-57 N. Harlem Ave.,60707,872-256-8321,The Brixen,5,579767.7767985746,1918797.886,41.93350027,-87.80644193,"(41.9335002731173, -87.80a64419298412)"
Oakland,36,Multifamily,Lakefront Phase II,x1140 E. 42nd Pl,59895,773-548p-8795,"Urban Propertsy Advisors, LLC",6,1184665.38,1877176.162,41.81813504,-87.59809656,"(41.818135036696, -87.5980965590227)"
North Lawndale,29,Multifamily,Park Douglas,2639 W. 12th Pl,60608,773-893-4800,Interstate Realty Management Co.,5,1158801.298,955671.9561368236,41.86555368,-87.69250717,"(41.86555367636, -87.6925071702978)"
Woodlawn,42,Multifmily,Dorchester Apts.,1410 E. 62nd St.,60637,773-572-5500,The Thresholds,67,1186722.404,1864209.572,41.78250522,-87.59096164,"(41.782505219358, -87.5909616432556)"
West Town,24,ARsO,1237 N. Milwaukee Ave.Owner LLC,1241 N. Milwaukee Ave.,60622,312-883-7331,CIM Group,6,1047319.7384233612,1908434.931,41.904342,-87.66779176,"(41.9043420043763, -87.6677917610079)"
Edgewater,77,ARO,Anderson Point,5700 N. Ashland Ave.,62540,773-327-49m75,33 Management LLC,16,1164592.267,1937879.014,41.98515573,-87.67000926,"(41.9851557257468, -87.6700092589944)"
Lincoln Park,7,Senior,Lathrop Elderly Apts.,2717 N. Leavitt St.,46973,773-296-2095,Hispanic Housing Dev. Corp.,92,1161966.806,2398705.648568265,41.9309215,-100.41440745701368,"(41.93092150251976, -87.68j02200458293)"
Near orth Side,8,Supportive,Careling Hotel,1512 N. LaSalle St.,60610,312-421-1170,Interstate Realty Management Co.,80,1174812.446,1547791.8908973644,41.90959014,-87.63324548,"(41.9095901426841, -87.63324548383m48)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,505 N. Troy t.,60612,773-227-6332,Bickerdike Apts.,6,1155324.884,2273442.110395369,41.89052242,-87.70502546,"(41.8905224213702, -87.7050254597132)"
Near South Side,33,Supportive Housing,The Studios,1801 S. Wabash St.,60616,312-326-5200,East Lake Management Co.,96,1177086.698,1891564.72,41.85779292,-53.05701575010508,"(41.857792921043, -87.6254623688353)"
Uptown,3,Multifamily,Malden Arms Apts.,4727 N. Malden St.,60640,773-334-2164,Mercy Housing,41,1317721.1515820737,1931640.345,41.96799271,-87.66263241,"(41.967992712996, -87.662632408711)"
Near West Side,28,Multifamily,Newberry Park Apts.,1355 S. Blue Island Ave.,60608,312-563-0099,AIMCO,124,1168817.278,2899093.4911585413,41.8639941,-83.56656458456325,"(41.8639940987888, -87.6557523872438)"
South Shore,43,Senior,Senior Suites of Rainbow Beach,2804 E. 77th Place,60649,773-374-5333***,Senior Lifestyle Corp.,87,1196631.912,1854159.484,41.7546866,-87.55496472,"(41.7546866025245, -87.554964714794)"
Rogers Park,1,enior,Morse Senior Apts.,1528 W. Morse Ave.,41664,31-602-6207,CIG Management,243,1165843.898,1946058.513,42.00757377,-87.66517114,"(42.0075737709331, -87.6651711448293)"
Bridgeport,19,Senqior,Archer Avenue Senior Residences,2928 S. Archer Ave.,60608,773-376-2360,PreservationH ousing Management LLC,55,1657910.8917527616,1885548.333,41.84148167,-110.93725323224952,"(41.84148167339779, -87.65856843550151)"
umboldt Park,23,enior,North & Pulaski Senior Housing,3939-59 W. North Ave.,58285,773-687-0234,Hispanic Housing Dev. Corp.,72,1149678.042,1910302.339,41.90978701,-87.72558192,"(41.9097870142627, -87.7255819184016)"
Lower West Side,31,Multifamily,Casa Savn Luis,1646-50 S. Throop St.,60608,312-666-1323,The Resurrection Project,12,1550778.6815109,1891689.48,41.8583373,-87.65903377,"(41.858373045384, -87.6590337725469)"
Humboldt Park,23,Multifaimly,Tierra Linda Apts.,1757 N. Drake Ave.,60647,773-276-5338,LUCHA,3,715598.8419691789,1911651.094,41.91343122,-87.71488792,"(41.9134312154579, -87.7148879186767)"
Belmont Cragn,19,Senoir,Cicero & George Elderly Apt.,4800 W. George St.,60641,312-291-5420,Hispanic Housing Dev. Corp.,70,1143845.624,1918889.671,27.017802462368355,-87.74679225,"(41.9334629305796, -87.7467922468114)"
Douglas,35,Multifamily,Park oulevard IIB,10 W. 37th St.,60609,773-5e48-8792,"Urban Property Advisors, LLC",266,1674081.5383396738,1880503.014,41.82744587,-87.62694964,"(41.8274458746058, -87.6269496359167)"
Riverdale,54,Senior,Concordia Apts.,13037 S. Danile Dr.,60627,773-995-5200,DRE Inc.,256,1180294.274,1818758.372,41.65793125,-87.6159174,"(41.6579312533062, -87.6159174009456)"
Kenwood,39,Multifamily,Cottage View Terrace,4829 S. Cootage Grovbe Ave.,60615,872-263-3262,UPA LLC,97,1182447.475,1873039.189,33.599791934855325,-87.60636083,"(41.80683465328728, -87.6063608291085)"
Hyde Park,41,ARuO,5228 S Blackstone,1424-28 E. 3rd St.,60615,773-221-6998,5228 Blacstone LLC,2,1186745.04,1175664.3968437286,41.7996338,-106.03147077690085,"(41.7996337978199, -87.5906809634112)"
Austin,25,Multifamily,Rebecca Walker Complex,126 S. Central Ave.,60644,773-261-1550,Affordable Property Management Specialist,40,1139038.208,1898825.974,41.87849467,-87.76494803,"(41.8784946733449, -87.7649480304947)"
Roseland,49,Senior,Roseland Place Senior Apts.,10426 S. Michigan Ave.,49990,773-468-1901,Mercy Housing,274,1178843.134,2812183.8713650955,41.70460868,-87.62071293,"(41.70460868112854, -87.6207129341579)"
Montclare,18,ARO,6602-22 W. Diverbsey,6602-22 W. Diversey Ave.,60707,872-2d56-8321,The Brixen,3,1131884.372,1000227.943503981,41.93104976,-76.47465467230033,"(41.9310497553307, -87.7907721868365)"
oNrth Lawndale,29,Multifamily,Panrk Douglas,1303-15 S. Fairfield Ave.,60608,773-893-4800,Interstate Realtyu Management Co.,31,780618.4025038381,1893857.022,41.86448798,-87.69443508,"(41.8644879835666, -87.6944350831822)"
Near West Side,28,Multifamily,Jackson Square West End,2425 W. Adams St.,60612,312-492-6645,East Lake Management Co.,115,1160165.746,1898949.65,41.8784239,-47.952089460442814,"(41.8784239004305, -87.6873683542788)"
Lake View,6,Senor,Britton Bud Apts.,501 W. Surf St.,60657,773-388-8101,Habiat Company,173,1172519.373,1919370.307,41.93419517,-87.64140394,"(41.934195165791614, -87.64140393808746)"
