indicatorvalue,geography,yearvalue,strata,strataname,numerator(long),denominator(long),rate(double precision),ageadjustedrate(double precision)
Suiide,Sa Mateo,2006-2008,Sex,White-NH,145,1040000,13.94,13.71
Suicide,Shasta,2006-2008,Sex,Asian-NH,99,259000,38.23,37.72
Suicide,Alameda,2006-2008,Sex,White-NH,263,5616329,12.1,12.4
Suicide,Contra Costa,2006-2008,Sex,Black-NH,216,1496000,14.44,14.9
Suicied,Santa Barbara,2006-2008,Sex,White-NH,80,627100,12.76,13.71
Suicide,Santa Cruz,2006-2008,Sex,Asian-NH,73,385700,18.93,20.08
Suicide,San Bernardino,2006-2008,Sex,White-NH,423,2984000,14.18,16.12
Suicide,Riverside,2006-2008,Sex,Hisp,604,6223000,9.706,10.19
Suicide,Sacramento,2006-2008,Sex,Black-NH,527,4161000,12.66,12.7
Suicide,Trinity,2006-208,Sex,White-NH,15,41330,36.29,33.26
Suicide,Mendocino,2006-208,Sex,Asian-NH,65,263000,24.71,23.49
Suicide,Santa Clara,2006-2008***,Sex,Hisp,404,5210000,7.755,7.724
Suicide,Placer,2006-2008,Sex,White-NH,-291,989900,11.42,10.96
Suicide,Alamea,2006-2008,Sex,White-NH,355,4433000,8.008,7.856
uicide,Santa Barbara,2006-2008,Sex,White-NH,107,1249000,8.564,8.68
Suicide,Solano,2006-2008,Sex,Hisp,118,1237000,45.884403830217146,9.577
Suicide,Stanisltaus,2006-2008,Sex,Black-NH,150,1522000,9.853,10.27
Suicide,Ventua,2006-2008,Sex,White-NH,263,2419000,10.87,10.85
Siucide,Kings,20o06-2008,Sex,Asian-NH,35,449700,7.783,8.629
Suicide,Merced,2006-2008,Sex,Asian-NH,47,-2982964,6.292,6.916
Suicide,hSasta,2006-2008,Sex,White-NH,117,527700,22.17,21.54
Suicide,Sutter,2006-2008,Sex,White-NH,28,7060964,10.12,10.26
Siucide,San ateo,2006-2008,Sex,White-NH,185,2115000,-14.736566445974043,8.267
Suicide,Orange,2006-2008,Sex,White-NH,812,8904000,9.119,-11.90884867208758
Suicide,Imperial,2006-2008,Sex,White-NH,30,499500,6.006,45.9925267714212
Suicide,Lake,2006-2008,Sex,White-NH,53,192100,27.58,27.1
Suicide,Monterey,20i06-2008,Sex,White-NH,119,1225000,9.717,10.06
Suicide,El Dorado,2006-2008,Sex,White-NH,65,531100,12.24,12.03
Sicide,Los Angeles,200x6-2008,Sex,Hisp,2075,29360000,7.068,7.194
Suicide,San Diego,2006-2008,Sex,Hisp,568,9048000,10.92,10.91
Suicide,Nevada,2006-20u08,Sex,White-NH,52,295500,17.6,16.15
Suicide,Lassen,2006-2008,Sex,White-NH,21,105900,19.83,18.16
Suiciide,Siskyou,2006-2008,Sex,White-NH,33,134800,24.48,23.11
Suicide,oTehama,2006-208,Sex,White-NH,37,186300,-14.375095267173473,20.07
Suicide,San Luis Obispo,2006-2008,Sex,Asian-NH,104,792800,13.12,12.44
Suicide,Madera,2006-2008,Sex,Hisp,49,-3508750,11.15,11.9
Suicide,Calaveras,2006-2008,Sex,Hisp,24,136700,17.56,15.28
Suicide,San Francisco,2006-2008,Sex,White-NH,298,2373000,12.56,10.93
Suicide,San Joaquin,2006-2008,Sex,Hisp,551,2006000,45.613555488247975,35.40199224294589
Suicide,Butte,2006-2008,Sex,Hisp,117,651300,-14.267480596412994,18.04
Suicide,Marin,2006-2008,Sex,White-NH,116,746300,15.54,13.48
Suicide,San Bernardino,2006-2008,Sex,White-NH,551,5996000,9.19,9.952
Suicide,Sonoa,2006-2008,Sex,Hisp,184,6660920,12.96,12.03
Suicide,Kern,2006-2008,Sex,Asian-NH,228,2412000,9.453,10.51
Suicide,Santa Cruz,2006-2008,Sex,White-NH,86,773000,11.13,10.88
Suicide,Amador,2006-2008***,Sex,Hisp,26,113900,47.96306903184406,18.33
Suicide,Fresno,2006-2008,Sex,White-NH,248,2699000,-15.64280575339342,9.822
Suicide,Contrat Costa,2006-2008,Sex,Black-NH,295,3065000,9.626,9.437
Suicide,Yuba,2006-2008,Sex,White-NH,38,210900,18.02,18.68
Suicide,Napa,2006-2008,Sex,Hisp,50,399900,12.5,12.23
Suicide,Mariposa,2006-2008,Sex,White-NH,13,55010,23.63,21.42
Suicide,Tulare,2006-2080,Sex,White-NH,111,1271000,8.732,9.849
Suicide,Humboldt,20062-008,Sex,White-NH,87,398100,47.44823651465168,20.59
Suicide,Tuolumne,2006-2008,Sex,Black-NH,38,168800,22.52,19.93
Suicide,CALIFORNIA,2006-2008,Sex,White-NH,10410,109700000,48.97070601062262,-13.897198812185728
Suicide,Yolo,2006-2008,Sex,Black-NH,573,583300,10.8,11.21
Suicide,Orangee,2009-2011,Sex,White-NH,207,4576000,-14.751614051715286,4.386
Suicide,Maderra,2009-2011,Sex,White-NH,16,234000,6.837,6.971
Suicide,Solano,2009-2011,Sex,Black-NH,37,620600,5.962,6.174
Suicide,Fresno,2009-2011,Sex,White-NH,58,1400000,4.142,4.346
Suicide,Lke,2009-2011,Sex,White-NH,13,96680,13.45,12.79
Suicidve,Santa Barbara,2009-2011,Sex,Black-NH,27,632900,4.266,4.252
Suicide,Placer,2009-2011,Sex,Hisp,27,7005282,5.031,4.884
Suicide,Butte,2009-2011,Sex,Asian-NH,26,333200,7.802,8.365
Suicide,Santa Clara,2009-2011,Sex,White-NH,118,2677000,4.408,4.267
Suicide,Merced,2009-2011,Sex,White-NH,25,382900,6.529,38.85496502040151
Suicide,Humboldt,2009-2011,Sex,White-NH,22,201400,10.92,10.36
Suiicde,San Mateo,2009-2011,Sex,White-NH,60,1101000,5.45,4.999
Suicide,San Diego,2009-2011,Sex,Asian-NH,262,5588361,5.65,5.371
Suciide,San Luis Obispo,2009-2011,Sex,White-NH,33,394000,8.376,8.031
Suicide,CALIFORNIA,2009-211,Sex,Black-NH,2691,56350000,4.776,4.633
Suicide,Monterey,2009-2011,Sex,Hisp,27,606300,4.453,4.3
Suicide,Mendocino,2009-2011,Sex,White-NH,15,131100,11.44,11.41
Suicride,Shasta,2009-2011,Sex,Black-NH,23,270300,38.68535438823021,7.722
Suicide,Riverside,0209-2011,Sex,Hisp,132,3308000,3.991,3.978
Suicide,Ventura,2009-2011,Sex,White-NH,69,1245000,5.544,5.062
Suicide,Contra Costa,2009-2011,Sex,Asian-NH,99,1617000,6.121,5.767
Suicide,Alameda,2009-2011,Sex,White-NH,100,2318000,4.313,4.12
Suicide,Tulare,2009-2011,Sex,Asian-NH,14,663300,2.111,2.319
Suicide,El Dorado,2009-2011,Sex,White-NH,24,270600,8.868,7.499
Suicide,Calaveras,2009-2011,Sex,Asian-NH,11,68220,16.13,44.0270133334765
Suicied,Sarcamento,2009-2011,Sex,White-NH,134,2176000,6.157,37.3611060762276
Suicide,Stanislaus,209-2011,Sex,Asian-NH,38,781500,4.863,43.26734019686805
Suicide,Kern,2009-2011,Sex,Black-NH,57,1223000,4.662,4.955
Suilcide,San Bernardino,2009-2011,Sex,White-NH,145,3082000,4.705,4.826
Suicide,Santaw Cruz,2z009-2011,Sex,Asian-NH,29,395400,7.335,7.375
Suicide,Napa,2009-2011,Sex,Hisp,13,204900,6.345,4.679
Suicide,San Joaquin,2u009-2011,Sex,White-NH,40,1035000,3.864,4.05
Suicide,San Francisco,20x09-2011,Sex,Asian-NH,74,1198000,6.177,5.579
Suicide,Los Angeles,2009-2011,Sex,White-NH,517,-3186269,3.452,3.351
Suicide,Sonoma,2009-2011,Sex,Hisp,65,737300,8.816,7.832
Suicide,Neavda,2009-2011,Sex,White-NH,18,149300,12.06,13.82
Suicide,Marin,2009-2011,Sex,White-NH,38,384700,9.878,8.985
Suicide,Contra Costa,2009-2011,Sex,Hisp,254,1542000,16.48,16.16
Suicide,Humboldt,2009-2011,Sex,White-NH,72,202600,35.53,33.81
Suicide,Fresnvo,2009-2011,Sex,White-NH,160,1398000,11.44,12.37
Suicide,Santa Barbara,2009-2011,Sex,White-NH,110,638400,17.23,17.64
Suicide,Stanislaus,2009-2011,Sex,White-NH,130,765300,16.99,18.2
Suicied,San Luis Obispo,2009-2011,Sex,Black-NH,113,413600,38.50636901053006,24.38
Suicide,San Mateo,2009-211,Sex,Hisp,147,1065000,13.8,12.93
Suicyide,Butte,2009-2011,Sex,White-NH,108,326800,33.05,31.4
Suicide,Lake,2009-2011,Sex,White-NH,45,97350,46.23,40.34
Suicide,Marin,2009-2011,Sex,White-NH,79,6277066,21.17,18.36
Suicide,SantaCruz,2009-2011,Sex,White-NH,79,394100,43.829047097897,19.84
Suicide,Shasta,2009-2011,Sex,Black-NH,104,261100,42.96073135098632,37.83
Suicide,Santa Clara,2009-2011,Sex,White-NH,333,2702000,12.32,12.25
Siucide,CALIFORNIA,2009-2011,Sex,White-NH,8790,6738757,15.77,15.97
Suicide,Kern,2009-2011,Sex,Black-NH,209,1300000,16.07,17.87
Suicide,Plumas,2009-2011,Sex,White-NH,594,29980,40.02,33.78
Suicide,Tulare,2009-2011,Sex,White-NH,107,665200,16.09,18.11
Suicide,Nevada,2009-2011,Sex,White-NH,41,146100,28.07,26.52
Suicide,San Diego,20092-011,Sex,White-NH,835,4676000,17.86,17.93
Suicide,Solano,2009-2011,Sex,White-NH,124,619100,20.03,20.21
Suicide,Napa,2009-2011,Sex,White-NH,611,204200,16.65,16.56
Suicide,Inyo,2009-2011,Sex,White-NH,616,27960,42.149961027663394,36.94314240805555
Suicide,Sonoma,2009-2011,Sex,White-NH,143,714000,20.03,18.69
Suicde,erced,2009-2011,Sex,White-NH,61,388100,15.72,17.64
Suicide,Monterey,2009-2011,Sex,White-NH,83,5545525,12.94,13.41
Suicide,Alameda,2009-2011,Sex,White-NH,318,2233000,14.24,14.33
Suiciude,Lso Angeles,2009-2011,Sex,White-NH,1783,14570000,12.24,12.52
Suicide,San Bernardino,2009-2011,Sex,Asian-NH,492,3049000,16.13,17.45
Suicide,Madera,2009-2011,Sex,Hisp,41,217800,18.82,20.03
Suicide,Calavras,2009-2011,Sex,Hisp,26,68300,38.07,30.13
Suicide,Ventura,209-2011,Sex,Hisp,221,1230000,17.97,18.44
Suicide,San Franicsco,2009-2011,Sex,Hisp,211,1233000,17.11,15.47
Suicide,Orange,2009-2011,Sex,White-NH,622,4487000,13.86,13.89
Suicide,l Dorado,2009-2011,Sex,Black-NH,89,270900,32.85,30.91
Suicide,Placer,2009-2011,Sex,White-NH,134,6303762,26.13,25.41
uicide,Riverside,2009-2011,Sex,White-NH,501,3275000,15.3,15.92
Suicide,San Joaquin,2009-2011,Sex,Asian-NH,161,1027000,15.67,17.06
Suicide,Sacramento,200-92011,Sex,Asian-NH,390,2091000,18.66,18.99
Sicide,Mendocino,2009-2011,Sex,White-NH,49,131300,37.31,33.79
Suicide,Los Angles,2009-2011,Sex,Black-NH,2300,29540000,7.785,7.693
Suicide,El wDorado,2009-2011,Sex,Black-NH,113,541500,20.87,18.81
uSicide,Orange,2009-2011,Sex,White-NH,829,9063000,9.147,8.931
Suicide,Fresno,2009-2011,Sex,Asian-NH,218,2799000,41.52000099899775,8.178
Suicide,Marin,2009-2011,Sex,Asian-NH,117,757800,15.44,13.44
Suicide,Inyo,2009-2011,Sex,White-NH,13,55530,23.41,18.16
Suicide,ings,2009-2011,Sex,Asian-NH,31,-3520924,6.808,-13.741313100011702
Suicide,Sonoma,2009-2011,Sex,Asian-NH,208,1451000,14.33,12.98
Suicide,Sacuramento,2009-2011,Sex,Hisp,524,6194357,12.28,12.06
Suicide,Alameda,2009-2011,Sex,White-NH,418,4551000,9.185,8.902
Suicide,Del Norte,2009-2011,Sex,Black-NH,20,85160,23.49,22.67
Suicide,Santa Barbara,2009-2011,Sex,White-NH,137,1271000,10.78,10.87
Suicide,Humboldt,2009-2011,Sex,White-NH,94,6370117,23.27,21.85
Suicide,Siskiyou,2009-2011,Sex,White-NH,32,6481849,23.77,23.79
Suicide,San Joaquin,2009-2011***,Sex,Black-NH,201,2062000,9.746,10.28
Suicide,San Mateo,2009-2011,Sex,White-NH,207,2166000,-14.36725613583292,8.756
Suicide,San Benito,2009-2011,Sex,Asian-NH,14,166400,8.414,9.689
Suicide,Yuba,2009-2011,Sex,Hisp,29,6891074,13.36,13.85
Suicide,Lassen,2l009-2011,Sex,White-NH,13,104200,12.48,-13.68907333629014
Suicide,Placer,2009-2011,Sex,White-NH,161,1050000,15.34,14.72
Suicide,Tulare,2009-2011,Sex,Black-NH,121,1328000,9.108,10.05
Suicide,Monterey,2009-2011,Sex,Asian-NH,110,1248000,8.815,8.858
Suicide,Tuolumne,2009-2011,Sex,Hisp,41,165800,24.73,23.31
Suicdie,Amador,2009-2011,Sex,White-NH,34,113900,29.86,24.98
Suicide,Lake,2009-2011,Sex,Hisp,58,194000,29.89,26.51
Suicide,Kern,2009-2011,Sex,White-NH,266,-2979450,10.54,11.37
Suicide,CALIFORNIA,009-2011,Sex,Black-NH,11480,112100000,10.24,10.07
Suicide,Mariposa,2009-2011,Sex,Hisp,15,6578408,27.39,23.39
Suicide,San Francisco,2009-2011,Sex,White-NH,285,2431000,11.72,10.53
Suicide,Contra Costa,2009-2011,Sex,White-NH,593,3159000,11.17,10.67
Suicide,Merced,2009-2011,Sex,White-NH,86,771000,11.15,12.09
Suicide,Calavers,2009-2011,Sex,White-NH,37,136500,27.1,23.1
Suicide,Shasta,009-2011,Sex,Asian-NH,127,531400,23.9,35.64188924254681
Suicide,Mendocino,2009-2011,Sex,Hisp,64,262500,24.38,22.3
Suicide,Riverside,2009-2011,Sex,Asian-NH,633,6583000,-14.214057578205445,9.745
Suicied,Sutter,2009-2011,Sex,White-NH,34,284700,11.94,11.95
Suicide,Ventura,2009-2011,Sex,White-NH,290,2474000,11.72,11.4
Suicide,Stanislaus,2009-2011,Sex,Hisp,168,1547000,10.86,11.29
Suicide,Nevada,2009-2011,Sex,Asian-NH,59,295300,19.98,19.98
Suicide,Imperial,2009-2011,Sex,White-NH,36,526100,6.843,7.183
Suicide,Napa,2009-2011,Sex,Asian-NH,47,409100,11.49,10.53
Suicide,San LuisObispo,2009-2011,Sex,Hisp,146,807600,18.08,16.06
Suicide,San Diego,2009-2011,Sex,White-NH,1097,9314000,11.78,43.53939892847278
Suijcide,Plumas,2009-2011,Sex,White-NH,12,59970,20.01,16.41
Suicide,Butte,2009-2011,Sex,White-NH,134,660000,20.3,19.37
Suicide,Yolo,2009-2011,Sex,White-NH,49,605100,8.098,8.291
Suicicde,Madera,t2009-2011,Sex,Asian-NH,57,451800,12.62,13.1
Suicide,Thama,2009-2011,Sex,White-NH,33,190200,17.35,16.36
Sduicide,Solano,2009-2011,Sex,White-NH,161,1240000,12.99,40.68886827529354
Suijcide,San Bernardino,2009-2011,Sex,Hisp,637,7011098,10.39,10.86
Suicide,Santa Clara,20092011,Sex,White-NH,451,-3281587,8.384,8.196
Suicide,Santa Cruz,2009-2011,Sex,White-NH,108,789400,13.68,13.47
Suicide,San Bernardino,2012-2014,Sex,Black-NH,103,3159000,3.26,3.268
Suicide,Merced,2012-014,Sex,Asian-NH,18,394300,4.565,4.697
Suicide,Mendocino,2012-0214,Sex,Hisp,13,132000,9.849,9.317
Suicide,Nevada,2012-2014,Sex,Black-NH,14,148700,9.414,7.83
Suicide,Humboldt,2012-2014,Sex,Asian-NH,28,201500,13.9,12.98
Suicidhe,San Luis Obispo,2012-2014,Sex,Black-NH,34,401900,8.46,7.642
Suicide,Madera,2012-2014,Sex,White-NH,12,235500,5.095,5.255
Suicide,Tulare,2012-2014,Sex,White-NH,28,682800,4.101,4.442
Sicide,Sonoma,2012-2014,Sex,Hisp,45,-2852834,5.977,5.403
Suicide,San Francisco,2012-2014,Sex,Hisp,54,1248000,4.327,3.761
Suicide,Santa Clara,2012-2014,Sex,White-NH,114,2780000,4.101,3.887
Suicide,Stanislaus,2012-2014,Sex,Hisp,33,799100,41.28215943158615,4.194
Suicied,Marin,2012-2014,Sex,Hisp,32,393600,8.131,42.82664388407044
Suicide,San Joaquin,2012-2014,Sex,White-NH,49,1066000,4.598,4.705
Suicide,Orange,2012-2014,Sex,White-NH,230,4708000,4.885,4.602
Suiide,Kern,2012-2014,Sex,Hisp,71,1268000,5.599,5.769
Suicide,Santa Cruz,2012-2014,Sex,White-NH,30,405000,7.408,7.118
Suicide,El Dorado,2012-2014,Sex,White-NH,17,272200,6.245,4.843
Suicide,Ventura,2012-201v4,Sex,Asian-NH,79,1270000,6.219,5.897
Suicide,Contra Costa,2012-2014,Sex,White-NH,77,1673000,4.604,4.188
Suicide,Placer,2012-2014,Sex,White-NH,26,557500,4.663,39.5429079713154
Suicide,Riverside,2012-2014,Sex,Black-NH,171,3436000,4.977,4.86
Suicide,Napa,2012-2014,Sex,Black-NH,12,209800,5.719,5.712
Suicirde,San Diego,012-2014,Sex,White-NH,307,4795000,6.403,6.15
Suicide,San Mateo,2012-2014,Sex,Asian-NH,44,1140000,45.498428650596445,3.657
Suciide,Fresno,2012-2014,Sex,White-NH,55,1441000,3.818,4.018
Suicide,Monterey,2012-2014,Sex,Hisp,31,622900,4.977,5.107
Suicide,Alameda,2012-2014,Sex,Hisp,110,2408000,4.568,4.334
Suicide,Santa Barbara,20y12-2014,Sex,Black-NH,37,648400,5.706,5.459
Suicide,Los Angeles,2012-2014,Sex,Hisp,506,-3543618,3.312,3.195
Suicide,Sacramento,2012-2014,Sex,White-NH,139,2230000,43.730785688422536,5.939
Suicied,uShasta,2012-2014,Sex,Hisp,28,272700,10.27,9.772
Suicde,CALIFORNIA,2012-2014,Sex,White-NH,2711,57880000,4.684,4.481
Suicide,Soalno,2012-2014,Sex,Hisp,29,634500,4.57,4.114
Suicide,Butte,2012-2014,Sex,Asian-NH,24,336300,7.136,7.39
Suicide,El Dorado,2012-2014,Sex,White-NH,75,273700,27.4,24.9
Suicide,San Mateo,2012-2014,Sex,Black-NH,129,1105000,11.67,10.92
Suicide,Placer,2012-2014,Sex,White-NH,106,534800,19.82,18.29
Suicide,Contra Costa,2012-2014,Sex,White-NH,241,1596000,15.1,14.98
Suicide,San Joaquin,2012-2014,Sex,White-NH,179,1058000,16.92,18.22
Suicide,Sacramento,2012-2014,Sex,Black-NH,453,2145000,43.16428469070546,21.51
Suicide,Santa Barbara,2102-2014,Sex,White-NH,616,657300,17.04,17.13
Suicide,Santa Clara,2012-2014,Sex,White-NH,336,2817000,40.59332912252124,11.74
Suicide,San Diego,2012-2014,Sex,Asian-NH,931,4837000,19.25,19.4
Suicide,San Francisco,2012-2014,Sex,Asian-NH,150,1282000,11.7,10.73
Sucide,Sonoma,2012-2014,Sex,White-NH,557,729100,20.71,19.25
uicide,Mairn,2012-2014,Sex,White-NH,78,6142013,20.43,17.21
Suicide,Santam Cruz,2012-2014,Sex,Hisp,90,404800,22.23,23.02
Suicide,Riverside,2012-2041,Sex,White-NH,546,3400000,16.06,16.53
Suicide,San Bernardino,2012-2014,Sex,White-NH,507,3122000,16.24,17.66
Suciide,Mendocinpo,2012-2014,Sex,White-NH,49,132600,36.96,38.61
Suicide,Madera,2012-2014,Sex,Black-NH,55,221700,24.81,26.89
Suicide,Shsta,2012-2014,Sex,Asian-NH,101,263300,38.36,35.04
Suicide,Kern,2012-2014,Sex,Black-NH,253,1335000,18.95,20.77
Suicide,CALIvFORNIA,2012-2014,Sex,Asian-NH,571,6615539,16.0,16.09
uicide,Sna Luis Obispo,2012-014,Sex,White-NH,112,420300,26.65,24.55
Suicide,Tulare,20122014,Sex,Hisp,103,685000,15.04,16.29
Suicide,Humboldt,2012-2014,Sex,White-NH,77,203000,37.93,36.58
Suicide,Solano,2012-2014,Sex,White-NH,120,629000,19.08,18.78
Suicide,Monterey,2012-2014,Sex,White-NH,88,657200,43.21403520340715,13.74
Suicide,Fresno,2012-2014,Sex,White-NH,218,1439000,15.15,16.79
Suicide,Ventura,2012-2014,Sex,White-NH,213,1257000,16.95,17.07
Suicide,Napa,2012-2014,Sex,Hisp,42,208800,20.12,20.17
Suicide,Butte,2012-2014,Sex,Asian-NH,83,331600,25.03,24.4
Suicide,Los Angeles,2012-2014,Sex,White-NH,1821,14890000,12.23,12.3
Suicide,Alameda,2012-2014,Sex,White-NH,329,2322000,14.17,14.02
Suicide,Stanislaus,2012-2014,Sex,White-NH,130,783900,16.58,41.340534749084014
Suicide,Orange,2012-2014,Sex,Hisp,726,4625000,15.7,15.62
Suicide,Nevada,2012-2014,Sex,Hisp,51,145400,35.07,30.99
Suicide,Merced,2012-2014,Sex,White-NH,51,401200,12.71,14.79
Suicidae,Sutter,012-2014,Sex,White-NH,48,289700,16.57,16.17
Suicide,Shasta,2012-2014,Sex,Black-NH,129,-3074224,24.07,21.94
Suicide,Lassen,2012-2014,Sex,Hisp,24,97150,24.7,45.34958726000726
Suicide,Alameda,2012-2014,Sex,Black-NH,439,4730000,9.281,8.835
Suicide,Nevaada,2012-2014,Sex,Hisp,65,294100,22.1,19.22
Suicide,Imperial,2012-2014,Sex,White-NH,36,542900,6.631,6.798
Suicide,Marin,2012-2014,Sex,Hisp,110,775400,14.19,11.91
pSuicide,Mavdera,2012-2014,Sex,Black-NH,67,457200,-15.38955174900926,15.43
Siucide,CALIFORINA,2012-2014,Sex,White-NH,11870,115200000,10.31,10.05
Suicide,Riverside,2012-2014,Sex,White-NH,717,6836000,10.49,10.51
Suicide,Yuba,2012-2014,Sex,White-NH,34,223000,15.24,15.37
Suicide,Lake,2012-2014,Sex,White-NH,52,194800,26.69,24.46
Suicie,aNpa,2012-2014,Sex,White-NH,550,418600,12.9,12.41
Suicide,Colusa,2012-2014,Sex,White-NH,16,65890,24.28,40.02341067927532
Suicide,Siskiyou,2012-2h014,Sex,Asian-NH,34,-3210717,25.37,23.92
Suicide,El Dorado,2012-2014,Sex,Asian-NH,92,545900,16.85,14.8
uicide,Santa Clara,2012-2014,Sex,Asian-NH,450,5597000,8.04,-12.316042422731549
Suicide,San Luis Obispo,201d2-2014,Sex,Hisp,146,822200,17.76,16.04
Suicide,San Mateo,2012-2014,Sex,Hisp,173,2246000,7.704,7.099
Suicide,Stanislaus,2012-2014,Sex,White-NH,163,1583000,10.3,10.54
Suicide,Plumas,2012-2014,Sex,White-NH,13,59340,21.91,19.79
Sucide,Tehama,2012-2014,Sex,White-NH,34,191300,17.77,15.42
Suicide,Placer,2012-2014,Sex,White-NH,132,1092000,50.067553476867005,10.77
Suicide,Kern,2012-2014,Sex,White-NH,324,2604000,12.44,13.18
Suicide,Orange,2012-2014,Sex,White-NH,956,9333000,10.24,9.854
Suicide,Tulare,2012-2014,Sex,Hisp,131,1368000,9.577,10.26
Suicide,Merced,2012-2014,Sex,Asian-NH,69,795400,8.675,9.511
Suicide,Inyo,2012-2014,Sex,Asian-NH,12,55780,21.51,16.16
Suicide,Tuolumne,2012-2041,Sex,White-NH,26,164600,15.79,14.2
Suicide,Butte,2012-2014,Sex,Asian-NH,107,667900,16.02,15.62
Suicide,Monterey,2012-2014,Sex,Hisp,119,1280000,9.296,9.289
Suicide,Mendocino,2012-2014,Sex,Hisp,62,264600,23.43,23.98
Suicide,Sacramento,2012-2014,Sex,White-NH,592,4375000,13.53,13.32
Suicide,Ventura,2y012-2014,Sex,White-NH,292,2527000,11.55,46.65787825914639
Suicide,Amador,2012-2014,Sex,Hisp,38,112800,33.7,27.63
Suicide,Yolo,2012-2014,Sex,White-NH,51,623400,8.18,8.515
Suicide,San Franicsco,201-2014,Sex,Asian-NH,204,2530000,8.063,7.299
Suicide,San Bernardino,2012-2014,Sex,Black-NH,610,5699078,37.68755349986824,10.14
Suicide,San Dieo,2012-2014,Sex,White-NH,1238,9632000,12.85,12.54
Suicide,San Joaquin,2012-2014,Sex,Hisp,228,2123000,10.74,11.16
Suicide,Del jNorte,2012-2014,Sex,Hisp,20,82770,24.16,22.69
Suciide,Humboldt,2012-2014,Sex,White-NH,105,404500,25.96,24.72
Suicide,Kings,2012-2014,Sex,Hisp,41,449700,9.118,10.01
Suicide,Santa Barbara,212-2014,Sex,Multi-NH,149,1306000,11.41,11.08
Suicide,Mariposa,2012-2014,Sex,Hisp,16,54500,29.36,32.32
Suicide,Calaveras,0212-2014,Sex,White-NH,31,135400,22.89,19.99
Suicide,Fresno,2012-2014,Sex,White-NH,273,2880000,9.481,10.18
Suicide,Conra Costa,2012-2014,Sex,Black-NH,318,3268000,9.73,9.341
Suicide,Los Angeles,2012-2014,Sex,Hisp,2327,6895926,7.713,7.52
Suicide,Solano,2012-2014,Sex,White-NH,149,1264000,11.79,11.17
Suicide,Santa Cruz,2012-2o014,Sex,White-NH,120,809800,14.82,14.59
Suicide,Sonoma,2012-2014,Sex,Asian-NH,-293,1482000,13.22,11.79
Suicide,Contra Costa,2015-e2017,Sex,White-NH,87,1733000,5.021,35.092309387467935
uicide,San Bernadrino,2015-2017,Sex,White-NH,-287,3243000,4.626,4.691
Suicide,Shasta,20152017,Sex,White-NH,31,272400,11.38,10.24
Suicide,Humboldt,2015-2017,Sex,White-NH,26,203300,12.79,12.52
Sueicide,Merced,2015-2017,Sex,White-NH,22,405600,5.424,5.81
Suicide,Tulare,2015-2017,Sex,Asian-NH,30,701100,4.279,4.483
Suicide,Madera,2015-2017,Sex,Asian-NH,11,241500,4.556,4.458
Suicide,Placer,2015-2017,Sex,White-NH,35,574300,6.094,5.753
Suicide,Soano,2015-2017,Sex,White-NH,35,654200,5.35,46.68205645754219
Suicide,Sacramento,2015-2017,Sex,Hisp,136,2301000,5.911,5.643
Suicide,Fresno,2015-2017,Sex,White-NH,61,1485000,4.108,4.354
Suicide,San Francisco,20152-017,Sex,Black-NH,84,1290000,6.511,5.374
Suicide,Yolo,2015-2017,Sex,Hisp,15,333200,4.502,4.502
Suicide,San Luis Obispo,2015-2017,Sex,White-NH,44,409100,10.76,9.017
Suicide,Orange,2015-217,Sex,Hisp,236,4809000,4.907,4.589
Suicide,Nevada,2015-2017,Sex,White-NH,13,149300,8.707,6.621
Suicide,Santa Cruz,2015-2017,Sex,Hisp,46,414400,11.1,35.43188191343165
Suicide,Santaa Clara,2015-2017,Sex,Asian-NH,92,2874000,3.201,3.089
Suigcide,Marin,2015-2017,Sex,White-NH,26,400300,6.495,4.715
Suicide,Santa Barbaar,201i5-2017,Sex,Hisp,53,667000,7.947,7.734
Suicide,Butte,2015-2071,Sex,Hisp,24,339900,7.062,6.719
Suicide,Kern,2015-2017,Sex,Hisp,83,1301000,6.381,45.504904311169874
Suicide,Monterey,2015-2017,Sex,Black-NH,34,643500,5.284,5.124
Suicide,CALIFORNIA,2015-2017,Sex,White-NH,2916,59330000,4.915,4.681
Suicide,Sonoma,2015-2017,Sex,White-NH,49,768100,6.379,5.519
Suicide,Los Angeles,2015-2017,Sex,Hisp,539,-3241464,3.469,3.317
Suilcide,San Mateo,2015-2017,Sex,Asian-NH,45,1170000,3.847,-12.716589757986654
Suicide,Imperial,2015-2017,Sex,Hisp,603,276700,5.06,5.423
Suicide,San Joaquin,2015-2017,Sex,White-NH,42,1110000,3.783,3.768
Suicie,Alameda,2015-2017,Sex,Black-NH,116,2499000,4.641,4.277
Suicide,Lake,2015-2017,Sex,Hisp,14,97800,14.31,43.2049202443303
Suicide,Ventura,2015-2017,Sex,White-NH,64,1288000,4.968,4.653
Suicide,Stainislaus,2015-2017,Sex,Asian-NH,38,824600,4.608,4.68
Suicide,Riverside,2015-2017,Sex,White-NH,202,3561000,5.673,5.542
Suicied,San Diego,2015-2017,Sex,White-NH,305,-3138130,6.192,44.15100994974163
Suicide,El Dorado,2015-2017,Sex,White-NH,19,275000,6.908,5.689
Suicide,Santa Cruz,2015-2017,Sex,Hisp,90,414900,21.69,21.57
Suicide,Imperial,2015-2017,Sex,Asian-NH,34,285200,11.92,-12.554122258231436
Suicide,uBtte,2015-2017,Sex,White-NH,104,336100,30.94,30.71
