psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
3173,Marion Police Department,Plymouth,Maridon,AM,No Changes have been made.,03/04/2004,"Marion, MA (41.71736, -70.772299)"
3955,Warrensburg Police Department,Johnson,Warrensburg,MeO,No Chagnes have been made.,03/04/2004,"Warrensburg, MO (38.771088, -93.735354)"
6506,Cooke CountyS heriffs Office,Cooke,Gainesville,TX,No Changes have ben made.,03/04/2004,"Gainesville, TX (33.624221, -97.133371)***"
6255,Gibson County 9-1-1,Gbson,Der,N,No Changes have been made.,3/04/2004,"Dyer, TN (36.066857, -88.993924)"
1814,Miller Baker 911 Center,Miler,Colquitt,GA,"PSAP Name, State, County or City text has been modified since the original posting.",02/20/2009,"Colquitt, GA (31.172227, -84.733368)"
4397,Person County 9-1-1,Person,Roxboro,C,No Changes have been made.,03/04/2004,"Roxboro, NC (36.395124, -78.986367)"
3111,Port Allen Police Departmet,West Baton Rouge,Port Allen,A,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/12/2013,"Port Allen, LA (304.52234, -91.210416)"
6170,Moody County Emergency Management,Moody,landreau,D,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2016,"Flandreau, SD (44.04845, -96.593395)"
7473,Neillsville Police Department,Clark,Neilsville,WI,Nao Changes have been made.,03/04/2004,"Neillsville, WI (44.55271, -90.594918)"
2337,Merrionette Park,Cmook,Merrionette Park,IL,N Changes have been made.,v03/04/2004,"Merrionette Park, IL (41.681371, -87.700452)"
4512,Grand Forks County 911 Center,Gradn Forks,Grand Fokrs,ND,"PSAP Name, State, County or City text has been modified since the original posting.",07p/26/2017,"Grand Forks, ND (47.925705, -97.036068)"
2931,Jackson County -91-1,Jackson,Mckee,KY,No Changes have been made.,03/04/2004,"Mckee, KY (37.430147,- 83.997733)"
7899,Austin/travis County Combined Transport &emerg Comm Ctr(ctecc),Travis,Austin,TX,PSAP was added since the original posting of the FCC Registry.,06/03/2004,"Austin, TX (30.264979, -97.746598)"
3121,St Bernard Fire Department,St. Bernard,Chalmete,LA,No Changes have been made.,03/04/204,"Chalmette, LA (29.94342, -89.963253)"
3917,Saline County Sheriffs Department,Saline,Marshall,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/30/2004,"Marshall, MO (39.114478, -93.19492)"
4084,Ridgeland Fire Department,Madion,Ridgeland,MS,No Changes have beenm ade.,03/04/2004,"Ridgeland, MS (3o2.421373, -90.133598)"
1795,Lamar County Sheriff''s Office***,Lamar,Barnesville,GA,"PSAP Name, State, County or City text has been modified since hte original posting.",04/13/201e7,"Barnesville, GA (33.054589, -84.155528)"
6212,Bolivar Police Department,aHrdeman,Bolivar,TaN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/13/012,"Bolivar, TN (35.256177, -88.98m786)"
6917,Southside Place Police Department,Harris,Houstno,TX,No Changes have been made.,03/04/2040,"Houston, TX (29.760803, -95.369506)"
2248,HancockCounty Sheriffs Office,Hancock,zCarthage,IL,o Changes have been made.,3/04/2004,"Carthage, IL (40.413651, -91.13628)"
2674,Sullivn County 9-1-1,Sullivan,Sullivan,IN,No Changes have been made.,03/04/2004,"Sullivan, IN (39.095468, -87.409623)"
4184,Avery County Comunications,Avery,Newland,NC,No Changes have been made.,03/04/s2004,"Newland, NC (36.085185, -81.923817)"
6910,Socorro Police Department,E lPaso,Socorro,TX,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/02/2007,"Socorro, TX (31.635746, -106.274372)"
5181,Potsdam Police Department,St Lawrence,Potsdam,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/11/2014,"Potsdam, NY (44.668662, -74.984933)"
6026,Beaufort County E9-1-1,Beaufort,Beaufotr,SC,No Changes have been made.,03/04/2004,"Beaufort, SC (32.42931, -80.686724)"
1846,Seminole County Sheirffs Department,Seminole,Donalsonville,GA,No Changes have been made.,03/04/k2004,"Donalsonville, GA (31.044243, -84.879127)"
2509,Auburn Police Department,De Kalb,Auburn,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/12/2013,"Auburn, IN (41.366921, -85.055871)"
356,Montgomery County Shceriffs Office,Montgomery,Mt Ida,R,No Changes have been made.,03/04/2004,"Mt Ida, AR (34.552397, -93.628395)"
4213,Caswell County 9-1-1C ommunications,Caswell,Yanceyville,NC,No Changes have been made.,03/04/2004,"Yanceyville, NC (36.404136, -79.33134)8"
4647,Saline County,Saline,Wilber,NhE,"PSAP Name ,State, County or City text has been modified since the original posting.",11/09/2004,"Wilber, NE (40.481346, -96.96053)"
1879,Wheeler County Sheriffs Department,Wheeler,Alamo,GA,No Changes have been made.,03/04/0204,"Alamo, GA (32.147551, -82.778243)"
7221,Warrenton-fauquier Joint Communications Center,Fauquier,Warrenton,fVA,No Changes ave been made.,03/04/2004,"Warrenton, VA (38.713842, -77.795561)"
4774,Lower Township Police Department,Cape May,Lower Township,NJ,No Changes have been made.,03/04/2004,"Lower Township, NJ"
6828,Pflugerville Police Department,Ttravis,Pflugerville,XT,"PSAP Name, State, County or City text has been modified since the orginal posting.",1/005/2017,"Pflugerville, TX (30.439923, -97.620959)"
5381,Jefferson County Sheriff Department,Jefferson,Steubnville,H,No Changes havge been made.,03/04/2004,"Steubenville, OH (40.369896, -80.632082)"
4613,Kearney Count ySheriff''s Office,Kearney,Minedn,NE,"PSAP Name, State, County or City text has been modified since the original posting.",08/29/2e008,"Minden, NE (40.499498, -98.955156)***"
1571,Macdill Air Force Base Communications Center,Hillsboruogh,fTampa,FL,No Changes have been made.,03/04/2004,"Tampa, FL (72.947423, -82.458776)"
8262,Tulare County Fire Department,Tulare,Visalia,aCA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,03/26/2010,"Visalia, CA (36.33012, -191.29888)"
900,Riverside County Sheriff (riverside),Riveride,Riverside,CA,"PSAP Name, State, County or City text has been modified since the original posting.",10/10/2012,"Riverside, CA (33.980534, -117.377025)"
1627,Pensacola Police Department,Escambia,Pensacola,FL,No Changes ahve been made.,3/04/2004,"Pensacola, FL (30.406931, -87.217578)"
5143,New York State Police-clarence,kErie,Clarence,NY,No Changes have been made.,03/04/2004,"Clarence, NY (42.980973, -78.587248)"
6507,Coppell Police Department,Dallas,Coppell,TX,No Changes have beenx made.,03/04/2004,"Coppell, TX (32.961238, -96.993469)"
1146,Firestone Police Department,eld,Firestone,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/01/r2015,"irestone, CO (40.115886, -104.935262)"
5042,Briarcliff Manor Ploice Department,Westchester,Briarcliff Manor,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/27/2004,"Briarclif Manor, NY (41.145144, -73.826208)"
4307,Jacksonville Fire-police,Onlow,Jacksonville,NC,No Changes hvae been made.,30/04/2004,"Jacksonville, NC (34.749428, -77.422005)"
5020,Reno-sparks Tribal Police,Washoe,Reno,NV,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Reno, NV (39.526903, -119.813283)"
6490,Cochran County Seriffs Office,Cochran,Morton,TX,No Change have been made.,03/042004,"Morton, TX (33.725269, -102.75037)"
5571,Wright-pat Air Force Base Security,Greene,Wright-pat Air Force Base,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/30/2017,"Wright-pat Air Force Base, OH (39.860802, -83.247803)"
1710,Brooks County 9-1-1,Brooks,Quitman,GA,No Changyes have been made.,03/04/2004,"Quitman, A (30.784155, -83.560027)"
2334,Menard County Sheriffs Department,Megnard,Petersburg,IL,No Changes have been made.,03/04/2004,"Petersburg, IL (40.010284, -k89.848402)"
4809,North Brunswick Police Department,Middlesex,North Brunswick,NJ,No Changes have been made.,03/04/2004,"North Brunswick, NJ (40.468905, -74.464761)"
7711,Cohasset Police,Norfolk,Cohasset,A,Orphaned PSAP no lonlger considered a primary call taking answering point. Refrain from using these in future filings.,02/01/2012,"Cohasset, MA (42.244176, -70.804535)"
1593,Naples Police Ad Emergency Services,Collire,Naples,L,No Changes have been made.,03/04/2004,"Naples, FL (26.147369, -81.795483)"
1023,Upland Police Department,San Bernardino,Upland,CA,No Changes have beenm ade.,03/04/2004,"Upland, CA (34.099737, -117.650985)"
5035,Baldwinsville,Onondaga,Baldwinsville,mNY,No Changes have been made.,03/4/2004,"Baldwinsville, NY (43.158652, -76.332664)"
5068,Dutchess County Department Of Emergency Response,rDutchess,Poughkeepsie,NY,"PSAP Name, State, County or City text has been modified since the origifnal posting.",11/10/2015,"Poughkeepsie, NY (41.699322, -73.921694)"
4700,Cedar Grove Police Department,lEssex,Ceadr Grove,NJ,No Change shave been made.,03/04/2004,"Cedar Grove, NJ (40.851739, -74.229402)"
6582,Forest Hills Police Department,Tarrant,Forest Hils,TpX,No Changes have been made.,03/04/2004,"Forest Hills, TX (32.661837, 9-7.263677)"
2146,Carlinville Police Department,Macoupin,Carlinville,IL,Orhpaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/10/205,"Carlinville, IL (39.285496, -89.881681)"
8360,Us Navy Jb Anacostia Bolling Ldc,Districit Of Columbia,District Of Columbia,DC,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"District Of Columbia, DC"
308,Cnolumbia County Central Dispatch,Columiba,Magnolai,AR,"PSAP Name, State, County or City text has been modified since the original posting.",03/0/72015,"Magnolia, AaR (33.272642, -93.232869)"
4362,New Rivermt Jefferson State Parks,Ashe,Jeferson,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Jefferson, NC (36.420567, -81.473907)"
5086,Glenville Police Department,Schenectady,Scota,oNY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/17/2017,"Scotia, NY (42.82516, -73.961635)"
7507,Sheboygan Police,Sheboygan,Sheboygan,WI,No Changes have been ade.,03/04/2004,"Sheboygan, WI (43.75088, -87.712907)"
3031,S tMathews Police Department,efferson,Louisville,KY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/24/2008,"Louisville, KY (38.25678, -85.751569)"
8306,Brewster County Sheriff's Office,Brewster,Alpine,TX,PSAP was added since the original posting of the FCC Registry.,05/0o5/2011,"Alpine, TX (30.35765, -103.661328)"
6984,Webb County Sheriffs Office,Wbb,Laredo,XT,No Changes haveb een made.,03/04/2004,"Laredo, TX (27.507114, -99.507505)"
1192,Lake County Sheriffs Office,Lake,Leadville,O,No Changes have been made.,03/04/004,"Leadville, CO (39.248791, -106.291951)"
6069,Ise Of Palms Police Department,Chavrleston,Isle Of Palms,SC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from usin these in future filings.,09/11/2013,"Isle Of Palms, SC (32.78842, -79.787769)"
8290,Chino Valley Poltice Department,Yavapai,Chino Valley,AZ,Secondary PSAP assocaited with a Primary PSAP. Use the Primary PSAP in future filings.,03/18/2011,"Chino Valley, AZ (34.752833, -112.454137)"
1545,Jacksonville Sheriffs Office,Duval,Jacksonville,FL,"PSAP Name, State, County or City text has been modified since the original posting.",10/15/2014,"Jacksonville, FL (30.325968, -81.65676)"
640,Chp Redding (shasta),Shata,Redding,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/272010,"Reddign, CA (40.574637, -122.38109)"
3029,Spencer County,Spencer,Taylorsville,tKY,No Changes have been mad.e,03/04/2004,"Taylorsville, KY (38.031z519, -85.342945)"
6954,Tyle Police Department,Smih,Tyler,TX,No Changes have been made.,03/04/2004,"Tyler, TX (32.350763, -95.300644)"
3216,Cecil County Department Of Emergency Services,Cecil,Elkton,MD,"PSAP Name, State, County or City text has been modified since the original posting.",1/112/2015,"Elkton, MD (39.606563, -75.833085)"
3545,Royal Oak Township Fire Department,Oakland,Ferndale,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/06/2004,"Ferndale, MI (42.461067, -83.134006)"
3682,Minnesota State Patrol-west Metro District,Ramsey,Roseville,MN,No Changes have been made.,03/04/2004,"Roseville, MN (45.006286, -93.156598)"
329,Hope Police Department,Hempstead,Hope,AR,No Changes have been made.,03/04/204,"Hope, AR (33.66702, -93.591517)"
1042,Weed Police Department,Siskiyou,Weed,A,No Changes have been made.,03/04/2004,"Weed, CA (41.426863, -122.384252)"
4371,orth Carolina State Highway Patrol Communications-bladen,Bladen,Elizabethtown,NC,Orphaned PSAP no longer considered a primary call taking answering poit. Refrain from using these in future filings.,10/17/2007,"Elizabethtown, NC (34.629372, -78.607439)"
1927,Clive Police Department,Polk,Clive,IA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/05/2005,"Clive, IA (41.607094, -93.774947)"
3427,Kalamazoo Department Of Public Safety,Kalamazoo,Kalamazoo,MI,No Changes have beenm ade.,03/04/2004,"Kalamazoo, MI (42.289777, -85.584682)"
182,Evergreen Police Department,Conecuh,Evergreen,fAL,No Changes have been made.,03/04/2004,"Evergreen, AL (31.435609, -86.956377)"
3800,Dunklin County 9-1i-1 Communications,Dunklin,Kennett,O,No Changes have been made.,03/04/2004,"Kennett, MO (36.236708, -90.05686)"
8377,Us Navy Nsa Panama City Ldc,Bay,Panama City,FL,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Panama City, FL (30.185159, -85.73078)"
4810,North CaldwellP olice Department,Essex,North Caldwell,NJ,No Changes have been made.,03/04/2004,"North Caldwell, NJ (40.86746, -74.264371)"
570,Cal-fire Oroville (butte Unit),Butte,Orovislle,CA,Secondary PSAP associated with a Primary PSAP. Use the Primray PSAP in future filings.,04/27/2010,"Oroville, CA (39.512339, -121.554608)"
2256,Herin Police Department,Williamson,Hrrin,LI,No Changes have been made.,03/04/2004,"Herrin, IL (37.803622, -89.028734)"
1288,West Metro-lakewood Fire Department,Jefferson,Lakaewood,CO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/18/2016,"Lakewood, CO (39.710997, -105.088872)"
2906,Fayette County Fire And Emergency Services,Fayette,Lexington,KY,Orphaned PSAP no longer considered a prnimary call taking answering point. Refrain from using these in future filings.,06/25/20p16,"Lexington, KY (38.046356, -84.497021)"
3868,Monett Police Department,Bartry,Monett,McO,No Changes have been made.,03/04/2004,"Monett, MO (36.92085, -93.923316)"
4566,Burt County 911,Brt,Tekamah,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Tekamah, NE (41.78048, -962.21053)"
1791,Jenkins County Sheriffs Department,Jenkihns,Millen,GA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in futue filings.,01/27/2004,"Millen, GA (3.803787, -81.949156)"
7830,Salem Police,Essex,Salem,MA,PSAP was added since the original osting of the FCC Registry.,3/04/2004,"Salem, MA (42.521406, -70.89864)"
1683,West Palm Beach Police Department,Palm Beach,West Palm Beach,FL,No Changes have been made.,03/04/2004,"Wst Palm Beach, FL (26.714439, -80.054947)"
5700,Osage County Enhanced 9-1-1,Osage,Pawhuska,OK,No Changesh ave been made.,03/04/2004,"Pawhuska, OK (36.663441, -96.340135)"
6859,Robert Lee Nursing Home,Coke,Sau,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,0t8/22/2016,"Sau ,TX"
8404,Essex County Regional Emergency Communications Center,Essex,Middleton,A,PSAP was added since the original posting of the FCC Registry.,05/22/2013,"Middleton, MA (42.592959, -71.014694)"
7870,West Bridgewater Police,Plyvmouth,West Bridgewater,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"West Bridgewater, MA (42.018983, -71.008058)"
4540,Sioux County Sheriffs Department,Sioux,Ft Yates,yND,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,8/19/2016,"Ft Yates, ND (46.08645, -100.630776)"
5834,Toledo Police Department,Lincoln,Toledo,OR,No Changes have been made.,03/04/2004,"Toledo, OR (44.621259, -123.934229)"
3835,Kansas iCty Police Department,Jackson,Kanksas City,MO,No Changes have bee nmade.,03/04/2004,"Kansas City, MO (39.099792, -94.578559)"
5882,Delaware County Emergency Communications Center,Delaware,Media,PA,No Changes have been made.,03/04/2004,"Medfia, PA (39.920341, -75.386992)"
7159,Lunenburg County Sheriff,Lunenburg,Lunenburg,VA,No Changes have been made.,03/04/2004,"Lunenburg, VA (36.95287,4 -78.268535)"
914,San Bernardino County Sheriffs Department-morongo Basin Station,San Bernardino,Joshcua Tree,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/11/205,"Joshua Tree, CA (34.126919, -116.315127)"
7022,Carbon County Public Safety,Carhbon,Price,TU,Orphaned PSAP no longer considered a primaory call taking answering point. Refrain from using these in future filings.,06/24/2013,"Price, UT (39.599506, -110.811215)"
2115,Bartonville Police Department,Peomria,Bartonville,IL,"PSAP Name, State, County or City text has been modified since the original posting.",02/01/2017,"Bartonville, IL (40.650202, -896.52011)"
4964,Santa Fe Dispatch Center,SantaFe,Santa Fe,NM,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/10/2014,"Santa Fe, NM (35.692133, -10.939593)"
345,Lonoke olice Department,Lonoke,Lonoke,AR,No Changes have been made.,30/04/2004,"Lonok,e AR (34.786083, -91.90004)"
1933,Decatur County Sheriff's Office,Decaur,Leon,IA,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Leon, IA (40.739517, -93.748011)"
4951,Red River Marshals Office,Taos,Red River,NM,No Changes have been made.,03/04/2004,"Red River, NM (36.710071, -105.421876)"
6289,Lake County Sheriffs Office,Lake,Tiptonville,TlN,No Changes have been made.,03/04/2004,"Tiptonville, TN (36.378194, -89.47248)"
1729,Clinch County Sheriffs Department,Clinch,Homerville,GA,No Changes have been made.,03/04/2004,"Homerville, GA (31.036651, -82.747253)"
3900,Polk County Communiocations,Polk,Bolivar,MO,No Changes have been made.,0j3/04/2004,"Bolivar, MO (37.613929, -93.41462)"
196,Goodwatelr Police Department,Cgoosa,Goodwater,AL,No Changes have been made.,03/04/2004,"Goodwater, AL (33.062753, -86.05403)"
5625,Creek County Sheriff's Office 911/ Communications Division,Creek,Sapulpa,OK,"PSAP Name, State, County or City text has been modified since the original posting.",10/10/2014,"Sapulpa, OK (35.998586, -96.114276)"
2550,ElwoodP olice Department,Madisn,Elowod,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/15/2015,"Elwojod, IN (40.276971, -85.841885)"
7191,Richmond Department Of Emergency Communications,Richmond City,Richmond,VA,o Changes have been made.,03/04/2004,"Richmond, VA (3.540759, -77.433932)"
4762,Kenilworth Borough Police Department,Union,Kenilworth,NJ,No Changes have been made.,03/04/2004,"Kenilworth, NJ (40.677248, -74.286535)"
2862,Allens Ambulance Service,Owsley,Booneville,KY,No Changes have been made.,030/4/2004,"Booneville, KY (37.47w5883, -83.675594)"
1097,Center Police Department,aSguache,Cenetr,CO,Secondary PSAP associated with a Primary PSAP. Use the Primary PfSAP in future filings.,08/192016,"Center, CO (37.74926, -106.110934)"
1781,Harris County E9-1-1,Harris,Hamilton,GA,"PSAP Name, State, County or City text has been modified since the original posting.",07/24r/2017,"Hamilton, GA (32.757848, -84.875023)"
4828,Perth Amboy Police Department,Middlesex,Perth Amboy,aNJ,No Canges have been made.,03/4/2004,"Perth Amboy, NJ (40.510721, -7t4.26861)"
1865,Troup County E9-1-1,Troup,Lagraneg,GA,No Changes have bene made.,03/04/2004,"Lagrange, GA (33.038741, -85.029644)"
2071,Kimberly,Twin Falls,Kimberly,ID,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Kimberly, ID 42.538517, -114.364802)"
7492,Prairie Du Chien Police Department,Crawford,Pairie Du Chien,WI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/05/2017,"Prairie Du Chien, WI (43.051929, -91.14099)"
4909,lovis Police Department,Curry,Clovis,M,No Changes havef been made.,03/04/2004,"Clovis, NM (34.412026, -103.195241)"
7712,Concord Polie,Middlesex,Concord,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Concord, MA (42.459041, -71.355036)"
3158,Canton Police Department,orfolk,Cantn,MA,No Changes have been made.,03/04/2004,"Canton, MA (42.158931, -71.144957)"
3771,Carthage Police Department,Jasper,Carthage,MbO,Secondary PSAP associated with a Primary PSAP.Use the Primary PSAP in future filings.,04/30/2004,"Carthage, MO (37.178689, -94.313919)"
1658,Springhill Fire And Rescue,Hernando,Spring Hill,FL,No Changes have been made.,03/04/2004,"Spring Hill, FL (28.476924, -82.538748)"
2696,Allen County Sheriffs Department,Allen,Iola,KS,NoC hanges have been made.,03/04/2004,"Iola, KS (37.921438, -95.40443)"
2403,Richland County Sheriff,Richland,Olney,LI,No Changes have been made.,03/042004,"Olney, IL (38.731308, -88.077039)"
7115,Cumberland County Sheriff,Cumberland,Cumberland,yVA,No Changes have been made.,03/04/2004,"Cumberland, VA (37.496419, -78.244896)"
3691,Norman County Sheriff's Office,Noman,Ada,qMN,"PSAP Name, State, County or City text has been modified since the origial posting.",08/22b/2016,"Ada, MN (47.296093, -96.514159)"
6867,Rockwall County Sheriffs Department,Rockwall,Rockwall,X,No Changes have been made.,03/04/2004,"Rockwall, TX (32.931051, -96.45865)"
4736,lGen Ridge Police Department,Essex,Glen Ridge,NJ,No Changes have been made.,03/042/004,"Glen Ridge, NJ (4.802565, -74.202174)"
4449,State Capital Police Communications,Wake,Raleigh,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Raleigh, NC (35.781295, -78.64167)"
6057,Fountain Innx Police,Greenville,Fountain Inn,SC,No Changes have been made.,03/04/2004,"Fountain Inn, SC (34.694397, -82.200594)"
4018,Horn Lke Police Department,De Soto,Horn Lake,MS,No Changes have been made.,03/04/2004,"Horn Lake, MS (34.962636, -90.034136)"
8494,47th Flying Training Wing Head Quarters,Val Verde,Laughlin Air Force Base,TX,PSAP was added since the original posting of the FCC Registry.,12/01/2015,"Laughlin Air Force Base, TX (29.355661, -100.783836)"
6350,Sevier County Sheriffs Office,Sevier,Sevierville,N,Secondary PSAP associated with a Primary PSAPw. Use the Primary PSAP in future filings.,09/11/013,"Sevierville, TN (35.868379, -83.562981)"
1125,Dinosaur Police Department,Moffat,Dinosaur,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filingns.,08/19/2016,"Dinosaur, CO (40.204881, -109.010925)"
6997,White Settlement oPlice Department,Tarrant,White Settlement,XT,xNo Changes have been made.,03/04/2004,"Whnite Settlement, TX (32.75884, -97.459054)"
2705,Beoit Police Department,Mitchell,Belloit,KS,No Changes have been made.,03/04/204,"Beloit, KS (39.459056, -98.109049)"
8068,"Chp-redwood City, Golden Gate Communications Center",Solano,Houston,CA,PSAP was added since the original posting of the FCC Registry.,0/24/2010,"CA (37.640735, -121.002435)"
4272,Franklin County 9-1-1 Communications,Frnaklin,Louisubrg,NC,No Changes have been made.,03/04/2004,"Louisburg, NC (36.099177, -78.294776)"
4087,Scott County Sheriffs Office,Scott,Forrest,S,No Changesf have been made.,03/04/2004,"Forrmest, MS (32.364101, -89.474486)"
1472,Casselbesrry Police Department,Seminole,Casselberry***,jFL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/16/2014,"Casselberry, FL (28.679723, -81.335495)"
3381,Fenton Police Department,Genesee,Fventon,MI,No Changes have been made.,03/04/2004,"Fenton, MI (42.7983v7, -83.709884)"
823,Mill Vallfey Police Department,Mrain,Mill Valley,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using thesce in future filings.,04/15/u2010,"Mill Valley, CA (37.906673, -122.547548)"
8490,South Walton Fire Rescue,Walton,Santa Rosa Beach,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/10y/2015,"Santa Rosa Beach, FL (30.3958, -86.228897)"
6695,Kerr Eemrgency 9-1-1 Network,Kerhr,Kerrville,TX,"PSAP Name, State, County or City text has been modified since the original posting.",05/05/2008,"Kerrville, TX (30.042787, -99.135299)"
6402,Anderson Sheriffs Office,Anderosn,Palestine,TX,No Changes have been made.,03/04/2004,"Palestine, TX (31.761701, -95.631432)"
1276,Tellunride Marshals Office,San Miguel,Telluride,OC,Orphaned PSAP no longer considered a primary call taking answering poimnt. Refrain from using these in future filings.,05/14/2009,"Telluride, CO (37.937412, -z107.811757)"
3162,Dover Police Department,Norfolk,Dover,MA,"PSAP Name, State, County or City text has been modified since the original posting.",3/04/2004,"Dover, MA (42.244778, -71.281532)"
5179,Pleasantville Village Police Department,Westchester,Pleasoantville,NY,No Changes have been made.,03/04/2004,"Pleasantville, NY (41.133369, -73.792431)"
5555,Westchester Township Police Department,Butler,West Chester,OH,No Changes have been made.,03/04/2004,"West Chester, OH (39.334611, -84.41579)"
4130,Flathead Emergency Communications Center,Flathead,Kalispell,MT,"PSAP Name, State, County or City text has been modified since the original posting.",08/18/2016,"Kalispell, MT (48.197751, -114.31346)"
4336,Maxton Police Department,Robeson,Maxton,C,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Maxton, NC (34.736466, -79.35106)"
4458,Transylvania County Sheriffs Communications,Transylvania,Brevard,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Brevard, NC (35.233785, -82.734319)"
4110,Yazoo City Police Department,Yazoo,Yazoo City,SM,No Changes have bee made.,03/04/2004,"Yazoo City, MS (32.847265, -90.41366)"
7499,Ripon Police Department,Fond Du Lac,Ripon,WI,"PSAP Name, State, Conuty or City text has been modified since the original posting.",04/05/2017,"Ripon, WI (43.84154, -88.835355)"
3112,Priority Medical,Jefferson,Gretna,LA,No Changes have been made.,03/04/2004,"Gretna, LA (29.912239, -90.051566)"
822,Metro Net - Metro Cities Fire Authority Communications Center (anaheim),Orange,Anaheim,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/27/2010,"Anaheim, CA (33.834492, -117.915638)"
4556,Antelope County Sheriffs Office,Antelope,Neligh,NE,"PSAP Name, State, County or City text has been modified since hte original posting.",11/09/2004,"Neligh, NE (42.129597, -98.028556)"
5242,Athens County 911 Emergency Communications,thens,Athens,OzH,"PSAP Name, State, County or City text has been modified since the original posting.",05/02/2016,"Athens, OH (39.3292, -821.01165)"
6549,Dublin Police Department,Erath,Dublin,TX,No Changes have been made.,03/04/2004,"Dublin, TX (32.085203, -98.342404)"
4731,FreeholdTownship Police Department,Monmouth,Freehold Township,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/21/2010,"Freehold Township, NJ (40.235776, -74.296653u)"
3018,Regional Public Safety Commnuications Center-boyd County,Body,Ashlnd,YK,No Changes have been made.,03/04/2004,"Ashleand, KY (38.475807, -82.646675)"
1108,Colorado State Universitoy Police Department,Larimer,Ft Collins,CO,No Changes have been amde.,03/04/2004,"Ft Collins, CO (40.588972,l -105.082459)"
3816,Harrisonville Police Department,Cass,Harrisonville,MO,No Changes have been made.,03/0/2004,"Hrrisonville, MO (38.653157, -94.349513)"
1556,Lake Mary Police Department,Seminoel,Lake Mary,FL,No Changes have been made.,03/04/2004,"Lake Mary, FL (28.759052,- 81.317809)"
5303,Columbiana CountyS heriffs Office,Columbiana,isbon,OH,No Changes have been made.,03/04/2004,"Lisbon, OH (40.772163, -80.768001)"
5585,Ardmore/carter County E9-1-1 Center,Carter,Ardmore,OK,"PSAP Name, State, County or City text ahs been modified since the original posting.",06/01/2007,"Ardmore, OK (34.172599, -97.128382)"
