X,Y,OBJECTID,ID,LOCAL_ID,ASMNT_DT,ADMIN_ST,ADM_UNIT_CD,RPRN_WTLND_AREA_NM,AREA_ID,NWI_NHD_RCH_CD,ASMNT_APRCH,ACRES,AREA_BREAK_RATIONALE,PTNTL_DESC,ALTR_PTNTL,LENTIC_TYPE,SPRING_TYPE,GEOL_STR_TYPE,PRMRY_LITHOLOGY,DISCHARGE_PERMANENCE,DEV_NOTES,LIVESTOCK_SEASON,COMMENTS,RPRN_WTLND_AREA_SAT,RATIONALE,FLUCTUATE_WTR_LVL_NOT_EXCSVE,RATIONALE_2,RPRN_WTLND_AREA_ENLRGE,RATIONALE_3,WTRSHD_NOT_CONTRIBUTE_DEGRADE,RATIONALE_4,WTR_QLTY_SFCNT,RATIONALE_5,SRFCE_SBSRFCE_FLOW_NOT_ALT,RATIONALE_6,STRCTRE_ACCOMMODATE,RATIONALE_7,DVRSE_AGE_DSTRBN_VEG,RATIONALE_8,DVRSE_CMPSTN_VEG,RATIONALE_9,SPCS_INDCT_MAINT_SOIL,RATIONALE_10,ROOT_WTHSTND_EVENT,RATIONALE_11,RPRN_PLANT_HIGH_VIGOR,RATIONALE_12,VEG_DSPTE_ENERGY,RATIONALE_13,HEAVE_NOT_PRSNT,RATIONALE_14,FVRBL_MICROSITE_CND_MAINT,RATIONALE_15,CHEM_NOT_AFFECT_PLANT,RATIONALE_16,SOIL_SAT_SFCNT,RATIONALE_17,WTR_PERCOLATION_RSTRCT,RATIONALE_18,RPRN_WTLND_AREA_IN_BAL,RATIONALE_19,SHORELINE_CHAR_DSPTE_EVENT,RATIONALE_20,RATE_TREND,RATE_RATIONALE,TREND_MTHD,TREND_RATIONALE,THERMOMETER,PRIORITY,VEG_NOTES,FCTR_PRSNT,FLOW_REGLTN,CHANNELIZATION,DEWATERING,DREDGING,LND_OWN,MINING,ROAD,SPRING_DEV,WTRSHD_CND,OIL_FLD_WTR_DISCH,AGMNT_FLOW,OTHER,FCTR_EXPLN,REPORT,CMLTVE_NOTES,SG_GRS_FRBS,DSTNC_SG_BRSH,CREATE_DATE,MODIFY_DATE,created_date,last_edited_date,GlobalID,SG_GRS_PRSNT,PRFD_FRB_AVLBL
325728.8221,4270324.531,352,{10843E40-C1A7-4C81-9345-407A73D3F624},D-227,2021/08/23 00:00:00+00,CO,COS06000,D-227,McIntosh Mountain,,COMPLETE_RECON,0.1,,"Helocrene on gentle slope flowing into valley bottom, capable of supporting aspen/willow overstory and herbaceous understory",Same as potential with bermed pond and trough below berm,SPRING_SEEP,HELOCRENE,,,PERENNIAL,"Berm, trough below pond",,Trough is dry,YES,Ponding water,YES,Obl and facw species present,YES,Has achieved maximum topographical extent,YES,None observed,YES,Species are vigorous and recruiting,NO,"Berm, trough, hoof action",NA,No spillway found,YES,Woody and herbaceous species recruiting,YES,"Woody and herbaceous stabilizing vegetation present, see species list",YES,See species list,YES,"Willow, aspen, two species of sedge present",YES,See 5,YES,Ground cover greater than 75%,NA,Not Applicable,YES,Some shading of spring head and system,YES,None observed,YES,Dark rich organic soil present,YES,See rationale 1,YES,No excessive erosion or deposition observed,NA,Not Applicable,PFC,"Little water in system but vegetation is healthy, no erosion or deposition concerns. Need to pull broken trough out.",APPARENT,,PFC-MID,MED,"Two species of willow, fleabane, currant, wood rose, canada thistle, green algae, spike rush, yellownaster, sneezeweed, nettle, cattail, aquatic sedge, nebraska sedge, brook grass, yarrow, duckweed, aspen, slough grass, mustard",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Flushed several birds, flying insects",,,,,2021/09/20 12:00:05+00,2022/01/11 23:34:55+00,{AACE987D-6A03-4022-8C78-766167FB77A5},,
317018.8893,4266323.9911,353,{EDFC6718-FBFE-42A6-9942-D079629CD846},D-244,2021/09/07 00:00:00+00,CO,COS06000,D-244,Stevens Creek Commons,,COMPLETE_RECON,0.25,,"Helocrene on valley shelf, gentle hillslopes on either side of spring, capable of supporting herbaceous understory","same as potential, spring has been bermed into apond, trailing around pond",SPRING_SEEP,HELOCRENE,,,PERENNIAL,,,,YES,Ponded water,YES,fac wet and obligate species present,NO,Evidence of upland encroachment,YES,Not present,YES,See species list,NO,"Bermed pond, wildlife trailing",NA,No spillway,YES/NO,"No woody, herbaceous are recruiting",YES/NO,"No woody species, herbaceous species are diverse",YES,FACW and obligate species present,YES/NO,"No woody, sedges and rush present",YES/NO,"No woody, herbaceous are vigorous",NO,Ground cover less than 50%,NA,Not Applicable,YES/NO,"No woody, tall sedges shade a quarter of the pond",YES,Not present,YES,See rationale 1,YES,Dark rich soils,YES,No excessive erosion or deposition,NA,Not Applicable,PFC,"Some bare ground around stock pond, but vegetation is robust on stock pond edges and provides riparian value.",APPARENT,,PFC-MID,LOW,"Nebraska and water sedge, spike rush, artic rush, duckweed, veronica, thistle, tick bite, flea bane, yarrow, sage, rabbit brush, crested wheeat grass, severely hedged wood rose, mustard",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"flyimg insectz, dragon flies, water stridders, elk scat, adult blaxk bear",,,,,2021/09/20 12:00:05+00,2022/01/11 23:34:56+00,{41C1EDDC-7B5A-499F-A7D1-2E7F2A58BD1E},,
317170.4302,4265683.6825,354,{F4544A40-9123-41A8-951A-07E968E22DCE},D-245,2021/09/07 00:00:00+00,CO,COS06000,D-245,Stevens Creek Commons,,COMPLETE_RECON,0.25,,"Helocrene on valley shelf, flat on all sides, capable of supporting woody overstory mad herbaceous understory",Same as potential but bermed and heavy trailing and holf action,SPRING_SEEP,HELOCRENE,,,PERENNIAL,Bermed stock pond,,,YES,Evidence of ponded water this season,YES,fac wet and oblibate species present,YES,No upland encroachment,YES,Not present,YES,See species list,YES,"Bermed, trailing; and hoof action",NA,No spillway,YES,Woody and herbaceous are recruiting,YES,"Woody and herbaceous are diverse, see list",YES,Fac wet and obligate species present,YES,"Willows, sedges, and rush present",YES,Species are vigorous,YES,Ground cover greater than 75%,NA,Not Applicable,YES,Willows shade most of the system,YES,not present,YES,See rationale 1,YES,dark rich soils,YES,No excessive erosion or deposition,NA,Not Applicable,PFC,Good willow and herbaceous community. One large patch of bare ground but otherwise well-vegetated. Spring head in the bottom of the dug out pond. No major issues,APPARENT,,PFC-MID,LOW,"Rocky mountain willow, coyote willow, wood rose, ne raska sedge, aquatic sedge, spike rush artic rush, yarrow, service berry, muniper",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Birds, clyimg insects, chipmunk",,,,,2021/09/20 12:00:05+00,2022/01/11 23:34:56+00,{79F14A1B-C8E8-466C-BB8C-B4FFB57B37C3},,
322943.6591,4267884.1029,355,{CBE0AFBD-9143-4751-AFFD-5CBCEB647693},C-140,2021/09/20 00:00:00+00,CO,COS06000,C-140,McIntosh Mountain,,COMPLETE_RECON,0.1,,"Helocrene on gentle slope, adjacent to valley bottom, capable of supporting dense herbaceous vegetation",Same as potential with berm,SPRING_SEEP,HELOCRENE,,,PERENNIAL,Berm,,,YES,Ponding water observed,YES,Obligate and facultative wetland species present,NO,Upland species encroachment is occurring,YES,None observed,YES,See species list,NO,"Berm, hoof action and minor hummocking present",NA,None observed,YES/NO,"Herbaceous species recruiting, woody vegetation absent",YES/NO,"Herbaceous diversity present, lack of woody vegetation",YES,Obligate and facultative wetland species present,NO,"Two types of sedges present, lack of willows or other stabilizing species",YES,Species are vigorous and recruiting,YES/NO,"For the system as a whole, there is an average of 75% or greater ground cover. The interior berm slopes are bare and lack vegetative cover.",NA,Not Applicable,NO,No shading at spring,YES,None observed,YES,Dark rich organic soils present,YES,See rationale 1,YES,No excessive erosion or deposition observed,NA,Not Applicable,PFC,Hummocking and trailing is small percentage of the system. Robust vegetation in the stock pond.,APPARENT,,PFC-MID,LOW,"Cat tail, wood rose, aquatic sedge, nebraska sedge, shruby cinquefoil, mustard, yarrow, spike rush, red top, rabbit brush,",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,Flying insects present,,,,,2021/09/20 12:00:05+00,2022/01/11 23:34:56+00,{88F7A90A-A727-41E4-9E6F-A521648E7DB6},,
323389.6726,4283580.0604,356,{12607B41-F88F-4304-923E-740F3AF81A49},Golden Grouse Meadow,2021/10/05 00:00:00+00,CO,COS06000,BLM Road 3115 Meadow,Mill Creek,,COMPLETE_RECON,3.5,,"Mesic tiered interconnected meadows on bench beginnng in backslope, groundwater fed. aspen valley left, sage valley right, sedges and willow throughout.","Series of meadows, connected by excavated flow paths, road in ditch at lower end of system.",WET_MEADOW,,,,PERENNIAL,"Road, excavation throughout the system, damaged culvert.",,,YES,Obligate species present.,YES,"Dark rich organic soils, obl and facw species present.",NO,Upland species encroachment.,YES,None observed,YES,Species are vigorous and recruiting.,NO,"Trailing, road, ditch, excavation.",NA,Not Applicable,YES,Woody and herbaceous species are recruiting.,YES,Adequate diversity of woody and herbaceous species.,YES,Obl and facw species present .,YES,"Sedges, willow",YES,See rationale 8,YES,Ground cover nearly 100%,NA,Not Applicable,YES,Adjacent woody overstory,YES,None observed,YES,Dark rich organic soils present.,YES,Evidence of ponded water.,YES,No excessive erosion or deposition observed.,NA,Not Applicable,PFC,Pfc medium,APPARENT,,,LOW,"Juar, caaq, capr5, acmi2, luba, toaf, remi, hobr, aran7, drcc, poten,",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/10/05 12:00:05+00,2022/01/13 15:44:18+00,{CD7A6D0F-F557-451D-90F6-B4822B0C1B1B},,
429952.2756,4229625.444,357,{B2714C76-FBDA-427F-BB94-41EFB818559D},,2018/06/19 00:00:00+00,CO,COF03000,Inactive well structure #2505274 - permit 16329R,,,COMPLETE_RECON,,,,,,,,,,,,,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,,Inactive well structure #2505274 - permit 16329R,PFC,,APPARENT,,PFC-UP,,Inactive well structure #2505274 - permit 16329R,,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,UNK,This well was found during field reconnaissance not sure where need to be captures?,,,,,2018/06/19 21:27:51+00,2022/10/27 18:54:44+00,{15A54E10-2BFC-4ACA-9987-401D93780E89},,
147292.8867,4164720.293,359,{7B21D503-4062-40D3-8FD9-13E91FC910F6},405HOSP0101,2003/04/02 00:00:00+00,CO,COS01000,H-O SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,OLD DAM BREACHED WITH ACTIVE HEADCUT. ROAD AND UPLANDS CONTRIBUTING LOTS OF SEDIMENT. ,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{EF2A0F77-609D-4BC6-9035-0F931E388327},,
154874.5472,4159870.4332,360,{ED0D4095-8449-45AE-8FC4-C3AF712F876D},209MISP0101,2003/04/07 00:00:00+00,CO,COS01000,MILLER SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,,,,,,,,,,,,,,,,TRAMPLING AT HEAD OF SPRING. DRAINAGE BELOW INCISED. TRAILS IN AREA COULD CHANNELIZE OVERLAND FLOWS.,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{6E2A96BE-9A57-41F9-BAE9-3132DDD20AF7},,
150955.7682,4155664.9713,361,{896F9E23-E9A8-4775-81AC-BDB5F2B74036},209COSP0101,2003/04/07 00:00:00+00,CO,COS01000,CONFLUENCE SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{147CA91B-61F4-4A6D-A795-5473F3E7BB23},,
148105.5048,4140599.3826,362,{1AA824F5-DB05-4A06-B2E5-54D90B322C30},210CASP0101,2003/04/09 00:00:00+00,CO,COS01000,CANNONBALL RUIN SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{8600AB00-9ECB-4E8A-A729-8D5F4893AA74},,
149350.5667,4135658.8966,363,{3EFAEA51-802D-4773-8DB0-0D1074FA419A},305BLSP0101,2003/01/30 00:00:00+00,CO,COS01000,BLUEWATER SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,"HEAVILY USED BY LIVESTOCK, COMPACTION AROUND TROUGH",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{BCA13F21-61CE-437B-9BCE-8698FC2BDA2D},,
150543.63,4148870.5586,364,{CCF469C3-8686-4C24-8F3E-541728BDFE59},207OLSP0101,2003/01/30 00:00:00+00,CO,COS01000,OLD 160 SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,,,,,,,,,,,,,,,COTTONWOODS AND WILLOWS HEAVILY BROWSED. SPRING COMPLETELY BURIED UNDER SEDIMENT. ,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{4EB08059-F448-4F17-BEFE-54EA49A56234},,
148973.8491,4155377.1481,365,{A9CDF055-77FD-4D8B-AF89-D259E115B195},406NISP0101,2003/01/30 00:00:00+00,CO,COS01000,NICE SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,NO EVIDENCE OF CATTLE USE. RIPARIAN VEG NOT AT POTENTIAL. SEDIMENTATION FROM TOP ROCK BELOW RES. ,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{5B04F794-C4FB-4748-84A1-3A810965E15D},,
154059.6346,4152003.9839,366,{92EB6C80-1858-428A-902C-7753FCC8B4BE},207WMOC0101,2003/04/02 00:00:00+00,CO,COS01000,WEST MOCKINGBIRD SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,,,,,,,,,,,,,,,RECENT WELL PAD POSSIBLY AFFECTING SPRING. SPRING IS DRY AND RECEIVING SEDIMENT FROM UPLANDS. ,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{01FC1226-BB8D-4255-99E6-09D42F27D0E8},,
150956.0196,4171845.8569,367,{56D3A7AB-4523-41DB-91EF-00A6A698EB1D},405BRSP0101,2003/04/02 00:00:00+00,CO,COS01000,BRAVEN SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,,,,,,,,,,,,,,,PRIVATE LAND UPSTREAM CONTRIBUTING GREATLY TO SEDIMENTATION AND POLLUTION.  LIMITED RIPARIAN VEG.,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{DCFD126F-C66E-4E89-867F-50D8A95A0806},,
149069.7945,4158732.359,368,{04BC4C4D-82A5-4519-9735-F45B2ADAA252},406FRSP0101,2003/04/09 00:00:00+00,CO,COS01000,FROTHY SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{37CFC6B9-28DB-4DFE-A7C4-03C7807BFDBF},,
195167.9864,4210737.5249,369,{D24F269F-F199-4F91-BD70-AFAC40BBF07C},402UNAM0101,2004/05/04 00:00:00+00,CO,COS01000,UNNAMED SPRING,,,,,,,,,,,,,,,"NAMED ""SPR"" ON LENTIC PFC DATA SHEET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,SITE IS VERY DRY.  PROBABLY BEING FED BY GROUNDWATER TABLE THAT MAY HAVE LOWERED. ,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{F63EE8B1-D460-4729-B64A-49477E9448F1},,
193921.7984,4211269.7929,370,{266EE8C1-67EF-4AA4-A574-A401AB499AED},402UNAM0102,2004/05/04 00:00:00+00,CO,COS01000,UNNAMED SPRING NO. 2,,,,,,,,,,,,,,,"NAMED ""SPR 2"" ON LENTIC PFC DATA SHEET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,,,,,,,,,,,,,,,SPRING DRYING OUT.  DROUGHT PROBABLY HAVING LARGE INFLUENCE.,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{B1B2F3CD-89B1-42C8-8E80-87DDA6EC3A13},,
181771.9756,4221830.384,371,{8AF88129-2410-4914-8498-1E8D1B98A776},404SBSP0101,2004/06/02 00:00:00+00,CO,COS01000,SOUTH BASIN SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{7FF13833-19A0-4F1A-A5E4-E390464214B7},,
181675.9086,4221791.5339,372,{C15314FE-4673-4C88-B310-BAF1D28BA25B},404SBSW0101,2004/06/02 00:00:00+00,CO,COS01000,SOUTH BASIN SPRING WEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{350321E9-D515-45BE-972F-01E07C901285},,
173832.7365,4226233.1149,373,{41F5EFCB-5D20-4A82-8FFD-4B0823D17C34},405WFDR0101,2004/06/09 00:00:00+00,CO,COS01000,WEST FORK DRY CREEK SPRING NO. 1,,,,,,,,,,,,,,,"CALLED ""1ST SPR WF DRY CK"" & WFSPRING 1 ON LENTIC PFC DATA SHEET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{F3D2D902-3D98-49EC-A8CC-94F950CE601C},,
177819.3094,4223523.0819,374,{2E009D35-D786-4273-80F2-F7080DDA6197},405SSSP0101,2004/06/09 00:00:00+00,CO,COS01000,SOUTH SALT SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{FAEFCB4D-26E5-4B76-950F-CCFB198C09BC},,
185295.41,4208262.2294,375,{FDF8D682-0C3C-4179-8B89-6F0769D4E360},508BESP0101,2003/09/03 00:00:00+00,CO,COS01000,BASSNET POINT SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{2E9B3F37-8253-4F99-B8C7-FE390E374C73},,
159531.5029,4145276.9031,376,{C210A847-341A-4E80-B52C-F735F997CCAD},208HACK0101,2003/08/26 00:00:00+00,CO,COS01000,HACKLE SPRING,,,,,,,,,,,,,,,FORMERLY WAGONBOX SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,SEVERE DROUGHT CONDITIONS. OLD ROAD ABOVE SOURCE. PLANTS HAVE LOW VIGOR AND CATTAILS GONE.,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{96C11AFA-649E-4632-82BE-BFD412E04154},,
149882.6494,4205409.1131,377,{540C3990-0C42-44E5-83AB-61A3BB51536D},702BASP0101,2007/05/16 00:00:00+00,CO,COS01000,BANANA SPRING,,,,,,,,,,,,,,,POSSIBLY A NEW SOURCE (COMES OUT OF SIDE OF HILL JUST ABOVE ROAD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,,,,,,,,,,,,,,,,POSSIBLY A NEW SOURCE (COMES OUT OF SIDE OF HILL JUST ABOVE ROAD),,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{7E8848CD-414B-4ED2-97F8-FDACF9D31F69},,
162419.9844,4215816.8013,378,{9B9AE40C-F033-4F15-B5DF-F91886CD1A07},706UNAM0101,2007/07/24 00:00:00+00,CO,COS01000,UNNAMED SPRING,,,,,,,,,,,,,,,IN TRIBUTARY TO NICHOLAS WASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,,,,,,,,,,,,,,,IN TRIBUTARY TO NICHOLAS WASH,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{E28F5841-0A7E-4671-8119-8DFAEC722571},,
222510.2709,4150925.1579,379,{FD6D6076-5880-4940-BA89-4E3910C85DDB},102WMAN0101,2007/08/14 00:00:00+00,CO,COS01000,WEST MANCOS RIVER LENTIC SITE 14 ,,,,,,,,,,,,,,,NEAR 2 SMALL PONDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,NEAR 2 SMALL PONDS,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{E7F84ACF-EC17-4FC1-8051-B3B64AC6CDF5},,
216472.9102,4150514.1026,380,{F0DBDDCF-308F-4FB8-9689-2635ED5D9460},102WMAN0102,2007/08/13 00:00:00+00,CO,COS01000,WEST MANCOS RIVER LENTIC SITE 13 ,,,,,,,,,,,,,,,"HEAVILY TRAMPLED WITH NO NEW OR YOUNG WILLOW, LITTLE GRADIENT CHANGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,,,,,,,,,,,,,,,,"HEAVILY TRAMPLED WITH NO NEW OR YOUNG WILLOW, LITTLE GRADIENT CHANGE",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{31424596-03E6-4549-A853-AD3F0B6E4FD1},,
216319.9487,4150365.104,381,{ED5A03B5-7C8D-4C0B-A117-EB2B6CEFF526},102GRBE0101,2007/08/13 00:00:00+00,CO,COS01000,GRAY BEAL SPRING,,,,,,,,,,,,,,,"SPRINGBOX WORKING BUT TROUGHS ARE BROKEN, SURROUNDING AREA VERY TRAMPLED AND BARE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,,,,,,,,,,,,,,,"SPRINGBOX WORKING BUT TROUGHS ARE BROKEN, SURROUNDING AREA VERY TRAMPLED AND BARE",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{53CD32DB-6146-4830-99D8-9DF725664178},,
220712.2071,4147031.6005,382,{A6F8F1F3-845F-405A-BFEB-B7257776E007},101BURI0101,2007/07/11 00:00:00+00,CO,COS01000,BURNT RIDGE POND LENTIC PFC SITE 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{1061A732-AE2C-4836-A09C-5850F625B3D4},,
219399.3205,4147061.109,383,{7BB46A4A-B166-437D-BAD3-C328223049CC},101UPTD0101,2007/07/11 00:00:00+00,CO,COS01000,UPPER T-DOWN WETLAND LENTIC PFC SITE 7,,,,,,,,,,,,,,,"BROWSE ON WILLOW.  OUTLET IS SLIGHTLY DOWNCUT, BUT OK FOR NOW.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,"BROWSE ON WILLOW.  OUTLET IS SLIGHTLY DOWNCUT, BUT OK FOR NOW.",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{0DDC79FA-76A9-42E8-A506-C7B400BE5933},,
219587.1284,4147096.6391,384,{61EABD4C-D0BC-4000-A81A-1B29AAB4B88D},101MMAN0103,2007/07/11 00:00:00+00,CO,COS01000,MIDDLE MANCOS LENTIC PFC SITE 6 (FORMER POND),,,,,,,,,,,,,,,DIFFICULT TO TELL IF THIS POND HAS DRAINED OUT OR FILLED IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,DIFFICULT TO TELL IF THIS POND HAS DRAINED OUT OR FILLED IN,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{530D42B2-C36F-419C-B1F8-63CF9E9CA21D},,
219479.5553,4146964.1326,385,{02B2E780-94DE-40CC-B3C3-7EF9D4FE2E17},101TPWL0101,2007/07/11 00:00:00+00,CO,COS01000,TEEPEE WETLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{C4A8ADC7-DFA4-4E89-A86A-B41CBFFA133D},,
215605.1468,4145835.9884,386,{CA5F600F-7CCC-467C-B09B-8F64053A4DB6},102WMAN0103,2007/07/09 00:00:00+00,CO,COS01000,WEST MANCOS LENTIC PFC SITE 1,,,,,,,,,,,,,,,MEADOW WITH DRIER WETLAND SPECIES.  ADJACENT UPLANDS APPEAR COMPACTED.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,MEADOW WITH DRIER WETLAND SPECIES.  ADJACENT UPLANDS APPEAR COMPACTED.,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{B8806405-DF22-4089-BAF2-C30E7BBC298E},,
214400.5266,4146907.6367,387,{3ED29BE3-6C72-40C0-8547-6F143DEFCD96},102WMAN0104,2007/07/09 00:00:00+00,CO,COS01000,SPRING ABOVE SMALL RESERVOIR IN BIG FLAT PASTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{2EABA999-F138-42F9-A5E9-35231FC6EC07},,
215091.2416,4146209.9591,388,{98E2CF2C-54D2-44F1-9DFE-66EE35933598},102WMAN0105,2007/07/09 00:00:00+00,CO,COS01000,WEST MANCOS LENTIC PFC SITE 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:58+00,{B0ADE1F8-0917-4105-A8B5-112DF1CFA833},,
