MODEL89,OBJECTID,LINE89,FRAME89,YEAR,SCALE89,CAN_NBR89,FLGTDATE89,PRINTSAVAIL,SHAPEAREA,SHAPELEN
04039,663,4,39,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,10269826.7214922,13185.1060798478
04040,664,4,40,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,10055501.6788773,13050.9468695592
04041,665,4,41,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,10080505.6508492,13034.8338705485
04042,666,4,42,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,10376267.364293,13156.763472253
04043,667,4,43,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,7164893.37929063,11499.3183238409
05094,668,5,94,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,9260558.24320391,12543.7710795463
05093,669,5,93,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,9536583.25285156,12657.5735900118
05092,670,5,92,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,8204980.68842969,11937.3743570148
05091,671,5,91,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,8426581.58767735,12028.7633428306
05090,672,5,90,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,8940263.09135234,12279.5568653338
05089,673,5,89,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,8410849.11494062,11973.7646599435
05088,674,5,88,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,8208809.72906719,11849.7775087055
05087,675,5,87,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,7938429.62719609,11659.9441840856
05086,676,5,86,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,7812075.14264688,11545.2193824875
05085,677,5,85,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,6717494.34226797,10914.6539359711
05084,678,5,84,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,8613749.35669609,11960.0735780258
05083,679,5,83,1989,1 in.=660 ft.,9-H-5,1989/04/07 00:00:00+00,YES,3209429.21458125,8904.41214211738
04053,680,4,53,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,8160049.12831719,11690.1520010954
04054,681,4,54,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,8052778.01466172,11609.7548361585
04055,682,4,55,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,8424992.66837109,11815.2142056549
04056,683,4,56,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,7780953.19760234,11430.2673134609
04057,684,4,57,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,8443099.97020625,11791.7982918346
04058,685,4,58,1989,1 in.=660 ft.,9-H-4,1989/03/24 00:00:00+00,YES,8456378.62947656,11784.8744955659
03232,686,3,232,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,28089382.8576539,22499.1695930806
03233,687,3,233,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,13595560.5735289,15475.2547226623
03234,688,3,234,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12729617.9753914,15190.9883152797
03235,689,3,235,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12760322.1986438,15273.4581464466
03236,690,3,236,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,13024977.1967531,15442.7708952907
03237,691,3,237,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12300996.2640109,15208.5206013336
03238,692,3,238,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,13023719.763257,15455.6274535158
03239,693,3,239,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11582668.1585891,14781.5570801472
03240,694,3,240,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12358039.4249398,14979.9765230553
03241,695,3,241,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12156445.1750172,14798.7201132865
03242,696,3,242,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12044787.904125,14658.3964852641
03243,697,3,243,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11382611.2458477,14310.1191184672
03244,698,3,244,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10656215.116532,13947.5802387466
03245,699,3,245,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12161564.2065547,14554.6533750744
03246,700,3,246,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10047644.4022188,13612.8843263614
03247,701,3,247,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11477401.9708781,14196.7900415464
03248,702,3,248,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11337072.5345641,14102.6633350796
03249,703,3,249,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11024081.2712203,13931.5510001124
03250,704,3,250,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11338405.8151484,14036.8502488749
03251,705,3,251,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10294368.4498063,13536.2127954558
03252,706,3,252,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9989264.50521953,13371.4984509937
03253,707,3,253,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10044305.8771086,13366.5353976939
03254,708,3,254,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10570291.2039938,13588.2933463027
03255,709,3,255,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10775722.8796281,13664.1137800935
03256,710,3,256,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9116961.93410234,12843.4584017312
03257,711,3,257,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10086858.8669742,13280.7245994268
03258,712,3,258,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,13276842.3882328,14795.1103562398
03259,713,3,259,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10363256.9692797,13477.083541518
03260,714,3,260,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9842507.79636953,13266.9551815324
03261,715,3,261,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10096708.4786406,13425.3181265882
03262,716,3,262,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10181425.8188836,13491.5902593666
03263,717,3,263,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9772195.65568125,13302.9695139336
03264,718,3,264,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9286281.11640547,13084.701257905
03265,719,3,265,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10260739.3959531,13520.9721603522
03266,720,3,266,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10228915.0529273,13500.6880934108
03267,721,3,267,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9977316.06976484,13379.6823375714
03268,722,3,268,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9428736.81156328,13120.8697620338
03269,723,3,269,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9486776.18693281,13142.081808423
03270,724,3,270,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10119498.8752852,13423.8822297708
03271,725,3,271,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9909193.31470234,13329.8949743335
03272,726,3,272,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9665227.82282813,13175.6340193418
03273,727,3,273,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10373851.7920266,13427.6014199407
03274,728,3,274,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10214895.6233664,13272.9589811466
03275,729,3,275,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9068310.32218438,12640.0555887216
03276,730,3,276,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9163965.32319141,12604.305442915
03277,731,3,277,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8447683.04231641,12166.8941117295
03278,732,3,278,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8326248.42768359,12028.2632257397
03279,733,3,279,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9070031.27619219,12346.2291917968
03280,734,3,280,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,7857193.09919844,11619.9290395268
03281,735,3,281,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8216902.89656094,11748.6616407825
03282,736,3,282,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,7747784.16120078,11423.570830921
03283,737,3,283,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8477867.57417578,11842.5253197371
03284,738,3,284,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8292397.26928828,11768.5373909478
03285,739,3,285,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8035985.22988437,11696.2530580767
03286,740,3,286,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8712189.79831172,12137.6320934292
03287,741,3,287,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8662427.17994766,12189.9552704817
03288,742,3,288,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9380278.18880313,12640.0725912249
03289,743,3,289,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9042244.88670078,12554.347256172
03290,744,3,290,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9443236.33986485,12838.7951606675
03291,745,3,291,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9138160.57038672,12784.079145754
03292,746,3,292,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9757110.66557266,13167.3140508513
03293,747,3,293,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9583868.85832735,13181.9952979843
03295,748,3,295,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10194720.5994922,13324.5384748842
03174,749,3,174,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,7974772.64599063,11378.321095405
03175,750,3,175,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,7424821.71943437,10984.9635463074
03176,751,3,176,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,7803782.27649297,11215.4099993557
03177,752,3,177,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,6529674.37526563,10364.8359093175
03178,753,3,178,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,7603088.12619922,11124.0331298247
03179,754,3,179,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,7537400.90892578,11109.4767702814
03180,755,3,180,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8519783.67132422,11842.6381068276
03181,756,3,181,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9441409.71291641,12525.8784675399
03182,757,3,182,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10669577.0493109,13358.9471656218
03183,758,3,183,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11394920.80115,13935.3041584139
03184,759,3,184,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11636892.6709461,14257.2653133198
03185,760,3,185,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,13045597.4426641,15051.1573168845
03186,761,3,186,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12963202.2964891,15133.7110321964
03187,762,3,187,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,13171565.0612875,15262.1530609563
03188,763,3,188,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11277834.8977789,14438.3199744098
03189,764,3,189,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12755745.005625,15004.5069982917
03190,765,3,190,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12113702.7331766,14702.965411439
03191,766,3,191,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12950922.5119469,15013.9884137153
03192,767,3,192,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11920379.6124086,14563.8455670438
03193,768,3,193,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12068174.3653422,14587.8923344133
03194,769,3,194,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11810520.3619219,14423.164797271
03195,770,3,195,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12063722.0073844,14486.1881703964
03196,771,3,196,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11542486.5878703,14203.6505388852
03197,772,3,197,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11591234.6646086,14184.2320801008
03198,773,3,198,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10913600.0418641,13813.5519299769
03199,774,3,199,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10909598.9765875,13721.4491968609
03200,775,3,200,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11276527.1733688,13810.4749504179
03201,776,3,201,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10215597.1756867,13221.8771648667
03202,777,3,202,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9884652.51589141,12997.9606340086
03203,778,3,203,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10594350.3293172,13302.2327686686
03204,779,3,204,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9790724.811425,12855.3209480669
03205,780,3,205,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9774556.41689141,12823.7271243287
03206,781,3,206,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11076014.5839742,13474.3779746356
03207,782,3,207,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9277878.50172266,12538.3713250087
03208,783,3,208,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8618580.96041563,12170.5391427178
03209,784,3,209,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9418543.61315,12544.0677550285
03210,785,3,210,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9572146.52314453,12586.5941128025
03211,786,3,211,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9286517.59745,12397.4579935728
03212,787,3,212,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8777107.18698125,12078.3005528394
03213,788,3,213,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9399981.41311719,12419.8874058033
03214,789,3,214,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8742598.77976094,12028.1067226336
03215,790,3,215,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9232486.54430547,12323.9033616917
03216,791,3,216,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8626648.06325703,12006.4833602178
03217,792,3,217,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9375571.416725,12440.0427483341
03218,793,3,218,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9673062.82500859,12626.6900931986
03219,794,3,219,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9034250.02656172,12306.3095634787
03220,795,3,220,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9734124.03126484,12697.0673181752
03221,796,3,221,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8698615.97254531,12161.478709636
03222,797,3,222,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9701753.40321953,12706.5934224871
03223,798,3,223,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8358481.85998125,11989.7806916399
03224,799,3,224,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9665462.48005781,12658.3298188696
03225,800,3,225,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9530692.10786641,12580.2710869214
03226,801,3,226,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8980422.74112734,12339.0757361569
03227,802,3,227,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9693618.83371875,12783.4147325315
03228,803,3,228,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9839619.66360547,12958.6023174235
03229,804,3,229,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10393568.0608867,13340.881458813
03230,805,3,230,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10705927.736575,13608.2837710712
03113,806,3,113,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,25067712.2624164,22818.3704619422
03114,807,3,114,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9314631.96263594,12654.6699477234
03115,808,3,115,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10286066.6351375,13225.6664423529
03116,809,3,116,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9009213.23264063,12661.9951816936
03117,810,3,117,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10162074.0214625,13273.0872489373
03118,811,3,118,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10001043.785168,13283.047061616
03119,812,3,119,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9879559.62395313,13289.8740575342
03120,813,3,120,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10620691.9093617,13667.7424920795
03121,814,3,121,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10336966.9302188,13594.4411570823
03122,815,3,122,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10801174.895825,13861.5885247367
03123,816,3,123,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10794756.1508016,13919.1939523814
03124,817,3,124,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11520517.4380047,14296.4952021951
03125,818,3,125,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11650833.7163781,14436.1746628549
03126,819,3,126,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11348927.0524586,14394.3359881614
03127,820,3,127,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11856295.8250859,14687.4444813077
03128,821,3,128,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12168797.6765453,14899.6535676288
03129,822,3,129,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12191078.9492844,14994.9955113857
03130,823,3,130,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12399228.7811898,15161.2661335813
03131,824,3,131,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12459477.6474656,15258.8427044347
03132,825,3,132,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12470841.2761188,15326.2341192138
03133,826,3,133,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,13467035.1467383,15713.9059189508
03134,827,3,134,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,13035827.8433055,15523.0472542533
03135,828,3,135,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12856596.6523516,15409.8232482984
03136,829,3,136,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11805606.4423617,14963.7297311642
03137,830,3,137,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12565579.2231766,15214.3326812346
03138,831,3,138,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12593385.8559516,15188.2445846596
03139,832,3,139,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12611098.8409781,15158.4761635371
03140,833,3,140,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,13201850.5257797,15349.8957979648
03141,834,3,141,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12614343.845625,15055.0795071642
03142,835,3,142,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12096108.4646438,14772.1861005204
03143,836,3,143,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11808543.737007,14562.34762466
03144,837,3,144,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11972058.126268,14548.9806439922
03145,838,3,145,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11044356.982875,14099.6337405779
03146,839,3,146,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11693966.7310766,14323.3130342732
03147,840,3,147,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10747492.4306664,13855.5113418289
03148,841,3,148,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11446797.2703469,14112.8634280169
03149,842,3,149,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10060623.7146727,13457.9772006065
03150,843,3,150,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10616221.8991227,13680.7904154497
03151,844,3,151,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10080739.5363789,13418.4415865512
03152,845,3,152,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10733313.7889742,13692.0603443608
03153,846,3,153,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11272990.0724852,13915.9585487396
03154,847,3,154,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10360420.0734445,13478.6757432386
03155,848,3,155,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10628946.1780672,13580.197299446
03156,849,3,156,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9943605.87023359,13242.7502775715
03157,850,3,157,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10427435.2420281,13436.105660746
03158,851,3,158,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9806118.26155078,13107.0423658993
03159,852,3,159,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10659872.8223859,13462.5043205209
03160,853,3,160,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10160792.5853719,13173.5582875818
03161,854,3,161,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10300816.9088281,13295.3056076474
03162,855,3,162,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10358832.7443977,13424.620448774
03163,856,3,163,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10353147.1557484,13574.2358201369
03164,857,3,164,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,10907872.1952813,13949.9243854165
03165,858,3,165,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12190627.9932469,14648.9634375223
03166,859,3,166,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11504729.9257141,14497.4817767574
03167,860,3,167,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12493552.289268,15037.7973879264
03168,861,3,168,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,14089124.43325,15838.7628819419
03169,862,3,169,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12752120.5082422,15302.0806157845
03170,863,3,170,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12051261.6749672,14860.7253055771
03171,864,3,171,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,12577788.4348523,14913.0660924366
03172,865,3,172,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,11477854.996943,14301.6416430557
03059,866,3,59,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8265884.59610391,11507.367414394
03060,867,3,60,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8492145.80271172,11692.5261802572
03061,868,3,61,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8445318.04238281,11717.4781864877
03062,869,3,62,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9350662.77439531,12280.6331595436
03063,870,3,63,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8895718.42025156,12048.1434314524
03064,871,3,64,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8610197.33911797,11888.9532883815
03065,872,3,65,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8764678.31884922,11983.8083070711
03066,873,3,66,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9047955.33508984,12158.5126529335
03067,874,3,67,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8800426.21398047,12029.0153733665
03068,875,3,68,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9941746.11645703,12688.6783286772
03069,876,3,69,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8268921.87755938,11743.5169390481
03070,877,3,70,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8709276.93893828,12004.5338937085
03071,878,3,71,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8906850.68877266,12126.1924047444
03072,879,3,72,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8952202.00177578,12160.0668427938
03073,880,3,73,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8784298.36656406,12092.230453149
03074,881,3,74,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9023784.106,12251.4420975379
03075,882,3,75,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,8790384.56216875,12168.2904339366
03076,883,3,76,1989,1 in.=660 ft.,9-H-3,1989/03/24 00:00:00+00,YES,9369099.71458828,12523.7854774249
