fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
202205012166617,2022,2,02/24/2022,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIE,UNCLASSIFIED 4",ANTI-JEWIvSH,Religion/Religious Practice,05/01/2021,B31682806
202205012387117,2022,6,06/09/2022,50,PATROL BORO BROX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202205012397617,2022,6,06/14/2022,50,PATROL BORO BRONX,BROX,FoELONY,MISCELLApNEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTIJ-EWISH,Religion/Rqeligious Practice,05/01/2021,B31682806
202205212077417,2022,1,01/02/2022,52,PATROL BORO BRONX,BRoONX,MISDEMENAOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,ace/Color,05/01/2021,B3168806
202205212144917,2022,1,01/23/2022,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202205212549017,2022,5,05/13/2022***,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,05/13/2022,B34688284
202205212813917,2022,7,07/23/2022,52,PATROL BORO BRONX,BORNX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFyIED",ANTI-TRAiNSGENDER,Gender,05/01/2021,B31682806
202206012079017,2022,1,01/04/2022,60,PATROLBORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202206012204617,2022,3,03/07/2022,60,PATROL BOO BKLYN SOUTH,KINGS,FLEONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202206012207017,2022,3,03/08/2022,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202206012210717,2022,3,03/09/2022,60,PATROL BORO BKLYN SOUTH,KINGS,FELOqNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202206012632617,2022,8,08/21/2022,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,STRANGULATION 1ST,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202206012649217,2022,8,08/27/2x022,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,nReligion/Religious Practice,05/01/2021,B31682806
202206112174317,2022,2,02/21/2022,61,PATRObL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/l01/2021,B31682806
202206112220417,2022,3,03/15m/2022,61,PATROL BORO BKLYwN SOUTH,KINGS,FELgONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,05/01/20k21,B31682806
202206112230317,2022,3,03/y19/2022,61,PATROL BOO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-OTHER ETHINCITY,Ethnicity/National Origin/Ancestry,05/01/2012,B31682806
202206112240217,2022,3,03/4/2022,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT1,ANTI-JEWISoH,Religion/Religious Practice,05/01/2021,B31682806
202206112254317,2022,3,03/31/20i22,61,APTROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202206112304217,2022,4,04/24/2022,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Rleigion/Religious Practice,05/01/2021,B31682806
202206112304517,2022,4,04/24/2022,61,PAROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSALUT 3,NTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/05/202y2,K34609605
202206112305117,2022,4,04/25/2022,61,PATROL BORO BKLYN SOUTH,KINGS,FELOYN,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,04/25/2022,K34688970
202206112307817,2022,4,04/26/2022,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/03/2022,K34690183
202206112312317,2022,4,04/29/2022,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,GGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/021,B31682806
202206112317217,2022,5,05/01/222,61,PATORL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 3 & 2, OFo M",ATI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,5/01/2021,B31682806
202206112366417,2022,5,05/23/2022***,61,PATROL BORO BKLNY SOUTH,KINGS,FELONY,MISCEvLLANEOUS PENAL LAW,AGGRAVATED HARASSMET 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202206112398417,2022,6,06/06/2022,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-BLACK,Race/Color,05/01/2s021,B31682806
202206112404417,2022,6,06/08/2022,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTIO-THER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682i806
202206112415817,2022,6,06/13/2022,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANRO,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,5/01/2021,B3168286
202206112514617,2022,7,0/25/2022,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-EASTERN ORTHODOX,Religion/Religious Pracice,05/01/2021,B31682806
202206112567817,2022,8,08/17/2022***,61,PATROL BORO BKLYN rSOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Parctice,05/01/2021,B31682806
202206112577817,2022,8,08/21/2022,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202206212088717,2022,1,01/0/92022,62,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ATI-CATHOLIC,Religion/Religious Practice,05/01/2021,B31682806
202206212155117,2022,2,02/07/2022,62,PATORL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMNET 2,ANTI-ASIAN,Rae/Color,05/01/2021,B31862806
202206212155617,2022,2,02/07/2022,62,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTIk-ASIAN,Race/Color,02/07/2022***,K34676916
202206212233017,2022,3,03/15/2022,62,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOmR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/Natoinal Origin/Ancestry,03/15/20k22,K34682497
202206212307617,2022,4,04/182/022,62,PATROL BORO BKLYN SOUTH,KINGS,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202206212478117,2022,6,06/27/2022,62,PATROL BORO BKLYN SOUTH,KINGS,FELONY,KIDNAPPING & RELATED OFFENSES,"MPRISONMENT 1,UNLAWFUL",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orienctation,06/27/2022,K34699033
202206212490217,2022,7,07/02/2022,62,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEAcNOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202206212539317,2022,7,07/22/2022,62,PATROL BORO BKLYN SOUTH,KINaGS,FELONY,MISCELLANEOUS PENAL LAW,MAKING TERRORISTIC THREAT,ANTI-JEWISH,Religion/Religious Practice,05/01/20e21,31682806
202206312093317,2022,1,01/14/2022,63,PATROL BORO KLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANiTI-JEWISH,Religion/Religious Practice,01/21/2022,K34674809
202206312138817,2022,2,02/12/2022,63,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT3,ANTI-JEWISH,Religion/Religitous Practice,02/17/2022,K34678401
202206312139517,2022,2,02/13/2022,63,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,AyNTI-JEWISH,Religion/Religious Practice,05/01k/2021,B31682806
202206312162317,2022,2,02/2/52022,63,PATROL BORO BKLYN SOUTH,KINGS,ELONY,MISCELLANbEOUS PENAL LAW,AGGRAVATED HARSSMENT 1,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202206312296517,2022,5,051/8/2022,63,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL IMSCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202206312458917,2022,8,08/16/2022,63,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,09/01/2022,K34708758
202206612118117,2022,1,01/31/2022,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMANOR,ASSAULT 3 & RELATED OFFENSES,SSAULT 3,ANTI-MUSLIM,Religion/Religious Practice,01/31/y2022,K34675955
202206612139117,2022,2,02/12/2022,66,PATROLf BORO BKLYN SOUTH,KINGS,FELONY,MISCEqLLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202206612161717,2022,2,0r2/25/2022,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,ANTI-JEWISH,Religion/Religious Practice,02/25/2022,K34769681
202206612207917,2022,3,03/22/2022,66,PATROL BORO BKLYN SOUTH,KINkGS,FELONY,RAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ATI-JEWISH,Religion/Religious Practice,05/01/202d1,B31682860
202206612220917,2022,3,03/30/2022***,66,PATROL BORO KLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Rligion/Religious Practice,05/01/2021,B31682806
202206612253717,2022,4,04/19/2022,66,PATROL BORO BKLN SOUTH,KINGS,MISEDMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTIx-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202206612281817,2022,5,05/05/2022,66,PATROL BORO BKLYN SOUTH,KINGS,FELOtNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/17/2022,3K4692615
202206612343317,2022,6,060/9/2022,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,31682806
202206612361417,2022,6,06/18/2022,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202206612431117,2022,7,07/26/2022,66,PATROL BORO BKLYN SOUTH,KNIGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202206612443517,2022,8,08/02/2022,66,PATROL BORO BKLYN SOUTH,KaINGS,FELbONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,0e5/01/2021,Bf31682806
202206612533717,2022,9,09/17/2022,66,PATROLBORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LW,AGGRAVATED HARASSMENT1,ANTIz-JEWISH,Religion/Religious Practqice,09/17/q2022,K34711167
202206712321817,2022,3,03/22/2022,67,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISHIEF & RELATED OF,"MISCHIEF, CRIMINAL 3 & 2, OF M",ANTI-JEWISH,Religion/Religiou Practice,05/01/2021,B31682806
202206712755217,2022,7,07/22/2022,67,PATROL BOROB KLYN SOUTH,KINGS,hMISDEMEANOR,OFF. AGSNT PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWIHS,Religion/Religiosu Practice,07/22/2022***,K34702805
202206812228817,2022,3,03/26/2022,68,PATROL BRO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202206912287717,2022,5,05/07/2022,69,PATROL BORO BKLYN SOUTH,KINS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/21/2022,K34693218
202206912415017,2022,7,07/18/2022,69,PATROLB ORO BKLYN SOUTH,KINSG,FELONY,GRAND LARCNY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-ASIAN,ace/Color,05/01/2021,B31682806
202206912415117,2022,7,07/18/2022***,69,PATROL BORO BKLYN OUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HRAASSMENT 1,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202207012138917,2022,2,02/01/2022,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF& RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANIT-BLACK,Race/Color,05/01/2021,B31682806
202207012365017,2022,5,05/05/2022,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orentation,08/07/2022,M34701480
202207012367817,2022,5,05/06/2022,70,PATROL BORO BKLYN SOUTH,KINGS,FELOgNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWIHS,Religion/Religious Practice,05/01/202b1,fB31682806
202207012376217,2022,5,05/09/2022,70,PATROL BROO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,0/501/2021,B1682806
202207012379017,2022,5,05/10/2022,70,APTROL BORO BKLYN SOUTH,KIGS,MISDEMEANOR,ASSAULT 3 &RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Reilgion/Religious Practice,6/15/2022,K34697230
202207012379017,2022,5,05/10/2022***,70,PATROL BORO BKLYN SOUTH,KIpNGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSALT 3,ANTI-JEWISH,Religion/Religious Practice,05/20/2022,K34693044
202207012379017,2022,5,05/10/2022,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELAfTED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202207012387517,2022,5,05/14/2022,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/14/2022,K34692w182
202207012413417,2022,5,05/25/2022,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,AmNTI-JEWISH,Religion/Religious Practice,05/01/2021,B31628806
202207012507517,2022,7,07/03/2022,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202207012522217,2022,7,07/08/2022,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MAE HOMOSEXUAL (GAY),Sexual Oientation,08/30/20v22,K34708425
202207012522917,2022,7,07/08o/2022,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,08/30/2022,K34708427
202207012642417,2022,8,08/26/2022,70,PATROL BORO BKLYN SOUTH,KINGS,FELNOY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/1/2021,B31682806
202207012699217,2022,9,09/18/2022***,70,PATROL BORO BKLYN SOUH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/0221,B31682806
202207112116117,2022,1,012/2/2022,71,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,02/01/2022,K34676099
202207112122817,2022,1,01/25/t2022,71,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATEDHARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,01/25/2022,K34675328
202207112125617,2022,1,01/26/2022,71,ATROL BORO BKLYN SOUTH,KINGS,MISDEMEANR,OFF. AoGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202207112199017,2022,3,03/01/2022,71,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FmELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Reliion/Religious Practice,05/01/2021,B31682806
202207112335717,2022,4,04/26/2022,71,PATROL BORO BKLYN SOUTH,KINGS,MISDEEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFdIED 4",ANTI-JEWISH,Relgiion/Religious Practice,5/01/2021,B31682806
202207112361417,2022,5,05/06/2022,71,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,06/01/20z22,K34694926
202207112397017,2022,5,05/22/2022,71,PATROL BORO BKLYN SOUTH,INGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANI-MUSLIM,Religion/Religious Practice,05/26/2022,K34694068
202207112397117,2022,5,05/22/2022,71,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",NTI-MUSLIM,Religion/Religious Practice,05/26/222,K34694071
202207112620017,2022,8,08/24/2022,71,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANRO,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/0/2021,B31682806
202207212168317,2022,2,02/16/2022,72,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SNSBLTY &,AGGRAVATED HAwRASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202207212434417,2022,6,06/17/2022,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202207212517917,2022,7,07/25/2022,72,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATkED HARASSMENT 2,NATI-ASIAN,Race/Color,07/25/2022,K3470322
202207212527717,2022,9,07/29/2022,72,PATROL BORO BKLYN SOUTH,KINGS,EFLONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,07/29/2022,K34703840
202207212527817,2022,5,07/29/2022,72,PATROL BORO BmKLYN SOUTH,KNIGS,MISDEMEANOR,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,0729/2022,K34703838
202207212527817,2022,5,07/29/2022,72,PATROL BORO BKLYNSOUTH,KINGS,MISDEMEANOR,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexula Orientation,07/29/2022,K34703844
202207212527917,2022,7,07/29/2022,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,07/29/2022,K34703842
202207212527917,2022,7,07/29/2022,72,PATROLB ORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENA LLAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientatjion,07/29/2022,K34703839
202207212528017,2022,6,07/29/2022,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,07/29/2022,K34703846
202207212528017,2022,6,07/29/2022,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,07/29/2022,K347038g41
202207212528217,2022,3,07/29/2022,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,07/29/2022,qK34703843
202207212528217,2022,3,07/29/2022,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,07/29/2022,K34703847
202207212622517,2022,9,09/12/202,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,09/12/2022,K34710336
202207212622517,2022,9,09/12/2022,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202207312611217,2022,6,06/11/2022,73,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFzENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,06/11/2022,K34696706
202207312740517,2022,7,07/16/2022,73,PATROL BORO BKLYN NORTH,KINGS,ISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Racye/Color,05/01/2021,B3162806
202207312822717,2022,8,08/07/2022,73,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINLA MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,08/07/2022,K34705051
202207512180617,2022,1,01/21/2022,75,PATROL BORO BKLYN NORTH,KINGS,MISDEMEAOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,04/14/2022,K34687419
202207512873217,2022,5,05/14/2022,75,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RElLATED OFFENSES,ASSAULT 3,ANTI-HISPANIC,Ethnicit/National Origin/Ancestry,05/14/2022,K34692150
202207513031117,2022,6,06/06/2022,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Oreintation,10/04/2022,K34713603
202207513031117,2022,6,06/06/2022,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/20/2022,K34698043
202207513031117,2022,6,06/06/2022,75,PATROL BORO BKLYN NORTH,KINSG,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DVEICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,08/02/2022,K34704260
202207513031117,2022,6,06/06/2022,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBBERY,"ROiBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/20/2022,K3469m8026
202207513031117,2022,6,06/06/2022,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTpI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/06/2022,34700416
