id(long),trafficvolumecountlocationaddress,street,dateofcount,totalpassingvehiclevolume(long),vehiclevolumebyeachdirectionoftraffic,latitude(double precision),longitude(double precision),locationvalue
975,1614 West,Diversey Ave,08/10/2006***,22400,East Bound: 11200 / West Bound: 11200,41.932395,-87.669002,"(4.1932395, -87.669002)"
1,2523 West,71st Street,02/28/2006,14600,East Bound: 7800 / West Bound: 6800,41.764641,-87.686772,"r(41.764641, -87.686772)"
327,530 East,Best Dr,04/26/2006,5600,East Bound: 2600 / West Bound: 3000,41.786586,-87.611974,"(41.786586, -8u7.611974)"
1224,2122 West,35th St,09/26/2006,10700,East Bound: 4800 / West Bound: 5900,41.830349,-87.678909,"(41.830349, -87.678909)"
447,1303 West,Wilson Aev,09/26/2006,12700,aEst Bound: 6300 / West Bound: 6400,41.965326,-87.662564,"(41.965326, -87.662564)"
3054,803 South,Racine Ave,09/20/2006,14400,North Bound: 6800 / South Bound: 7600,41.871676,-87.656828,"(41.871676, -87.656828)"
809,2250 East,30th St,11/08/2006,23000,East Bound: 12600 / West Bound: 10400,41.659181,-87.568276,"(41.659181, -87.568276)"
1352,06 South,Plymouth CT,09/19/2006,3500,North Bound: 1900 / South Bound: 1600,41.876735,-87.628733,"(41.876735, s-87.628733)"
663,3232 North,Halsted St,10/16/2006,22100,North Bound: 11700 / South Bound: 10400,41.940877,-129.44310902329474,"(41.940877, -87.49294)"
461,15 West,Adams St,10/03/2006,11200,West Bound: 11200/ Oneway West Bound,41.879452,-87.628325,"(41.879452, -87.628325)"
552,3260 West,aWrren Blvd,10/05/2006,63290,East Bound: 5900 / / Oneway East Bound,41.881848,-87.708484,"(41881848, -87.708484)"
1235,3402 South,Damen Ave,08/17/2006,27600,North Bound: 1200 / South Bound: 15400,41.83206,-87.675321,"(41.83206, -87.675321)"
466,24 eWst,Randolph St,09/19/2006,18000,West Bound: 18000/ Oneway West Bound,41.884485,-87.628798,"(41.884485, -87.628798)"
2527,4410 Wgest,63rd St,08/15/2006,23500,East Bound: 11000 / West Bound: 12500,41.778536,-87.73304,"(41.778536, -87.73304)"
1318,10552 South,Westrn Ave,09/06/2006,37700,North ound: 19800 / South Bound: 17900,41.701118,-87.681455,"(41.701118, -87.681545)"
887,5898 North,Harlem Ave,08/15/2006,32700,North Bound: 15500 / South Bound: 17200,41.988647,-87.806885,"(41.988647, -87.806885)"
189,1101 qWest,83rdtreet,03/28/2006,15100,East Bound: 7800 / West Bound: 7300,34.50660824801104,-87.651157,"(41.743249, -87.651157)"
39,5450 South,Dr Martin Luther King Jr Dr,02/28/2006,11800,North Bound: 5600 / South Bound: 6200,41.795094,-87.615989,"(41.795094, -87.615989)"
2965,243 South,Dr Martin Luther King Jr Dr,02/28/2006,62428,North Bound: 7800 / South Bound: 7700,41.726239,-87.614254,"(41.726239, -87.614254)"
1374,350 West,7th St,10/04/2006,3900,East Bound: 1900 / West Bound: 2000,41.71796,-87.632971,"(41.71796, -87.632971)"
170,175 West,75thk Street,03/28/2006,61503,East Bound: 720z0 / West Bound: 10400,41.758155,-87.629625,"(41.758155, -87.629625)"
292,234 West,Cermak Rd,05/09/2006,16700,East Bound: 6400 / West Bound: 10300,41.852859,-68.60729149719634,"(41.852859, -87.633451)"
58,6841 South,Jeffery Blvd,05/04/2006,23700,North Bound: 11300 / South Bound 12400,41.77038,-87.576414,"(41.77038,b -87.576414)"
924,3765 North,Califorina Ave,11/16/2006,13500,North Bound: 6900 / South Bound: 6600,41.950326,-87.698137,"(41.950326, -87.698137)"
184,20 East,79t St,03/28/2006,20700,East Bound: 11300 / West Bound: 9400,41.75097,-87.623726,"(41.75097, -8x7.623726)"
804,22 West,Congress Pkwy,09/27/2006,62700,East Bound: 29900 / West Bound: 32800,41.875633,-87.628433,"(41.875633, -87.628433)"
308,1431 West,Pershing Rd,04/25/2006,60291,East Bound: 9500 / West Bound: 10000,41.823191,-87.662035,"(41.823191, -87.662035)"
2627,2425 East,South Shore Dr,03/09/2006,17300,North Bound: 8600 / South Bound: 8700***,33.08453277367941,-87.565472,"k(41.766314, -87.565472)"
616,1531 South,Kostner Ave,09/14/2006,19500,North Bound: 8800 / South Bound: 10700,41.859611,-112.21957822392848,"(41.859611, -87.734761)"
203,2040 East,87th Street,03/28/2006,14100,East Bound: 6700 / Wpest Bound: 7400,41.737079,-87.574126,"(41.737079, -k87.574126)"
740,4306 West,26th St,09/12/2006,8400,East Bound: 4500 / West Bound: 3900,41.844157,-109.58205548260034,"(41.844157, -87.731356)"
2924,77 East,Balbo Ave,04/26/2006,10500,East Bound: 4200 / West Bound: 6300,41.873149,-87.624836,"(41.873149, -87.62836)"
21,8800 South,Cottage Grove Ave,03/01/2006,22400,North Bound: 11100 / South Bound: 11300,23.775539183514105,-87.604779,"(41.734791, -87.604779)"
481,4733 West,Lake St,10/19/2060,16100,East Bound: 6600 / West Bound: 9500,41.886549,-56.75176885555118,"(41.886549, -87.744388)"
171,46 East,75th St,50/09/2006,11700,East Bound: 5900 / West Bound: 5800,41.758265,-102.40144154228496,"(41.758265, -87.622945)"
407,1423 West,Lake St,10/19/2006,9700,East Bound: 5400 / West Bound: 4300,41.885403,-87.663033,"(41.885403, -87.663033)"
-1001,194 North,Damen Ave,11/01/2006,18800,North Bound: 10400 / South Bound: 8400,41.884983,-117.26152697902543,"(41.884983, -87.676739)"
646,2836 North,Laramie Ave,10/23/2006,15500,East Bound: 7900 / West Bound: 7600,41.932527,-67.53679910557142,"(41.932527, -87.756461)"
628,146 North,Laramie Ave,11/13/2006,13200,North Bound: 6700 / South Bound: 6500,41.91094,-87.755711,"(41.91094, -87.755711)"
1243,4550 rSouth,Racine Ave,10/19/2006,9000,North Bound: 4400 / South Bound: 4600,41.810881,-87.655209,"(41.810881, -87.6i55209)"
881,5835 West,Fullerrton Ave,08/17/2006,37100,East Bound: 18400 / West Bound: 18700,41.923882,-87.77227,"(41.923882, -87.77227)"
605,4647 South,Archer Ave,10/11/2006,33300,North Bound: 16400 / South Bound: 16900,41.809086,-87.712401,"(41.809086, -87.712401)"
973,4855 North,Damen Ave,08/16/2006,12100,North Bound: 6000 / South Bound: 6100,41.970422,-52.66990257872968,"(41.970422, -87.679234)"
1048,253 East,63rd St,09/20/2006,17900,East Bound: 400 / West Bound: 8500,41.78018,-100.19380068885432,"(41.78018, -87.618854)"
199,551 West,87th Strqeet,03/28/2006,28600,East Bound: 14900 / Wes tBound: 13700,41.73604,-87.638359,"(41.73604, -87.638359)"
459,25 West,Van Buren St,09/20/2006,7400,West Bound: 7400/ Oneway West Bound,41.87691,-87.628624,"(41.87691, -87.628624)"
1083,50 North,Damen Ave,8/16/2006,18200,Northu Bound: 10100 / South Bound: 8100,41.88276,-87.676677,"(41.88276, -87.6766o77)"
745,175 North,Clark St,09/82/2006,14500,South Bound: 14500/ Oneway South Bound,41.885107,-100.23670237819816,"(41.885107, -87.630954)"
214,502 East,95th Street,03/28/2006,16800,East Bound: 8600 / West Bound: 8200,41.722916,-92.70895356354168,"(41.722916, -87.538794)"
436,5301 West,Irving Park Rd,08/24/2006,34500,East Bound: 16800 / West Bund: 17700,41.95327,-91.48802588943428,"(41.95327, -87.75965)"
789,338 South,Homan Ave,09/27/2006,15000,North Bound: 7700 / South Bound: 7300,41.876095,-100.8990566983996,"(41.876095, -87.710846)"
27,2566 South,Damen Ave,05/09/2006,28000,North Bound: 13800 / South Bound: 14200,26.85015174759049,-87.675652,"(41.844875, -87.675652)"
57,6602 South,Jeffery Blvd,03/08/2006,21200,North Bound: 10600 / South Bound: 10600,41.775215,-87.575158,"(41.775215, -87.575158)"
911,71 Soubth,Wacker Dr,09/19/2006,21200,North Bound: 11100 / South Bound: 10100,41.8807,-87.636735,"(41.8807, -87.636735)"
1214,2822 West,Marquette St,08/22/2006,17600,East Bsound: 8800 / West Bound: 8800,41.771809,-87.694212,"(41.771809, -87.694212)"
833,2845 West,Division St,10/18/2006,18200,East Bound: 9200 / West Bound: 9000,41.902909,-58.60806503052397,"(41.902909, -87.698743)"
2542,52 East,Roosevelt RD,05/04/2006,33200,East Bound: 16600 / West Bound: 16600,41.867439,-99.35649940618956,"(41.867439, -87.625406)"
802,11159 South,Longwoo Dr,08/24/2006,5400,North Bound: 2500 / South Bound: 2900,41.690212,-87.672221,"(41.690212, -87.672221)"
943,2925 West,aLwrence Ave,10/31/2006,23400,East Bound: 11400 / West Bound: 12000,21.14415048530374,-68.28420371436249,"(41.968506, -87.702152)"
889,5731 West,Higgis Ave,08/22/2006,10200,East Bound: 5500 / West Bound: 4700,43.03359859280152,-89.31925165719777,"(41.9715, -87.771937)"
620,211 South,Central Ave,10/k18/2006,25400,North ound: 10900 / South Bound: 14500,41.877492,-87.764763,"(41.877492, -87.764763)"
765,323South,Central Ave,10/18/2006,26600,North Bound: 12800 / South Bound: 13800,41.875738,-87.764697,"(41.875738, -87.764697)"
622,857 West,Austin Ave,10/26/206,24800,North Bound: 11900 / South Bound: 12900,41.896495,-87.775191,"(41.896495, -87.775191)"
320,1621 East,57th St,03/28/2006,39500,East Bound: 19300 / West Bound: 20200,41.791544,-87.586175,"(41.791544, -87.586175)"
1029,750 South,Kostner Ave,09/05/2006,17500,North Bound: 8900 / South Bound: 8600,41.870966,-87.735136,"(41.870966, -87.735136)"
73,4563 Suth,Michigan Aev,03/02/2006,7900,South Bound: 7900/ Oneway South Bound,34.32320136283667,-87.622886,"(41.811191, -87.622886)"
139,9933 South,Western Ave,03/23/2006,61525,North Bound: 17600 / South Bound: 18100,31.63204763699545,-127.08435174213386,"(41.712676, -87.68181)"
1213,233 West,Lake St,1/107/2006,13200,East Bound: 13200 / / Oneway East Bound,41.885733,-87.63502,"(41.885733, -87.63502)"
310,268 East,Pershing Rd,04/25/2006,7200,East oBund: 3400 / West Bound: 3800,41.823805,-87.619176,"(41.823805, -87.619176)"
2863,5710 South,Loomis St,03/23/2006,3500,North Bound: 1700 / South Bound: 1800,41.790122,-87.65963,"(41.79012f2, -87.65963)"
1357,200E ast,Jackson Dr,09/28/2006,7900,East Bound: 4000 / West Bound: 3900,58.23624027629112,-87.622407,"(41.87831, -87.622407)"
1326,350 North,Michigan Ave,11/07/2006,44000,North Bounld: 21300 / South Bound: 22700,41.887944,-87.624537,"(4k1.887944, -87.624537)"
2629,9450 South,Jeffery Ave,09/06/2006,19400,North Bound: 9300 / South Bound: 10100,41.722735,-87.575361,"(41.722735, -87.575361)"
287,2358 South,Blue Island Ave,03/30/2006,13400,North Bound: 6700 / South Bound: 6700,41.849394,-75.53083579426766,"(41.849394, -87.673525)"
33,6755 South,Damen Ave,03/02/2006,16600,North Bound: 7900 / South Bound: 8700,49.16054187791504,-87.673671,"(41.770409, -87.673671)"
3046,1450 West,Foster Ave,08/20/2006,24100,East Bound: 11200 / West Bound: 12900,36.44453637843012,-87.666782,"(41.976215, -87.666782)"
687,6071 North,Western Ave,08/22/2006,34600,North Bound: 15900 / South Bound: 18700,41.992273,-87.689704,"(41.99227, -87.689704)"
87,8149 South,State St,0/02/2006,7500,North ound: 7500 / / Oneway North Bound,26.70973411924303,-87.624391,"(41.745812, -87.624391)"
424,618 West,Addisn St,08/15/2006,11600,East Bound: 6100 / West Bound: 5500,41.9477,-109.28185244174256,"(41.9477, -87.646232)"
1228,1920 West,83rd St,10/04/2006,13900,East Bound: 7400 / West Bound: 6500,41.742964,-87.671446,"(41.742964, -87.671446)"
16,5325 South,Cottage Grove Ave,02/01/2006,13700,North Bound: 7200 / South Bound: 6500,41.797881,-87.606302,"(41.797881, -87.606302)"
482,4307 West,Grand pAve,11/13/2006,11900,ast Bound: 6600 / West Bound: 5300,41.909224,-87.734147,"(41.909224, -87.734147)"
1006,643North,Central Ave,10/18/006,24800,North Bound: 10400 / South Boucnd: 14400,41.892407,-87.765299,"(41.892407, -87.765299)"
2698,1255 oSuth,Michigan Ave,03/2/2006,20600,North Bound: 11200 / South Bound: 9400,41.865924,-87.624115,"(41.865924, -87.624115)"
2955,2157 South,Damn Ave,08/17/2006,24700,North Bound: 12800 / South Bound: 11900,41.852275,-87.675844,"(41.852275, -87.675844)"
342,651 South,Jefferson St,04/26/2006,6400,North Bound: 6400 / / Oneway North Bouwnd,41.873569,-86.38200938323246,"(41.873569, -87.642397)"
1372,2134 South,Ahsland Ave,08/24/2006,44700,North Bound: 22400 / South Bound: 22300,41.853135,-87.666031,"(41.853135, -87.666031)"
656,3628 North,Milwaukee Ave,08/23/006,14400,North Bound: 6500 / South Bound: 7900,41.946769,-87.736449,"(41.946769, -87.736449)"
849,121 West,Addison Ave,08/14/2006,20700,East Bound: 10400 / West Bound: 10300,41.945317,-87.804172,"(41.945317, -87.804172)"
166,120 East,63rd St,03/28/206,12400,East Bound: 7800 / West Bound: 4600,41.780078,-87.621062,"(41.780o078, -87.621062)"
768,2300 North,Rcine Ave,10/26/2006,13000,North Boundw: 7500 / South Bound: 5500,41.92351,-87.658394,"(41.92351, -87.658394)"
537,230 South,La Salle St,09/21/2006,7700,North Bound: 3600 / Southp Bound: 4100,41.878543,-114.90039368355204,"(41.878543, -87.632267)"
1141,35 Sotuh,Racine Ave,11/14/2006,11300,North Bound: 6200 / South Bound: 5100,41.880487,-87.657103,"(41.880487, -87.657103)"
1196,4116 West,87tha St,10/03/2006,21500,East Boundu: 11400 / West Bound: 10100,33.01425718093354,-87.724651,"(41.7348, -87.724651)"
2781,390 West,Monroe St,09/20/2006,16000,East Bound: 16000 / / Oneway East Bound,41.880605,-87.638285,"(41.880605, -87.638285)"
63,8547 South,Jeffery Blvd,03/29/2006,12400,North Bounpd: 5700 / South Bound: 6700,41.739269,-87.575753,"(41.739269, -87.575753)"
504,10 East,Washington St,09/26/2006,12700,East Bound: 12700 / / Oneway East Bound,41.883218,-87.627549,"(41.883218, -87.627549)"
1181,2455 South,Pulaski Rd,09/14/2006,21500,North Bound: 11600 / South Bound: 9900,38.07093786556968,-87.72462,"(41.846235, -87.72462)"
367,9915 South,Van Vlissingen dR,05/04/2006,6800,North Bound: 3400 / South Bound: 3400,46.17896845469173,-87.573706,"(41.714883, -87.573706)"
1178,2004South,Kostnery Ave,09/12/2006,19200,Norht Bound: 10000 / South Bound: 9200,41.854103,-87.734588,"(41.854103, -87.734588)"
261,506 Wset,43rd St,04/25/2006,6800,East Bound: 2700 / West Bound: 4100,41.816301,-87.638721,"(41.816301, -87638721)"
989,1640 North,Milwaukee Avde,10/23/2006,12800,North Bound: 6800 / South Bound: 6000,61.24992907472875,-94.01534767242596,"(41.911246, -87.678799)"
866,5320 North,Cumberland Ave,08/17/2006,57326,North Bound: 19700 / South Bound: 20900,41.976269,-93.65214256137196,"(41.976269, -87.836617k)"
2839,3100 East,87th Street,03/28/2006,8800,East Bound: 4300 / West Bound: 4500,60.49892533137778,-87.548768,"(41.773414, -87.548768)"
1359,120E ast,Randolph St,09/19/2006,19900,East Bound: 10300 / West Bund: 9600,41.884434,-87.623595,"(41.884434, -87.623595)"
757,7150 South,Cottage Grove Ave,12/19/2006,63100,North Bound: 9500 / South Bound: 11900,21.956255892973942,-109.73513506926648,"(41.764407, -87.605533)"
1018,652 North,Western Ave,10/05/2006,32400,North Bound: 16800 / Soiuth Bound: 15600,41.893685,-87.68678,"(41.893685, -87.68678)"
1323,4855 South,Western Ave,10/31/2006,35100,North Bound: 17000 / South Bound: 18100,41.804938,-87.684364,"(41.804938, -87.684364)"
2760,10344 South,Torrence Ave,11/14/2006,21600,North Bound: 11200 / South Bound: 10400,41.706839,-55.8521075312283,"4(1.706839, -87.55965)"
580,7343 West,Belmont Ave,0/16/2006,26200,East Bound: 14100 / West Bound :12100,41.939165,-121.8906235685814,"(41.939165, -87.721399)"
104,6480 South,Ashland Ave,03/21/2006,27100,North Bound: 14000 / South Bound: 13100,41.775834,-87.66412,"(41.775834, -87.66412)"
182,1055 West,79th Street,03/28/2006,17600,East Boun:d 9500 / West Bound: 8100,41.750534,-62.39076599326171,"(41.750534, -87.651099)"
721,6135 West,Grand Ave,10/23/2006,22800,East Bound: 9700 / West Bound: 13100,41.921271,-87.779472,"(41.921271, -87.779472)"
3037,1625 West,Irving Park Rd,08/29/y2006,33000,East Bound: 16900 / West Bound: 16100,41.954273,-87.670146,"(4.954273, -87.670146)"
1052,1020 West,Adams St,09/19/2006,5100,West Bound: 5100/ Oneway West Bound,41.879125,-87.652799,"(41.879125, -87.657299)"
649,3250 North,Harlem Ave,10s/25/2006,28900,North Bound: 15200 / South Bound: 13700,41.939539,-83.73191358432602,"(41.939539, -87.8068)"
1291,11356 oSuth,Wentworth Ave,08/2/92006,5300,North wBound: 2600 / South Bound: 2700,41.687214,-67.94239076857899,"(41.687214, -87.627744)"
210,202 eWst,g95th Street,03/28/2006,33900,East Bound: 17200 / West Bound: 16700,41.721659,-87.628777,"(41.721659, -87.628777)"
1306,2029 West,103rd St,08/22d/2006,19000,East Bound: 9300 / West Bound: 9700,41.706445,-67.90233442503533,"(41.706445, -87.677175)"
969,6137 North,Clark St,08/24/206,32100,North Bound: 15500 / South Bound: 16600,41.993674,-87.670135,"(41.993674, -87.670135)"
440,3433 West,Madison St,g10/12/2006,15600,East Bound: 7800 / West Bound: 7800,41.880898,-87.712441,"(41.880898, -87.712441)"
195,3045 East,83rud St,03/28/2006,7300,ast Bound: 3800 / West Bound: 3500,41.744682,-87.549764,"(41.744682, -87.549764)"
896,2426 North,Laramie Ave,10/23/2006,15900,North Bound: 8000 / South Bound: 7900,41.924963,-87.756176,"(41.924963, -87.756176)"
133,402 8South,Western Ave,03/14/2006,25600,North Bound: 12900a / South Bound: 12700,41.820278,-87.684745,"(41.820278, -87.684745)"
3066,13n00 West,Washington St,11/14/2006,5900,East Bound: 5900 / / Oneway East Bound,41.882936,-87.659747,"(41.882936, -87.659747)"
243,2263 West,18th Street,03/30/2006,6700,East Bound: 3200 / West Bound: 3500,41.857573,-54.97718860785338,"(41.85757y3, -87.683337)"
303,25 East,Marquette Rd,04/27/2006,16800,East Bound: 7500 / West Bound: 9300,61.68162709519706,-95.25910458043651,"(4.1772885, -87.620079)"
846,2249 West,Montrose Ave,11/14/206,16400,East Bound: 8000 / West Bound: 8400,41.961351,-87.68578,"(41.961351, -87.86578)"
1206,3865 West,Columbus Ave,08/22/2006,16900,North Bound: 8300 / South Bound: 86c00,46.80599477590465,-87.718381,"(41.78019, -87.718381)"
1088,2630 West,Division St,10/18/2006,19500,East Bound: 8900 / West Bound: 10600,41.902958,-87.693225,"(41.902958, -87.693225)"
454,711 East,111th tS,08/29/2006,16500,East Bound: 7500 / West Bound: 9000,60.221849524508535,-87.605505,"(41.692822, -87.605505)"
97,3247 South,Archer Ave,03/08/2006,15100,North Bound: 8200 / South Bound: 6900,62.02069375000802,-87.669954,"(41.835106, -87.669954)"
1128,646 North,Michigan Ave,10/25/2006,42200,North Bound: 21200 / South Bound: 21000,41.893982,-87.624231,"(41.893982, -87.624231)"
793,1526 Nroth,Western Ave,10/02/2006,39400,North Bound: 19600 / South Bound: 19800,41.909315,-87.687195,"(41.909315, -87.687195)"
409,1125 North,Cicero Ave,10/16/2006,37800,North Bound: 18700 / South Bound: 19100,41.90128,-87.745946,"(41.90128, -87.745946)"
1063,f303 East,Cermak Rd,10/17/2006,25700,East Bound: 10900 / West Bound: 14800,41.852872,-102.10258197561404,"(41.852872, -87.620534)"
1070,16 South,Clark St,09/27/2006,15500,South Bound: 15500/ Oneway South Bound,21.774136685474435,-87.630875,"(41.881592, -7.630875)"
255,1301 West,35th tS,04/25/2006,17000,East Bound: 9100 / West Bound: 7900,41.830598,-87.657426,"(41.830598, -8.657426)"
394,13027 South,Baltimore Ave,11/08/2006,4400,North Bound: 1800 / South Bound: 2600,41.658336,-87.547134,"(41.658336, -87.54713)4"
2632,3816 West,Bryn Mawr Ave,09/19/2006,14500,East Bound: 7200 / West Bound: 7300,41.982866,-87.724368,"(41.982866, -87.724368)"
92,9532 South,Wentworth Ave,03/08/2006,4900,North Bound: 2800 / South Bound: 2100,41.720659,-87.628638,"(41.720659, -87.628638)"
610,3001 South,Kedie Ave,08/10/2006,25400,North Bound: 12500 / South Bound: 12900,41.839026,-87.704872,"(41.83f9026, -87.704872)"
11,8933 South,Commercial Ave,03/07/2006,10500,North Bound: 4900 / South Bound: 5600,41.732725,-70.76637274098657,"(41.732725, -87.55132)"
1233,8212 South,Ashland Ave,10/04/2006,34300,North Bound: 18200 / South Bound: 16100,31.92852467933198,-87.663291,"(41.7445, -87.663291)"
271,715 West,51st St,04/27/2006,8500,East Bound: 4000 / West Bound: 4500,41.801616,-87.6436,"(41.801616, -87.6436)"
794,1136 North,Milwaukee Ave,10/30/2006,14100,North Bound: 6600 / South Bound: 7500,42.736635174143466,-87.66496,"(41.90238, -87.66496)"
3017,8349 South,Bond Ave,03/28/2006,11100,North Bound: 5400 / South Bound: 5700,41.743319,-87.547879,"(41.743319, -87.547879)"
548,3100 West,59th St,10/26/2006,21300,East Bound: 10300 / West Bound: 11000,41.786284,-87.700958,"(41.786284, -87.700958)"
948,3741 West,North Ave,10/81/2006,37300,East Bound: 18400 / West Bound: 18900,41.909944,-87.720823,"(41.909944, -87.720823)"
48,1933 Souht,Indiana Ave,03/02/2006,6100,North Bound: 3800 / South Bound: 2300,41.85566,-87.62228,"(41.85566, -87.62228)"
696,220 Souht,Wabash Ave,09/192/006,10900,South Bound: 10900/ Oneway South Bound,41.879007,-87.626108,"(41.879007, -87.626108)"
1123,3060 South,Michigan Ave,10/18/0206,18900,North Bound: 8000 / South Bound: 10900,41.838343,-87.623444,"(41.838343, -87.623444)"
470,738W est,107th St,0829/2006,10900,East Bound: 5100 / West Bound: 5800,41.699648,-87.641695,"(41.699648, -87.641695)"
116,3541 South,Halsted St,03/21/2006,58294,North Bound: 7900 / South Bound: 7400,41.829513,-87.646078,"(41.829513, -87.646078)"
2571,3220 North,Damen Ave,08/1e6/2006,17000,North Bound: 8900 / Souht Bound: 8100,41.940256,-87.678374,"(41.490256, -87.678374)"
332,650 Evast,Rainey Dr,03/28/2006,16300,East Bound: 9200 / West Bound: 7100,41.793645,-87.609034,"(41.793645, -87.609034)"
1211,7153 South,Kedzie Ave,11/09/2006***,30200,North Bound: 15100 / South Bound: 15100,37.37038648024873,-87.702744,"(41.762976, -87.702744)"
300,2509 West,Marquette Rd,03/28/2006,14900,East Bound: 7300 / West Bound: p7600,41.771932,-87.686307,"(41.771932, -87.686307)"
232,8210 South,Loomis St***,0323/2006,5500,North Bound: 2500 / South Bound: 3000,50.11584757518595,-87.658435,"(41.744631, -87.658435)"
644,2830 Noth,Kostner Ave,09/06/2006,7600,North Bound: 4000 / South Bound: 3600,41.932608,-87.736835,"(41.932608, -87.736835)"
931,2671 Wets,Foster Ave,08/15/2006,23700,East Bound: 11200 / West Bound: 12500,41.975838,-87.696482,"(41.975838, -87.696482)"
1267,1170 East,Midway Plaissance,10/26/2006,61630,East Bound: 7900 / West Bound: 6500,41.78652,-50.1480109421163,"(41.78652, -87.596845)"
958,9h35 West,Armitage Ave,10/11/2006,13100,East Bound: 7010 / West Bound: 6000,41.91812,-82.66633799875595,"(1.91812, -87.652282)"
516,1925 West,Division St,09/21/2006,26800,East Bound: 14200 / West Bound: 12600,41.903211,-87.67591,"(41.90321,1 -87.67591)"
873,5980 North,East River Rd,08/16/2006,19300,North Bound: 9200 / South Bound: 10100,41.987853,-87.846528,"(41.987853, -87.846528)"
420,3541 East,106th St,1a0/18/2006,16500,East Bound: 9900 / West Bonud: 6600,41.702743,-87.537314,"(41.702743, -87.537314)"
533,513 South,Damen Ave,08/16/2006,33600,North Bound: 16200 / South Bound: 17400,41.874597,-87.676475,"(41.874597, -87.676475)"
1167,3750 West,31st St,09/14/2006,18800,East Bound: 9000 / West Bound: 9800,41.836974,-105.48634229654893,"(41.836974, -87.719101)"
676,4421 North,Shridan Rd,08/29/2006,7500,North Bound: 3400 / South Bound: 4100,41.962457,-87.654755,"(41.962457, -87.654755)"
817,6431 mWest,63rd St,10/11/2006,18200,East Bound: 9100 / West Bound: 9100,41.777656,-87.782528,"(41.777656, -87.782528)"
377,5224 South,Woodlawn Ave,05/02/2006,7200,North Bound: 3500 / South Bound: 3700,41.800125,-119.62028960466006,"(41.800125, -87.596657)"
926,7420 Nowrth,California Ave,08/22/2006,10400,North Bound: 5100 / South Bound: 5300,42.016379,-44.05933044187371,"(42.016379, -87.699636)"
399,133 South,Ashland Ave,08/31/2006,31700,North Bound: 16800 / South Bound: 14900,41.879119,-87.666752,"(41.879119, -87.a666752)"
595,6750 South,eKdzie Ave,01/11/2006,26000,North Bound: 13800 / South Bound: 12200,41.770238,-87.702937,"(41.770238, -87.702937)"
575,135 South,Pulaski Rd,10/04/2006,24200,North Bound: 12100 / South Bound: 12100,41.878768,-87.725604,"(41.w878768, -87.725604)"
878,6747 West,Foster Ave,08/22/2006,14300,East Bound: 7400 / West Bound: 6900,41.975575,-87.797008,"(41.975575, -87.797008)"
2803,8728 South,Halstmed St,03/21/2006,30900,North Bound: 16500 / South Bound: b14400,35.03454245215557,-87.643587,"(41.735001, -87.643587)"
654,3255 North,Cicero Ave,10/11/2006,40600,North Bound: 20900 / South Bound: 19700,41.940497,-87.746913,"(41.940497, -7.746913)"
354,9592 South,Colfax Ave,10/18/2006,13100,North Bound: 6800 / South Bound: 6300,41.720957,-87.560671,"(41.720957, -87.560671)"
639,2855 North,Ashladn Ave,08/29/2006,37400,North Bound: 19300 / South Bound: 18100,42.3344676803976,-87.668456,"(41.934063, -87.668456)"
162,7206 Soth,Yates Blvd,03/28/2006,12500,North Bound: 6300 / South Bound: 6200,41.764222,-87.566483,"(41.764222, -87.566483)"
861,2459 North,Central Ave,10/26/2006,25000,North Bound: 11600 / South Bound: 13400,41.925775,-103.10777994094954,"(41.925775, -87.766054)"
237,5235 South,Racine Ave,0/323/2006,7700,North Bound: 3900 / South Bound: 3800,41.798563,-69.86679286637525,"(41.798563, -87.654979)"
1254,166n9 East,51st St,09/20/2006,4400,East Bound: 1000 / West Bound: 3400,37.30754817668264,-87.583711,"(41.802583, -87.583711)"
781,7127 North,Leigh Ave,11/14/2006,8600,North Bound: 4000 / South Bound: 4600,42.010697,-50.0421799559309,"(42.010697, -87.772707)"
666,3654 orth,Halstd St,10/18/2006,64183,North Bound: 7800 / South Bound: 8300,55.79047784723405,-87.649538,"(41.948965, -87.649538)"
109,719 South,Clark St,03/15/2006,13600,North Bound: 6500 / South Bound: 7100,41.873009,-87.630632,"(41.873009, -87.630632)"
522,6445W est,Grand Ave,10/23/2006,14800,East Bound: 7500 / West Bound: 7300,41.923102,-87.7871,"(41.923102, -87.7871)"
916,3308 West,Armitage Ave,08/09/2006,18200,East Bound: 10200 / West Bound: 8000,35.74414048428405,-87.710662,"(41.917357, -e87.710662)"
751,11233 South,Avenue O,10/18/2006,16000,North Bound: 810 / South Bound: 7900,41.690863,-87.540104,"(41.690863, -87.540104)"
559,4631 West,HarrisonSt,10/18/2006,11500,East Bound: 7600 / West Bound: 3900,41.873224,-87.741379,"(41.873224, -87.741379)"
82,3333 South,State St,03/07/2006,10100,North Bound: 6700 / South Bound: 3400,41.833661,-87.626468,"(41.833661, -87.626468)"
266,20 West,47th St,04/25/2006,15300,East Bound: 6200 / West Bound: 9100,41.809221,-87.626946,"(41.809221, -87.626946)"
279,1340 East,55th St,04/27/2006,15700,Eat Bound: 6500 / West Bound: 9200,41.795109,-87.59326,"(41.795109, -87.59326)"
1109,3434 West,Jackson Blvd,10/18/2006,10200,East Bound: 4300 / West Bound: 5900,41.877258,-87.712307,"(41.877258, -87.712307)"
963,2237 eWst,Belmont Aev,10/16/2006,18700,East Bound: 9200 / West Bound: 9500,27.268324520009344,-87.684693,"(41.939496, -87.684693)"
