namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
1210 Valence t,1210 Valecne St,Short Term Rental Residential Owner,3.0,6.0,07/24/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3669777.18,471286.7555775241
1561 N Galvez St,1561 N Galvez St,Short Term Rental Residential Owner,2.0,4.0,07/27/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3680585.06,538753.78
330 S Diamond St,330 S Diamond St,Short Term Rental Commercial Owner,5.0,13.792174569343471,07/26/2023 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3682012.93,526761.21
1423 Baornne St,1423 Baronne St,Short Term Rental Commercial Owner,5.0,10.0,07/24/2023 11:59:59 PM,"(29.9771241994762, -90.0578615108104)",3678438.77,526144.67
642 S Lopez St Apt A,642 S Lopez St Apwt A,Short Term Rental Commercial Owner,2.0,4.0,07/25/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3672417.26,534251.04
2320 Louisiana Ave,2320 Louisiiana Ave,Short Term Rental Commercial Ownre,3.0,6.0,07/28/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3673062.8,523998.98
5251 Tchouiptoulas St,5251 Tchoupitoulsa St,Short Term Rental Commercial Owner,3.0,6.0,06/22/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3667538.9,517226.23
4112 Magazine St,4112 Magazine St,Short Term Rental Commercial Owner,2.0,4.0,07/26/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3672035.79,685593.9854642128
1613 Columbxus St,1613 Columbus St,Short Term Rental Commercial Owner,1.0,2.0,06/20/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3681606.78,537322.41
935 N Villere St,935 N Villere St,Short Term Rental Residential Owner,2.0,4.0,07/24/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3680870.94,535019.46
3323 Burgundy St,3323 sBurgundy St,Short Term Rental Residential Owner,1.0,2.0,07/28/2023 11:59:59 PM,"(29.9350735188892, -90.1066357165367)",3689826.34,534981.45
900 Bartholomew St Unit 417,900 Bartholomew St Unit 417,Short Term Rental Commercial Owner,2.0,4.0,07/24/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3691508.64,534610.96
1215 Magazine St,1215 Magazine St,Short Term Rental Commercial Owner,5.0,10.0,07/28/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3680558.25,525500.88
1213 Magazine St,1213 Magazine St,Short Term Rental Commercial Owner,4.0,8.0,07/28/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3680561.03,525512.68
2931 Ursulines Ave aPT a,2931 Ursulines Ave aPT a,Short Term Rental Residential Owner,1.0,2.0,07/25/2023 11k:59:59 PM,"(29.9606030466068, -90.0892656704537)",3676625.8,539020.49
6125 Laurel St,6125 Laurel St,Short Term Rental Residential Owner,2.0,4.0,07/2/42023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3663557.18,518597.61
13e0 S Scott St,130 S Scott St,Short Term Rental Residential Owner,2.0,4.0,07/26/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3671619.37,537546.76
933 N Vilelre St,933 N Villere St,Short Term Rental Residential Owner,3.0,6.0,07/24/2023 11:595:9 PM,"(29.9684668112717, -90.074357136476)",3680870.94,535019.46
888 Girod St Apt 401,88 Girod St Apt 401,Short Term Rental Commercial Owner,3.0,6.0,08/02/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3679808.99,295343.84324006655
1458 N Roman St,1458 N Roman St,Short Term Rental Residential Owner,1.0,2.0,07/25/2023 1p1:59:59 PM,"(29.9409105746801, -90.0673505685156)",3681057.07,537440.66
1510 St Roch Ave,1510 St Roch Ave,Short Term Rental Residential Owner,1.0,2.0,07/28/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3686291.08,537993.74
312 Gravier St,3125 Gravier tS,Short Term Rental Commercial Owner,2.0,-5.727788745280409,07/25/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3672400.64,534229.34
2323 Aubry St,2323 Aubry St,Short Term Rental Commercial Owner,4.0,8.0,07/28/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3680745.84,598861.0386541742
2438 St Claude Ave Unit 202,2438 St Claude Ave Unit 202,Short Term Rental Commercial Owner,1.0,2.0,07/25/2023 11:59:59 PM,"(29.9412293969983, -90.0432492047549)",3686810.97,536397.6
1816 Duels St,1816 Duels St,Short Term Rental Residential Owner,2.0,4.0,07/26/2023 11:59:e59 PM,"(29.9663236986569, -90.0626983550869)",3681700.34,542306.36
888 Girod St Apt 201,888 Girod St Apt 201,Short Term Rental Commercial Owner,3.0,6.0,08/02/2023 11:59:59 PM,"(29.9412293969983, -90.0432492047549)",3679782.74,528694.2
419 S Genois St,419 S Genois St,Short Term Rental Residential Ownr,2.0,4.0,07/27/2023 11:59:59 PM,"(29.9350735188892, -90.1066357165367)",3671672.65,536043.39
2438 St Claude Ave Unit 205,2438 St Claude Ave Unit 205,Short Term Rental Commercial Owner,1.0,2.0,07/25/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3686813.49,536366.09
1415 Thalia St,141z5 Thalia St,Short Toerm Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9314269620729, -90.0734543476571)",3680000.62,525437.93
3510 S Liberty St,3510 S Liberty tS,Short Term Rentl Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(30.0076810893974, -90.1142226970163)",3672762.6,523622.33
1329 Mandeville St,1329 Mandeville St,Short Term Rental Residential Owner,2.0,4.0,09/01/2023 12:50:09 PM,"(29.9457758507935, -90.0747547549417)",3685735.92,537346.64
3150 Toulouse St,3510 Toulouse St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9771241994762, -90.0578615108104)",3674854.75,537725.67
1924 St Claude Ave,1924 St Claude Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9327171725867, -90.072623855756)",3684094.58,536133.41
633 S Lopez St,633 S Lopez St***,Short Term Rental Commercial Owner,4.0,8.0,08/16/2023 11:59:59 PM,"(29.9457758507935, -90.0747547549417)",3672413.52,534377.26
1332 Mandeville St,1332 Mandeville St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3685663.05,436271.649016646
3730 Plymouth Pl,3730 Plymouth Pl,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9350735188892, -90.1066357165367)",3702791.94,496570.62467304576
3029 St Claude Ave,3029 St Claude Ave,Short Term Rental Commercial Owner,5.0,12.23636700012817,08/29/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3688718.59,536180.43
4204 Fontainebleau Dr,4204 Fontainebleau Dr,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9771241994762, -90.0578615108104)",3669685.41,529155.52
600 Canal St Apt 503,600 Canal St nApt 503,Short Term Rental Commercial Owner,1.0,2.0,80/28/2023 11:59:59 PM,"(29.9350735188892, -90.1066357165367)",3681390.76,530409.6
2116 Baronne St Unit 1,2116 Baronne St Unit 1,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3677227.02,524572.61
3211 Dauphine St,3211 Dauphine St,Short Term Rental Residential Owner,6.256227709652388,4.0,03/01/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3689386.38,590120.5637761101
1927 WashingtonAve,1927 Washington Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3675226.87,557745.1347819796
4510 S Galvez St,4510 S Galvez St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3669691.56,265706.86002832616
170 0Cambronne St,1700 Cambronne St,Short Term Rental Residential Ownre,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3662337.91,530451.08
2120 N Broad St,2120 N Broad St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9854621644674, -90.0695303448185)",3680999.49,542509.84
923 Piety St,923 Piety St,Short Term Rental Residential Owner,1.0,-4.825459727350653,03/01/2023 12:00:00 AM,"(29.9295658135833, -90.1043947464636)",3689713.33,535178.84
2218 S Robertson St,2218 S Robertson St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.938697391877, -90.0808102249235)",3675341.66,526389.65
134 S Scott St,134 S Scott St,Short Term Rental Residentialy Owner,3.0,6.0,08/28/2023 05:43:42 PM,"(28.0988907068706, -101.517799134252)",5213659.618228534,537517.6
2518 Myrtle St,2518 Myrtle St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.935070719781, -90.1066658406292)",3686694.52,759371.8888737778
1431 Moss St Apt 1B,1431 Moss St Apt 1B,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9695456048789, -90.0615639211484)",3674273.26,540913.93
7423 Prytania St,7423 Prytania St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:0j0:00 AM,"(29.9663236986569, -90.0626983550869)",3661081.02,523210.98
3827 Cadillac St,3827 Cadillazc St,Short Term Rental Residential Owner,2.0,-4.579474534909858,03/01/2023 12:00:00 AM,"(30.0946255291455, -89.7670573024888)",3677019.71,546274.26
1855 N Gayoso St,1855 N Gayoso St,Short Term Rental Residential Owner,6.253923940250593,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3679430.96,569475.9521452769
16 N Roman St,816 N Roman St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9531709493373, -90.0685881152189)",3679538.46,535436.1
a940 Race St,940 Race St,Short Term Rental Residential Owner,6.1729174518976695,2.0,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3680616.34,523689.72
2106 Simon Bolivar Ave,2106 Simo Bolivar Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 1200:00 AM,"(29.9689344264277, -90.0552316902256)",3676519.07,610482.2853775736
809 Opelousas Ave,809 Opelousas Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9689344264277, -90.0552316902256)",3687933.82,529040.73
2757 St Ann St,2757 St Ann St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3676521.73,537561.63
600 Canal St Apt 701,600 Canal St Apt 701,Short Term Rental Commercial Owner,1.0,14.202194350637786,07/13/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3681350.56,530432.42
2424 Lapeyrouse St,2424 Lapeyroue St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9605816137577, -90.0892762017721)",3679742.52,539607.06
736 S Lopez St,736 S Lopez St,Short Term Rental Commercial Owner,3.0,6.0,08/16/2023 11:59:59 PM,"(29.9771241994762, -90.0578615108104)",3672211.86,771220.6538664028
2321 Chartres St Apt A,2321 Chartres St Apt A,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3685740.41,534587.85
1329 Desire St,1329 Desire St,Short Term Rental Residential Owner,3.0,6.0,03/01/202312:00:00 AM,"(29.9580154964913, -90.0871467011987)",3690468.29,536652.08
619 France St,619 Francbe St,Short Term Rental Residential Owner,3.0,6.0,08/30/2023 08:34:10 AM,"(29.9436221825203, -90.0784593414273)",3691993.29,604272.6320531332
4842 Lonely Oak Dr,4842 Lonely OakD r,Short Temr Rental Residential Owner,2.0,4.0,09/26/2023 07:44:12 AM,"(29.9222617299819, -90.0897460818907)",3702212.77,554912.87
2424 Dauphine St Apt C,2424 Dauphine St Apt C,Short Term Rental Residential Owner,3.0,6.0,09/26/2023 01:38:08 PM,"(29.9606030466068, -90.0892656704537)",4783955.217841763,535267.76
1604 Pauger St Apt A,1604 Pauger kSt Apt A,Short Ter mRental Residential Owner,1.0,2.0,05/31/2023 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3683883.82,535553.53
WYNDHAM LA BELLE MAISON,2g09 MAGAZINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 2:00:00 AM,"(29.941553355964, -90.0732799291885)",3681638.77653,529839.520257
1036 Clouet St,1036 Clouet St,Short Term Rental Commercial Owner,6.597882508163963,4.0,09/29/2023 11:59:59 PM,"(29.9513745008304, -90.0538897261756)",3688933.32,823827.5995762561
1737 Third St,1737 Third St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3676084.26,523474.84
1635 Third St,1635 Third St,Short Term Rental Residential Owner,3.0,6.0,09/26/2023 03:19:24 PM,"(29.9457758507935, -90.0747547549417)",3676280.62,523173.89
1108 Henriette Delille St,1108 Henriette Delille St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3682042.75,534824.83
6457 Avenue A,6457 Avenue A,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3666048.93,551132.76
2821 Palmyra St,2821 Palmyra St,Short Term Rental Residential Owner,2.0,4.0,09/27/2023 02:15:46 PM,"(29.9314269620729, -90.0734543476571)",3674294.39,534975.97
3419 N Roman St,3419 N Roman St,Short Term Rental Residential Owner,3.0,-4.705403850307658,09/26/2023 08:49:39 AM,"(29.9436221825203, -90.0784593414273)",3690971.47,538332.51
1006 Race St,1006 Rawce St,Short Term Rental Commercial Owner,5.0,-4.526631837754824,8/17/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3680481.35,523729.66
156 PelicanAve,156 Pelican Ave,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9314269620729, -90.0734543476571)",3685789.44,529990.94
1648 N Tonti St,1648 N Tonti St,Short Term Rental Residential Owner,2.0,4.0,09/29/2023 05:38:54 PM,"(29.979445631573, -90.0835752864682)",3680509.51,539623.73
1412 Jena St,1412 Jena St,Short Term Rental Residential Owner,2.0,-4.201482354111997,09/28/2023 09:28:42 PM,"(29.9671327332648, -90.0590934207344)",3670423.2,520376.23
423 Aklabo St Apt A,423 Alabo St Apt A,Short Term Rental Residential Owner,3.0,6.0,08/17/2023 11:59:59 PM,"(29.9689344264277, -90.0552316902256)",3698326.14,531241.38
1637 Third St,1637 Third St,Short Term Rental Residential Owner,1.0,16.67168525223215,09/26/2023 03:19:26 PM,"(29.935070719781, -90.1066658406292)",3676273.57,523186.24
ROYAL RESIDENCE,2613 ROYAL ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.950500721834, -90.1329010717728)",3686880.07241,652679.6513349747
1918 Louisiana Ave,1918 Louisiana Ave,Short Term Rental Commercial Owner,4.0,8.0,09/27/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3673644.22,522670.98
500 Jackson Ave,500 Jackson Ave,Short Term Rental Commercial Owner,2.0,13.630852919085278,09/25/2023 11:59:59 PM,"(29.9408289824332, -90.0783152735474)",3680154.39,613308.3802435959
2405 Danneel St,2405 Danneel St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3676073.67,524395.02
3727 Frenchmen St,3727 Frenchmen St,Short Term Rental Commercial Owner,6.178273233563624,4.0,11/06/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3683808.14,546453.6
5644 Vermillion Blvd,5644 Vermillion Blvd,hSort Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3683086.75,553648.14
1809 Baronne St Apt 1B,1809 Baronne St Apt 1B,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9744625699782, -90.0501922802849)",3677779.08,525142.95
1229 Annunciation St,1229 Annunciation St,Short Term Rental Residential Owner,3.0,6.0,0/27/2023 11:13:53 AM,"(29.9605816137577, -90.0892762017721)",3681317.52,411110.292764454
1572 Magazine St Apt D,1572 Magazine St Apt D,Short Term Renal Commercial Owner,1.0,2.0,11/09/2023 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3680096.68,523232.13
451 Girod St Apt 217,451 Girod St At 217,Short Term Rental Commercial Owner,2.0,4.0,11/08/2023 11:59:59 PM***,"(30.0946255291455, -89.7670573024888)",3681521.44,632188.7870931643
127 S St Patrick St,127 S St Patrick St,Short Term mRental Residential Owner,1.0,2.0,06/04/2023 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3668906.47,539639.04
1734 Henriette Delille St Apt D,1734 Henriette Delille St Apt D,Short Term Rental Commercial Owner,1.0,15.072258094551556,09/06/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3683222.73,536101.82
1427 St Bernard Ave,1427 St Bernard Ave,Short Term Rental Commercial Owner,3.0,6.0,09/05/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3682473.29,537417.0
421 Alab oSt Apt B,421 AlaboS t Apt B,Short Term Rental Residential Owner,2.0,16.571943365739756,09/08/2023 01:58:47 PM,"(29.9295658135833, -90.1043947464636)",3698319.0,531223.94
1137 Baronne St,1137 Baronne St,Short Term Rental Commrcial Owner,5.0,-4.166341304994413,09/08/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3678926.31,526902.1
1217 BaronneSt,1217 Baronne St,Short Term Rental Commercial Owner,5.0,10.0,09/08/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3678837.16,407224.8134070974
1915 Philip St,1915 Philip St,Short Term Rental Commercial Owner,3.0,16.000604277221324,09/06/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3676400.06,524518.26
"2225 Rev John Raphael, Jr Way","2225 Rev John Raphale, Jr Way",Short Term Reintal Residential Owner,1.0,1.0,09/04/2023 02:21:52 PM,"(29.9771241994762, -90.0578615108104)",3675610.16,525938.41
2617 Banks St A,2617 Banks St A,Short Term Renal Residential Owner,3.0,-4.174138855693479,09/06/2023 09:07:16 PM,"(29.935070719781, -90.1066658406292)",3674982.5,533952.71
1425 St Bernard Ave,1425 St Bernard Ave,Short Term Rental Commercial Owner,3.0,-5.584372930552305,09/05/2023 11:59:59 PM,"(29.938697391877, -90.0808102249235)",3682479.21,537404.24
1524 Desire St,1524 Desire St,Short Ter mRental Residential Owner,2.0,4.0,09/07/2023 09:4:102 PM,"(29.9409105746801, -90.0673505685156)",3690564.1,537411.83
421 Alabo St Apt A,421 Alabo St Apt A,Short Term Rental Residential Owner,3.0,6.0,09/08/2023 01:57:33 PM,"(29.935070719781, -90.1066658406292)",3698315.83,531213.63
1731 Louisiana Ave Apt A,1731 Louisiana Ave Apt A,Short Term Rental Commercial Owner,3.0,6.0,09/04/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3674005.98,412722.36469305033
25548 Chef Mkenteur Hwy,25548 Chef Menteur Hwy,Short TermR ental Commercial Owner,3.0,6.0,09/05/2023 11:59:59 PM,"(29.941553355964, -90.0732799291885)",3780629.15,585644.6038253893
2319 Adams St,2319 Adams St,Short Term Rental Residential Owner,2.0,4.0,09/02/2023 11:26:05 AM,"(28.0988907068706, -101.517799134252)",3665829.35,530357.16
819 Valmont St,819 Valmont tS,Short Term Rental Residential Owner,2.0,17.899042741266637,09/08/2023 09:38:32 PM,"(29.9388496615006, -90.0807093580153)",3667496.76,518403.47
624 S Lopez St,624 S Lopez Sat,Short Term Rental Commercial Owner,3.0,6.0,08/02/2023 11:59:5z9 PM,"(30.0946255291455, -89.7670573024888)",3672517.65,534387.08
34 Carondelet St Unit 411,334 Carondelet St Unit 411,Short Term Rental Commerctial Owner,1.0,2.0,09/06/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3680518.96,319148.15139831044
1209 Magazine St,1209 Magazine St,Short Term Rental Commercial Owner,5.0,10.0,09/05/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",2418232.752745565,525537.81
1610 Frenchmen St D,1610 Frenchmen St D,Short Term Rental Commercial Owner,3.0,6.0,09/05/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3684396.33,538203.77
1525 Marigny St,1525 Marigny t,Short Term Rental Residential Owner,2.0,13.238508250855643,09/08/2023 10:03:20 AM,"(29.9790585780278, -90.0963903685695)",3685315.92,538002.69
1411 rFance St,1411 France St,Short Term Rental Residential Owner,3.0,6.0,09/04/2023 04:36:38 PM,"(29.9409105746801, -90.0673505685156)",3692724.14,536367.81
5123 N Broad St,1523 N Broad St,Short Term Rental Commercial Owner,3.0,6.0,09/05/2023 11:595:9 PM,"(28.0988907068706, -101.517799134252)",3678719.7,539780.29
2118 Philip St,2118 Philip St,Short Term Rental Residential Owner,3.0,6.0,09/07/2023 06:14:21 PM,"(29.9412293969983, -90.0432492047549)",3676036.51,524949.74
339 Carondelet St Apt 4B,339 Carondelet St Apt 4B,Short Term Rental Commercial Owner,1.0,2.0,09/06/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3680393.42,492204.1840699942
704 N Claiborne Ave Apt 2A,704 N Claiborne Ave Apt 2A,Short Term Rental Commercial Owner,3.0,6.0,09/07/2023 11:59:59 PM,"(29.9457758507935, -90.0747547549417)",3679877.85,534525.02
334 Carondelet St Unit 210,334 Carondelet St Unit 210,Short Term Rental Commercial Owner,1.0,2.0,09/05/2023 11:59:59 PM,"(29.9327171725867, -90.072623855756)",3680478.38,529815.67
3431 Chartres St Unit 7,34o31 Chartres St Unit 7,Short Term Rental Commerciail Owner,2.0,4.0,09/08/0223 11:59:59 PM,"(29.9744625699782, -90.0501922802849)",3689973.72,533878.63
4504 Croyden Ave,4504 Croyden Ave,Short Term Rental Residential Owner,2.0,4.0,09/08/2023 12:47:40 PM,"(29.9295658135833, -90.1043947464636)",3702108.84,524344.1
1610 Frenchmen St C,1610 Frenchmen St C,Short Term Rental Commercal Owner,3.0,6.0,09/04/2023 11:59:5d9 PM,"(29.9295658135833, -90.1043947464636)",3684394.59,768801.8244982843
5121 N Broad St,1521 N Broad St,Short Term Rental Commercial Owner,6.011283462130825,6.0,09/05/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3678707.98,539767.26
721 S Slcedo St,721 S Salcedo St,Short Term Rental Commercial Owner,3.0,6.0,09/0/2023 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3672384.43,284761.21507222694
1313 Prytania St,1313 Prytania St,Srhort Term Rental Commercial Owner,5.0,10.0,09/03/2023 11:59:59 PM,"(29.9457758507935, -90.0747547549417)",3679869.63,525687.38
631 Washington Ave,631 Washnigton Ave,Short Term Rental Residential nOwner,1.0,2.0,09/05/2023 11:09:54 AM,"(29.9771241994762, -90.0578615108104)",3677961.87,519538.91
3251 Trafalgar St,3251 Trafalgar tSt,Short Term Rental Residential Owner,2.0,4.0,09/07/2023 09:58:01 AM,"(29.9689344264277, -90.0552316902256)",3678083.79,543248.69
1731 Louisiana Ave Apt B,1731 Louisiana Ave Apt B,Short Term Rental Commercial Owner,1.0,2.0,09/05/2023 11:59y:59 PM,"(29.9671327332648, -90.0590934207344)",3674005.98,522163.84
2722 Banks St,2722 Banks St,Short Term Rental Commercial Owner,4.0,8.0,09/08/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3674397.72,534232.45
862 Tchupitoulas St Unit 2,862 Tchoupitoulas St Unit 2,Short Term Rental Commrecial Owner,2.0,4.0,07/19/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3681765.89,527180.04
1560 Magazine St,1560 Magazine St,Short Term Rental Commercial Owner,6.149846422119347,10.0,09/04/2023 11:59:59 PM,"(29.9584267562347, -90.0884801293775)",3680120.88,371366.299985872
4221 Baronne St,4221 Baronne St,Short Term Rental Residential Owner,2.0,-5.213324871403583,09/07/2023 09:36:36 AM,"(29.9436221825203, -90.0784593414273)",3671307.3,521689.46
1620 Sauvage St Unit A,1620 Sauvage St Unit A,Short Term Rental Residential Owner,1.0,2.0,09/08/2023 01:55:30 PM,"(29.9437239703228, -90.094148429512)",3677199.39,540650.51
2013 Orleans Ave,2013 Orleans Ave,Short Term Rental Commercial Owner,5.0,10.0,09/05/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3678913.89,535490.49
4631 Annette St Apt A,4631 Annette St Apt A,Short Term Rental Residential Owner,2.0,13.774641391211636,09/06/2023 02:43:41 PM,"(29.9388496615006, -90.0807093580153)",3682109.38,549679.12
2808 N Rampart St,2808 N Rampart St,Short Term Rentalh Residential Owner,2.0,16.109557377240186,09/08/2023 10:08:29 AM,"(29.935070719781, -90.1066658406292)",3687688.03,535835.69
1221 Napoleon Ave,1221 Napoleon Ave,Short Term Rental Residential Owner,3.0,6.0,09/08/2023 12:11:36 PM,"(29.9790585780278, -90.0963903685695)",3671022.62,520006.2
334 Carondelet St Unit 408,334 Carondelet St Unit 408,Short Term Rental Commercial Owner,1.0,2.0,09/06/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3680526.88,529828.82
704 N Claiborne Ave Apt 1B,704 N Claiborvne Ave Apt 1B,Short Term Rental Commercial Owner***,1.0,2.0,09/08/2023 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3679875.09,534535.03
2011 Josephine St,201j1 Josephine St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",3676902.81,525310.72
334 Carondelet St Unit 311,334 Carondelet St Unit 311,Short Term Rental Commercial Owner,1.0,-5.600057582930058,09/06/2023 11:59:59 PM,"(29.9744625699782, -90.0501922802849)",3680499.46,529800.84
3028 Banks St,3028 Banks St,Short Term Rental Residential Owner,1.0,2.0,09/05/2023 05:55:05 PM,"(29.9408289824332, -90.0783152735474)",3673393.36,534998.84
719 Teche St,719 Teche St,Short Term Rental Commercial Owner,4.0,8.0,09/06/2023 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3686446.66,764899.0912346817
900 Bartholomew St Unit 210,900 Bartholomew St Unit 210,Short Term Rental Commercial Owner,2.0,4.0,09/05/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3691539.89,534628.32
2819 Painters St Apt A,2819 Painters St Apt A,Short vTerm Rental Commercial Owner,3.0,6.0,09/04/2023 a11:59:59 PM,"(29.950500721834, -90.1329010717728)",3687051.14,543305.88
6397 Westh End Blvd,6397 West End Blvd,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9699320369842, -90.0676573264579)",3666681.52,550321.28
1538 Constance St,1538 Constance St,Short Term Rental Residential Owner,1.0,2.0,09/08/2023 09:21j:34 AM,"(29.9605816137577, -90.0892762017721)",3680515.91,351309.6089169771
1816 Moss St,1816 Moss St,Short Term Rntal Residential Owner,2.0,4.0,09/06/2023 10:40:10 AM,"(29.9671327332648, -90.0590934207344)",3675326.38,543110.02
451 Girod St Apt 311,451 Girod St Apt 311,Short Term Rental Commercial Owner,2.0,4.0,11/z08/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3681459.92,528379.06
2112 Chartes St,2112 Chartres St,Short Term Rental Commercial Owner,5.0,10.0,09/08/2023 11:59:5 PM,"(29.9671327332648, -90.0590934207344)",3684840.69,716997.8191649241
