OBJECTID,ID,LOCAL_ID,ASMNT_DT,ADMIN_ST,ADM_UNIT_CD,RPRN_AREA_STRM_NM,REACH_ID,NHD_RCH_CD,ASMNT_APRCH,REACH_LGTH_KM,REACH_LGTH_MI,REACH_BREAK_RATIONALE,PTNTL_DESC,ALTR_PTNTL,ENTRENCHMENT_RATIO,SBTRT_MATRL,STREAM_TYPE,WIDTH_DEPTH_RATIO,SINUOSITY,GRADIENT,LIVESTOCK_SEASON,COMMENTS,FLOW,FLOODPLAIN_INUNDATED,RATIONALE,STABLE_BEAVER_DAM,RATIONALE_2,SINUOSITY_WIDTH_DEPTH_GRADE_BAL,RATIONALE_3,RPRN_AREA_EXPND,RATIONALE_4,WTRSHD_NOT_CONTRIBUTE_IMPAIR,RATIONALE_5,STABLE_RPRN_VEG,RATIONALE_6,RCRT_STABLE_RPRN_VEG,RATIONALE_7,SPCS_INDCT_RPRN,RATIONALE_8,ROOTS_WTHSTND_HI_FLOW,RATIONALE_9,VEG_HIGH_VIGOR,RATIONALE_10,VEG_PRTCT_BANKS,RATIONALE_11,WOODY_MAT_SOURCE,RATIONALE_12,CHAR_ADEQUATE_DSPTE_ENERGY,RATIONALE_13,POINT_BARS_REVEG,RATIONALE_14,BANK_LTRLY_STABLE,RATIONALE_15,STRM_NOT_INCISING,RATIONALE_16,STRM_BLNCD,RATIONALE_17,RATE_TREND,RATE_RATIONALE,TREND_MTHD,TREND_RATIONALE,THERMOMETER,PRIORITY,VEG_NOTES,FCTR_PRSNT,AGMNT_FLOWS,CHANNELIZATION,FLOW_REG,MINING,OIL_FIELD_DSCHRGE,ROAD,UPSTRM_CHNL_CND,OTHER,FCTR_EXPLN,REPORT,CMLTVE_NOTES,SG_GRS_FRBS,DSTNC_SG_BRSH,CREATE_DATE,MODIFY_DATE,created_date,last_edited_date,GlobalID,SG_GRS_PRSNT,PRFD_FRB_AVLBL,Shape__Length
2958,{1CE36206-9455-4608-9A38-DCB03806E44C},,1995/08/02 00:00:00+00,CO,COS06000,Rudolph Hill,,14020002004283,COMPLETE_RECON,1.05051521,0,,,,,,,,,,,,,YES,,NA,Not Applicable,YES,,NA,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NA,Not Applicable,YES,,YES,,YES,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2022/01/13 03:55:41+00,{74368DEF-912A-4C03-B26B-136F9B70B30A},,,1050.51521199232
2959,{CDF4BF92-B7AE-45F7-895F-DCE4A04EF0CA},,2001/05/07 00:00:00+00,CO,COG02000,GOODRICH_GULCH_1,,,COMPLETE_RECON,,0.98470066,,,,,,,,,,,Upper Reach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NR- No Longer Riparian,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,Non Riparian,YES,,,,,,2015/03/17 22:50:34+00,2022/01/05 22:58:23+00,{628D8A83-1E66-4B33-9D87-EE9770449B25},,,1584.64840444311
2960,{08A783A0-63C3-4B4E-B781-DCE781B1E67E},,2013/12/03 00:00:00+00,CO,COG02000,East Fork Parachute Creek - Upper,,,REMOTE_SENSING,2.7,1.6,Just below Second Water to JQS Gulch,,,,,,,,,,,,YES,,NO,Beaver dams are inactive and unstable creating high sediment loads and limiting sinuosity.  Channel currently adjusting,NO,,NO,,YES,,YES,"Riparian veg dominated by Popr, Aggi2, and noxious weeds such as houndstongue and thistles.  Some scattered willows",YES,,YES,,NO,More Popr and Aggi2 than desired. Some willows but early seral species dominate,YES,,NO,,NA,,YES,,YES,,YES,Sinuosity limited by old beaver dam sediment deposits,YES,,YES,,FARNA,"Using aerial photos, MIM data and associated repeat photography, the stream has a number of blown out beaver dams creating high sediment load and riparian veg is dominated by Kentucky bluegrass, redtop, houndstongue and other early seral species",,,FAR-MID,,Willows present but not as dense as other similar reaches.  Livestock concentrate in open section of stream near Golden Castle confluence.,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2019/08/16 19:24:58+00,2019/08/16 13:24:45+00,{DF14FBC6-3BBE-4EE7-A501-13E4C91BB6BA},,,2164.29160371743
2961,{EE0C6E9B-9DF5-4330-B874-DCE93DCC67E5},C333R001S2,2005/07/12 00:00:00+00,CO,COS05000,Jay Creek,,14020004000124,SELECTIVE_INSPECT,,,,,,,,14507,,,,,,PERENNIAL,YES,,NA,,YES,,YES,,YES/NO,,YES,,YES,,YES,,YES/NO,,YES,,YES/NO,,NA,,YES,,YES,,YES,,YES,,YES,,FARNA,,,,FAR-UP,,,YES,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2016/12/07 12:00:05+00,,{B2C8FB17-704D-479F-A847-35DE2E7C39C4},,,5303.96716759374
2962,{6A6255E0-7632-437A-9570-DCF9BCB2E67E},125207269,2002/07/16 00:00:00+00,CO,COF03000,Columbia Gulch,,13010003000423,COMPLETE_RECON,1,0,,,,,,,,,,,130100030101,,YES,,NA,,NO,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NA,,NO,,NO,,,,YES,,NO,,NF,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{FE1C54EC-3D30-4EDF-9232-0942B9C48929},,,853.031601578107
2963,{F3ACDE1F-8A03-4FAD-9DCD-DD06B3A58247},416,2000/01/01 00:00:00+00,CO,CON01000,Little Snake River -  R27,,,,2.42213554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARU,,,UP,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000308,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{E20C99C3-7904-4608-A569-A928C739156F},,,2422.13554126423
2964,{132031DD-819B-4136-A008-DD114A3DFC4B},523,2009/05/28 00:00:00+00,CO,CON05000,BIG_DUCK_CREEK_REACH 1,16,,COMPLETE_RECON,1.34449313,0,,,,2.25,,,2.86,1.18,1,FALL,,,YES,,NA,,YES,,NO,,NO,"
Comments:
4) There is no riparian zone (no riparian vegetation).
5) Uplands are in poor condition. Old burn area (prescribed burn in 2000) is dominated by cheatgrass. Lots areas where banks are sloughing into the creek. Also there is a large blowout fro",NO,,NO,,YES,,NO,,NO,,NO,,NA,"
Comments:
6 & 7) No obligate riparian vegetation – no sedges, rushes, or willows.
8) Some scattered facultative wet species – rose, mint (tamarisk?).
9) No obligate riparian vegetation. Mostly dominated by upland vegetation. Also lots of bare side slope",NO,,NA,,YES,,NO,,NO,"
Comments:
13) No rocks or overflow channels. Obvious inability to dissipate energy as evidenced by large blowout.
14) No obvious point bars.
16) Banks are sloughing off into creek. Some evidence of trampling/bank shear caused by livestock.
17) Lots of d",,Good water flows – system has the potential to become a sustainable riparian area. However a complete lack of obligate riparian vegetation and degraded uplands are negatively influencing the system.,,,,HIGH,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,"Good water flows. Need an ID team to follow-up and determine management strategy. This system should become a high priority for management intervention (if it isn’t already past the point of no return).

Vegetation: Rose, mint, basin wildrye, currant, ya",,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{76F7FF90-C0C6-480B-9A0F-0C31F00E2698},,,1344.4931297055
2965,{3DF106CD-FB91-41D5-BCCA-DD2AAD09692B},,2001/05/22 00:00:00+00,CO,COG02000,MIDDLE_RIFLE_CREEK_2,,,COMPLETE_RECON,,1.27199382,,,,,,,,,,,Lower,,NA,,NA,,YES,,NA,,YES,,YES,,YES,,,,YES,,YES,,NA,,NA,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/03/17 22:50:34+00,2021/09/15 16:04:47+00,{833A857F-FBF4-419A-BDEF-DDC0B1C85DC3},,,2046.98056865329
2966,{AFB204F7-10EC-4B8D-BC39-DD64A8A16BAD},118,1997/07/09 00:00:00+00,CO,CON05000,COW_CREEK_PB_REACH 2,,,COMPLETE_RECON,1.25840313,0,,,,,,,,,,,,,YES,,NA,,NO,,NO,,NO,"Valley and terraces throughout watershed degraded, but overall upland conditions satisfactory.  Channel overwidened.",NO,,NO,,NO,,NO,,NO,,NO,,NO,"Comments:_ Canada/bull thistle prevalant, as is yellow toadflax on floodplain and terraces.  Cottonwood regen browsed to overall 1' height, willows sparse.  No mature cottonwood for large woody debris. Floodplain/bank vegetation sparse, weedy--no veg der",NO,,NO,,YES,,YES,,NO,"Comments:_Coarse substrate resists downcutting--no evidence of downcutting in reach.  No overt evidence of excessive erosion or deposition, but apparent that large quantities of material get blown through system.",FARNA,,,,,HIGH,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,"Channel appears identical above and below pasture fence, so did not break reach.  Floodplain and upper terraces well populatied with yellow toadflax, stickseed with localized houndstongue.

PICTURES: * 1 down from pasture fence at 4S 94W s18 1900'fsl, 12",,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{5F24FC5A-A03D-45A8-99B6-E4D966A234E7},,,1258.40313179961
2967,{56611F96-3F6E-47C7-9AF2-DD6AB603D831},,1995/08/29 00:00:00+00,CO,COS06000,Iris NW,,14020003000502,COMPLETE_RECON,1.2957371,0,,,,,,,,,,,,,YES,,NA,Not Applicable,YES,,NO,,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NA,Not Applicable,NO,,YES,,YES,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2022/01/13 03:57:03+00,{40F7F7FE-5729-488A-852C-5C326A04AAA7},,,1295.73710469118
2968,{B3FA514B-33FF-4D79-B641-DD745390B0EE},GJFO,2019/09/10 00:00:00+00,CO,COG01000,Little Dolores,Reach 3A,,COMPLETE_RECON,0.38,0.24,Reach begins at private land in a tight canyon w/ steep rocky face.,"A channel: low W/D ratio, step pool system.",Reach begins at private land.,,,A,,,,,,,NA,A channels typically do not have flood plains and do not require them to dissipate energy.,NA,"None present, but have seen evidence of beaver.",YES,"Low sinuosity, but confined by landform. (steep, rocky canyon)",YES,Well developed w/ no sign of disturbance or livestock use.,YES,Pristine area w/ extremely limited access.,YES,Lots of riparian veg - although rock armored.,YES,"- Varying ages are limited. Invasives have varying age classes.
-Alder different age classes. Herb. veg. has varying age classes.",YES,"- Lots of variety, see notes.",YES,"- Type A stream type, Rock dissipates energy.
- Plants w/ deep root or stream plant.",YES,"- Very high vigor.
- Healthy russian olive.
- Not overly browned.",YES,"- No bare banks, except where rock are present.
- Abandon terrace is outside of riparian area.",YES,"- Mature live trees are abundant, would like to have fewer russian olive.
- Creates some complexity, helps armor some banks.",YES,"Step pool system, rises in flows are controlled by rock and steps.",NA,No point bars expected. Some fine sediments present.,YES,No lateral movement experienced.,YES,"Rock controlled, stable.",YES,"- Some fine sediment present in expected locations
- due to irrigation upstream.",PFC,No riparian cattle use signs (recent) a few old cross trails.,,,PFC-MID,,Lots of riparian veg - although rock armored.,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2019/10/18 15:00:06+00,2019/10/18 09:00:02+00,{F513E31C-E891-497A-B039-C755FADFDE3E},,,265.817803594965
2969,{209CC20B-EE10-44E7-BEFC-DD9386A0FABB},S. Fork of Big Creek,2002/07/18 00:00:00+00,CO,CON02000,South Fork of Big Creek,20252-5,1018000203010300,COMPLETE_RECON,0.476,0.296,much more confined than 4,,,,,,17.5/0.5,1.06,,summer,"very heavy utilization, livestock camping out.  Beavers and moose",PERENNIAL,YES,,YES,,,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,PFC,,APPARENT,,PFC-MID,HIGH,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,REASSESS in FY19... last assessment was during drought.  livestock use tends to be high.  CHECK out condition.,,,,,2018/11/27 23:35:40+00,2018/11/27 16:35:37+00,{2C59BA55-ADF7-42B4-8555-8B07961091F7},,,476.391513832605
2970,{FB9731E2-55E1-4987-8F25-DDA036D10A0F},608,2011/06/29 00:00:00+00,CO,CON05000,NO_NAME_COW_CREEK_PB_REACH 1,20,,COMPLETE_RECON,1.71022235,0,,,,,,,,,,summer,,,YES,,NA,,NO,,NO,,YES,"Comments: 1.) Lower 1/3 more narrow/incised lacked floodplain.  2.)As soon as woody vegetation
Dropped out (near top of reach) channel became over-widened.  Generally too straight, especially in 
Lower 1/3.",YES,,YES,,YES,,YES,,YES,,NO,,NA,"Comments: 7) Mix of herbaceous and woody (much less woody than reach above) 9) Fairly continuous 
but just a narrow strip.  Lots of upland species 11) Especially in upper 1/3.  More herbaceous along 
banks in lower 2/3.
",NO,,YES,,YES,,YES,,NO,"Comments: 13 overly straight and some areas (lower 1/3) too incised to access floodplain.
16 several small nick points especially in lower 1/3.
17 mid-channel deposits common, active bank erosion.",FARNA,"Overly straight
Overly widened
Inadequate rip
Veg throughout",,,,HIGH,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,"Heavy HT throughout reach on slopes Upper 1/3 not very accessible to livestock.
Two Fences across channel in lower ¼ of reach.  One at 4398508, 244014",,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{104DA457-3523-4D48-B253-398C5EF8C398},,,1710.22234923215
2971,{580E916C-22A2-4A79-A3B0-DDF03C8C4BD6},105MAVR0101,1996/06/01 00:00:00+00,CO,COS01000,MAVREESO CREEK,,,SELECTIVE_INSPECT,3.73074057,0,GEREN PASTURE BOUNDARY TO CONFLUENCE WITH COTTONWOOD CREEK,,,,,,,,,,BOGGY DRAW ANALYSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{DC504F70-FFEE-493A-82BC-00C91E9B3EE0},,,3730.7405736182
2972,{C059623B-CDB9-4D5F-B7E9-DDF0D75E4FF9},,1994/07/20 00:00:00+00,CO,COG02000,NORTHWATER_CREEK_LOWER_REACH,,,COMPLETE_RECON,,2.12146691,,,,,,,,,,,Between Trapper and Buck Gulch,PERENNIAL,YES,,NO,,YES,,NO,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,FARNA,,,not apparent,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/03/17 22:50:34+00,2021/09/15 16:04:47+00,{F8B8CEF1-B0FF-43D3-833D-C9E4E330044D},,,3414.01191847105
2973,{DA175B95-2E35-4EA6-9F4A-DE020FC3FA9D},410,2003/04/21 00:00:00+00,CO,CON01000,Phillips Creek -  R,,,,0.09658393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000103,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{391696CD-33DB-46AD-9BB6-1803AE7947FE},,,96.5839286527952
2974,{6FD445BE-BB3C-45B5-B395-DE13A33C5E3C},,2007/07/10 00:00:00+00,CO,COG01000,Gunnison River,reach 11,,COMPLETE_RECON,1.62823565,0,reach #11 (private),,,,,,,,,,perennial,PERENNIAL,NO,,NA,,YES,YES,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,PFC,,,,,,"fremont cottonwoods, coyotewillow, skunkbush sumac, poisonivy, equisetum, reedgrass, purplereedgrass, baltic rush, carexspp",,NO,NO,NO,NO,NO,NO,NO,NO,,YES,"tamarisk, russian olive, russian knapweed.",,,,,2015/03/27 12:00:05+00,2021/09/15 16:04:47+00,{835D3E07-53D2-4A7E-8ACD-DB2BF65E1266},,,1628.23565481626
2975,{CE3D0B9D-ADB5-4FC5-9A18-DE2730D4F74E},305LONG0102,1996/06/01 00:00:00+00,CO,COS01000,LONG DRAW,,,COMPLETE_RECON,0.83738195,0,LONG DRAW PASTURE BOUNDARY TO 4X4 ROAD,,,,,,,,,,BOGGY DRAW ANALYSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARU,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{F59F8D41-B5B0-4682-BC1D-BD218AF5212E},,,837.381946446608
2976,{695C30E8-397D-4EBF-B2B3-DE4A1633DCAB},EF Wilson Creek Reach 1,2015/07/30 00:00:00+00,CO,CON05000,EF_Wilson_Creek_Rch_1,,,,,,,,,,,,,,,,"East facing slope mid reach dominated by ferns more moisture on that slope. Several seeps springs along reach, ground water expression evident. System could potentially imporve with a total rest rotation on at least alternate years. Develop water sources on upland benches away from channel to reduce need for cows to access channel.",,YES,where ther is one and where not too entreched.,NO,Old blown out abandoned (1980's),NO,,NO,,YES,Some patches along drainage totally bare and trampled. Elk use dust baths. More entrenched for short sections just below blown out beaver dams and some streches wide saturated with no defined channel entrenchment. Where channel exists below pond-very entrenched. Intermittent flow below pond. Old log worn in derepair non functional. Possibly criss cross aspen across channel above ponds~ 150 yards.,YES,"Though disturbed by hoof action. Early in use period, likely will have much more disturbance and utilization by end of September.",YES,,YES,Flow varies between surface and subsurface intermittent interupted sections incluences by beaver dams and water contribution from side seeps.,YES,Not continuos and impacted by hoof action trampling shearing.,YES,Being grazed by end of use period utilization and trampling will likely reduce vigor 2+spp sedges.,YES,Variable some areas well vegetated some lack entirely.,YES,Where there are downed aspen it's protecting the channel.,YES,,YES,,YES,Though confined with downcut.,NO,,YES,Some areas eroding other wider areas capturing it. Reach being influenced by beaver dams. Very entrenched numerous nick points/headcuts (some associated with beaver dams but others not.),FARD,Trend unclear system doesn't seem able to improve. Assessment early in period on an exceptional year. Livestock impacts seem to keep system from making andy headway.,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,Livestock grazing impacts.,NO,,,,,,2017/05/09 21:04:25+00,2021/09/15 16:04:52+00,{CE85E132-F7E6-4356-8B28-EC7BF8611D3B},,,1630.99190315753
2977,{BAA6125E-94E9-4C79-A115-DE5042B8946B},,2005/07/06 00:00:00+00,CO,COG01000,White Water Creek ,reach 3,,COMPLETE_RECON,2.70662316,0,reach #3 near hwy 50,,,,,,,,,,,,NA,,YES,,YES,YES,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,"willow, baltic rush, spike rush, cattail, cottonwood, russian olive, tamarisk, russian knapweed",YES,NO,NO,NO,NO,NO,NO,NO,NO,"flow regulations, recreation - OHV in drainages",YES,"russian olive, tamarisk, russian knapweed.",,,,,2015/03/27 12:00:05+00,2021/09/15 16:04:47+00,{1EB505B0-7FA3-421F-8E7F-E9B2CFBB782A},,,2706.6231598796
2978,{89B14649-2006-4B2B-B57E-DE8A2FE73B7C},13,2005/06/27 00:00:00+00,CO,CON05000,SANDHIL_SPRING_BEAR_CANYON_REACH 5,,,COMPLETE_RECON,1.20423513,0,,,,,,,,,,,,,YES,,NA,,YES,,YES,,YES,"
Comments:  Upland watershed has burned",YES,,YES,,YES,,YES,,YES,,YES,,NA,"10 – livestock trailing within drainage has suppressed riparian vegetation
11 – bedrock (sandstone) is present for a significant portion of reach",YES,,NA,,YES,,YES,,YES,#16 below head box the channel is incised (head-cut) ~1-2’ deep.  Mostly stable due to bedrock,,,,,,MED,,YES,NO,NO,NO,NO,NO,NO,NO,YES,CATTLE USE,YES,"Spring is developed, trough is in draw and nonfunctional.  Fencing spring source is necessary to preserve riparian and natural channel morphology  Fence headbox and spring source",,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{A38CB9F1-3FAC-4FE1-B9B8-1A57239B6D23},,,1204.23512862728
2979,{38EF960A-47F1-4028-A156-DE98F1E717F2},125206827,1993/09/22 00:00:00+00,CO,COF03000,Peterson Creek,,13010003000097,COMPLETE_RECON,3,1,,,,,,,,,,,130100030203,,YES,,NA,,YES/NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES/NO,NA converted to Yes and No because NA is not an option for this question,YES,,YES/NO,,PFC,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{B9FCDB45-7949-44C9-AF2F-7C430DA58062},,,2348.25835404303
2980,{4ED42686-9F0A-4F5E-A0E1-DED43C095E01},199,2006/08/31 00:00:00+00,CO,CON05000,EAST_WILLOW_CREEK_PB_REACH 8,,,COMPLETE_RECON,0,0,,,,,,,,,,,,,YES,,NA,,YES,,YES,,YES,"
Comments: -Well defined channel, floodplain accessible, but does not look recently inundated.
                     -6 to 8 ft. cut ~200 yards above the bottom of reach.  Old trough in channel. (See pic. C)
                     -Channel re-routed natural",YES,,YES,,YES,,YES,,YES,,YES,,NA,"Comments:  -Redtop cattails, sedges, rushed, marsh marigold, and several other riparian species
                      -Vegetation dense, vigorous, and functioning well to stabilize reach
                      -Houndstongue, Canada Thistle, and Bull Thist",YES,,YES,,YES,,YES,,YES,"Comments:  -One large down cut at old trough ( headgate?) but is well vegetated and stable.
                      -#17 Possible slightly more sediment than ideal",FARU,Presence of noxious weeds and large nick point mid-reach,,,,HIGH,,YES,NO,NO,NO,NO,NO,NO,NO,YES,WEEDS,YES,"Appears to be a healthy vigorous system.  Without noxious weeds and old head cut, system would rate and proper functioning condition.",,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{534B7286-1BFD-4148-9749-CFFD2C023CEF},,,562.355639655696
2981,{75203BA4-DB7D-424B-AC95-DEDD253B3394},160664058,2006/06/01 00:00:00+00,CO,COF03000,La Garita Creek,,13010004000112,COMPLETE_RECON,2,1,,,,,,,,,,,130100040503,,YES,,YES,,YES/NO,,YES,,YES/NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES/NO,,YES,,YES/NO,,PFC,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{9D77FF1E-2839-42EA-B7BD-C4EEF1090B92},,,1899.28078733741
2982,{D85ED033-828B-4CA8-AD49-DEE70244C4D2},,2004/04/15 00:00:00+00,CO,COG02000,KELLY_GULCH,,,COMPLETE_RECON,,0.93042539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NR- No Longer Riparian,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/03/17 22:50:34+00,2022/01/05 22:58:23+00,{8B6709F9-ADDD-470B-8512-EB693050D567},,,1497.30518513857
2983,{C6431496-B645-4101-917B-DEE72A68948D},139,2000/04/14 00:00:00+00,CO,COF02000,Unn_Gl_W_Hecla,33,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{3A686878-4FF6-4B8E-8067-B30138E2473D},,,1129.62258213752
2984,{5A294E09-0953-4786-A67A-DF041560CCF9},,2017/09/27 00:00:00+00,CO,COG01000,Carr Creek 2,Reach #2,,COMPLETE_RECON,0.07179995,0.04,"Reach breaks were determined in 2004, and were still accurate. Reach 1 A is seperated from Reach 21 by private land. ","Reach 2 is a D4 channel. No flowing water was present in September. The reach is dry, but vegetated by canary reed grass, cattails, willows, rushes, equisetum, birch/alder, and upland grasses. The reach is bordered by ag fields on private land and trespassing on BLM. Upstream water diversions may be contributing to the lack of water, however it is unknown if the creek naturally goes underground in this reach.  Potential is unknown as hydrology is not fully understood.","Reach 2 was previously assessed in July of 2004. At that time the reach was rated as PFC. Photos are taken of the trespass ag field, so it is unknown if Reach 2 held flowing water at the time of the prior assessment.",,,"Dry, flowing underground?",,,,,dry channel,,NA,Channel is dry. It appears that the creek goes underground in this area. The soils are moist,NA,"No beaver dams are present, and no flowing water was present.",YES,"The channel is not overly straight, or deep.",YES,"The riparian area is wide and appears to achieved potential, however the hydrology of the reach is not fully understood.",YES,"Plowed field is adjacent to the stream, and water depletions may be impacting the reach, however it is unknown if the creek bed would be dry without the irrigation ditch water depletions. This reach should be revisited in the Spring to determine if water flow is seasonal.",YES,"Dominant species are: canary reed grass, cattails, birch/alder, boxelder, and mint.  The riparian zone is wide, extending far beyond the dry channel.",YES,Rationale Not Recorded,YES,"Equisetum willow, rushes, canary reed grass, among others listed in #6.",YES,"The vegetation appears to be able to withstand moderatly high streamflows, but it is difficult to tell, as the riparian zone is quite wide, while the dry channel is narrow and shallow.",YES,Numerous seed heads were present.,NA,Water doesn't appear to flow through this section of Carr Creek.,NO,Limited woody material is present.,YES,Shale covered streambed,NA,Rationale Not Recorded,NO,Rationale Not Recorded,YES,Channel is shallow in this reach.,YES,Stream seems to be in balance if water goes subterrian in this reach.  No excessive erosion or deposition was noted.,FARD,Water withdrawals may be causing the lack of water. A site visit in Spring is needed to better assess the water carrying capacity of the creek.,MONITORED,"In 2004 Reach 2 had a functional rating of PFC, in 2017 the creek was not
running. Irrigation may be negatively impacting the riparian zone. A spring site visit is recommended to better understand the potential of creek, and
water carrying capacity.",FAR-MID,,"canary reed grass, cattails, birch/alder, boxelder, mint, Equisetum willow, rushes",YES,YES,NO,YES,NO,NO,NO,NO,NO,"Water rights not controlled by BLM, and the dam.",NO,"Water rights are not controlled by BLM, and dam are factors impacting the reach.",,,,,2018/01/05 20:58:08+00,2022/02/07 20:02:48+00,{8EF1C475-9A96-4398-826C-BEEFA97DCE94},,,71.7999515463361
2985,{174B3B5B-224C-477D-8110-DF213994D5A2},CAR-04,2009/08/20 00:00:00+00,CO,COS06000,6107 Sugar Creek West,NONA,,COMPLETE_RECON,0,0.36,,,,,,,,,,,,,YES,,NA,Not Applicable,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,Not Applicable,YES/NO,,YES,,YES,,PFC,,,,,,"Plant Species List:
IRMI, POPR, SAMO, TRIFO, ACLA, ROWO, RIBES, SABE, ERIGE, AGCL, TAOF, JUAR4, SAGE",NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2016/04/19 17:28:53+00,2022/01/13 03:58:25+00,{8E2AC8D9-8DF2-4A6B-86BD-DA311F3020BF},,,783.404676869221
2986,{3C6FB20B-4319-42B3-81A3-DF586A7450B3},524,2008/08/20 00:00:00+00,CO,COF02000,Longs_Gulch,37,,COMPLETE_RECON,0,0.5,,,,,,B1,,,,,,,YES,,NA,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{E61EEA95-1685-44A3-BF9F-37F4740B87CE},,,2118.31863759679
2987,{14D2C9B0-84E3-43CC-B28E-DF5E730D5D9C},428,2003/07/31 00:00:00+00,CO,CON01000,Mud Spring Draw -  R5,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARU,,,UP,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,1405000307,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{3832DF7E-82CB-4FCE-940E-3F24FE423275},,,425.856144696467
