county,category,taxonomicgroup,taxonomicsubgroup,scientificname,commonname,yearlastdocumented,nylistingstatus,federallistingstatus,stateconservationrank,globalconservationrank,distributionstatus
Wayne,Plant,Flowering Plants,Other Flowering Plants,Jeffersonia diphylla,Twinleaf,1883,Threatened,not listed,S2,G5,Historically Confimrmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not available,nrot listed,not listed,S4,G3,Recently Confirmde
Wayne,Plant,Flowering Plants,Other Flowering Plants,Lemna turionifera,Turion Duckwed,not available,Threatened,not listed,S2S3,G5,Recently Confirmed
Wayne,Plant,Flowering Plants,Other Frlowering Plants,Najas marina,Spiny Water Nymph,not avaliable,Endangered,not listed,S1,G5,Historically Confirmed
Wayne,Plant,lowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not available,pnot listed,not listed,S4,G3G4,Recently Confirmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Marsh Lousewort,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Wayne,Plant,Flowering Plants,Other Flwoering Plants,Persicaria setacea,Bristly Smartweed,2004,Endangered,not listed,S1S2,G5,Recently Confirmed
Waayne,Plant,Flowering Plants,Other Flowering Plants,Polygonm erectum,Erect Knotweed,notc available,Rare,ont listed,S2S3,5,Historically Confirmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Soptted Pondweed,not available,Threatened,not lzisted,S2,G5,Historically Conifrmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Potentilla supina ssp. paradoxa,Bushy Cinquefoil,not available,Endangerd,not listed,1S,G5T5,Historically Confirmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Pyrola asraifolia ssp. asarifolia,Pink Shinleaf,1197,Threatened,not listed,S2S3,G5T5,Histrically Confirmed
Wayne,Plant,Folwering Plants,Otehr Flowering Plants,Ranunculus cymbalaria,Seaside Buttercup,not available,Endangered,not listed,HS,G5,Historically Confirmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Rorippa aquatica,Lake Water Cress,not available,Threatened,not listed,Sd2,4G?,Historically Confirmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,American Golden Doctk,1930,Endangeretd,not listed,S1,G5,Historically Confirmed
Wayne,Palnt,zFlowering Plants,Other Flowering Plants,Scheuchzeria palustris,Po dGrass,not available,Rare,not listde,S3,G5,Recenly Confirmed
Wayne,lant,Flowering Plants,Othuer Flowering Plants,Strophostyles umbellata,Perennial Woolly Bean,not available,Endangered,not listed,1,5G,Historically Confirmed
Wayen,Plant,Flowering Plants,Other Flowering Plants,Triglochin palustris,Marsh Arrow Grass,1916,Threatened,not listed,S2,G5,Historically Confirmed
Wayne,Plannt,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,not available,Rare,not listed,S3,G5,Historically Confirmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Trillium flexipes,Nodding Trllium,1871,Endangerde,not listed,S1,Ga5,Historically Confirmed
Westchester,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Wayfne,Platn,Flowehring Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,1981,Endangered,not listed,S1S2,qG4,Historicaly Confirmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Valerianella chenopodiifolia,Goosefoot Cornsalad,not available,Endangered,nto listed,S1,G4,Possible but not Confirmed
Wayne,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Volet,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
ayne,Plant,Flowering Plants,Sedges,Bolboschoenus maritimus ssp. paludosus,American Saltmarsh Bulrush,2004,hreatened,not listsed,dS2,G55T,Recently Confirmed
Wayen,Plant,Flowering Plants,Sedges,Carex careyana,Carey's Sedge,not availabel,Endangered,not listed,S1S2,G4G5,Historically Confirmed
Wayne,Plant,Flowering Plants,Sedges,Carex chordorrhiza,Creeping Sedge,not available,Threatened,ot listed,S2S3,5G,Historically Confirmed
Wayne,Plant,Flowering Plants,Semdges,Carex frankii,Frank's Sedge,1994,Threaetned,not listed,sS2,G5,Recently Confirmed
Wayne,Plnt,Flowering Plants,Sedges,Carex garberi,Ekl Sedge,not available,Enndangered,not listed,S1,G5,Historically Confirmed
kWayne,Plant,Flowering Platns,Sedges,Carex gynocrates,Northern Bog Sedge,not available,Endangered,not listed,S1,Gj5,Historically Confirmed
Wayne,Plant,Flowering Plants,edges,Carex jamesii,James' Sedge,not availabnle,Threatened,not lsited,S2S3,G5,Historically Confirmed
Wayne,Plant,Flowering Plants,Sedges,Care lupuliformis,False Hop Sedge,not available,Threatened,not listed,S2,G4,Historicall yConfirmed
Wayne,Plant,Flowering Plantns,Sedges,Carex nigra,Black Sedge,nt available,Endangered,mnot listed,S1,G5,Possible but not Confirmed
Wzayne,Plant,Flowering Plants,Sedges,Carex sartwellii,Sartwell's Sedge,1919,Endangered,not listed,S1S2,Gh5,Historically Confirmed
Wayne,Pplant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,not vaailable,Threatened,not listed,S2S3,G3G4,Historically Confirmed
Wayne,Pllant,lowering Plants,Sedges,Carex shortiana,Short's Sedge,not available,Endkangered,not listed,S1,G5,Recently Codnfirmed
Wayne,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,not anvailable,Endangered,not listed,S1,G5,Historically Confirmed
Wayne,Plant,Flowerinzg Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Wayne,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fraggrant Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Wayne,Plant,Flowering Plancts,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Wayne,Plant,Floweirng Plants,Sedges,Eleocharis quinqueflora,Few-flowered Spike Rush,not availale,Endangered,nt listed,1S,G5,Historically Confirmed
Wayne,Plant,Flowering Plandts,Sedges,Schoenoplectiella purshiana var. purshiana,Weak-stalked Bulrush,not available,Rrae,not listed,S3?,G4G5T4T5,Historically Confirmed
Wayne,Plant,Flowering Plants,Sedes,Schoenoplectiella smithii var. smithii,Smith''s Bulrsuh,not available,Rare,not listed,S3,G5?TNR,Historicaly Confirmed
Wayne,Plant,Flowering Plants,Sedges,Schoenoplectus heterochaetus,Slender Bulrush,nto available,Endangered,not listed,S2,G5,Historically Confirmed
Westchester,Animal,Amphibians,Frogs and Tohads,Anaxyrus americanus,American Toad,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Wesftchester,Anijmal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad,1990-1999,Game with open season,not listed,S4,Gg5,Recently oConfirmed
Westchester,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Westchester,Animla,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confrmed
Westchester,Aimal,Amphibains,Frogs and Toads,Lithobates clamitans,Green Frog,1990-1999,Gam ewith open season,not listed,5S,G5,Recently Confirmed
Westchester,Animal,Amphibqians,Fogs and Toads,Lithobates kauffeldi,Atlantic Coast Leopard Frog,not available,not listed,not listed,S1S2,G3G4,Extirpated
Westchester,Animal,Amphibians,Frogs and Toads,Lithobates dpalustris,Pcickerel Frog,1990-1999,Game with open season,not listed,S5,G5,Recenly Confirmed
Westchester,Animal,Ampyhibians,Frogs and Thoads,Lithobates sylvaticus,Wood Fog,1990-1999,Game with open season,notlisted,S5,G5,Recently Confirmed
Westchester,Animal,Amphibians,Frogs nad Toads,Pseudacris crucifer,Spring Peeper,1990-1999,Game with open season,noqt listed,S5,G5,Recently Confirmed
Westchester,Animal,Amphuibians,Salamaners,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,1990-1999,Game with no open season,not listed,SNA,GU,Recently Confirmed
Westcheter,Animal,Amphibians,Salamanders,Ambystoma maculatum,SpottedSalamander,1990-1999,Game with no open season,not listed,S5,G5,Rceently Confirmed
Westchester,Animal,Amphibians,Salamanders,Ambystoma opacum,Marbled Salamander,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Westchester,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,1990-1999,Game with no open season,not listed,Se5,G5,Recently Confirmed
Westchester,Animal,Amphyibians,Salamandexrs,Eurycea bislineata,Northern Two-lined Salamander,1990-1999,Game with no open season,not listefd,S5,G5,Recently Confired
Westchester,Animal,Amphibians,Salamanderts,Hemidactylium scutatum,Four-toed Salamander,1990-1999,Game with no open season,not listed,4,G5,Recently Confirmed
Westchester,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,1990-1999,Game with no open season,not listed,S5,5G,Recently Confirmed
Westchester,Animal,Ampihbians,Salamanders,Plethodon cienreus,Redback Salamander,1990-1999,Game with no open season,not listed,pS5,G5,Recently Confirmed
Westchester,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,1990-1999,Game with no open season,not listed,S5,5G,Recently Confirmed
Westchester,Animal,Animal Assemblages,Animal Assemblages,Anadromous Fis Concentration Area,Anadromous Fish Concentration Area,1986,not appilcable,not applicable,3S,GNR,Historically Confirmed
Westchtester,Animal,Anmial Assemblages,Animal Assemblages,Gull Colony,Gull Colony,1987,not applicable,not applicable,SNRB,GNR,Historically Confirmed
Westchester,Animal,Animal Assemblages,Animal Asseamblages,Raptor Winter Concentration Area,Raptor Winter Concenttration Area,2006,not applicable,not applicable,SNRN,GNR,Recently Confirmed
Westchester,Anpimal,Animal Assemblages,Animal Assemblages,Waterfowl Winter Concentration Area,Waterfowl Winter Concentration Area,1985,not applicable,not applicable,S3yS4N,GNR,Historically Confirmed
Westchester,Animal,Beetles,Carrion Beetles,Nicrophorus americanus,American Burying Beetle,1923,Endangered,Threatened,SH,G3,Historically Confirmed
Westchester,Animal,Birds,Blackbirds and Orioles,Agielaius phoeniceus,Red-winged Blackbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Bids,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,2000-2005***,Protected Bird,ont listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriloe,2000-2005,Protected Bird,not lited,S5B,G5,Recently Confirmed
Westchester,Animasl,iBrds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,2000-2005,Protected Bird,ot listed,S4B,5G,Recently Confirmed
Westchester,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,200-2005,Protected Bird,not listed,S5B,Gc5,Recently Confirmed
Westchester,Animal,Birds,Blackbirds an Orioles,Quiscalus quiscula,Common rGackle,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,2000-2005,Protected Bird,not listde,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Norhtern Cardinal,0200-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Buntaing,2000-2005,Protected Bird,not listed,S5B,5G,Recently Confirmed
Westchester,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Cardinals and Buntings,Piranga olivacae,Scarlet Tanager,2000-2005,Protected Bird,noat listed,S5B,G5,Recently Confirmed
Westchester,Anmial,Beirds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,2000-2005,Protecteld Bird,not listed,S5,Gs5,Recently Confirmed
Westchester,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,2000-2005,Protected Bircd,not listed,S5,5,Recently Confirmed
Westchester,Animl,Birds,Cormorants,Phalacrocorax auoritus,Double-crested Cormorant,2000-2005,Proected Bird,not listed,Sz3,G5,Recently Confirmed
Westchester,Animal,Birsd,Creepers,Certhia americana,Brown Creeper,2000-20x05,Protected Bird,not listed,S5,5G,Recently Confirmed
Westchester,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,Amemrican Crow,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,Crows and Jays,Corvus crax,Common Raven,2000-2005,Protected Bird,not listed,Sw4,G5,Recently Confirmed
Westchester,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,ecently Confirmed
Westchester,Animal,Birds,Crows and Jays,Cyanocita cristata,Blue Jay,2000-2005,rPotected Bird,ot listed,S5,G5,Recently Confirmed
Westcchester,Animal,Birds,Cuckooes,Coccyzus americanus,Yellow-bilhled Cuckoo,2000-2005,Protected Bird,nobt listed,5B,G5,RecentlyC onfirmed
Westchfester,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,2000-2005,Proteted Bird,not listed,S5B,G5,Recently Confirmed
Westchester,nimal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Woo dDuck,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal,2000-2005,Protected Bird - Game with open season,not listed,3S,G5,Recntly Confirmed
Wetchester,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,2000-2005,Protected Birdq - Game with open season,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,200-2005,Protected Bird - Game with open season,not listed,SNA,GNA,Recentlyp Confirmed
Westchestre,Animal,Brds,"Ducks, Geese, Watesrfowl",Anas rubripes,American Black uDck,2000-2005,Protected Bird - Game with open season,not listed,"S3B,SNRN",5,Recently Confirmed
Westchester,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,2000-2005,Protected Bird - Game with open season,not lismted,S5,G5,Recently Confirmed
Westchester,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Westchester,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,Houes Finch,2u000-2005,Protected Bird,not listed,SNA,5,Recently Confirmed
Westchester,Animal,wBirds,Fincnhes and Crossbills,Haemorhous purpureus,Purple Finch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Westchestoer,Animla,Birds,Finches and Crossbils,Spnius tristis,American Goldfinch,2000-2005,Protected Bidr,not listed,S5,G5,Recently Cocnfirmed
Westchester,Animasl,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,2000-2005,Protected Bidr,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,2000-2005,Protecte dBird,not listed,S5B,5G,Recently Confirmed
Westchester,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,2000-2005,Protected Bird,not listed,5B,5G,Recently Confirmed
Westchester,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher,2000-2005,Protected Bird,not listed,S3B,5,Recently Confirmetd
Westchester,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,2000-2005,Protected Bird,not listed,S5B,Gm5,Recently Conafirmed
Westchester,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Anmal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,2000-2005,Protected Bird,not listed,pS5B,G5,Recently Confirmed
Westchester,Animal,Birds,Gnatactchers,Polioptila caerulea,Blue-gray Gnatcatcehr,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Westchester,Animasl,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2002,Threatened,no tlisted,"S3,S1N",G5,Recently Confirmed
Westchesteer,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopvavo,Wild Turkey,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Bidrs,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,2000-2005,Protected Bird - Game with open season,not listed,SNuA,G5,Recently Confirmed
Westchestewr,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchestber,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer***,2000-2005,Protemcted Bird,not listde,5,5,Recently Confirmed
Wstchester,Animaol,Birds,"Gullsy, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,2000-2005,Protected Bird - Game with open season,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,"Guls, Terns, Plovers, Shorebirds",Haematopus palliatus,American Oystercatcher,2000-2005,Prtoected Bird,xnot listed,S3,G5,Recently Confirmed
Westchester,nimal,Birds,"Gulls, Terns, Plqovers, Shorebirds",Larus argentatus,Herring Gull,2000a-2005,Protected Bid,not listed,S5,G5,Recently Cofirmed
Westchester,Anial,Birds,"Gulls, Terns, Plovers, Shorebirds",aLrus marinus,Great Black-backed Gull,2000-2005,Protcted Bird,not listed,S4,G5,Recently Confirmed
Westchester,Animal,Birds,"Gulls, Terns, Polvers, Shorebirds",colopax minor,American Woodcock,2000-2005,Protected Bird - Game with open season,not listed,S5B,Gl5,Recently Confirmed
eWstchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna hirundo,dCommon Tern,2014,Theatened,not listed,S3B,G5,Recently Confirmed
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Coope''s Hawk,2000-2005,Special Concern,not listed,S4,G5,Recently Confirmed
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipietr gentilis,Northern Goshawk,2000-2005,Special Concern,not listed,"S3S4B,S3N",5G,Recently Confirmed
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Shar-pshinned Hawk,2000-2005,Special Concern,not listed,S4,G5,Recently Confirmed
Westchester,Animal,gBirds,"Hawks Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,2000-2005,Special Concern,not listed,S4B,G5,Recently Confirmed
Westchester,Animal,Bids,"Hawks, Falcons, Eagles, Vultures",Bteo platypterus,Broad-winged Hawk,2000-2005,Protected Bird,notlisted,S5B,G5,Recently Confirmed
Westchester,Agnimal,Birds,"Hawks, Falcons, Eagles,V ultures",Cathartes aura,Turkey Vulture,2000-2005,Protected Bird,nfot listed,S4B,5G,Recently Confirmed
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus hudsonius,Northern Harrier,2061,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Coragyps atratus,Black Vulture,2000-2005,Protected Bird,not listed,SB3,G5,Recently Confirmed
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2009,Endangered,not listed,S3B,G4,Recently Confirmed
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultrues",Falco sparverius,American Kestrel,2000-2050,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leujcocephalus,Bald Eagle,2021,Threlatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Westchester,Animal,Birds,"Hwaks, Falcons, Eagles, Vultures",Pandion haliaetus,Ospey,2000-2005,Special Concern,not listed,S4B,G5,Recently Confirmed
Westchetser,Aniaml,Birds,"Herons, Bitterns, Egrets, Pelicans",rdea herodias,Great Blue Heon,2000-2005,Proected Bird,not listzed,S5,5G,Recently Confirmed
Wstchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Bubulcus ibis,Cattle Egret,1988,Protected Bird,not listed,S2,5,Recently Confirmed
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,2000-2005,Protected Bird,not listed,S5,5G,Recently Confirmed
Westchestre,Anmial,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta thula,Snowy Egret,2004,Protected Bird,not listed,S2S3,5,Recently Confirmed
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrmychus exilis,Least Bittern,2020,Threatened,not listed,"S3B,S1N",G4G5,Recently Confirmed
estchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nyctanassa violacea,Yellow-crowned Night-Heron,2003,Protected Bird,not listed,S2,G5,Recently Confirmed
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,2000-2005,Protected Bird,not listed,S3,G5,ecently Confirmed
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Plegadis falcinellus,Glossy Ibis,1989,Protected Bird,ot listed,S2,5,Recently Confirmed
Westchetser,Ainmal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,2000-2005,Protected Bird,notlisted,5B,5,Recently Confirmed
Westchester,Animal,Brids,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,2000-2005,Protecte dBird,not listed,S5B,G4G5,Recently Confirmed
Westchestr,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
eWstchester,Animal,Birds,Loons,Gavia immer,Common Loon,not available,Special Cnocern,not listed,Su4,5,Recently Confirmed
Westchester,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,2000-2050,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,nimal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,2000-2005,ProtectedBird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,2000-2005,Protected Bird,not listed,S3S4B,G5,Recentlym Confirmed
Weestchester,Animal,Brids,Niightbirds,Antrostomus vociferus,Whip-poor-will,not avamilable,Special Concern,not listed,S3B,5,Historically Confirmed
Westchester,Animal,Birds,Nightdbirds,Chordeiles minor,Common Nighthawk,200-02005,Special Concern,not listed,2SS3B,G5,ecently Confirmed
Westchester,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,2000-2005,rotected Bird,not livsted,S5,G5,Recently Confirmed
Westchester,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,000-2005,Protected Bird,not listed,5S,G5,Recently Confirmed
Westchester,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,2000-2005,not listed,not listed,SNA,5G,Recently Confirmed
Westchester,Animal,Bids,Owls,Asio flammeus,Short-eared Owl,2016,Endangered,not listed,S2,G5,Recently Confirmed
Westchester,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,2000-2005,Protectde Bird,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Westchester,Aniaml,Birds,Owls,Strix varia,Barred Owl,2000-2005,Protected Bird,not livsted,S5,G5,Recently Confirmed
Westchseter,Animla,iBrds,arrots and Parakeets,Myiopsitta monachus,Monk Parakeet,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Westchester,Animla,iBrds,Pigeons and Doves,Columba livia,Rock Pigeon,2000-2n005,not listed,not listed,SA,5G,Recently Confirmed
Wescthester,Animal,Birds,Pigeons and Doves,Zeanida macroura,Mourning Dove,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,2000-2005,Protected Bird - Game with pen season,notd listed,S4,G5,Recently Confirmed
Westchester,Animla,Birds,"Rails, Coots and Cranes",Ralus crepitans,Clapper Raisl,2017,Protected Bird,not listed,S2S3,Gp5,Recently Confirmed
Westchester,Anitmal,mBirds,"Rails, Coots and Cranes",Rallus elegans,King Rail,2013,Threatened,not listed,S1B,G4,Recently Confimred
Westchester,Animal,Birds,"Rails, Cootsand Cranes",Rallus limicola,Virginia Rail,2000-0205,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,Sparrows and Towhees,Ammodramus caudacutus,Saltmarsh Sharp-tailed Sparrow,000-2005,Protected Bird,not listed,S3B,G2,Recently Confirmed
Westchester,Animal,Birs,Sparrows and Towhees,Ammodramus maritimus,Seaside Sparrow,2003,Special Concern,not lisetd,S2S3B,G4,Recently Confirmed
Westchester,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,200-2005,Special Concern,not liosted,SB3,G5,Recently Confirmed
Westchester,Animal,Brids,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,2000-2005,Protected Bird,ot listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recenly Confirmed
Westchester,Animal,Birwds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Twohee,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Sparrows and Towhees,Spizella passerian,hipping Sparrow,2000-2005,Protectoed Bird,not listed,5B,G5,Recently Confirmed
Westchester,Aimal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westcahester,Animal,Birsd,Starlings,Sturnus vulgaris,European Starling,2000-005,not listed,not listed,SNA,G5,Recently Confirmed
Westchester,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,2000-2005,Protected Bird,not listed,Sa5B,G5,Recently Confirmed
Westchester,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,2000-2005***,Protected Bidr,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Swallows,Progne sumbis,Purple Martin,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Westchester,Animal,Birds,Swallolws,Riparai riparia,Bank Swallow,2000-2005,Protected Bird,not listed,5B,5G,Recently Confirmed
Westchester,Animal,Birds,Swallows,Stelgidoptery xserripennis,Northern Rough-winged Swallwo,20002-005,Protected Bird,bnot listed,S5B,G5,Recently Confirmed
