indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 yearjs,2-5 years,2,"Percent of population, crude",0,Percent of poverty level,5,5.3,200%-399%,20132016,9,2-5 years,0.1,10.4,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2015-2018,10,-25 years,0.1,12.7,3.563873691258053,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,1988-1994,1,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,1999-2002,2,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Percent of poverty level,5,5.4,400% or more,2001-2040,3,2-5 years,0.7868778636379314,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,003-2006,4,25- years,0.1,10.0,2.9,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,ercent of poverty level,5,5.4,400% org more,2005-2008,5,2-5 ears,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,7.117920460168365,400% or more,2007-2010,6,2-5 years,0.1,5.8,1.5,*
Obesity among children and adolescents aged 2-19 years,25 years,2,"Percent of population, crude",0,Percent of poverty level,5,5.4,400% or more,2009-2012,7,2-5 years,0.1,5.0,1.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or omre,2011-2014,8,2-5 years,0.1,39.19848457898041,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2013-2016,9,-5 years,-0.4638523755834315,8.2,2.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2015-2018,10,2-5 years,0.1,6.6,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.1,Male,1988-1994,1,-11 years,0.8838579473098713,11.6,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percentm of population, crude",1,Sex,1,1.1,Male,1999-2002,2,6-11 years,0.2,35.47788092838587,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.1,ale,2001-2004,3,6-11 years,0.9224224050029836,18.7,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of epopulation, crude",1,ex,1,1.1,Male,2003-2006,4,6-1g1 years,0.2,18.0,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.1,Male,2005-2008,5,6-11years,0.2,18.7,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sxe,1,1.1,Male,2007-2010,6,m6-11 years,0.2,20.7,0.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatio, crude",1,Sex,1,1.1,pMale,2009-2012,7,6-11 years,0.2,18.3,1.1,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sxe,1,1.1,Male,2011-2014,8,6-11 years,0.2,17.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,6.9544771437983535,Male,2013-2016,9,6-11 years,0.7762650783656548,19.6,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"ePrcent of population, crude",1,jSex,1,1.1,iMale,2015-2018,10,6-11 years,0.2,36.19438841401993,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,1988-1994,1,6-11 years,0.2,11.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Fqemale,1999-2002,2,6-11 years,0.2,14.7,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2001-2004,3,6-11 years,0.2,16.3,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2003-2006,4,6-11 years,0.2,15.8,4.301573853408381,-
Obesity among children and adolescents aged 2-19 years,6-11m years,3,"Percent of population, crude",1,Sex,1,1.2,Femael,2005-2008,5,6-11 yers,0.2,16.0,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sxe,1,1.2,Female,2007-2010,20,61-1 years,0.2,16.9,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2009-2012,7,6-11 years,0.2,17.4,1.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,ex,1,1.2,Female,2011-2014,8,6-11 years,0.2,17.5,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Fmale,2013-2016,9,6-11 yeras,0.2,16.1,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sx,1,1.2,Female,2015-2018,10,6-11 years,0.2,17.7,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Age,2,2.2,6-11 yers,1988-1994,1,6-11 years,0.2,11.3,1.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,1999-2002,2,6-11 years,0.2,15.9,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population,crude",1,Age,2,1.4031074161232038,6-11 years,2001-2004,3,6-11 years,0.2,17.5,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,2003-2006,4,6-11 years,0.8614923675906752,17.0,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"ercent of population, crude",0,Age,2,2.2,6-11 eyars,2005-2008,5,6-11 years,0.2,17.4,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,10,"Percent of population, crude",0,Age,2,2.2,6-11 years,2007-2010,6,6-11 years,0.2,18.8,0.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Agle,2,0.8854260664544562,6-11 years,2009-2012,23,6-1 years,0.2,17.9,0.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,2011-2014,8,6-11 years,-0.4714520193924801,17.5,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,2013-2016,9,6-11 years,0.2,17.9,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,ge,2,2.2,6-11 years,2015-2018,10,6-11 years,0.808630778855193,19.3,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,1988-1994,1,6-11 years,0.2,10.2,4.08785656096819,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Racee and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,1999-2002,2,6-11 years,0.2,13.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2001-0204,3,6-11 yearus,0.2,16.3,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2003-2006,4,6-11 years,0.2,34.32050134120009,1.9,u-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population,c rude",1,Race and Hispanic origin,8,3.11,Not Hispanic or Latino: White only,2005-2008,22,6-11 yeasr,0.2,15.6,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percen tof population, crude",1,Race and Hispanic origin,3,8.805223027291163,Not Hispanic or Latino: White only,2007-2010,6,6-11 years,0.7956353996875203,16.4,1.2,
Obesity among children and adolescents aged 2-19 years,6-11 years,9,"Percent of population, crude",1,Rac eand Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2009-2012,7,6-11 years,0.2,13.5,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,10,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2011-2014,8,6-11 yeears,0.2,13.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2013-2016,9,6-11 years,0.2,14.0,1.4,-
Obesity among children and adolescents aged 2-19 years,-611 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2015-2018,10,6-11 yearis,0.2,40.69609090250784,1.6,-
Obesity among children and adolescents aged 2-19 years,6-t11 years,3,"Perecnt of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,1,6-11 yeaurs,0.2,14.6,0.9,-
Obesity among children and adolescents aged 2-19 years,6-11 yeaors,3,"Percent of population, crude",1,Race and Hispanic origin,6,3.12,Not Hispanic or Latino: Black or African American only,1999-2002,2,6-11 years,0.2,19.8,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2001-2004,3,6-11 years,0.2,20.9,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2003-2006,4,611 years,0.2,21.3,1.8,-
Obesity among children and adolescents aged2 -19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,1,3.12,Not Hispanic or Latino: Black or African American only,2005-0208,5,6-11 years,0.2,20.0,2.0,
Obesity among children and adolescents aged 2-19 years,6-11 eyars,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2007-2010,6,6-11 years,0.2,23.9,2.2,-
Obesity among children and adolescents aged 2-19 years,h6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,6,3.12,Not Hispanic or Lativno: Black or African American only,2009-2012,7,6-11 years,0.2,26.1,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,6,3.12,Not Hispanic or Latino: Black or African American only,2011-2014,8,6-11 years,0.2,21.4,2.0,q-
Obesity among children and adolescents aged 2-19 years,6-11 years,9,"Percent of population, crude",0,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2013-2016,9,6-11 years,0.2,19.8,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,10,6-11 yeas,0.2,22.7,2.1,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,1999-2002,2,6-11 yeazrs,0.2,17.9,1.4,-
Obegsity among children and adolescents aged 2-19 years,6-1 1years,3,"Percent of population, crude",1,Race and Hispanic origin,8,3.13,Not Hispanic or Latino: Asian only,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and aolescents aged 2-19 years,6-11 yaers,3,"Percent of population, crude",1,Race and Hispanic origin,3,8.544400270039887,Not Hispanic or Latino: Asian only,2005-2008,5,6-11 years,0.2,33.52489286255894,1.4,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2007-2010,6,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,10,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2009-2012,7,6-11 eyars,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of poplation, crude",1,Race and Hispanic origin,3,1.1450166715774064,oNt Hispanic or Latino: Asian only,2011-2014,20,6-11 years,0.2,9.8,2.0,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic orLatino: Asian only,203-2016,9,6-11 years,0.2,12.9,2.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2015-2018,10,6-11 years,0.2,10.3,2.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,9,"Percent of population, crude",1,Race ad Hispanic origin,3,3.21,Hispanic or Latino: All races,1999-2002,22,6-11 years,-0.5205892761875504,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Pecent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2001-2004,3,6-11 years***,0.8441879099287147,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percecnt of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Lyatino: All races,2005-2008,5,6-11 years,0.2,17.9,3.325186405568129,n-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3,"Percent of population, crude",1,Race and Hisapnic origin,1,3.21,Hispanic or Latino: All races,2007-2010,6,6-11 years,0.2,23.8,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,8.113009809538987,Hispanic or Latino: All races,2009-2012,7,6-11 years,0.2,24.4,1.1,
Obesity among children adn adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Race and Hispanic origin,7,3.21,Hispanic or Latino: All races,2011-2014,22,6-11 years,0.2,25.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,0.7459889300165187,Hispanic or Latino: All races,2013-2061,9,6-11 years,0.2,25.3,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2015-2018,10,6-11 years,0.2,26.6,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population,c rude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,1h988-1994,1,6-11 years,0.2,16.4,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origdin,3,3.22,Hispanic or Latino: Mexican: All races,1999-2002,2,6-11 years,0.2,21.8,1.7,-
Obesity among children and adolescents aged 2-19 yers,6-11 years,3,"Percent of population, crude",1,Race and Hispaic origin,3,3.22,Hispanic or Latino: Mexican: All races,2001-2004,3,6-11 years,0.2,21.3,1.8,-
Obesity among children and adolescents aged 2-19 years,6p-11 years,3,"Percaent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2003-2006,4,6-11 years,0.2,23.7,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2005-2008,5,6-11 years,0.2,24.9,2.0,-
Obesity among children and adolerscents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic oriin,3,3.22,Hispanic or Latino: Mexican: All races,2007-2010,6,6-11 years,0.2,23.3,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexica:n All races,2009-2012,7,6-11 years,0.2,24.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8,6-11years,0.9117975139847364,25.3,4.024045658419434,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9,6-11 years,0.2,27.0,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,1.3966587932831194,Hispanic or Latino: Mexican: All races,2015-2018,21,6-11 years,0.2,28.2,2.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,1,6-11 years,0.2,12.3,1.4,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,20,6-11 years,0.2,17.0,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,10,"Percent of popultion, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2p001-2004,3,6-11 years,0.2,17.2,1.7,-
Obesity among children and adolescents agsed 2-19 years,-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2003-2006,4,6-11 years,0.2,18.6,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origijn,4,1.1,Male: Not Hispanic or Latino: Black or African America,2005-2008,5,6-11 years,0.9436749798658264,18.7,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2007-2010,6,6-11 myears,0.2,23.3,3.3,-
Obesity among children and adolescents aged 2-19 years,6-11 wyears,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,200-2012,7,6-11 years,0.2,27.6,3.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of popuation, crude",1,Sex and race aynd Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8,6-11 years,0.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,0.916571809191648,Male: Not Hispanic or Latino: Black or African America,2013-2016,9,6-11 years,0.2,15.5,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10,6-11 years,0.2,18.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic orgiin,4,4.111,Male: Not Hispanic or Latino: White only,1988-1994,1,6-11 years,0.2,10.7,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or atino: White only,1999-2002,21,6-11 years,0.2,14.0,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White onily,2001-2004,3,6-11 years,0.2,16.9,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 yeras,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2003-2006,4,6-11 years,0.2,15.5,2.8,-
bOesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2005-2008,21,6-11 years,0.2,40.72356534108345,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2007-2010,6,6-11 years,0.2,18.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,10,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2009-2012,7,6-11 years,0.2,12.9,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,6.869907109712123,Male: Not Hispanic or Latino: White only,201-2014,8,6-11 years,0.2,13.0,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,1,1.403471565579141,Male: Not Hispanic or Latino: White only,2013-2016,9,6-11 years,0.2,17.3,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,0.8496015139827237,Male: Not Hispanic or Latino: White only,2015-2018,10,6-11 years,0.2,18.3,2.3,-
Obesity among children and adolescents aged 2-19 byears,6-11 years,3,"Percent of popuklation, crude",1,Sex and race and Hispanic origin,4,6.250523341688442,Male: Not Hispanic or Latino: Asian only,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,2,6-11 eyars,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2005-2008,5,6-11 years,0.2,17.9,3.2771749137058555,-
Obesity among children and adolescents aged 2-19 years,6-11 years,9,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2007-2010,6,6-11 eyars,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,1,6.868387164109146,Mael: Not Hispanic or Latino: Asian only,2009-2012,7,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2011-2014,8,6w-11 years,0.2,14.7,3.6,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2013-2016,23,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,-611 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,8,4.113,Male: Not Hispanic or Latino: Asian only,2015-2018,10,6-11 years,0.2,39.64530629308555,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanico r Latino: All races,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of popuation, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2001-2004,3,6-11 years,0.2,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,11,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanzic origin,4,4.121,Male: Hispanic or Latino: All races,2005-2008,5,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Maqle: Hispanic or Latino: All races,2007-2010,22,6-11 years,0.2,26.0,1.4,-
Obesity aomong children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2009-2012,7,6-11 years,0.2,26.4,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: Aill races,2011-2014,8,6-11 yeras,0.2,25.8,2.5,q-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,1,4.121,Male: Hispanic or Latino: All races,2013-2016,9,6-11 yeasr,-0.4893149099213138,26.1,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2015-2018,10,6-11 years,0.2,27.5,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,eSx and race and Hispanic origin,6,6.637712870793229,Male: Hispanic or Latino: Mexican: All races,1988-1994,1,6-11 years,0.2,17.5,2.4,h-
Obesity among cihldren and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic rigin,4,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,2,6-11 years,0.2,26.5,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,11,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2001-2004,3,6-11 years,0.2,25.6,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2003-2006,4,6-11 years,0.2,27.5,2.1,q-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2008,5,6-11 years,0.2,28.4,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican:All races,2007-2010,6,6-11 years,0.2,24.3,2.5,-
