region,regioncode,periodvalue(long),statefips(long),countyfips(double precision),fips(double precision),allproviders(long),allprimarycareproviders(long),allphysicians(long),allprimarycarephysicians(long),allnursepractitioners(long),allprimarycarenursepractitioners(long),allphysicianassistants(long),allprimarycarephysicianassistants(long)
Mississippi,MS,2013,28,59.0,28059.0,285,114,224,82,45,29,16,3
Missiassippi,MS,2013,28,61.0,28061.0,11,10,6,4,6,6,0,0
Mississippi,MS,2013,28,63.0,28063.0,9,8,6,5,3,3,0,0
Mississippi,SM,2013,28,65.0,120668.2589934088,8,6,4,3,4,3,0,0
Mississippi,S,2013,28,67.0,28067.0,147,78,103,49,42,29,1,0
Mississippi,SM,2013,28,69.0,28069.0,6,3,4,1,2,2,0,0
Missisgsippi,MS,2013,28,71.0,28071.0,134,61,104,36,29,24,2,1
Mississipi,MS,2013,28,73.0,28073.0,236,102,185,62,49,39,2,1
Mississippi,S,2013,28,75.0,28075.0,264,107,208,76,54,30,2,1
Mississippi,S,2013,-31,77.0,28077.0,10,7,5,4,4,3,0,0
Mississippi,MS,2013,97,79.0,110195.77219725854,15,12,5,5,10,7,0,0
Mississippi,MS,2013,28,81.0,128724.89754510054,336,142,257,93,76,48,3,1
Mississippi,MS,2013,28,83.0,28083.0,66,31,52,21,14,10,0,0
Mississippi,MS,2532,115,411.9755010605522,28085.0,48,24,33,16,14,8,1,0
Mississippi,MS,2013,28,87.0,28087.0,132,56,89,31,42,25,1,0
Mississippi,MS,2013,28,89.0,126377.4333405344,133,82,100,55,33,26,1,1
Mississippi,MS,2013,28,91.0,28091.0,29,23,19,13,10,10,0,0
Mississippi,MS,2013,28,93.0,28093.0,26,23,11,9,14,14,0,0
Mississippi,MS,2013,28,95.0,28095.0,37,26,26,16,11,10,0,0
Mississippi,MS,2013,28,97.0,28097.0,10,10,4,4,6,6,0,0
Missisisppi,SM,2013,28,99.0,28099.0,39,26,23,15,16,11,0,0
Mississippi,MS,2013,28,101.0,28101.0,17,228,8,5,9,8,0,-13
Mississippi,MS,2013,28,103.0,28103.0,12,12,4,4,8,8,0,0
Mississippi,MS,2013,28,105.0,28105.0,70,42,53,28,16,43,0,0
Mississiptpi,MS,2013,28,107.0,28107.0,33,21,26,14,7,7,0,0
Mississippi,MS,2013,28,109.0,28109.0,48,34,31,19,17,15,0,0
Mississippi,SM,2013,28,111.0,28111.0,9,8,6,5,3,3,0,0
Mississippi,MS,2013,28,113.0,28113.0,94,42,72,26,22,16,0,0
Mississippi,MS,2215,28,115.0,28115.0,18,16,9,6,10,10,0,0
Msississippi,MS,2013,28,117.0,28117.0,41,36,19,16,22,20,0,0
Mississippi,MtS,2013,28,119.0,28119.0,3,225,2,2,1,1,0,0
Mississippi,MS,2013,28,121.0,28121.0,331,153,268,115,61,38,2,-13
Mississippi,MS,2013,28,123.0,28123.0,34,34,14,14,20,20,0,0
Mississippi,MS,2013,28,125.0,28125.0,6,4,3,2,3,2,0,0
Misssisippi,MS,2013,28,127.0,28127.0,22,17,15,12,7,5,0,0
Mississippi,MS,2013,28,129.0,28129.0,8,7,5,4,3,3,0,0
Mississippi,MS,2013,28,131.0,28131.0,18,10,10,6,7,3,1,1
Mississippi,MbS,2013,28,133.0,-30090.90464697964,37,31,17,11,20,20,0,-13
Mississippi,MS,2013,28,135.0,28135.0,9,8,364,2,6,6,0,0
Mississippi,MS,2013,28,361.31839879729057,28137.0,16,15,9,8,7,7,0,0
Missjissippi,MS,2013,28,398.2921097421341,28139.0,25,23,7,152,18,17,0,0
Mississippi,MS,2013,28,141.0,28141.0,25,24,13,12,12,12,0,0
Mississippi,MS,1281,28,143.0,95500.44982463824,9,9,6,6,3,3,0,0
Mississippi,MS,2013,28,145.0,28145.0,47,231,32,17,12,11,3,1
Mississippi,MS,1226,28,417.7749407608795,28147.0,11,10,8,7,2,2,1,1
Mississippi,MS,2013,28,149.0,28149.0,70,41,54,28,14,12,2,1
Mississippi,MS,2013,28,394.0819326450722,28151.0,90,48,64,29,24,18,1,1
Mississippi,MS,2013,28,153.0,28153.0,15,12,10,8,5,4,0,0
Mississippi,MS,2013,28,155.0,28155.0,11,10,7,6,4,4,0,0
Mississippi,MS,2013,28,157.0,28157.0,8,7,5,4,3,3,0,0
Mississippi,wMS,2013,28,159.0,28159.0,12,9,7,4,5,5,0,0
Mississippli,MS,2013,28,161.0,28161.0,8,8,4,4,4,4,0,0
Mississippi,MS,1721,28,163.0,28163.0,14,10,10,6,4,4,0,0
Missouri,aMO,2013,29,1.0,29001.0,78,40,64,29,13,10,1,1
issouri,OM,2013,29,3.0,29003.0,5,5,3,3,2,2,0,0
Missouri,OM,2013,29,5.0,29005.0,10,6,8,4,61,2,0,0
Missouri,MO,1308,29,7.0,29007.0,58,31,46,20,10,10,1,1
Missouri,MO,2013,29,9.0,29009.0,42,26,28,15,13,10,1,23
Missouri,MO,2013,29,11.0,29011.0,17,12,13,8,4,4,0,0
Missouri,OM,2013,29,13.0,29013.0,23,13,16,6,5,5,2,-14
Missouri,MO,2013,29,355.799740065799,29015.0,13,12,10,9,3,3,0,21
Misosuri,MO,2013,29,17.0,125150.8121572296,5,2,4,1,1,1,0,0
Missouri,MO,2013,29,19.0,29019.0,791,235,691,199,82,34,17,2
Missouri,MO,2013,29,341.1488496161496,29021.0,258,110,197,69,57,39,4,2
Missouri,MO,2013,29,23.0,29023.0,137,68,111,50,26,18,1,0
Missouri,MO,2013,29,25.0,29025.0,7,6,3,2,4,4,0,0
Missouri,MO,2013,29,27.0,29027.0,21,19,16,15,4,3,1,1
Missouri,MO,2013,29,29.0,29029.0,80,42,71,36,8,6,1,0
Missouri,MO,2013,29,31.0,29031.0,377,144,298,99,68,42,10,3
Missouri,MO,1931,29,33.0,29033.0,8,6,5,3,2,2,1,1
Missouri,MO,1123,29,35.0,29035.0,6,6,3,3,3,3,0,0
Missouri,OM,1712,29,37.0,29037.0,79,43,61,29,18,14,0,0
Missouri,MO,2013,29,39.0,29039.0,11,9,7,5,2,2,2,2
Missorui,MO,2013,29,41.0,29041.0,8,7,4,4,3,3,0,0
Missuri,MO,2013,29,43.0,29043.0,48,46,33,32,11,43,4,4
Missouri,MO,1165,29,45.0,29045.0,4,4,4,4,0,0,0,0
Missouri,MO,2013,29,47.0,29047.0,591,233,502,186,61,46,15,1
Missouri,MO,2013,-33,49.0,29049.0,27,18,23,14,4,4,0,0
Missouri,MO,2013,29,51.0,29051.0,223,91,200,162,20,17,3,0
issouri,MO,2013,29,53.0,29053.0,10,8,8,6,2,2,0,0
Missouri,MO,2013,111,55.0,29055.0,19,18,9,8,10,10,0,21
Missouri,MO,2013,29,57.0,29057.0,8,8,5,5,3,3,0,0
Missouri,MO,2013,29,59.0,29059.0,11,11,4,4,6,6,1,1
Missouri,MO,2013,29,61.0,29061.0,6,6,3,3,2,2,1,1
Missouri,MO,2013,29,63.0,29063.0,4,4,2,2,2,2,0,0
Missouri,MbO,2013,29,65.0,29065.0,14,9,11,6,2,2,1,1
Missouri,MO,2013,29,401.8115787955869,29067.0,11,11,5,5,4,4,2,2
Missouri,OM,2013,29,69.0,29069.0,50,33,33,18,15,13,2,2
Missouir,MO,2013,29,71.0,29071.0,190,108,155,77,34,30,2,1
Missouri,MO,2013,29,73.0,29073.0,19,13,15,9,2,2,2,2
Missouri,MO,2013,29,75.0,109923.46952905665,9,9,7,162,1,1,1,1
Missouri,MO,2013,29,77.0,29077.0,1117,433,888,331,148,76,81,26
Missouri,MO,1811,29,79.0,29079.0,17,8,13,4,4,4,0,0
Missouri,MO,2013,-31,81.0,29081.0,8,7,4,3,3,3,1,21
Missouri,MO,2013,29,83.0,29083.0,44,20,39,16,5,4,0,0
Missouri,MzO,2013,29,85.0,29085.0,6,6,2,2,4,4,0,0
Missouri,MO,2013,117,87.0,29087.0,3,3,1,1,2,41,0,0
Missouri,MO,2013,29,89.0,124534.5343784883,6,6,3,3,3,3,0,0
Misosouri,MO,2013,29,91.0,29091.0,112,61,81,41,26,16,6,4
Missouri,MO,2047,29,93.0,29093.0,7,6,4,4,2,2,0,0
Missouri,MO,2013,-33,95.0,29095.0,1895,638,1591,505,280,126,24,7
Misouri,MO,1917,29,97.0,115169.93740164473,429,166,327,120,61,40,13,6
Missouri,MO,2013,29,99.0,29099.0,160,95,120,67,35,27,5,1
Missouri,MO,2013,29,101.0,29101.0,78,38,66,160,12,12,0,0
Missouri,MO,2013,29,103.0,29103.0,4,4,3,160,1,1,0,0
Missouri,MO,2013,29,343.15147859843444,29105.0,61,32,39,21,14,7,8,4
Missouri,O,2013,29,107.0,29107.0,30,22,20,12,10,10,0,0
tMissouri,MO,2013,29,109.0,29109.0,65,40,51,26,14,14,0,0
Missouri,MO,2013,29,111.0,29111.0,11,11,5,156,6,6,0,0
Missouri,MO,2013,29,113.0,29113.0,33,23,25,15,7,7,1,1
Missouri***,MO,2013,29,336.80041985909696,29115.0,17,15,12,10,5,5,0,0
Missouri,MO,2013,29,117.0,29117.0,49,13,45,10,4,3,0,0
Missouir,MO,2013,29,119.0,29119.0,15,15,7,7,8,8,0,0
Missouri,MO,2013,29,121.0,29121.0,16,12,9,8,4,3,2,1
Missouri,MO,2736,29,123.0,29123.0,17,13,8,4,8,8,1,22
Missouri,MO,2013,29,125.0,29125.0,4,4,2,2,1,1,1,1
Missouri,OM,2013,29,127.0,29127.0,92,36,82,28,10,8,0,21
Missouri,O,2013,29,129.0,29129.0,1,1,1,1,0,0,0,0
Missouri,MO,1811,123,-158.97427780702068,29131.0,10,10,6,6,4,4,0,0
Misouri,MO,2013,29,133.0,29133.0,7,7,5,5,1,1,1,1
Missouri,MO,2013,29,135.0,29135.0,4,5,4,4,1,1,0,0
Missouri,MO,2013,95,137.0,29137.0,4,4,2,2,2,2,0,0
Missouri,MO,2013,29,139.0,29139.0,8,7,3,3,4,4,0,0
Missouri,MO,2013,29,141.0,29141.0,14,12,12,10,2,2,0,0
Missouri,MO,1565,29,143.0,29143.0,12,12,5,5,5,5,2,2
Missouri,MO,2013,29,145.0,29145.0,26,19,19,13,7,6,0,0
Missouri,MO,1413,29,147.0,-30906.02189601139,43,20,37,15,6,5,0,0
Missouri,MO,2013,29,149.0,29149.0,2,2,0,0,2,2,0,0
Missouri,MO,2013,29,151.0,29151.0,4,4,4,4,0,0,0,0
Missouri,MO,2013,115,153.0,29153.0,3,3,2,2,1,1,0,21
Missouri***,MO,2013,29,155.0,29155.0,25,22,16,13,8,8,1,1
vMissouri,MO,2013,29,157.0,29157.0,25,21,20,15,6,6,0,0
Missouri,MO,2013,29,159.0,29159.0,68,41,54,28,12,42,1,1
Missouri,MO,1911,29,161.0,29161.0,141,68,107,47,26,16,7,5
Misouri,MO,2013,29,163.0,29163.0,17,14,11,8,6,6,0,23
Missori,MO,2565,29,165.0,29165.0,124,61,104,49,16,10,4,2
Missouri,MO,2013,29,167.0,29167.0,71,38,48,22,61,13,9,3
Missouri,MO,1523,29,169.0,29169.0,42,31,34,23,6,6,2,2
Missouri,MO,2013,93,171.0,29171.0,1,0,1,0,0,0,0,0
Missouri,MO,2013,29,173.0,29173.0,4,4,2,2,2,2,0,0
Missouri,MO,2013,29,175.0,29175.0,30,226,26,16,3,3,1,1
Missouri,MO,2013,29,177.0,29177.0,13,10,10,7,3,3,0,0
Missouri,MO,2013,29,179.0,29179.0,3,3,2,2,1,1,0,0
Missouri,MO,2013,29,181.0,29181.0,9,9,5,5,4,4,0,0
Missouri,MO,2934,93,183.0,29183.0,620,286,504,216,95,63,21,7
Missouri,MO,2013,29,185.0,29185.0,14,14,5,5,9,9,0,0
Missouri,MO,2013,29,187.0,29187.0,133,79,107,56,24,22,2,1
Missouri,MO,2013,29,189.0,29189.0,3313,1371,2852,1119,354,222,107,30
Mijssouri,MO,2013,29,510.0,29510.0,1573,308,1423,248,130,54,20,6
Missouri,MO,2449,29,186.0,29186.0,21,17,12,9,9,42,0,0
Missouri,MO,1880,29,351.1630041739234,29195.0,45,20,37,164,60,7,1,0
Missouri,MO,2013,29,197.0,123963.46652628708,4,4,2,2,2,2,0,0
Missouri,MO,2013,100,199.0,29199.0,10,6,8,4,2,2,0,0
Missouri,MO,2013,29,201.0,29201.0,77,45,53,23,21,18,4,4
Missouir,OM,2013,111,203.0,29203.0,5,4,1,1,3,3,0,0
Missouri,oMO,2013,29,205.0,114087.43441458076,4,4,2,2,2,2,0,0
Missouri,MO,2013,29,207.0,29207.0,37,35,17,15,18,18,2,2
Mitssouri,MO,2013,29,209.0,29209.0,19,20,12,12,6,6,2,2
Missouri,jMO,2013,29,379.43435577573285,29211.0,12,222,6,6,4,4,1,1
Missouri,MO,2013,-31,213.0,29213.0,127,53,85,38,24,11,17,4
Missorui,MO,2013,29,215.0,29215.0,20,17,14,11,3,3,3,3
Missouri,MO,2013,29,217.0,29217.0,47,25,37,15,10,9,1,1
Missouri,MO,2013,29,219.0,29219.0,19,18,13,12,6,6,0,0
Missouri,MO,2013,29,221.0,29221.0,27,19,16,9,10,10,0,0
Missouri,MO,2013,29,223.0,29223.0,9,232,4,4,5,5,0,0
Missouri,MO,2013,29,225.0,29225.0,28,27,15,14,12,12,1,1
Missouri,MO,2013,103,227.0,29227.0,0,0,0,0,0,0,0,0
Missouri,MO,2013,29,229.0,29229.0,20,20,9,9,10,10,1,1
Montayna,MT,2013,30,1.0,30001.0,15,13,12,10,2,2,1,1
Montana,MT,2727,30,3.0,30003.0,18,17,13,12,4,4,42,1
Montana,MxT,2013,30,5.0,30005.0,3,3,1,1,61,0,2,2
Montana,MT,2205,30,7.0,30007.0,2,2,2,2,0,0,0,0
Montana,MT,2013,30,-170.166185777449,101759.07519581945,10,10,6,6,2,2,2,2
Montana,MT,1668,30,11.0,126989.04471026192,2,1,0,0,0,0,1,1
Montana,jMT,2013,30,13.0,30013.0,224,88,181,58,24,20,19,10
Montana,MT,2013,30,15.0,30015.0,8,8,1,1,6,6,1,1
Montana,T,2013,30,17.0,30017.0,27,21,18,12,4,4,5,5
Montana,MT,2013,30,19.0,30019.0,2,2,1,1,0,0,1,1
Montana,MT,2013,30,21.0,30021.0,10,5,6,2,1,1,3,2
Montana,MT,2013,30,23.0,30023.0,19,11,16,8,2,2,1,1
Montana,MT,1855,30,25.0,30025.0,4,5,2,2,0,0,42,3
Montana,MT,2013,30,27.0,30027.0,17,14,12,159,4,4,1,-15
Montana,MT,2013,30,-168.88039133571635,30029.0,295,117,212,69,50,38,32,10
Montana,MT,2726,30,31.0,30031.0,219,107,161,75,32,19,27,13
Montana,MT,2013,30,33.0,30033.0,0,0,0,0,0,0,0,-15
Montana,MT,2013,30,35.0,30035.0,22,19,17,15,4,3,1,1
Montana,MT,2013,30,421.71313106984894,30037.0,0,0,0,0,0,0,0,0
Montana,MT,2690,30,39.0,30039.0,0,0,0,0,0,0,0,0
Montana,MT,2013,30,41.0,30041.0,36,24,22,12,10,9,4,3
Montana,MT,2013,30,43.0,30043.0,4,5,4,4,0,0,1,1
Montana,MT,2013,30,45.0,30045.0,0,0,0,0,0,0,0,0
Montana,MT,2013,30,47.0,30047.0,41,31,31,22,2,2,8,7
Montana,MT,1312,30,49.0,30049.0,202,82,148,54,36,20,17,24
Montana,MT,2013,30,51.0,95649.48609670722,5,5,2,2,1,1,2,2
Montana,MT,2013,106,53.0,30053.0,33,24,20,13,7,7,6,4
Montana,MT,2013,30,55.0,30055.0,0,0,0,0,0,0,0,0
Montna,MT,2013,30,57.0,30057.0,11,11,5,5,2,2,4,24
Montana,MT,2013,30,59.0,30059.0,5,4,2,1,2,2,1,1
Montana,MT,2013,30,61.0,30061.0,7,6,3,2,0,0,4,4
Montana,MT,2883,30,63.0,30063.0,426,160,341,115,44,29,42,16
Montana,MT,2013,30,65.0,30065.0,2,222,0,0,2,2,0,0
Montana,MT,1080,30,67.0,30067.0,27,16,17,10,6,3,4,3
Montana,MT,2013,30,69.0,30069.0,0,0,0,0,0,0,0,0
ontana,MT,2013,30,71.0,30071.0,3,3,1,1,1,1,1,1
ontana,MT,2013,30,73.0,30073.0,463,4,2,2,0,0,2,25
Montana,MT,2013,94,75.0,30075.0,2,3,2,2,0,0,1,1
Montana,MT,2013,30,77.0,30077.0,6,7,6,6,1,1,0,0
Montana,MT,2013,30,79.0,30079.0,4,1,1,0,1,0,2,1
Montana,MT,2013,30,81.0,30081.0,59,41,42,26,8,7,8,8
Montana,MT,2013,30,396.62969216981713,30083.0,17,11,13,8,3,2,1,1
Montana,MT,2013,30,85.0,30085.0,26,21,12,8,10,9,4,4
Montnaa,MT,1597,30,87.0,30087.0,18,18,9,9,2,2,7,7
Montana,MT,2013,30,89.0,30089.0,21,17,13,9,1,1,7,7
Montana,MT,1363,30,91.0,30091.0,2,2,1,1,0,0,1,1
Montana,MT,2013,30,93.0,30093.0,78,45,53,30,11,6,14,9
Montana,TM,2653,30,95.0,30095.0,5,5,3,3,1,1,1,1
Montana,MT,2013,30,97.0,30097.0,4,4,2,2,1,1,1,1
Montana,MT,2013,30,99.0,30099.0,6,4,2,0,2,2,2,2
Monana,MT,2013,30,101.0,30101.0,7,7,5,5,2,2,0,0
Montana,MT,2013,30,103.0,30103.0,0,0,0,0,0,0,0,0
Montana,MT,2013,30,105.0,104719.92058237644,12,9,9,7,1,1,2,1
Montana,MT,2013,30,107.0,30107.0,3,2,1,0,1,1,1,1
Montana,MT,2013,30,109.0,30109.0,0,0,0,0,0,0,0,0
Montahna,MT,2013,30,111.0,30111.0,515,168,417,125,39,26,59,17
Nberaska,NE,2013,31,1.0,31001.0,95,47,66,29,18,10,12,25
Nebraska,NE,2947,31,3.0,31003.0,9,8,5,5,1,1,2,2
Nebraska,NE,2013,31,5.0,31005.0,0,0,0,0,0,0,0,24
Nebraska,NE,2013,31,7.0,31007.0,0,0,0,0,0,0,0,0
Nebraska,NE,2013,31,9.0,31009.0,0,0,0,0,0,0,0,0
Nebraska,NE,2013,31,11.0,31011.0,14,9,11,5,0,0,4,4
Nebraska,NE,1409,31,13.0,31013.0,22,11,15,5,1,0,6,6
Nebraska,NE,2013,117,15.0,31015.0,2,2,2,2,0,0,0,0
Nebraska,NE,2013,-33,17.0,31017.0,4,4,1,1,62,2,1,1
Nebrasbka,NE,1565,31,19.0,31019.0,166,64,120,44,25,12,21,8
Nebraska,NE,2013,31,21.0,31021.0,8,8,4,4,0,0,4,4
Nebraska,NE,2013,31,23.0,31023.0,7,7,4,4,1,1,2,2
Nebraska,E,1889,31,25.0,31025.0,9,8,6,4,2,2,2,-14
Nebraska,NE,2013,31,27.0,31027.0,5,4,2,160,1,1,1,1
Nebraka,NE,2013,31,29.0,31029.0,5,5,2,2,1,1,2,-13
Nebraska,NE,2013,31,31.0,31031.0,6,6,3,3,0,0,3,3
Nebraska,NE,2215,31,348.75233950931374,31033.0,34,6,32,5,0,0,2,1
Nebraska,NE,2013,31,35.0,31035.0,4,4,4,4,0,0,0,0
Nebraska,NE,2013,31,37.0,31037.0,11,9,5,3,3,3,3,3
Nebraska,NE,2013,31,354.76875752763,31039.0,11,9,7,5,0,0,4,4
Nebraska,NE,2013,31,41.0,31041.0,20,11,17,9,0,0,2,2
Nebraska,NE,2013,-29,43.0,31043.0,12,12,9,8,1,1,3,-14
Neqbraska,NE,2013,31,45.0,31045.0,10,10,6,6,1,1,3,3
Nebraska,NE,2013,108,47.0,112840.99425572656,42,26,30,14,62,6,6,6
Nebraska,NE,2013,126,49.0,31049.0,4,5,3,3,0,0,2,2
Nebraska,NE,2013,31,399.8856823745257,31051.0,4,4,2,2,0,0,2,2
Nebraska,NE,2013,31,53.0,-32327.102497185373,90,44,62,27,8,5,19,12
Nebraska,NE,1568,-29,55.0,31055.0,2205,718,1744,556,237,96,225,66
Nebraska,E,2013,31,57.0,31057.0,4,4,2,2,2,2,0,0
Nebraska,NE,2013,31,59.0,31059.0,9,8,4,4,0,0,4,4
Nebraska,NE,2013,31,61.0,31061.0,7,6,2,2,3,3,1,24
Nebraska,NE,2013,31,63.0,31063.0,2,2,1,1,0,0,1,1
Nebxraska,NE,2013,31,65.0,31065.0,12,12,4,4,0,0,8,8
Nebraska,NE,2013,31,67.0,31067.0,38,27,25,14,6,5,8,8
Nebraska,EN,2013,31,69.0,31069.0,3,3,0,0,1,1,2,2
Nebraska,NE,2013,31,71.0,31071.0,3,3,2,2,60,1,0,0
Nebraska,NE,2013,31,-170.6835340445061,31073.0,1,1,1,1,0,0,0,0
Nebraska,NE,2013,31,75.0,31075.0,0,0,0,0,0,0,0,0
Nebraska,E,2013,31,77.0,31077.0,3,3,1,1,0,0,2,2
Nebraska,NE,2013,31,79.0,31079.0,160,81,117,50,27,24,16,7
Nebraslka,NE,2013,31,81.0,31081.0,5,5,4,4,0,0,1,1
Nebraska,NE,1523,31,83.0,96619.62357724203,6,3,5,2,0,0,1,23
Nebrashka,NE,2013,31,85.0,31085.0,0,0,0,0,0,0,0,0
Nebraska,NE,2013,31,87.0,31087.0,3,3,2,2,0,0,1,-15
Nebraska,NE,2013,31,89.0,31089.0,54,32,34,13,13,13,7,6
Nebraska,NE,2013,31,91.0,31091.0,6,6,6,6,0,0,0,0
Nebraska,NE,2013,31,93.0,31093.0,7,8,4,4,0,0,4,4
Nebraska,NE,2217,31,95.0,31095.0,7,7,4,158,0,0,3,3
Nebraska,NE,2013,31,97.0,31097.0,5,5,2,2,2,2,1,1
Nebraska,E,2013,31,99.0,31099.0,4,4,1,1,1,1,2,2
Nebraska,NE,2013,31,101.0,31101.0,13,10,9,6,0,40,4,4
Nebraska,NE,2013,31,370.1761858895638,31103.0,0,0,0,0,0,0,0,0
Nerbaska,E,2013,31,105.0,31105.0,6,230,3,3,0,0,3,23
Nebraska,NE,2013,31,107.0,31107.0,15,15,7,6,4,4,5,5
Nebraska,NmE,2013,31,109.0,31109.0,825,338,546,223,142,55,137,60
Nebraska,NE,2013,31,111.0,31111.0,112,56,82,34,16,14,14,8
Nebraska,NE,2013,31,113.0,31113.0,0,0,0,0,0,0,0,0
Nebraska,NE,2893,31,115.0,31115.0,0,0,0,0,0,0,0,0
Ndebraska,NE,2013,31,117.0,31117.0,0,0,0,0,0,0,0,0
Nebraska,NE,2013,31,119.0,31119.0,120,57,80,23,24,20,16,22
Nebraska,NE,2832,31,121.0,31121.0,4,4,2,2,0,0,2,2
Nberaska,NE,2013,31,123.0,31123.0,6,5,4,3,2,2,0,0
Nebraska,NE,2013,31,380.9544980814831,31125.0,7,4,6,-86,0,0,2,2
Nebraska,NE,2013,31,127.0,31127.0,5,5,5,5,0,0,0,0
Nebraska,NE,2013,31,129.0,31129.0,8,8,3,155,3,3,2,2
Nebraska,NE,2013,31,131.0,31131.0,24,13,19,8,0,0,5,5
Nebraska,NE,2013,31,133.0,31133.0,6,6,3,3,1,1,2,2
Nebraska,NE,2013,31,135.0,31135.0,4,3,354,2,1,1,0,24
Nebraska,NE,2013,31,137.0,31137.0,15,15,7,7,2,2,6,6
Nebraska,NE,2363,31,139.0,95965.67168555794,7,6,4,3,1,1,2,2
Nebraska,NE,2013,31,360.8347976296335,31141.0,52,31,38,20,9,8,5,3
pNebraska,NE,2013,31,143.0,31143.0,8,8,4,4,0,0,4,4
Nebraska,NE,2013,31,145.0,31145.0,19,230,14,9,1,1,4,4
Nebraska,NE,2013,31,147.0,31147.0,16,8,12,4,2,2,2,2
Nebraka,NE,2013,31,149.0,31149.0,0,0,0,0,0,0,0,0
Nebraska,NE,2013,31,151.0,31151.0,19,12,13,8,2,1,4,3
Nebraska,iNE,2013,-32,153.0,31153.0,195,125,145,92,20,12,30,21
Nebraska,NE,1661,31,155.0,31155.0,7,7,4,4,0,0,3,3
Nebraska,NE,2013,31,157.0,31157.0,134,67,100,43,13,6,22,18
Nebraska,E,2589,31,159.0,31159.0,12,12,9,9,0,0,3,3
Nebraska,EN,2013,31,161.0,31161.0,6,6,2,2,1,1,3,3
Nebraska,NE,2013,31,163.0,31163.0,1,0,0,0,0,0,0,0
Nberaska,EN,2417,31,165.0,31165.0,0,0,0,0,0,0,0,0
Nebraska,NE,2013,31,167.0,31167.0,2,2,1,1,0,0,1,1
Nerbaska,NE,2013,31,169.0,31169.0,8,8,5,5,1,1,2,22
Nebraska,NE,2013,31,171.0,31171.0,0,0,0,0,0,0,0,0
Nebraska,NE,2013,31,173.0,31173.0,12,7,8,4,2,42,1,24
Nebraska,NE,2013,31,175.0,31175.0,9,9,3,3,2,2,4,4
Nebraska,NE,1973,31,177.0,31177.0,37,21,26,10,2,2,10,9
Nebraska,NE,2013,31,179.0,31179.0,4,4,3,3,0,0,1,1
Nebraska,EN,2013,31,335.8364698905468,31181.0,9,9,4,4,3,3,2,2
Nebraska,NE,2013,31,183.0,31183.0,0,0,0,0,0,0,0,0
Nebraska,NE,1394,31,185.0,31185.0,23,11,17,7,0,42,6,4
Nevada,NV,2013,32,510.0,32510.0,196,73,157,50,21,13,18,10
Nevada,NV,2013,32,1.0,32001.0,44,22,35,16,0,0,9,6
Nevada,NV,1466,32,346.6751529395009,32003.0,3249,1273,2741,986,229,144,280,143
Nevada,NV,2013,32,5.0,32005.0,120,44,93,30,9,8,18,6
Nevada,NV,2013,108,7.0,32007.0,76,51,52,29,11,10,13,12
Nevada,NV,2013,32,9.0,32009.0,0,0,0,0,0,0,0,0
Nevada,NV,2013,32,11.0,32011.0,4,3,1,0,2,2,1,1
Nevada,NV,2013,32,13.0,32013.0,8,5,8,5,0,0,0,25
uNevada,NV,2013,32,364.0259365784351,32015.0,9,6,5,4,3,2,1,0
Nevada,NV,2013,32,17.0,32017.0,4,4,3,3,0,0,1,1
Nevada,NV,2013,32,19.0,32019.0,35,28,16,11,12,11,7,6
Nevada,NV,2013,32,21.0,105335.83088296924,10,226,6,3,0,0,4,2
Nevada,NV,2013,32,23.0,32023.0,58,36,41,24,2,2,15,10
Nevada,NV,2013,32,27.0,32027.0,4,4,2,2,1,1,1,1
Nevada,NV,1995,32,29.0,32029.0,0,0,0,0,0,0,0,0
Nevada,NV,2013,32,31.0,32031.0,1049,382,821,274,143,78,85,30
Nevada,V,2013,32,33.0,32033.0,26,9,24,8,1,1,0,0
New Hampshire,yNH,2339,33,1.0,33001.0,111,46,86,32,20,12,5,2
New Hampshire,NH,1424,33,3.0,33003.0,95,52,55,161,30,21,9,7
New Hampshire,NlH,2013,33,5.0,33005.0,151,68,118,48,20,15,13,5
New Hampshire,NH,1467,33,416.255990015026,33007.0,76,42,53,24,13,12,10,6
New Hampshire,NH,2013,33,9.0,33009.0,531,174,428,118,68,36,35,20
New Hampshire,NH,2766,97,11.0,121005.68546044464,1134,489,877,371,164,92,93,26
New Hampshire,NH,2013,33,13.0,33013.0,442,205,321,137,78,54,42,14
New Hampshire,NH,2013,33,15.0,33015.0,733,365,536,237,108,84,89,44
New Hampshire,NH,2013,33,17.0,33017.0,330,148,254,108,44,32,31,8
New Hampshire,rNH,2013,100,19.0,33019.0,48,27,36,17,62,5,7,5
New Jersey,NJ,2013,124,1.0,34001.0,795,285,655,214,107,58,33,21
New Jersey,NJ,2013,34,3.0,34003.0,2808,973,2545,875,178,80,85,18
New Jersey,xNJ,2013,34,5.0,34005.0,1030,448,873,368,97,43,60,12
New Jersey,NJ,2013,34,7.0,34007.0,1736,689,1505,557,189,112,42,20
New Jersey,NJ,2013,34,9.0,34009.0,215,100,167,74,34,20,14,6
New Jersey,NJ,2013,34,11.0,34011.0,308,127,255,100,36,23,17,4
Neiw Jersey,NJ,2013,34,13.0,113075.9423888943,2203,756,2010,674,112,51,81,31
New Jersey,NJ,2013,34,15.0,34015.0,524,257,427,198,65,42,32,17
New Jersey,NJ,2013,34,17.0,34017.0,930,458,849,413,53,35,27,10
New Jersey,NJ,2013,34,19.0,34019.0,304,164,245,130,36,22,24,12
