OBJECTID,COMPTYPE,COMPKEY,HANSEGKEY,UNITID,UNITTYPE,BRGUNITID,UNITDESC_BRG,UNITDESC_SEG,INSTDATE,EXPDATE,STATUS,STATUSDT,CONDITION,CONDDT,OWN,LSTVERIFY,MAINTBY,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,ADDDTTM,MODDTTM,BR_NBR,BR_CODE,BR_TYPE,BR_NAME,BR_FACILITIES,BR_FEATURES,BR_RATING,BR_INSET,BR_GEO,BR_OWNER,BR_OWNER_NAME,GEOBASID,XGEOBASID,GISSEGKEY,EARTHQUAKE_RESPONSE_TEAM,SHAPE_Length
25191,66,511843,10622,BRG-060N, ,BRG-060N,ELLIOTT BAY MARINA - N RAMP                                                                                                                                                                                                                                    ,W GARFIELD ST OFF RP BETWEEN MAGNOLIA BR AND W GARFIELD ST ACCESS RD                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,60, ,E,ELLIOTT BAY MARINA BR, , ,0,0,MA,SDOT,Seattle Dept. of Transportation,0,0,10622, ,874.163586945307
25192,66,515772,491763,BRG-934, ,BRG-934,W-S RAMP SR 5 OC                                                                                                                                                                                                                                               ,I5 SB SR520 EB ON RP BETWEEN I5 SB AND SR520 EB                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT3,DISTRICT4,N,,2010/01/21 00:00:00+00,,934, 934,ST,W-S RAMP SR 5 OC,SR 522 OFFR - SR 5 ONR,SR 5,1,0,CE,DOT,State of Washington,112200020,0,491763, ,470.275584442658
25193,66,515755,491388,BRG-905, ,BRG-905,SR 5 OC W-S RAMP                                                                                                                                                                                                                                               ,I90 WB - I5 SB ON RP BETWEEN I90 WB OFF RP AND I5 SB ON RP                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,905, 905,ST,SR 5 OC W-S RAMP,SR 5 ON RAMP,SR 5 AND SR 5 ON RAMP NB,1,2,S,DOT,State of Washington,0,0,491388, ,994.899629069002
25194,66,511991,8670,BRG-700D, ,BRG-700D,O&M FACILITY UNIT D (CROSSES AIRPORT WAY S)                                                                                                                                                                                                                    ,AIRPORT WAY S BETWEEN S FOREST ST AND S STEVENS ST                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT2, ,N,,2009/12/21 00:00:00+00,2011/01/07 00:00:00+00,0, , , , , ,0,0, , , ,,,8670, ,380.52915408486
25195,66,511790,10830,BRG-010B, ,BRG-010B,SEATTLE CTR /NOB HILL                                                                                                                                                                                                                                          ,HARRISON ST BETWEEN 4TH AVE N AND 5TH AVE N                                                                                                                                                                                                                    ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,10,  10A,SC,SEATTLE CTR PED BR AT NOB HILL,PEDESTRIANS,SEATTLE CENTER (SEA CTR),5,0,QA,SC,Other,0,71800030,10830, ,90.3826659172152
25196,66,534871,4385,BRG-289, ,BRG-289,1606 2ND AVE PED /ALLEY                                                                                                                                                                                                                                        ,3RD AVE BETWEEN PINE ST AND STEWART ST                                                                                                                                                                                                                         ,,, ,, ,, ,, ,DISTRICT7, ,N,,2010/10/13 00:00:00+00,,0, , , , , ,0,0, , , ,,,4385, ,8.70125054022688
25197,66,511949,12254,BRG-160, ,BRG-160,POST AVE BR                                                                                                                                                                                                                                                    ,POST AVE BETWEEN COLUMBIA ST AND MARION ST                                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,160, 160,E,POST ST (MARION TO COLUMBIA),POST ST (ON PILES), ,5,1,DT,SDOT,Seattle Dept. of Transportation,92350030,0,12254, ,305.982019477913
25198,66,511876,8936,BRG-088S, ,BRG-088S,WOODLAND PARK /SR-99 - S BR                                                                                                                                                                                                                                    ,AURORA AVE N BETWEEN N 50 UPPER ST AND N 59TH ST                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT6, ,N,,2009/12/21 00:00:00+00,2010/09/16 00:00:00+00,88,  88S,ST,WOODLAND PARK (S BR) / AURORA,PEDESTRIANS,SR 99,2,0,NO,DOT,State of Washington,0,52500490,8936, ,119.570229240059
25199,66,512022,17380,BRG-309, ,BRG-309,NE 70TH ST /I-5                                                                                                                                                                                                                                                ,NE 70TH ST BETWEEN 6TH N AVE NE AND 8TH AVE NE                                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT4,DISTRICT6,N,,2009/12/21 00:00:00+00,2011/03/24 00:00:00+00,309, 309,ST,NE 70TH ST / I-5,NE 70TH ST,SR 5,4,0,NE,DOT,State of Washington,135200050,0,17380, ,419.742779475986
25200,66,511953,12779,BRG-164, ,BRG-164,VIRGINIA MASON HOSP /SENECA ST                                                                                                                                                                                                                                 ,SENECA ST BETWEEN 9TH AVE AND TERRY AVE                                                                                                                                                                                                                        ,,, ,, ,, ,, ,DISTRICT3, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,164, , ,VIRGINIA MASON HOSPITAL BR, , ,0,1,CE,PRIV,Other,0,0,12779, ,93.8023912913658
25201,66,515746,491588,BRG-898, ,BRG-898,EXP S-W RAMP BR                                                                                                                                                                                                                                                ,I5 SB BETWEEN STEWART ST OFF RP AND I5 SB MERCER ST OFF RP                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT3,DISTRICT7,N,,2010/01/21 00:00:00+00,,898,898,ST,EXP S-W RAMP BR,SR 5,"SR 5 SB, EASTLAKE BR AND OR",2,0,CE,DOT,State of Washington,0,0,491588, ,975.738825426908
25202,66,511775,22804,BRG-002S, ,BRG-002S,SW SPOKANE ST BR - SWING                                                                                                                                                                                                                                       ,SW SPOKANE BR BETWEEN SW SPOKANE E ST AND SW SPOKANE W ST                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT1, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,2,   2S,E,SW SPOKANE ST SWING SPAN,SW SPOKANE ST,"W WATERWAY DUWAMISH, ET AL",3,0,SW,SDOT,Seattle Dept. of Transportation,181800070,0,22804,BRGTEAM-P,840.356617012843
25203,66,511853,22805,BRG-068, ,BRG-068,E WATERWAY - S BR                                                                                                                                                                                                                                              ,SW SPOKANE ST BETWEEN S SPOKANE ST AND SW KLICKITAT SR WAY                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT1,DISTRICT2,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,68,  68,E,E DUWAMISH WATERWY S BRIDGE,SW SPOKANE ST,E WATERWAY OF DUWAMISH,3,0,SW,SDOT,Seattle Dept. of Transportation,0,0,22805,BRGTEAM-K,486.734672789998
25204,66,511789,11765,BRG-010A, ,BRG-010A,SEATTLE CTR /MERCER ST                                                                                                                                                                                                                                         ,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N                                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,10,  10B,SC,SEATTLE CTR / MERCER ST,PEDESTRIANS,MERCER ST (SEA CTR),1,0,QA,SC,Other,0,86150050,11765,BRGTEAM-I,177.775493867424
25205,66,511849,2524,BRG-064, ,BRG-064,THETA CHI PED                                                                                                                                                                                                                                                  ,17TH SB AVE NE BETWEEN NE 45TH ST AND NE 47TH ST                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2011/03/24 00:00:00+00,64,  64,PR,THETA CHI PEDESTRIAN BRIDGE,PEDESTRIANS,ALLEY,5,0,NE,PRIV,Other,0,6800010,2524, ,58.9398131391354
25206,66,511846,11228,BRG-063A, ,BRG-063A,COLMAN PARK BR #2                                                                                                                                                                                                                                              ,LAKE WASHINGTON BLVD S BETWEEN S MASSACHUSETTS ST AND LAKESIDE AVE S                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT3, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,63,  63A,E,COLMAN PARK #3,LAKE WASH BLVD,RAVINE,5,0,S,SDOT,Seattle Dept. of Transportation,80600210,0,11228, ,84.3184536610015
25207,66,511869,287248,BRG-082, ,BRG-082,BURKE GILMAN TR /6TH AVE                                                                                                                                                                                                                                       ,BURKE GILMAN TRL BETWEEN 6TH AVE NE AND 7TH AVE NE                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2010/09/16 00:00:00+00,82,  82,PK,BURKE GILMAN TRL / 6TH AVE NE,BURKE GILMAN TRAIL,6TH AVE NE (PARK),4,0,NE,PRKS,Other,0,44450010,287248, ,149.316160885859
25208,66,511774,22810,BRG-002A, ,BRG-002A,SW SPOKANE ST BR - APPR                                                                                                                                                                                                                                        ,SW SPOKANE ST BETWEEN SW SPOKANE W BR AND TERMINAL 5 ACCESS RP                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT1, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,2,   2A,E,SW SPOKANE ST SWING APPR,SW SPOKANE ST,"W WATERWAY DUWAMISH, ET AL",3,0,SW,SDOT,Seattle Dept. of Transportation,181800070,0,22810,BRGTEAM-P,447.185688747031
25209,66,592730,334269,BRG-359, ,BRG-359,FRED HUTCHINSON OVER EASTLAKE AVE E                                                                                                                                                                                                                            ,EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT3, ,N,,2012/12/18 00:00:00+00,2012/12/20 00:00:00+00,0, , , , , ,0,0, , , ,,,334269, ,114.063952358461
25210,66,511976,6230,BRG-234, ,BRG-234,WELLER ST PED /RR                                                                                                                                                                                                                                              ,4TH AVE S BETWEEN 2ND AV ET S AND SEATTLE BLVD S                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT2, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,234, , ,WELLER ST PED BR, , ,0,0,S,PRIV,Other,0,0,6230, ,258.795501646314
25211,66,515757,19644,BRG-914, ,BRG-914,CLOVERDALE ST UC                                                                                                                                                                                                                                               ,S CLOVERDALE ST BETWEEN 1ST AVE S AND CLOVERDALE ST OFF RP                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT1, ,N,,2010/01/21 00:00:00+00,,914, 914,ST,CLOVERDALE ST UC,S CLOVERDALE ST,SR-509,1,0,S,DOT,State of Washington,155900002,0,19644, ,376.611560902109
25212,66,511952,12764,BRG-163, ,BRG-163,RR /SEAVIEW AVE NW                                                                                                                                                                                                                                             ,SEAVIEW PL NW BETWEEN SEAVIEW AVE NW AND GOLDEN GARDENS DR NW                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT6, ,N,,2009/12/21 00:00:00+00,2010/09/16 00:00:00+00,163, 163,PK,RAILROAD / SEAVIEW PL NW,RAILROAD,SEAVIEW PL NW,5,0,NO,PRKS,Other,0,95950100,12764, ,229.113854308147
25213,66,511925,8995,BRG-136, ,BRG-136,N 130TH ST PED /SR-99                                                                                                                                                                                                                                          ,AURORA AVE N BETWEEN N 130TH ST AND N 135TH ST                                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT5, ,N,,2009/12/21 00:00:00+00,2018/05/03 00:00:00+00,136, 136,E,N 130TH ST / AURORA AVE N,PEDESTRIANS,SR 99,2,0,NO,SDOT,Seattle Dept. of Transportation,118650090,0,8995,BRGTEAM-C,168.305968063081
25214,66,515661,9061,BRG-305, ,BRG-305,N 85TH ST RAMP /I-5                                                                                                                                                                                                                                            ,BANNER WAY NE BETWEEN NE 85TH ST OFF RP AND CORLISS WAY N                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT5,DISTRICT4,N,,2010/01/21 00:00:00+00,2010/09/16 00:00:00+00,305,305,ST,N-85TH RAMP SR 5 OC,NE 85TH ST,SR 5,1,0,NE,DOT,State of Washington,53300120,0,9061, ,404.154223616453
25215,66,511923,3560,BRG-134, ,BRG-134,24TH AVE E /SR-520                                                                                                                                                                                                                                             ,24TH AVE E BETWEEN E LAKE WASHINGTON BLVD AND DEAD END 2                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT3, ,N,,2009/12/21 00:00:00+00,2010/09/16 00:00:00+00,134, 134,ST,24TH AVE E / SR 520,24TH AVE E,SR 520,5,0,CE,DOT,State of Washington,14750280,0,3560, ,282.208019445058
25216,66,515702,491484,BRG-839, ,BRG-839,DEARBORN ST OC                                                                                                                                                                                                                                                 ,I5 NB BETWEEN I5 NB ATLANTIC OFF RP AND I5 EXPRESS                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT3,DISTRICT2,N,,2010/01/21 00:00:00+00,,839, 839,ST,DEARBORN ST OC,SR 5 NB,S DEARBORN ST,1,2,S,DOT,State of Washington,0,0,491484, ,284.615560351389
25217,66,515668,490936,BRG-807, ,BRG-807,LUCILE ST OC                                                                                                                                                                                                                                                   ,I5 SB BETWEEN ALBRO PL OFF RP AND CORSON AV S OFF RP                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,807, 807,ST,LUCILE ST OC,SR 5,S LUCILE ST,1,0,S,DOT,State of Washington,0,164950115,490936, ,189.963360601776
25218,66,515709,491102,BRG-844, ,BRG-844,NBCD RAMP BR                                                                                                                                                                                                                                                   ,W SEATTLE BR - I5 NB RP BETWEEN COLUMBIAN WY - I5 NB RP AND WEST SEATTLE BR EB                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,844, 844,ST,NBCD RAMP BR,SR 5 RAMP NB, ,1,2,S,DOT,State of Washington,0,0,491102, ,432.309436835585
25219,66,515780,490949,BRG-809, ,BRG-809,N-W RAMP RR OC                                                                                                                                                                                                                                                 ,CORSON AV S OFF RP BETWEEN I5 CORSON AV S OFF RP AND I5 NB                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,809, 809,ST,N-W RAMP RR OC,SR 5 RAMP RR, ,5,0,S,DOT,State of Washington,0,864900010,490949, ,315.119485111907
25220,66,511936,12456,BRG-150E, ,BRG-150E,RAVENNA SEWER TRESTLE - E BR                                                                                                                                                                                                                                   ,RAVENNA AVE NE BETWEEN DEAD END 2 AND NE 62ND S ST                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,150, 150E,DW,NE 60TH ST PED BR (EAST),"PEDESTRIANS, SEWER",RAVENNA PARK,5,0,NE,DWU,Other,134350070,0,12456, ,211.003301638643
25221,66,511880,12327,BRG-092, ,BRG-092,N QUEEN ANNE DR BR                                                                                                                                                                                                                                             ,QUEEN ANNE DR BETWEEN 2ND AVE N AND NOB HILL AVE N                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,92,  92,E,N QUEEN ANNE DRIVE BRIDGE,N QUEEN ANNE DRIVE,RAVINE,4,0,QA,SDOT,Seattle Dept. of Transportation,93200030,0,12327, ,254.753164489328
25222,66,511868,10075,BRG-081C, ,BRG-081C,MERCER ST /BROAD ST                                                                                                                                                                                                                                            ,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,81,  81C,E,MERCER ST / BROAD ST,MERCER ST AND DEXTER AVE,BROAD ST,1,0,QA,SDOT,Seattle Dept. of Transportation,86150080,0,10076, ,415.772820493325
25223,66,515680,491099,BRG-818, ,BRG-818,SB VIADUCT STA 2064                                                                                                                                                                                                                                            ,I5 SB BETWEEN W SEATTLE BR - I5 SB RP AND I5 SB - W SEATTLE BR RP                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,818, 818,ST,SB VIADUCT STA 2064,SR 5 SB, ,1,3,S,DOT,State of Washington,0,0,491099, ,952.262071302791
25224,66,515692,491046,BRG-828, ,BRG-828,6TH-N RAMP BR                                                                                                                                                                                                                                                  ,6TH AV S - I5 NB RP BETWEEN S SPOKANE SR ST AND WEST SEATTLE BR EB                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,828, 828,ST,6TH-N RAMP BR,S SPOKANE ST,SR 5 RAMP NB,2,3,S,DOT,State of Washington,0,0,491046, ,768.22520317186
25225,66,511776,13190,BRG-003B, ,BRG-003B,UNIVERSITY BR - BASCULE                                                                                                                                                                                                                                        ,UNIVERSITY BR BETWEEN POINT A AND POINT B                                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT4,DISTRICT3,N,,2009/12/21 00:00:00+00,2011/03/25 00:00:00+00,3,   3,E,UNIVERSITY BRIDGE BASCULE,EASTLAKE AVE NE,LK WASH SHIP CANAL,2,0,NE,SDOT,Seattle Dept. of Transportation,101100020,0,13190, ,245.279883443661
25226,66,511886,11911,BRG-096, ,BRG-096,UW STADIUM PED /SR-513                                                                                                                                                                                                                                         ,MONTLAKE BLVD NE BETWEEN NE PACIFIC PL AND 25TH AVE NE                                                                                                                                                                                                         ,,, ,, ,, ,, ,DISTRICT4, ,N,,2009/12/21 00:00:00+00,2018/05/07 00:00:00+00,96,  96,E,UW STADIUM BR / MONTLAKE BLVD,PEDESTRIANS,MONTLAKE BLVD NE,1,0,NE,SDOT,Seattle Dept. of Transportation,0,86950030,11911,BRGTEAM-J,176.679024481786
25227,66,511902,19261,BRG-116, ,BRG-116,NW WOODBINE WAY BR                                                                                                                                                                                                                                             ,NW WOODBINE WAY BETWEEN NW NORCROSS WAY AND VALMAY AVE NW                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT6, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,116, 116,E,WOODBINE WAY BRIDGE,WOODBINE WAY,RAVINE,5,0,NO,SDOT,Seattle Dept. of Transportation,152050040,0,19261, ,293.641783088595
25228,66,511992,12249,BRG-257, ,BRG-257,UNION ST PED /POST ALLEY                                                                                                                                                                                                                                       ,POST AL BETWEEN UNION ST AND PIKE LOWER ST                                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,0, , , , , ,0,0, , , ,,,12249, ,28.6342293390556
25229,66,515698,491028,BRG-833, ,BRG-833,S-W RAMP BR                                                                                                                                                                                                                                                    ,I5 SB - W SEATTLE BR RP BETWEEN I5 SB - COLUMBIAN WY RP AND WEST SEATTLE BR WB                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT2, ,N,,2010/01/21 00:00:00+00,,833, 833,ST,S-W RAMP BR,SR 5 RAMP SB, ,1,3,S,DOT,State of Washington,0,0,491028, ,1330.26088548829
25230,66,511898,10943,BRG-110, ,BRG-110,HOLMAN RD NW /8TH AVE NW                                                                                                                                                                                                                                       ,HOLMAN RD NW BETWEEN 9TH AVE NW AND 7TH AVE NW                                                                                                                                                                                                                 ,,, ,, ,, ,, ,DISTRICT6, ,N,,2009/12/21 00:00:00+00,2018/05/03 00:00:00+00,110, 110,E,HOLMAN RD NW / 8TH AVE NW,HOLMAN ROAD,8TH AVE NW,1,0,NO,SDOT,Seattle Dept. of Transportation,73600090,0,10943,BRGTEAM-C,252.435287107502
25231,66,511919,13330,BRG-131M, ,BRG-131M,WS HIGHRISE - MAINLINE                                                                                                                                                                                                                                         ,WEST SEATTLE BR EB BETWEEN ALASKAN WY VI NB ON RP AND DELRIDGE-W SEATTLE BR EB ON RP                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT1,DISTRICT2,N,,2009/12/21 00:00:00+00,2011/04/05 00:00:00+00,131, 131,E,W SEATTLE FREEWAY,SW SPOKANE ST,"W/E MARGINAL,DELRIDGE,DUWAMISH",1,0,SW,SDOT,Seattle Dept. of Transportation,0,0,13330, ,2807.72028595709
25232,66,547799,13746,BRG-263, ,BRG-263,YALE AVE PED                                                                                                                                                                                                                                                   ,YALE AVE N BETWEEN JOHN ST AND THOMAS ST                                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT7, ,N,,2011/03/24 00:00:00+00,,0, , , , , ,0,0, , , ,,,13746, ,65.1403529129212
25233,66,511990,352477,BRG-730, ,BRG-730,MT BAKER STATION SOUTH (CROSSES MLK S/B)                                                                                                                                                                                                                       ,M L KING JR WR WAY S BETWEEN M L KING JR WAY S AND S HANFORD N ST                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT2, ,N,,2009/12/21 00:00:00+00,2011/01/07 00:00:00+00,0, , , , , ,0,0, , , ,,,352477, ,1417.46005716752
25234,66,511867,8904,BRG-081B, ,BRG-081B,SR-99 /MERCER ST                                                                                                                                                                                                                                               ,AURORA AVE N BETWEEN AURORA AV SB OFF RP AND ROY ST                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2010/09/16 00:00:00+00,81,  81B,ST,AURORA AVE N / MERCER ST,SR 99,MERCER ST,1,0,QA,DOT,State of Washington,52500070,0,8904, ,220.435645827734
25235,66,511945,12256,BRG-156S, ,BRG-156S,SPRING ST PED /POST AVE                                                                                                                                                                                                                                        ,POST AVE BETWEEN SPRING ST AND SENECA ST                                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT7, ,N,,2009/12/21 00:00:00+00,2012/12/27 00:00:00+00,156,156,PR,CORNERSTONE DEVEL PED BR,PEDESTRIANS,ALLEY,0,1,DT,PRIV,Other,0,0,12256, ,47.4229838238071
25236,66,671290,1,BRG-366, ,BRG-366,UW ped bridge over Pacific Pl / Rainier Vista                                                                                                                                                                                                                  ,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2017/04/11 00:00:00+00,,366,366,CB,NE PACIFIC PL / RAINIER VISTA,UW PEDESTRIANS,NE PACIFIC PL,0,0,DT,OTHER,Other,,,1, ,121.643490448299
25237,66,729861,1,BRG-216E, ,BRG-216E,SW Willow St & 24th Ave SW ? North Footbridge/ Longfellow Cr                                                                                                                                                                                                   ,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2019/01/29 00:00:00+00,,216,216E,NA,LONGFELLOW CR@ SW WILLOW ST,PEDESTRIANS,LONGFELLOW CREEK,8,0,DT,OTHER,Other,,,1, ,22.7086585041092
25238,66,729860,1,BRG-216D, ,BRG-216D,SW Graham St Footbridge AT 26TH Ave SW/ L. Fellow Cr                                                                                                                                                                                                           ,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2019/01/29 00:00:00+00,,216,216D,NA,LONGFELLOW CR@SW GRAHAM ST,PEDESTRIANS,LONGFELLOW CREEK,8,0,DT,OTHER,Other,,,1, ,34.8968998743193
25239,66,846553,13176,BRG-367, ,BRG-367,Union Street Pedestrian Bridge Western Ave to Alaskan Way                                                                                                                                                                                                      ,UNION ST BETWEEN ALASKAN WAY AND DEAD END 1                                                                                                                                                                                                                    ,2022/12/04 00:00:00+00,,INSVC,,GOOD,2022/12/13 00:00:00+00,SDOT,,SDOT,DISTRICT7, ,N,,2022/02/24 00:00:00+00,2023/03/07 00:00:00+00,367,367,ST,Union St Ped Bridge,PEDESTRIANS,Union St Ped Bridge,0,0,DT,SDOT,Seattle Dept. of Transportation,,,13176, ,144.523267601733
25240,66,729863,1,BRG-216F, ,BRG-216F,"SW Willow St ? South Footbridge, S/O Willow but between 23rd and 24th Ave SW                                                                                                                                                                                   ",,,, ,, ,, ,, ,OUTOFDIST, ,N,,2019/01/29 00:00:00+00,,216,216F,NA,SW WILLOW ST - SOUTH FOOTBRIDG,PEDESTRIANS,LONGFELLOW CREEK,8,0,DT,OTHER,Other,,,1, ,30.8185255211897
25241,66,729872,1,BRG-341B, ,BRG-341B,SW Dakoata / L Fellow Cr Bridge                                                                                                                                                                                                                                ,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2019/01/29 00:00:00+00,,341,341B,DW,SW ADAMS PED BR/LONGFELLOW CRK,PEDESTRIANS,LONGFELLOW CREEK,5,0,DT,OTHER,Other,0,183350008,1, ,97.0498133669808
25242,66,729876,1,BRG-346, ,BRG-346,SW Kenyon St and 24th Ave SW Ped Br                                                                                                                                                                                                                            ,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2019/01/29 00:00:00+00,2023/10/10 00:00:00+00,346,346,TG,SW KENYON / 24TH AVE PED BRIDG,PED TRAIL,LONGFELLOW CREEK,0,0,DT,Other,OTHER,,,1, ,119.769576349523
25243,66,729865,1,BRG-216H, ,BRG-216H,Fish Ladder overlook at Fauntleroy SW & S/O SW Director St                                                                                                                                                                                                     ,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2019/01/29 00:00:00+00,,216,216H,CS,FAUNTLEROY CREEK RAVINE FISH L,PEDESTRIANS,FAUNTLEROY CREEK,8,0,DT,OTHER,Other,,,1, ,105.792293091187
25244,66,729859,1,BRG-216C, ,BRG-216C,SW JUNEAU ST  / LONGFELLOW CRK                                                                                                                                                                                                                                 ,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2019/01/29 00:00:00+00,,216,216C,NA,Longfellow Creek / SW Juneau S,Culvert,Longfellow Creek,0,0,DT,OTHER,Other,,,1, ,53.686327715602
25245,66,729858,1,BRG-216A, ,BRG-216A,SW YANCY / LONGFELLOW CRK                                                                                                                                                                                                                                      ,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2019/01/29 00:00:00+00,2019/01/29 00:00:00+00,216,216A,SC,SW Yancy / Longfellows,Ped Pathway,Longfellow Creek,0,0,DT,OTHER,Other,,,1, ,46.8082150602908
25246,66,670340,1,BRG-363, ,BRG-363,S Lander St Bridge between 1st Ave S and 4th Ave S                                                                                                                                                                                                             ,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2017/03/09 00:00:00+00,,363,363,PS,S LANDER ST OVER RAILROAD,RR UXING,S LANDER ST,8,0,DT,SDOT,Seattle Department of Transportation,,,1, ,1264.72242393459
25247,66,841612,21889,BRG-155C, ,BRG-155C,"47?33'13.1""N 122?21'59.6""WJust South of SW Brandon ST, over Longfellow Creek                                                                                                                                                                                 ",SW BRANDON ST BETWEEN 26TH AVE SW AND 28TH AVE SW                                                                                                                                                                                                              ,1988/01/01 00:00:00+00,, ,, ,, ,, ,DISTRICT1, ,N,,2021/10/27 00:00:00+00,2021/10/27 00:00:00+00,155,155C,NA,SW BRANDON ST / LONGFELLOW  CR,PEDESTRIANS,LONGFELLOW CREEK,6,0,DT,OTHER,Other,,,1, ,43.7624608072917
25248,66,841300,1,BRG-155B, ,BRG-155B,,,,, ,, ,, ,, ,OUTOFDIST, ,N,,2021/10/25 00:00:00+00,,155,155B,NA,BRANDON ST PED BRIDGE,PEDESTRIANS,Longfellow creek,8,0,DT,OTHER,Other,,,1, ,39.78172832692
25249,66,512016,16679,BRG-300, ,BRG-300,NE 145TH ST /I-5                                                                                                                                                                                                                                               ,NE 145TH ST BETWEEN 145TH ST ON RP AND 5TH AVE NE                                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT5, ,N,,2009/12/21 00:00:00+00,2011/03/24 00:00:00+00,300,300,NA,NE 145TH ST /I-5,NE 145TH ST,I-5,0,0,DT,UNKN,Unknown,,,16679, ,430.492109417525
