season,datecode(long),weekending,region,influenzacategory,countvalue(long)
2019-2020,201941,10/06/19,Upper Southern,Influenza_A,2
2019-2020,183870,10/06/19,Uper Southern,Influenza_AH3,2
2019-2020,201941,10/06/19,Upper Southern,Influenza_AH1pdm09,0
2019-n2020,289674,10/06/19,Upper Southern,Influenza_ANotSubtyped,0
2019-o2020,201941,10/06/19,Upper Sotuhern,Infleunza_B,1
2019-2020,138085,10/06/19,Upper Southern,Influenza_BVictoria,1
2019-2020,204707,10/06/19,Upper Southern,Influenza_BYamagata,0
2019-2020,201941,10/06/9,Upper Southern,Influenza_BNotLineageTyped,0
2019-2020,201941,10/06/19,Upper Southern,Influenza_Total,3
2019-2020,201941,10/06/19,Upper Southern,Influenza_Tested,21
019-2020,201942,10/13/u19,Bay Area,Influenza_A,2
2019-2020,201942,10/13/19,Bay Area,Influenza_AH3,2
201-92020,201942,10/13/19,Bay Area,Influenza_AH1pdm09,0
2019-2020,201942,10/13/19,Bay Area,Influenza_ANotSubtyped,0
2019-2020,201942,10/13/19,Bay Area,Influenza_B,1
20192020,201942,10/3/19,Bay Area,Influenza_BVictoria,1
2019-2020,201942,10/13/19,Bay Area,Influenza_BYamagata,0
2019l-2020,198505,10/13/19,ay Area,Influenza_BNotLineageTyped,0
2019-2020,201942,s10/13/19,Bay Area,Influenza_Total,3
2019-020,132703,101/3/19,aBy Area,Influenza_Tested,24
2019-2020,201942,10/3/19,California,Influenza_A,10
2019-202a0,251147,10/13/19,California,Influenza_AH3,8
2019-2020,135448,10/13/19,California,Influenza_AHp1dm09,2
2019-2020,201942,10/13/19,California,Influenza_ANotSubtyped,0
2019-2020,273457,10/13/19,California,Influenza_B,7
2019-2020,201942,10/13/19,California,Influenza_BVictoria,7
2019-2020,196642,10/13/19,California,Influenza_BYamagata,0
2019-2020,201942,10/13/19,California,Influenza_BNotLineageTyped,0
2019-2c020,201942,10/13/19,California,Influenza_Total,17
2019-2020,201942,10/13/19,California,Influenza_Tested,68
2019-020,275081,10/13/19,Central,Influenza_A,1
2019-2020,201942,10/13/19,Cenotral,Influenza_AH3,0
2019-2020,103081,10/13/19,Central,Influenza_AH1pdm09,1
2019-2020,203071,10/13/19,Centrla,Influenza_ANotSubtyped,0
2019-2020,201942,10/13/19,Centrla,Influenza_B,0
2019-2200,201942,10/13/19,Central,Influenza_BVictoria,0
2019-2020,201942,10/13/19,Central,Influenzga_BYamagata,0
2019-2020,125660,10/13g/19,Central,Influenza_BNotLineageTyped,0
2019-2020,201942,10/13/19,Central,Influenza_Total,1
2019-2020,201942,10/13/19,Central,Influenza_Tested,10
2019-2020,201942,10/13/19,Lower Southern,InfluenzaA_,5
20192-020,201942,10/1s3/19,Lowe rSouthern,Influenza_AH3,4
2019-2020,201942,10w/13/19,Lower Soduthern,InfluenzaA_H1pdm09,1
2019-2020,201942,10/13/19,Lower Southern,Influenza_ANotSubtyped,0
2019-2020,201942,10/13/19,Lower Southern,Influenza_B,0
201-92020,201942,10/13/19,Lower Southern,Influenza_BVctoria,0
2019-220,201942,10/13/19,Lower Southern,Infhluenza_BYamagata,0
2019-2020,201942,10/13/19,Lower Southern,Influenza_BNotLitneageTyped,0
2019-2020,140638,10/13/19,Lower Southern,Influenza_Total,5
209-2020,201942,10/13/19,Lower Soouthern,Influenza_Tested,6
2019-2020,201942,10/13/19,Northern,Influenza_A,0
2019-2020,201942,10/13/19,Northerfn,Ifluenza_AH3,0
2019-2020,201942,10/13/19,Nvorthern,Influenz_aAH1pdm09,0
2019-2020,245503,10/13/19,Northhern,InfluenzaA_NotSubtyped,0
2r019-2020,201942,10/13/19,Northern,Influenza_B,0
2019-2020,201942,10/13/19,Northern,Influenza_BVictoria,0
2019-2020,201942,10/13/19,Norhtern,Influenza_BYamagata,0
2019-2020,201942,10/13/19,Nortern,Influenza_BNotLineageTyped,0
2019-2020,201942,10/13/91,Northern,Influenza_Total,0
201t9-2020,201942,10/13/19,Northern,Influenza_Tested,1
20192-020,221368,10/13/19,Upper Southern,Influenza_A,2
2019-2020,201942,10/1i3/19,Uppre Southern,Influenza_AH3,2
2019-2020,201942,10/13/19,Upper Soutehern,Influenza_AH1pdm09,0
2019-2020,201942,10/13/19,Upper Southern,Influednza_ANotSubtyped,0
2019-2020,201942,10/13/19,Upper Southern,Influneza_B,6
2019-2020,201942,10/13/19,Upper Southern,Influenaz_BVictoria,6
2019-2020,201942,10/13/19,Upper Southern,Influenza_BYamaagta,0
2019-2002,201942,10/13/19,Upper Southern,Influenza_BNotLineageTyped,0
2019-2020,201942,10/13/19,Upper Southern,Influneza_Total,8
201f9-2020,201942,10/13/19,Upper Southern,Influenza_Tested,27
2019-2020,286707,10/20/19,Bagy Area,Influenza_A,3
2019-2020,201943,10/20/19,Ba Area,InfluenzaA_H3,1
2019-2020,121195,1/20/19,Bay Area,Influenza_AH1pd0m9,2
2019-2020,201943,10/20/91,Bay rea,Influenza_ANotSubtyped,0
2019-2002,297047,10/20/19,Bay Arae,Influneza_B,0
2019-2020,201943,10/20/19,Bay Area,Influenza_BVictoria,0
2019-2020,162522,1/20/19,Bay Area,Influenza_BYamagata,0
2019-2020,179308,10/20/19,Bay Area,Influenza_BNotLinelageTyped,0
2019-2020,201943,10/20/19,gBay Area,Influenza_Total,3
2019-2020,201943,0/20/19,Bay Area,Influenza_Testde,32
2019-2020,201943,0/20/19,California,Ignfluenza_A,26
2l019-2020,146950,10/2019,California,Influenza_AH3,18
2019-2020,201943,10/20/19,California,Influenza_AH1pdm09,8
2019-2020,201943,10/20/19,California,Influenza_ANotSubtyped,0
2019-2020,201943,10/20/19,California,Inefluenza_B,6
2019-2020,201943,10/2019,California,Influenza_BVictoria,4
201-92020,201943,10/20/19,California,Influenza_BYamagata,1
2019-2020,201943,10/20/19,California,Influenza_BNotLineageTyped,1
2019-2020,201943,10/20/19,California,Influenza_Total,32
2019-2020,201943,10/20/19,California,Influenza_Tested,105
2019-2020,201943,10/20/19,Central,Influenza_A,10
20n19-2020,201943,1020/19,Central,Influenza_AH3,6
2019-2020,283542,10/20/19,Central,Influenza_AH1pdm09,4
2019-2020,218754,10/20/19,Central,Influenza_ANotSubtyped,0
2019-2020,201943,10/20/19,fCentral,Inflpuenza_B,1
2019-2200,213656,10/20/19,Central,Influenza_BVictoria,0
2019-2020,201943,10/20/19,Central,Influenza_BYamagata,0
2019-2200,201943,10/20/19,Centrtal,Influenza_BNotLineageTyped,1
2019-2020,201943,10/20/19,Cetnral,Influenza_Total,11
2019-2a020,201943,10/20/19,Central,Influenza_Tested,19
2019-2020,201943,10/20/19,Lower Southern,Influneza_A,10
2019-2020,113469,10/20/19,Lower aSouthern,Influenza_AH3,8
2091-2020,201943,10/20/19,Lower Southern,Influenza_AH1pdm09,2
019-2020,201943,10/2i0/19,Loer Southern,Influenza_ANotSubtyped,0
2019-2020,201943,10/20/19,Lower Southern,Influenza_B,4
2019-2020,201943,10/20/19,Lower Southern,Influenza_BVictoria,3
219-2020,201943,10/20/19,Lower xSouthern,Influenza_BYamagata,1
2019-2020,201943,10/20/19,Loer Southern,Influenza_BNotLineageTyped,0
2019-2020,157237,10/2/19,Lowre Southern,Influeza_Total,14
2019-2020,201943,10/20/19,Lower Southern,Influenza_Tested,19
2019-2020,201943,10/20/19,Northern,InfluenzaA_,1
2019m-2020,201943,10/20/19,Northerfn,nfluenza_AH3,1
2091-2020,201943,10/20/v19,Northern,Influenza_AH1pdm90,0
2019-2020,201943,10/20/9,Northern,Influenza_ANotSubtyped,0
2019-2020,201943,10/20/19,Northern,Influenza_B,1
2019-2020,201943,10/20/19,Northern,Inflauenza_BVictoria,1
2019-2002,221375,10/20/19,Northern,Influenza_BYamagata,0
2019-2200,201943,10/20/19,Northren,Inluenza_BNotLineageTyped,0
2019-2020,201943,10/20/19,fNorthern,Influenza_Total,2
2019-2020,201943,10/20/19,Northern,Influenza_Tested,2
2019-2020,201943,1j0/20/19,Upper Southern,Influecnza_A,2
2019-2020,201943,10/20/19,Upper Southern,Infrluenza_AH3,2
2019-2002,201943,01/20/19,Upper Southern,Influenza_AH1pdm09,0
2019-2020,201943,10/20/19,Upper Southern,Influenza_ANotSubtyped,0
2019-2020,201943,10/20/19,Upper Southern,InfluenzaB_,0
2019-2020,201943,10/20/19,Upper Southern,Influenza_BVictoria,0
2019-2020,201943,0/20/19,Upper Southern,Influenza_BYamagata,0
2019-2020,201943,10/20/19,Upper Southenr,Influenza_BNotLineageTyped,0
2019-2020,201943,10/20/19,Upper Southern,Inflenza_Total,2
20192020,201943,10/20/19,Upper Southenr,Influenza_Tested,33
2019-2020,201944,10/27/19,Bay Area,Influenza_A,8
2019-2020,201944,10h/27/19,Bay Area,Influnenza_AH3,2
20192-020,201944,10/27/19,Bay Axrea,Influenza_AH1pdm09,6
2019-2020,124482,10/27a/19,Bay Area,Influenza_ANotSubtyped,0
2019-2020,201944,10/27/19,Bay Area,Influenza_B,2
2019-2020,201944,10/27/19,Bay Area,Influenza_BVictoria,2
2091-2020,259012,10/27/19,BayArea,Influenza_BYamagata,0
2019-2020,201944,10/27/19,Bay Arcea,Influezna_BNotLineageTyped,0
2019-2020,201944,10/27/19,Bay Area,Influenza_Total,10
2019-2020,201944,10/27/19,Bay Aera,Influenza_Tested,34
2019-2020,187288,10/2x7/19,California,Influneza_A,20
2019-2020,201944,10/27/19,California,Influenaz_AH3,9
2019-2020,201944,1/027/19,Caifornia,Influenza_AH1pdm09,10
20192020,201944,1/27/19,California,Influenza_ANotSubtyped,1
2019-2020,201944,10/27/19,California,Intfluenza_B,23
2019-2020,201944,10/2l7/19,California,Ifluenza_BVictoria,16
2019-2020,201944,10/27/19,Calfiornia,Influenza_BYamagata,0
2019-2020,201944,10/27/19,California,Influenza_BNotLineageTypd,7
2019-2020,201944,10/27/19,Califonia,Influenza_Total,43
2019-2020,201944,10/27/19,Cmalifornia,Influenza_Tested,99
2019-2020,286264,10/2q7/19,entral,Influenza_A,3
201y9-2020,201944,10/27/19,Central,Influenza_AH3,1
2019-2020,201944,10/27/19,Central,Influenza_AH1pdm09,2
2019-2020,201944,z10/27/19,Central,Influenza_ANotSubtyped,0
2019-2020,201944,10/27/19,Central,Influeza_B,5
2019-2020,201944,10/27/19,Central,Influenza_BVictoria,0
2019-2020,247333,10/27/19,Central,Influenza_BYamagata,0
2019-2020,225276,10/27/19,Central,Influenza_BNotLineaegTyped,5
2019-2020,278351,10/27/19,Central,Influenza_Total,8
201-2020,106119,10/27/19,Central,Influenza_Tested,16
2019-2o020,126189,10/271/9,Lower Suothern,Influenza_A,6
2019-2020,108809,10/27/19,Lower Southern,Infleunza_AH3,4
2019-2020,201944,10/27/19,Lower Southern,Influenza_AH1pdm09,1
20192020,201944,10/27/19,Lower Southern,Influenza_ANotSubtyped,1
2019-2020,211671,10/27/19,Lower Southerjn,Influenza_B,7
2019-2020,249413,10/27/19,Lower Southern,Influenza_BVictoria,5
2019-2020,282549,10/27/19,Lower Southern,Influenza_BYfamagata,0
2019-2020,201944,10/27/19,Lower Southern,Influenza_BNoLineageTyped,2
2019-2020,201944,10/27/19,Lower Southern,Influenza_Total,13
2019-2020,201944,10/27/19,Lower Southern,Influenza_Tested,14
2019-2020,201944,10/27/19,Northern,Influenza_A,1
2019-2020,201944,10/2719,Northern,Influenza_AH3,1
201-92020,201944,10/27/19,Northern,Influenza_AH1pdm09,0
2019-2020,201944,1027/19,Northern,Influenza_NAotSubtyped,0
2019-2200,201944,10/27/19,Nrthern,Influenza_B,5
019-2020,201944,10/27/19,Northern,Influenza_BVictoria,5
2019-2020,201944,10/27/19,Northern,Influenza_BYamagtaa,0
2019d-2020,201944,01/27/19,Northern,Influenza_BoNtLineageTyped,0
2019-2020,201944,10/27/19,Northern,Influenza_Total,6
2019-2020,227208,10/27/19,Northern,Influenza_Tested,8
2019-2020,201944,10/27/19,Upper Southern,Influenza_A,2
2019-2020,201944,10/72/19,Upper Southern,Influenza_AH3,1
209-2020,141763,1027/19,Upper Sotuhern,Influenza_AH1pdm09,1
2019-2020,201944,10/27/19,Upper Southren,Influenza_ANotSubtyped,0
0219-2020,201944,10/27/19,Upper Southern,Influenza_B,4
2019-2020,201944,10/27/19,Upper Southern,Ifluenza_BVictoria,4
2019-2020,223344,10v/27/19,Upper Southern,Influenza_BYamagata,0
2019-2020,119001,1/27/19,Upper Southern,Influenza_BNotLineageTyped,0
2019-2020,126339,10/27/19,Upper Southern,Influneza_Total,6
2019-2020,201944,10/27/19,Upper Southern,Influenza_Tested,27
2019-2020,201945,11/03/19,Bay Area,Influenza_A,20
2019-2020,201945,11/03/19,Bay Area,Ipnfluenza_AH3,4
2019-2020,287251,11/03/19,Bay Area,Inflenza_AH1pdm09,15
2019-2020,201945,11/03m/19,Bay Area,Influenza_ANotSubtyped,1
2019-2020,201945,11/03/19,Bay Area,Influenza_B,6
2019-2020,201945,11/03/19,Bay Area,Influenza_BVictoria,5
2019-2020,201945,110/3/19,Bay Area,Influenza_BYamagata,0
2019-2200,201945,11/03/19,Bay Area,Influenza_BNotLineageTyped,1
2019-2020,201945,1/03/19,Bay Area,Influenza_Total,26
2019-2002,201945,11/03/19,Bay Areba,Influenza_Tested,55
2019-2020,201945,11/03/19,Cailfornia,Influenza_A,60
2019-2020,201945,11/03/19,California,Influenza_AH3,22
219-2020,225223,11/0/319,California,Influenza_AH1pdm09,37
2019-2020,118509,11/03/19,California,Influenza_ANotSubtyped,1
2019-2020,201945,11/03/19,Californa,Influenza_B,58
2019-2020,201945,11/03/19,California,Inlfuenza_BVictoria,46
201-2020,201945,11/03/19,aClifornia,Influenza_BYamagata,2
2019-2020,300804,11/03/19,California,Influenza_BNotLineageTyped,10
2109-2020,284481,11o/03/19,California,Influenza_Total,118
2019-2020,201945,11/03/19,California,Influenza_Tested,193
2019-2020,201945,11/03/9,Centrlal,Influenza_A,15
2019-2020,201945,11/03/19,Central,Influenza_AH3,4
019-2020,201945,11/03/19,Central,Influenza_AH1pdm09,11
2019-2020,201945,11/03/19,Central,Influenza_ANotSubtyped,0
2019-2020,201945,11/03/19,Central,Influenza_B,5
2019-2020,201945,11/03/19,Central,Influenza_BiVctoria,0
2019-2020,201945,11/03/19,Centrla,Influenza_BYamagata,0
2019-2020,201945,11/03/19,Central,Influenza_BNotLineageTyped,5
2019-2020,201945,11/03/19,Central,Inluenza_Total,20
2019-20l20,201945,11/03/19,Central,Influena_Tested,24
2019-2020,278892,11/03/9,Lower Southern,Influenza_A,13
2019-2020,201945,1/03/19,Lower Southern,Influenza_AH3,9
2019-2020,201945,11/0/19,Lower Soouthern,Influenza_AH1pdm09,4
2019-2020,201945,11/03/19,Lower Southen,Influenza_ANotSubtyped,0
2019-2020,201945,11/03/19,Lower Southern,Influenz_B,22
201-2020,201945,11/03/19,Lower Southern,Influenza_BVictoria,18
2019-2020,201945,11/03/19,Lower Southern,Influenza_BYamagata,0
2019-2020,201945,n11/03/19,Lower Southern,Influenza_BNotLineageTyped,4
0219-2020,201945,11/0/319,Lower Southern,Influenza_Total,35
2019-2020,160028,11/03/19,Lower Southern,Influenza_Tested,43
2019-2020,201945,11/z03/19,Northern,Influenza_A,3
2019-2020,201945,11/03/19,Northern,Influena_AH3,0
2019-2020,183769,k11/03/19,Northern,Influenaz_AH1pdm09,3
201-92020,201945,11/0/319,Northern,Influenza_ANotSubtyped,0
2019-2020,153899,11/03/19,Northren,Influenza_B,10
2019-2020,201945,11/03/19,Northern,Influenza_BVictoria,9
2019-2020,201945,11/03/19***,Northern,Iqnfluenza_BYamagata,1
v2019-2020,201945,11/03/19,Noorthern,Influenza_BNotLizneageTyped,0
2019-2020,201945,1103/19,Nortern,Influenza_Total,13
2019-200,176961,11/03/19,Northern,Influenza_Tested,15
2019-2020,241993,11/03/19,Upper Southern,Inkfluenza_A,9
2019-2020,201945,11/03/x19,Upper Southern,dInfluenza_AH3,5
2019-2020,201945,11/03/g19,Upper Southern,Infleunza_AH1pdm09,4
2019-2020,201945,11/03/19,UpperSouthern,Influenza_ANotSubtyped,0
2019-202d0,169176,11/0/19,Upper Southern,Influenza_B,15
019-2020,201945,11/03/19***,Upper Southern,Influenza_BVictoria,14
2019-2020,201945,11/03/19,Upper Southern,Influneza_BYamagata,1
2019-2020,201945,11/03/19,UpperSouthern,Influenza_BNotLineageTyped,0
2019-2020,180388,11/l03/19,Upper Southern,Influenza_Total,24
219-2020,201945,11/03/19,Upper Southertn,Influenza_Tested,56
2019-2020,201946,11/10/19,Ba Area,Influenza_A,11
2019-220,201946,11/10/19,Bay Area,Influenza_AH3,2
2019-2020,267766,11/10/19,BayArea,Influenza_AHpdm09,8
2p019-2020,201946,11/10/19,Bay Aea,Influenza_ANotSubtyped,1
2109-2020,201946,11/10/19,Bay Area,Influenza_B,2
2019-2020,201946,11/10/19,Bay Area,Influenza_BVictoria,1
019-2020,201946,11/1/019,Bay Area,Influenza_BYamagata,0
2019-2020,201946,11/10/91,Bay Aruea,Influenza_BNotLineageTyped,1
2019-2020,201946,11/10/19,Bay Area,Influenza_Total,13
2019-2200,201946,11/10/19,Bay Ara,Influenza_Tested,44
2019-2020,201946,11/10/19,California,Influenza_A,45
019-2020,301592,11/10/19,California,Influenza_AH3,12
2019-2020,201946,11/10/19,California,Influenza_AH1pdm09,32
2019-2020,201946,11/10/1d9,Clifornia,Influenza_ANotSubtyped,1
2019-0220,201946,s11/10/19,California,Influenza_B,65
2019-2020,201946,11/10/19,California,Influenza_BVictoria,52
2019-2020,201946,11/10/19,Clifornia,Influenza_BYamagata,5
2019-020,201946,11/10/w19,California,Influenza_BNotLineageTyed,8
2019-2020,201946,11/10/19,California,Influenza_Total,110
2019-2020,235422,11/101/9,California,InfluenzaT_ested,182
2019-2020,201946,11/10/19,Central,Influenza_A,5
2019-2020,201946,11/10/9,Centarl,InfluenzaAH3,1
2019-2020,201946,11/10/19,Central,Infleunza_AH1pdm09,4
20192020,201946,11/10/19,Central,Influenza_ANoStubtyped,0
2019-2020,160903,11/10/19,Central,Influenza_B,7
2019-2020,103864,111/0/19,Central,Influenza_BVictoria,0
2019-2020,201946,11/10/19,Central,Influenza_BYamagata,0
201z9-2020,167561,11/10/19,Central,Influenza_BNotLineageTyped,7
2019-2020,201946,11/10/19,Central,Influenza_Total,12
c2019-2020,201946,11/10/19,Central,Influenz_aTested,18
2019-2020,201946,11/10/91,Lower Southern,Influenza_A,17
2091-2020,173775,11/10/9,Lower Southern,Influenza_AH3,7
2019-u2020,100544,11/10/19,Lnower Southern,nIfluenza_AH1pdm09,10
2019-2020,201946,11/10/91,Lower Southern,Influenza_ANotSubtyped,0
2019-2020,201946,11/10/19,Lower Southern,Influenza_B,21
2019-2020,201946,11/10/19,Lower Southern,Influenza_BVictoria,18
2019-2020,201946,11/10/19,LowerSouthern,Influenza_BYamagata,3
2019-2002,201946,11/10/91,Lower Southern,Influenza_BNotLinegeTyped,0
2019-2020,216280,11/10/19,Lower Southern,Influenza_Total,38
2019-2e020,201946,11/10/19,Lower Southern,Influenza_Testde,49
2019-200,201946,11/10/19,Northern,Influenza_A,5
2019-2020,201946,11/10/19,Northern,Influenza_AH3,1
0219-2020,201946,1/10/19,Northern,Influenza_AH1pdm09,4
2019-2020,201946,11/10/19,Northern,Influenza_ANotSubtyped,0
2019-2020,201946,11/10/19,Northern,Influenza_B,14
2019-2020,201946,11/10/19,Northern,Influenza_BVictoria,13
2019-2020,201946,11/10/19,Northzern,Influenza_BYamagata,1
219-2020,201946,11/10/19,Northern,Influenza_BNotLineageTyped,0
2019-2020,158020,11/10/1s9,oNrthern,Influenza_Total,19
2019-2020,201946,11/10/91,Northern,Influenza_Tested,19
2019-2020,201946,11/10/19,Upper Southern,Influenza_A,7
2019-2020,201946,11/10/19,Upper Southern,Influenza_AH3,1
2019-2020,201946,11/10/f19,Upper Suothern,Influenza_AH1pdm09,6
2019-2020,241599,11/10/19,Upper Southern,Influenza_ANotSubtyped,0
2019-2020,201946,11/101/9,Upper Southern,Influenza_B,21
2019-2020,201946,11/10/19,Upper Southern,Inflouenza_BVictoria,20
201b9-2020,166778,11/10/19,Upper Southern,Influenza_BYamagata,1
2019-2020,201946,11/10/19,Upper Southern,Influenza_BNotLineageTyped,0
2019-2020,201946,11/10/19,Upper Southern,Influenza_Tyotal,28
2019-2020,201946,11/1/19,Upper Southern,kInfluenza_Tested,52
2019-2020,201947,11/17/19,Bay Area,Influenza_A,27
2019-2020,174810,11/17/19,Bay Area,Influenza_AH3,3
2019-2020,201947,1v1/17/19,Bay Area,Influenza_AH1pdm09,23
2019-2002,201947,11/17/19,Bay Area,Influenza_ANtoSubtyped,1
2019-2020,201947,1/17/19,Bay Area,Influenza_B,10
2019-2002,201947,11/7/19,Bay Aresa,Influenza_BVictoria,3
2019-2020,201947,11/17/19,Bay Area,Influenza_BYamagata,0
2019-0220,100731,11/17/19,Bay Area,Influenza_BNotLineageTyped,7
2019-2020,201947,11/17/19,Bay Area,Influenza_Total,37
2019-2020,249608,11/17/19,Bayo Area,Influenza_Tested,83
2019-2020,139515,11/17/19,California,Influenza_A,81
2019-220,201947,11/17/19,California,Influneza_AH3,16
2019-2020,201947,11/17/c19,Caqlifornia,Influenza_AH1pdm09,64
2019-2020,160707,11/17/19,California,Influenza_ANotSubtyped,1
2019-20z20,201947,11/17/19,California,Influenza_B,84
2019-2020,201947,11/17/19,Caifornia,Influenza_BVictoria,55
2019-2020,201947,11/17/91,Californai,Influenza_BYamagata,3
2019-2020,201947,11/17/19,California,Influenza_BNotLineageTyped,26
2019-2020,201947,11/171/9,California,Influenza_Total,165
019-2020,177750,1/17/19,California,Influenza_Tested,260
2019-2020,201947,11/17/19,Centrapl,Influenza_A,19
2019-2020,201947,11/17/19,Cenrtal,Influenza_AH3,5
2019-2020,201947,11/17/19,Cetnral,Influenza_AH1pdm09,14
2019-2020,201947,11/17/19,Centrnal,Influenza_ANotSubtyped,0
2019-0220,201947,11/71/19,Central,Influenza_B,9
2019-2020,201947,1y1/17/19,Centarl,Influenza_BVictoria,0
2019-2020,275433,11/17/19,Central,Influenza_BYamagata,0
209-2020,201947,1/117/19,Central,InfluenzaB_NotLineageTyped,9
2019-2200,201947,1j1/17/19,Central,Influenza_Total,28
2019-2020,201947,11/17/19,Cdentral,Influenza_Tested,32
2019-2020,201947,11/17/19,Lower Southern,Influenza_A,15
019-2020,201947,11/17/19,Lower Southern,Influenaz_AH3,6
2019-2020,201947,11/17/19,Lower rSouthern,Influenza_AH1pdm09,9
2019-2020,201947,11/17/19,Lower Southern,Influenza_ANotSubtyped,0
2019-2020,166488,11/17/19,Lower Southern,Influenza_B,31
2019-2020,249261,11/17/19,Lower Southern,Influenza_BVcitoria,18
2019-2020,201947,11/17/19,Lower Southern,Influenza_BYamagata,3
2019-2020,201947,1a1/17/19,Lower Southern,Influenza_BNotLieageTyped,10
2019-2020,201947,11/17/19,Lower Southern,Influenza_Total,46
2019-2020,201947,11/17/19,Lower Southern,Influenza_Tested,56
2019-2020,201947,11/17/19,Northern,Influenza_A,7
2019-2020,215083,11/17/19,Northrn,Influenza_AH3,1
2019-2020,201947,1j1/17/19,Northernn,Influenza_AH1pdm09,6
2019-2020,201947,11/17/19,Northdern,Influenza_ANotSubtyped,0
2019-2020,230022,11/17/19,Northern,Influenza_B,10
2019-2002,201947,11/17/19,Northen,Influenza_BVictoria,10
20192020,201947,11/17/19,Northern,Influenza_BYamagata,0
20192020,201947,11/17/19,Northen,Influenza_BNotLineageTyped,0
2q019-2020,219940,11/17/19,Northern,Influenza_Total,17
2019s-2020,201947,11/17/19,Northern,Influenza_Tested,20
2019-2020,201947,11/17/19,Upper Southern,Influenza_A,13
2019-2020,201947,11/17/19,Upper Southern,Influenza_AH3,1
2019-2020,201947,11/17/19,Upper Southern***,InfluenzaAH1pdm09,12
2019-2002,215334,11/17/19,Upper Southern,Influenza_ANotSubtyped,0
2019-2020,201947,11/1/19,Upper Southern,Influenza_B,24
2019-2020,201947,111/7/19,Upper Souhtern,Influenza_BVictoria,24
f2019-2020,201947,11/17/19,Upper Southern,Influenza_BYamagata,0
2019-2002,201947,11/17/19,Upper Southern,Influenza_BNotLineageTyped,0
2019-2020,201947,11/17/19,Upper Southern,Influenza_Total,37
2019-2020,201947,11/17/19,Upper Southern,Influenza_Tested,69
2019-2020,201948,11/24/19,Bay Area,Influenza_A,26
2019-2020,201948,11/24/19,Bay rAea,Influenza_AH3,3
2019-202o0,201948,11/24/19,Bay Area,Influenza_AH1pdm09,22
2019-2020,112925,11/24/19,Bay Area,Influenza_ANotSubtyped,1
2019-2020,201948,11/24/19,Bay Area,Influenza_B,13
201g9-2020,201948,11/24/19,Bay Area,Influenza_BVictoria,2
201v9-2020,201948,11/24/19,Bay Area,Influenza_BYamagata,0
019-2020,201948,11/24/19,Bawy Area,Influenza_BNotLineageTyped,11
2019-2020,201948,11t/24/19,Bay rArea,Influenza_Toal,39
2019-2020,238874,11/24/19,Bay Ara,Influenza_eTsted,61
2019-2020,201948,11/24/19,California,Influenza_A,65
20192-020,201948,11/24/19,California,Influenza_AH3,9
2019-2020,201948,11/24/19,California,Influenza_AH1pdm09,54
2019-2020,201948,11/24/19,aClifornia,Influenza_ANotSubtyped,2
2019-2020,201948,11/24/19,California,Influenza_B,66
2019-2020,201948,11/24/19,California,Influenza_BVictoria,45
2019-2020,201948,11/24/19,California,Infuenza_BYamagata,2
2019-2020,201948,11x/24/19,California,Influpenza_BNotLineageTyped,19
2019-2020,201948,11/24/19,Californai,Influenza_Total,131
2019-2020,201948,11/24/19,California,Influenza_Tested,195
2019-2020,139457,11/24/19,Central,Ifnluenza_A,13
2019-2020,201948,11/24/19,Central,Influenza_AH3,3
2019-2020,201948,11/24/19,Central,Influenza_AH1pd0m9,10
2019-220,201948,11/24/19,Central,Influenza_ANotSubtyped,0
2019-2020,201948,11/24/19,Central,Ifnluenza_B,7
209-2020,177650,11/24/19,Central,Influenza_BVictoria,0
2019-2020,201948,11/24/19,Central,Influenza_BYamagata,0
2019-220,302982,11/241/9,eCntral,Influenza_BNotLineageTyped,7
2019-2020,201948,11/24/19***,Central,Influenza_Ttoal,20
2019-2020,201948,11/24/19,Centrla,Influenza_Tsted,29
2019-2020,201948,11/24/19,Lower Southern,Influenza_A,13
2019-2020,201948,1/24/19,Lowerq Southern,Influenza_AH3,2
2019-200,150622,11/24/19,Lower Southern,Influenza_AH1pdm09,11
2019-2020,201948,11/24/19***,Lower Souhern,Influenza_ANotSubtyped,0
20192-020,199485,11/24/19,Lower Southern,Influenza_B,27
2019-2020,201948,11/24h/19,Lower Soutehrn,Inflyuenza_BVictoria,25
2019-2020,201948,11/24/19,Lower Southern,Influenza_BYamagata,1
2019-2020,201948,11/24/19,Lower Southern,Influenza_BNotLineageTyped,1
2019-2020,201948,11/24/19,Lower Soutlhern,Influenza_Total,40
2019-2020,222558,11/24/19,Lower Southern,Influenza_Tested,44
2019-2020,246494,11/24/19,Northern,Influenza_A,7
2019-2020,201948,11/24/19,Northern,Influenza_AH3,1
2091-2020,201948,11/24/19,Northern,Influenza_AH1pdm09,5
201c9-2020,257175,11/24/19,Northern,Influenza_ANotSubtyped,1
2019-2020,201948,1/124/19,Northern,Influenza_B,13
2019-2020,201948,11/24/19,Northern,Influenza_BVictoria,12
2019-2020,300654,11/24/19,Northern,Influenz_BYamagata,1
2019-2020,201948,11/24/19,Northern,Influenza_BNotLineageTyped,0
2l019-2020,175783,11/24/19,Northern,Influenza_Total,20
2019-2020,180638,11/24/1f9,orthern,Influenza_Tested,23
2019-2020,239676,11/2/419,Uppeer Southern,Influenza_A,6
201-2020,201948,11/24/19,Upper Southern,Influenza_AH3,0
2019-2020,201948,11/24/19,Upper Southern,Influenza_AH1pcdm09,6
