Year,Prscrbr_Geo_Lvl,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,RUCA_Cd,Breakout_Type,Breakout,Tot_Prscrbrs,Tot_Opioid_Prscrbrs,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2021,County,13133,Georgia:Greene,,Totals,Overall,70,44,3774,172157,2.19,-3.65,-0.23,133,3.52,-3.78,0.46
2021,County,13135,Georgia:Gwinnett,,Totals,Overall,2378,1432,117865,2509475,4.7,-1.15,-0.39,13460,11.42,-1.86,-0.2
2021,County,13137,Georgia:Habersham,,Totals,Overall,86,66,6329,234192,2.7,-2.05,-0.17,199,3.14,-2.44,0.02
2021,County,13139,Georgia:Hall,,Totals,Overall,1089,727,70885,1365797,5.19,-0.73,-0.52,6342,8.95,-1.52,-0.6
2021,County,13141,Georgia:Hancock,,Totals,Overall,5,4,481,16704,2.88,-0.47,0.19,27,5.61,2.53,1.95
2021,County,13143,Georgia:Haralson,,Totals,Overall,33,26,9148,155322,5.89,0.72,-0.17,999,10.92,1.28,-1.22
2021,County,13145,Georgia:Harris,,Totals,Overall,18,16,513,12532,4.09,1.71,1.54,0,0,0,0
2021,County,13147,Georgia:Hart,,Totals,Overall,30,24,4220,102664,4.11,-0.88,0.14,139,3.29,-0.72,-0.23
2021,County,13149,Georgia:Heard,,Totals,Overall,4,1,,8690,,,,,,,
2021,County,13151,Georgia:Henry,,Totals,Overall,624,425,48950,826074,5.93,-1.32,-0.89,4538,9.27,-1.29,-2.54
2021,County,13153,Georgia:Houston,,Totals,Overall,409,268,33868,602948,5.62,-1.76,-0.02,1094,3.23,-5.75,-0.16
2021,County,13155,Georgia:Irwin,,Totals,Overall,12,9,1890,51184,3.69,-1.04,0.18,,,,
2021,County,13157,Georgia:Jackson,,Totals,Overall,184,126,16352,351808,4.65,-1.94,-0.31,610,3.73,-4.15,-0.58
2021,County,13159,Georgia:Jasper,,Totals,Overall,9,9,1498,38321,3.91,-0.73,-0.27,77,5.14,-3.64,-2.48
2021,County,13161,Georgia:Jeff Davis,,Totals,Overall,24,19,4356,79257,5.5,-2.8,-0.68,181,4.16,-2.76,-0.3
2021,County,13163,Georgia:Jefferson,,Totals,Overall,14,13,2125,96247,2.21,-0.86,-0.03,48,2.26,0.51,1.08
2021,County,13165,Georgia:Jenkins,,Totals,Overall,7,3,3068,49912,6.15,0.71,0.41,272,8.87,-2.47,-1.91
2021,County,13167,Georgia:Johnson,,Totals,Overall,12,9,791,33988,2.33,-2.04,-1.7,,,,
2021,County,13169,Georgia:Jones,,Totals,Overall,25,16,7303,230095,3.17,-10.45,0.09,602,8.24,-11.96,-1.64
2021,County,13171,Georgia:Lamar,,Totals,Overall,19,12,2969,91296,3.25,-0.06,0.28,94,3.17,-3.53,-1.47
2021,County,13173,Georgia:Lanier,,Totals,Overall,5,3,742,22301,3.33,-0.9,0.04,,,,
2021,County,13175,Georgia:Laurens,,Totals,Overall,151,91,12030,488954,2.46,-1.84,-0.27,727,6.04,-6.04,-2.71
2021,County,13177,Georgia:Lee,,Totals,Overall,35,25,1697,44734,3.79,-1.18,0.22,16,0.94,-4.15,
2021,County,13179,Georgia:Liberty,,Totals,Overall,170,113,10084,185924,5.42,-0.43,2.36,1072,10.63,4.31,8.41
2021,County,13181,Georgia:Lincoln,,Totals,Overall,4,3,2101,32528,6.46,-1.04,-0.2,79,3.76,-4.06,0.8
2021,County,13183,Georgia:Long,,Totals,Overall,1,0,0,3050,0,-2.8,,0,,,
2021,County,13185,Georgia:Lowndes,,Totals,Overall,388,265,42130,773527,5.45,-0.7,0.01,5669,13.46,1.26,-0.76
2021,County,13187,Georgia:Lumpkin,,Totals,Overall,50,36,3407,126387,2.7,-2.41,0.07,142,4.17,-0.79,-0.07
2021,County,13189,Georgia:McDuffie,,Totals,Overall,52,38,6262,239569,2.61,-2.02,-0.17,267,4.26,-2.71,-2.7
2021,County,13191,Georgia:McIntosh,,Totals,Overall,6,5,422,19332,2.18,-1.42,-0.4,0,0,,
2021,County,13193,Georgia:Macon,,Totals,Overall,14,10,2118,66351,3.19,-0.75,0.16,67,3.16,-4.05,0.89
2021,County,13195,Georgia:Madison,,Totals,Overall,13,8,1083,29107,3.72,-2.99,-0.49,39,3.6,0.8,-0.08
2021,County,13197,Georgia:Marion,,Totals,Overall,5,4,214,17805,1.2,-0.97,-0.2,,,,
2021,County,13199,Georgia:Meriwether,,Totals,Overall,19,11,1158,59691,1.94,-1.56,-0.61,,,,
2021,County,13201,Georgia:Miller,,Totals,Overall,25,18,2335,51148,4.57,-0.87,0.08,199,8.52,-1.63,-1.07
2021,County,13205,Georgia:Mitchell,,Totals,Overall,24,18,3646,90160,4.04,-1.91,0.1,220,6.03,-3.91,-1.6
2021,County,13207,Georgia:Monroe,,Totals,Overall,18,13,2493,99901,2.5,-0.99,-0.27,36,1.44,-1.43,0.02
2021,County,13209,Georgia:Montgomery,,Totals,Overall,2,2,,5895,,,,,,,
2021,County,13211,Georgia:Morgan,,Totals,Overall,25,23,2953,82132,3.6,-0.17,-0.73,87,2.95,-3.93,-0.33
2021,County,13213,Georgia:Murray,,Totals,Overall,50,36,5985,196807,3.04,-1.94,-0.23,487,8.14,-4.33,0.49
2021,County,13215,Georgia:Muscogee,,Totals,Overall,873,560,85672,1318270,6.5,-0.83,0.04,9692,11.31,-2.19,-0.55
2021,County,13217,Georgia:Newton,,Totals,Overall,156,108,17762,240794,7.38,0.27,0.22,2269,12.77,0.8,-1.11
2021,County,13219,Georgia:Oconee,,Totals,Overall,165,104,9548,276463,3.45,-5.43,-0.15,253,2.65,-12.41,-0.06
2021,County,13221,Georgia:Oglethorpe,,Totals,Overall,11,7,76,14060,0.54,-3.75,0.2,12,15.79,8.99,-11.48
2021,County,13223,Georgia:Paulding,,Totals,Overall,151,102,21149,279380,7.57,-1.83,-1.78,2494,11.79,-1.57,-1.43
2021,County,13225,Georgia:Peach,,Totals,Overall,44,36,4521,114914,3.93,-0.63,-0.22,148,3.27,-1.86,0.02
2021,County,13227,Georgia:Pickens,,Totals,Overall,98,61,8397,191023,4.4,1.21,1.72,1142,13.6,9.31,9.67
2021,County,13229,Georgia:Pierce,,Totals,Overall,12,7,4037,40982,9.85,2.17,0.41,511,12.66,-1.66,1.81
2021,County,13231,Georgia:Pike,,Totals,Overall,4,2,47,5716,0.82,-1.29,-1.47,,,,
2021,County,13233,Georgia:Polk,,Totals,Overall,46,35,5194,143453,3.62,-0.9,-0.29,78,1.5,-0.75,0.07
2021,County,13235,Georgia:Pulaski,,Totals,Overall,23,20,7342,86744,8.46,4.17,2.98,1003,13.66,6.91,-2.24
2021,County,13237,Georgia:Putnam,,Totals,Overall,36,22,3252,90628,3.59,1.1,-0.07,128,3.94,-0.82,-0.75
2021,County,13239,Georgia:Quitman,,Totals,Overall,3,3,129,2832,4.56,3.81,2.3,0,0,0,0
2021,County,13241,Georgia:Rabun,,Totals,Overall,35,28,6825,96024,7.11,0.77,-0.31,228,3.34,-1.55,-0.49
2021,County,13243,Georgia:Randolph,,Totals,Overall,7,7,320,13141,2.44,-1.21,-0.99,41,12.81,6.14,1.51
2021,County,13245,Georgia:Richmond,,Totals,Overall,1961,1303,66982,1578572,4.24,-0.71,-0.01,4895,7.31,0.55,-0.26
2021,County,13247,Georgia:Roc
