X,Y,OBJECTID,station_name,latitude,longitude,lldatum,station_type,cdec_id,source,last_modified_date,modified_by,date_data_refers_to,comments,station_number,station_short_name,dwr_gw_site_code,positional_accuracy,County
-119.562625000834,36.2116169998171,995,Cross Creek below Lakeland Canal 2,36.211617,-119.562625,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C02602,Cross Cr blw Lakelan,,1/250000,Kings
-119.107604999943,36.0782849997797,996,Tule River below Porterville,36.078285,-119.107605,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03169,Tule blw Porterville,,1/250000,Tulare
-118.985932999797,36.0582849998963,997,Porter Slough at Porterville,36.058285,-118.985933,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03182,Porter Sl @ Portervi,,1/250000,Tulare
-119.080937000666,36.0832850006798,998,Friant Kern Canal at Porter Slough near Porterville,36.083285,-119.080937,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03913,Friant Kern Can @ Po,,1/250000,Tulare
-119.08927100034,36.0732849996809,999,Friant Kern Canal to Tule River near Porterville,36.073285,-119.089271,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03923,Friant Kern Can to T,,1/250000,Tulare
-119.032602000553,36.0599519996496,1000,Hubbs-Miner Ditch at Porterville,36.059952,-119.032602,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03925,Hubbs-Miner Di @ Por,,1/250000,Tulare
-119.08760400026,36.071619000532,1001,Woods Central Ditch near Porterville,36.071619,-119.087604,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03948,Woods Central Di nr,,1/250000,Tulare
-119.015935000132,36.0532850001582,1002,Poplar Ditch near Porterville,36.053285,-119.015935,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03960,Poplar Di nr Porterv,,1/250000,Tulare
-118.972600000433,36.0499519996542,1003,Vandalia Ditch near Porterville,36.049952,-118.9726,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03965,Vandalia Di nr Porte,,1/250000,Tulare
-118.962598999781,36.0449520000345,1004,Campbell-Moreland Ditch above Porterville,36.044952,-118.962599,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03970,Campbell-Moreland Di,,1/250000,Tulare
-119.083436999525,36.0682849997361,1005,Porter Slough Ditch at Porterville,36.068285,-119.083437,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C03984,Porter Sl Di @ Porte,,1/250000,Tulare
-118.912873999598,35.4260680001999,1006,Kern River near Bakersfield,35.426068,-118.912874,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C05150,Kern nr Bakersfield,,1/250000,Kern
-119.257886999805,35.3055179995243,1007,Kern River at Second Point,35.305518,-119.257887,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C05180,Kern @ Second Point,,1/250000,Kern
-120.209976000075,36.1669539995523,1008,Arroyo Pasajero at El Dorado Avenue,36.166954,-120.209976,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,C0760000,EDA,,Unknown,Fresno
-122.043853000816,37.0102270003757,1009,San Lorenzo River at Paradise Park,37.010227,-122.043853,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,D01180,San Lorenzo @ Paradi,,1/250000,Santa Cruz
-121.468588800058,36.4880332997776,1010,Salinas River near Gonzalez,36.4880333,-121.4685888,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,D21325,Salinas nr Gonzalez,,1/250000,Monterey
-120.358519000786,35.670217000612,1011,Cholame Creek near Estrella River,35.670217,-120.358519,,Surface Water,,DWR Hydstra,2022/10/13 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,D34110,CER,,Unknown,San Luis Obispo
-121.912266660494,38.1804388803332,1012,Blacklock Wetland Breach - North at Little Honker Bay,38.18043888,-121.91226666,WGS84,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,Special study - tidal wetland methyl mercury loading,E3365000,Blacklock North,,"GPS, 10m",Solano
-121.912266660494,38.1804388803332,1013,Blacklock Wetland Breach - North at Little Honker Bay,38.18043888,-121.91226666,WGS84,Tide Station,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,Special study - tidal wetland methyl mercury loading,E33650Q,Blacklock North,,"GPS, 10m",Solano
-121.912902770123,38.1796083301153,1014,Blacklock Wetland Breach - South at Little Honker Bay,38.17960833,-121.91290277,WGS84,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,Special study - tidal wetland methyl mercury loading,E3365500,Blacklock South,,"GPS, 10m",Solano
-121.912902770123,38.1796083301153,1015,Blacklock Wetland Breach - South at Little Honker Bay,38.17960833,-121.91290277,WGS84,Tide Station,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,Special study - tidal wetland methyl mercury loading,E33655Q,Blacklock South,,"GPS, 10m",Solano
-121.888158599265,38.1220285999372,1016,Montezuma Slough @ National Steel (S64),38.1220286,-121.8881586,NAD83,Tide Station,NSL,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,ADCP Flow Station,E33670,Montezuma Slough S64,,"GPS, 10m",Solano
-121.909278799181,38.1384058999308,1017,Meins Landing Managed Wetland North Culvert,38.1384059,-121.9092788,NAD83,Tide Station,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,Data to be collected as part of a special study for Meins Landing Habitat Enhancement/Mitigation Area. Other biological/water quality parameters to be measured by UCD. Flow was measured within the culvert using a Sontek IQ+ Pipe. Positive flow indicates flow from Montezuma Slough into the managed wetland mitigation area. Contact Dave Huston of the North Central Region Office for further inquiries (Dave.Huston@water.ca.gov).,E33961Q,Meins Landing North,,"GPS, 10m",Solano
-121.897699799934,38.1259939001651,1018,Meins Landing Managed Wetland South Culvert,38.1259939,-121.8976998,NAD83,Tide Station,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,Data to be collected as part of a special study for Meins Landing Habitat Enhancement/Mitigation Area. Other biological/water quality parameters to be measured by UCD. Flow was measured within the culvert using a Sontek IQ+ Pipe. Positive flow indicates flow from Montezuma Slough into the managed wetland mitigation area. Contact Dave Huston of the North Central Region Office for further inquiries (Dave.Huston@water.ca.gov).,E33965Q,Meins Landing South,,"GPS, 10m",Solano
-124.077069999808,41.7916300003228,1019,Smith River at Hiouchi,41.79163,-124.07707,NAD83,Water Quality,,DWR Hydstra,2021/03/29 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,F0129950,SMITH R A HIOUCHI,,Unknown,Del Norte
-122.595180000811,41.8231600004737,1020,Shasta River near Yreka,41.82316,-122.59518,NAD83,Water Quality,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,F2105000,SHASTA R NEAR YREKA,,Unknown,Siskiyou
-122.438029999717,41.7067419995378,1021,Little Shasta River below Big Springs Rd near Montague,41.706742,-122.43803,WGS84,Surface Water,LSS,DWR Hydstra,2023/07/31 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,F21250,L. Shasta R blw BSrd,,Unknown,Siskiyou
-122.300560999536,41.7531149998942,1022,Little Shasta River near Montague (upper),41.753115,-122.300561,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station located south of Ball Mountain Road, 12 mi. northeast of Montague, 16 mi. SW of Macdoel.
PERIOD OF RECORD:  Station begin on September 25, 1956 and discontinued on October 30, 1978.
HYDROLOGIC CONDITIONS:  Stage-discharge relationship affected by ice at times. 
BENCHMARKS:  N/A  
DATUM OF GAGE:  Zero on gage = 0.00 local datum for the entire period of record.
UPDATED BY:  P. Huckabay 08/09/2012",F21300,L. Shasta R. (upper),,Unknown,Siskiyou
-122.471110999043,41.6099999997375,1023,Shasta R ab GID PP nr Grenada,41.61,-122.471111,NAD83,Surface Water,SPU,DWR Hydstra,2021/10/06 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station is located on the left bank, 3.5 miles southeast of the town of Grenada in Siskiyou County.  To drive there, from the junction of A12 in the north end of Grenada, head south 3.0 miles along Siskiyou Blvd to Slough Rd and head east 3.1 miles to the end of the road.  
PERIOD OF RECORD:  Stage and discharge record available begin on 10/01/2019.  Uncertified stage and discharge record beginning 07/03/2013 to present is available from CDEC as station SPU. 
HYDROLOGIC CONDITIONS:  Station is rated for low flow only.  The low water control is a downstream gravel and cobble bar riffle and rip-rap rock placed in the channel to create a pool for a nearby pump diversion.  Major aquatic vegetation growth exists beginning in the late summer and continues into the fall then begins to die out.  Tributary to the Klamath River.  Discharge is affected by upstream diversions and regulatory storage including Dwinnell Reservoir.  Elevations within the basin above the station range from 2,520 ft. at the station to 9,025 ft at Mount Eddy and 14,162 ft at Mount Shasta.  Snow accumulation is highly significant within the basin, but snowmelt and rain-on-snow events are highly regulated by Dwinnell Dam and Reservoir located about 8 miles upstream. 
BENCHMARKS:   
BM #01 elev. = 2546.74 ft NAVD88.  PK nail and shiner.  Located in the southeast corner of fish screen on south side of Shasta River for pump diversion. Monument is approximately 750 feet downstream of gage.  41°36'33.312""N 122°28'26.614""W NAD83. DWR Survey Oct 2019. 
DATUM OF GAGE:  Zero on gage = 0.00 local datum, 2539.18 feet NAVD88.  
Beginning 10/01/2019, Zero on gage = 0 feet NAVD88, -2539.18 feet local datum.
UPDATED BY:  P. Huckabay 03/25/2021",F21368,Shasta R ab GID PP,,Unknown,Siskiyou
-122.452759999722,41.6077270001053,1024,Shasta River near Grenada,41.607727,-122.45276,NAD83,Surface Water,SRG,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station is located on the right bank, 6.0 miles northwest of Dwinnell Dam and 4.5 miles southeast of the town of Grenada in Siskiyou County. 
PERIOD OF RECORD:  Stage and discharge record available between 1/26/2005 through 9/30/2005.
HYDROLOGIC CONDITIONS:  Station is rated for low flow only.  The low water control is a downstream gravel and cobble bar riffle and rip-rap rock placed in the channel to create a pool for a nearby pump diversion.  Major aquatic vegetation growth exists beginning in the late summer and continues into the fall then begins to die out.  Tributary to the Klamath River.  Discharge is affected by upstream diversions and regulatory storage including Dwinnell Reservoir.  Elevations within the basin above the station range from 2,520 ft. at the station to 9,025 ft at Mount Eddy and 14,162 ft at Mount Shasta.  Snow accumulation is highly significant within the basin, but snowmelt and rain-on-snow events are highly regulated by Dwinnell Dam and Reservoir located about 8 miles upstream.
BENCHMARKS:  
RP #1 elev. = 16.651 feet gage datum; 2 inch alum cap in rock located streamside of nema box, 29.8 feet from staff (11/14/2003).
RP #2 elev. = 21.651 feet gage datum; 2 inch alum. cap in rock located 9.6 feet from juniper tree 38.8 feet from RP #1 (11/14/2003).
DATUM OF GAGE:  Zero on gage = 0.00 local datum for the entire period of record.
UPDATED BY:  P. Huckabay 08/09/2012",F21370,Shasta R nr Grenada,,Unknown,Siskiyou
-122.431656000025,41.5934110005458,1025,Little Springs Creek near Grenada,41.593411,-122.431656,WGS84,Surface Water,LTG,DWR Hydstra,2023/07/31 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,F21375,Lt. Springs Cr nr Gr,,Unknown,Siskiyou
-122.431361000472,41.5992329993325,1026,Big Springs Creek near Grenada,41.599233,-122.431361,WGS84,Surface Water,BGG,DWR Hydstra,2023/07/31 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,F21377,Big Springs Cr nr Gr,,Unknown,Siskiyou
-122.3768888909,41.0432166698378,1027,Shasta River below Dwinnell Reservoir near Edgewood,41.04321667,-122.37688889,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"Combined outflows from 3 Dwinnell Reservoir Stations:
F21394 Shasta R Cross Canal Weir, 
F21395 Seepage Weir to Shasta R and 
F21396 Instream flow releases from Dwinnell Reservoir",F21393,Shasta R bl Dwinnell,,"GPS, 10m",Siskiyou
-122.374700000183,41.5419899994109,1028,Shasta River Cross Canal Weir at Dwinnell Dam (PrioRt),41.54199,-122.3747,NAD83,Surface Water,SRX,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,F21394,Shasta R XCanal Weir,,Unknown,Siskiyou
-122.376799999908,41.5419900000833,1029,Dwinnell Seepage Weir to Shasta River,41.54199,-122.3768,NAD83,Surface Water,DSW,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,F21395,Dwinnell Seepage W,,Unknown,Siskiyou
-122.374550000395,41.5408939997876,1030,Dwinnell Dam Instream Flow Releases,41.540894,-122.37455,NAD83,Surface Water,DFB,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,F21396,Dwinnell Instream Q,,Unknown,Siskiyou
-122.374548000745,41.5408919994769,1031,Dwinnell Reservoir near Edgewood,41.540892,-122.374548,NAD83,Surface Water,DRE,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  See Lat/Long information  
PERIOD OF RECORD:  Station is operated as a CDEC stage only real time stream gage.  Uncertified record is available through CDEC as station DRE starting 8/19/2005 to present.
HYDROLOGIC CONDITIONS:  N/A  
BENCHMARKS:  N/A  
DATUM OF GAGE:  N/A
UPDATED BY:  P. Huckabay 08/09/2012",F21400,DRE,,Unknown,Siskiyou
-122.43939899987,41.4728800001297,1032,Shasta River near Edgewood (lower),41.47288,-122.439399,NAD83,Surface Water,SRE,DWR Hydstra,2021/02/22 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"
STATION LOCATION:   Station located on the right bank, 850 feet downstream of the Edgewood Road Bridge, 1.0 mi north of the town of Edgewood in Siskiyou County.
PERIOD OF RECORD:  Station rated for low flow only. Digital 15-minute and mean daily stage and discharge available from 10/1/2004 - 9/30/2005. Station is currently operated as a CDEC stage only real time stream gage.  Uncertified record is available through CDEC with station ID as SRE from 6/24/2004 to present.  Also see nearby station F21700, ""Shasta River near Edgewood (upper)"".
HYDROLOGIC CONDITIONS:  Discharge affected by upstream diversions, regulatory storage, and imported water from Parks Creek.  Tributary to Dwinnell Reservoir.  Drainage area = 71.0 sq mi.
BENCHMARKS:  BM #01 elev. = 2901.45 ft NAVD88.  PK Nail and Shiner.  Located on the northeast bridge abutment of Edgewood Road bridge over Shasta River. 41°28'15.617""N 122°26'25.989""W NAD83.  DWR Survey Oct 2019.
DATUM OF GAGE:  From 10/1/2004, Zero on gage = 0.00 local datum; 2872.15 feet NAVD88 datum.  
Beginning 10/1/2019, Zero on gage = 0.00 feet NAVD88; -2872.15 feet local datum.
UPDATED BY:  P. Huckabay 02/22/2020",F21675,SRE,,Unknown,Siskiyou
-122.440877999629,41.4709799999196,1033,Shasta River near Edgewood (upper),41.47098,-122.440878,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station located from beginning of record - 10/19/1967 on downstream side of the old Edgewood Road Bridge, 450 ft downstream of existing bridge.  Station located 10/1/78 - 9/30/91 on left bank, 100 ft downstream of existing bridge, 1.0 mi north of the town of Edgewood in Siskiyou County.
PERIOD OF RECORD:  Station operated by the State Watermaster Service and the Montague Water Conservation District from 1938 to 1998. Mean daily discharge published in annual Watermaster Reports. Station operated as DWR stream gaging station from 3/30/1961 - 10/19/1967 and 10/1/1978 - 9/30/1991.  Prior to 10/1/1975, stage and discharge published in annual DWR Bulletins 23 and 130.  Digital mean daily discharge available from 3/30/1961 - 10/19/1967 and 10/1/1978 - 9/30/1991. Digital mean daily stage available from 10/1/1978 -  9/30/1991. Digital 15-minute stage and discharge available from 10/1/1981 - 9/30/1991. Also see F21675, ""Shasta River near Edgewood (lower)"".
HYDROLOGIC CONDITIONS:  Discharge affected by upstream diversions, regulatory storage, and imported water from Parks Creek.  Tributary to Dwinnell Reservoir.  Drainage area = 71.0 sq mi.  
BENCHMARKS:  RP #1 elev. = 10.20 feet gage datum.  Red spot top of steel cylinder used for concrete form D/S left bank at point where concrete is cut away 3 inches from junction of cylinder and wing wall.
RP #2 elev. = 27.30 feet gage datum.  NE corner of old bridge abutment.
DATUM OF GAGE:  Zero on gage = 0.00 local datum for the entire period of record.
UPDATED BY:  P. Huckabay 07/22/2014",F21700,Shasta R. nr Edge,,Unknown,Siskiyou
-122.373791000337,41.5423939996071,1034,MWCD Main Canal,41.542394,-122.373791,NAD83,Surface Water,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,F21930,MWCD Main Canal,,Unknown,Siskiyou
-122.445839999509,41.4533939997762,1035,MWCD Parks Creek Diversion near Edgewood,41.453394,-122.44584,NAD83,Surface Water,MPD,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:  Station is located within Montague Water Conservation Districts Diversion Ditch (cross canal).  The gage is on the left bank, approximately .25 miles downstream from the diversion ditch point of diversion from Parks Creek in Siskiyou County.      
PERIOD OF RECORD:  The station is at a flume located ¼ mile D/S from the MWCD's diversion structure at Parks Creek.  Prior to the construction of the flume on October 2011, the gage was located approximately 815 feet upstream.  Stage and discharge data is available beginning 12/8/2011 and certified stage and discharge begin on 10/1/2012 at the flume location.  Certified stage and discharge records from the previous station location are available from 12/15/2004 through 9/30/2006.  Uncertified real-time stage and discharge are available from the CDEC website as Station ID MPD beginning 2/28/2005 to present.
HYDROLOGIC CONDITIONS: Measuring device is a rated Replogal Flume.   Discharge is affected by upstream diversions.  Station is also affected by upstream diversion structure board manipulations, regulatory storage limitations and diversion bypass flow requirements.  Basin elevations above the station range from 3,200 ft. at the gage to 8400 feet at China Mountain.  Snow accumulation is highly significant and snowmelt or rain on snow events can likely occur.   
BENCHMARKS:  The invert of Replogal Flume has been used as the local reference point.
DATUM OF GAGE:  Zero on gage = 0.00, local datum and is set at the flume invert.
UPDATED BY:  J. Scott 7/17/2013",F21940,MPD,,Unknown,Siskiyou
-123.035028000035,41.7754169997305,1036,Scott River near Scott Bar,41.775417,-123.035028,NAD83,Surface Water,SNB,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:   Station located on the right bank approximately 0.5 miles upstream from the HWY96 bridge and the confluence with the Klamath River, in Siskiyou County.
PERIOD OF RECORD:  Stage and discharge record is available from 11/10/2004 through 9/30/2007.  Uncertified stage record is available from CDEC as station SNB from 2/28/2005 to 10/18/2008.
HYDROLOGIC CONDITIONS:  Station is rated for low flow only.  The low flow control is a downstream riffle and gravel bar. Backwater from the Klamath River may occur during high flows.  Discharge affected by upstream diversions.  From June through Septmeber, the low water control and rating may be affected by the activities of recreational gold miners and dredgers.  Drainage area is 2,082 square miles.
BENCHMARKS:  
BM #1 elev. = 10.27 feet gage datum.  2 inch DWR, Northern District aluminum cap set rock outcrop near lower staff gage.
BM #2 elev. =  41.25 feet gage datum.  2 inch DWR, Northern District aluminum cap set in concrete pad of gage house.
DATUM OF GAGE:  Zero on gage = 0.00 local datum for the entire period of record.
UPDATED BY:  P. Huckabay 09/13/2012",F25040,SNB,,Unknown,Siskiyou
-122.960582999964,41.5815279995222,1037,Mill Creek near Mugginsville,41.581528,-122.960583,NAD83,Surface Water,MNM,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:   Station located on the east bank upstream of the Quartz Valley Road crossing 715 feet west of Dangel Lane near Mugginsville, Siskiyou, CA.  It is 4.06 miles upstream of its confluence with Scott River.
PERIOD OF RECORD:  Stage and discharge record is available from 11/10/2004 through 9/30/2005.  Nearby gage is F25484 located 3.8 miles downstream.
HYDROLOGIC CONDITIONS:  Gage is 2.31 miles downstream from the beginning of Scott Valley floodplain.  It is a tributary to Scott River. 
BENCHMARKS:  BM #1 elev. =  8.22 feet gage datum.  2 inch aluminum cap set in concrete with 24 inch rebar pin marked DWR, Northern District located 2.3 feet from NEMA box.
BM #2 elev. =  11.96 feet gage datum.  2 inch aluminum cap set in concrete with 24 inch rebar pin located 3.15 feet from 6 inch Galvinized steel gate post near driveway and 126.9 feet from gage box.
DATUM OF GAGE:  Zero on gage = 0.00 local datum for the entire period of record.
UPDATED BY:  P. Huckabay 07/31/2012",F25480,MNM,,Unknown,Siskiyou
-122.965664000568,41.6248130001234,1038,Shackleford Creek near Mugginsville,41.624813,-122.965664,NAD83,Surface Water,SCK,DWR Hydstra,2021/12/14 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: Station located on the left bank, 240 ft downstream from the Quartz Valley Road Bridge, 3.6 mi north of Mugginsville, in Siskiyou County for the entire period of record.  Another station with the same name was located at left bank 3 miles NW of Mugginsville, 7miles W of Fork Jones (Lat. 41-35-11, Long. 123-00-12) with drainage of 18 square miles with flow records from 1950 to 1960.
PERIOD OF RECORD: Mean daily stage and discharge began 10/1/2004. Digital mean daily and 15-minute stage and discharge available for the entire period of record.  
HYDROLOGIC CONDITIONS: Discharge affected by upstream diversions. Station rated for discharge for low to moderate flow only. The low flow control is a downstream gravel bar and riffle.  Backwater does not occur at this station.  Drainage area = 49.0 sq mi.
BENCHMARKS:  BM #1 elev. = 11.77 feet, gage datum (10/8/2003).  2 inch aluminum cap in concretw with 24 inch rebar pin mared DWR - Northern District located on the W side of the levee road 27.2 feet from the gage box.
BM #2 elev. = 11.49 feet, gage datum (10/8/2003).  2.5 inch brass cap grouted in rock outcrop marked D.W.R. located NE of the gage box.
DATUM OF GAGE: Zero on gage = 0.00 ft local datum for the entire period of record.
UPDATED BY: J. Clements 12/16/2011.",F25484,SCK,,Unknown,Siskiyou
-122.858822999812,41.4117460007639,1039,French Creek at Highway 3 near Callahan,41.411746,-122.858823,NAD83,Surface Water,FCC,DWR Hydstra,2021/11/17 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION: Station located on the left bank, 130 ft upstream from the Highway 3 Bridge, 7.7 mi northwest of Callahan, in Siskiyou County for the entire period of record.
PERIOD OF RECORD: Mean daily stage and discharge began 10/1/2004. Digital mean daily and 15-minute stage and discharge available for the entire period of record.  Uncertified stage record is available through CDEC as station FCC.  This station has been rated for low to moderate flows only.  Beginning Water Year 2019, the station is funded to extend the rating to include high flows.
HYDROLOGIC CONDITIONS: Discharge affected by upstream diversions.  Discharge rating is for low to moderate flows only. The low flow control is a downstream gravel bar and riffle.  Backwater does not occur at this station. Drainage area = 32.9 sq mi.
BENCHMARKS: 
BM #1 elev. = 9.91 feet gage datum.  2.5 inch aluminum cap in concrete with rebar marked Dept. of Water Resources Northern District located 3.67 N of gage box.
RP #01 elev. = 8.96 feet gage datum. 2.5 inch aluminum cap in concrete with rebar 52.2 feet N of gage box.
BM #02 elev. = 2850.84 ft NAVD88.  PK nail and shiner.  Located on the guardrail concrete approximately 25 feet north of northwest bridge abutment of Highway 3 bridge over French Creek.  Mark is 1.8 feet northwesterly of reflector post, 1.5 feet east of west edge of concrete, and 30 feet east of gate leading to station. 41°24'43.508""N 122°51'30.816""W NAD83.  DWR Survey Oct 2019.
DATUM OF GAGE: 
Zero on gage = 0.00 ft local datum, 2825.60 NAVD88.
Beginning 10/01/2019, Zero on gate = 0.00 ft NAVD88.
Level survey on 9/9/2015 revealed that the lower staff at the 3.00' mark had the elevation of 2.88'.  It is not clear whether the lower staff has been disturbed or a survey error occurred in establishing staff gage in 2005.
The staff gage was raised by 0.12' and the DCP was changed from 0.43 to 0.31 on 9/9/2015 10:30.  To continue using RT 6 (PZF = 0.01), a consistent datum was required throughout the 2015 water year.  A datum correction of +0.12' was applied between 9/9/2015 10:30 to 10/1/2015 00.00.  This staff gage adjustment will begin on 10/1/2015 00:00 in Water Year 2016. 
On 11/05/2015, 10.00 feet was added to OSS and DCP to avoid negative stage readings due to scouring.  Reset DCP from 0.70 to 10.70 on 11/05/2015 12:15.  The datum correction was applied for the first 36 days of Water Year 2016 to reflect this adjustment.
BY: P. Huckabay 01/06/2021.",F25650,FCC,,Unknown,Siskiyou
-122.843389,41.328593999412,1040,Sugar Creek near Callahan,41.328594,-122.843389,NAD83,Surface Water,SGN,DWR Hydstra,2021/11/17 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"STATION LOCATION:   Station adjacent to Sugar Creek Road.  Travel N 1.3 miles on Hwy 3 from, the Callahan Post Office and west 1.27 miles along Sugar Creek Road to the gage.
PERIOD OF RECORD:  Between 1/26/53 to 10/4/1960 irrigation season discharge records was published in ""Report on Water Master Services"".   Station became a DWR gauging station rated for low to moderate flow only beginning October 1, 2009 to present.
HYDROLOGIC CONDITIONS:  Channel Control is a bedrock slab across the channel approximately 20' downstream of the outside staff gage.  This station does not become backwatered.
BENCHMARKS: 
BM #01 elev. = 19.24 ft Local.  Brass Rod in concrete, 100 feet NE of station (1958).
BM #02 elev. = 3153.61 ft NAVD88.  Brass Disk Monument set on large boulder is located on the south side of Sugar Creek Road (dirt) approximately 25 feet from centerline Sugar Creek Road and 95 feet northwesterly of station. 41°19'43.810""""N 122°50'36.820""""W NAD83.  DWR Survey Oct 2019.
DATUM OF GAGE:  
From beginning of record, Zero on gage = 0.00 ft local datum, -3119.94 ft NAVD88.
Beginning 10/01/2019, Zero on gage = 0 ft NAVD88, 3119.94 feet local datum.
UPDATED BY:  P. Huckabay 06/18/2020",F25890,SGN,,Unknown,Siskiyou
