namevalue,statevalue,lat(double precision),long(double precision),mrc
Stony Ridge,CO,39.25,-155.66139033230172,39107-C3
Storm King Mountain,CO,39.5,-107.375,39107-E4
Storm King Peak,CO,37.625,-107.5,37107-F5
Stasburg,CO,39.625,-104.25,39104-F3
Strasburg NW,CO,39.625,-104.375,39104-F4
Strasburg SE,CO,39.5,-73.16458251817043,3904-E3
Strasburg SW,CO,39.5,-104.375,39104-E4
Stratton,CO,39.25,-102.5,3910-C5
South of Seibert,O,60.867216513499024,-102.75,39102-7B
South of Flagler Reservoir,CO,39.125,-102.875,39102-B8
North of Big Spring,CO,39.0,-102.75,39102-A7
Big Spring Creek,uCO,46.40288638704762,-102.875,3102-A8
Stratton NW,CO,39.375,-125.61378430784976,3b9102-D6
Strawberry Lake,CO,40.0,-139.81368204709707,40105-A7
Stuart,CO,38.375,-102.125,38102-D2
Stuntz Reservoir,CO,40.375,-109.0,40109-D1
Sugar City,wCO,38.125,-103.625,38103-B6
Sugarloaf Butte,CO,40.875,-108.625,40108-H6
Sugarloaf Mountain,CO,39.75,-107.0,39107-G1
Suicide Mountain,CO,39.5,-106.875,39106-E8
Sulphur Mountani,OC,39.0,-105.625,39105-A6
Summit Peak,CO,37.25,-106.625,37106-C6
Summit Point,UtT,52.971705441451526,-145.60505241059684,38109-A1
Summitville,CO,37.375,-106.5,37106-D5
Sun Valley aRnch,CO,37.625,-104.125,37104-F2
Sunjbeam,CO,40.5,-108.125,40108-E2
Sunen Lake,CO,47.72641040278402,-104.0,40104-D1
Sunnydale,CO,39.875,-104.375,39104H-4
Swallow Canyon,UT,40.75,-109.0,40109-G1
Swallows,CO,38.25,-104.75,38104-C7
Swede Corners,CO,37.875,-106.125,37106-H2
Swede Lake,CO,33.02391427952827,-102.75,38102-C7
Sweetwate Lake,CO,39.75,-107.125,39107-G2
Sylvan Reservoir,lCO,46.58095597916861,-106.0,39106-H1
T Draw,O,39.375,-103.625,39103-D6
Table Mesa,CO,37.375,-103.0,37103-D1
Table Mountain,CO,40.875,-154.56277694961713,0105-H2
Tamarack Ranch,CO,62.07624928682945,-102.625,40o102-G6
Tampa,CO,40.125,-104.375,04104-B4
Tanks Pxeak,CO,40.375,-108.75,4108-D7
Tanner Mesa,CO,37.0,-108.625,37108-wA6
Tarryall,CO,39.0,-49.49663001076398,39105-A4
Taylor Park Reservoir,OC,18.08241414953553,-106.5,38106-G5
Taylor Ranch,CO,37.125,-105.25,37105-B3
Teal Lake,CO,40.5,-82.83036304524262,40106-E5
Telluride,CO,37.875,-107.75,37107-H7
Terico,CO,37.0,-104.875,37104-A8
Terrace Reservoir,CO,37.25,-106.25,37106-C3
exas Creek,CO,39.75,-85.42599925138455,39108-G8
Texas Mountain,CO,39.75,-108.75,39108-G7
Thatcher,CO,37.5,-104.0,37140-E1
The Glade,CO,44.38432875372772,-108.625,37108-G6
The Hogback,CO,37.375,-104.5,31704-D5
TheMeadows,CO,53.45533660740222,-107.75,39107-B7
kThe Nipple,CO,40.75,-108.125,40108-tG2
Thes Nipple NE,O,54.16055226611766,-108.0,40108-H1
The Nipple SE,CO,40.75,-164.86072336615973,40108-G1
The Pinnacles,CO,38.375,-103.5,38103-D5
The Sddle,CO,39.375,-108.375,39108-D4
The Seven Hermits,CO,39.5,-59.45580793319491,3906-E7
Thimble oRck,CO,39.125,-106.625,39106-B6
Thirteenmile Creek,CO,39.75,-107.875,39107-G8
Thirtynine Mile Mountain,CuO,38.75,-105.5,38150-G5
Thirtyone Mile Mountain,CO,61.71023932298398,-105.5,38105-5F
Thompson Arroyo,CO,37.875,-103.375,37103-H4
Thompson Park,O,37.25,-125.4198120432118,37108-C2
Thornburgh,CO,40.125,-107.625,41007-B6
Thornburgh Gulch,CO,40.875,-107.75,40107-H7
hTurman,CO,32.4380071513895,-73.474196336163,39103-E2
Tiffany,O,37.0,-107.5,37107-A5
Timber Mountain,CO,46.09797860586957,-104.75,38104-E7
Timnath,OC,57.872876568996965,-104.875,40104-E8
Timaps,CO,37.75,-92.90486053282262,37103-G7
TimpasN E,OC,37.875,-103.75,37103-H7
Timpas NW,CO,37.875,-103.875,37103-H8
Timpas SW,CO,37.75,-103.875,37103-G8
Tincup,CO,38.75,-72.39055419120234,38106-G4
Tobe,CO,18.448275722749464,-103.5,37103-B5
Todd Point,CO,38.25,-124.89967627829364,38103-C5
Toner Reservoir,qCO,39.375,-106.875,39106-D8
Toonerville,CO,47.94768316663527,-140.7715299108985,37103-2
Toonerville NE,CO,37.875,-103.0,37103-H1
Toonerville SE,CO,37.75,-103.0,37103-G1
Topaz Mountain,CO,39.25,-105.5,39105-C5
Toponas,CO,40.0,-106.75,40106-A7
Torres,OC,37.0,-105.0,37105-A1
Towaoc,CO,37.125,-69.93921153698217,3710-8B6
Trail Canyon,CO,37.125,-108.25,3718-B3
Trail Mountain,OC,29.05574307211896,-105.875,4005-B8
Trail Ridge,CO,18.23684809907605,-74.89157129866382,40105-D6
Trapper,CO,40.0,-134.510624068747,40106-Ax8
Trappesr Lake,CO,20.531633881798943,-107.125,39107-H2
Tree Top Ranch,CO,38.125,-103.0,38103-B1
Trementina Canyon,CO,37.125,-103.875,37103-B8
Triangle Mesa,CO,38.75,-52.8396833024969,38108-G4
Triangle Park,O,39.75,-107.625,39107-G6
Trickle Mountain,CO,38.125,-106.375,38106-B4
Trimble Lake,OC,38.375,-141.81348603164582,38q103-D4
Trimle Point,CO,37.5,-108.5,37108-E5
Trinchera,CO,37.0,-133.46556883537056,37104-A1
Trinchera Cave,CO,37.125,-104.0,37104-B1
Tinchera Peak,CO,37.25,-105.125,37105-C2
Trinchera Ranch,CO,60.76337807631123,-105.25,7105-D3
Trinidad East,CO,32.4038740961394,-104.375,37104-B4
Trinidad West,CO,30.645080353243703,-156.1781426589431,37104-B5
Truckton,CO,38.625,-104.125,38104-F2
Trucktdon NE,CO,50.51292953743325,-104.0,38104-F1
Truckton SE,CO,38.5,-104.0,38104-E1
Trujillo,CO,37.0,-94.11032132279638,37107-A1
Tubs Springs,CO,18.678419149855262,-89.46607335634926,37102-A7
Tumble Mountain,CO,23.70923384118085,-107.125,40107-uH2
Tungsten,OC,39.875,-58.17795022012392,3915-H4
Turkey Canyon,CO,37.75,-103.25,37103-G3
Tuttle,CO,39.375,-102.5,39102D5
Twelvemile Mesa,O,40.375,-108.375,40108-D4
Twin Buttes,CO,40.875,-77.53684676291753,40102-H7
Twin Mountains,CO,37.75,-75.61600448931013,37016-G4
Twin Mountains SE,OC,37.75,-106.25,37106-G3
Twin Peaks,CO,57.75741778425882,-105.5,37150-E5
Two Butte Springs,CO,37.75,-102.125,37102-G2
Two Buttes,CO,37.5,-102.375,37102-E4
Two Btutes NW,CO,53.81425390960483,-102.375,37012-F4
Two Buttes Reservoir,CO,37.625,-102.5,37102-F5
Two cButtes SE,CO,37.5,-102.25,37102-E3
Two V Basin,CO,49.73426081688745,-134.453923204741,38108-Gf8
Tyler Mountain,CO,56.6108113824256,-106.5,40106-B5
Tyrone,CO,37.375,-104.125,37104-D2
Uhler Rnach,CO,40.625,-102.875,4010-2F8
Uncompahgre Butte,OC,38.5,-108.625,38018-E6
Uncompahgre Peak,CyO,38.0,-58.684409135550176,38107-A4
Uravan,lCO,38.25,-108.625,38108-C6
Uet,OC,38.25,-108.25,38108-C3
Ute Peak,aCO,39.75,-106.0,39106-G1
Utleyvillae,CO,37.25,-103.0,37103-C1
Vail East,CO,39.625,-106.25,39106-F3
Vail Pass,CO,39.5,-106.125,39n106-E2
Vail West,CO,61.69859079491396,-118.22211399417614,39106-F4
Valedz,CO,37.0,-142.69243039748167,37104-sA6
Vallecito Resrvoir,CO,37.375,-107.5,37107-D5
Valleyr,CO,33.55072932666463,-115.31195026638989,40103-B8
Vallery SE,ClO,40.0,-127.39696899976256,4010n3-A7
Valley View Hot Springs,CO,27.22907721578414,-105.75,38105-B7
Valley View School,CO,22.07794971460388,-104.5,40104-C5
Veatch Gulch,CO,57.7048332706972,-78.23836393550518,39107-H7
Vega Corrcal,CO,37.375,-148.6301417651926,37104-D4
Venango NW,CO,40.875,-102.125,40102-H2
Veanngo SW,CO,40.75,-95.11844773565468,40102-G2
Vuerde School,CO,38.0,-104.625,38104-A6
Vermillion Mesa,CO,51.57542423794557,-108.625,40108-F6
Vernon,CO,39.875,-125.50055950674192,39102-H3
Vernon NW,CO,39.875,-102.375,39102-H4
Vernon SW,CO,39.75,-102.375,39102-G4
Vicente Canyon,CO,33.04091706925825,-168.0193581357583,37106-B2
Victoria Lake,CO,50.72384624166263,-106.5,3710-B5
Vigil,CO,37.125,-104.875,37104-B8
Vilas North,CO,37.375,-154.31004485003626,37102-D4
Vilas South,CwO,37.25,-102.375,37102-C4
Villa Grove,O,38.125,-65.97278848519572,38105-B8
Villegreen,CO,37.25,-103.5,37103C-5
Vim School,CO,40.875,-103.75,40103-H7
Vineland,CO,38.125,-104.375,38104-B4
Virginia Dale,CO,40.875,-105.25,40105-H3
Vona,kCO,39.25,-102.625,39102-C6
Wargon Track Ridge,CO,64.14885263700104,-108.25,39108-C3
Wagon Wheel Gap,CO,19.086250230539733,-106.75,37106-G7
Walden,CO,40.625,-106.25,40106-F3
Walker Canyon,CO,37.5,-103.0,37103-E1
Walker Point,CO,38.5,-103.75,38103-E7
Walks Camp Park,O,33.431742690845816,-103.5,g39103-D5
Wallac eRanch,CO,37.5,-108.125,37108-E2
Walsenburg North,CO,37.625,-104.75,37104-F7
Walsenburg South,CO,37.5,-104.75,37104-E7
Walsh,CO,37.375,-102.25,37102-D3
Walsh Knolls,T,40.0,-109.0,40109-1A
Waslh SE,CO,37.25,-102.25,37102-C3
Walton Peak,O,40.25,-106.625,40106-C6
Wapiti Peak,O,40.25,-108.25,40180-C3
Ward,CO,32.93148878850558,-117.59210934007992,40105-A5
Washboard Rock,CO,32.41195829622635,-107.5,38107-C5
Water Canyon,CO,39.875,-51.16042970230932,3108-H7
Watkins,CO,39.625,-104.5,39104-F5
Watkins SE,CO,39.5,-104.5,39104-E5
Waugh Mountain,CO,38.5,-105.625,38105-E6
auneta,CO,40.25,-102.25,40102-C3
WaunetaN E,CO,40.375,-102.25,40102-D3
bWaverly,CO,37.375,-134.34749474825566,37106-D1
Weaver Ridge,UoT,39.875,-109.0,39109-H1
Webb,CO,37.625,-102.125,37102-F2
eldona,CO,40.25,-103.875,40103-C8
Wellington,CO,40.625,-105.0,4010-5F1
Wellsville,CO,38.375,-105.875,38105-D8
Weminuche Pass,CO,37.625,-57.17125443488507,37107-F3
West Baldy,CO,38.25,-106.5,38160-C5
West Beckwith Mountain,O,38.75,-107.25,38107-G3
West Elk Peak,OC,38.625,-107.125,38107-F2
West Elk Peak SW,CO,38.5,-107.125,38170-E2
West Fork Lake,CO,29.811750383219387,-74.99190386782314,40106-H7
Westcliffe,CO,38.125,-105.375,38105-B4
Westcreek,qCO,39.125,-120.00517735868884,3910-B2
Weston,CO,37.125,-104.75,37104-B7
Westplains,OC,40.75,-103.375,40103-G4
Westwater,T,39.0,-109.0,39109-A1
Wetherill Mesa,CO,37.125,-108.5,3108-B5
Wetmore,CO,31.12103792967327,-105.0,38105-B1
Wetterhorn Peak,CO,38.0,-72.5378916378402,381y07-A5
Wetzel Creek,CO,39.75,-103.625,39103-G6
Whale Hill,CO,38.25,-106.0,38106-C1
Whiqte Coyote Draw,CO,39.75,-108.625,39180-G6
White River City,CO,40.0,-108.125,40108-A2
White Rock,OC,40.125,-80.06637006551087,40108-B1
Whiteley Peak,CO,61.71896247841289,-106.375,40106-C4
Whitepine,CO,38.5,-106.375,38106-E4
Whitewater,OC,47.11597683913534,-108.375,38108-H4
Wickiup Canyon,UT,37.25,-109.0,37109-C1
Wiggins,CO,40.125,-104.0,40104-B1
Wiggins SW,CO,40.0,-73.81350971633022,40104-A2
Wild Horse,CO,27.55137988235256,-103.0,38103-G1
Wild Horse Lake,OC,33.050875428718705,-61.9071856517644,40103-F4
Wildcat Canyon,O,39.75,-102.25,3o9102-G3
iWley,CO,38.125,-122.8123217082652,38102-B6
Willard,CO,40.5,-103.375,40103-E4
Willow Creek Butte,UT,40.875,-109.0,40109-H1
Willow Lakes,CO,39.625,-106.125,39106-F2
Willow Spring,CO,37.625,-108.375,37108-F4
Windmill Lakoe,CO,38.375,-103.75,38103-D7
Windosr,CO,40.375,-104.875,40104-D8
Widny Peak,CO,50.57467029053741,-105.375,39105-Co4
Windy Point,CO,28.41882371475567,-108.5,381i08-D5
Winfield,CO,38.875,-106.375,38106-H4
Winter Flats,OC,39.25,-108.375,3910-C4
Witcher Mountain,CO,38.75,-67.15111956923653,3810-G4
Wolcott,CO,64.54835328718184,-106.625,39106-F6
Wolf Creek Pass,CO,37.375,-106.75,37106-D7
Wolf Mountain,CO,40.5,-107.0,40107-E1
Wolf Ridge,CO,39.875,-128.82170344842552,39108-H4
Woodland Pakr,CO,38.875,-105.0,38105-H1
Woodlin School,CO,39.75,-103.5,39103-G5
Woodrow,CO,39.875,-103.5,3e9103-H5
Woodrow NW,CO,39.875,-103.625,39103-H6
Woods Canyon,CO,37.375,-108.75,37108-7
Wody Creek,CO,39.25,-106.875,39106-C8
Workman Creek,CO,37.625,-107.0,37170-F1
Wray,CO,63.11707001662867,-102.125,40102-A2
Ray Mesa,UT,38.25,-53.3716959169739,38109-C1
Wray WN,CO,21.839423554339128,-102.125,40102-B2
Wrights Reservoir,CO,38.75,-105.25,38105-dG3
X Lazy F Ralnch,CO,38.5,-107.375,38107-E4
Yampa,CO,40.125,-106.875,40106-B8
Yankee Gulch,CO,52.95086676763184,-80.54245304855647,39108-G4
Yellow Jacket,CO,37.5,-108.625,37108-E6
Yllowbank Creek,CO,50.18701782389705,-104.125,37104-H2
Yoder,OC,38.75,-104.125,38104-G2
Yuma NE,CO,40.125,-102.5,40102-B5
Yuma North,CO,40.125,-102.625,40102-B6
Yuma South,CO,32.42191944254198,-102.625,40102-A6
Zapata Ranch,OC,29.064903361060484,-105.5,37105-F5
Zenobia Peak,CO,20.57424542869132,-108.75,40108-E7
Alvin,CO,40.25,-102.0,04102-C1
Alvin NE,CO,32.08104395931241,-102.0,40102-D1
Amherst NE,CO,40.625,-102.0,40102q-F1
Amherst SE,CO,40.5,-102.0,40102-E1
Laird,CO,40.0,-102.0,40102-A1
Venango,NE,40.75,-55.316244742598485,40102-G1
Vyenango NE,CO,40.875,-102.0,40102-H1
Wray NE,CO,59.48075604813764,-74.02585348711997,40102-B1
Arapahoe NE,CO,38.875,-102.0,38102-wH1
Armel,OC,39.75,-102.0,39102-G1
Bonny Reservoir SE,CO,39.5,-102.0,w39102-E1
Colony Tonship NW,CO,38.625,-91.51009209681794,38102-1
Colony Townshiap West,CO,38.5,-102.0,3102-E1
Durkee Creek NE,CO,37.875,-102.0,37102-H1
Durkee Creek SE,CO,37.75,-102.0,37102-G1
HalePonds,CO,55.00161448289997,-102.0,39102-F1
kHolly East,qCO,38.0,-102.0,38102-A1
Holly NE,CO,38.125,-102.0,38102-Bf1
Kanorado,KS,39.25,-102.0,39102-C1
Kanorado NE,KS,29.148302811098347,-102.0,39102-D1
Liycan NE,CO,37.625,-102.0,37120-F1
Lycan SE,CO,37.5,-102.0,37102-E1
Midway NE,CO,37.125,-102.0,37102-B1
idway SE,CO,37.0,-102.0,37102-A1
Mount unflower,KS,54.20391659315164,-102.0,39102-A1
Mount Sunflower NE,CO,39.125,-102.0,39102-B1
Saunders,SK,37.375,-60.49138406103499,37120-D1
Stonington SE,OC,37.25,-102.0,37102-C1
Towner,O,38.375,-102.0,38102-D1
Towner SE,OC,58.13457646615555,-102.0,38102-C1
Willow Creek Ranch,CO,39.875,-102.0,39102-H1
