X,Y,PermitNumber,EffectiveDate,ExpirationDate,PermitStatus,RecordType,PlantClass,ResponsibleParty,FacilityName,PermitDescription,StreetAddress,City,State,ZIP,Longitude,Latitude,PermitType,PermitSubtype,PermitCategory,ObjectId
-85.84738891,38.13225064,O-0981,2022/05/31 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,DON EMBRY BODY SHOP,DON EMBRY BODY SHOP INC,"Body Shop: One Group I paint booth, make Complete Systems, model NorAM M3, equipped with drying oven, dry filters, and related spray equipment.",4809 HILLVIEW DR  ,LOUISVILLE,KY,40258,-85.84738891,38.13225064,Industrial,Operating,Permit,922
-85.65180771,38.25548491,O-0988,2014/05/07 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,JIM'S BODY SHOP,JIM'S BODY SHOP,Auto body shop,141 ST MATTHEWS AVE  ,ST MATTHEWS,KY,40207,-85.65180771,38.25548491,Industrial,Operating,Permit,923
-85.66763044,38.19156557,O-0989,2017/05/16 00:00:00+00,2022/05/31 00:00:00+00,Closed,Industrial Operating Permit,Title V,"Sam Meyers, Inc.",Sam Meyers,"Dry cleaning plant for formal wear rental company.  Uses percholorethylene for cleaning laundry.    Plantwide process description:  Sam Meyers is a dry cleaning facility    Plantwide equipment description:  (1) Dry-to-dry machine, 80-lb, non-perc, (1) Dry-to-dry machine, 95-lb, (1) Dry-to-dry machine, 90-lb, (1) boiler",3400 BASHFORD AVENUE CT  ,WEST BUECHEL,KY,40218,-85.66763044,38.19156557,Industrial,Operating,Permit,924
-85.85903113,38.14467004,O-0990,2014/12/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,RODGER'S BODY SHOP,RODGER'S BODY SHOP,Automobile collision repair,5505 GREENWOOD RD  ,LOUISVILLE,KY,40258,-85.85903113,38.14467004,Industrial,Operating,Permit,925
-85.60706547,38.26170229,O-0991,2014/01/07 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,SHELBURNE'S BODY SHOP,SHELBURNE'S BODY SHOP,Automobile repair facility,730 LYNDON LN  ,LYNDON,KY,40222,-85.60706547,38.26170229,Industrial,Operating,Permit,926
-85.75850782,38.17811922,O-0992,,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP with STAR,Closed,992 LOGOS UNLIMITED,Printer.  Steve Holley field verified that company is closed. (8/13/13),4726 ALLMOND AVE  ,LOUISVILLE,KY,40209,-85.75850782,38.17811922,Industrial,Operating,Permit,927
-85.65059294,38.19452962,O-0993,2021/08/23 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,TRUE2FORM COLLISION REPAIR CENTERS,Gerber Collision & Glass - Bardstown Rd.,Auto body shop,3933 BARDSTOWN RD  ,LOUISVILLE,KY,40218,-85.65059294,38.19452962,Industrial,Operating,Permit,928
-85.64380376,38.18927782,O-0994,2022/04/14 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"BOB HOOK CHEVROLET, INC.","BOB HOOK CHEVROLET, INC.",Auto body shop,4144 BARDSTOWN RD  ,LOUISVILLE,KY,40218,-85.64380376,38.18927782,Industrial,Operating,Permit,929
-85.75890314,38.24498102,O-0996,2013/12/16 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,BROWN BROS CADILLAC INC,BROWN BROS CADILLAC INC,"Bodyshop; closed 02/15/2021",728 S 4TH ST  ,LOUISVILLE,KY,40202,-85.75890314,38.24498102,Industrial,Operating,Permit,930
-85.80905361,38.18952064,O-0997,2019/06/04 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,BYERLY FORD-NISSAN INC,BYERLY FORD-NISSAN INC,Auto body shop,4041 DIXIE HWY  ,SHIVELY,KY,40216,-85.80905361,38.18952064,Industrial,Operating,Permit,931
-85.76000186,38.24387235,O-0998,2014/02/21 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,DOWNTOWN FORD INC,Downtown Ford,"Plantwide process description:  Downtown Ford is a car dealership with a refinishing operation    Plantwide equipment description:  (2) Paint booth, (1) gun cleaner, spray equipment",809 S 5TH ST  ,LOUISVILLE,KY,40203,-85.76000186,38.24387235,Industrial,Operating,Permit,932
-85.55528633,38.19455179,O-0999,2017/01/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"GLASER ENTERPRISES, INC",Glaser's Collision of Jeffersontown,Automobile bodywork repair,10820 PENION DR  ,JEFFERSONTOWN,KY,40299,-85.55528633,38.19455179,Industrial,Operating,Permit,933
-85.72197905,38.19545471,O-1000,2015/09/08 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,KAVANAUGH'S PAINT AND BODY SHO,KAVANAUGH'S PAINT AND BODY SHOP,Body shop,1376 BELMAR DR  ,LOUISVILLE,KY,40213,-85.72197905,38.19545471,Industrial,Operating,Permit,934
-85.68826571,38.17705072,O-1001,2017/03/06 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,JIM BROWN AUTO SALES,JIM BROWN AUTO SALES,Facility no longer operates a body shop or paint booth (DM 82421 and 82422),4719 POPLAR LEVEL RD  ,WATTERSON PARK,KY,40213,-85.68826571,38.17705072,Industrial,Operating,Permit,935
-85.57275969,38.21619986,O-1003,2016/05/02 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,Louisville Collision Center,Louisville Collision Center,Auto body repair shop,2000 PLANTSIDE DR  ,JEFFERSONTOWN,KY,40299,-85.57275969,38.21619986,Industrial,Operating,Permit,936
-85.81671836,38.21767363,O-1004,2014/05/01 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,SENN'S BODY & PAINT SHOP INC,Senn's Body & Paint Shop,"Plantwide process description:  Senn's Body Shop, Inc. is an automotive collision repair facility    Plantwide equipment description:  (2) Paint booth, (1) gun cleaner, (1) prep station",3700 CANE RUN RD  ,LOUISVILLE,KY,40211,-85.81671836,38.21767363,Industrial,Operating,Permit,937
-85.65193106,38.15761557,O-1005,2015/07/15 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,AUTO BODY OF LOUISVILLE INC,AUTO BODY OF LOUISVILLE INC,Auto maintenance & repair,6300 FERN VALLEY PASS  ,LOUISVILLE,KY,40228,-85.65193106,38.15761557,Industrial,Operating,Permit,938
-85.70488331,38.19249644,O-1006,2016/06/28 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,"Auto/Truck & Fiberglass of Louisville, Inc.",Auto/Truck & Fiberglass of Louisville,"Group I and Group II Vehicle Refinishing: Fiberglass repair area and two Spray Booths with dryer; and related spraying equipment",1201 HODEL RD  ,WATTERSON PARK,KY,40213,-85.70488331,38.19249644,Industrial,Operating,Permit,939
-85.69920516,38.15860137,O-1008,2017/01/06 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,Commonwealth Dodge LLC,Body Shop,"Commonwealth Dodge LLC closed their Body Shop on 9-6-2017            Group I automobile refinishing operation consisting of: one (1) Unicure Model 1003 downdraft spray booth with dry filters; one (1) Unicure Model 810 prep station with dry filters; one (1) Crystal Kleen Model 1681 gun cleaner; and related spraying equipment",6408 PRESTON HWY  ,LOUISVILLE,KY,40219,-85.69920516,38.15860137,Industrial,Operating,Permit,940
-85.69163737,38.22452852,O-1009,2016/12/09 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"Conn's Body Shop, Inc.","Conn's Body Shop, Inc.",Automobile body shop,2247 BARDSTOWN RD  ,LOUISVILLE,KY,40205,-85.69163737,38.22452852,Industrial,Operating,Permit,941
-85.64978029,38.19407361,O-1012,2021/01/13 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"Hall's Collision Center, Inc.","Hall's Collision Center, Inc.",Auto body shop,3947 BARDSTOWN RD  ,LOUISVILLE,KY,40218,-85.64978029,38.19407361,Industrial,Operating,Permit,942
-85.74621741,38.24482905,O-1013,2017/01/31 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,LOUISVILLE FRAME & FENDER,LOUISVILLE FRAME & FENDER,Auto Body Repair and Painting,430 E BROADWAY  ,LOUISVILLE,KY,40202,-85.74621741,38.24482905,Industrial,Operating,Permit,943
-85.70008809,38.16404658,O-1015,2017/01/11 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"Town & Country Ford, LLC","Town & Country Ford, LLC",Automobile dealer body shop,6015 PRESTON HWY  ,LOUISVILLE,KY,40219,-85.70008809,38.16404658,Industrial,Operating,Permit,944
-85.72643843,38.25972566,O-1016,2015/07/27 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,TUCKER'S AUTO BODY REPAIR,TUCKER'S AUTO BODY REPAIR,Auto Body Repair,243 ADAMS ST  ,LOUISVILLE,KY,40206,-85.72643843,38.25972566,Industrial,Operating,Permit,945
-85.82820263,38.17698048,O-1017,2014/07/12 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,Superior Van & Mobility LLC,Disability Van Conversion,Superior Van & Mobility moved from this location to 1506 Lake Shore Court 40223 in early February 2017 and no longer paint at the new location. ( APCD-00092037),4734 ROCKFORD PLZ  ,SHIVELY,KY,40216,-85.82820263,38.17698048,Industrial,Operating,Permit,946
-85.70655496,38.16983149,O-1021,2017/01/19 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,Montgomery Chevrolet,Montgomery Chevrolet,Automobile dealer body shop,5325 PRESTON HWY  ,LOUISVILLE,KY,40213,-85.70655496,38.16983149,Industrial,Operating,Permit,947
-85.68961049,38.14813742,O-1023,2022/03/29 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"Deltech Industries, Inc.","Deltech Industries, Inc.",Conveyor Manufacture,3910 OAKLAWN DR  ,LOUISVILLE,KY,40219,-85.68961049,38.14813742,Industrial,Operating,Permit,948
-85.75748586,38.23988836,O-1024,2014/06/06 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,Jim Mayden Body Shop,Jim Mayden Body Shop,Company closed 03/31/21 (via email).,953 S 3RD ST  ,LOUISVILLE,KY,40203,-85.75748586,38.23988836,Industrial,Operating,Permit,949
-85.72073201,38.19526715,O-1025,2004/03/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,1025 LAMBERT'S PAINT & BODY SHOP,"One (1) Group I automotive refinishing operation consisting of: one (1) Versatile Model VSS400 downdraft spray booth; one (1) Herkules Model GWR gun cleaner; and related spraying equipment. company closed.",1400 BELMAR DR  ,LOUISVILLE,KY,40213,-85.72073201,38.19526715,Industrial,Operating,Permit,950
-85.85723458,38.11827562,O-1026,2016/08/12 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,TIM'S BODY SHOP,TIM'S BODY SHOP,Auto Body Shop,9407 DIXIE HWY  ,LOUISVILLE,KY,40272,-85.85723458,38.11827562,Industrial,Operating,Permit,951
-85.76358711,38.25712183,O-1027,2017/06/07 00:00:00+00,2022/06/07 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,HILLERICH AND BRADSBY CO.,HILLERICH AND BRADSBY CO.,"Baseball Bat Manufacturer:  EU U1, Woodworking            EP E1, P  articulate conveyance system collecting material from 11 wood lathes for cutting baseball bats, 1 C&C machine, 3 sanding stations & one wood burning operation for burning a label onto each bat, controlled by C1,   particulate collection system                       EU U2, Coating          EP E2ai – E2aiii, Three Staining Dip Tanks          EP E2bi – E2bii, Two ½ Dip Lines          EP E2ci – E2ciii, Three full Dip Lines          EP E2d, One “Fish Hook” Dip Line           EP E2e, One Filler Dip Line          EP E3, One Mini Bat Dip Line          EP E4a – E4d, Four Spray Booths, Global Finishing Solutions, controlled by filters                                  EU U3, Printing          EP E5a – E5d, Four pad printing logo machines          EP E6, Silk screen printing logo machine                         EU U4, Boilers                  EP E7 – E8,      Two natural gas boilers, 4.1 MMBtu/hr                                EU U5, Parts Washers         EP E9 – E10, Two parts washers without secondary reservoirs",800 W MAIN ST  ,LOUISVILLE,KY,40202,-85.76358711,38.25712183,Industrial,Operating,Permit,952
-85.73389332,38.22596094,O-1029,2004/04/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,1029 BUD OSER BODY SHOP,Automobile repair facility.    Company closed,1130 GOSS AVE  ,LOUISVILLE,KY,40217,-85.73389332,38.22596094,Industrial,Operating,Permit,953
-85.69027184,38.20018669,O-1031,2016/10/07 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,CROSS PONTIAC-AMC-JEEP-RENAULT,CROSS PONTIAC-AMC-JEEP-RENAULT,"Removed body shop 9/1/2019.
One Group I automobile refinishing operation consisting of one Blowtherm Model 86A9348 downdraft spray/cure booth with dry filters: two Safety Kleen Model 1107 gun cleaners and related spraying equipment. Three cold solvent parts washers each equipped with a secondary reservoir.",1501 GARDINER LN  ,WATTERSON PARK,KY,40218,-85.69027184,38.20018669,Industrial,Operating,Permit,954
-85.79553494,38.25252568,O-1034,2022/03/18 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,AL HANSEN PAINT & METAL SHOP,AL HANSEN PAINT & METAL SHOP,Auto body shop,2620 W CHESTNUT ST  ,LOUISVILLE,KY,40211,-85.79553494,38.25252568,Industrial,Operating,Permit,955
-85.81445135,38.10347304,O-1035,2004/04/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,1035 J & J BODY SHOP,Automobile repair body shop. Richard Heil field verified that the company is closed on 2/17/2012.,2719 BLEVINS GAP RD  ,LOUISVILLE,KY,40272,-85.81445135,38.10347304,Industrial,Operating,Permit,956
-85.51511335,38.2566671,O-1036,2022/01/28 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"LRC MOTORCARS, INC.","LRC MOTORCARS, INC.",Automobile repair/body shop,808 N ENGLISH STATION RD  ,MIDDLETOWN,KY,40223,-85.51511335,38.2566671,Industrial,Operating,Permit,957
-85.57943162,38.26810549,O-1037,2020/10/28 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"Parsons Body Shop, Inc.","Parsons Body Shop, Inc.",Automobile repair body shop,9337 NEW LA GRANGE RD  ,LYNDON,KY,40242,-85.57943162,38.26810549,Industrial,Operating,Permit,958
-85.78386463,38.17929785,O-1038,2014/05/02 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"SAMUELS PAINT AND BODY SHOP, INC.","SAMUELS PAINT AND BODY SHOP, INC.",Body shop,4200 TAYLOR BLVD  ,LOUISVILLE,KY,40215,-85.78386463,38.17929785,Industrial,Operating,Permit,959
-85.76485853,38.15327278,O-1040,2022/01/28 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"GLASER ENTERPRISES, INC",Glaser's Collision Center,Automobile repair body shop,7105 SOUTHSIDE DR  ,LOUISVILLE,KY,40214,-85.76485853,38.15327278,Industrial,Operating,Permit,960
-85.83692218,38.15252205,O-1042,2015/01/27 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,"SWOPE AUTO COMPANY, LLC",Automobile dealer with repair body shop.,Closed Dec. 2015,6770 DIXIE HWY  ,LOUISVILLE,KY,40258,-85.83692218,38.15252205,Industrial,Operating,Permit,961
-85.73715405,38.25714185,O-1045,,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP with STAR,Closed,"1045 ADVANCE READY MIX CONCRETE, INC.","Concrete batch plant, on hold until board order approved",161 N SHELBY ST  ,LOUISVILLE,KY,40202,-85.73715405,38.25714185,Industrial,Operating,Permit,962
-85.79691743,38.19639245,O-1048,2017/02/15 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,COMMONWEALTH SIGN,COMMONWEALTH SIGN,"Sign maker (paint booth)
Viking spray booth, model number TSB 26-14-9, with a rated capacity of 13020 cfm, with associated Mattsom atomiser IQ system B HVLP guns and Astro gun washer.    Viking spray booth, model number TSB-26-14-9, using HVLP spray guns.",1824 BERRY BLVD  ,LOUISVILLE,KY,40215,-85.79691743,38.19639245,Industrial,Operating,Permit,963
-85.56362956,38.20748473,O-1050,2015/01/08 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,FURMANITE AMERICA,FURMANITE AMERICA,Abrasive Blasting,2601 GRASSLAND DR  ,JEFFERSONTOWN,KY,40299,-85.56362956,38.20748473,Industrial,Operating,Permit,964
-85.56728496,38.21959483,O-1052,2019/07/17 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,ABB Inc. Louisville Service Center,ABB Inc.,"Permit 446-07-O: EFF 10/30/2006; EXP 10/31/2011 - One (1) paint booth, make Binks, for application of aerosol paint to circuit boards, and one (1) cleaner booth, make M.P. Odell Company, model #16 Cleaner, for cleaning circuit boards.    Construction Permit 198-09-C: One (1) Spray paint booth for surface coating of circuit boards and cases using aerosol cans. Global Finishing Solutions, Model IFP-5.",240 PRODUCTION CT  ,JEFFERSONTOWN,KY,40299,-85.56728496,38.21959483,Industrial,Operating,Permit,965
-85.71011134,38.25341139,O-1054,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"HEINE BROTHERS' COFFEE, INC",Roasted Coffee Production,,2014 NEW MAIN ST  ,LOUISVILLE,KY,40206,-85.71011134,38.25341139,Industrial,Operating,Permit,966
-85.8089866,38.23462325,O-1056,2014/11/10 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,RAMCO LEASING,RAMCO,,3212 WOODLAND AVE  ,LOUISVILLE,KY,40211,-85.8089866,38.23462325,Industrial,Operating,Permit,967
-85.70175914,38.18972581,O-1058,2016/05/23 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,INTERIOR SYSTEMS MANUFACTURING,INTERIOR SYSTEMS MANUFACTURING,"Painting Wood Cabinets: Binks model # FA-8-8-T paint booth for the application of lacquer, sealers, stains and paints to wood cabinets.",4514 ILLINOIS AVE  ,LOUISVILLE,KY,40213,-85.70175914,38.18972581,Industrial,Operating,Permit,968
-85.70179481,38.18841926,O-1059,2014/05/01 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,AUTO COLLISION CENTER,Auto Collision Center by Senn's,"Plantwide process description:  Auto Collision Center By Senn's, LLC. is an automotive collision repair facility    Plantwide equipment description:  (2) Paint booth, (1) gun cleaner, (1) prep station",4505 POPLAR LEVEL RD  ,LOUISVILLE,KY,40213,-85.70179481,38.18841926,Industrial,Operating,Permit,969
-85.80268943,38.21542028,O-1060,2015/07/24 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"AUTOBODY & FRAME, INC.","AUTOBODY & FRAME, INC.",Auto body shop,2343 MILLERS LN  ,LOUISVILLE,KY,40216,-85.80268943,38.21542028,Industrial,Operating,Permit,970
-85.63946487,38.18517474,O-1061,2020/11/04 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,BILL COLLINS FORD,BILL COLLINS FORD,Automotive refinishing operation,4220 BARDSTOWN RD  ,LOUISVILLE,KY,40218,-85.63946487,38.18517474,Industrial,Operating,Permit,971
-85.75070261,38.12854657,O-1063,2001/07/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"1063 BRUCE'S PAINT & BODY SHOP, INC","One (1) group I automobile refinishing operation consisting of:one (1) site-constructed spray room with dry filtered exhaust, one (1) Power Mite Super Flo gun washer, and related spraying equipment. Company closed 8/18/2003.",8304 NATIONAL TPKE  ,LOUISVILLE,KY,40214,-85.75070261,38.12854657,Industrial,Operating,Permit,972
-85.69175771,38.18829121,O-1065,2015/08/08 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,JS Collision,JS Collision,Auto body shop,4609 ASTOR RD  ,LOUISVILLE,KY,40218,-85.69175771,38.18829121,Industrial,Operating,Permit,973
-85.69757934,38.15328554,O-1066,2006/10/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,1066 FERN VALLEY BODY SHOP INC.,Automobile repair body shop. Closed see inspection 1611133 (DM# 34977),1126 W FERN VALLEY RD  ,LOUISVILLE,KY,40219,-85.69757934,38.15328554,Industrial,Operating,Permit,974
-85.5396456,38.2989239,O-1067,2020/08/25 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"JHCC Holdings, LLC",JHCC Springhurst,"One (1) Group I automobile refinishing operation consisting of: 1 Spray Booth America Global model downdraft spray booth with dry filters & drying oven; 1 Global model downdraft spray booth & drying oven; and related spray equipment.",11400 WESTPORT RD 101 ,LOUISVILLE,KY,40241,-85.5396456,38.2989239,Industrial,Operating,Permit,975
-85.7499292,38.19459618,O-1069,2007/08/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,,1069 JIM BERRY COLLISION CENTER,CLOSED - Shop burned down 9/4/2012.  Automobile repair body shop.,508 DAKOTA ST  ,LOUISVILLE,KY,40209,-85.7499292,38.19459618,Industrial,Operating,Permit,976
-85.81422901,38.18252934,O-1071,2015/05/26 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,JIM VINCENT BODY SHOP,JIM VINCENT BODY SHOP,Auto body shop,4411 DIXIE HWY  ,SHIVELY,KY,40216,-85.81422901,38.18252934,Industrial,Operating,Permit,977
-85.74831446,38.11457816,O-1073,2003/10/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,KUSTOM KOLORS OF LOUISVILLE,KUSTOM KOLORS OF LOUISVILLE,"Automobile painting body shop
Permits suspended; fees unpaid
Business closed (Google image, May 2019)",9210 NATIONAL TPKE  ,LOUISVILLE,KY,40118,-85.74831446,38.11457816,Industrial,Operating,Permit,978
-85.65841185,38.15849357,O-1074,2003/07/31 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"LAWSON'S IMPORT BODY WORKS, IN","LAWSON'S IMPORT BODY WORKS, INC.",Automobile repair body shop,6217 SHEPHERDSVILLE RD  ,LOUISVILLE,KY,40228,-85.65841185,38.15849357,Industrial,Operating,Permit,979
-85.6922378,38.18598391,O-1075,2015/01/26 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,LOUIE'S BODY SHOP,LOUIE'S BODY SHOP,Auto body shop,4636 PINEWOOD RD  ,LOUISVILLE,KY,40218,-85.6922378,38.18598391,Industrial,Operating,Permit,980
-85.82789085,38.17022956,O-1081,2014/05/08 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,NEIL HUFFMAN VOLKSWAGEN INCORPORATED,NEIL HUFFMAN VOLKSWAGEN INC.,Bodyshop,4926 DIXIE HWY  ,LOUISVILLE,KY,40216,-85.82789085,38.17022956,Industrial,Operating,Permit,981
-85.74978529,38.19422023,O-1082,2017/02/23 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"D.J. Leasing, LLC (Vehicle Collision Services)","Bluegrass Collision, owned by Sternberg","Automobile repair body shop; was D.J. Leasing, LLC (Vehicle Collision Services) (they moved in Nov. 2021)",511 HURON AVE  ,LOUISVILLE,KY,40209,-85.74978529,38.19422023,Industrial,Operating,Permit,982
-85.74140437,38.24461706,O-1085,2007/07/31 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,QUALITY AUTO PAINTING,QUALITY AUTO PAINTING,Auto body shop,700 E BROADWAY  ,LOUISVILLE,KY,40202,-85.74140437,38.24461706,Industrial,Operating,Permit,983
-85.72718706,38.14486303,O-1088,2006/10/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,1088 S & B ENTERPRISES,Company closed  - 04/16/14 (DM 64124)    Automobile service,4642 MELTON AVE  ,LOUISVILLE,KY,40213,-85.72718706,38.14486303,Industrial,Operating,Permit,984
-85.74011311,38.2381428,O-1089,2004/10/31 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,DAVID L'S,DAVID L'S,"Auto Body Shop
Previous permit 366-07-O: EFF 10/31/2004; EXP 10/31/2014 - One Group I automotive refinishing operation consisting of: one site-constructed updraft spray booth with dry filters and related spraying equipment.",943 S SHELBY ST  ,LOUISVILLE,KY,40203,-85.74011311,38.2381428,Industrial,Operating,Permit,985
-85.76532393,38.19935235,O-1090,2004/01/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,SONNY'S COLLISION CENTER,Automobile repair body shop.,"1/5/18 Steve Gravatte visited site and determined it was closed.    Permits suspended; 2015 fees unpaid",3904 S 3RD ST  ,LOUISVILLE,KY,40214,-85.76532393,38.19935235,Industrial,Operating,Permit,986
-85.80433099,38.19460237,O-1091,2016/10/06 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,SONNY MOTORS BODY SHOP,SONNY MOTORS BODY SHOP,Body Shop,3902 7TH STREET RD  ,SHIVELY,KY,40216,-85.80433099,38.19460237,Industrial,Operating,Permit,987
-85.67256822,38.19142778,O-1095,,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP with STAR,Closed,1095 MANHEIM KENTUCKY,"Automobile refinishing operation.  See inspection 1562653, company closed.",3515 NEWBURG RD  ,WEST BUECHEL,KY,40218,-85.67256822,38.19142778,Industrial,Operating,Permit,988
-85.75903331,38.2565472,O-1098,,,Closed,Industrial Operating Permit,Minor Source,Closed,1098 Hurt Printing / Copy Boy,"One (1) Heidelberg PM-D1 4-color sheet fed lithography press. 10,000 sheets per hour. Company closed 10/2007.",518 W MAIN ST  ,LOUISVILLE,KY,40202,-85.75903331,38.2565472,Industrial,Operating,Permit,989
-85.89404885,38.16466074,O-1099,2009/04/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,GK-L ACQUISITIONS,Coating Operation,"Permit 29201-12-O: EFF 4/30/2009    One coating line, dry powder, consisting of a Thermal Innovations custom washer, pretreatment system and dry-off oven: a Nordson powder coating booth and a Thermal Innovations custom cure oven with one associated sludge dryer, JWI Model No. 120G. The system electrostatically applies a polyester powder and is controlled by a powder recovery system.    One (1) Donaldson Torit 3000 baghouse for collecting emissions from the thermal diffusion coating process and One (1) thermal diffusion coating process used for coating small parts",7601 PORT RD  ,LOUISVILLE,KY,40258,-85.89404885,38.16466074,Industrial,Operating,Permit,990
-85.57957441,38.2046129,O-1102,2016/09/19 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,DRYCLEAN AMERICA,Dry Cleaner,"Permit 25517-11-O: EFF 1/31/2009; EXP 1/31/2014 - One (1) Union Refrigerated dry-to-dry machine Model L-352, thirty-five pounds (35#) capacity, serial number 35M4728 installed 05 Jan 1995.    Plantwide process description:  Dryclean America is a dry cleaning facility    Plantwide equipment description:  (1) Dry-to-dry machine, 35-lb",9604 TAYLORSVILLE RD  ,JEFFERSONTOWN,KY,40299,-85.57957441,38.2046129,Industrial,Operating,Permit,991
-85.55617448,38.21326504,O-1106,2015/06/25 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,USA IMAGE TECHNOLOGIES INC,USA Image Technology,"Permit 26523-12-O/C: EFF 3/31/2010 - Two (2) Piezo inkjet printer manufactured by Vutek, model number 5300 Two (2) Piezo inkjet printer manufactured by Vutek, model number 5330. Three inkjet printers: One (1) Vutek Model 5300; Two (2) EFI/Vutek Model 5330 EC.",2109 WATTERSON TRL  ,JEFFERSONTOWN,KY,40299,-85.55617448,38.21326504,Industrial,Operating,Permit,992
-85.55734022,38.20658877,O-1109,2004/03/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"1109 JD'S CUSTOM CABINETS, INC.",Company closed    Cabinet maker.,2541 RIDGEMAR CT  ,JEFFERSONTOWN,KY,40299,-85.55734022,38.20658877,Industrial,Operating,Permit,993
-85.79132271,38.2274091,O-1121,2020/08/31 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,Coronet Cleaners Inc (Paxton Cleaners),Coronet Cleaners Inc (Paxton Cleaners),Dry Cleaning,1600 DIXIE HWY  ,LOUISVILLE,KY,40210,-85.79132271,38.2274091,Industrial,Operating,Permit,994
-85.51359808,38.24346822,O-1124,2011/11/01 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,CONCORD CUSTOM CLEANERS,Dry cleaners,"Location closed May 16, 2015",12919 SHELBYVILLE RD  ,MIDDLETOWN,KY,40243,-85.51359808,38.24346822,Industrial,Operating,Permit,995
