characteristic,sex,raceethnicity,familystructure,yearvalue(long),percentage,marginoferror
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",Father only,2339,2.7%,1.4%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",Father only,1175,2.7%,1.3%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",Father only,2011,1.5%,1%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",Father only,2012,1.9%,1.1%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",Father only,2013,2.5%,1.2%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2001,4.1%,0.3%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2002,4.1%,0.3%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2422,3.4%,1.6%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2004,2.8%,1.4%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2005,2.3%,1.3%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2979,2.6%,1.4%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2007,1.9%,1.2%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2008,2.8%,1.4%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2085,1.7%,1.1%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2010,1.9%,1.1%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2011,1.9%,1.1%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2012,2.4%,1.2%
"Asian-alone, non-Hispanic",Female,"Asian-alone, non-Hispanic",No parent,2993,1.9%,1.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,1810,4.1%,0.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,1248,4.1%,0.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2003,4.1%,0.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2004,4.1%,0.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2005,4.1%,0.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2006,4.1%,0.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2007,61.5%,4.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2431,61.4%,4.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2009,60.7%,4.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2010,63.2%,4%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2011,61.1%,3.7%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,2012,62.4%,3.6%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two parents,1887,58.6%,3.6%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2217,60%,7.2%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2002,50.5%,7.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2003,58.9%,4.5%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2107,57.1%,4.5%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2005,58.1%,4.5%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2006,54.1%,4.4%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2007,56.5%,4.4%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2008,55.7%,4.4%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2009,56.1%,4.2%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2010,57.5%,4.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2011,54.6%,3.7%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2012,55.8%,3.7%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Two married parents,2013,53.6%,3.7%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2001,25.9%,6.5%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2002,34.1%,6.7%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2003,28.2%,4.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2004,28.9%,4.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2005,29.2%,4.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2006,31.7%,4.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2007,28.6%,4%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2008,27.3%,3.9%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2009,28.9%,3.8%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,1151,26.9%,3.7%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,1811,28.7%,3.4%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2012,27.8%,3.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Mother only,2013,31.1%,3.4%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2001,7.6%,3.9%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2002,8.1%,3.9%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2003,6.5%,2.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2004,8%,2.4%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2005,7.1%,2.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,1290,7.5%,2.3%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2007,4.2%,1.8%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2008,4.8%,1.9%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2009,3.5%,1.5%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2010,3.3%,1.5%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2011,3.6%,1.4%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,2012,5.1%,1.6%
"All other, non-Hispanic",Male,"All other, non-Hispanic",Father only,1830,5.4%,1.7%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,1436,6.4%,3.6%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2358,7.2%,3.7%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2003,6.3%,2.2%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2004,5.9%,2.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2005,5.7%,2.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2006,6.7%,2.2%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,1615,5.7%,2%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2008,6.5%,2.2%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2009,6.8%,2.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2010,6.6%,2.1%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2011,6.6%,1.9%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2012,4.7%,1.6%
"All other, non-Hispanic",Male,"All other, non-Hispanic",No parent,2063,4.8%,1.6%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2567,4.1%,0.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2002,4.1%,0.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2003,4.1%,0.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2677,4.1%,0.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2005,4.1%,0.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,1682,4.1%,0.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,1537,57.2%,4.4%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2008,61.5%,4.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2009,61.7%,4.2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2010,61.5%,4.1%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2993,61%,3.7%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2012,58%,3.7%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two parents,2013,59.3%,3.7%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2518,53.9%,8.2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,1644,48.8%,7.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,1233,57.5%,4.6%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2004,55.8%,4.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2005,57.2%,4.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2006,54.3%,4.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2007,52.2%,4.4%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2810,56.3%,4.4%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2009,56.1%,4.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2010,55%,4.2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2011,53.1%,3.8%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2012,53.1%,3.8%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Two married parents,2013,54%,3.7%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2070,30.9%,7.6%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2002,35.3%,7.1%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2003,30.7%,4.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2992,32.9%,4.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2005,30.5%,4.2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,1418,33%,4.2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2007,32.3%,4.2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2008,30.3%,4%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2009,28.1%,3.9%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2010,29.2%,3.9%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,2011,28.9%,3.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,1339,30.1%,3.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Mother only,1443,31.2%,3.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2001,5.3%,3.7%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2002,6.6%,3.7%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2003,6.6%,2.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,3026,5.7%,2.1%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2005,5.4%,2.1%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2006,6.7%,2.2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2007,4.1%,1.8%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2859,2.8%,1.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2009,3%,1.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2010,3.2%,1.5%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2011,3.5%,1.4%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,1166,5.5%,1.7%
"All other, non-Hispanic",Female,"All other, non-Hispanic",Father only,2013,4.9%,1.6%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,1771,9.9%,4.9%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2002,9.4%,4.4%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2003,5.2%,2.1%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2004,5.7%,2.1%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,1328,6.9%,2.3%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2006,6%,2.1%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2007,6.4%,2.2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,1457,5.4%,2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2009,7.1%,2.2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2010,6%,2%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2011,6.6%,1.9%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2012,6.5%,1.9%
"All other, non-Hispanic",Female,"All other, non-Hispanic",No parent,2013,4.6%,1.6%
Hispanic,Male,Hispanic,Two parents,2001,4.1%,0.3%
Hispanic,Male,Hispanic,Two parents,1617,4.1%,0.3%
Hispanic,Male,Hispanic,Two parents,2003,4.1%,0.3%
Hispanic,Male,Hispanic,Two parents,2004,4.1%,0.3%
Hispanic,Male,Hispanic,Two parents,2005,4.1%,0.3%
Hispanic,Male,Hispanic,Two parents,2006,4.1%,0.3%
Hispanic,Male,Hispanic,Two parents,2706,69.8%,1.7%
Hispanic,Male,Hispanic,Two parents,2008,70%,1.6%
Hispanic,Male,Hispanic,Two parents,2009,69.3%,1.6%
Hispanic,Male,Hispanic,Two parents,2010,66.9%,1.6%
Hispanic,Male,Hispanic,Two parents,2011,66.4%,1.6%
Hispanic,Male,Hispanic,Two parents,2012,65.9%,1.6%
Hispanic,Male,Hispanic,Two parents,1398,65.4%,1.6%
Hispanic,Male,Hispanic,Two married parents,1805,65.4%,1.9%
Hispanic,Male,Hispanic,Two married parents,2002,64.5%,1.9%
Hispanic,Male,Hispanic,Two married parents,2003,63.8%,1.9%
Hispanic,Male,Hispanic,Two married parents,2004,64.9%,1.8%
Hispanic,Male,Hispanic,Two married parents,2005,64.9%,1.8%
Hispanic,Male,Hispanic,Two married parents,1718,66.2%,1.8%
Hispanic,Male,Hispanic,Two married parents,2007,65.6%,1.7%
Hispanic,Male,Hispanic,Two married parents,2008,64.5%,1.7%
Hispanic,Male,Hispanic,Two married parents,2009,64.5%,1.7%
Hispanic,Male,Hispanic,Two married parents,2010,60.6%,1.7%
Hispanic,Male,Hispanic,Two married parents,1564,59.2%,1.7%
Hispanic,Male,Hispanic,Two married parents,2012,59.1%,1.7%
Hispanic,Male,Hispanic,Two married parents,1487,58.3%,1.7%
Hispanic,Male,Hispanic,Mother only,2001,23.6%,1.7%
Hispanic,Male,Hispanic,Mother only,1568,24.4%,1.7%
Hispanic,Male,Hispanic,Mother only,2003,25.1%,1.7%
Hispanic,Male,Hispanic,Mother only,2004,24.5%,1.6%
Hispanic,Male,Hispanic,Mother only,2005,24.9%,1.6%
Hispanic,Male,Hispanic,Mother only,2006,24.4%,1.6%
Hispanic,Male,Hispanic,Mother only,2007,24.3%,1.6%
Hispanic,Male,Hispanic,Mother only,2630,23.7%,1.5%
Hispanic,Male,Hispanic,Mother only,2009,24.1%,1.5%
Hispanic,Male,Hispanic,Mother only,2918,26%,1.5%
Hispanic,Male,Hispanic,Mother only,2288,26.9%,1.5%
Hispanic,Male,Hispanic,Mother only,2012,27.8%,1.5%
Hispanic,Male,Hispanic,Mother only,2013,27.3%,1.5%
Hispanic,Male,Hispanic,Father only,2001,5.2%,0.9%
Hispanic,Male,Hispanic,Father only,2930,5.5%,0.9%
Hispanic,Male,Hispanic,Father only,2003,5.7%,0.9%
Hispanic,Male,Hispanic,Father only,2004,5.4%,0.9%
Hispanic,Male,Hispanic,Father only,2610,4.9%,0.8%
Hispanic,Male,Hispanic,Father only,2006,4%,0.7%
Hispanic,Male,Hispanic,Father only,1188,2.3%,0.5%
Hispanic,Male,Hispanic,Father only,2008,2.5%,0.6%
Hispanic,Male,Hispanic,Father only,2009,2.9%,0.6%
Hispanic,Male,Hispanic,Father only,2010,3.3%,0.6%
Hispanic,Male,Hispanic,Father only,1671,2.9%,0.6%
Hispanic,Male,Hispanic,Father only,2012,3.3%,0.6%
Hispanic,Male,Hispanic,Father only,2013,3.2%,0.6%
Hispanic,Male,Hispanic,No parent,2001,5.8%,0.9%
Hispanic,Male,Hispanic,No parent,2002,5.6%,0.9%
Hispanic,Male,Hispanic,No parent,2003,5.4%,0.9%
Hispanic,Male,Hispanic,No parent,2004,5.2%,0.8%
Hispanic,Male,Hispanic,No parent,2350,5.3%,0.8%
Hispanic,Male,Hispanic,No parent,2818,5.5%,0.8%
Hispanic,Male,Hispanic,No parent,2007,3.6%,0.7%
Hispanic,Male,Hispanic,No parent,2008,3.8%,0.7%
Hispanic,Male,Hispanic,No parent,1328,3.8%,0.7%
Hispanic,Male,Hispanic,No parent,2010,3.9%,0.7%
Hispanic,Male,Hispanic,No parent,2011,3.9%,0.7%
Hispanic,Male,Hispanic,No parent,1128,3%,0.6%
Hispanic,Male,Hispanic,No parent,2013,4.1%,0.7%
Hispanic,Female,Hispanic,Two parents,2001,4.1%,0.3%
Hispanic,Female,Hispanic,Two parents,2002,4.1%,0.3%
Hispanic,Female,Hispanic,Two parents,1716,4.1%,0.3%
Hispanic,Female,Hispanic,Two parents,2004,4.1%,0.3%
Hispanic,Female,Hispanic,Two parents,2005,4.1%,0.3%
Hispanic,Female,Hispanic,Two parents,2006,4.1%,0.3%
Hispanic,Female,Hispanic,Two parents,2007,69.9%,1.7%
Hispanic,Female,Hispanic,Two parents,2008,69.4%,1.7%
Hispanic,Female,Hispanic,Two parents,2009,68.1%,1.7%
Hispanic,Female,Hispanic,Two parents,2226,67.1%,1.7%
Hispanic,Female,Hispanic,Two parents,2011,66.5%,1.6%
Hispanic,Female,Hispanic,Two parents,2012,65.4%,1.6%
Hispanic,Female,Hispanic,Two parents,2013,64.7%,1.7%
Hispanic,Female,Hispanic,Two married parents,2001,64.9%,2%
Hispanic,Female,Hispanic,Two married parents,2002,65.7%,1.9%
Hispanic,Female,Hispanic,Two married parents,2003,65.5%,1.9%
Hispanic,Female,Hispanic,Two married parents,2004,64.3%,1.9%
Hispanic,Female,Hispanic,Two married parents,2005,64.4%,1.8%
Hispanic,Female,Hispanic,Two married parents,2006,65.6%,1.8%
Hispanic,Female,Hispanic,Two married parents,1238,65.5%,1.8%
Hispanic,Female,Hispanic,Two married parents,1889,63.9%,1.8%
Hispanic,Female,Hispanic,Two married parents,2009,62.9%,1.7%
Hispanic,Female,Hispanic,Two married parents,2010,61.4%,1.7%
Hispanic,Female,Hispanic,Two married parents,2011,60.6%,1.7%
Hispanic,Female,Hispanic,Two married parents,2012,58.9%,1.7%
Hispanic,Female,Hispanic,Two married parents,2013,58.1%,1.7%
Hispanic,Female,Hispanic,Mother only,2378,25.6%,1.8%
Hispanic,Female,Hispanic,Mother only,2002,25.8%,1.8%
Hispanic,Female,Hispanic,Mother only,2003,24%,1.7%
Hispanic,Female,Hispanic,Mother only,2004,26.3%,1.7%
Hispanic,Female,Hispanic,Mother only,2005,26%,1.7%
Hispanic,Female,Hispanic,Mother only,2006,25.7%,1.7%
Hispanic,Female,Hispanic,Mother only,2007,24.7%,1.6%
Hispanic,Female,Hispanic,Mother only,2008,24.4%,1.6%
Hispanic,Female,Hispanic,Mother only,1745,25.7%,1.6%
Hispanic,Female,Hispanic,Mother only,2322,26.6%,1.6%
Hispanic,Female,Hispanic,Mother only,2845,26.7%,1.5%
Hispanic,Female,Hispanic,Mother only,1028,28.3%,1.6%
Hispanic,Female,Hispanic,Mother only,2013,28.4%,1.6%
Hispanic,Female,Hispanic,Father only,2001,3.9%,0.8%
Hispanic,Female,Hispanic,Father only,2158,4.5%,0.8%
Hispanic,Female,Hispanic,Father only,1144,5.3%,0.9%
Hispanic,Female,Hispanic,Father only,1154,5.2%,0.9%
Hispanic,Female,Hispanic,Father only,2005,4.7%,0.8%
Hispanic,Female,Hispanic,Father only,2006,4.3%,0.8%
Hispanic,Female,Hispanic,Father only,2007,1.9%,0.5%
Hispanic,Female,Hispanic,Father only,2008,2.2%,0.5%
Hispanic,Female,Hispanic,Father only,2009,2.2%,0.5%
Hispanic,Female,Hispanic,Father only,2010,2.2%,0.5%
Hispanic,Female,Hispanic,Father only,2011,2.7%,0.6%
Hispanic,Female,Hispanic,Father only,2012,2.9%,0.6%
Hispanic,Female,Hispanic,Father only,2013,3.3%,0.6%
Hispanic,Female,Hispanic,No parent,2001,5.6%,0.9%
Hispanic,Female,Hispanic,No parent,2002,4.1%,0.8%
Hispanic,Female,Hispanic,No parent,2003,5.2%,0.9%
Hispanic,Female,Hispanic,No parent,2004,4.2%,0.8%
Hispanic,Female,Hispanic,No parent,2005,5%,0.8%
Hispanic,Female,Hispanic,No parent,2006,4.5%,0.8%
Hispanic,Female,Hispanic,No parent,2007,3.5%,0.7%
Hispanic,Female,Hispanic,No parent,2008,4%,0.7%
Hispanic,Female,Hispanic,No parent,2118,4%,0.7%
Hispanic,Female,Hispanic,No parent,2010,4.1%,0.7%
Hispanic,Female,Hispanic,No parent,2011,4.2%,0.7%
Hispanic,Female,Hispanic,No parent,2483,3.4%,0.6%
Hispanic,Female,Hispanic,No parent,2013,3.6%,0.6%
