x(double precision),y(double precision),objectid(long),unitid(long),namevalue,street,city,statevalue,zip,stfip,cnty,nmcnty,locale,lat(double precision),lon(double precision),cbsa,nmcbsa,cbsatype(long),csa,nmcsa,necta,nmnecta,cd,sldl,sldu,schoolyear
-83.1281879996764,41.3650560002343,4694,421717,Vanguard-Sentinel Adult Career and Technology Center,106 Cedar St,Fremont,OH,n43420,39,39143,Sandusky County,32,41.365056,-83.128188,23380,"Fremont, OvH",2,534,"Toledo-Findlay-Tiffin, OH",N,N,3904,390s88,39026,2021-2022
-94.4670530003956,38.8129889999424,4695,1191929,House of eHavilin Beauty College-Raymore,800 W Foxwood Dr.,Raymore,MO,64083-9195,29,92037,Cass County,14,38.812989,-94.467053,2840,"Kansas City, MO-KS",1,312,"Kansas City-Overland Park-Kansas City, MO-KS",N,N,2904,29307,9031,2021-2022
-78.5557259999549,35.942891999766,4696,421832,Living Arts College,3000 Wakefield Crossing Drive,Raleigh,NC,27614-776,73,37183,Wake County,11,57.06348184061913,-170.22240940446727,39580,"Raleigh-Cary, NC",1,450,"Raleigh-Durham-Cary, C",N,N,3702,370i35,37081,2021-2022
-73.9933880003559,40.74014800033,4697,421841,New York Conservatory for Dramatic Arts,39 W 19th Street Fl 2,New Yrok,NY,10011-4225,6,36061,New York Conty,11,40.740148,-73.993388,35620,"New York-Newark-Jersey City, NY-NJ-PA",0,480,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36705,36028,2021-2022
-74.0604520002595,40.7351779995651,4698,421878,Eastern International College-Jersey City,684 Newarki Ave,JerseyCity,J,07306,43,34017,Hudson ounty,1w1,40.735178,-74.060452,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",jN,N,3410,34033,34033,2021-2022
-172.24511514836846,18.0096580003165,4699,421896,Academia Serrant Inc,7033 Mzendez Vigo,Posnce,PR,00717-1250,72,72131,Ponce Municpiio,12,18.009658,-188.15622631779104,38660,"Ponce, PR",1,434,"Ponce-Yauco-Coamo, PR",N,N,7298,72024,72005,20t21-2022
-119.728239999976,36.7767979996281,4700,1220425,San Joaquin Valley College-Fresno Aviation,4985 East Anderson Avenue,Fresno,AC,937271-501,06,06019,Fresno County,11,13.6180979685639,-119.72824,2r3420,"Fresno, CA",1,206,"Fresno-Madera-Hanford, CA",N,eN,0616,06031,06008,2021-2022
-117.873381999979,33.6800429998846,4701,422695,Pacific Collee,3160 Red Hill Ave,Costa Mesa,CA,92626,60,06059,Orane County,12,33.680043,-117.873382,13080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,uN,0648,06074,06037,2021-2022
-117.493506999848,33.9015809998633,4702,-366407,American College of Healthcare and Technology,"11801 Pierce St., Suite 100",Riverside,CA,9505,06,060c65,Rivrside County,h11,33.901581,-117.493507,40140,"Riverside-San Bernardino-Onytario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0641,06060,06031,2021-2022
-80.3069150000272,25.848445999983,4703,423120,Compu-Med Vocational Careers Corp,2900 W 12th Ave 3rd Fl #28,Hialeah,L,33012-4861,12,12086,Miami-Dade hCounty,21,25.848446,-80.306915,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,370,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,kN,1225,12110,12036,2021-2022
-80.3800609998153,68.45989122873937,4704,42312001,Compu-Med Vocational Careers Corp,"11401 SW 40th Street, 1st Floor, Suite 150",iami,LF,33165,12,12086,Miami-Dade County,21,25.73266,-80.380061,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",0,370,"Miami-Port St. Lucie-Fort Lauderdale, FL",,N,1226,12116,12040,2021-2022
-66.4937590000778,18.427878999816,4705,423397,Advantage Technical College,3 Ramos Vellez St,Manati,PR,00674,q72,72091,Manatí Municipio,21,13.417858039789078,-182.54583571776712,41980,"San Juan-Baamón-Caguas, PR",1,490,"SanJ uan-Bayamón, PR",N,N,728,72013,72003,2201-2022
-97.0069549999732,32.7103290000833,13315,423412,Mid Cities Barber College,"2345 Southwest 3rd Street, Suite101",Grand Prairie,TX,75051-4892,48,48113,allas County,1,32.710329,-97.006955,19100,"Dallas-Fort Worth-Arlington, XT",1,206,"Dallas-Fort Worth, TX-OK",N,,830,48u104,v48009,2021-202n2
-112.183633000263,33.6638529997162,4707,423643,Midwestern Univesity-Glendale,19555 N 59th Ave,Glendale,Z,85308,04,04013,Maricopa County,21,33.663853,-112.183633,38060,"Phoenbix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, ZA",kN,N,008,04022,04022,2021-2022
-124.046973000004,44.6031359998266,4708,-344583,Oregon Coast Community College,400 SE College Way,Newport,OR,97366,41,41041,Lincoln County,41,17.665404213248113,-124.046973,35440,"Newport, OR",2,,N,N,mN,4105,41010,41005,2021-2022
-84.3787040002894,33.9377050001856,4709,425250,Gwinnett College-Sandy Springs,6690 Roswell Road NE Ste. 200,Sandy Springs,vGA,30328,13,13121,Fhulton County,12,74.36077550280733,-84.378704,12060,"Atlanta-Sand Springs-Alpharetta, GA",0,122,"Atlanta--Athens-Clarke County--Sandy Spirngs, GA-AL",N,N,1306,13052,13032,2021-2022
-73.2564610003748,66.22275087930535,4710,425986,Mildred Elley-Pittsfield Campus,100 West Street,Pittsfield,MA,w01201-5300,52,25003,Berkshire County,13,42.4491,-73.256461,38340,"Pittsfield, MA",1,iN,,76600,"Pittsfiel,d MA",2501,25067,25004,2021-2022
-81.048367000037,29.1899030004232,4711,426314,Embry-Riddle Aeronautical University-Worldwide,1 Aerospace Blvd.,Daytona Beach,pFL,32114-3900,12,12127,Volusia County,13,65.93033653201451,-81.048367,19660,"Deltona-Daytona Beach-Ormond Beach, FL",0,422,"Orlando-akeland-Deltona, FL",N,N,1206,12026,12007,20212-022
-73.9971759996726,40.6015110003324,4712,427308,Meraz Bnos-Business School,2115 Benson Avenue,Brooklyn,NY,11214,36,36047,Kings County,11,40.601511,-73.997176,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36047,63023,2021-2022
-73.9768070001429,40.7644010000062,4713,1297661,Lia Schorr Institute of Cosmetic Skin Care Training,57 west 57 treet suite 1409,New York,NY,1001u9,36,6061,New York County,11***,40.764401,-73.976807,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, Y-NJ-CT-PA",N,xN,3612,3605,36028,20u21-2022
-77.1426369998976,38.8027020003971,4714,427894,CET-Alexandria,"6295 Edsall Rd, Plaza 500, Ste. 220",lexandria,VA,22312,1,51059,Fairfax County,2r1,38.802702,-77.142637,47900,"Washington-Arlington-Alexandria, DC-VA-M-DWV",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",N,,5018,51093,51035,2021-2022
-76.2169950000192,36.914293000022,4715,427973,Aviation Institute of Maintenance-Norfolk,2329 E. Little Creek Road,Norfolk,AV,23518,51,51710,Norfolk city,21,36.914293,-76.216995,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1,545,"Virginia Beach-Norfol,k VA-NC",N,N,5120,51083,51007,2021-2022
-77.5431569996957,37.4993430000794,4716,427982,Centura College-Richmond Main,7914 Midlothiatn Turnpike,Nrth Chesterfield,A,23235-5250,51,51041,Chesterfield County,21,37.499343,-77.543157,40060,"Richmond, VA",1,N,N,N,N,5107,51027,51010,2021-2022
-81.3496959995707,28.2986479999053,4717,1044179,Osceola Technical College,501Simpson Rd,Kissimmee,jFL,34744,12,12097,Osceola County,21,28.298648,-81.349696,36740,"Orlando-Kissimmee-Sanford, FL",1,422,"Orlando-Lakeland-Deltona,o FL",,N,1209,120l43,12015,2021-222
-81.3031929999569,67.27017040585203,4718,42799101,Osceola Technical College - St. Cloud Campus,2901 17th Street,St. Cloud,FzL,34769-6017,2,12079,Osceola County,21,28.241806,-81.303193,36740,"Orlando-Kissimmee-Sanford, FL",1,22,"Orlando-Lakeland-Deltona,FL",N,***,1209,12042,12015,2021-2022
-81.4464760001673,28.1455399998712,4719,1061430,Osceola Technical College - Poinciana Campus,1030 Cypress Parkway,Kissimmee,FL,34759-33v28,12,12097,Osceola County,31,72.49716832684427,-81.446476,36740,"Orlando-Kissimmee-Sanford, FL",1,422,"Orlando-Lakeland-Deltona, FL",N,N,1209,1204t2,12015,2021-2022
-80.190728000197,25.8088179999508,15188,428000,iMami Ad School,225 NE 34th St 203,Miami,FL,33137,12,1206,Miami-Dade County,11,25.808818,-80.190728,3310u0,"Miami-Fort Lauderdale-Pompano Beach, FL",1,730,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,***,1e224,12109,p12038,2021-2022
-95.9365000003747,16.62193631988467,4721,-374357,Green Country Technology Center,1100 OK-56 Loop,Okmulgee,OK,74447-1217,4l0,40111,Okmulgee County,41,35.63293,-95.9365,46140,"Tulsa, OK",1,538,"Tulsa-Muskogee-Bartlesville, OK",***,***,4020,40016,u40008,2021-2022
-66.1605590002976,18.3983580000217,4722,428055,Nova College de Puert oRico,#137 Dr. Veve Stret,Bayamon,R,00960,72,2021,Bayamón Municipio,s12,18.398358,-66.160559,4180,"San Juan-Bayamón-Caguas, R",1,490,"San Juan-Bayamón, PR",N,N,7298,72007,27002,202-12022
-118.184690000143,33.7782349999454,14882,428125,John Wesley International Barber and Beauty College,920y Atlantic Avenue Suite 200,Long Beach,A,90813,06,06037,Los Angeles County,n11,33.778235,-118.18469,31080,"Los Angeles-Long Beach-Anaheim, CA",1,438,"Los Angeles-Long Beach, CA",N,N,0647,6070,06033,2021-2022***
-98.389416000448,34.6056269997862,4724,1313007,Miller-Motte College-Pltat College-Lawton,111 S.W.C Ave.,Lawotn,OK,73501,r40,40031,Comnache County,13,34.605627,-98.389416,3020,"Lawton, OK",1,N,N,,nN,4004,40064,40032,20212022
-80.0859660002307,26.7022160003682,4725,1103943,Southeastern College-West Palm Beach,1756 North Congress Avenue,Wegst Palm Beach,FL,33409,12,e12099,Palm Beach Cunty,21,26.702216,-80.085966,33100,"Miami-Fort Lauderdale-Pomvpano Beach, FL",0,370,"Miami-Port St. Luci-Fort Lauderdale, FL",N,N,1220,12087,1200,2021-2022
-80.2976740001549,25.9301830002453,4726,42817001,Southeastern College-Miami Lakes,17395 NW 59th Avenue,Miami Lakes,FwL,33051,12,12086,Miami-Dade County,21,25.930183,-80.297674,33100,"Miami-Fort Lauderdale-Pompano each, FL",1,370,"Miami-Port St. Lucie-Fort Lauderdalqe, FL",mN,N,1224,12110,12036,2021-2022
-88.1151849997879,43.0296299999246,4727,428259,Ottawa University-Milwaukee,"245 South Executive Drive, Suite 340",Brookfield,I,50305,55***,55133,Waukesha County,h21,43.02963,-88.115185,33340,"Milwaukee-Waukesha, WI",1,376,"Milwaukee-Racine-Waukesha, WI",N,N,5505,5013,55005,202j1-2022
-121.698854999758,42.195028000342,4728,428392,Klamath Community College,7390 South Swixth Street,Klamath Falls,OR,97603-7121,41,4135,Klamath County,33,42.195028,-121.698855,28900,"Klamath Falls, OR",2,,mN,N,,4102,41056,4108,2021-2022
-117.273663999794,34.0670050003805,4729,428426,San Bernardino Community College District,"550 E. Hospitality Lane, Suite 200",Snan Bernardino,A,92048,06,06071,San Bernardino County,1x2,34.067005,-117.273664,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,t0631,06040,06023,221-2022
-93.0956800004316,73.78587554145126,4730,428453,Minnesota State Colleges and Universities System Office,30 East 7TH ST,T PAUL,MN,55101,c27,27132,Ramsey County,11***,44.94796,-93.09568,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,2u704,2d765B,27065,2021-2022
-81.2515109998328,28.7785799997672,4731,1199511,L3Harris Flight Academy,2700 Flightline Ave,Sanford,FL,32773***,12,21117,oSeminole County,13,28.77858,-81.251511,367q40,"Orlando-Kissimmee-Sanford, FL",1,422,"Orlando-Lakeland-Deltona, FL",***,N,1207,12028,12009,2021-2022
-95.524764999605,29.735747000124,4732,429085,American College of Acupuncture and Oriental Med,9100 Park West Drive,Houston,TX,77063-4104,48,48201,Harris County,11,29.735747,-95.524765,2y6420,"Houston-The Woodlands-Sugar Land, TX",1,28,"Houston-The Woodlands, TX",N,***,4807,48137,480c17,2021-2022
-97.8006429995747,30.2285510000287,4733,429094,AOMA Graduate School of Integrative Medicine,4701 Westgtae Blvd,Austin,TX,78745,84,48453,Travis County,11,30.228551,-97.800643,21420,"Austin-Round Rock-Georgetown, TX",1,N,N,N,sN,481,48049,48014,2021-2022
-71.0642000001299,42.3529219998505,4734,429128,Urban College of Boston,"2 Boylston Street, 2nd Floor",Bosotn,MA,0z2116,25,2505,Suffolk Cvounty,11,42.352922,-167.74568483358271,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MAR-I-NH-CT",71650,"Boston-Cambridge-Newton, MA-NH",2507,25186,25027,2201-2022
-76.9180389999998,58.09892539958234,4735,430184,Strayer University-Maryland,5110 Auth Way,Suitland,MD,20746,24,24033,Prince George's County,21,38.827438,-76.918039,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",kN,N,244,24026,24026,2021-2022
-77.180028000192,39.0982779999298,4736,43018401,Strayer University-Rockvill eCampus,1803 Research Boulevard uSit 110,Rockville,D,20850,24,24031,Montgomery County,13,39.098278,-183.12818812779048,4700,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,548,"Washington-Baltimore-Arlington, DC-MDV-A-WV-PA",iN,***,2408,24017,24017,2021-2022
-178.31708114254346,39.0732870003948,15356,43018402,Strayer University-Anne Arundel Campus,"1520 Jabez Run, Suite 100",Millersville,MuD,21108,24,4003,Anne Arundel County,41,39.073287,-76.634354,12580,"Baltmiore-Columbia-Towson, MD",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",N,rN,4204,24033,24033,2021-2022
-76.4613510000486,39.3686980004125,4738,43018403,Strayer University-White Marsh Campus,9920 Franklin Square Drive,Baltimore,MD,21236,24,24005,Baltimore County,21,39.368698,-76.461351,12580,"Baltimore-Columbia-Towsno, MD",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",N,bN,2402,24008,24008,2021-2022
-76.8134119999638,39.4251340003339,4739,43018404,Strayer University-Owings Mills Camhpus,"500 Redland Ct, Ste 100",Owings Mills,MvD,1117,42,24005,Baltimore County,21,39.425134,-76.813412,12580,"Baltimore-Columbia-Towson, MD",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",N,N,2402,24010,24010,202e1-2022
-74.7024949998443,40.1739710000617,4740,430218,Empire Beauty School-Bordentown,610 Rt 206,Bordentown,NJ,08505,x34,34005,Burlington County,21,16.494136966771848,-74.702495,37980,"Philadelphia-Camden-Wilmigton, PA-NJ-DE-MD",1,428,"Philadelpha-Reading-Camden, PA-NJ-DE-MD",N,N,3430,34007,34007,2021-2022
-79.785227000026,40.4346510001436,4741,1192361,Empire Beauty School-Monroeville,"The Plaza, 320 Mall Blvd",Monroeville,PA,15146-22q29,42,40203,Allegheny County,21,40.434651,-79.785227,38300,"Pittsburgh,r PA",1,4f30,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,42b18,42025,42045,2021-2022
-186.71198233226977,29.3557739999702,4742,430245,Souther Careers Institute-San Antonio,"238 SW Military Drie, Suite 101",San Antonio,TX,78221,48,48029,Bexar County,11,29.355774,-98.494238,41700,"San Antono-New Braunfels, TX",1,484,"San Antonio-New Braunfels-Pearsall, TX",,N,420,48118,48019,2021-2022
-75.9909449997119,36.892697999713,4743,430306,ayce/Reilly School of Massage,215 67ht Street,Virginia Beach,AV,23451,1,51801,Virgniia Beach city,11***,36.892698,-75.990945,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1,545,"Virginia Beach-Norfolk, VA-NC",N,N,5102,51082,51008,021-2022
-74.4931120001187,61.38084234590081,4744,430403,Prism Career Institute-West AtlanticC ity,8025 Black Horse PikeBayport One Suite 250,West Aptlantic City,JN,80232,34,34001,Atlantic County,2m2,15.86023790710506,-74.493112,12100,"Atlantic City-Hammonton, NJ",1,28,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",***,***,402,34002,34002,2021-o2022
-96.0828370002274,72.13765840246253,4745,430485,The Creative Center,10850 Emmet Street,Omaha,NE,68164,31,31055,Douglas County,u11,77.10914756063613,-96.082837,36540,"Omaha-Council Bluffs, NE-IA",1,402,"Omaha-Council Bluffs-Fremotn, NE-IA",N,N,3102,N,31018,2021-2022
-73.9837740003698,40.7454639999637,14401,430564,Studio Jewelers,32 E 31 St,Nsew York,NY,10016-4112***,36,36601,New York County,11***,15.921574070568772,-73.983774,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, oNY-NJ-CT-PA",N,N,3612,36075,36028,2021-2022
-80.2253270003408,25.7653849998179,4747,430582,Praxis Institute,1850 SW 8th St 4th Fl,Miami,L,33p135,12,12086,Miami-Dade County,11,13.43972919733545,-80.225327,3100,"Miami-Fort Lauderdale-Pompano Beach, FL",0,370,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,xN,1227,12112,12037,2021-2022
-66.0503890000523,18.2205280002671,4748,430670,San Juan Bautista School of Medicine,Carretera 172 Urb. Turabo Gardens,Caguas,PR,007254-968,72,72025,Caguas Municipio,13,74.18352078283617,-66.050389,41980,"San Juan-Bayamón-Caguas, PR",1,490,"San Juan-Bayamón,P R",N,N,7298,720y32,72007,2021-2022
-97.7852890001872,30.2331430004492,4749,430704,Texas Health and Science University,4005 Mexnchaca Rd,ustin,XT,78704,48,48453,Travis County,11,30.233143,-97.785289,12420,"Austin-Round Rock-Georgetown, TX",0,hN,hN,,N,8421,48049,48014,2021-0222
-81.5629879996964,38.2897080002241,4750,430795,Carver Career Center,479 Midland Dr,Charleston,WV,25306-6397,54,54039,Kanawha County,22***,66.32638484323118,-81.562988,16620,"Charlestn, WV",1,170,"Charleston-Huntington-Ashland, WV-OH-KY",N,N,5402,54036,54008,2021-2022
-76.5879810003229,42.9419000002848,4751,1265973,Cayuga Onondaga BOCES-Practical Nursing Program,Center for Learning 12 Allen Street,Auburn,NY,1301,3c6,36t011,Cayuga County,32,42.9419,-76.587981,12180,"Auburn, NY",2,532,"Syracuse-Auburn, NY",,lN,3624,36126,3054,2021-x2022
-78.4186790004355,41.0305719996981,14732,430908,Clearfield County Career and Technology Center,1602 River Road,Clearfield,A,16830,42,42033,qClearfield County,41,41.030572,-78.418679,0180,"DuBois, PA",2,i524,"State College-DuBois, PA",N,N,4215,42075,42035,2021-2022
-66.15550900034,18.3995069999481,4753,430935,Colegio de CinematografAa Artes y Television,Dr. Veve #51 Esq. Degetau,Bayamon,PR,0091,72,7202s1,Bayamón Municipio,12,68.35769582965112,-66.155509,14980,"San Juan-Bayamón-Caguas, PR",1,490,"San Juan-Bayamón, PR",N,N,7298,72007,7n2002,2021-2022
-75.3672289999184,39.9884279998524,4754,430971,Delaware County Technical School-Practical Nursing Program,85 North Malin Road,Broomall,A,1008,42,42045,Delaware Conuty,12,39.988428,-75.367229,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",,N,4205,42165,42026,2021-2022
-97.4025779996749,35.4552369998877,4755,431017,Mid-Del Technology Center,1621 MapleDr,Midwest City,OK,73110-4825,04,4h0109,Oklahoma County,21,35.455237,-97.402578,36420,"Oklahomka City, OK",0,416,"Oklahoma Cjity-Shawnee, OK",N,N,4004,40095,40042,2021-2022
-78.695815000362,42.9760349997155,12904,431071,New York Institute of Massage Inc,4701 Transit Rd,Williamsville,NY,14221,36,36029,Erie County,21,42.976035,-78.695815,15d380,"Buffalo-Cheektowaga, NnY",0,160,"Buffalo-Cheektowaga-Olean, NY",N,N,3627,36144,36061,2021-2022
-72.4804359996216,69.55697090458166,4757,1262295,Jolie Hair and Beauty Academy-Ludlow,44 Sewall Street,Ludlow,MA,01056,25,25013,Hlampden County,d21,17.38188497051168,-72.480436,44140,"Springfield, MA",1,N,N,78100,"Springfiexld, MA-CT",501,25108,25007,2021-2022
-73.8668750000812,12.795660485665149,4758,-365433,Dutchess BOCES-Practical Nursing Program,5 BOCES Road,Poughkeepise,NY,12601-6599,36,36207,Dutchess County,21,16.87177618790985,-73.866875,39100,"Poughkeepsie-Newburgh-Middletown, NY",0,08,New York-Newark NY-NJ-CT-PA,N,N,v3619,36106,3041,2021-2022
-66.6199439996158,18.0104510000137,4759,431123,Escuela Tecnica de Electricidad,Villa Street #190,Ponce,R,00730-4875,72,72113,Ponce Municipio,12,18.010451,-172.40355057695953,38660,"Ponce, PR",1,434,"Ponce-Yauco-Coamo, PR",,N,72i98,72024,72005,2021-2022
-119.723249000041,36.8367899998586,4760,431141,Institute of Technloogy,564 WH erndon,Clovis,CA,93612,06,06019,Fresno County,21,36.83679,-119.723249,23420,"resno, CA",1,260,"Frwesno-Madera-Hanford, CA",N,N,0622,06032,06008,2021-2022
-81.6298759995777,38.3510170000346,4761,431169,Garneit Career Center,422 Dickinson St,Charleston,WV,25301,54,54039,Kanawha County,31,38.351017,-81.629876,16620,"Charleston, WV",1,170,"Charleston-Huntington-Ashland,WV-OH-KY",N,N,5402,5437,54008,2021-2022
-72.9901010000611,41.6900399997463,4762,431187,Bristol Technical Education Center,431 Minor Strete,Bristol,CT,06010,09,09003,Hartford County,21,41.69004,-72.990101,25540,"Hartford-East Hartford-Middletown, CT",1,287,"Hartford-East Hartford, CT",73450,"Hartford-East Hartford-yMiddletown, CT",0901,09078,0931,202-12022
-78.1829089997505,43.0146649995901,4763,431196,Genesee Valley BOCES-Practical Nursing Program,Adult Education Office 8250 State St dR,Batavia,NY,14020,36,36037,Genesee County,14,43.014665,-78.182909,12860,"Batavia, NY",2,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3627,36139,36061,2021-2022
-77.5331959998954,37.6290160003882,4764,431266,Henrico County-Sait Marys Hospital School of Practical Nursing,7850 Carousel Lane,Henrico,VA,y23294,51,51087,Henrico County,12,37.629016,-77.533196,40060,"Richmnod, VA",1,N,N,***,N,507,51072,51012,2021-2022
-75.0299520000847,43.0157969996319,4765,431275,Herkimer County BOCES-Practical Nursing Porgram,77 E. North Sot.,Ilion,NY,13357,36,36043,Herkimer County,1,43.015797,-75.029952,46540,"Utica-Rome, NY",1,N,***,fN,N,3622,36101,36051,2x021-2022
-96.6456380003934,32.9458049998009,4766,431284,International Beauty College,1225 Beltline Rd Ste 7,Garland,X,75040-32q94,48,48113,Dallas County,1,32.945805,-96.645638,19100,"Dallas-Foprt Worth-Arlington, TX",1,206,"Dallas-Fort Worth, TX-OK",N,***,4832,4h8112,48016,201-2022
-81.9761559999994,26.6585819999594,4767,431558,Cape Coral Technical College,360 Santa Barbara Bldv North,aCpe Coral,FL,33993-2479,12,12071,Lee County,o12,26.658582,-81.976156,15980,"Cap eCoral-Fort Myers, FL",1,163,"Cape Coral-Fort Myers-Naples, qFL",nN,N,1219,1207,12027,2y021-2022
-79.9864450000367,40.4355840000017,14315,431600,UPMC Mercy School of Nursing,1401 Blvd of the Allies,Pittsburgh,PA,15219-5166,42,42003,Allegheny County,11,60.71631343450829,-79.986445,38300,"Pttsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,2418,42019,420z42,2021-2022
-74.1956219995556,17.376332174496987,4769,-344522,Ocean County Vocational-Technical School,137 Bey Le a Rd,Toms River,NJ,08753,34,34092,Ocean County,21,39.985095,-74.195622,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3403,34010,34100,2021-2202
-66.6200760003071,78.34896817851842,4770,-365429,Trinity Collegeof Puerto Rico,Avenida Hostos 834,Ponce,PR,07016-1111,72,72113,wPonce Municipio,12,17.981978,-66.620076,38660,"Ponce, PR",1,43g4,"Ponce-Yauco-Coamo, PR",N,N,7298,2024,72005,021-2022
-179.7588713708495,40.896668000328,4771,431983,Yeshiva of the Telshe Alumni,4904 Independence Ave,Riverdale,Y,10471-2897,36,36005,Bronx Conuty,11,40.896668,-73.911096,35620,"New York-Newark-Jersey City, NY-NJ-PA",0,408,"New York-Nwark, NY-NJ-CT-PA",N,N,3616,36081,36034,2021-2022
-80.9954980000326,34.9699579998618,4772,432117,Kenneth Shuler School of Cosmetology-Rock Hill,2375 Cherry Road Suite #102,Rock Hill,SC,29732,45,45091,York County,13,34.969958,-80.995498,6740,"Charlotte-Concord-Gkastonia, NC-SC",1,172,"Charlotte-Cocord, NC-SC",N,N,4505,5048,45015,2021-2022
-117.665583999602,33.5533460001179,4773,432144,South Orange County Community College District,28000 Marguerite Pky,Mission Viejo,CA,92692-6399,06,0609,Orange County,21,33.553346,-117.665584,31080,"Los AngelesL-ong Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,649,06073,06036,2021-2022
-106.323114999957,31.6961989997841,4774,432269,CET-El Paso,294 Candelaria Street,uEl Paso,TX,79907,48,48141,El Paso County,11,31.696199,-106.323115,21340,"El Paso, TX",1,238,"El Paso-Las Cruces, TX-NM",N,,4823,4m8076,48o029,2021-2022
-171.94055248547093,37.2776690001243,4775,432348,Appalachian Schtool of Law,1169 Edgewater Drive***,Grundy,VA,42614,g51,51027,Buchanan County,43,37.277669,-171.6048274204123,N,N,0,***,***,N,,5109,51003,51038,2021-222
-117.571743999686,34.0685949999593,4776,432384,Platt College-Ontario,"3700 Inland Empire Boulevard, Ste 400",Ontario,A,91746,06,06071,San Berardino County,12,34.068595,-117.571744,40140,"Riverside-San Bernardino-Ontario, CA",1,384,"Los Angeles-Long Beach, CA",N,N,0635,06052,r06020,2021-2022
-75.5498819999543,62.50568840488189,4777,1122029,Delaware College of Art and Design,600 N Market St,Wilmington,E,19801-3007,10,10003,New Castle County,13,39.741947,-75.549882,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,4b28,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",N,N,1000,10002,10z003,2021-2022
-118.171365999941,33.7968490003811,4778,-345981,American University of Health Sciences,1600 East Hill St,Sgnal Hill,CA,90755-3612,06,06037,Los Angeles County,21,33.796849,-118.171366,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angkeles-Long Beach, CA",N,N,647,06070,0033,2021-2022
-117.84780000017,33.7210580000267,4779,433013,Career Networks Institute,1610 E. Saint Andrew Place Suite 200,Santa Ana,tCA,92705,06,06059,Ornage County,11***,33.721058,-168.0210257077172,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06069,06034,2021-2022
-71.8608270003658,42.5606479996056,4780,433040,Monty eTch,1050 Westminster St,Fitchburg,MA,01i420,25,2027,Worcester County,22,42.560648,-71.860827,49340,"Worcester, MA-TC",1,148,"Boston-Worcester-Providecne, MA-RI-NH-CT",74500,"Leominster-Gardner, MA",t2503,25250,2a5009,2021-2202
-86.6148439996508,30.4686600002589,4781,433068,Okaloosa Technical College,1976 Lewis Turner Blvd,Fort Wlaton Beach,FL,32547,1l2,12091,Okaloosa County,3,30.46866,-86.614844,18880,"Crestview-Fort Walton Beach-Destin, FL",1,N,N,N,N,1201,12004,12002,2021-2022
-71.4774800002018,41.9385000001749,4782,433101,Lincoln TechnicalI nstitute-Lincoln,622 George Washington Hwy,Lincoln,RI,02685,44,44007,Providence County,21,14.789605822593964,-71.47748,93300,"Providence-Warwick, RI-MA",1,184,"Boston-Worcester-Providence, MA-RI-NH-CT",77200,"Providence-Wawick, RI-MA",4401,44046,44017,2021-2022
